t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 jE1600 jE0900 jE1800 jE1000 jE1100 jE1300 jE2000 jE1500 jF0007 jF0008 jO2201 jO2302 jV1716 jV1918 jV0600 jV1200 jV1400 jV2120 
9.74 -8.95551e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.100888 -5 0.999112 0 -1.71507e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.95551e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
9.76 3.747e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.100888 -5 0.999112 0 2.75116e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.747e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.78 2.94903e-17 5 0 0 10 10 8.0735e-30 0 0 0 10 0.107971 -5 0.992029 0 1.10453e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.94903e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.8 -3.95951e-16 5 0 0 10 10 7.06277e-30 0 0 0 10 0.122025 -5 0.977975 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.95951e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.82 -6.6093e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.142828 -5 0.957172 0 -1.6053e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.6093e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
9.84 -2.78423e-16 5 0 0 10 10 1.50993e-30 0 0 0 10 0.170052 -5 0.929948 0 3.84214e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -2.78423e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.86 -5.43402e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.203269 -5 0.896731 0 -8.57197e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.43402e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
9.88 -8.06646e-17 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.241954 -5 0.858046 0 5.55654e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.06646e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.9 1.18959e-15 5 0 0 10 10 7.56813e-30 0 0 0 10 0.285497 -5 0.814503 0 6.57975e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.18959e-15 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
9.92 -7.71085e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.333211 -5 0.766789 0 -1.66018e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.71085e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
9.94 -3.89012e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.384344 -5 0.715656 0 3.29326e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.89012e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.96 1.53957e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.43809 -5 0.66191 0 1.65341e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.53957e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
9.98 -9.99201e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.4936 -5 0.6064 0 -1.07607e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.99201e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10 2.71484e-16 5 0 0 10 10 1.00457e-30 0 0 0 10 0.55 -5 0.55 0 -4.73661e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.71484e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.02 -8.81673e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.6064 -5 0.4936 0 -1.71507e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.81673e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.04 3.88578e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.66191 -5 0.43809 0 2.74439e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.88578e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.06 4.33681e-17 5 0 0 10 10 3.52522e-30 0 0 0 10 0.715656 -5 0.384344 0 1.10453e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.33681e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.08 -3.82073e-16 5 0 0 10 10 2.52066e-30 0 0 0 10 0.766789 -5 0.333211 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.82073e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.1 -6.47052e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.814503 -5 0.285497 0 -1.60597e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.47052e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.12 -1.84314e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.858046 -5 0.241954 0 -6.92534e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.84314e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.14 2.78423e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.896731 -5 0.203269 0 2.20229e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.78423e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.16 -6.67869e-17 5 0 0 10 10 4.99201e-31 0 0 0 10 0.929948 -5 0.170052 0 5.55654e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.67869e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.18 3.95517e-16 5 0 0 10 10 -5.11527e-31 0 0 0 10 0.957172 -5 0.142828 0 -4.19451e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.95517e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.2 5.0307e-17 5 0 0 10 10 7.56813e-30 0 0 0 10 0.977975 -5 0.122025 0 -5.83436e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 5.0307e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.22 -3.75134e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.992029 -5 0.107971 0 3.29326e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.75134e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.24 -6.40113e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.999112 -5 0.100888 0 -9.12085e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.40113e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.26 -1.77375e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.999112 -5 0.100888 0 1.35525e-20 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.77375e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.28 2.85362e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.992029 -5 0.107971 0 -4.73661e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.85362e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.3 -5.9848e-17 5 0 0 10 10 4.53595e-30 0 0 0 10 0.977975 -5 0.122025 0 -6.38324e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.9848e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.32 4.02456e-16 5 0 0 10 10 3.52522e-30 0 0 0 10 0.957172 -5 0.142828 0 2.74439e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.02456e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.34 -7.50268e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.929948 -5 0.170052 0 -9.66295e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.50268e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.36 -3.68195e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.896731 -5 0.203269 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.68195e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.38 1.74773e-16 5 0 0 10 10 6.05204e-30 0 0 0 10 0.858046 -5 0.241954 0 -5.28549e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.74773e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.4 -9.78384e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.814503 -5 0.285497 0 -1.76996e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.78384e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.42 2.91867e-16 5 0 0 10 10 4.99201e-31 0 0 0 10 0.766789 -5 0.333211 0 2.20229e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.91867e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.44 -8.60857e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.715656 -5 0.384344 0 -1.02118e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.60857e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.46 4.09395e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.66191 -5 0.43809 0 -4.19451e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.09395e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.48 6.41848e-17 5 0 0 10 10 3.02602e-30 0 0 0 10 0.6064 -5 0.4936 0 -5.83436e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 6.41848e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.5 -3.61256e-16 5 0 0 10 10 2.01529e-30 0 0 0 10 0.55 -5 0.55 0 3.29326e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.61256e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.52 -6.26235e-16 5 0 0 10 10 -6.06437e-30 0 0 0 10 0.4936 -5 0.6064 0 -9.12085e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.26235e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.54 -1.63498e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.43809 -5 0.66191 0 6.77626e-21 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.63498e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.56 1.10675e-15 5 0 0 10 10 8.0735e-30 0 0 0 10 0.384344 -5 0.715656 0 6.03087e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.10675e-15 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
10.58 -8.53918e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.333211 -5 0.766789 0 -1.71507e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.53918e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.6 -4.71845e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.285497 -5 0.814503 0 2.74439e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.71845e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.62 7.11237e-17 5 0 0 10 10 7.06277e-30 0 0 0 10 0.241954 -5 0.858046 0 1.10453e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 7.11237e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.64 -3.54317e-16 5 0 0 10 10 6.05204e-30 0 0 0 10 0.203269 -5 0.896731 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.54317e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.66 -6.19296e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.170052 -5 0.929948 0 -1.60597e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.19296e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.68 -1.56559e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.142828 -5 0.957172 0 -6.93212e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.56559e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.7 3.05745e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.122025 -5 0.977975 0 2.19551e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.05745e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.72 -3.9465e-17 5 0 0 10 10 4.03059e-30 0 0 0 10 0.107971 -5 0.992029 0 5.55654e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.9465e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.74 -4.64906e-16 5 0 0 10 10 3.02602e-30 0 0 0 10 0.100888 -5 0.999112 0 -4.19451e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.64906e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.76 -7.29885e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.100888 -5 0.999112 0 -1.66086e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.29885e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.78 -3.47378e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.107971 -5 0.992029 0 3.29326e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.47378e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.8 1.9559e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.122025 -5 0.977975 0 1.65341e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.9559e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.82 -9.57567e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.142828 -5 0.957172 0 -1.07607e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.57567e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.84 3.12684e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.170052 -5 0.929948 0 -4.74338e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.12684e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.86 -3.25261e-17 5 0 0 10 10 8.0735e-30 0 0 0 10 0.203269 -5 0.896731 0 -6.38324e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.25261e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.88 -4.57967e-16 5 0 0 10 10 7.06277e-30 0 0 0 10 0.241954 -5 0.858046 0 2.74439e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.57967e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.9 -7.22946e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.285497 -5 0.814503 0 -9.66973e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.22946e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.92 -3.40439e-16 5 0 0 10 10 1.50993e-30 0 0 0 10 0.333211 -5 0.766789 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.40439e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.94 -6.05418e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.384344 -5 0.715656 0 -1.60597e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.05418e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
10.96 -1.42681e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.43809 -5 0.66191 0 -6.93212e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.42681e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
10.98 1.12757e-15 5 0 0 10 10 7.56813e-30 0 0 0 10 0.4936 -5 0.6064 0 1.29698e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.12757e-15 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
11 -8.33101e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.55 -5 0.55 0 -1.02118e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.33101e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.02 -4.51028e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.6064 -5 0.4936 0 -4.19451e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.51028e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.04 9.19403e-17 5 0 0 10 10 6.55741e-30 0 0 0 10 0.66191 -5 0.43809 0 -5.83436e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 9.19403e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.06 -3.33501e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.715656 -5 0.384344 0 3.29326e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.33501e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.08 -5.9848e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.766789 -5 0.333211 0 -9.12085e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.9848e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.1 -1.35742e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.814503 -5 0.285497 0 6.77626e-21 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.35742e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.12 3.26562e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.858046 -5 0.241954 0 -4.74338e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.26562e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.14 -1.86483e-17 5 0 0 10 10 3.52522e-30 0 0 0 10 0.896731 -5 0.203269 0 -6.38324e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.86483e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.16 -4.44089e-16 5 0 0 10 10 2.52066e-30 0 0 0 10 0.929948 -5 0.170052 0 2.74439e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.44089e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.18 -7.09068e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.957172 -5 0.142828 0 -9.66973e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.09068e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.2 -3.26995e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.977975 -5 0.122025 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.26995e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.22 2.15973e-16 5 0 0 10 10 5.04131e-30 0 0 0 10 0.992029 -5 0.107971 0 -5.28549e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.15973e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.24 -9.36751e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.999112 -5 0.100888 0 -1.76996e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.36751e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.26 3.33501e-16 5 0 0 10 10 -5.11527e-31 0 0 0 10 0.999112 -5 0.100888 0 2.19551e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.33501e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.28 -1.17094e-17 5 0 0 10 10 7.56813e-30 0 0 0 10 0.992029 -5 0.107971 0 5.55654e-19 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.17094e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.3 -4.3715e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.977975 -5 0.122025 0 -4.19451e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.3715e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.32 -7.02129e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.957172 -5 0.142828 0 -1.66086e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.02129e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.34 -3.20056e-16 5 0 0 10 10 1.00457e-30 0 0 0 10 0.929948 -5 0.170052 0 3.29326e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.20056e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.36 -5.84602e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.896731 -5 0.203269 0 -9.12085e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.84602e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.38 6.85649e-16 5 0 0 10 10 8.0735e-30 0 0 0 10 0.858046 -5 0.241954 0 1.0781e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 6.85649e-16 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
11.4 -4.67508e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.814503 -5 0.285497 0 -1.55109e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.67508e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.42 -4.77049e-18 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.766789 -5 0.333211 0 -6.38324e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.77049e-18 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.44 -4.30211e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.715656 -5 0.384344 0 2.74439e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.30211e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.46 1.12757e-16 5 0 0 10 10 6.05204e-30 0 0 0 10 0.66191 -5 0.43809 0 1.10453e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.12757e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.48 -3.13118e-16 5 0 0 10 10 5.04131e-30 0 0 0 10 0.6064 -5 0.4936 0 -3.64563e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.13118e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
11.5 -5.77663e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.55 -5 0.55 0 -1.60597e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.77663e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
11.52 -1.15359e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.4936 -5 0.6064 0 -6.93212e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.15359e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
