t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 jE1600 jE0900 jE1800 jE1000 jE1100 jE1300 jE2000 jE1500 jF0007 jF0008 jO2201 jO2302 jV1716 jV1918 jV0600 jV1200 jV1400 jV2120 
5.04 -5.50775e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.66191 -5 0.43809 0 -1.43996e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.50775e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.06 7.1991e-16 5 0 0 10 10 7.56813e-30 0 0 0 10 0.715656 -5 0.384344 0 5.49555e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 7.1991e-16 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
5.08 -4.33247e-16 5 0 0 10 10 -5.11527e-31 0 0 0 10 0.766789 -5 0.333211 0 -6.91857e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.33247e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.1 2.94903e-17 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.814503 -5 0.285497 0 2.21584e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.94903e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.12 -3.96384e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.858046 -5 0.241954 0 -2.53432e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.96384e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.14 1.46584e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.896731 -5 0.203269 0 -4.18095e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.46584e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.16 -2.78857e-16 5 0 0 10 10 4.53595e-30 0 0 0 10 0.929948 -5 0.170052 0 4.94667e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -2.78857e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.18 -5.43836e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.957172 -5 0.142828 0 -7.46067e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.43836e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.2 -8.10983e-17 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.977975 -5 0.122025 0 1.66696e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.10983e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.22 3.81639e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.992029 -5 0.107971 0 -3.0832e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.81639e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.24 3.64292e-17 5 0 0 10 10 2.52066e-30 0 0 0 10 0.999112 -5 0.100888 0 -4.72983e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.64292e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.26 -3.89445e-16 5 0 0 10 10 1.50993e-30 0 0 0 10 0.999112 -5 0.100888 0 4.40457e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.89445e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.28 -6.53991e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.992029 -5 0.107971 0 -8.00954e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.53991e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.3 -1.91687e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.977975 -5 0.122025 0 1.11808e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.91687e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.32 1.079e-15 5 0 0 10 10 7.56813e-30 0 0 0 10 0.957172 -5 0.142828 0 7.13541e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.079e-15 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
5.34 -8.82107e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.929948 -5 0.170052 0 -1.60462e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.82107e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.36 3.88578e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.896731 -5 0.203269 0 3.85569e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.88578e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.38 4.33681e-17 5 0 0 10 10 6.55741e-30 0 0 0 10 0.858046 -5 0.241954 0 2.20906e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.33681e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.4 -3.82507e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.814503 -5 0.285497 0 -2.53432e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.82507e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.42 -6.47052e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.766789 -5 0.333211 0 -1.49484e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.47052e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.44 -1.84748e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.715656 -5 0.384344 0 -5.82081e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.84748e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.46 2.77989e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.66191 -5 0.43809 0 3.30682e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.77989e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.48 -6.72205e-17 5 0 0 10 10 3.52522e-30 0 0 0 10 0.6064 -5 0.4936 0 1.66696e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.72205e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.5 3.95517e-16 5 0 0 10 10 2.52066e-30 0 0 0 10 0.55 -5 0.55 0 -3.0832e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.95517e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.52 -7.5764e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.4936 -5 0.6064 0 -1.54973e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.5764e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.54 -3.75568e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.43809 -5 0.66191 0 4.3978e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.75568e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.56 1.67401e-16 5 0 0 10 10 5.04131e-30 0 0 0 10 0.384344 -5 0.715656 0 2.75794e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.67401e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.58 -9.85323e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.333211 -5 0.766789 0 -9.65618e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.85323e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.6 2.84928e-16 5 0 0 10 10 -5.11527e-31 0 0 0 10 0.285497 -5 0.814503 0 -3.63208e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.84928e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.62 -6.02816e-17 5 0 0 10 10 7.56813e-30 0 0 0 10 0.241954 -5 0.858046 0 -5.27193e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.02816e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.64 4.02022e-16 5 0 0 10 10 6.55741e-30 0 0 0 10 0.203269 -5 0.896731 0 3.85569e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.02022e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.66 -7.50702e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.170052 -5 0.929948 0 -8.55842e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.50702e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.68 -3.68629e-16 5 0 0 10 10 1.00457e-30 0 0 0 10 0.142828 -5 0.957172 0 -2.5411e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.68629e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.7 -6.33608e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.122025 -5 0.977975 0 -1.49484e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.33608e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.72 6.37077e-16 5 0 0 10 10 8.0735e-30 0 0 0 10 0.107971 -5 0.992029 0 4.94667e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 6.37077e-16 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
5.74 -5.1608e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.100888 -5 0.999112 0 -7.46744e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.1608e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.76 -5.33427e-17 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.100888 -5 0.999112 0 1.66018e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.33427e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.78 4.08961e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.107971 -5 0.992029 0 -3.0832e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 4.08961e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.8 6.37511e-17 5 0 0 10 10 6.05204e-30 0 0 0 10 0.122025 -5 0.977975 0 -4.72983e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 6.37511e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.82 -3.6169e-16 5 0 0 10 10 5.04131e-30 0 0 0 10 0.142828 -5 0.957172 0 4.3978e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.6169e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.84 -6.26669e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.170052 -5 0.929948 0 -8.00954e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.26669e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.86 -1.63931e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.203269 -5 0.896731 0 1.11808e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.63931e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.88 2.98806e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.241954 -5 0.858046 0 -3.63208e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.98806e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.9 -4.64039e-17 5 0 0 10 10 3.02602e-30 0 0 0 10 0.285497 -5 0.814503 0 -5.27871e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.64039e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.92 -4.72278e-16 5 0 0 10 10 2.01529e-30 0 0 0 10 0.333211 -5 0.766789 0 3.85569e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.72278e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.94 -7.36824e-16 5 0 0 10 10 -6.06437e-30 0 0 0 10 0.384344 -5 0.715656 0 -8.55842e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.36824e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
5.96 -3.54751e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.43809 -5 0.66191 0 -2.5411e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.54751e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
5.98 1.88217e-16 5 0 0 10 10 4.53595e-30 0 0 0 10 0.4936 -5 0.6064 0 -4.18095e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.88217e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6 -9.6494e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.55 -5 0.55 0 -1.65951e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.6494e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.02 3.05745e-16 5 0 0 10 10 -1.01689e-30 0 0 0 10 0.6064 -5 0.4936 0 3.30682e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.05745e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.04 -3.9465e-17 5 0 0 10 10 7.06277e-30 0 0 0 10 0.66191 -5 0.43809 0 1.66018e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.9465e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.06 -4.6534e-16 5 0 0 10 10 6.05204e-30 0 0 0 10 0.715656 -5 0.384344 0 -3.08998e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.6534e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.08 -7.29885e-16 5 0 0 10 10 -2.02762e-30 0 0 0 10 0.766789 -5 0.333211 0 -1.54973e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.29885e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.1 -3.47812e-16 5 0 0 10 10 4.99201e-31 0 0 0 10 0.814503 -5 0.285497 0 4.3978e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.47812e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.12 -6.12791e-16 5 0 0 10 10 -7.58046e-30 0 0 0 10 0.858046 -5 0.241954 0 -8.01632e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.12791e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.14 6.57894e-16 5 0 0 10 10 7.56813e-30 0 0 0 10 0.896731 -5 0.203269 0 1.18856e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 6.57894e-16 0 0 0 0 0 0 0 0 6.84731e-28 0 6.84731e-28 0 0 0 -5e-12 0 0 0
6.16 -4.95264e-16 5 0 0 10 10 -5.11527e-31 0 0 0 10 0.929948 -5 0.170052 0 -1.44063e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.95264e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.18 -3.25261e-17 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.957172 -5 0.142828 0 -5.27871e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.25261e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.2 -4.58401e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.977975 -5 0.122025 0 3.84892e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.58401e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.22 8.45678e-17 5 0 0 10 10 5.54668e-30 0 0 0 10 0.992029 -5 0.107971 0 2.20906e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 8.45678e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.24 -3.40873e-16 5 0 0 10 10 4.53595e-30 0 0 0 10 0.999112 -5 0.100888 0 -2.5411e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.40873e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.26 -6.05852e-16 5 0 0 10 10 -3.53755e-30 0 0 0 10 0.999112 -5 0.100888 0 -1.49552e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.05852e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.28 -1.43115e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.992029 -5 0.107971 0 -5.82081e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.43115e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.3 3.19623e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.977975 -5 0.122025 0 3.30682e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.19623e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.32 -2.55872e-17 5 0 0 10 10 2.52066e-30 0 0 0 10 0.957172 -5 0.142828 0 1.66018e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -2.55872e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.34 -4.51462e-16 5 0 0 10 10 1.50993e-30 0 0 0 10 0.929948 -5 0.170052 0 -3.08998e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.51462e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.36 -7.16007e-16 5 0 0 10 10 -6.56973e-30 0 0 0 10 0.896731 -5 0.203269 0 -1.54973e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.16007e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.38 -3.33934e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.858046 -5 0.241954 0 4.3978e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.33934e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.4 2.09034e-16 5 0 0 10 10 4.03059e-30 0 0 0 10 0.814503 -5 0.285497 0 2.75794e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.09034e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.42 -9.44123e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.766789 -5 0.333211 0 -9.65618e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.44123e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.44 3.26128e-16 5 0 0 10 10 -1.52226e-30 0 0 0 10 0.715656 -5 0.384344 0 -3.63208e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.26128e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.46 -1.9082e-17 5 0 0 10 10 6.55741e-30 0 0 0 10 0.66191 -5 0.43809 0 -5.27871e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.9082e-17 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.48 -4.44523e-16 5 0 0 10 10 5.54668e-30 0 0 0 10 0.6064 -5 0.4936 0 3.84892e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.44523e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.5 -7.09502e-16 5 0 0 10 10 -2.53298e-30 0 0 0 10 0.55 -5 0.55 0 -8.55842e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -7.09502e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.52 -3.26995e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.4936 -5 0.6064 0 -2.5411e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.26995e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.54 2.15973e-16 5 0 0 10 10 8.0735e-30 0 0 0 10 0.43809 -5 0.66191 0 -4.18095e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.15973e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.56 -9.37184e-16 5 0 0 10 10 -6.16298e-33 0 0 0 10 0.384344 -5 0.715656 0 -1.65951e-17 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -9.37184e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.58 3.33067e-16 5 0 0 10 10 2.52066e-30 0 0 0 10 0.333211 -5 0.766789 0 3.30682e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.33067e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.6 -8.19657e-16 5 0 0 10 10 -5.559e-30 0 0 0 10 0.285497 -5 0.814503 0 -9.1073e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -8.19657e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.62 -4.37584e-16 5 0 0 10 10 -3.03835e-30 0 0 0 10 0.241954 -5 0.858046 0 -3.08998e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.37584e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.64 1.05384e-16 5 0 0 10 10 5.04131e-30 0 0 0 10 0.203269 -5 0.896731 0 -4.72983e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 1.05384e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.66 -3.20056e-16 5 0 0 10 10 4.03059e-30 0 0 0 10 0.170052 -5 0.929948 0 4.3978e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.20056e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.68 -5.85035e-16 5 0 0 10 10 -4.04291e-30 0 0 0 10 0.142828 -5 0.957172 0 -8.01632e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.85035e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.7 -1.22298e-16 5 0 0 10 10 -5.05364e-30 0 0 0 10 0.122025 -5 0.977975 0 1.11131e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -1.22298e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.72 3.40006e-16 5 0 0 10 10 -6.06437e-30 0 0 0 10 0.107971 -5 0.992029 0 -3.63885e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 3.40006e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.74 -5.20417e-18 5 0 0 10 10 2.01529e-30 0 0 0 10 0.100888 -5 0.999112 0 -5.27871e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -5.20417e-18 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.76 -4.30645e-16 5 0 0 10 10 1.00457e-30 0 0 0 10 0.100888 -5 0.999112 0 3.84892e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -4.30645e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.78 -6.95624e-16 5 0 0 10 10 -7.0751e-30 0 0 0 10 0.107971 -5 0.992029 0 -8.5652e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -6.95624e-16 0 0 0 0 0 0 0 0 -9.30856e-28 0 -9.30856e-28 0 0 0 -5e-12 0 0 0
6.8 -3.13118e-16 5 0 0 10 10 -4.54828e-30 0 0 0 10 0.122025 -5 0.977975 0 -2.5411e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 -3.13118e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
6.82 2.29851e-16 5 0 0 10 10 3.52522e-30 0 0 0 10 0.142828 -5 0.957172 0 -4.18095e-18 1 -0.0666667 0.933333 -0.0666667 0.933333 10 2.29851e-16 0 0 0 0 0 0 0 0 -1.23062e-28 0 -1.23062e-28 0 0 0 -5e-12 0 0 0
