t 1 2 jL0102 3 4 5 6 7 8 9 10 jE1000 11 jE1100 12 jE1200 13 jH1300 jyH1300 14 jH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
0 23.4784 33.3522 -0.234784 -30 0 -2 0 -2 0 -2.33522 -3 0 -3 0 -3.33522 0 1.4957 0 1.4957 1.9871 0 1.9871 -3.4828 -0.28435 0 0 0 
0.0002 23.5182 33.468 -0.235182 -29.996 0 -1.9996 0 -1.9996 0.0314157 -2.34365 -2.9996 0 -2.9996 0 -3.34365 0 1.49651 0 1.49651 1.98712 0 1.98712 -3.48363 -0.235761 0 0 0 
0.0004 23.558 33.4994 -0.23558 -29.992 0 -1.9992 0 -1.9992 0.0628302 -2.34366 -2.9992 0 -2.9992 0 -3.34366 0 1.49733 0 1.49733 1.98714 0 1.98714 -3.48446 -0.235737 0 0 0 
0.0006 23.5977 33.5301 -0.235977 -29.988 0 -1.9988 0 -1.9988 0.0942422 -2.34359 -2.9988 0 -2.9988 0 -3.34359 0 1.49814 0 1.49814 1.98715 0 1.98715 -3.48529 -0.236131 0 0 0 
0.0008 23.6374 33.5609 -0.236374 -29.984 0 -1.9984 0 -1.9984 0.12565 -2.34352 -2.9984 0 -2.9984 0 -3.34352 0 1.49895 0 1.49895 1.98717 0 1.98717 -3.48612 -0.236527 0 0 0 
0.001 23.677 33.5916 -0.23677 -29.98 0 -1.998 0 -1.998 0.157054 -2.34345 -2.998 0 -2.998 0 -3.34345 0 1.49976 0 1.49976 1.98719 0 1.98719 -3.48695 -0.236924 0 0 0 
0.0012 23.7167 33.6223 -0.237167 -29.976 0 -1.9976 0 -1.9976 0.188451 -2.34339 -2.9976 0 -2.9976 0 -3.34339 0 1.50057 0 1.50057 1.98721 0 1.98721 -3.48778 -0.23732 0 0 0 
0.0014 23.7562 33.653 -0.237562 -29.972 0 -1.9972 0 -1.9972 0.219841 -2.34332 -2.9972 0 -2.9972 0 -3.34332 0 1.50138 0 1.50138 1.98722 0 1.98722 -3.4886 -0.237716 0 0 0 
0.0016 23.7958 33.6837 -0.237958 -29.968 0 -1.9968 0 -1.9968 0.251222 -2.34325 -2.9968 0 -2.9968 0 -3.34325 0 1.50219 0 1.50219 1.98724 0 1.98724 -3.48943 -0.238111 0 0 0 
0.0018 23.8353 33.7144 -0.238353 -29.964 0 -1.9964 0 -1.9964 0.282593 -2.34318 -2.9964 0 -2.9964 0 -3.34318 0 1.50299 0 1.50299 1.98726 0 1.98726 -3.49025 -0.238507 0 0 0 
0.002 23.8748 33.7451 -0.238748 -29.96 0 -1.996 0 -1.996 0.313953 -2.34311 -2.996 0 -2.996 0 -3.34311 0 1.5038 0 1.5038 1.98728 0 1.98728 -3.49107 -0.238901 0 0 0 
0.0022 23.9142 33.7758 -0.239142 -29.956 0 -1.9956 0 -1.9956 0.3453 -2.34305 -2.9956 0 -2.9956 0 -3.34305 0 1.5046 0 1.5046 1.9873 0 1.9873 -3.4919 -0.239296 0 0 0 
0.0024 23.9537 33.8064 -0.239537 -29.952 0 -1.9952 0 -1.9952 0.376634 -2.34298 -2.9952 0 -2.9952 0 -3.34298 0 1.5054 0 1.5054 1.98731 0 1.98731 -3.49272 -0.23969 0 0 0 
0.0026 23.993 33.8371 -0.23993 -29.948 0 -1.9948 0 -1.9948 0.407953 -2.34291 -2.9948 0 -2.9948 0 -3.34291 0 1.5062 0 1.5062 1.98733 0 1.98733 -3.49353 -0.240083 0 0 0 
0.0028 24.0324 33.8677 -0.240324 -29.944 0 -1.9944 0 -1.9944 0.439256 -2.34284 -2.9944 0 -2.9944 0 -3.34284 0 1.507 0 1.507 1.98735 0 1.98735 -3.49435 -0.240477 0 0 0 
0.003 24.0717 33.8983 -0.240717 -29.94 0 -1.994 0 -1.994 0.470542 -2.34278 -2.994 0 -2.994 0 -3.34278 0 1.5078 0 1.5078 1.98737 0 1.98737 -3.49517 -0.24087 0 0 0 
0.0032 24.1109 33.9289 -0.241109 -29.936 0 -1.9936 0 -1.9936 0.501809 -2.34271 -2.9936 0 -2.9936 0 -3.34271 0 1.5086 0 1.5086 1.98738 0 1.98738 -3.49599 -0.241262 0 0 0 
0.0034 24.1502 33.9595 -0.241502 -29.932 0 -1.9932 0 -1.9932 0.533056 -2.34264 -2.9932 0 -2.9932 0 -3.34264 0 1.5094 0 1.5094 1.9874 0 1.9874 -3.4968 -0.241655 0 0 0 
0.0036 24.1894 33.99 -0.241894 -29.928 0 -1.9928 0 -1.9928 0.564282 -2.34257 -2.9928 0 -2.9928 0 -3.34257 0 1.51019 0 1.51019 1.98742 0 1.98742 -3.49761 -0.242047 0 0 0 
0.0038 24.2286 34.0205 -0.242286 -29.924 0 -1.9924 0 -1.9924 0.595486 -2.34251 -2.9924 0 -2.9924 0 -3.34251 0 1.51099 0 1.51099 1.98744 0 1.98744 -3.49843 -0.242438 0 0 0 
0.004 24.2677 34.0511 -0.242677 -29.92 0 -1.992 0 -1.992 0.626666 -2.34244 -2.992 0 -2.992 0 -3.34244 0 1.51178 0 1.51178 1.98745 0 1.98745 -3.49924 -0.242829 0 0 0 
0.0042 24.3068 34.0815 -0.243068 -29.916 0 -1.9916 0 -1.9916 0.657822 -2.34237 -2.9916 0 -2.9916 0 -3.34237 0 1.51258 0 1.51258 1.98747 0 1.98747 -3.50005 -0.24322 0 0 0 
0.0044 24.3459 34.112 -0.243459 -29.912 0 -1.9912 0 -1.9912 0.688951 -2.3423 -2.9912 0 -2.9912 0 -3.3423 0 1.51337 0 1.51337 1.98749 0 1.98749 -3.50086 -0.243611 0 0 0 
0.0046 24.3849 34.1424 -0.243849 -29.908 0 -1.9908 0 -1.9908 0.720054 -2.34224 -2.9908 0 -2.9908 0 -3.34224 0 1.51416 0 1.51416 1.98751 0 1.98751 -3.50166 -0.244001 0 0 0 
0.0048 24.4239 34.1728 -0.244239 -29.904 0 -1.9904 0 -1.9904 0.751128 -2.34217 -2.9904 0 -2.9904 0 -3.34217 0 1.51495 0 1.51495 1.98752 0 1.98752 -3.50247 -0.244391 0 0 0 
0.005 24.4628 34.2032 -0.244628 -29.9 0 -1.99 0 -1.99 0.782172 -2.3421 -2.99 0 -2.99 0 -3.3421 0 1.51574 0 1.51574 1.98754 0 1.98754 -3.50328 -0.24478 0 0 0 
0.0052 24.5018 34.2335 -0.245018 -29.896 0 -1.9896 0 -1.9896 0.813186 -2.34204 -2.9896 0 -2.9896 0 -3.34204 0 1.51652 0 1.51652 1.98756 0 1.98756 -3.50408 -0.245169 0 0 0 
0.0054 24.5407 34.2639 -0.245407 -29.892 0 -1.9892 0 -1.9892 0.844167 -2.34197 -2.9892 0 -2.9892 0 -3.34197 0 1.51731 0 1.51731 1.98758 0 1.98758 -3.50489 -0.245558 0 0 0 
0.0056 24.5795 34.2941 -0.245795 -29.888 0 -1.9888 0 -1.9888 0.875115 -2.3419 -2.9888 0 -2.9888 0 -3.3419 0 1.5181 0 1.5181 1.98759 0 1.98759 -3.50569 -0.245947 0 0 0 
0.0058 24.6183 34.3244 -0.246183 -29.884 0 -1.9884 0 -1.9884 0.906029 -2.34183 -2.9884 0 -2.9884 0 -3.34183 0 1.51888 0 1.51888 1.98761 0 1.98761 -3.50649 -0.246335 0 0 0 
0.006 24.6571 34.3546 -0.246571 -29.88 0 -1.988 0 -1.988 0.936907 -2.34177 -2.988 0 -2.988 0 -3.34177 0 1.51966 0 1.51966 1.98763 0 1.98763 -3.50729 -0.246722 0 0 0 
0.0062 24.6959 34.3848 -0.246959 -29.876 0 -1.9876 0 -1.9876 0.967747 -2.3417 -2.9876 0 -2.9876 0 -3.3417 0 1.52044 0 1.52044 1.98765 0 1.98765 -3.50809 -0.24711 0 0 0 
0.0064 24.7346 34.4149 -0.247346 -29.872 0 -1.9872 0 -1.9872 0.99855 -2.34163 -2.9872 0 -2.9872 0 -3.34163 0 1.52123 0 1.52123 1.98766 0 1.98766 -3.50889 -0.247497 0 0 0 
0.0066 24.7733 34.445 -0.247733 -29.868 0 -1.9868 0 -1.9868 1.02931 -2.34157 -2.9868 0 -2.9868 0 -3.34157 0 1.52201 0 1.52201 1.98768 0 1.98768 -3.50969 -0.247883 0 0 0 
0.0068 24.8119 34.475 -0.248119 -29.864 0 -1.9864 0 -1.9864 1.06004 -2.3415 -2.9864 0 -2.9864 0 -3.3415 0 1.52278 0 1.52278 1.9877 0 1.9877 -3.51048 -0.24827 0 0 0 
0.007 24.8506 34.5051 -0.248506 -29.86 0 -1.986 0 -1.986 1.09072 -2.34143 -2.986 0 -2.986 0 -3.34143 0 1.52356 0 1.52356 1.98771 0 1.98771 -3.51128 -0.248656 0 0 0 
0.0072 24.8891 34.535 -0.248891 -29.856 0 -1.9856 0 -1.9856 1.12135 -2.34137 -2.9856 0 -2.9856 0 -3.34137 0 1.52434 0 1.52434 1.98773 0 1.98773 -3.51207 -0.249041 0 0 0 
0.0074 24.9277 34.565 -0.249277 -29.852 0 -1.9852 0 -1.9852 1.15195 -2.3413 -2.9852 0 -2.9852 0 -3.3413 0 1.52511 0 1.52511 1.98775 0 1.98775 -3.51286 -0.249427 0 0 0 
0.0076 24.9662 34.5948 -0.249662 -29.848 0 -1.9848 0 -1.9848 1.18249 -2.34123 -2.9848 0 -2.9848 0 -3.34123 0 1.52589 0 1.52589 1.98777 0 1.98777 -3.51366 -0.249812 0 0 0 
0.0078 25.0047 34.6247 -0.250047 -29.844 0 -1.9844 0 -1.9844 1.213 -2.34117 -2.9844 0 -2.9844 0 -3.34117 0 1.52666 0 1.52666 1.98778 0 1.98778 -3.51445 -0.250196 0 0 0 
0.008 25.0431 34.6545 -0.250431 -29.84 0 -1.984 0 -1.984 1.24345 -2.3411 -2.984 0 -2.984 0 -3.3411 0 1.52744 0 1.52744 1.9878 0 1.9878 -3.51524 -0.25058 0 0 0 
0.0082 25.0815 34.6842 -0.250815 -29.836 0 -1.9836 0 -1.9836 1.27385 -2.34103 -2.9836 0 -2.9836 0 -3.34103 0 1.52821 0 1.52821 1.98782 0 1.98782 -3.51602 -0.250964 0 0 0 
0.0084 25.1199 34.7139 -0.251199 -29.832 0 -1.9832 0 -1.9832 1.30421 -2.34097 -2.9832 0 -2.9832 0 -3.34097 0 1.52898 0 1.52898 1.98783 0 1.98783 -3.51681 -0.251348 0 0 0 
0.0086 25.1583 34.7435 -0.251583 -29.828 0 -1.9828 0 -1.9828 1.33451 -2.3409 -2.9828 0 -2.9828 0 -3.3409 0 1.52975 0 1.52975 1.98785 0 1.98785 -3.5176 -0.251731 0 0 0 
0.0088 25.1966 34.7731 -0.251966 -29.824 0 -1.9824 0 -1.9824 1.36476 -2.34084 -2.9824 0 -2.9824 0 -3.34084 0 1.53052 0 1.53052 1.98787 0 1.98787 -3.51838 -0.252114 0 0 0 
0.009 25.2348 34.8027 -0.252348 -29.82 0 -1.982 0 -1.982 1.39496 -2.34077 -2.982 0 -2.982 0 -3.34077 0 1.53128 0 1.53128 1.98788 0 1.98788 -3.51917 -0.252496 0 0 0 
0.0092 25.2731 34.8321 -0.252731 -29.816 0 -1.9816 0 -1.9816 1.4251 -2.3407 -2.9816 0 -2.9816 0 -3.3407 0 1.53205 0 1.53205 1.9879 0 1.9879 -3.51995 -0.252878 0 0 0 
0.0094 25.3113 34.8616 -0.253113 -29.812 0 -1.9812 0 -1.9812 1.45518 -2.34064 -2.9812 0 -2.9812 0 -3.34064 0 1.53281 0 1.53281 1.98792 0 1.98792 -3.52073 -0.25326 0 0 0 
0.0096 25.3494 34.8909 -0.253494 -29.808 0 -1.9808 0 -1.9808 1.48521 -2.34057 -2.9808 0 -2.9808 0 -3.34057 0 1.53358 0 1.53358 1.98794 0 1.98794 -3.52151 -0.253641 0 0 0 
0.0098 25.3876 34.9202 -0.253876 -29.804 0 -1.9804 0 -1.9804 1.51518 -2.34051 -2.9804 0 -2.9804 0 -3.34051 0 1.53434 0 1.53434 1.98795 0 1.98795 -3.52229 -0.254022 0 0 0 
0.01 25.4257 34.9495 -0.254257 -29.8 0 -1.98 0 -1.98 1.54508 -2.34044 -2.98 0 -2.98 0 -3.34044 0 1.5351 0 1.5351 1.98797 0 1.98797 -3.52307 -0.254403 0 0 0 
0.0102 25.4637 34.9787 -0.254637 -29.796 0 -1.9796 0 -1.9796 1.57493 -2.34037 -2.9796 0 -2.9796 0 -3.34037 0 1.53586 0 1.53586 1.98799 0 1.98799 -3.52385 -0.254783 0 0 0 
0.0104 25.5018 35.0078 -0.255018 -29.792 0 -1.9792 0 -1.9792 1.60472 -2.34031 -2.9792 0 -2.9792 0 -3.34031 0 1.53662 0 1.53662 1.988 0 1.988 -3.52463 -0.255163 0 0 0 
0.0106 25.5397 35.0369 -0.255397 -29.788 0 -1.9788 0 -1.9788 1.63444 -2.34024 -2.9788 0 -2.9788 0 -3.34024 0 1.53738 0 1.53738 1.98802 0 1.98802 -3.5254 -0.255543 0 0 0 
0.0108 25.5777 35.0659 -0.255777 -29.784 0 -1.9784 0 -1.9784 1.6641 -2.34018 -2.9784 0 -2.9784 0 -3.34018 0 1.53814 0 1.53814 1.98804 0 1.98804 -3.52618 -0.255922 0 0 0 
0.011 25.6156 35.0948 -0.256156 -29.78 0 -1.978 0 -1.978 1.69369 -2.34011 -2.978 0 -2.978 0 -3.34011 0 1.5389 0 1.5389 1.98805 0 1.98805 -3.52695 -0.256301 0 0 0 
0.0112 25.6535 35.1237 -0.256535 -29.776 0 -1.9776 0 -1.9776 1.72321 -2.34005 -2.9776 0 -2.9776 0 -3.34005 0 1.53965 0 1.53965 1.98807 0 1.98807 -3.52772 -0.256679 0 0 0 
0.0114 25.6913 35.1525 -0.256913 -29.772 0 -1.9772 0 -1.9772 1.75267 -2.33998 -2.9772 0 -2.9772 0 -3.33998 0 1.54041 0 1.54041 1.98809 0 1.98809 -3.5285 -0.257057 0 0 0 
0.0116 25.7291 35.1812 -0.257291 -29.768 0 -1.9768 0 -1.9768 1.78206 -2.33991 -2.9768 0 -2.9768 0 -3.33991 0 1.54116 0 1.54116 1.9881 0 1.9881 -3.52927 -0.257435 0 0 0 
0.0118 25.7669 35.2099 -0.257669 -29.764 0 -1.9764 0 -1.9764 1.81138 -2.33985 -2.9764 0 -2.9764 0 -3.33985 0 1.54192 0 1.54192 1.98812 0 1.98812 -3.53004 -0.257813 0 0 0 
0.012 25.8047 35.2385 -0.258047 -29.76 0 -1.976 0 -1.976 1.84062 -2.33978 -2.976 0 -2.976 0 -3.33978 0 1.54267 0 1.54267 1.98814 0 1.98814 -3.5308 -0.25819 0 0 0 
0.0122 25.8424 35.267 -0.258424 -29.756 0 -1.9756 0 -1.9756 1.8698 -2.33972 -2.9756 0 -2.9756 0 -3.33972 0 1.54342 0 1.54342 1.98815 0 1.98815 -3.53157 -0.258566 0 0 0 
0.0124 25.88 35.2954 -0.2588 -29.752 0 -1.9752 0 -1.9752 1.8989 -2.33965 -2.9752 0 -2.9752 0 -3.33965 0 1.54417 0 1.54417 1.98817 0 1.98817 -3.53234 -0.258942 0 0 0 
0.0126 25.9176 35.3238 -0.259176 -29.748 0 -1.9748 0 -1.9748 1.92792 -2.33959 -2.9748 0 -2.9748 0 -3.33959 0 1.54492 0 1.54492 1.98819 0 1.98819 -3.5331 -0.259318 0 0 0 
0.0128 25.9552 35.3521 -0.259552 -29.744 0 -1.9744 0 -1.9744 1.95687 -2.33952 -2.9744 0 -2.9744 0 -3.33952 0 1.54566 0 1.54566 1.9882 0 1.9882 -3.53387 -0.259694 0 0 0 
0.013 25.9928 35.3803 -0.259928 -29.74 0 -1.974 0 -1.974 1.98574 -2.33946 -2.974 0 -2.974 0 -3.33946 0 1.54641 0 1.54641 1.98822 0 1.98822 -3.53463 -0.260069 0 0 0 
0.0132 26.0303 35.4085 -0.260303 -29.736 0 -1.9736 0 -1.9736 2.01453 -2.33939 -2.9736 0 -2.9736 0 -3.33939 0 1.54716 0 1.54716 1.98824 0 1.98824 -3.53539 -0.260444 0 0 0 
0.0134 26.0678 35.4365 -0.260678 -29.732 0 -1.9732 0 -1.9732 2.04325 -2.33933 -2.9732 0 -2.9732 0 -3.33933 0 1.5479 0 1.5479 1.98825 0 1.98825 -3.53615 -0.260818 0 0 0 
0.0136 26.1052 35.4645 -0.261052 -29.728 0 -1.9728 0 -1.9728 2.07188 -2.33926 -2.9728 0 -2.9728 0 -3.33926 0 1.54864 0 1.54864 1.98827 0 1.98827 -3.53691 -0.261192 0 0 0 
0.0138 26.1426 35.4924 -0.261426 -29.724 0 -1.9724 0 -1.9724 2.10043 -2.3392 -2.9724 0 -2.9724 0 -3.3392 0 1.54939 0 1.54939 1.98829 0 1.98829 -3.53767 -0.261566 0 0 0 
0.014 26.18 35.5202 -0.2618 -29.72 0 -1.972 0 -1.972 2.1289 -2.33913 -2.972 0 -2.972 0 -3.33913 0 1.55013 0 1.55013 1.9883 0 1.9883 -3.53843 -0.261939 0 0 0 
0.0142 26.2173 35.548 -0.262173 -29.716 0 -1.9716 0 -1.9716 2.15728 -2.33907 -2.9716 0 -2.9716 0 -3.33907 0 1.55087 0 1.55087 1.98832 0 1.98832 -3.53919 -0.262312 0 0 0 
0.0144 26.2546 35.5756 -0.262546 -29.712 0 -1.9712 0 -1.9712 2.18558 -2.339 -2.9712 0 -2.9712 0 -3.339 0 1.55161 0 1.55161 1.98834 0 1.98834 -3.53994 -0.262684 0 0 0 
0.0146 26.2918 35.6032 -0.262918 -29.708 0 -1.9708 0 -1.9708 2.21379 -2.33894 -2.9708 0 -2.9708 0 -3.33894 0 1.55235 0 1.55235 1.98835 0 1.98835 -3.5407 -0.263056 0 0 0 
0.0148 26.329 35.6307 -0.26329 -29.704 0 -1.9704 0 -1.9704 2.24192 -2.33887 -2.9704 0 -2.9704 0 -3.33887 0 1.55308 0 1.55308 1.98837 0 1.98837 -3.54145 -0.263428 0 0 0 
0.015 26.3662 35.658 -0.263662 -29.7 0 -1.97 0 -1.97 2.26995 -2.33881 -2.97 0 -2.97 0 -3.33881 0 1.55382 0 1.55382 1.98839 0 1.98839 -3.5422 -0.263799 0 0 0 
0.0152 26.4033 35.6853 -0.264033 -29.696 0 -1.9696 0 -1.9696 2.2979 -2.33874 -2.9696 0 -2.9696 0 -3.33874 0 1.55456 0 1.55456 1.9884 0 1.9884 -3.54296 -0.26417 0 0 0 
0.0154 26.4404 35.7126 -0.264404 -29.692 0 -1.9692 0 -1.9692 2.32576 -2.33868 -2.9692 0 -2.9692 0 -3.33868 0 1.55529 0 1.55529 1.98842 0 1.98842 -3.54371 -0.26454 0 0 0 
0.0156 26.4775 35.7397 -0.264775 -29.688 0 -1.9688 0 -1.9688 2.35352 -2.33862 -2.9688 0 -2.9688 0 -3.33862 0 1.55602 0 1.55602 1.98843 0 1.98843 -3.54446 -0.26491 0 0 0 
0.0158 26.5145 35.7667 -0.265145 -29.684 0 -1.9684 0 -1.9684 2.38119 -2.33855 -2.9684 0 -2.9684 0 -3.33855 0 1.55676 0 1.55676 1.98845 0 1.98845 -3.54521 -0.26528 0 0 0 
0.016 26.5514 35.7936 -0.265514 -29.68 0 -1.968 0 -1.968 2.40877 -2.33849 -2.968 0 -2.968 0 -3.33849 0 1.55749 0 1.55749 1.98847 0 1.98847 -3.54595 -0.265649 0 0 0 
0.0162 26.5884 35.8205 -0.265884 -29.676 0 -1.9676 0 -1.9676 2.43625 -2.33842 -2.9676 0 -2.9676 0 -3.33842 0 1.55822 0 1.55822 1.98848 0 1.98848 -3.5467 -0.266018 0 0 0 
0.0164 26.6252 35.8472 -0.266252 -29.672 0 -1.9672 0 -1.9672 2.46364 -2.33836 -2.9672 0 -2.9672 0 -3.33836 0 1.55895 0 1.55895 1.9885 0 1.9885 -3.54745 -0.266386 0 0 0 
0.0166 26.6621 35.8739 -0.266621 -29.668 0 -1.9668 0 -1.9668 2.49093 -2.33829 -2.9668 0 -2.9668 0 -3.33829 0 1.55967 0 1.55967 1.98852 0 1.98852 -3.54819 -0.266754 0 0 0 
0.0168 26.6989 35.9004 -0.266989 -29.664 0 -1.9664 0 -1.9664 2.51812 -2.33823 -2.9664 0 -2.9664 0 -3.33823 0 1.5604 0 1.5604 1.98853 0 1.98853 -3.54893 -0.267122 0 0 0 
0.017 26.7357 35.9269 -0.267357 -29.66 0 -1.966 0 -1.966 2.54521 -2.33817 -2.966 0 -2.966 0 -3.33817 0 1.56113 0 1.56113 1.98855 0 1.98855 -3.54968 -0.267489 0 0 0 
0.0172 26.7724 35.9532 -0.267724 -29.656 0 -1.9656 0 -1.9656 2.5722 -2.3381 -2.9656 0 -2.9656 0 -3.3381 0 1.56185 0 1.56185 1.98856 0 1.98856 -3.55042 -0.267856 0 0 0 
0.0174 26.8091 35.9795 -0.268091 -29.652 0 -1.9652 0 -1.9652 2.59909 -2.33804 -2.9652 0 -2.9652 0 -3.33804 0 1.56258 0 1.56258 1.98858 0 1.98858 -3.55116 -0.268222 0 0 0 
0.0176 26.8457 36.0056 -0.268457 -29.648 0 -1.9648 0 -1.9648 2.62587 -2.33797 -2.9648 0 -2.9648 0 -3.33797 0 1.5633 0 1.5633 1.9886 0 1.9886 -3.5519 -0.268588 0 0 0 
0.0178 26.8823 36.0317 -0.268823 -29.644 0 -1.9644 0 -1.9644 2.65256 -2.33791 -2.9644 0 -2.9644 0 -3.33791 0 1.56402 0 1.56402 1.98861 0 1.98861 -3.55264 -0.268953 0 0 0 
0.018 26.9189 36.0576 -0.269189 -29.64 0 -1.964 0 -1.964 2.67913 -2.33785 -2.964 0 -2.964 0 -3.33785 0 1.56474 0 1.56474 1.98863 0 1.98863 -3.55337 -0.269318 0 0 0 
0.0182 26.9554 36.0834 -0.269554 -29.636 0 -1.9636 0 -1.9636 2.70561 -2.33778 -2.9636 0 -2.9636 0 -3.33778 0 1.56547 0 1.56547 1.98864 0 1.98864 -3.55411 -0.269683 0 0 0 
0.0184 26.9918 36.1092 -0.269918 -29.632 0 -1.9632 0 -1.9632 2.73197 -2.33772 -2.9632 0 -2.9632 0 -3.33772 0 1.56618 0 1.56618 1.98866 0 1.98866 -3.55484 -0.270047 0 0 0 
0.0186 27.0283 36.1348 -0.270283 -29.628 0 -1.9628 0 -1.9628 2.75823 -2.33766 -2.9628 0 -2.9628 0 -3.33766 0 1.5669 0 1.5669 1.98868 0 1.98868 -3.55558 -0.270411 0 0 0 
0.0188 27.0647 36.1603 -0.270647 -29.624 0 -1.9624 0 -1.9624 2.78438 -2.33759 -2.9624 0 -2.9624 0 -3.33759 0 1.56762 0 1.56762 1.98869 0 1.98869 -3.55631 -0.270774 0 0 0 
0.019 27.101 36.1857 -0.27101 -29.62 0 -1.962 0 -1.962 2.81042 -2.33753 -2.962 0 -2.962 0 -3.33753 0 1.56834 0 1.56834 1.98871 0 1.98871 -3.55704 -0.271137 0 0 0 
0.0192 27.1373 36.211 -0.271373 -29.616 0 -1.9616 0 -1.9616 2.83634 -2.33747 -2.9616 0 -2.9616 0 -3.33747 0 1.56905 0 1.56905 1.98872 0 1.98872 -3.55778 -0.271499 0 0 0 
0.0194 27.1735 36.2362 -0.271735 -29.612 0 -1.9612 0 -1.9612 2.86216 -2.3374 -2.9612 0 -2.9612 0 -3.3374 0 1.56977 0 1.56977 1.98874 0 1.98874 -3.55851 -0.271861 0 0 0 
0.0196 27.2097 36.2613 -0.272097 -29.608 0 -1.9608 0 -1.9608 2.88786 -2.33734 -2.9608 0 -2.9608 0 -3.33734 0 1.57048 0 1.57048 1.98876 0 1.98876 -3.55924 -0.272223 0 0 0 
0.0198 27.2459 36.2862 -0.272459 -29.604 0 -1.9604 0 -1.9604 2.91345 -2.33728 -2.9604 0 -2.9604 0 -3.33728 0 1.57119 0 1.57119 1.98877 0 1.98877 -3.55996 -0.272584 0 0 0 
0.02 27.282 36.3111 -0.27282 -29.6 0 -1.96 0 -1.96 2.93893 -2.33721 -2.96 0 -2.96 0 -3.33721 0 1.5719 0 1.5719 1.98879 0 1.98879 -3.56069 -0.272944 0 0 0 
0.0202 27.3181 36.3358 -0.273181 -29.596 0 -1.9596 0 -1.9596 2.96428 -2.33715 -2.9596 0 -2.9596 0 -3.33715 0 1.57261 0 1.57261 1.9888 0 1.9888 -3.56142 -0.273305 0 0 0 
0.0204 27.3541 36.3604 -0.273541 -29.592 0 -1.9592 0 -1.9592 2.98952 -2.33709 -2.9592 0 -2.9592 0 -3.33709 0 1.57332 0 1.57332 1.98882 0 1.98882 -3.56214 -0.273664 0 0 0 
0.0206 27.3901 36.3849 -0.273901 -29.588 0 -1.9588 0 -1.9588 3.01465 -2.33703 -2.9588 0 -2.9588 0 -3.33703 0 1.57403 0 1.57403 1.98884 0 1.98884 -3.56287 -0.274023 0 0 0 
0.0208 27.426 36.4093 -0.27426 -29.584 0 -1.9584 0 -1.9584 3.03965 -2.33696 -2.9584 0 -2.9584 0 -3.33696 0 1.57474 0 1.57474 1.98885 0 1.98885 -3.56359 -0.274382 0 0 0 
0.021 27.4619 36.4335 -0.274619 -29.58 0 -1.958 0 -1.958 3.06454 -2.3369 -2.958 0 -2.958 0 -3.3369 0 1.57545 0 1.57545 1.98887 0 1.98887 -3.56431 -0.27474 0 0 0 
0.0212 27.4978 36.4577 -0.274978 -29.576 0 -1.9576 0 -1.9576 3.0893 -2.33684 -2.9576 0 -2.9576 0 -3.33684 0 1.57615 0 1.57615 1.98888 0 1.98888 -3.56503 -0.275098 0 0 0 
0.0214 27.5335 36.4817 -0.275335 -29.572 0 -1.9572 0 -1.9572 3.11394 -2.33678 -2.9572 0 -2.9572 0 -3.33678 0 1.57686 0 1.57686 1.9889 0 1.9889 -3.56575 -0.275456 0 0 0 
0.0216 27.5693 36.5056 -0.275693 -29.568 0 -1.9568 0 -1.9568 3.13846 -2.33671 -2.9568 0 -2.9568 0 -3.33671 0 1.57756 0 1.57756 1.98891 0 1.98891 -3.56647 -0.275812 0 0 0 
0.0218 27.605 36.5294 -0.27605 -29.564 0 -1.9564 0 -1.9564 3.16285 -2.33665 -2.9564 0 -2.9564 0 -3.33665 0 1.57826 0 1.57826 1.98893 0 1.98893 -3.56719 -0.276169 0 0 0 
0.022 27.6406 36.553 -0.276406 -29.56 0 -1.956 0 -1.956 3.18712 -2.33659 -2.956 0 -2.956 0 -3.33659 0 1.57896 0 1.57896 1.98895 0 1.98895 -3.56791 -0.276525 0 0 0 
0.0222 27.6762 36.5765 -0.276762 -29.556 0 -1.9556 0 -1.9556 3.21126 -2.33653 -2.9556 0 -2.9556 0 -3.33653 0 1.57966 0 1.57966 1.98896 0 1.98896 -3.56863 -0.27688 0 0 0 
0.0224 27.7118 36.5999 -0.277118 -29.552 0 -1.9552 0 -1.9552 3.23528 -2.33646 -2.9552 0 -2.9552 0 -3.33646 0 1.58036 0 1.58036 1.98898 0 1.98898 -3.56934 -0.277235 0 0 0 
0.0226 27.7473 36.6232 -0.277473 -29.548 0 -1.9548 0 -1.9548 3.25917 -2.3364 -2.9548 0 -2.9548 0 -3.3364 0 1.58106 0 1.58106 1.98899 0 1.98899 -3.57006 -0.277589 0 0 0 
0.0228 27.7828 36.6463 -0.277828 -29.544 0 -1.9544 0 -1.9544 3.28293 -2.33634 -2.9544 0 -2.9544 0 -3.33634 0 1.58176 0 1.58176 1.98901 0 1.98901 -3.57077 -0.277943 0 0 0 
0.023 27.8182 36.6693 -0.278182 -29.54 0 -1.954 0 -1.954 3.30656 -2.33628 -2.954 0 -2.954 0 -3.33628 0 1.58246 0 1.58246 1.98902 0 1.98902 -3.57148 -0.278297 0 0 0 
0.0232 27.8535 36.6922 -0.278535 -29.536 0 -1.9536 0 -1.9536 3.33006 -2.33622 -2.9536 0 -2.9536 0 -3.33622 0 1.58315 0 1.58315 1.98904 0 1.98904 -3.57219 -0.27865 0 0 0 
