t 1 2 jL0102 3 4 5 6 7 8 9 10 jE1000 11 jE1100 12 jE1200 13 jH1300 jyH1300 14 jH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
1.3458 32.1174 28.3304 -0.321174 -3.084 0 0.6916 0 0.6916 -4.95654 -2.32869 -0.3084 0 -0.3084 0 -3.32869 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.321154 0 0 0 
1.346 32.1023 28.3266 -0.321023 -3.08 0 0.692 0 0.692 -4.96057 -2.32872 -0.308 0 -0.308 0 -3.32872 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.321004 0 0 0 
1.3462 32.0872 28.323 -0.320872 -3.076 0 0.6924 0 0.6924 -4.96441 -2.32874 -0.3076 0 -0.3076 0 -3.32874 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.320854 0 0 0 
1.3464 32.0722 28.3196 -0.320722 -3.072 0 0.6928 0 0.6928 -4.96806 -2.32877 -0.3072 0 -0.3072 0 -3.32877 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.320705 0 0 0 
1.3466 32.0572 28.3165 -0.320572 -3.068 0 0.6932 0 0.6932 -4.9715 -2.3288 -0.3068 0 -0.3068 0 -3.3288 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.320556 0 0 0 
1.3468 32.0423 28.3135 -0.320423 -3.064 0 0.6936 0 0.6936 -4.97476 -2.32882 -0.3064 0 -0.3064 0 -3.32882 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.320408 0 0 0 
1.347 32.0275 28.3107 -0.320275 -3.06 0 0.694 0 0.694 -4.97781 -2.32885 -0.306 0 -0.306 0 -3.32885 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.320261 0 0 0 
1.3472 32.0126 28.3081 -0.320126 -3.056 0 0.6944 0 0.6944 -4.98067 -2.32888 -0.3056 0 -0.3056 0 -3.32888 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.320113 0 0 0 
1.3474 31.9979 28.3057 -0.319979 -3.052 0 0.6948 0 0.6948 -4.98333 -2.3289 -0.3052 0 -0.3052 0 -3.3289 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.319967 0 0 0 
1.3476 31.9831 28.3035 -0.319831 -3.048 0 0.6952 0 0.6952 -4.98579 -2.32893 -0.3048 0 -0.3048 0 -3.32893 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.31982 0 0 0 
1.3478 31.9685 28.3015 -0.319685 -3.044 0 0.6956 0 0.6956 -4.98806 -2.32895 -0.3044 0 -0.3044 0 -3.32895 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.319675 0 0 0 
1.348 31.9539 28.2997 -0.319539 -3.04 0 0.696 0 0.696 -4.99013 -2.32898 -0.304 0 -0.304 0 -3.32898 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.31953 0 0 0 
1.3482 31.9393 28.298 -0.319393 -3.036 0 0.6964 0 0.6964 -4.99201 -2.32901 -0.3036 0 -0.3036 0 -3.32901 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.319385 0 0 0 
1.3484 31.9248 28.2966 -0.319248 -3.032 0 0.6968 0 0.6968 -4.99368 -2.32903 -0.3032 0 -0.3032 0 -3.32903 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.319241 0 0 0 
1.3486 31.9103 28.2954 -0.319103 -3.028 0 0.6972 0 0.6972 -4.99516 -2.32906 -0.3028 0 -0.3028 0 -3.32906 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.319097 0 0 0 
1.3488 31.8959 28.2944 -0.318959 -3.024 0 0.6976 0 0.6976 -4.99645 -2.32908 -0.3024 0 -0.3024 0 -3.32908 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99989 -0.318954 0 0 0 
1.349 31.8816 28.2935 -0.318816 -3.02 0 0.698 0 0.698 -4.99753 -2.32911 -0.302 0 -0.302 0 -3.32911 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.318812 0 0 0 
1.3492 31.8673 28.2929 -0.318673 -3.016 0 0.6984 0 0.6984 -4.99842 -2.32913 -0.3016 0 -0.3016 0 -3.32913 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.31867 0 0 0 
1.3494 31.853 28.2925 -0.31853 -3.012 0 0.6988 0 0.6988 -4.99911 -2.32916 -0.3012 0 -0.3012 0 -3.32916 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.318528 0 0 0 
1.3496 31.8388 28.2922 -0.318388 -3.008 0 0.6992 0 0.6992 -4.99961 -2.32918 -0.3008 0 -0.3008 0 -3.32918 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.318387 0 0 0 
1.3498 31.8247 28.2922 -0.318247 -3.004 0 0.6996 0 0.6996 -4.9999 -2.32921 -0.3004 0 -0.3004 0 -3.32921 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.318247 0 0 0 
1.35 31.8106 28.2923 -0.318106 -3 0 0.7 0 0.7 -5 -2.32923 -0.3 0 -0.3 0 -3.32923 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.318107 0 0 0 
1.3502 31.7966 28.2927 -0.317966 -2.996 0 0.7004 0 0.7004 -4.9999 -2.32926 -0.2996 0 -0.2996 0 -3.32926 0 1.99998 0 1.99998 1.99991 0 1.99991 -3.99988 -0.317968 0 0 0 
1.3504 31.7827 28.2932 -0.317827 -2.992 0 0.7008 0 0.7008 -4.99961 -2.32928 -0.2992 0 -0.2992 0 -3.32928 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.317829 0 0 0 
1.3506 31.7688 28.294 -0.317688 -2.988 0 0.7012 0 0.7012 -4.99911 -2.32931 -0.2988 0 -0.2988 0 -3.32931 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.317691 0 0 0 
1.3508 31.7549 28.2949 -0.317549 -2.984 0 0.7016 0 0.7016 -4.99842 -2.32933 -0.2984 0 -0.2984 0 -3.32933 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.317554 0 0 0 
1.351 31.7411 28.296 -0.317411 -2.98 0 0.702 0 0.702 -4.99753 -2.32936 -0.298 0 -0.298 0 -3.32936 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.317417 0 0 0 
1.3512 31.7274 28.2974 -0.317274 -2.976 0 0.7024 0 0.7024 -4.99645 -2.32938 -0.2976 0 -0.2976 0 -3.32938 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.317281 0 0 0 
1.3514 31.7138 28.2989 -0.317138 -2.972 0 0.7028 0 0.7028 -4.99516 -2.32941 -0.2972 0 -0.2972 0 -3.32941 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.317145 0 0 0 
1.3516 31.7002 28.3006 -0.317002 -2.968 0 0.7032 0 0.7032 -4.99368 -2.32943 -0.2968 0 -0.2968 0 -3.32943 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.31701 0 0 0 
1.3518 31.6866 28.3025 -0.316866 -2.964 0 0.7036 0 0.7036 -4.99201 -2.32945 -0.2964 0 -0.2964 0 -3.32945 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316876 0 0 0 
1.352 31.6732 28.3046 -0.316732 -2.96 0 0.704 0 0.704 -4.99013 -2.32948 -0.296 0 -0.296 0 -3.32948 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316742 0 0 0 
1.3522 31.6597 28.307 -0.316597 -2.956 0 0.7044 0 0.7044 -4.98806 -2.3295 -0.2956 0 -0.2956 0 -3.3295 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316609 0 0 0 
1.3524 31.6464 28.3095 -0.316464 -2.952 0 0.7048 0 0.7048 -4.98579 -2.32953 -0.2952 0 -0.2952 0 -3.32953 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316477 0 0 0 
1.3526 31.6331 28.3122 -0.316331 -2.948 0 0.7052 0 0.7052 -4.98333 -2.32955 -0.2948 0 -0.2948 0 -3.32955 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316345 0 0 0 
1.3528 31.6199 28.3151 -0.316199 -2.944 0 0.7056 0 0.7056 -4.98067 -2.32957 -0.2944 0 -0.2944 0 -3.32957 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316213 0 0 0 
1.353 31.6067 28.3181 -0.316067 -2.94 0 0.706 0 0.706 -4.97781 -2.3296 -0.294 0 -0.294 0 -3.3296 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.316083 0 0 0 
1.3532 31.5937 28.3214 -0.315937 -2.936 0 0.7064 0 0.7064 -4.97476 -2.32962 -0.2936 0 -0.2936 0 -3.32962 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315953 0 0 0 
1.3534 31.5806 28.3249 -0.315806 -2.932 0 0.7068 0 0.7068 -4.9715 -2.32964 -0.2932 0 -0.2932 0 -3.32964 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315824 0 0 0 
1.3536 31.5677 28.3286 -0.315677 -2.928 0 0.7072 0 0.7072 -4.96806 -2.32966 -0.2928 0 -0.2928 0 -3.32966 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315695 0 0 0 
1.3538 31.5548 28.3325 -0.315548 -2.924 0 0.7076 0 0.7076 -4.96441 -2.32969 -0.2924 0 -0.2924 0 -3.32969 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315567 0 0 0 
1.354 31.542 28.3365 -0.31542 -2.92 0 0.708 0 0.708 -4.96057 -2.32971 -0.292 0 -0.292 0 -3.32971 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.31544 0 0 0 
1.3542 31.5292 28.3408 -0.315292 -2.916 0 0.7084 0 0.7084 -4.95654 -2.32973 -0.2916 0 -0.2916 0 -3.32973 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315313 0 0 0 
1.3544 31.5165 28.3452 -0.315165 -2.912 0 0.7088 0 0.7088 -4.95231 -2.32976 -0.2912 0 -0.2912 0 -3.32976 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315188 0 0 0 
1.3546 31.5039 28.3499 -0.315039 -2.908 0 0.7092 0 0.7092 -4.94788 -2.32978 -0.2908 0 -0.2908 0 -3.32978 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.315062 0 0 0 
1.3548 31.4914 28.3547 -0.314914 -2.904 0 0.7096 0 0.7096 -4.94326 -2.3298 -0.2904 0 -0.2904 0 -3.3298 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314938 0 0 0 
1.355 31.4789 28.3598 -0.314789 -2.9 0 0.71 0 0.71 -4.93844 -2.32982 -0.29 0 -0.29 0 -3.32982 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314814 0 0 0 
1.3552 31.4665 28.365 -0.314665 -2.896 0 0.7104 0 0.7104 -4.93343 -2.32984 -0.2896 0 -0.2896 0 -3.32984 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314691 0 0 0 
1.3554 31.4541 28.3704 -0.314541 -2.892 0 0.7108 0 0.7108 -4.92822 -2.32987 -0.2892 0 -0.2892 0 -3.32987 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314569 0 0 0 
1.3556 31.4419 28.3761 -0.314419 -2.888 0 0.7112 0 0.7112 -4.92282 -2.32989 -0.2888 0 -0.2888 0 -3.32989 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314447 0 0 0 
1.3558 31.4297 28.3819 -0.314297 -2.884 0 0.7116 0 0.7116 -4.91723 -2.32991 -0.2884 0 -0.2884 0 -3.32991 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314326 0 0 0 
1.356 31.4176 28.3879 -0.314176 -2.88 0 0.712 0 0.712 -4.91144 -2.32993 -0.288 0 -0.288 0 -3.32993 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314206 0 0 0 
1.3562 31.4055 28.3941 -0.314055 -2.876 0 0.7124 0 0.7124 -4.90545 -2.32995 -0.2876 0 -0.2876 0 -3.32995 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.314086 0 0 0 
1.3564 31.3936 28.4005 -0.313936 -2.872 0 0.7128 0 0.7128 -4.89928 -2.32997 -0.2872 0 -0.2872 0 -3.32997 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.313967 0 0 0 
1.3566 31.3817 28.407 -0.313817 -2.868 0 0.7132 0 0.7132 -4.8929 -2.32999 -0.2868 0 -0.2868 0 -3.32999 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.313849 0 0 0 
1.3568 31.3698 28.4138 -0.313698 -2.864 0 0.7136 0 0.7136 -4.88634 -2.33001 -0.2864 0 -0.2864 0 -3.33001 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.313732 0 0 0 
1.357 31.3581 28.4208 -0.313581 -2.86 0 0.714 0 0.714 -4.87958 -2.33004 -0.286 0 -0.286 0 -3.33004 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99988 -0.313616 0 0 0 
1.3572 31.3464 28.4279 -0.313464 -2.856 0 0.7144 0 0.7144 -4.87263 -2.33006 -0.2856 0 -0.2856 0 -3.33006 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99987 -0.3135 0 0 0 
1.3574 31.3348 28.4353 -0.313348 -2.852 0 0.7148 0 0.7148 -4.86549 -2.33008 -0.2852 0 -0.2852 0 -3.33008 0 1.99997 0 1.99997 1.99991 0 1.99991 -3.99987 -0.313385 0 0 0 
1.3576 31.3233 28.4428 -0.313233 -2.848 0 0.7152 0 0.7152 -4.85816 -2.3301 -0.2848 0 -0.2848 0 -3.3301 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.313271 0 0 0 
1.3578 31.3118 28.4505 -0.313118 -2.844 0 0.7156 0 0.7156 -4.85063 -2.33012 -0.2844 0 -0.2844 0 -3.33012 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.313157 0 0 0 
1.358 31.3005 28.4585 -0.313005 -2.84 0 0.716 0 0.716 -4.84292 -2.33014 -0.284 0 -0.284 0 -3.33014 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.313044 0 0 0 
1.3582 31.2892 28.4666 -0.312892 -2.836 0 0.7164 0 0.7164 -4.83501 -2.33016 -0.2836 0 -0.2836 0 -3.33016 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312932 0 0 0 
1.3584 31.278 28.4749 -0.31278 -2.832 0 0.7168 0 0.7168 -4.82691 -2.33018 -0.2832 0 -0.2832 0 -3.33018 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312821 0 0 0 
1.3586 31.2668 28.4834 -0.312668 -2.828 0 0.7172 0 0.7172 -4.81862 -2.3302 -0.2828 0 -0.2828 0 -3.3302 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312711 0 0 0 
1.3588 31.2558 28.492 -0.312558 -2.824 0 0.7176 0 0.7176 -4.81014 -2.33022 -0.2824 0 -0.2824 0 -3.33022 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312601 0 0 0 
1.359 31.2448 28.5009 -0.312448 -2.82 0 0.718 0 0.718 -4.80147 -2.33024 -0.282 0 -0.282 0 -3.33024 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312492 0 0 0 
1.3592 31.2339 28.5099 -0.312339 -2.816 0 0.7184 0 0.7184 -4.79261 -2.33026 -0.2816 0 -0.2816 0 -3.33026 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312384 0 0 0 
1.3594 31.2231 28.5192 -0.312231 -2.812 0 0.7188 0 0.7188 -4.78356 -2.33027 -0.2812 0 -0.2812 0 -3.33027 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312277 0 0 0 
1.3596 31.2124 28.5286 -0.312124 -2.808 0 0.7192 0 0.7192 -4.77432 -2.33029 -0.2808 0 -0.2808 0 -3.33029 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312171 0 0 0 
1.3598 31.2017 28.5382 -0.312017 -2.804 0 0.7196 0 0.7196 -4.7649 -2.33031 -0.2804 0 -0.2804 0 -3.33031 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.312065 0 0 0 
1.36 31.1911 28.548 -0.311911 -2.8 0 0.72 0 0.72 -4.75528 -2.33033 -0.28 0 -0.28 0 -3.33033 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.31196 0 0 0 
1.3602 31.1806 28.558 -0.311806 -2.796 0 0.7204 0 0.7204 -4.74548 -2.33035 -0.2796 0 -0.2796 0 -3.33035 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311856 0 0 0 
1.3604 31.1702 28.5682 -0.311702 -2.792 0 0.7208 0 0.7208 -4.73549 -2.33037 -0.2792 0 -0.2792 0 -3.33037 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311753 0 0 0 
1.3606 31.1599 28.5785 -0.311599 -2.788 0 0.7212 0 0.7212 -4.72532 -2.33039 -0.2788 0 -0.2788 0 -3.33039 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311651 0 0 0 
1.3608 31.1497 28.5891 -0.311497 -2.784 0 0.7216 0 0.7216 -4.71495 -2.3304 -0.2784 0 -0.2784 0 -3.3304 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311549 0 0 0 
1.361 31.1395 28.5998 -0.311395 -2.78 0 0.722 0 0.722 -4.7044 -2.33042 -0.278 0 -0.278 0 -3.33042 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311449 0 0 0 
1.3612 31.1294 28.6107 -0.311294 -2.776 0 0.7224 0 0.7224 -4.69367 -2.33044 -0.2776 0 -0.2776 0 -3.33044 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311349 0 0 0 
1.3614 31.1194 28.6218 -0.311194 -2.772 0 0.7228 0 0.7228 -4.68275 -2.33046 -0.2772 0 -0.2772 0 -3.33046 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.31125 0 0 0 
1.3616 31.1095 28.6331 -0.311095 -2.768 0 0.7232 0 0.7232 -4.67164 -2.33047 -0.2768 0 -0.2768 0 -3.33047 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311152 0 0 0 
1.3618 31.0997 28.6446 -0.310997 -2.764 0 0.7236 0 0.7236 -4.66036 -2.33049 -0.2764 0 -0.2764 0 -3.33049 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.311054 0 0 0 
1.362 31.09 28.6562 -0.3109 -2.76 0 0.724 0 0.724 -4.64888 -2.33051 -0.276 0 -0.276 0 -3.33051 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310958 0 0 0 
1.3622 31.0803 28.668 -0.310803 -2.756 0 0.7244 0 0.7244 -4.63723 -2.33053 -0.2756 0 -0.2756 0 -3.33053 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310862 0 0 0 
1.3624 31.0708 28.68 -0.310708 -2.752 0 0.7248 0 0.7248 -4.62539 -2.33054 -0.2752 0 -0.2752 0 -3.33054 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310768 0 0 0 
1.3626 31.0613 28.6922 -0.310613 -2.748 0 0.7252 0 0.7252 -4.61336 -2.33056 -0.2748 0 -0.2748 0 -3.33056 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310674 0 0 0 
1.3628 31.0519 28.7046 -0.310519 -2.744 0 0.7256 0 0.7256 -4.60116 -2.33058 -0.2744 0 -0.2744 0 -3.33058 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310581 0 0 0 
1.363 31.0426 28.7172 -0.310426 -2.74 0 0.726 0 0.726 -4.58877 -2.33059 -0.274 0 -0.274 0 -3.33059 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310489 0 0 0 
1.3632 31.0334 28.7299 -0.310334 -2.736 0 0.7264 0 0.7264 -4.57621 -2.33061 -0.2736 0 -0.2736 0 -3.33061 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310398 0 0 0 
1.3634 31.0243 28.7428 -0.310243 -2.732 0 0.7268 0 0.7268 -4.56346 -2.33063 -0.2732 0 -0.2732 0 -3.33063 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310307 0 0 0 
1.3636 31.0152 28.7559 -0.310152 -2.728 0 0.7272 0 0.7272 -4.55053 -2.33064 -0.2728 0 -0.2728 0 -3.33064 0 1.99996 0 1.99996 1.99991 0 1.99991 -3.99987 -0.310218 0 0 0 
1.3638 31.0063 28.7691 -0.310063 -2.724 0 0.7276 0 0.7276 -4.53742 -2.33066 -0.2724 0 -0.2724 0 -3.33066 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99987 -0.310129 0 0 0 
1.364 30.9974 28.7826 -0.309974 -2.72 0 0.728 0 0.728 -4.52414 -2.33067 -0.272 0 -0.272 0 -3.33067 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99987 -0.310041 0 0 0 
1.3642 30.9886 28.7962 -0.309886 -2.716 0 0.7284 0 0.7284 -4.51067 -2.33069 -0.2716 0 -0.2716 0 -3.33069 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309955 0 0 0 
1.3644 30.98 28.81 -0.3098 -2.712 0 0.7288 0 0.7288 -4.49703 -2.3307 -0.2712 0 -0.2712 0 -3.3307 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309869 0 0 0 
1.3646 30.9714 28.824 -0.309714 -2.708 0 0.7292 0 0.7292 -4.48321 -2.33072 -0.2708 0 -0.2708 0 -3.33072 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309784 0 0 0 
1.3648 30.9629 28.8381 -0.309629 -2.704 0 0.7296 0 0.7296 -4.46921 -2.33073 -0.2704 0 -0.2704 0 -3.33073 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.3097 0 0 0 
1.365 30.9545 28.8524 -0.309545 -2.7 0 0.73 0 0.73 -4.45503 -2.33075 -0.27 0 -0.27 0 -3.33075 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309616 0 0 0 
1.3652 30.9462 28.8669 -0.309462 -2.696 0 0.7304 0 0.7304 -4.44068 -2.33076 -0.2696 0 -0.2696 0 -3.33076 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309534 0 0 0 
1.3654 30.9379 28.8816 -0.309379 -2.692 0 0.7308 0 0.7308 -4.42616 -2.33078 -0.2692 0 -0.2692 0 -3.33078 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309453 0 0 0 
1.3656 30.9298 28.8965 -0.309298 -2.688 0 0.7312 0 0.7312 -4.41146 -2.33079 -0.2688 0 -0.2688 0 -3.33079 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309372 0 0 0 
1.3658 30.9218 28.9115 -0.309218 -2.684 0 0.7316 0 0.7316 -4.39658 -2.33081 -0.2684 0 -0.2684 0 -3.33081 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309293 0 0 0 
1.366 30.9138 28.9267 -0.309138 -2.68 0 0.732 0 0.732 -4.38153 -2.33082 -0.268 0 -0.268 0 -3.33082 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309214 0 0 0 
1.3662 30.9059 28.942 -0.309059 -2.676 0 0.7324 0 0.7324 -4.36631 -2.33083 -0.2676 0 -0.2676 0 -3.33083 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.309136 0 0 0 
1.3664 30.8982 28.9576 -0.308982 -2.672 0 0.7328 0 0.7328 -4.35092 -2.33085 -0.2672 0 -0.2672 0 -3.33085 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.30906 0 0 0 
1.3666 30.8905 28.9733 -0.308905 -2.668 0 0.7332 0 0.7332 -4.33535 -2.33086 -0.2668 0 -0.2668 0 -3.33086 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308984 0 0 0 
1.3668 30.8829 28.9891 -0.308829 -2.664 0 0.7336 0 0.7336 -4.31962 -2.33087 -0.2664 0 -0.2664 0 -3.33087 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308909 0 0 0 
1.367 30.8755 29.0052 -0.308755 -2.66 0 0.734 0 0.734 -4.30371 -2.33089 -0.266 0 -0.266 0 -3.33089 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308835 0 0 0 
1.3672 30.8681 29.0214 -0.308681 -2.656 0 0.7344 0 0.7344 -4.28763 -2.3309 -0.2656 0 -0.2656 0 -3.3309 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308762 0 0 0 
1.3674 30.8608 29.0377 -0.308608 -2.652 0 0.7348 0 0.7348 -4.27139 -2.33091 -0.2652 0 -0.2652 0 -3.33091 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.30869 0 0 0 
1.3676 30.8536 29.0543 -0.308536 -2.648 0 0.7352 0 0.7352 -4.25497 -2.33093 -0.2648 0 -0.2648 0 -3.33093 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308619 0 0 0 
1.3678 30.8465 29.071 -0.308465 -2.644 0 0.7356 0 0.7356 -4.23839 -2.33094 -0.2644 0 -0.2644 0 -3.33094 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308548 0 0 0 
1.368 30.8395 29.0879 -0.308395 -2.64 0 0.736 0 0.736 -4.22164 -2.33095 -0.264 0 -0.264 0 -3.33095 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308479 0 0 0 
1.3682 30.8326 29.1049 -0.308326 -2.636 0 0.7364 0 0.7364 -4.20472 -2.33096 -0.2636 0 -0.2636 0 -3.33096 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308411 0 0 0 
1.3684 30.8258 29.1221 -0.308258 -2.632 0 0.7368 0 0.7368 -4.18764 -2.33097 -0.2632 0 -0.2632 0 -3.33097 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308344 0 0 0 
1.3686 30.819 29.1395 -0.30819 -2.628 0 0.7372 0 0.7372 -4.17039 -2.33099 -0.2628 0 -0.2628 0 -3.33099 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308277 0 0 0 
1.3688 30.8124 29.157 -0.308124 -2.624 0 0.7376 0 0.7376 -4.15298 -2.331 -0.2624 0 -0.2624 0 -3.331 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308212 0 0 0 
1.369 30.8059 29.1747 -0.308059 -2.62 0 0.738 0 0.738 -4.1354 -2.33101 -0.262 0 -0.262 0 -3.33101 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308147 0 0 0 
1.3692 30.7995 29.1925 -0.307995 -2.616 0 0.7384 0 0.7384 -4.11766 -2.33102 -0.2616 0 -0.2616 0 -3.33102 0 1.99995 0 1.99995 1.99991 0 1.99991 -3.99986 -0.308084 0 0 0 
