t 1 2 3 jV1 jL1 jL2 
0.00339 6.37424 2.78674 2.78674 -0.0035875 0.0035875 -0.00278674
0.0034 5.87785 2.52558 2.52558 -0.00335227 0.00335227 -0.00252558
0.00341 5.35827 2.25418 2.25418 -0.00310409 0.00310409 -0.00225418
0.00342 4.81754 1.97359 1.97359 -0.00284395 0.00284395 -0.00197359
0.00343 4.25779 1.68493 1.68493 -0.00257286 0.00257286 -0.00168493
0.00344 3.68125 1.38934 1.38934 -0.00229191 0.00229191 -0.00138934
0.00345 3.09017 1.08798 1.08798 -0.00200219 0.00200219 -0.00108798
0.00346 2.4869 0.782055 0.782055 -0.00170484 0.00170484 -0.000782055
0.00347 1.87381 0.47276 0.47276 -0.00140105 0.00140105 -0.00047276
0.00348 1.25333 0.161324 0.161324 -0.00109201 0.00109201 -0.000161324
0.00349 0.627905 -0.151025 -0.151025 -0.00077893 0.00077893 0.000151025
0.0035 3.66787e-12 -0.463052 -0.463052 -0.000463052 0.000463052 0.000463052
0.00351 -0.627905 -0.773525 -0.773525 -0.00014562 0.00014562 0.000773525
0.00352 -1.25333 -1.08122 -1.08122 0.000172117 -0.000172117 0.00108122
0.00353 -1.87381 -1.38491 -1.38491 0.000488903 -0.000488903 0.00138491
0.00354 -2.4869 -1.68341 -1.68341 0.000803492 -0.000803492 0.00168341
0.00355 -3.09017 -1.97553 -1.97553 0.00111464 -0.00111464 0.00197553
0.00356 -3.68125 -2.26012 -2.26012 0.00142113 -0.00142113 0.00226012
0.00357 -4.25779 -2.53605 -2.53605 0.00172174 -0.00172174 0.00253605
0.00358 -4.81754 -2.80224 -2.80224 0.00201529 -0.00201529 0.00280224
0.00359 -5.35827 -3.05764 -3.05764 0.00230063 -0.00230063 0.00305764
0.0036 -5.87785 -3.30122 -3.30122 0.00257663 -0.00257663 0.00330122
0.00361 -6.37424 -3.53204 -3.53204 0.0028422 -0.0028422 0.00353204
0.00362 -6.84547 -3.74918 -3.74918 0.00309629 -0.00309629 0.00374918
0.00363 -7.28969 -3.95178 -3.95178 0.00333791 -0.00333791 0.00395178
0.00364 -7.70513 -4.13903 -4.13903 0.0035661 -0.0035661 0.00413903
0.00365 -8.09017 -4.31021 -4.31021 0.00377996 -0.00377996 0.00431021
0.00366 -8.44328 -4.46463 -4.46463 0.00397865 -0.00397865 0.00446463
0.00367 -8.76307 -4.60168 -4.60168 0.00416139 -0.00416139 0.00460168
0.00368 -9.04827 -4.72082 -4.72082 0.00432745 -0.00432745 0.00472082
0.00369 -9.29776 -4.82158 -4.82158 0.00447618 -0.00447618 0.00482158
0.0037 -9.51057 -4.90356 -4.90356 0.00460701 -0.00460701 0.00490356
0.00371 -9.68583 -4.96643 -4.96643 0.0047194 -0.0047194 0.00496643
0.00372 -9.82287 -5.00995 -5.00995 0.00481292 -0.00481292 0.00500995
0.00373 -9.92115 -5.03394 -5.03394 0.0048872 -0.0048872 0.00503394
0.00374 -9.98027 -5.03831 -5.03831 0.00494196 -0.00494196 0.00503831
0.00375 -10 -5.02304 -5.02304 0.00497696 -0.00497696 0.00502304
0.00376 -9.98027 -4.98818 -4.98818 0.00499209 -0.00499209 0.00498818
0.00377 -9.92115 -4.93388 -4.93388 0.00498727 -0.00498727 0.00493388
0.00378 -9.82287 -4.86034 -4.86034 0.00496253 -0.00496253 0.00486034
0.00379 -9.68583 -4.76786 -4.76786 0.00491797 -0.00491797 0.00476786
0.0038 -9.51057 -4.6568 -4.6568 0.00485377 -0.00485377 0.0046568
0.00381 -9.29776 -4.52759 -4.52759 0.00477017 -0.00477017 0.00452759
0.00382 -9.04827 -4.38075 -4.38075 0.00466752 -0.00466752 0.00438075
0.00383 -8.76307 -4.21686 -4.21686 0.00454621 -0.00454621 0.00421686
0.00384 -8.44328 -4.03655 -4.03655 0.00440673 -0.00440673 0.00403655
0.00385 -8.09017 -3.84054 -3.84054 0.00424963 -0.00424963 0.00384054
0.00386 -7.70513 -3.62961 -3.62961 0.00407553 -0.00407553 0.00362961
0.00387 -7.28969 -3.40457 -3.40457 0.00388511 -0.00388511 0.00340457
0.00388 -6.84547 -3.16633 -3.16633 0.00367914 -0.00367914 0.00316633
0.00389 -6.37424 -2.91582 -2.91582 0.00345842 -0.00345842 0.00291582
0.0039 -5.87785 -2.65403 -2.65403 0.00322382 -0.00322382 0.00265403
0.00391 -5.35827 -2.38198 -2.38198 0.00297629 -0.00297629 0.00238198
0.00392 -4.81754 -2.10076 -2.10076 0.00271678 -0.00271678 0.00210076
0.00393 -4.25779 -1.81147 -1.81147 0.00244633 -0.00244633 0.00181147
0.00394 -3.68125 -1.51524 -1.51524 0.002166 -0.002166 0.00151524
0.00395 -3.09017 -1.21326 -1.21326 0.00187691 -0.00187691 0.00121326
0.00396 -2.4869 -0.906707 -0.906707 0.00158019 -0.00158019 0.000906707
0.00397 -1.87381 -0.596792 -0.596792 0.00127702 -0.00127702 0.000596792
0.00398 -1.25333 -0.284737 -0.284737 0.000968595 -0.000968595 0.000284737
0.00399 -0.627905 0.0282266 0.0282266 0.000656132 -0.000656132 -2.82266e-05
0.004 -4.94807e-12 0.340865 0.340865 0.000340865 -0.000340865 -0.000340865
0.00401 0.627905 0.651946 0.651946 2.40413e-05 -2.40413e-05 -0.000651946
0.00402 1.25333 0.960243 0.960243 -0.000293089 0.000293089 -0.000960243
0.00403 1.87381 1.26454 1.26454 -0.000609273 0.000609273 -0.00126454
0.00404 2.4869 1.56364 1.56364 -0.000923262 0.000923262 -0.00156364
0.00405 3.09017 1.85635 1.85635 -0.00123382 0.00123382 -0.00185635
0.00406 3.68125 2.14154 2.14154 -0.00153971 0.00153971 -0.00214154
0.00407 4.25779 2.41806 2.41806 -0.00183973 0.00183973 -0.00241806
0.00408 4.81754 2.68484 2.68484 -0.00213269 0.00213269 -0.00268484
0.00409 5.35827 2.94082 2.94082 -0.00241745 0.00241745 -0.00294082
0.0041 5.87785 3.18499 3.18499 -0.00269286 0.00269286 -0.00318499
0.00411 6.37424 3.41639 3.41639 -0.00295785 0.00295785 -0.00341639
0.00412 6.84547 3.6341 3.6341 -0.00321137 0.00321137 -0.0036341
0.00413 7.28969 3.83727 3.83727 -0.00345242 0.00345242 -0.00383727
0.00414 7.70513 4.0251 4.0251 -0.00368004 0.00368004 -0.0040251
0.00415 8.09017 4.19684 4.19684 -0.00389333 0.00389333 -0.00419684
0.00416 8.44328 4.35182 4.35182 -0.00409145 0.00409145 -0.00435182
0.00417 8.76307 4.48944 4.48944 -0.00427363 0.00427363 -0.00448944
0.00418 9.04827 4.60914 4.60914 -0.00443913 0.00443913 -0.00460914
0.00419 9.29776 4.71045 4.71045 -0.00458731 0.00458731 -0.00471045
0.0042 9.51057 4.79299 4.79299 -0.00471758 0.00471758 -0.00479299
0.00421 9.68583 4.85641 4.85641 -0.00482942 0.00482942 -0.00485641
0.00422 9.82287 4.90048 4.90048 -0.0049224 0.0049224 -0.00490048
0.00423 9.92115 4.92501 4.92501 -0.00499613 0.00499613 -0.00492501
0.00424 9.98027 4.92992 4.92992 -0.00505034 0.00505034 -0.00492992
0.00425 10 4.91519 4.91519 -0.00508481 0.00508481 -0.00491519
0.00426 9.98027 4.88087 4.88087 -0.0050994 0.0050994 -0.00488087
0.00427 9.92115 4.8271 4.8271 -0.00509405 0.00509405 -0.0048271
0.00428 9.82287 4.7541 4.7541 -0.00506878 0.00506878 -0.0047541
0.00429 9.68583 4.66214 4.66214 -0.00502369 0.00502369 -0.00466214
0.0043 9.51057 4.55161 4.55161 -0.00495896 0.00495896 -0.00455161
0.00431 9.29776 4.42293 4.42293 -0.00487484 0.00487484 -0.00442293
0.00432 9.04827 4.27661 4.27661 -0.00477166 0.00477166 -0.00427661
0.00433 8.76307 4.11323 4.11323 -0.00464983 0.00464983 -0.00411323
0.00434 8.44328 3.93344 3.93344 -0.00450984 0.00450984 -0.00393344
0.00435 8.09017 3.73795 3.73795 -0.00435222 0.00435222 -0.00373795
0.00436 7.70513 3.52752 3.52752 -0.00417761 0.00417761 -0.00352752
0.00437 7.28969 3.303 3.303 -0.00398669 0.00398669 -0.003303
0.00438 6.84547 3.06527 3.06527 -0.0037802 0.0037802 -0.00306527
0.00439 6.37424 2.81526 2.81526 -0.00355898 0.00355898 -0.00281526
0.0044 5.87785 2.55396 2.55396 -0.00332389 0.00332389 -0.00255396
0.00441 5.35827 2.28242 2.28242 -0.00307585 0.00307585 -0.00228242
0.00442 4.81754 2.00169 2.00169 -0.00281585 0.00281585 -0.00200169
0.00443 4.25779 1.71289 1.71289 -0.0025449 0.0025449 -0.00171289
0.00444 3.68125 1.41716 1.41716 -0.00226409 0.00226409 -0.00141716
0.00445 3.09017 1.11566 1.11566 -0.00197451 0.00197451 -0.00111566
0.00446 2.4869 0.809597 0.809597 -0.0016773 0.0016773 -0.000809597
0.00447 1.87381 0.500166 0.500166 -0.00137365 0.00137365 -0.000500166
0.00448 1.25333 0.188593 0.188593 -0.00106474 0.00106474 -0.000188593
0.00449 0.627905 -0.123892 -0.123892 -0.000751797 0.000751797 0.000123892
0.0045 6.22827e-12 -0.436054 -0.436054 -0.000436054 0.000436054 0.000436054
0.00451 -0.627905 -0.746661 -0.746661 -0.000118756 0.000118756 0.000746661
0.00452 -1.25333 -1.05449 -1.05449 0.000198846 -0.000198846 0.00105449
0.00453 -1.87381 -1.35831 -1.35831 0.0005155 -0.0005155 0.00135831
0.00454 -2.4869 -1.65694 -1.65694 0.000829956 -0.000829956 0.00165694
0.00455 -3.09017 -1.9492 -1.9492 0.00114097 -0.00114097 0.0019492
0.00456 -3.68125 -2.23392 -2.23392 0.00144733 -0.00144733 0.00223392
0.00457 -4.25779 -2.50998 -2.50998 0.00174781 -0.00174781 0.00250998
0.00458 -4.81754 -2.7763 -2.7763 0.00204123 -0.00204123 0.0027763
0.00459 -5.35827 -3.03183 -3.03183 0.00232644 -0.00232644 0.00303183
0.0046 -5.87785 -3.27554 -3.27554 0.00260231 -0.00260231 0.00327554
0.00461 -6.37424 -3.50649 -3.50649 0.00286775 -0.00286775 0.00350649
0.00462 -6.84547 -3.72375 -3.72375 0.00312172 -0.00312172 0.00372375
0.00463 -7.28969 -3.92647 -3.92647 0.00336321 -0.00336321 0.00392647
0.00464 -7.70513 -4.11386 -4.11386 0.00359127 -0.00359127 0.00411386
0.00465 -8.09017 -4.28516 -4.28516 0.00380501 -0.00380501 0.00428516
0.00466 -8.44328 -4.4397 -4.4397 0.00400358 -0.00400358 0.0044397
0.00467 -8.76307 -4.57688 -4.57688 0.00418619 -0.00418619 0.00457688
0.00468 -9.04827 -4.69614 -4.69614 0.00435213 -0.00435213 0.00469614
0.00469 -9.29776 -4.79703 -4.79703 0.00450074 -0.00450074 0.00479703
0.0047 -9.51057 -4.87913 -4.87913 0.00463144 -0.00463144 0.00487913
0.00471 -9.68583 -4.94212 -4.94212 0.00474371 -0.00474371 0.00494212
0.00472 -9.82287 -4.98576 -4.98576 0.00483711 -0.00483711 0.00498576
0.00473 -9.92115 -5.00987 -5.00987 0.00491127 -0.00491127 0.00500987
0.00474 -9.98027 -5.01436 -5.01436 0.0049659 -0.0049659 0.00501436
0.00475 -10 -4.99921 -4.99921 0.00500079 -0.00500079 0.00499921
0.00476 -9.98027 -4.96447 -4.96447 0.0050158 -0.0050158 0.00496447
0.00477 -9.92115 -4.91028 -4.91028 0.00501086 -0.00501086 0.00491028
0.00478 -9.82287 -4.83686 -4.83686 0.00498601 -0.00498601 0.00483686
0.00479 -9.68583 -4.7445 -4.7445 0.00494133 -0.00494133 0.0047445
0.0048 -9.51057 -4.63356 -4.63356 0.00487701 -0.00487701 0.00463356
0.00481 -9.29776 -4.50447 -4.50447 0.0047933 -0.0047933 0.00450447
0.00482 -9.04827 -4.35774 -4.35774 0.00469053 -0.00469053 0.00435774
0.00483 -8.76307 -4.19396 -4.19396 0.00456911 -0.00456911 0.00419396
0.00484 -8.44328 -4.01377 -4.01377 0.00442951 -0.00442951 0.00401377
0.00485 -8.09017 -3.81787 -3.81787 0.0042723 -0.0042723 0.00381787
0.00486 -7.70513 -3.60705 -3.60705 0.00409808 -0.00409808 0.00360705
0.00487 -7.28969 -3.38213 -3.38213 0.00390755 -0.00390755 0.00338213
0.00488 -6.84547 -3.144 -3.144 0.00370147 -0.00370147 0.003144
0.00489 -6.37424 -2.8936 -2.8936 0.00348064 -0.00348064 0.0028936
0.0049 -5.87785 -2.63192 -2.63192 0.00324593 -0.00324593 0.00263192
0.00491 -5.35827 -2.35998 -2.35998 0.00299828 -0.00299828 0.00235998
0.00492 -4.81754 -2.07887 -2.07887 0.00273867 -0.00273867 0.00207887
0.00493 -4.25779 -1.78968 -1.78968 0.00246811 -0.00246811 0.00178968
0.00494 -3.68125 -1.49357 -1.49357 0.00218767 -0.00218767 0.00149357
0.00495 -3.09017 -1.1917 -1.1917 0.00189847 -0.00189847 0.0011917
0.00496 -2.4869 -0.88525 -0.88525 0.00160165 -0.00160165 0.00088525
0.00497 -1.87381 -0.575442 -0.575442 0.00129837 -0.00129837 0.000575442
0.00498 -1.25333 -0.263493 -0.263493 0.000989839 -0.000989839 0.000263493
0.00499 -0.627905 0.0493645 0.0493645 0.00067727 -0.00067727 -4.93645e-05
0.005 -7.544e-12 0.361898 0.361898 0.000361898 -0.000361898 -0.000361898
0.00501 0.627905 0.672874 0.672874 4.49691e-05 -4.49691e-05 -0.000672874
0.00502 1.25333 0.981067 0.981067 -0.000272266 0.000272266 -0.000981067
0.00503 1.87381 1.28526 1.28526 -0.000588554 0.000588554 -0.00128526
0.00504 2.4869 1.58425 1.58425 -0.000902646 0.000902646 -0.00158425
0.00505 3.09017 1.87687 1.87687 -0.0012133 0.0012133 -0.00187687
0.00506 3.68125 2.16195 2.16195 -0.0015193 0.0015193 -0.00216195
0.00507 4.25779 2.43837 2.43837 -0.00181942 0.00181942 -0.00243837
0.00508 4.81754 2.70505 2.70505 -0.00211249 0.00211249 -0.00270505
0.00509 5.35827 2.96093 2.96093 -0.00239734 0.00239734 -0.00296093
0.0051 5.87785 3.205 3.205 -0.00267286 0.00267286 -0.003205
0.00511 6.37424 3.43629 3.43629 -0.00293795 0.00293795 -0.00343629
0.00512 6.84547 3.65391 3.65391 -0.00319156 0.00319156 -0.00365391
0.00513 7.28969 3.85698 3.85698 -0.00343271 0.00343271 -0.00385698
0.00514 7.70513 4.04471 4.04471 -0.00366042 0.00366042 -0.00404471
0.00515 8.09017 4.21636 4.21636 -0.00387381 0.00387381 -0.00421636
0.00516 8.44328 4.37124 4.37124 -0.00407204 0.00407204 -0.00437124
0.00517 8.76307 4.50876 4.50876 -0.00425431 0.00425431 -0.00450876
0.00518 9.04827 4.62836 4.62836 -0.00441991 0.00441991 -0.00462836
0.00519 9.29776 4.72958 4.72958 -0.00456818 0.00456818 -0.00472958
0.0052 9.51057 4.81202 4.81202 -0.00469855 0.00469855 -0.00481202
0.00521 9.68583 4.87535 4.87535 -0.00481048 0.00481048 -0.00487535
0.00522 9.82287 4.91932 4.91932 -0.00490355 0.00490355 -0.00491932
0.00523 9.92115 4.94376 4.94376 -0.00497738 0.00497738 -0.00494376
0.00524 9.98027 4.94858 4.94858 -0.00503169 0.00503169 -0.00494858
0.00525 10 4.93375 4.93375 -0.00506625 0.00506625 -0.00493375
0.00526 9.98027 4.89934 4.89934 -0.00508092 0.00508092 -0.00489934
0.00527 9.92115 4.84548 4.84548 -0.00507567 0.00507567 -0.00484548
0.00528 9.82287 4.77238 4.77238 -0.00505049 0.00505049 -0.00477238
0.00529 9.68583 4.68034 4.68034 -0.00500549 0.00500549 -0.00468034
0.0053 9.51057 4.56972 4.56972 -0.00494085 0.00494085 -0.00456972
0.00531 9.29776 4.44094 4.44094 -0.00485682 0.00485682 -0.00444094
0.00532 9.04827 4.29454 4.29454 -0.00475373 0.00475373 -0.00429454
0.00533 8.76307 4.13107 4.13107 -0.004632 0.004632 -0.00413107
0.00534 8.44328 3.95119 3.95119 -0.00449209 0.00449209 -0.00395119
0.00535 8.09017 3.75561 3.75561 -0.00433456 0.00433456 -0.00375561
0.00536 7.70513 3.5451 3.5451 -0.00416004 0.00416004 -0.0035451
0.00537 7.28969 3.32049 3.32049 -0.0039692 0.0039692 -0.00332049
0.00538 6.84547 3.08266 3.08266 -0.00376281 0.00376281 -0.00308266
0.00539 6.37424 2.83257 2.83257 -0.00354167 0.00354167 -0.00283257
0.0054 5.87785 2.57119 2.57119 -0.00330666 0.00330666 -0.00257119
0.00541 5.35827 2.29956 2.29956 -0.00305871 0.00305871 -0.00229956
0.00542 4.81754 2.01874 2.01874 -0.00279879 0.00279879 -0.00201874
0.00543 4.25779 1.72986 1.72986 -0.00252793 0.00252793 -0.00172986
0.00544 3.68125 1.43404 1.43404 -0.0022472 0.0022472 -0.00143404
0.00545 3.09017 1.13246 1.13246 -0.00195771 0.00195771 -0.00113246
0.00546 2.4869 0.826313 0.826313 -0.00166059 0.00166059 -0.000826313
0.00547 1.87381 0.516799 0.516799 -0.00135701 0.00135701 -0.000516799
0.00548 1.25333 0.205142 0.205142 -0.00104819 0.00104819 -0.000205142
0.00549 0.627905 -0.107425 -0.107425 -0.00073533 0.00073533 0.000107425
0.0055 8.78867e-12 -0.419669 -0.419669 -0.000419669 0.000419669 0.000419669
0.00551 -0.627905 -0.730358 -0.730358 -0.000102452 0.000102452 0.000730358
0.00552 -1.25333 -1.03826 -1.03826 0.000215069 -0.000215069 0.00103826
0.00553 -1.87381 -1.34217 -1.34217 0.000531642 -0.000531642 0.00134217
0.00554 -2.4869 -1.64088 -1.64088 0.000846017 -0.000846017 0.00164088
0.00555 -3.09017 -1.93321 -1.93321 0.00115696 -0.00115696 0.00193321
0.00556 -3.68125 -2.21802 -2.21802 0.00146323 -0.00146323 0.00221802
0.00557 -4.25779 -2.49416 -2.49416 0.00176363 -0.00176363 0.00249416
0.00558 -4.81754 -2.76056 -2.76056 0.00205698 -0.00205698 0.00276056
0.00559 -5.35827 -3.01616 -3.01616 0.00234211 -0.00234211 0.00301616
0.0056 -5.87785 -3.25995 -3.25995 0.0026179 -0.0026179 0.00325995
0.00561 -6.37424 -3.49098 -3.49098 0.00288326 -0.00288326 0.00349098
0.00562 -6.84547 -3.70832 -3.70832 0.00313715 -0.00313715 0.00370832
0.00563 -7.28969 -3.91112 -3.91112 0.00337857 -0.00337857 0.00391112
0.00564 -7.70513 -4.09858 -4.09858 0.00360655 -0.00360655 0.00409858
0.00565 -8.09017 -4.26996 -4.26996 0.00382021 -0.00382021 0.00426996
0.00566 -8.44328 -4.42458 -4.42458 0.0040187 -0.0040187 0.00442458
0.00567 -8.76307 -4.56183 -4.56183 0.00420124 -0.00420124 0.00456183
0.00568 -9.04827 -4.68117 -4.68117 0.0043671 -0.0043671 0.00468117
0.00569 -9.29776 -4.78212 -4.78212 0.00451564 -0.00451564 0.00478212
0.0057 -9.51057 -4.8643 -4.8643 0.00464627 -0.00464627 0.0048643
0.00571 -9.68583 -4.92737 -4.92737 0.00475846 -0.00475846 0.00492737
0.00572 -9.82287 -4.97108 -4.97108 0.00485179 -0.00485179 0.00497108
0.00573 -9.92115 -4.99527 -4.99527 0.00492588 -0.00492588 0.00499527
0.00574 -9.98027 -4.99983 -4.99983 0.00498044 -0.00498044 0.00499983
0.00575 -10 -4.98475 -4.98475 0.00501525 -0.00501525 0.00498475
0.00576 -9.98027 -4.95008 -4.95008 0.00503019 -0.00503019 0.00495008
0.00577 -9.92115 -4.89597 -4.89597 0.00502518 -0.00502518 0.00489597
0.00578 -9.82287 -4.82262 -4.82262 0.00500025 -0.00500025 0.00482262
0.00579 -9.68583 -4.73032 -4.73032 0.00495551 -0.00495551 0.00473032
0.0058 -9.51057 -4.61945 -4.61945 0.00489112 -0.00489112 0.00461945
0.00581 -9.29776 -4.49043 -4.49043 0.00480733 -0.00480733 0.00449043
0.00582 -9.04827 -4.34378 -4.34378 0.0047045 -0.0047045 0.00434378
0.00583 -8.76307 -4.18006 -4.18006 0.004583 -0.004583 0.00418006
0.00584 -8.44328 -3.99994 -3.99994 0.00444334 -0.00444334 0.00399994
0.00585 -8.09017 -3.80411 -3.80411 0.00428605 -0.00428605 0.00380411
0.00586 -7.70513 -3.59336 -3.59336 0.00411177 -0.00411177 0.00359336
0.00587 -7.28969 -3.36851 -3.36851 0.00392118 -0.00392118 0.00336851
0.00588 -6.84547 -3.13045 -3.13045 0.00371502 -0.00371502 0.00313045
0.00589 -6.37424 -2.88012 -2.88012 0.00349412 -0.00349412 0.00288012
0.0059 -5.87785 -2.6185 -2.6185 0.00325935 -0.00325935 0.0026185
0.00591 -5.35827 -2.34663 -2.34663 0.00301164 -0.00301164 0.00234663
0.00592 -4.81754 -2.06558 -2.06558 0.00275195 -0.00275195 0.00206558
0.00593 -4.25779 -1.77647 -1.77647 0.00248133 -0.00248133 0.00177647
0.00594 -3.68125 -1.48042 -1.48042 0.00220083 -0.00220083 0.00148042
0.00595 -3.09017 -1.17861 -1.17861 0.00191156 -0.00191156 0.00117861
0.00596 -2.4869 -0.872227 -0.872227 0.00161467 -0.00161467 0.000872227
0.00597 -1.87381 -0.562484 -0.562484 0.00131133 -0.00131133 0.000562484
0.00598 -1.25333 -0.2506 -0.2506 0.00100273 -0.00100273 0.0002506
0.00599 -0.627905 0.0621933 0.0621933 0.000690099 -0.000690099 -6.21933e-05
0.006 -1.01044e-11 0.374663 0.374663 0.000374663 -0.000374663 -0.000374663
0.00601 0.627905 0.685576 0.685576 5.76704e-05 -5.76704e-05 -0.000685576
0.00602 1.25333 0.993705 0.993705 -0.000259628 0.000259628 -0.000993705
0.00603 1.87381 1.29783 1.29783 -0.000575978 0.000575978 -0.00129783
0.00604 2.4869 1.59677 1.59677 -0.000890133 0.000890133 -0.00159677
0.00605 3.09017 1.88932 1.88932 -0.00120085 0.00120085 -0.00188932
0.00606 3.68125 2.17434 2.17434 -0.00150691 0.00150691 -0.00217434
0.00607 4.25779 2.4507 2.4507 -0.00180709 0.00180709 -0.0024507
0.00608 4.81754 2.71732 2.71732 -0.00210022 0.00210022 -0.00271732
0.00609 5.35827 2.97313 2.97313 -0.00238514 0.00238514 -0.00297313
0.0061 5.87785 3.21714 3.21714 -0.00266071 0.00266071 -0.00321714
0.00611 6.37424 3.44838 3.44838 -0.00292586 0.00292586 -0.00344838
0.00612 6.84547 3.66593 3.66593 -0.00317954 0.00317954 -0.00366593
0.00613 7.28969 3.86894 3.86894 -0.00342074 0.00342074 -0.00386894
0.00614 7.70513 4.05661 4.05661 -0.00364852 0.00364852 -0.00405661
0.00615 8.09017 4.2282 4.2282 -0.00386197 0.00386197 -0.0042282
0.00616 8.44328 4.38303 4.38303 -0.00406025 0.00406025 -0.00438303
0.00617 8.76307 4.52048 4.52048 -0.00424258 0.00424258 -0.00452048
0.00618 9.04827 4.64003 4.64003 -0.00440824 0.00440824 -0.00464003
0.00619 9.29776 4.74119 4.74119 -0.00455657 0.00455657 -0.00474119
0.0062 9.51057 4.82357 4.82357 -0.00468699 0.00468699 -0.00482357
0.00621 9.68583 4.88684 4.88684 -0.00479899 0.00479899 -0.00488684
0.00622 9.82287 4.93076 4.93076 -0.00489211 0.00489211 -0.00493076
0.00623 9.92115 4.95514 4.95514 -0.004966 0.004966 -0.00495514
0.00624 9.98027 4.9599 4.9599 -0.00502036 0.00502036 -0.0049599
0.00625 10 4.94502 4.94502 -0.00505498 0.00505498 -0.00494502
0.00626 9.98027 4.91055 4.91055 -0.00506971 0.00506971 -0.00491055
0.00627 9.92115 4.85664 4.85664 -0.00506451 0.00506451 -0.00485664
0.00628 9.82287 4.78348 4.78348 -0.00503939 0.00503939 -0.00478348
0.00629 9.68583 4.69139 4.69139 -0.00499445 0.00499445 -0.00469139
0.0063 9.51057 4.5807 4.5807 -0.00492986 0.00492986 -0.0045807
0.00631 9.29776 4.45188 4.45188 -0.00484589 0.00484589 -0.00445188
0.00632 9.04827 4.30542 4.30542 -0.00474285 0.00474285 -0.00430542
0.00633 8.76307 4.1419 4.1419 -0.00462117 0.00462117 -0.0041419
0.00634 8.44328 3.96196 3.96196 -0.00448132 0.00448132 -0.00396196
0.00635 8.09017 3.76633 3.76633 -0.00432384 0.00432384 -0.00376633
0.00636 7.70513 3.55576 3.55576 -0.00414937 0.00414937 -0.00355576
0.00637 7.28969 3.3311 3.3311 -0.00395859 0.00395859 -0.0033311
0.00638 6.84547 3.09322 3.09322 -0.00375225 0.00375225 -0.00309322
0.00639 6.37424 2.84307 2.84307 -0.00353117 0.00353117 -0.00284307
0.0064 5.87785 2.58164 2.58164 -0.00329621 0.00329621 -0.00258164
0.00641 5.35827 2.30996 2.30996 -0.00304831 0.00304831 -0.00230996
0.00642 4.81754 2.02909 2.02909 -0.00278844 0.00278844 -0.00202909
0.00643 4.25779 1.74016 1.74016 -0.00251764 0.00251764 -0.00174016
0.00644 3.68125 1.44429 1.44429 -0.00223696 0.00223696 -0.00144429
0.00645 3.09017 1.14266 1.14266 -0.00194751 0.00194751 -0.00114266
0.00646 2.4869 0.836458 0.836458 -0.00165044 0.00165044 -0.000836458
0.00647 1.87381 0.526893 0.526893 -0.00134692 0.00134692 -0.000526893
0.00648 1.25333 0.215187 0.215187 -0.00103815 0.00103815 -0.000215187
0.00649 0.627905 -0.0974306 -0.0974306 -0.000725336 0.000725336 9.74306e-05
0.0065 1.13491e-11 -0.409725 -0.409725 -0.000409725 0.000409725 0.000409725
0.00651 -0.627905 -0.720463 -0.720463 -9.25575e-05 9.25575e-05 0.000720463
0.00652 -1.25333 -1.02842 -1.02842 0.000224914 -0.000224914 0.00102842
0.00653 -1.87381 -1.33238 -1.33238 0.000541438 -0.000541438 0.00133238
0.00654 -2.4869 -1.63113 -1.63113 0.000855765 -0.000855765 0.00163113
0.00655 -3.09017 -1.92352 -1.92352 0.00116665 -0.00116665 0.00192352
0.00656 -3.68125 -2.20836 -2.20836 0.00147288 -0.00147288 0.00220836
0.00657 -4.25779 -2.48456 -2.48456 0.00177323 -0.00177323 0.00248456
0.00658 -4.81754 -2.751 -2.751 0.00206653 -0.00206653 0.002751
0.00659 -5.35827 -3.00665 -3.00665 0.00235161 -0.00235161 0.00300665
0.0066 -5.87785 -3.25049 -3.25049 0.00262736 -0.00262736 0.00325049
0.00661 -6.37424 -3.48156 -3.48156 0.00289268 -0.00289268 0.00348156
0.00662 -6.84547 -3.69895 -3.69895 0.00314652 -0.00314652 0.00369895
0.00663 -7.28969 -3.9018 -3.9018 0.00338789 -0.00338789 0.0039018
0.00664 -7.70513 -4.08931 -4.08931 0.00361583 -0.00361583 0.00408931
0.00665 -8.09017 -4.26073 -4.26073 0.00382944 -0.00382944 0.00426073
0.00666 -8.44328 -4.4154 -4.4154 0.00402788 -0.00402788 0.0044154
0.00667 -8.76307 -4.55269 -4.55269 0.00421037 -0.00421037 0.00455269
0.00668 -9.04827 -4.67208 -4.67208 0.00437619 -0.00437619 0.00467208
0.00669 -9.29776 -4.77308 -4.77308 0.00452469 -0.00452469 0.00477308
0.0067 -9.51057 -4.8553 -4.8553 0.00465527 -0.00465527 0.0048553
0.00671 -9.68583 -4.91841 -4.91841 0.00476742 -0.00476742 0.00491841
0.00672 -9.82287 -4.96217 -4.96217 0.0048607 -0.0048607 0.00496217
0.00673 -9.92115 -4.9864 -4.9864 0.00493475 -0.00493475 0.0049864
0.00674 -9.98027 -4.99101 -4.99101 0.00498926 -0.00498926 0.00499101
0.00675 -10 -4.97597 -4.97597 0.00502403 -0.00502403 0.00497597
0.00676 -9.98027 -4.94135 -4.94135 0.00503892 -0.00503892 0.00494135
0.00677 -9.92115 -4.88728 -4.88728 0.00503387 -0.00503387 0.00488728
0.00678 -9.82287 -4.81397 -4.81397 0.0050089 -0.0050089 0.00481397
