t 1 2 3 jV1 jL1 jL2 
0.00679 -9.68583 -4.72172 -4.72172 0.00496411 -0.00496411 0.00472172
0.0068 -9.51057 -4.61089 -4.61089 0.00489968 -0.00489968 0.00461089
0.00681 -9.29776 -4.48191 -4.48191 0.00481585 -0.00481585 0.00448191
0.00682 -9.04827 -4.3353 -4.3353 0.00471297 -0.00471297 0.0043353
0.00683 -8.76307 -4.17163 -4.17163 0.00459144 -0.00459144 0.00417163
0.00684 -8.44328 -3.99155 -3.99155 0.00445173 -0.00445173 0.00399155
0.00685 -8.09017 -3.79577 -3.79577 0.0042944 -0.0042944 0.00379577
0.00686 -7.70513 -3.58505 -3.58505 0.00412008 -0.00412008 0.00358505
0.00687 -7.28969 -3.36024 -3.36024 0.00392944 -0.00392944 0.00336024
0.00688 -6.84547 -3.12222 -3.12222 0.00372325 -0.00372325 0.00312222
0.00689 -6.37424 -2.87193 -2.87193 0.00350231 -0.00350231 0.00287193
0.0069 -5.87785 -2.61036 -2.61036 0.0032675 -0.0032675 0.00261036
0.00691 -5.35827 -2.33853 -2.33853 0.00301974 -0.00301974 0.00233853
0.00692 -4.81754 -2.05752 -2.05752 0.00276002 -0.00276002 0.00205752
0.00693 -4.25779 -1.76844 -1.76844 0.00248935 -0.00248935 0.00176844
0.00694 -3.68125 -1.47244 -1.47244 0.00220881 -0.00220881 0.00147244
0.00695 -3.09017 -1.17067 -1.17067 0.0019195 -0.0019195 0.00117067
0.00696 -2.4869 -0.864324 -0.864324 0.00162257 -0.00162257 0.000864324
0.00697 -1.87381 -0.55462 -0.55462 0.00131919 -0.00131919 0.00055462
0.00698 -1.25333 -0.242775 -0.242775 0.00101056 -0.00101056 0.000242775
0.00699 -0.627905 0.0699792 0.0699792 0.000697884 -0.000697884 -6.99792e-05
0.007 -1.26648e-11 0.38241 0.38241 0.00038241 -0.00038241 -0.00038241
0.00701 0.627905 0.693284 0.693284 6.53789e-05 -6.53789e-05 -0.000693284
0.00702 1.25333 1.00137 1.00137 -0.000251957 0.000251957 -0.00100137
0.00703 1.87381 1.30547 1.30547 -0.000568347 0.000568347 -0.00130547
0.00704 2.4869 1.60436 1.60436 -0.000882539 0.000882539 -0.00160436
0.00705 3.09017 1.89687 1.89687 -0.0011933 0.0011933 -0.00189687
0.00706 3.68125 2.18186 2.18186 -0.00149939 0.00149939 -0.00218186
0.00707 4.25779 2.45818 2.45818 -0.00179961 0.00179961 -0.00245818
0.00708 4.81754 2.72476 2.72476 -0.00209278 0.00209278 -0.00272476
0.00709 5.35827 2.98054 2.98054 -0.00237773 0.00237773 -0.00298054
0.0071 5.87785 3.22451 3.22451 -0.00265334 0.00265334 -0.00322451
0.00711 6.37424 3.45571 3.45571 -0.00291853 0.00291853 -0.00345571
0.00712 6.84547 3.67323 3.67323 -0.00317224 0.00317224 -0.00367323
0.00713 7.28969 3.8762 3.8762 -0.00341348 0.00341348 -0.0038762
0.00714 7.70513 4.06384 4.06384 -0.0036413 0.0036413 -0.00406384
0.00715 8.09017 4.23539 4.23539 -0.00385478 0.00385478 -0.00423539
0.00716 8.44328 4.39018 4.39018 -0.0040531 0.0040531 -0.00439018
0.00717 8.76307 4.5276 4.5276 -0.00423547 0.00423547 -0.0045276
0.00718 9.04827 4.64711 4.64711 -0.00440116 0.00440116 -0.00464711
0.00719 9.29776 4.74824 4.74824 -0.00454953 0.00454953 -0.00474824
0.0072 9.51057 4.83058 4.83058 -0.00467998 0.00467998 -0.00483058
0.00721 9.68583 4.89382 4.89382 -0.00479201 0.00479201 -0.00489382
0.00722 9.82287 4.9377 4.9377 -0.00488517 0.00488517 -0.0049377
0.00723 9.92115 4.96205 4.96205 -0.0049591 0.0049591 -0.00496205
0.00724 9.98027 4.96678 4.96678 -0.00501349 0.00501349 -0.00496678
0.00725 10 4.95186 4.95186 -0.00504814 0.00504814 -0.00495186
0.00726 9.98027 4.91736 4.91736 -0.00506291 0.00506291 -0.00491736
0.00727 9.92115 4.86341 4.86341 -0.00505774 0.00505774 -0.00486341
0.00728 9.82287 4.79022 4.79022 -0.00503265 0.00503265 -0.00479022
0.00729 9.68583 4.69809 4.69809 -0.00498774 0.00498774 -0.00469809
0.0073 9.51057 4.58737 4.58737 -0.00492319 0.00492319 -0.00458737
0.00731 9.29776 4.45851 4.45851 -0.00483925 0.00483925 -0.00445851
0.00732 9.04827 4.31202 4.31202 -0.00473625 0.00473625 -0.00431202
0.00733 8.76307 4.14847 4.14847 -0.0046146 0.0046146 -0.00414847
0.00734 8.44328 3.9685 3.9685 -0.00447478 0.00447478 -0.0039685
0.00735 8.09017 3.77283 3.77283 -0.00431734 0.00431734 -0.00377283
0.00736 7.70513 3.56223 3.56223 -0.0041429 0.0041429 -0.00356223
0.00737 7.28969 3.33754 3.33754 -0.00395215 0.00395215 -0.00333754
0.00738 6.84547 3.09963 3.09963 -0.00374584 0.00374584 -0.00309963
0.00739 6.37424 2.84945 2.84945 -0.00352479 0.00352479 -0.00284945
0.0074 5.87785 2.58799 2.58799 -0.00328987 0.00328987 -0.00258799
0.00741 5.35827 2.31627 2.31627 -0.003042 0.003042 -0.00231627
0.00742 4.81754 2.03537 2.03537 -0.00278216 0.00278216 -0.00203537
0.00743 4.25779 1.74641 1.74641 -0.00251139 0.00251139 -0.00174641
0.00744 3.68125 1.45051 1.45051 -0.00223074 0.00223074 -0.00145051
0.00745 3.09017 1.14885 1.14885 -0.00194132 0.00194132 -0.00114885
0.00746 2.4869 0.842615 0.842615 -0.00164428 0.00164428 -0.000842615
0.00747 1.87381 0.53302 0.53302 -0.00134079 0.00134079 -0.00053302
0.00748 1.25333 0.221283 0.221283 -0.00103205 0.00103205 -0.000221283
0.00749 0.627905 -0.0913651 -0.0913651 -0.00071927 0.00071927 9.13651e-05
0.0075 1.39095e-11 -0.403689 -0.403689 -0.000403689 0.000403689 0.000403689
0.00751 -0.627905 -0.714457 -0.714457 -8.65522e-05 8.65522e-05 0.000714457
0.00752 -1.25333 -1.02244 -1.02244 0.00023089 -0.00023089 0.00102244
0.00753 -1.87381 -1.32643 -1.32643 0.000547384 -0.000547384 0.00132643
0.00754 -2.4869 -1.62522 -1.62522 0.000861681 -0.000861681 0.00162522
0.00755 -3.09017 -1.91763 -1.91763 0.00117254 -0.00117254 0.00191763
0.00756 -3.68125 -2.20251 -2.20251 0.00147874 -0.00147874 0.00220251
0.00757 -4.25779 -2.47873 -2.47873 0.00177906 -0.00177906 0.00247873
0.00758 -4.81754 -2.74521 -2.74521 0.00207233 -0.00207233 0.00274521
0.00759 -5.35827 -3.00088 -3.00088 0.00235738 -0.00235738 0.00300088
0.0076 -5.87785 -3.24475 -3.24475 0.0026331 -0.0026331 0.00324475
0.00761 -6.37424 -3.47585 -3.47585 0.00289839 -0.00289839 0.00347585
0.00762 -6.84547 -3.69327 -3.69327 0.0031522 -0.0031522 0.00369327
0.00763 -7.28969 -3.89614 -3.89614 0.00339354 -0.00339354 0.00389614
0.00764 -7.70513 -4.08368 -4.08368 0.00362145 -0.00362145 0.00408368
0.00765 -8.09017 -4.25513 -4.25513 0.00383504 -0.00383504 0.00425513
0.00766 -8.44328 -4.40982 -4.40982 0.00403346 -0.00403346 0.00440982
0.00767 -8.76307 -4.54715 -4.54715 0.00421592 -0.00421592 0.00454715
0.00768 -9.04827 -4.66656 -4.66656 0.00438171 -0.00438171 0.00466656
0.00769 -9.29776 -4.76759 -4.76759 0.00453017 -0.00453017 0.00476759
0.0077 -9.51057 -4.84984 -4.84984 0.00466073 -0.00466073 0.00484984
0.00771 -9.68583 -4.91298 -4.91298 0.00477285 -0.00477285 0.00491298
0.00772 -9.82287 -4.95676 -4.95676 0.00486611 -0.00486611 0.00495676
0.00773 -9.92115 -4.98102 -4.98102 0.00494013 -0.00494013 0.00498102
0.00774 -9.98027 -4.98565 -4.98565 0.00499461 -0.00499461 0.00498565
0.00775 -10 -4.97064 -4.97064 0.00502936 -0.00502936 0.00497064
0.00776 -9.98027 -4.93605 -4.93605 0.00504422 -0.00504422 0.00493605
0.00777 -9.92115 -4.882 -4.882 0.00503915 -0.00503915 0.004882
0.00778 -9.82287 -4.80872 -4.80872 0.00501415 -0.00501415 0.00480872
0.00779 -9.68583 -4.7165 -4.7165 0.00496933 -0.00496933 0.0047165
0.0078 -9.51057 -4.60569 -4.60569 0.00490487 -0.00490487 0.00460569
0.00781 -9.29776 -4.47674 -4.47674 0.00482102 -0.00482102 0.00447674
0.00782 -9.04827 -4.33016 -4.33016 0.00471811 -0.00471811 0.00433016
0.00783 -8.76307 -4.16651 -4.16651 0.00459656 -0.00459656 0.00416651
0.00784 -8.44328 -3.98646 -3.98646 0.00445682 -0.00445682 0.00398646
0.00785 -8.09017 -3.7907 -3.7907 0.00429947 -0.00429947 0.0037907
0.00786 -7.70513 -3.58001 -3.58001 0.00412512 -0.00412512 0.00358001
0.00787 -7.28969 -3.35523 -3.35523 0.00393446 -0.00393446 0.00335523
0.00788 -6.84547 -3.11723 -3.11723 0.00372824 -0.00372824 0.00311723
0.00789 -6.37424 -2.86696 -2.86696 0.00350728 -0.00350728 0.00286696
0.0079 -5.87785 -2.60541 -2.60541 0.00327244 -0.00327244 0.00260541
0.00791 -5.35827 -2.33361 -2.33361 0.00302466 -0.00302466 0.00233361
0.00792 -4.81754 -2.05263 -2.05263 0.00276491 -0.00276491 0.00205263
0.00793 -4.25779 -1.76357 -1.76357 0.00249422 -0.00249422 0.00176357
0.00794 -3.68125 -1.46759 -1.46759 0.00221366 -0.00221366 0.00146759
0.00795 -3.09017 -1.16584 -1.16584 0.00192433 -0.00192433 0.00116584
0.00796 -2.4869 -0.859527 -0.859527 0.00162737 -0.00162737 0.000859527
0.00797 -1.87381 -0.549847 -0.549847 0.00132397 -0.00132397 0.000549847
0.00798 -1.25333 -0.238026 -0.238026 0.00101531 -0.00101531 0.000238026
0.00799 -0.627905 0.0747046 0.0747046 0.00070261 -0.00070261 -7.47046e-05
0.008 -1.51542e-11 0.387112 0.387112 0.000387112 -0.000387112 -0.000387112
0.00801 0.627905 0.697962 0.697962 7.00573e-05 -7.00573e-05 -0.000697962
0.00802 1.25333 1.00603 1.00603 -0.000247302 0.000247302 -0.00100603
0.00803 1.87381 1.3101 1.3101 -0.000563715 0.000563715 -0.0013101
0.00804 2.4869 1.60897 1.60897 -0.000877931 0.000877931 -0.00160897
0.00805 3.09017 1.90146 1.90146 -0.00118871 0.00118871 -0.00190146
0.00806 3.68125 2.18642 2.18642 -0.00149483 0.00149483 -0.00218642
0.00807 4.25779 2.46272 2.46272 -0.00179507 0.00179507 -0.00246272
0.00808 4.81754 2.72928 2.72928 -0.00208826 0.00208826 -0.00272928
0.00809 5.35827 2.98503 2.98503 -0.00237323 0.00237323 -0.00298503
0.0081 5.87785 3.22898 3.22898 -0.00264887 0.00264887 -0.00322898
0.00811 6.37424 3.46016 3.46016 -0.00291408 0.00291408 -0.00346016
0.00812 6.84547 3.67765 3.67765 -0.00316782 0.00316782 -0.00367765
0.00813 7.28969 3.88061 3.88061 -0.00340908 0.00340908 -0.00388061
0.00814 7.70513 4.06822 4.06822 -0.00363691 0.00363691 -0.00406822
0.00815 8.09017 4.23975 4.23975 -0.00385042 0.00385042 -0.00423975
0.00816 8.44328 4.39452 4.39452 -0.00404876 0.00404876 -0.00439452
0.00817 8.76307 4.53192 4.53192 -0.00423115 0.00423115 -0.00453192
0.00818 9.04827 4.65141 4.65141 -0.00439686 0.00439686 -0.00465141
0.00819 9.29776 4.75251 4.75251 -0.00454525 0.00454525 -0.00475251
0.0082 9.51057 4.83484 4.83484 -0.00467573 0.00467573 -0.00483484
0.00821 9.68583 4.89805 4.89805 -0.00478778 0.00478778 -0.00489805
0.00822 9.82287 4.94191 4.94191 -0.00488096 0.00488096 -0.00494191
0.00823 9.92115 4.96624 4.96624 -0.0049549 0.0049549 -0.00496624
0.00824 9.98027 4.97095 4.97095 -0.00500932 0.00500932 -0.00497095
0.00825 10 4.95601 4.95601 -0.00504399 0.00504399 -0.00495601
0.00826 9.98027 4.92149 4.92149 -0.00505878 0.00505878 -0.00492149
0.00827 9.92115 4.86751 4.86751 -0.00505363 0.00505363 -0.00486751
0.00828 9.82287 4.79431 4.79431 -0.00502856 0.00502856 -0.00479431
0.00829 9.68583 4.70216 4.70216 -0.00498368 0.00498368 -0.00470216
0.0083 9.51057 4.59142 4.59142 -0.00491914 0.00491914 -0.00459142
0.00831 9.29776 4.46254 4.46254 -0.00483522 0.00483522 -0.00446254
0.00832 9.04827 4.31603 4.31603 -0.00473224 0.00473224 -0.00431603
0.00833 8.76307 4.15245 4.15245 -0.00461061 0.00461061 -0.00415245
0.00834 8.44328 3.97247 3.97247 -0.00447081 0.00447081 -0.00397247
0.00835 8.09017 3.77678 3.77678 -0.00431339 0.00431339 -0.00377678
0.00836 7.70513 3.56616 3.56616 -0.00413897 0.00413897 -0.00356616
0.00837 7.28969 3.34145 3.34145 -0.00394824 0.00394824 -0.00334145
0.00838 6.84547 3.10352 3.10352 -0.00374195 0.00374195 -0.00310352
0.00839 6.37424 2.85332 2.85332 -0.00352092 0.00352092 -0.00285332
0.0084 5.87785 2.59184 2.59184 -0.00328602 0.00328602 -0.00259184
0.00841 5.35827 2.3201 2.3201 -0.00303817 0.00303817 -0.0023201
0.00842 4.81754 2.03919 2.03919 -0.00277835 0.00277835 -0.00203919
0.00843 4.25779 1.7502 1.7502 -0.00250759 0.00250759 -0.0017502
0.00844 3.68125 1.45428 1.45428 -0.00222696 0.00222696 -0.00145428
0.00845 3.09017 1.1526 1.1526 -0.00193757 0.00193757 -0.0011526
0.00846 2.4869 0.846352 0.846352 -0.00164055 0.00164055 -0.000846352
0.00847 1.87381 0.536738 0.536738 -0.00133708 0.00133708 -0.000536738
0.00848 1.25333 0.224982 0.224982 -0.00102835 0.00102835 -0.000224982
0.00849 0.627905 -0.0876838 -0.0876838 -0.000715589 0.000715589 8.76838e-05
0.0085 1.64699e-11 -0.400026 -0.400026 -0.000400026 0.000400026 0.000400026
0.00851 -0.627905 -0.710813 -0.710813 -8.29076e-05 8.29076e-05 0.000710813
0.00852 -1.25333 -1.01882 -1.01882 0.000234516 -0.000234516 0.00101882
0.00853 -1.87381 -1.32282 -1.32282 0.000550992 -0.000550992 0.00132282
0.00854 -2.4869 -1.62163 -1.62163 0.000865271 -0.000865271 0.00162163
0.00855 -3.09017 -1.91406 -1.91406 0.00117611 -0.00117611 0.00191406
0.00856 -3.68125 -2.19895 -2.19895 0.00148229 -0.00148229 0.00219895
0.00857 -4.25779 -2.47519 -2.47519 0.0017826 -0.0017826 0.00247519
0.00858 -4.81754 -2.74169 -2.74169 0.00207585 -0.00207585 0.00274169
0.00859 -5.35827 -2.99738 -2.99738 0.00236089 -0.00236089 0.00299738
0.0086 -5.87785 -3.24127 -3.24127 0.00263658 -0.00263658 0.00324127
0.00861 -6.37424 -3.47238 -3.47238 0.00290186 -0.00290186 0.00347238
0.00862 -6.84547 -3.68982 -3.68982 0.00315565 -0.00315565 0.00368982
0.00863 -7.28969 -3.89271 -3.89271 0.00339697 -0.00339697 0.00389271
0.00864 -7.70513 -4.08026 -4.08026 0.00362487 -0.00362487 0.00408026
0.00865 -8.09017 -4.25173 -4.25173 0.00383844 -0.00383844 0.00425173
0.00866 -8.44328 -4.40644 -4.40644 0.00403684 -0.00403684 0.00440644
0.00867 -8.76307 -4.54378 -4.54378 0.00421928 -0.00421928 0.00454378
0.00868 -9.04827 -4.66321 -4.66321 0.00438506 -0.00438506 0.00466321
0.00869 -9.29776 -4.76426 -4.76426 0.00453351 -0.00453351 0.00476426
0.0087 -9.51057 -4.84652 -4.84652 0.00466404 -0.00466404 0.00484652
0.00871 -9.68583 -4.90968 -4.90968 0.00477615 -0.00477615 0.00490968
0.00872 -9.82287 -4.95348 -4.95348 0.00486939 -0.00486939 0.00495348
0.00873 -9.92115 -4.97776 -4.97776 0.00494339 -0.00494339 0.00497776
0.00874 -9.98027 -4.9824 -4.9824 0.00499786 -0.00499786 0.0049824
0.00875 -10 -4.96741 -4.96741 0.00503259 -0.00503259 0.00496741
0.00876 -9.98027 -4.93283 -4.93283 0.00504744 -0.00504744 0.00493283
0.00877 -9.92115 -4.8788 -4.8788 0.00504235 -0.00504235 0.0048788
0.00878 -9.82287 -4.80554 -4.80554 0.00501733 -0.00501733 0.00480554
0.00879 -9.68583 -4.71333 -4.71333 0.0049725 -0.0049725 0.00471333
0.0088 -9.51057 -4.60254 -4.60254 0.00490803 -0.00490803 0.00460254
0.00881 -9.29776 -4.4736 -4.4736 0.00482416 -0.00482416 0.0044736
0.00882 -9.04827 -4.32703 -4.32703 0.00472124 -0.00472124 0.00432703
0.00883 -8.76307 -4.16341 -4.16341 0.00459966 -0.00459966 0.00416341
0.00884 -8.44328 -3.98336 -3.98336 0.00445991 -0.00445991 0.00398336
0.00885 -8.09017 -3.78762 -3.78762 0.00430255 -0.00430255 0.00378762
0.00886 -7.70513 -3.57695 -3.57695 0.00412818 -0.00412818 0.00357695
0.00887 -7.28969 -3.35218 -3.35218 0.0039375 -0.0039375 0.00335218
0.00888 -6.84547 -3.1142 -3.1142 0.00373127 -0.00373127 0.0031142
0.00889 -6.37424 -2.86395 -2.86395 0.00351029 -0.00351029 0.00286395
0.0089 -5.87785 -2.60241 -2.60241 0.00327544 -0.00327544 0.00260241
0.00891 -5.35827 -2.33063 -2.33063 0.00302764 -0.00302764 0.00233063
0.00892 -4.81754 -2.04966 -2.04966 0.00276788 -0.00276788 0.00204966
0.00893 -4.25779 -1.76062 -1.76062 0.00249717 -0.00249717 0.00176062
0.00894 -3.68125 -1.46465 -1.46465 0.0022166 -0.0022166 0.00146465
0.00895 -3.09017 -1.16292 -1.16292 0.00192725 -0.00192725 0.00116292
0.00896 -2.4869 -0.856616 -0.856616 0.00163028 -0.00163028 0.000856616
0.00897 -1.87381 -0.546951 -0.546951 0.00132686 -0.00132686 0.000546951
0.00898 -1.25333 -0.235144 -0.235144 0.00101819 -0.00101819 0.000235144
0.00899 -0.627905 0.0775724 0.0775724 0.000705478 -0.000705478 -7.75724e-05
0.009 -1.77146e-11 0.389965 0.389965 0.000389965 -0.000389965 -0.000389965
0.00901 0.627905 0.700802 0.700802 7.28966e-05 -7.28966e-05 -0.000700802
0.00902 1.25333 1.00886 1.00886 -0.000244477 0.000244477 -0.00100886
0.00903 1.87381 1.31291 1.31291 -0.000560904 0.000560904 -0.00131291
0.00904 2.4869 1.61177 1.61177 -0.000875133 0.000875133 -0.00161177
0.00905 3.09017 1.90424 1.90424 -0.00118593 0.00118593 -0.00190424
0.00906 3.68125 2.18919 2.18919 -0.00149206 0.00149206 -0.00218919
0.00907 4.25779 2.46548 2.46548 -0.00179232 0.00179232 -0.00246548
0.00908 4.81754 2.73202 2.73202 -0.00208552 0.00208552 -0.00273202
0.00909 5.35827 2.98776 2.98776 -0.00237051 0.00237051 -0.00298776
0.0091 5.87785 3.2317 3.2317 -0.00264616 0.00264616 -0.0032317
0.00911 6.37424 3.46286 3.46286 -0.00291138 0.00291138 -0.00346286
0.00912 6.84547 3.68034 3.68034 -0.00316513 0.00316513 -0.00368034
0.00913 7.28969 3.88328 3.88328 -0.0034064 0.0034064 -0.00388328
0.00914 7.70513 4.07088 4.07088 -0.00363425 0.00363425 -0.00407088
0.00915 8.09017 4.2424 4.2424 -0.00384777 0.00384777 -0.0042424
0.00916 8.44328 4.39715 4.39715 -0.00404613 0.00404613 -0.00439715
0.00917 8.76307 4.53454 4.53454 -0.00422853 0.00422853 -0.00453454
0.00918 9.04827 4.65402 4.65402 -0.00439425 0.00439425 -0.00465402
0.00919 9.29776 4.75511 4.75511 -0.00454266 0.00454266 -0.00475511
0.0092 9.51057 4.83742 4.83742 -0.00467315 0.00467315 -0.00483742
0.00921 9.68583 4.90062 4.90062 -0.00478521 0.00478521 -0.00490062
0.00922 9.82287 4.94447 4.94447 -0.0048784 0.0048784 -0.00494447
0.00923 9.92115 4.96879 4.96879 -0.00495236 0.00495236 -0.00496879
0.00924 9.98027 4.97348 4.97348 -0.00500679 0.00500679 -0.00497348
0.00925 10 4.95853 4.95853 -0.00504147 0.00504147 -0.00495853
0.00926 9.98027 4.92399 4.92399 -0.00505628 0.00505628 -0.00492399
0.00927 9.92115 4.87001 4.87001 -0.00505114 0.00505114 -0.00487001
0.00928 9.82287 4.79679 4.79679 -0.00502608 0.00502608 -0.00479679
0.00929 9.68583 4.70463 4.70463 -0.00498121 0.00498121 -0.00470463
0.0093 9.51057 4.59388 4.59388 -0.00491669 0.00491669 -0.00459388
0.00931 9.29776 4.46499 4.46499 -0.00483278 0.00483278 -0.00446499
0.00932 9.04827 4.31846 4.31846 -0.00472981 0.00472981 -0.00431846
0.00933 8.76307 4.15487 4.15487 -0.00460819 0.00460819 -0.00415487
0.00934 8.44328 3.97487 3.97487 -0.0044684 0.0044684 -0.00397487
0.00935 8.09017 3.77917 3.77917 -0.004311 0.004311 -0.00377917
0.00936 7.70513 3.56855 3.56855 -0.00413659 0.00413659 -0.00356855
0.00937 7.28969 3.34382 3.34382 -0.00394587 0.00394587 -0.00334382
0.00938 6.84547 3.10588 3.10588 -0.00373959 0.00373959 -0.00310588
0.00939 6.37424 2.85567 2.85567 -0.00351857 0.00351857 -0.00285567
0.0094 5.87785 2.59417 2.59417 -0.00328368 0.00328368 -0.00259417
0.00941 5.35827 2.32243 2.32243 -0.00303584 0.00303584 -0.00232243
0.00942 4.81754 2.0415 2.0415 -0.00277604 0.00277604 -0.0020415
0.00943 4.25779 1.7525 1.7525 -0.00250529 0.00250529 -0.0017525
0.00944 3.68125 1.45657 1.45657 -0.00222467 0.00222467 -0.00145657
0.00945 3.09017 1.15488 1.15488 -0.00193529 0.00193529 -0.00115488
0.00946 2.4869 0.84862 0.84862 -0.00163828 0.00163828 -0.00084862
0.00947 1.87381 0.538994 0.538994 -0.00133482 0.00133482 -0.000538994
0.00948 1.25333 0.227228 0.227228 -0.0010261 0.0010261 -0.000227228
0.00949 0.627905 -0.0854496 -0.0854496 -0.000713355 0.000713355 8.54496e-05
0.0095 1.90303e-11 -0.397803 -0.397803 -0.000397803 0.000397803 0.000397803
0.00951 -0.627905 -0.708601 -0.708601 -8.06956e-05 8.06956e-05 0.000708601
0.00952 -1.25333 -1.01662 -1.01662 0.000236717 -0.000236717 0.00101662
0.00953 -1.87381 -1.32063 -1.32063 0.000553182 -0.000553182 0.00132063
0.00954 -2.4869 -1.61945 -1.61945 0.00086745 -0.00086745 0.00161945
0.00955 -3.09017 -1.91189 -1.91189 0.00117828 -0.00117828 0.00191189
0.00956 -3.68125 -2.1968 -2.1968 0.00148445 -0.00148445 0.0021968
0.00957 -4.25779 -2.47305 -2.47305 0.00178475 -0.00178475 0.00247305
0.00958 -4.81754 -2.73955 -2.73955 0.00207799 -0.00207799 0.00273955
0.00959 -5.35827 -2.99526 -2.99526 0.00236301 -0.00236301 0.00299526
0.0096 -5.87785 -3.23915 -3.23915 0.0026387 -0.0026387 0.00323915
0.00961 -6.37424 -3.47028 -3.47028 0.00290396 -0.00290396 0.00347028
0.00962 -6.84547 -3.68772 -3.68772 0.00315775 -0.00315775 0.00368772
0.00963 -7.28969 -3.89063 -3.89063 0.00339906 -0.00339906 0.00389063
0.00964 -7.70513 -4.07819 -4.07819 0.00362694 -0.00362694 0.00407819
0.00965 -8.09017 -4.24967 -4.24967 0.0038405 -0.0038405 0.00424967
0.00966 -8.44328 -4.40439 -4.40439 0.00403889 -0.00403889 0.00440439
0.00967 -8.76307 -4.54174 -4.54174 0.00422133 -0.00422133 0.00454174
0.00968 -9.04827 -4.66118 -4.66118 0.00438709 -0.00438709 0.00466118
0.00969 -9.29776 -4.76224 -4.76224 0.00453553 -0.00453553 0.00476224
0.0097 -9.51057 -4.84451 -4.84451 0.00466605 -0.00466605 0.00484451
0.00971 -9.68583 -4.90768 -4.90768 0.00477815 -0.00477815 0.00490768
0.00972 -9.82287 -4.95149 -4.95149 0.00487138 -0.00487138 0.00495149
0.00973 -9.92115 -4.97577 -4.97577 0.00494537 -0.00494537 0.00497577
0.00974 -9.98027 -4.98043 -4.98043 0.00499984 -0.00499984 0.00498043
0.00975 -10 -4.96545 -4.96545 0.00503455 -0.00503455 0.00496545
0.00976 -9.98027 -4.93088 -4.93088 0.00504939 -0.00504939 0.00493088
0.00977 -9.92115 -4.87686 -4.87686 0.00504429 -0.00504429 0.00487686
0.00978 -9.82287 -4.80361 -4.80361 0.00501927 -0.00501927 0.00480361
0.00979 -9.68583 -4.71141 -4.71141 0.00497443 -0.00497443 0.00471141
0.0098 -9.51057 -4.60063 -4.60063 0.00490994 -0.00490994 0.00460063
0.00981 -9.29776 -4.4717 -4.4717 0.00482606 -0.00482606 0.0044717
0.00982 -9.04827 -4.32514 -4.32514 0.00472313 -0.00472313 0.00432514
0.00983 -8.76307 -4.16152 -4.16152 0.00460155 -0.00460155 0.00416152
0.00984 -8.44328 -3.98149 -3.98149 0.00446179 -0.00446179 0.00398149
0.00985 -8.09017 -3.78576 -3.78576 0.00430441 -0.00430441 0.00378576
0.00986 -7.70513 -3.57509 -3.57509 0.00413004 -0.00413004 0.00357509
0.00987 -7.28969 -3.35033 -3.35033 0.00393935 -0.00393935 0.00335033
0.00988 -6.84547 -3.11236 -3.11236 0.00373311 -0.00373311 0.00311236
0.00989 -6.37424 -2.86212 -2.86212 0.00351212 -0.00351212 0.00286212
0.0099 -5.87785 -2.60059 -2.60059 0.00327726 -0.00327726 0.00260059
0.00991 -5.35827 -2.32881 -2.32881 0.00302945 -0.00302945 0.00232881
0.00992 -4.81754 -2.04786 -2.04786 0.00276968 -0.00276968 0.00204786
0.00993 -4.25779 -1.75883 -1.75883 0.00249897 -0.00249897 0.00175883
0.00994 -3.68125 -1.46287 -1.46287 0.00221838 -0.00221838 0.00146287
0.00995 -3.09017 -1.16114 -1.16114 0.00192903 -0.00192903 0.00116114
0.00996 -2.4869 -0.854849 -0.854849 0.00163205 -0.00163205 0.000854849
0.00997 -1.87381 -0.545193 -0.545193 0.00132862 -0.00132862 0.000545193
0.00998 -1.25333 -0.233395 -0.233395 0.00101994 -0.00101994 0.000233395
0.00999 -0.627905 0.0793129 0.0793129 0.000707218 -0.000707218 -7.93129e-05
0.01 -2.0275e-11 0.391697 0.391697 0.000391697 -0.000391697 -0.000391697
