t 1 2 3 4 5 6 7 8 9 10 11 jE0800 jE0900 jF0002 jF1002 jxH1100 jyH1100 jV0408 jV0709 jVCC 
10.13 10 -1963.14 0 -195.314 -1963.14 7.8 -196.094 -196.314 -197.094 7.8 0.0001 0 0 0.000196094 0.000195314 0 0.0001 0 0 2.73314e-06
10.14 10 -1962.55 0 -195.255 -1962.55 8.4 -196.095 -196.255 -197.095 8.4 0.0001 0 0 0.000196095 0.000195255 0 0.0001 0 0 2.79255e-06
10.15 10 -1961.96 0 -195.196 -1961.96 9 -196.096 -196.196 -197.096 9 0.0001 0 0 0.000196096 0.000195196 0 0.0001 0 0 2.85196e-06
10.16 10 -1961.37 0 -195.137 -1961.37 9.6 -196.097 -196.137 -197.097 9.6 0.0001 0 0 0.000196097 0.000195137 0 0.0001 0 0 2.91137e-06
10.17 10 -1960.78 0 -195.078 -1960.78 10.2 -196.098 -196.078 -197.098 10.2 0.0001 0 0 0.000196098 0.000195078 0 0.0001 0 0 2.97078e-06
10.18 10 -1960.2 0 -195.02 -1960.2 10.8 -196.1 -196.02 -197.1 10.8 0.0001 0 0 0.0001961 0.00019502 0 0.0001 0 0 3.0302e-06
10.19 10 -1959.61 0 -194.961 -1959.61 11.4 -196.101 -195.961 -197.101 11.4 0.0001 0 0 0.000196101 0.000194961 0 0.0001 0 0 3.08961e-06
10.2 10 -1959.02 0 -194.902 -1959.02 12 -196.102 -195.902 -197.102 12 0.0001 0 0 0.000196102 0.000194902 0 0.0001 0 0 3.14902e-06
10.21 10 -1958.43 0 -194.843 -1958.43 12.6 -196.103 -195.843 -197.103 12.6 0.0001 0 0 0.000196103 0.000194843 0 0.0001 0 0 3.20843e-06
10.22 10 -1957.84 0 -194.784 -1957.84 13.2 -196.104 -195.784 -197.104 13.2 0.0001 0 0 0.000196104 0.000194784 0 0.0001 0 0 3.26784e-06
10.23 10 -1957.25 0 -194.725 -1957.25 13.8 -196.105 -195.725 -197.105 13.8 0.0001 0 0 0.000196105 0.000194725 0 0.0001 0 0 3.32725e-06
10.24 10 -1956.67 0 -194.667 -1956.67 14.4 -196.107 -195.667 -197.107 14.4 0.0001 0 0 0.000196107 0.000194667 0 0.0001 0 0 3.38667e-06
10.25 10 -1956.08 0 -194.608 -1956.08 15 -196.108 -195.608 -197.108 15 0.0001 0 0 0.000196108 0.000194608 0 0.0001 0 0 3.44608e-06
10.26 10 -1955.49 0 -194.549 -1955.49 15.6 -196.109 -195.549 -197.109 15.6 0.0001 0 0 0.000196109 0.000194549 0 0.0001 0 0 3.50549e-06
10.27 10 -1954.9 0 -194.49 -1954.9 16.2 -196.11 -195.49 -197.11 16.2 0.0001 0 0 0.00019611 0.00019449 0 0.0001 0 0 3.5649e-06
10.28 10 -1954.31 0 -194.431 -1954.31 16.8 -196.111 -195.431 -197.111 16.8 0.0001 0 0 0.000196111 0.000194431 0 0.0001 0 0 3.62431e-06
10.29 10 -1953.73 0 -194.373 -1953.73 17.4 -196.113 -195.373 -197.113 17.4 0.0001 0 0 0.000196113 0.000194373 0 0.0001 0 0 3.68373e-06
10.3 10 -1953.14 0 -194.314 -1953.14 18 -196.114 -195.314 -197.114 18 0.0001 0 0 0.000196114 0.000194314 0 0.0001 0 0 3.74314e-06
10.31 10 -1952.55 0 -194.255 -1952.55 18.6 -196.115 -195.255 -197.115 18.6 0.0001 0 0 0.000196115 0.000194255 0 0.0001 0 0 3.80255e-06
10.32 10 -1951.96 0 -194.196 -1951.96 19.2 -196.116 -195.196 -197.116 19.2 0.0001 0 0 0.000196116 0.000194196 0 0.0001 0 0 3.86196e-06
10.33 10 -1951.37 0 -194.137 -1951.37 19.8 -196.117 -195.137 -197.117 19.8 0.0001 0 0 0.000196117 0.000194137 0 0.0001 0 0 3.92137e-06
10.34 10 -1950.78 0 -194.078 -1950.78 20.4 -196.118 -195.078 -197.118 20.4 0.0001 0 0 0.000196118 0.000194078 0 0.0001 0 0 3.98078e-06
10.35 10 -1950.2 0 -194.02 -1950.2 21 -196.12 -195.02 -197.12 21 0.0001 0 0 0.00019612 0.00019402 0 0.0001 0 0 4.0402e-06
10.36 10 -1949.61 0 -193.961 -1949.61 21.6 -196.121 -194.961 -197.121 21.6 0.0001 0 0 0.000196121 0.000193961 0 0.0001 0 0 4.09961e-06
10.37 10 -1949.02 0 -193.902 -1949.02 22.2 -196.122 -194.902 -197.122 22.2 0.0001 0 0 0.000196122 0.000193902 0 0.0001 0 0 4.15902e-06
10.38 10 -1948.43 0 -193.843 -1948.43 22.8 -196.123 -194.843 -197.123 22.8 0.0001 0 0 0.000196123 0.000193843 0 0.0001 0 0 4.21843e-06
10.39 10 -1947.84 0 -193.784 -1947.84 23.4 -196.124 -194.784 -197.124 23.4 0.0001 0 0 0.000196124 0.000193784 0 0.0001 0 0 4.27784e-06
10.4 10 -1947.25 0 -193.725 -1947.25 24 -196.125 -194.725 -197.125 24 0.0001 0 0 0.000196125 0.000193725 0 0.0001 0 0 4.33725e-06
10.41 10 -1946.67 0 -193.667 -1946.67 24.6 -196.127 -194.667 -197.127 24.6 0.0001 0 0 0.000196127 0.000193667 0 0.0001 0 0 4.39667e-06
10.42 10 -1946.08 0 -193.608 -1946.08 25.2 -196.128 -194.608 -197.128 25.2 0.0001 0 0 0.000196128 0.000193608 0 0.0001 0 0 4.45608e-06
10.43 10 -1945.49 0 -193.549 -1945.49 25.8 -196.129 -194.549 -197.129 25.8 0.0001 0 0 0.000196129 0.000193549 0 0.0001 0 0 4.51549e-06
10.44 10 -1944.9 0 -193.49 -1944.9 26.4 -196.13 -194.49 -197.13 26.4 0.0001 0 0 0.00019613 0.00019349 0 0.0001 0 0 4.5749e-06
10.45 10 -1944.31 0 -193.431 -1944.31 27 -196.131 -194.431 -197.131 27 0.0001 0 0 0.000196131 0.000193431 0 0.0001 0 0 4.63431e-06
10.46 10 -1943.73 0 -193.373 -1943.73 27.6 -196.133 -194.373 -197.133 27.6 0.0001 0 0 0.000196133 0.000193373 0 0.0001 0 0 4.69373e-06
10.47 10 -1943.14 0 -193.314 -1943.14 28.2 -196.134 -194.314 -197.134 28.2 0.0001 0 0 0.000196134 0.000193314 0 0.0001 0 0 4.75314e-06
10.48 10 -1942.55 0 -193.255 -1942.55 28.8 -196.135 -194.255 -197.135 28.8 0.0001 0 0 0.000196135 0.000193255 0 0.0001 0 0 4.81255e-06
10.49 10 -1941.96 0 -193.196 -1941.96 29.4 -196.136 -194.196 -197.136 29.4 0.0001 0 0 0.000196136 0.000193196 0 0.0001 0 0 4.87196e-06
10.5 10 -1941.37 0 -193.137 -1941.37 30 -196.137 -194.137 -197.137 30 0.0001 0 0 0.000196137 0.000193137 0 0.0001 0 0 4.93137e-06
10.51 10 -1941.96 0 -193.196 -1941.96 29.4 -196.136 -194.196 -197.136 29.4 0.0001 0 0 0.000196136 0.000193196 0 0.0001 0 0 4.87196e-06
10.52 10 -1942.55 0 -193.255 -1942.55 28.8 -196.135 -194.255 -197.135 28.8 0.0001 0 0 0.000196135 0.000193255 0 0.0001 0 0 4.81255e-06
10.53 10 -1943.14 0 -193.314 -1943.14 28.2 -196.134 -194.314 -197.134 28.2 0.0001 0 0 0.000196134 0.000193314 0 0.0001 0 0 4.75314e-06
10.54 10 -1943.73 0 -193.373 -1943.73 27.6 -196.133 -194.373 -197.133 27.6 0.0001 0 0 0.000196133 0.000193373 0 0.0001 0 0 4.69373e-06
10.55 10 -1944.31 0 -193.431 -1944.31 27 -196.131 -194.431 -197.131 27 0.0001 0 0 0.000196131 0.000193431 0 0.0001 0 0 4.63431e-06
10.56 10 -1944.9 0 -193.49 -1944.9 26.4 -196.13 -194.49 -197.13 26.4 0.0001 0 0 0.00019613 0.00019349 0 0.0001 0 0 4.5749e-06
10.57 10 -1945.49 0 -193.549 -1945.49 25.8 -196.129 -194.549 -197.129 25.8 0.0001 0 0 0.000196129 0.000193549 0 0.0001 0 0 4.51549e-06
10.58 10 -1946.08 0 -193.608 -1946.08 25.2 -196.128 -194.608 -197.128 25.2 0.0001 0 0 0.000196128 0.000193608 0 0.0001 0 0 4.45608e-06
10.59 10 -1946.67 0 -193.667 -1946.67 24.6 -196.127 -194.667 -197.127 24.6 0.0001 0 0 0.000196127 0.000193667 0 0.0001 0 0 4.39667e-06
10.6 10 -1947.25 0 -193.725 -1947.25 24 -196.125 -194.725 -197.125 24 0.0001 0 0 0.000196125 0.000193725 0 0.0001 0 0 4.33725e-06
10.61 10 -1947.84 0 -193.784 -1947.84 23.4 -196.124 -194.784 -197.124 23.4 0.0001 0 0 0.000196124 0.000193784 0 0.0001 0 0 4.27784e-06
10.62 10 -1948.43 0 -193.843 -1948.43 22.8 -196.123 -194.843 -197.123 22.8 0.0001 0 0 0.000196123 0.000193843 0 0.0001 0 0 4.21843e-06
10.63 10 -1949.02 0 -193.902 -1949.02 22.2 -196.122 -194.902 -197.122 22.2 0.0001 0 0 0.000196122 0.000193902 0 0.0001 0 0 4.15902e-06
10.64 10 -1949.61 0 -193.961 -1949.61 21.6 -196.121 -194.961 -197.121 21.6 0.0001 0 0 0.000196121 0.000193961 0 0.0001 0 0 4.09961e-06
10.65 10 -1950.2 0 -194.02 -1950.2 21 -196.12 -195.02 -197.12 21 0.0001 0 0 0.00019612 0.00019402 0 0.0001 0 0 4.0402e-06
10.66 10 -1950.78 0 -194.078 -1950.78 20.4 -196.118 -195.078 -197.118 20.4 0.0001 0 0 0.000196118 0.000194078 0 0.0001 0 0 3.98078e-06
10.67 10 -1951.37 0 -194.137 -1951.37 19.8 -196.117 -195.137 -197.117 19.8 0.0001 0 0 0.000196117 0.000194137 0 0.0001 0 0 3.92137e-06
10.68 10 -1951.96 0 -194.196 -1951.96 19.2 -196.116 -195.196 -197.116 19.2 0.0001 0 0 0.000196116 0.000194196 0 0.0001 0 0 3.86196e-06
10.69 10 -1952.55 0 -194.255 -1952.55 18.6 -196.115 -195.255 -197.115 18.6 0.0001 0 0 0.000196115 0.000194255 0 0.0001 0 0 3.80255e-06
10.7 10 -1953.14 0 -194.314 -1953.14 18 -196.114 -195.314 -197.114 18 0.0001 0 0 0.000196114 0.000194314 0 0.0001 0 0 3.74314e-06
10.71 10 -1953.73 0 -194.373 -1953.73 17.4 -196.113 -195.373 -197.113 17.4 0.0001 0 0 0.000196113 0.000194373 0 0.0001 0 0 3.68373e-06
10.72 10 -1954.31 0 -194.431 -1954.31 16.8 -196.111 -195.431 -197.111 16.8 0.0001 0 0 0.000196111 0.000194431 0 0.0001 0 0 3.62431e-06
10.73 10 -1954.9 0 -194.49 -1954.9 16.2 -196.11 -195.49 -197.11 16.2 0.0001 0 0 0.00019611 0.00019449 0 0.0001 0 0 3.5649e-06
10.74 10 -1955.49 0 -194.549 -1955.49 15.6 -196.109 -195.549 -197.109 15.6 0.0001 0 0 0.000196109 0.000194549 0 0.0001 0 0 3.50549e-06
10.75 10 -1956.08 0 -194.608 -1956.08 15 -196.108 -195.608 -197.108 15 0.0001 0 0 0.000196108 0.000194608 0 0.0001 0 0 3.44608e-06
10.76 10 -1956.67 0 -194.667 -1956.67 14.4 -196.107 -195.667 -197.107 14.4 0.0001 0 0 0.000196107 0.000194667 0 0.0001 0 0 3.38667e-06
10.77 10 -1957.25 0 -194.725 -1957.25 13.8 -196.105 -195.725 -197.105 13.8 0.0001 0 0 0.000196105 0.000194725 0 0.0001 0 0 3.32725e-06
10.78 10 -1957.84 0 -194.784 -1957.84 13.2 -196.104 -195.784 -197.104 13.2 0.0001 0 0 0.000196104 0.000194784 0 0.0001 0 0 3.26784e-06
10.79 10 -1958.43 0 -194.843 -1958.43 12.6 -196.103 -195.843 -197.103 12.6 0.0001 0 0 0.000196103 0.000194843 0 0.0001 0 0 3.20843e-06
10.8 10 -1959.02 0 -194.902 -1959.02 12 -196.102 -195.902 -197.102 12 0.0001 0 0 0.000196102 0.000194902 0 0.0001 0 0 3.14902e-06
10.81 10 -1959.61 0 -194.961 -1959.61 11.4 -196.101 -195.961 -197.101 11.4 0.0001 0 0 0.000196101 0.000194961 0 0.0001 0 0 3.08961e-06
10.82 10 -1960.2 0 -195.02 -1960.2 10.8 -196.1 -196.02 -197.1 10.8 0.0001 0 0 0.0001961 0.00019502 0 0.0001 0 0 3.0302e-06
10.83 10 -1960.78 0 -195.078 -1960.78 10.2 -196.098 -196.078 -197.098 10.2 0.0001 0 0 0.000196098 0.000195078 0 0.0001 0 0 2.97078e-06
10.84 10 -1961.37 0 -195.137 -1961.37 9.6 -196.097 -196.137 -197.097 9.6 0.0001 0 0 0.000196097 0.000195137 0 0.0001 0 0 2.91137e-06
10.85 10 -1961.96 0 -195.196 -1961.96 9 -196.096 -196.196 -197.096 9 0.0001 0 0 0.000196096 0.000195196 0 0.0001 0 0 2.85196e-06
10.86 10 -1962.55 0 -195.255 -1962.55 8.4 -196.095 -196.255 -197.095 8.4 0.0001 0 0 0.000196095 0.000195255 0 0.0001 0 0 2.79255e-06
10.87 10 -1963.14 0 -195.314 -1963.14 7.8 -196.094 -196.314 -197.094 7.8 0.0001 0 0 0.000196094 0.000195314 0 0.0001 0 0 2.73314e-06
10.88 10 -1963.73 0 -195.373 -1963.73 7.2 -196.093 -196.373 -197.093 7.2 0.0001 0 0 0.000196093 0.000195373 0 0.0001 0 0 2.67373e-06
10.89 10 -1964.31 0 -195.431 -1964.31 6.6 -196.091 -196.431 -197.091 6.6 0.0001 0 0 0.000196091 0.000195431 0 0.0001 0 0 2.61431e-06
10.9 10 -1964.9 0 -195.49 -1964.9 6 -196.09 -196.49 -197.09 6 0.0001 0 0 0.00019609 0.00019549 0 0.0001 0 0 2.5549e-06
10.91 10 -1965.49 0 -195.549 -1965.49 5.4 -196.089 -196.549 -197.089 5.4 0.0001 0 0 0.000196089 0.000195549 0 0.0001 0 0 2.49549e-06
10.92 10 -1966.08 0 -195.608 -1966.08 4.8 -196.088 -196.608 -197.088 4.8 0.0001 0 0 0.000196088 0.000195608 0 0.0001 0 0 2.43608e-06
10.93 10 -1966.67 0 -195.667 -1966.67 4.2 -196.087 -196.667 -197.087 4.2 0.0001 0 0 0.000196087 0.000195667 0 0.0001 0 0 2.37667e-06
10.94 10 -1967.25 0 -195.725 -1967.25 3.6 -196.085 -196.725 -197.085 3.6 0.0001 0 0 0.000196085 0.000195725 0 0.0001 0 0 2.31725e-06
10.95 10 -1967.84 0 -195.784 -1967.84 3 -196.084 -196.784 -197.084 3 0.0001 0 0 0.000196084 0.000195784 0 0.0001 0 0 2.25784e-06
10.96 10 -1968.43 0 -195.843 -1968.43 2.4 -196.083 -196.843 -197.083 2.4 0.0001 0 0 0.000196083 0.000195843 0 0.0001 0 0 2.19843e-06
10.97 10 -1969.02 0 -195.902 -1969.02 1.8 -196.082 -196.902 -197.082 1.8 0.0001 0 0 0.000196082 0.000195902 0 0.0001 0 0 2.13902e-06
10.98 10 -1969.61 0 -195.961 -1969.61 1.2 -196.081 -196.961 -197.081 1.2 0.0001 0 0 0.000196081 0.000195961 0 0.0001 0 0 2.07961e-06
10.99 10 -1970.2 0 -196.02 -1970.2 0.6 -196.08 -197.02 -197.08 0.6 0.0001 0 0 0.00019608 0.00019602 0 0.0001 0 0 2.0202e-06
11 10 -1970.78 0 -196.078 -1970.78 1.14042e-11 -196.078 -197.078 -197.078 1.14042e-11 0.0001 0 0 0.000196078 0.000196078 0 0.0001 0 0 1.96078e-06
