t 1 2 3 4 5 6 7 8 9 jL1 jL2 jE11 jO1 jV1 
3.28 0.133096 0.399287 -1.59828 -0.707302 1.09164 0.133096 -0.208483 -6.27389 -0.600713 -0.446712 0.0850717 1.79028 -2.18328 2.05018
3.3 0.152206 0.456617 -1.59828 -0.707302 1.1077 0.152206 -0.199665 -6.44076 -0.543383 -0.440875 0.0834334 1.79028 -2.21541 2.0632
3.32 0.171247 0.513742 -1.59828 -0.707302 1.12332 0.171247 -0.190976 -6.60421 -0.486258 -0.43446 0.0817276 1.79028 -2.24664 2.07539
3.34 0.190213 0.570638 -1.59828 -0.707302 1.13848 0.190213 -0.182427 -6.76412 -0.429362 -0.427479 0.0799559 1.79028 -2.27696 2.08675
3.36 0.209094 0.627283 -1.59828 -0.707302 1.15318 0.209094 -0.174028 -6.92036 -0.372717 -0.419941 0.0781196 1.79028 -2.30636 2.09727
3.38 0.227885 0.683655 -1.59828 -0.707302 1.16741 0.227885 -0.165791 -7.0728 -0.316345 -0.411861 0.0762202 1.79028 -2.33483 2.10694
3.4 0.246577 0.739731 -1.59828 -0.707302 1.18117 0.246577 -0.157726 -7.22132 -0.260269 -0.40325 0.0742593 1.79028 -2.36235 2.11577
3.42 0.265163 0.795488 -1.59828 -0.707302 1.19446 0.265163 -0.149843 -7.3658 -0.204512 -0.394121 0.0722384 1.79028 -2.38891 2.12375
3.44 0.283635 0.850906 -1.59828 -0.707302 1.20726 0.283635 -0.142153 -7.50612 -0.149094 -0.38449 0.0701593 1.79028 -2.41451 2.13088
3.46 0.301987 0.905961 -1.59828 -0.707302 1.21957 0.301987 -0.134666 -7.64216 -0.0940395 -0.374369 0.0680236 1.79028 -2.43914 2.13715
3.48 0.32021 0.960631 -1.59828 -0.707302 1.23139 0.32021 -0.127391 -7.77383 -0.0393688 -0.363774 0.0658332 1.79028 -2.46278 2.14257
3.5 0.338299 1.0149 -1.59828 -0.707302 1.24271 0.338299 -0.120336 -7.90101 0.0148959 -0.35272 0.0635897 1.79028 -2.48542 2.14712
3.52 0.356244 1.06873 -1.59828 -0.707302 1.25353 0.356244 -0.113512 -8.0236 0.0687331 -0.341223 0.0612952 1.79028 -2.50706 2.15082
3.54 0.37404 1.12212 -1.59828 -0.707302 1.26385 0.37404 -0.106926 -8.1415 0.122121 -0.329299 0.0589514 1.79028 -2.52769 2.15365
3.56 0.39168 1.17504 -1.59828 -0.707302 1.27365 0.39168 -0.100586 -8.25462 0.17504 -0.316965 0.0565605 1.79028 -2.54731 2.15563
3.58 0.409156 1.22747 -1.59828 -0.707302 1.28295 0.409156 -0.0945017 -8.36287 0.227467 -0.304238 0.0541243 1.79028 -2.56589 2.15673
3.6 0.426461 1.27938 -1.59828 -0.707302 1.29172 0.426461 -0.088679 -8.46616 0.279383 -0.291135 0.0516449 1.79028 -2.58344 2.15698
3.62 0.443589 1.33077 -1.59828 -0.707302 1.29998 0.443589 -0.0831255 -8.56441 0.330766 -0.277675 0.0491243 1.79028 -2.59995 2.15637
3.64 0.460532 1.3816 -1.59828 -0.707302 1.30771 0.460532 -0.077848 -8.65754 0.381597 -0.263874 0.0465648 1.79028 -2.61542 2.15489
3.66 0.477285 1.43185 -1.59828 -0.707302 1.31492 0.477285 -0.0728529 -8.74548 0.431855 -0.249753 0.0439685 1.79028 -2.62983 2.15255
3.68 0.49384 1.48152 -1.59828 -0.707302 1.3216 0.49384 -0.0681463 -8.82815 0.48152 -0.23533 0.0413374 1.79028 -2.64319 2.14935
3.7 0.510191 1.53057 -1.59828 -0.707302 1.32774 0.510191 -0.0637339 -8.9055 0.530573 -0.220624 0.038674 1.79028 -2.65549 2.14529
3.72 0.526332 1.57899 -1.59828 -0.707302 1.33336 0.526332 -0.0596208 -8.97746 0.578995 -0.205654 0.0359803 1.79028 -2.66671 2.14038
3.74 0.542255 1.62677 -1.59828 -0.707302 1.33843 0.542255 -0.055812 -9.04398 0.626765 -0.190441 0.0332587 1.79028 -2.67687 2.13461
3.76 0.557956 1.67387 -1.59828 -0.707302 1.34298 0.557956 -0.0523119 -9.105 0.673867 -0.175004 0.0305115 1.79028 -2.68595 2.128
3.78 0.573427 1.72028 -1.59828 -0.707302 1.34698 0.573427 -0.0491246 -9.16048 0.72028 -0.159363 0.0277409 1.79028 -2.69396 2.12053
3.8 0.588662 1.76599 -1.59828 -0.707302 1.35044 0.588662 -0.0462538 -9.21038 0.765987 -0.143539 0.0249494 1.79028 -2.70088 2.11222
3.82 0.603656 1.81097 -1.59828 -0.707302 1.35336 0.603656 -0.0437028 -9.25466 0.810969 -0.127552 0.0221393 1.79028 -2.70672 2.10307
3.84 0.618403 1.85521 -1.59828 -0.707302 1.35574 0.618403 -0.0414743 -9.29329 0.855209 -0.111423 0.0193129 1.79028 -2.71148 2.09308
3.86 0.632897 1.89869 -1.59828 -0.707302 1.35758 0.632897 -0.0395708 -9.32623 0.89869 -0.0951734 0.0164726 1.79028 -2.71515 2.08226
3.88 0.647131 1.94139 -1.59828 -0.707302 1.35887 0.647131 -0.0379944 -9.35347 0.941394 -0.0788229 0.0136209 1.79028 -2.71774 2.07061
3.9 0.661102 1.98331 -1.59828 -0.707302 1.35962 0.661102 -0.0367465 -9.37499 0.983305 -0.0623931 0.0107601 1.79028 -2.71923 2.05813
3.92 0.674802 2.02441 -1.59828 -0.707302 1.35982 0.674802 -0.0358284 -9.39078 1.02441 -0.0459051 0.0078927 1.79028 -2.71964 2.04484
3.94 0.688227 2.06468 -1.59828 -0.707302 1.35948 0.688227 -0.0352408 -9.40082 1.06468 -0.0293798 0.00502102 1.79028 -2.71896 2.03074
3.96 0.701372 2.10412 -1.59828 -0.707302 1.3586 0.701372 -0.0349841 -9.40512 1.10412 -0.0128385 0.00214752 1.79028 -2.7172 2.01583
3.98 0.714231 2.14269 -1.59828 -0.707302 1.35717 0.714231 -0.035058 -9.40366 1.14269 0.00369784 -0.000725394 1.79028 -2.71435 2.00012
4 0.726799 2.1804 -1.59828 -0.707302 1.35521 0.726799 -0.0354622 -9.39647 1.1804 0.020208 -0.0035953 1.79028 -2.71041 1.98361
4.02 0.739071 2.21721 -1.59828 -0.707302 1.3527 0.739071 -0.0361956 -9.38355 1.21721 0.0366711 -0.00645979 1.79028 -2.70539 1.96632
4.04 0.751043 2.25313 -1.59828 -0.707302 1.34965 0.751043 -0.0372569 -9.36492 1.25313 0.053066 -0.00931648 1.79028 -2.6993 1.94825
4.06 0.76271 2.28813 -1.59828 -0.707302 1.34606 0.76271 -0.0386444 -9.3406 1.28813 0.069372 -0.012163 1.79028 -2.69212 1.92941
4.08 0.774068 2.3222 -1.59828 -0.707302 1.34194 0.774068 -0.0403557 -9.3106 1.3222 0.0855683 -0.0149969 1.79028 -2.68387 1.90981
4.1 0.785111 2.35533 -1.59828 -0.707302 1.33728 0.785111 -0.0423884 -9.27497 1.35533 0.101634 -0.0178158 1.79028 -2.67455 1.88944
4.12 0.795836 2.38751 -1.59828 -0.707302 1.33209 0.795836 -0.0447394 -9.23374 1.38751 0.117549 -0.0206175 1.79028 -2.66417 1.86834
4.14 0.806238 2.41872 -1.59828 -0.707302 1.32636 0.806238 -0.0474053 -9.18694 1.41872 0.133293 -0.0233995 1.79028 -2.65273 1.84649
4.16 0.816314 2.44894 -1.59828 -0.707302 1.32011 0.816314 -0.0503822 -9.13462 1.44894 0.148846 -0.0261596 1.79028 -2.64023 1.82391
4.18 0.82606 2.47818 -1.59828 -0.707302 1.31334 0.82606 -0.053666 -9.07683 1.47818 0.164188 -0.0288955 1.79028 -2.62667 1.80061
4.2 0.835471 2.50641 -1.59828 -0.707302 1.30604 0.835471 -0.057252 -9.01362 1.50641 0.1793 -0.0316049 1.79028 -2.61208 1.77661
4.22 0.844545 2.53363 -1.59828 -0.707302 1.29822 0.844545 -0.0611352 -8.94505 1.53363 0.194161 -0.0342856 1.79028 -2.59644 1.7519
4.24 0.853277 2.55983 -1.59828 -0.707302 1.28989 0.853277 -0.0653103 -8.87117 1.55983 0.208754 -0.0369354 1.79028 -2.57978 1.7265
4.26 0.861665 2.58499 -1.59828 -0.707302 1.28104 0.861665 -0.0697714 -8.79207 1.58499 0.223059 -0.0395521 1.79028 -2.56209 1.70042
4.28 0.869704 2.60911 -1.59828 -0.707302 1.27169 0.869704 -0.0745126 -8.7078 1.60911 0.237057 -0.0421335 1.79028 -2.54338 1.67367
4.3 0.877393 2.63218 -1.59828 -0.707302 1.26183 0.877393 -0.0795272 -8.61845 1.63218 0.250732 -0.0446777 1.79028 -2.52366 1.64627
4.32 0.884728 2.65418 -1.59828 -0.707302 1.25147 0.884728 -0.0848085 -8.52408 1.65418 0.264064 -0.0471825 1.79028 -2.50294 1.61821
4.34 0.891706 2.67512 -1.59828 -0.707302 1.24061 0.891706 -0.0903492 -8.42479 1.67512 0.277037 -0.0496458 1.79028 -2.48123 1.58952
4.36 0.898325 2.69497 -1.59828 -0.707302 1.22927 0.898325 -0.0961419 -8.32066 1.69497 0.289634 -0.0520657 1.79028 -2.45853 1.56021
4.38 0.904582 2.71375 -1.59828 -0.707302 1.21743 0.904582 -0.102179 -8.21178 1.71375 0.301838 -0.0544403 1.79028 -2.43486 1.53028
4.4 0.910475 2.73142 -1.59828 -0.707302 1.20511 0.910475 -0.108451 -8.09824 1.73142 0.313633 -0.0567677 1.79028 -2.41023 1.49975
4.42 0.916001 2.748 -1.59828 -0.707302 1.19232 0.916001 -0.114951 -7.98015 1.748 0.325003 -0.059046 1.79028 -2.38464 1.46864
4.44 0.921159 2.76348 -1.59828 -0.707302 1.17906 0.921159 -0.12167 -7.85761 1.76348 0.335934 -0.0612733 1.79028 -2.35811 1.43695
4.46 0.925947 2.77784 -1.59828 -0.707302 1.16532 0.925947 -0.128598 -7.73071 1.77784 0.346411 -0.063448 1.79028 -2.33065 1.4047
4.48 0.930362 2.79109 -1.59828 -0.707302 1.15113 0.930362 -0.135727 -7.59957 1.79109 0.356418 -0.0655684 1.79028 -2.30227 1.3719
4.5 0.934404 2.80321 -1.59828 -0.707302 1.13649 0.934404 -0.143046 -7.46431 1.80321 0.365944 -0.0676328 1.79028 -2.27297 1.33857
4.52 0.93807 2.81421 -1.59828 -0.707302 1.12139 0.93807 -0.150545 -7.32503 1.81421 0.374974 -0.0696396 1.79028 -2.24278 1.30471
4.54 0.94136 2.82408 -1.59828 -0.707302 1.10585 0.94136 -0.158215 -7.18185 1.82408 0.383495 -0.0715873 1.79028 -2.21171 1.27035
4.56 0.944272 2.83282 -1.59828 -0.707302 1.08988 0.944272 -0.166045 -7.0349 1.83282 0.391497 -0.0734744 1.79028 -2.17976 1.23549
4.58 0.946806 2.84042 -1.59828 -0.707302 1.07348 0.946806 -0.174024 -6.88431 1.84042 0.398967 -0.0752994 1.79028 -2.14696 1.20015
4.6 0.948959 2.84688 -1.59828 -0.707302 1.05665 0.948959 -0.182142 -6.73018 1.84688 0.405894 -0.0770611 1.79028 -2.11331 1.16435
4.62 0.950733 2.8522 -1.59828 -0.707302 1.03941 0.950733 -0.190387 -6.57267 1.8522 0.412268 -0.0787581 1.79028 -2.07882 1.12809
4.64 0.952126 2.85638 -1.59828 -0.707302 1.02176 0.952126 -0.198749 -6.41189 1.85638 0.41808 -0.0803891 1.79028 -2.04352 1.0914
4.66 0.953137 2.85941 -1.59828 -0.707302 1.00371 0.953137 -0.207215 -6.24798 1.85941 0.423319 -0.0819531 1.79028 -2.00742 1.05428
4.68 0.953767 2.8613 -1.59828 -0.707302 0.985265 0.953767 -0.215775 -6.08109 1.8613 0.427978 -0.0834488 1.79028 -1.97053 1.01676
4.7 0.954016 2.86205 -1.59828 -0.707302 0.966433 0.954016 -0.224416 -5.91133 1.86205 0.432049 -0.0848754 1.79028 -1.93287 0.978851
4.72 0.953882 2.86165 -1.59828 -0.707302 0.947222 0.953882 -0.233126 -5.73887 1.86165 0.435524 -0.0862316 1.79028 -1.89444 0.940562
4.74 0.953368 2.8601 -1.59828 -0.707302 0.92764 0.953368 -0.241894 -5.56384 1.8601 0.438397 -0.0875168 1.79028 -1.85528 0.901913
4.76 0.952472 2.85742 -1.59828 -0.707302 0.907696 0.952472 -0.250708 -5.38638 1.85742 0.440662 -0.08873 1.79028 -1.81539 0.862919
4.78 0.951196 2.85359 -1.59828 -0.707302 0.887396 0.951196 -0.259554 -5.20664 1.85359 0.442313 -0.0898704 1.79028 -1.77479 0.823595
4.8 0.94954 2.84862 -1.59828 -0.707302 0.866749 0.94954 -0.268421 -5.02476 1.84862 0.443347 -0.0909373 1.79028 -1.7335 0.783957
4.82 0.947506 2.84252 -1.59828 -0.707302 0.845764 0.947506 -0.277296 -4.8409 1.84252 0.443758 -0.0919302 1.79028 -1.69153 0.744022
4.84 0.945093 2.83528 -1.59828 -0.707302 0.824449 0.945093 -0.286167 -4.65521 1.83528 0.443544 -0.0928484 1.79028 -1.6489 0.703806
4.86 0.942303 2.82691 -1.59828 -0.707302 0.802813 0.942303 -0.295021 -4.46782 1.82691 0.442701 -0.0936914 1.79028 -1.60563 0.663324
4.88 0.939137 2.81741 -1.59828 -0.707302 0.780865 0.939137 -0.303845 -4.2789 1.81741 0.441229 -0.0944588 1.79028 -1.56173 0.622593
4.9 0.935598 2.80679 -1.59828 -0.707302 0.758614 0.935598 -0.312628 -4.0886 1.80679 0.439126 -0.0951503 1.79028 -1.51723 0.581629
4.92 0.931685 2.79506 -1.59828 -0.707302 0.736068 0.931685 -0.321356 -3.89707 1.79506 0.43639 -0.0957656 1.79028 -1.47214 0.54045
4.94 0.927402 2.78221 -1.59828 -0.707302 0.713236 0.927402 -0.330016 -3.70446 1.78221 0.433023 -0.0963045 1.79028 -1.42647 0.49907
4.96 0.92275 2.76825 -1.59828 -0.707302 0.690129 0.92275 -0.338597 -3.51093 1.76825 0.429025 -0.0967668 1.79028 -1.38026 0.457508
4.98 0.91773 2.75319 -1.59828 -0.707302 0.666755 0.91773 -0.347085 -3.31663 1.75319 0.424397 -0.0971525 1.79028 -1.33351 0.415779
5 0.912346 2.73704 -1.59828 -0.707302 0.643123 0.912346 -0.355467 -3.1217 1.73704 0.419142 -0.0974615 1.79028 -1.28625 0.373901
5.02 0.906599 2.7198 -1.59828 -0.707302 0.619244 0.906599 -0.363733 -2.92631 1.7198 0.413262 -0.097694 1.79028 -1.23849 0.33189
5.04 0.900491 2.70147 -1.59828 -0.707302 0.595127 0.900491 -0.371868 -2.73061 1.70147 0.406761 -0.09785 1.79028 -1.19025 0.289763
5.06 0.894026 2.68208 -1.59828 -0.707302 0.570782 0.894026 -0.379861 -2.53475 1.68208 0.399643 -0.0979299 1.79028 -1.14156 0.247537
5.08 0.887207 2.66162 -1.59828 -0.707302 0.546218 0.887207 -0.387699 -2.33889 1.66162 0.391913 -0.0979339 1.79028 -1.09244 0.205229
5.1 0.880035 2.6401 -1.59828 -0.707302 0.521445 0.880035 -0.395371 -2.14316 1.6401 0.383576 -0.0978623 1.79028 -1.04289 0.162856
5.12 0.872514 2.61754 -1.59828 -0.707302 0.496474 0.872514 -0.402863 -1.94773 1.61754 0.374639 -0.0977156 1.79028 -0.992948 0.120434
5.14 0.864647 2.59394 -1.59828 -0.707302 0.471315 0.864647 -0.410166 -1.75274 1.59394 0.365107 -0.0974943 1.79028 -0.942629 0.0779817
5.16 0.856438 2.56931 -1.59828 -0.707302 0.445977 0.856438 -0.417265 -1.55834 1.56931 0.35499 -0.0971989 1.79028 -0.891953 0.0355149
5.18 0.84789 2.54367 -1.59828 -0.707302 0.42047 0.84789 -0.424151 -1.36468 1.54367 0.344294 -0.0968301 1.79028 -0.840941 -0.00694906
5.2 0.839006 2.51702 -1.59828 -0.707302 0.394806 0.839006 -0.430812 -1.17191 1.51702 0.333028 -0.0963885 1.79028 -0.789613 -0.0493933
5.22 0.82979 2.48937 -1.59828 -0.707302 0.368995 0.82979 -0.437236 -0.980158 1.48937 0.321202 -0.095875 1.79028 -0.737989 -0.0918008
5.24 0.820246 2.46074 -1.59828 -0.707302 0.343046 0.820246 -0.443412 -0.789577 1.46074 0.308826 -0.0952903 1.79028 -0.686091 -0.134155
5.26 0.810378 2.43113 -1.59828 -0.707302 0.31697 0.810378 -0.449331 -0.600306 1.43113 0.29591 -0.0946354 1.79028 -0.63394 -0.176438
5.28 0.80019 2.40057 -1.59828 -0.707302 0.290778 0.80019 -0.45498 -0.412484 1.40057 0.282466 -0.0939112 1.79028 -0.581556 -0.218634
5.3 0.789685 2.36906 -1.59828 -0.707302 0.26448 0.789685 -0.46035 -0.226246 1.36906 0.268504 -0.0931188 1.79028 -0.52896 -0.260725
5.32 0.77887 2.33661 -1.59828 -0.707302 0.238087 0.77887 -0.465431 -0.0417278 1.33661 0.254037 -0.0922591 1.79028 -0.476174 -0.302696
5.34 0.767747 2.30324 -1.59828 -0.707302 0.211609 0.767747 -0.470212 0.140939 1.30324 0.239079 -0.0913335 1.79028 -0.423219 -0.344528
5.36 0.756322 2.26897 -1.59828 -0.707302 0.185058 0.756322 -0.474685 0.321625 1.26897 0.223642 -0.0903429 1.79028 -0.370115 -0.386206
5.38 0.744599 2.2338 -1.59828 -0.707302 0.158443 0.744599 -0.47884 0.500203 1.2338 0.20774 -0.0892888 1.79028 -0.316885 -0.427714
5.4 0.732582 2.19775 -1.59828 -0.707302 0.131775 0.732582 -0.482668 0.676547 1.19775 0.191388 -0.0881723 1.79028 -0.263549 -0.469033
5.42 0.720278 2.16083 -1.59828 -0.707302 0.105065 0.720278 -0.48616 0.850537 1.16083 0.174601 -0.086995 1.79028 -0.21013 -0.510148
5.44 0.707691 2.12307 -1.59828 -0.707302 0.0783237 0.707691 -0.489308 1.02205 1.12307 0.157394 -0.0857582 1.79028 -0.156647 -0.551043
5.46 0.694826 2.08448 -1.59828 -0.707302 0.051562 0.694826 -0.492103 1.19098 1.08448 0.139783 -0.0844633 1.79028 -0.103124 -0.591702
5.48 0.681688 2.04506 -1.59828 -0.707302 0.0247903 0.681688 -0.494539 1.3572 1.04506 0.121784 -0.0831119 1.79028 -0.0495805 -0.632107
5.5 0.668282 2.00485 -1.59828 -0.707302 -0.00198065 0.668282 -0.496607 1.52062 1.00485 0.103413 -0.0817056 1.79028 0.00396129 -0.672244
5.52 0.654615 1.96385 -1.59828 -0.707302 -0.0287401 0.654615 -0.498301 1.68111 0.963846 0.0846895 -0.0802459 1.79028 0.0574801 -0.712095
5.54 0.640692 1.92208 -1.59828 -0.707302 -0.0554773 0.640692 -0.499614 1.83858 0.922076 0.0656293 -0.0787346 1.79028 0.110955 -0.751646
5.56 0.626518 1.87955 -1.59828 -0.707302 -0.0821816 0.626518 -0.500539 1.99292 0.879554 0.0462507 -0.0771733 1.79028 0.164363 -0.790881
5.58 0.612099 1.8363 -1.59828 -0.707302 -0.108842 0.612099 -0.50107 2.14405 0.836297 0.0265722 -0.0755638 1.79028 0.217685 -0.829784
5.6 0.597441 1.79232 -1.59828 -0.707302 -0.135449 0.597441 -0.501202 2.29187 0.792324 0.00661235 -0.0739078 1.79028 0.270898 -0.868339
5.62 0.58255 1.74765 -1.59828 -0.707302 -0.161991 0.58255 -0.50093 2.43628 0.747651 -0.0136097 -0.0722072 1.79028 0.323982 -0.906532
5.64 0.567433 1.7023 -1.59828 -0.707302 -0.188457 0.567433 -0.500249 2.57721 0.702298 -0.0340748 -0.0704639 1.79028 0.376915 -0.944347
5.66 0.552094 1.65628 -1.59828 -0.707302 -0.214838 0.552094 -0.499153 2.71457 0.656282 -0.0547631 -0.0686797 1.79028 0.429676 -0.98177
5.68 0.536541 1.60962 -1.59828 -0.707302 -0.241122 0.536541 -0.49764 2.84828 0.609622 -0.0756549 -0.0668565 1.79028 0.482244 -1.01878
5.7 0.520779 1.56234 -1.59828 -0.707302 -0.267299 0.520779 -0.495706 2.97827 0.562338 -0.09673 -0.0649963 1.79028 0.534598 -1.05538
5.72 0.504816 1.51445 -1.59828 -0.707302 -0.293359 0.504816 -0.493346 3.10448 0.514447 -0.117968 -0.0631012 1.79028 0.586718 -1.09153
5.74 0.488657 1.46597 -1.59828 -0.707302 -0.319291 0.488657 -0.490559 3.22682 0.46597 -0.139348 -0.061173 1.79028 0.638582 -1.12724
5.76 0.472309 1.41693 -1.59828 -0.707302 -0.345085 0.472309 -0.487342 3.34525 0.416927 -0.16085 -0.0592138 1.79028 0.69017 -1.16248
5.78 0.455779 1.36734 -1.59828 -0.707302 -0.370731 0.455779 -0.483693 3.4597 0.367336 -0.182452 -0.0572257 1.79028 0.741462 -1.19724
5.8 0.439073 1.31722 -1.59828 -0.707302 -0.396218 0.439073 -0.479611 3.57012 0.317219 -0.204134 -0.0552108 1.79028 0.792436 -1.23151
5.82 0.422198 1.26659 -1.59828 -0.707302 -0.421537 0.422198 -0.475093 3.67646 0.266594 -0.225874 -0.0531711 1.79028 0.843073 -1.26527
5.84 0.405161 1.21548 -1.59828 -0.707302 -0.446677 0.405161 -0.47014 3.77868 0.215484 -0.247651 -0.0511088 1.79028 0.893353 -1.29851
5.86 0.387969 1.16391 -1.59828 -0.707302 -0.471628 0.387969 -0.464751 3.87673 0.163908 -0.269443 -0.0490259 1.79028 0.943256 -1.33123
5.88 0.370629 1.11189 -1.59828 -0.707302 -0.496381 0.370629 -0.458927 3.97058 0.111888 -0.29123 -0.0469246 1.79028 0.992762 -1.36339
5.9 0.353148 1.05944 -1.59828 -0.707302 -0.520925 0.353148 -0.452667 4.0602 0.0594433 -0.312988 -0.044807 1.79028 1.04185 -1.395
5.92 0.335532 1.0066 -1.59828 -0.707302 -0.545252 0.335532 -0.445973 4.14555 0.00659629 -0.334698 -0.0426753 1.79028 1.0905 -1.42604
5.94 0.317789 0.953368 -1.59828 -0.707302 -0.56935 0.317789 -0.438846 4.22661 -0.0466321 -0.356337 -0.0405317 1.79028 1.1387 -1.45649
5.96 0.299927 0.89978 -1.59828 -0.707302 -0.593211 0.299927 -0.431288 4.30337 -0.10022 -0.377883 -0.0383782 1.79028 1.18642 -1.48635
5.98 0.281951 0.845853 -1.59828 -0.707302 -0.616826 0.281951 -0.423302 4.3758 -0.154147 -0.399316 -0.0362171 1.79028 1.23365 -1.5156
6 0.26387 0.79161 -1.59828 -0.707302 -0.640184 0.26387 -0.41489 4.4439 -0.20839 -0.420614 -0.0340505 1.79028 1.28037 -1.54424
6.02 0.245691 0.737072 -1.59828 -0.707302 -0.663278 0.245691 -0.406055 4.50766 -0.262928 -0.441755 -0.0318805 1.79028 1.32656 -1.57225
6.04 0.22742 0.682261 -1.59828 -0.707302 -0.686096 0.22742 -0.3968 4.56708 -0.317739 -0.462718 -0.0297092 1.79028 1.37219 -1.59961
6.06 0.209066 0.627199 -1.59828 -0.707302 -0.708632 0.209066 -0.387131 4.62216 -0.372801 -0.483483 -0.0275389 1.79028 1.41726 -1.62633
6.08 0.190636 0.571908 -1.59828 -0.707302 -0.730875 0.190636 -0.37705 4.6729 -0.428092 -0.504027 -0.0253717 1.79028 1.46175 -1.65239
6.1 0.172137 0.516411 -1.59828 -0.707302 -0.752816 0.172137 -0.366564 4.71932 -0.483589 -0.524331 -0.0232096 1.79028 1.50563 -1.67777
6.12 0.153576 0.460729 -1.59828 -0.707302 -0.774448 0.153576 -0.355676 4.76143 -0.539271 -0.544374 -0.0210548 1.79028 1.5489 -1.70247
6.14 0.134962 0.404886 -1.59828 -0.707302 -0.795762 0.134962 -0.344393 4.79925 -0.595114 -0.564134 -0.0189093 1.79028 1.59152 -1.72649
6.16 0.116301 0.348903 -1.59828 -0.707302 -0.816749 0.116301 -0.332722 4.8328 -0.651097 -0.583593 -0.0167752 1.79028 1.6335 -1.7498
6.18 0.0976009 0.292803 -1.59828 -0.707302 -0.837401 0.0976009 -0.320667 4.86211 -0.707197 -0.602731 -0.0146545 1.79028 1.6748 -1.7724
6.2 0.0788694 0.236608 -1.59828 -0.707302 -0.85771 0.0788694 -0.308236 4.88721 -0.763392 -0.621527 -0.0125493 1.79028 1.71542 -1.79429
6.22 0.0601137 0.180341 -1.59828 -0.707302 -0.877668 0.0601137 -0.295437 4.90813 -0.819659 -0.639962 -0.0104616 1.79028 1.75534 -1.81545
6.24 0.0413415 0.124025 -1.59828 -0.707302 -0.897267 0.0413415 -0.282277 4.92492 -0.875975 -0.658017 -0.00839326 1.79028 1.79453 -1.83588
6.26 0.0225603 0.067681 -1.59828 -0.707302 -0.9165 0.0225603 -0.268763 4.93761 -0.932319 -0.675674 -0.00634632 1.79028 1.833 -1.85556
6.28 0.00377764 0.0113329 -1.59828 -0.707302 -0.935358 0.00377764 -0.254905 4.94626 -0.988667 -0.692914 -0.00432267 1.79028 1.87072 -1.87449
6.3 -0.0149991 -0.0449972 -1.59828 -0.707302 -0.953835 -0.0149991 -0.240711 4.9509 -1.045 -0.709719 -0.00232418 1.79028 1.90767 -1.89267
6.32 -0.0337623 -0.101287 -1.59828 -0.707302 -0.971923 -0.0337623 -0.226189 4.95161 -1.10129 -0.726072 -0.000352698 1.79028 1.94385 -1.91008
6.34 -0.0525045 -0.157513 -1.59828 -0.707302 -0.989615 -0.0525045 -0.21135 4.94843 -1.15751 -0.741955 0.00158997 1.79028 1.97923 -1.92672
6.36 -0.0712182 -0.213655 -1.59828 -0.707302 -1.0069 -0.0712182 -0.196203 4.94143 -1.21365 -0.757351 0.00350204 1.79028 2.01381 -1.94259
6.38 -0.089896 -0.269688 -1.59828 -0.707302 -1.02378 -0.089896 -0.180758 4.93066 -1.26969 -0.772245 0.0053818 1.79028 2.04757 -1.95767
6.4 -0.10853 -0.325591 -1.59828 -0.707302 -1.04025 -0.10853 -0.165026 4.91621 -1.32559 -0.78662 0.00722754 1.79028 2.0805 -1.97196
6.42 -0.127114 -0.381341 -1.59828 -0.707302 -1.05629 -0.127114 -0.149017 4.89813 -1.38134 -0.800461 0.00903761 1.79028 2.11258 -1.98546
6.44 -0.145639 -0.436917 -1.59828 -0.707302 -1.0719 -0.145639 -0.132742 4.87651 -1.43692 -0.813752 0.0108104 1.79028 2.1438 -1.99816
6.46 -0.164099 -0.492296 -1.59828 -0.707302 -1.08708 -0.164099 -0.116212 4.85142 -1.4923 -0.82648 0.0125444 1.79028 2.17416 -2.01006
6.48 -0.182485 -0.547456 -1.59828 -0.707302 -1.10182 -0.182485 -0.0994393 4.82295 -1.54746 -0.838631 0.014238 1.79028 2.20363 -2.02115
6.5 -0.200792 -0.602375 -1.59828 -0.707302 -1.11611 -0.200792 -0.0824355 4.79117 -1.60237 -0.850191 0.0158898 1.79028 2.23221 -2.03142
6.52 -0.21901 -0.657031 -1.59828 -0.707302 -1.12994 -0.21901 -0.0652126 4.75617 -1.65703 -0.861146 0.0174984 1.79028 2.25989 -2.04088
6.54 -0.237134 -0.711402 -1.59828 -0.707302 -1.14333 -0.237134 -0.0477829 4.71804 -1.7114 -0.871486 0.0190624 1.79028 2.28665 -2.04952
6.56 -0.255156 -0.765468 -1.59828 -0.707302 -1.15624 -0.255156 -0.0301589 4.67688 -1.76547 -0.881197 0.0205804 1.79028 2.31249 -2.05733
6.58 -0.273068 -0.819205 -1.59828 -0.707302 -1.1687 -0.273068 -0.0123535 4.63278 -1.81921 -0.89027 0.0220513 1.79028 2.33739 -2.06432
6.6 -0.290865 -0.872594 -1.59828 -0.707302 -1.18067 -0.290865 0.00562034 4.58583 -1.87259 -0.898693 0.0234739 1.79028 2.36135 -2.07048
6.62 -0.308537 -0.925612 -1.59828 -0.707302 -1.19218 -0.308537 0.0237495 4.53614 -1.92561 -0.906456 0.0248469 1.79028 2.38435 -2.07582
6.64 -0.32608 -0.978239 -1.59828 -0.707302 -1.2032 -0.32608 0.0420205 4.4838 -1.97824 -0.91355 0.0261693 1.79028 2.40639 -2.08032
