t 1 2 3 4 5 6 7 8 9 jL1 jL2 jE11 jO1 jV1 
10 0.491248 1.47374 -1.59828 -0.707302 1.25114 0.491248 -0.411544 3.63604 0.473744 0.310509 0.0431201 1.79028 -2.50228 2.01104
10.02 0.506243 1.51873 -1.59828 -0.707302 1.25601 0.506243 -0.417361 3.54602 0.51873 0.290817 0.0450107 1.79028 -2.51203 2.00578
10.04 0.52103 1.56309 -1.59828 -0.707302 1.26038 0.52103 -0.422783 3.45226 0.563091 0.271133 0.0468823 1.79028 -2.52076 1.99973
10.06 0.535603 1.60681 -1.59828 -0.707302 1.26424 0.535603 -0.427813 3.35479 0.606809 0.251473 0.0487328 1.79028 -2.52848 1.99288
10.08 0.549956 1.64987 -1.59828 -0.707302 1.26759 0.549956 -0.43245 3.25367 0.649867 0.231858 0.0505604 1.79028 -2.53519 1.98523
10.1 0.564083 1.69225 -1.59828 -0.707302 1.27044 0.564083 -0.436696 3.14894 0.692249 0.212307 0.0523633 1.79028 -2.54088 1.97679
10.12 0.577979 1.73394 -1.59828 -0.707302 1.27277 0.577979 -0.440553 3.04066 0.733937 0.192839 0.0541395 1.79028 -2.54555 1.96757
10.14 0.591638 1.77491 -1.59828 -0.707302 1.2746 0.591638 -0.444022 2.92889 0.774914 0.173472 0.0558873 1.79028 -2.5492 1.95756
10.16 0.605055 1.81517 -1.59828 -0.707302 1.27592 0.605055 -0.447107 2.81368 0.815166 0.154224 0.0576049 1.79028 -2.55184 1.94678
10.18 0.618225 1.85468 -1.59828 -0.707302 1.27672 0.618225 -0.449809 2.6951 0.854676 0.135114 0.0592906 1.79028 -2.55345 1.93522
10.2 0.631143 1.89343 -1.59828 -0.707302 1.27702 0.631143 -0.452132 2.57321 0.893428 0.11616 0.0609424 1.79028 -2.55404 1.92289
10.22 0.643803 1.93141 -1.59828 -0.707302 1.2768 0.643803 -0.45408 2.4481 0.931408 0.0973798 0.0625589 1.79028 -2.5536 1.9098
10.24 0.6562 1.9686 -1.59828 -0.707302 1.27608 0.6562 -0.455656 2.31982 0.968601 0.0787909 0.0641382 1.79028 -2.55215 1.89595
10.26 0.66833 2.00499 -1.59828 -0.707302 1.27484 0.66833 -0.456864 2.18846 1.00499 0.0604106 0.0656787 1.79028 -2.54968 1.88135
10.28 0.680189 2.04057 -1.59828 -0.707302 1.27309 0.680189 -0.457709 2.05411 1.04057 0.0422557 0.0671788 1.79028 -2.54619 1.866
10.3 0.69177 2.07531 -1.59828 -0.707302 1.27084 0.69177 -0.458196 1.91683 1.07531 0.024343 0.0686369 1.79028 -2.54168 1.84991
10.32 0.70307 2.10921 -1.59828 -0.707302 1.26808 0.70307 -0.45833 1.77673 1.10921 0.00668884 0.0700515 1.79028 -2.53616 1.83309
10.34 0.714085 2.14225 -1.59828 -0.707302 1.26481 0.714085 -0.458116 1.63389 1.14225 -0.0106908 0.0714211 1.79028 -2.52962 1.81554
10.36 0.724809 2.17443 -1.59828 -0.707302 1.26104 0.724809 -0.45756 1.4884 1.17443 -0.0277803 0.0727441 1.79028 -2.52208 1.79727
10.38 0.73524 2.20572 -1.59828 -0.707302 1.25676 0.73524 -0.456669 1.34036 1.20572 -0.0445644 0.0740192 1.79028 -2.51353 1.77829
10.4 0.745372 2.23612 -1.59828 -0.707302 1.25199 0.745372 -0.455449 1.18987 1.23612 -0.0610282 0.075245 1.79028 -2.50398 1.75861
10.42 0.755202 2.26561 -1.59828 -0.707302 1.24672 0.755202 -0.453905 1.03703 1.26561 -0.0771572 0.0764202 1.79028 -2.49343 1.73823
10.44 0.764727 2.29418 -1.59828 -0.707302 1.24095 0.764727 -0.452047 0.881943 1.29418 -0.0929373 0.0775434 1.79028 -2.48189 1.71716
10.46 0.773941 2.32182 -1.59828 -0.707302 1.23468 0.773941 -0.44988 0.724716 1.32182 -0.108355 0.0786134 1.79028 -2.46936 1.69542
10.48 0.782843 2.34853 -1.59828 -0.707302 1.22793 0.782843 -0.447412 0.565458 1.34853 -0.123397 0.079629 1.79028 -2.45585 1.67301
10.5 0.791428 2.37428 -1.59828 -0.707302 1.22068 0.791428 -0.444651 0.40428 1.37428 -0.13805 0.080589 1.79028 -2.44137 1.64994
10.52 0.799693 2.39908 -1.59828 -0.707302 1.21295 0.799693 -0.441605 0.241295 1.39908 -0.152303 0.0814924 1.79028 -2.42591 1.62622
10.54 0.807636 2.42291 -1.59828 -0.707302 1.20474 0.807636 -0.438282 0.0766187 1.42291 -0.166143 0.0823382 1.79028 -2.40949 1.60185
10.56 0.815252 2.44576 -1.59828 -0.707302 1.19605 0.815252 -0.434691 -0.0896317 1.44576 -0.179559 0.0831252 1.79028 -2.39211 1.57686
10.58 0.822539 2.46762 -1.59828 -0.707302 1.18689 0.822539 -0.43084 -0.257337 1.46762 -0.19254 0.0838526 1.79028 -2.37378 1.55124
10.6 0.829494 2.48848 -1.59828 -0.707302 1.17726 0.829494 -0.426738 -0.426376 1.48848 -0.205076 0.0845195 1.79028 -2.35451 1.52502
10.62 0.836115 2.50834 -1.59828 -0.707302 1.16715 0.836115 -0.422395 -0.596626 1.50834 -0.217157 0.085125 1.79028 -2.33431 1.4982
10.64 0.842399 2.5272 -1.59828 -0.707302 1.15659 0.842399 -0.41782 -0.767963 1.5272 -0.228774 0.0856685 1.79028 -2.31318 1.47078
10.66 0.848343 2.54503 -1.59828 -0.707302 1.14557 0.848343 -0.413021 -0.940261 1.54503 -0.239918 0.086149 1.79028 -2.29114 1.44279
10.68 0.853946 2.56184 -1.59828 -0.707302 1.13409 0.853946 -0.40801 -1.11339 1.56184 -0.250581 0.0865661 1.79028 -2.26818 1.41424
10.7 0.859205 2.57762 -1.59828 -0.707302 1.12217 0.859205 -0.402795 -1.28723 1.57762 -0.260754 0.0869191 1.79028 -2.24434 1.38513
10.72 0.864119 2.59236 -1.59828 -0.707302 1.1098 0.864119 -0.397386 -1.46165 1.59236 -0.270432 0.0872074 1.79028 -2.2196 1.35548
10.74 0.868685 2.60606 -1.59828 -0.707302 1.09699 0.868685 -0.391794 -1.63651 1.60606 -0.279607 0.0874306 1.79028 -2.19398 1.3253
10.76 0.872902 2.61871 -1.59828 -0.707302 1.08375 0.872902 -0.386028 -1.81168 1.61871 -0.288274 0.0875883 1.79028 -2.1675 1.2946
10.78 0.876768 2.6303 -1.59828 -0.707302 1.07008 0.876768 -0.3801 -1.98704 1.6303 -0.296426 0.08768 1.79028 -2.14016 1.26339
10.8 0.880282 2.64085 -1.59828 -0.707302 1.05599 0.880282 -0.374019 -2.16246 1.64085 -0.30406 0.0877056 1.79028 -2.11198 1.2317
10.82 0.883443 2.65033 -1.59828 -0.707302 1.04148 0.883443 -0.367795 -2.33778 1.65033 -0.31117 0.0876646 1.79028 -2.08296 1.19952
10.84 0.886249 2.65875 -1.59828 -0.707302 1.02656 0.886249 -0.36144 -2.5129 1.65875 -0.317753 0.087557 1.79028 -2.05313 1.16688
10.86 0.8887 2.6661 -1.59828 -0.707302 1.01124 0.8887 -0.354964 -2.68766 1.6661 -0.323806 0.0873827 1.79028 -2.02248 1.13378
10.88 0.890795 2.67238 -1.59828 -0.707302 0.995518 0.890795 -0.348377 -2.86195 1.67238 -0.329327 0.0871415 1.79028 -1.99104 1.10024
10.9 0.892532 2.6776 -1.59828 -0.707302 0.979405 0.892532 -0.341691 -3.03561 1.6776 -0.334313 0.0868336 1.79028 -1.95881 1.06628
10.92 0.893912 2.68174 -1.59828 -0.707302 0.962907 0.893912 -0.334916 -3.20853 1.68174 -0.338763 0.0864589 1.79028 -1.92581 1.0319
10.94 0.894934 2.6848 -1.59828 -0.707302 0.94603 0.894934 -0.328062 -3.38057 1.6848 -0.342677 0.0860176 1.79028 -1.89206 0.997126
10.96 0.895598 2.68679 -1.59828 -0.707302 0.928781 0.895598 -0.321141 -3.55159 1.68679 -0.346053 0.0855098 1.79028 -1.85756 0.961965
10.98 0.895903 2.68771 -1.59828 -0.707302 0.911169 0.895903 -0.314163 -3.72146 1.68771 -0.348893 0.0849359 1.79028 -1.82234 0.926435
11 0.89585 2.68755 -1.59828 -0.707302 0.893199 0.89585 -0.307139 -3.89005 1.68755 -0.351197 0.0842962 1.79028 -1.7864 0.890548
11.02 0.895439 2.68632 -1.59828 -0.707302 0.874879 0.895439 -0.30008 -4.05723 1.68632 -0.352967 0.083591 1.79028 -1.74976 0.854319
11.04 0.89467 2.68401 -1.59828 -0.707302 0.856216 0.89467 -0.292996 -4.22287 1.68401 -0.354206 0.0828207 1.79028 -1.71243 0.817763
11.06 0.893543 2.68063 -1.59828 -0.707302 0.837219 0.893543 -0.285898 -4.38685 1.68063 -0.354915 0.0819858 1.79028 -1.67444 0.780895
11.08 0.89206 2.67618 -1.59828 -0.707302 0.817894 0.89206 -0.278796 -4.54902 1.67618 -0.355098 0.081087 1.79028 -1.63579 0.743729
11.1 0.89022 2.67066 -1.59828 -0.707302 0.798251 0.89022 -0.271701 -4.70927 1.67066 -0.354758 0.0801248 1.79028 -1.5965 0.706281
11.12 0.888026 2.66408 -1.59828 -0.707302 0.778296 0.888026 -0.264623 -4.86747 1.66408 -0.353901 0.0790999 1.79028 -1.55659 0.668565
11.14 0.885477 2.65643 -1.59828 -0.707302 0.758037 0.885477 -0.257572 -5.0235 1.65643 -0.352531 0.078013 1.79028 -1.51607 0.630597
11.16 0.882575 2.64773 -1.59828 -0.707302 0.737484 0.882575 -0.250559 -5.17723 1.64773 -0.350654 0.0768649 1.79028 -1.47497 0.592392
11.18 0.879322 2.63797 -1.59828 -0.707302 0.716644 0.879322 -0.243593 -5.32854 1.63797 -0.348275 0.0756565 1.79028 -1.43329 0.553966
11.2 0.875718 2.62715 -1.59828 -0.707302 0.695526 0.875718 -0.236685 -5.47732 1.62715 -0.345402 0.0743886 1.79028 -1.39105 0.515333
11.22 0.871765 2.6153 -1.59828 -0.707302 0.674138 0.871765 -0.229845 -5.62344 1.6153 -0.34204 0.0730622 1.79028 -1.34828 0.47651
11.24 0.867466 2.6024 -1.59828 -0.707302 0.652489 0.867466 -0.223081 -5.7668 1.6024 -0.338199 0.0716784 1.79028 -1.30498 0.437512
11.26 0.862821 2.58846 -1.59828 -0.707302 0.630588 0.862821 -0.216403 -5.90727 1.58846 -0.333885 0.0702381 1.79028 -1.26118 0.398355
11.28 0.857833 2.5735 -1.59828 -0.707302 0.608443 0.857833 -0.209821 -6.04476 1.5735 -0.329108 0.0687425 1.79028 -1.21689 0.359054
11.3 0.852504 2.55751 -1.59828 -0.707302 0.586065 0.852504 -0.203343 -6.17914 1.55751 -0.323877 0.0671928 1.79028 -1.17213 0.319625
11.32 0.846837 2.54051 -1.59828 -0.707302 0.56346 0.846837 -0.196979 -6.31032 1.54051 -0.318201 0.0655902 1.79028 -1.12692 0.280084
11.34 0.840833 2.5225 -1.59828 -0.707302 0.54064 0.840833 -0.190737 -6.4382 1.5225 -0.31209 0.0639359 1.79028 -1.08128 0.240446
11.36 0.834495 2.50349 -1.59828 -0.707302 0.517612 0.834495 -0.184626 -6.56266 1.50349 -0.305554 0.0622312 1.79028 -1.03522 0.200729
11.38 0.827827 2.48348 -1.59828 -0.707302 0.494387 0.827827 -0.178654 -6.68361 1.48348 -0.298605 0.0604776 1.79028 -0.988774 0.160947
11.4 0.820829 2.46249 -1.59828 -0.707302 0.470973 0.820829 -0.172829 -6.80097 1.46249 -0.291254 0.0586763 1.79028 -0.941946 0.121117
11.42 0.813507 2.44052 -1.59828 -0.707302 0.44738 0.813507 -0.167159 -6.91462 1.44052 -0.283513 0.0568289 1.79028 -0.894761 0.0812539
11.44 0.805862 2.41759 -1.59828 -0.707302 0.423618 0.805862 -0.161651 -7.0245 1.41759 -0.275394 0.0549369 1.79028 -0.847237 0.0413745
11.46 0.797898 2.39369 -1.59828 -0.707302 0.399696 0.797898 -0.156313 -7.1305 1.39369 -0.266909 0.0530017 1.79028 -0.799393 0.00149456
11.48 0.789618 2.36885 -1.59828 -0.707302 0.375624 0.789618 -0.151151 -7.23255 1.36885 -0.258071 0.0510249 1.79028 -0.751248 -0.03837
11.5 0.781026 2.34308 -1.59828 -0.707302 0.351411 0.781026 -0.146173 -7.33057 1.34308 -0.248895 0.0490082 1.79028 -0.702822 -0.0782034
11.52 0.772125 2.31637 -1.59828 -0.707302 0.327068 0.772125 -0.141386 -7.42447 1.31637 -0.239392 0.0469531 1.79028 -0.654135 -0.11799
11.54 0.762918 2.28876 -1.59828 -0.707302 0.302603 0.762918 -0.136794 -7.5142 1.28876 -0.229578 0.0448614 1.79028 -0.605206 -0.157713
11.56 0.753411 2.26023 -1.59828 -0.707302 0.278027 0.753411 -0.132405 -7.59967 1.26023 -0.219466 0.0427348 1.79028 -0.556054 -0.197357
11.58 0.743606 2.23082 -1.59828 -0.707302 0.25335 0.743606 -0.128223 -7.68082 1.23082 -0.209071 0.040575 1.79028 -0.5067 -0.236906
11.6 0.733507 2.20052 -1.59828 -0.707302 0.228581 0.733507 -0.124255 -7.75758 1.20052 -0.198409 0.0383837 1.79028 -0.457162 -0.276345
11.62 0.723119 2.16936 -1.59828 -0.707302 0.203731 0.723119 -0.120505 -7.82991 1.16936 -0.187494 0.0361628 1.79028 -0.407462 -0.315657
11.64 0.712447 2.13734 -1.59828 -0.707302 0.178809 0.712447 -0.116978 -7.89774 1.13734 -0.176341 0.0339141 1.79028 -0.357619 -0.354828
11.66 0.701493 2.10448 -1.59828 -0.707302 0.153826 0.701493 -0.113679 -7.96102 1.10448 -0.164966 0.0316394 1.79028 -0.307652 -0.393841
11.68 0.690264 2.07079 -1.59828 -0.707302 0.128791 0.690264 -0.110611 -8.0197 1.07079 -0.153386 0.0293407 1.79028 -0.257583 -0.432681
11.7 0.678763 2.03629 -1.59828 -0.707302 0.103715 0.678763 -0.107779 -8.07374 1.03629 -0.141616 0.0270197 1.79028 -0.20743 -0.471332
11.72 0.666995 2.00099 -1.59828 -0.707302 0.0786075 0.666995 -0.105186 -8.12309 1.00099 -0.129672 0.0246785 1.79028 -0.157215 -0.50978
11.74 0.654965 1.9649 -1.59828 -0.707302 0.0534785 0.654965 -0.102834 -8.16773 0.964896 -0.117571 0.0223189 1.79028 -0.106957 -0.548008
11.76 0.642679 1.92804 -1.59828 -0.707302 0.0283381 0.642679 -0.100728 -8.20762 0.928036 -0.10533 0.0199428 1.79028 -0.0566762 -0.586002
11.78 0.63014 1.89042 -1.59828 -0.707302 0.00319644 0.63014 -0.0988683 -8.24272 0.890419 -0.0929643 0.0175524 1.79028 -0.00639289 -0.623747
11.8 0.617354 1.85206 -1.59828 -0.707302 -0.0219364 0.617354 -0.0972584 -8.27302 0.852062 -0.0804917 0.0151494 1.79028 0.0438729 -0.661227
11.82 0.604326 1.81298 -1.59828 -0.707302 -0.0470505 0.604326 -0.0958999 -8.29849 0.812979 -0.0679289 0.0127359 1.79028 0.094101 -0.698427
11.84 0.591062 1.77319 -1.59828 -0.707302 -0.0721357 0.591062 -0.094794 -8.31912 0.773187 -0.0552929 0.010314 1.79028 0.144271 -0.735334
11.86 0.577567 1.7327 -1.59828 -0.707302 -0.0971821 0.577567 -0.093942 -8.33489 0.732702 -0.0426006 0.00788545 1.79028 0.194364 -0.771932
11.88 0.563847 1.69154 -1.59828 -0.707302 -0.12218 0.563847 -0.0933446 -8.3458 0.691541 -0.0298693 0.00545241 1.79028 0.244359 -0.808206
11.9 0.549906 1.64972 -1.59828 -0.707302 -0.147118 0.549906 -0.0930023 -8.35183 0.649719 -0.0171159 0.00301684 1.79028 0.294236 -0.844143
11.92 0.535752 1.60725 -1.59828 -0.707302 -0.171988 0.535752 -0.0929151 -8.35299 0.607255 -0.00435764 0.000580746 1.79028 0.343976 -0.879728
11.94 0.521388 1.56416 -1.59828 -0.707302 -0.196779 0.521388 -0.0930829 -8.34928 0.564165 0.00838842 -0.00185387 1.79028 0.393558 -0.914946
11.96 0.506822 1.52047 -1.59828 -0.707302 -0.221482 0.506822 -0.093505 -8.34071 0.520467 0.0211052 -0.00428503 1.79028 0.442963 -0.949785
11.98 0.492059 1.47618 -1.59828 -0.707302 -0.246086 0.492059 -0.0941805 -8.32729 0.476178 0.0337758 -0.00671072 1.79028 0.492171 -0.984231
12 0.477106 1.43132 -1.59828 -0.707302 -0.270582 0.477106 -0.0951082 -8.30903 0.431317 0.0463831 -0.00912896 1.79028 0.541163 -1.01827
12.02 0.461967 1.3859 -1.59828 -0.707302 -0.294959 0.461967 -0.0962864 -8.28596 0.385901 0.0589103 -0.0115378 1.79028 0.589919 -1.05189
12.04 0.44665 1.33995 -1.59828 -0.707302 -0.31921 0.44665 -0.0977132 -8.25809 0.339949 0.0713407 -0.0139352 1.79028 0.638419 -1.08507
12.06 0.43116 1.29348 -1.59828 -0.707302 -0.343322 0.43116 -0.0993864 -8.22545 0.29348 0.0836576 -0.0163193 1.79028 0.686645 -1.11781
12.08 0.415504 1.24651 -1.59828 -0.707302 -0.367288 0.415504 -0.101303 -8.18807 0.246513 0.0958445 -0.0186882 1.79028 0.734577 -1.15008
12.1 0.399689 1.19907 -1.59828 -0.707302 -0.391098 0.399689 -0.103461 -8.14599 0.199066 0.107885 -0.0210398 1.79028 0.782196 -1.18188
12.12 0.383719 1.15116 -1.59828 -0.707302 -0.414741 0.383719 -0.105856 -8.09925 0.151158 0.119763 -0.0233723 1.79028 0.829483 -1.2132
12.14 0.367603 1.10281 -1.59828 -0.707302 -0.43821 0.367603 -0.108485 -8.04788 0.102809 0.131463 -0.0256839 1.79028 0.87642 -1.24402
12.16 0.351346 1.05404 -1.59828 -0.707302 -0.461494 0.351346 -0.111345 -7.99194 0.0540389 0.142968 -0.0279726 1.79028 0.922987 -1.27433
12.18 0.334956 1.00487 -1.59828 -0.707302 -0.484583 0.334956 -0.11443 -7.93146 0.00486658 0.154264 -0.0302366 1.79028 0.969167 -1.30412
12.2 0.318437 0.955312 -1.59828 -0.707302 -0.50747 0.318437 -0.117737 -7.86651 -0.0446879 0.165334 -0.0324741 1.79028 1.01494 -1.33338
12.22 0.301799 0.905396 -1.59828 -0.707302 -0.530145 0.301799 -0.12126 -7.79715 -0.0946045 0.176164 -0.0346834 1.79028 1.06029 -1.36209
12.24 0.285046 0.855137 -1.59828 -0.707302 -0.552599 0.285046 -0.124995 -7.72342 -0.144863 0.18674 -0.0368626 1.79028 1.1052 -1.39024
12.26 0.268185 0.804556 -1.59828 -0.707302 -0.574823 0.268185 -0.128936 -7.6454 -0.195444 0.197046 -0.03901 1.79028 1.14965 -1.41783
12.28 0.251225 0.753674 -1.59828 -0.707302 -0.596808 0.251225 -0.133077 -7.56315 -0.246326 0.207068 -0.041124 1.79028 1.19362 -1.44484
12.3 0.23417 0.702511 -1.59828 -0.707302 -0.618546 0.23417 -0.137413 -7.47675 -0.297489 0.216793 -0.0432028 1.79028 1.23709 -1.47126
12.32 0.217029 0.651088 -1.59828 -0.707302 -0.640027 0.217029 -0.141937 -7.38626 -0.348912 0.226206 -0.0452449 1.79028 1.28005 -1.49708
12.34 0.199808 0.599425 -1.59828 -0.707302 -0.661245 0.199808 -0.146643 -7.29176 -0.400575 0.235296 -0.0472486 1.79028 1.32249 -1.5223
12.36 0.182514 0.547543 -1.59828 -0.707302 -0.682189 0.182514 -0.151524 -7.19334 -0.452457 0.244048 -0.0492124 1.79028 1.36438 -1.54689
12.38 0.165154 0.495462 -1.59828 -0.707302 -0.702852 0.165154 -0.156573 -7.09107 -0.504538 0.252451 -0.0511348 1.79028 1.4057 -1.57086
12.4 0.147735 0.443205 -1.59828 -0.707302 -0.723226 0.147735 -0.161783 -6.98504 -0.556795 0.260492 -0.0530143 1.79028 1.44645 -1.59419
12.42 0.130264 0.390791 -1.59828 -0.707302 -0.743303 0.130264 -0.167146 -6.87534 -0.609209 0.26816 -0.0548494 1.79028 1.48661 -1.61687
12.44 0.112747 0.338241 -1.59828 -0.707302 -0.763074 0.112747 -0.172655 -6.76206 -0.661759 0.275444 -0.0566389 1.79028 1.52615 -1.6389
12.46 0.0951926 0.285578 -1.59828 -0.707302 -0.782532 0.0951926 -0.178302 -6.6453 -0.714422 0.282332 -0.0583812 1.79028 1.56506 -1.66026
12.48 0.0776071 0.232821 -1.59828 -0.707302 -0.80167 0.0776071 -0.184078 -6.52515 -0.767179 0.288814 -0.0600752 1.79028 1.60334 -1.68095
12.5 0.0599975 0.179993 -1.59828 -0.707302 -0.82048 0.0599975 -0.189975 -6.40171 -0.820007 0.29488 -0.0617195 1.79028 1.64096 -1.70096
12.52 0.042371 0.127113 -1.59828 -0.707302 -0.838954 0.042371 -0.195986 -6.27508 -0.872887 0.300522 -0.063313 1.79028 1.67791 -1.72028
12.54 0.0247346 0.0742039 -1.59828 -0.707302 -0.857085 0.0247346 -0.2021 -6.14538 -0.925796 0.305728 -0.0648545 1.79028 1.71417 -1.7389
12.56 0.00709542 0.0212863 -1.59828 -0.707302 -0.874866 0.00709542 -0.20831 -6.01269 -0.978714 0.310493 -0.0663429 1.79028 1.74973 -1.75683
12.58 -0.0105396 -0.0316188 -1.59828 -0.707302 -0.89229 -0.0105396 -0.214606 -5.87714 -1.03162 0.314806 -0.0677771 1.79028 1.78458 -1.77404
12.6 -0.0281633 -0.08449 -1.59828 -0.707302 -0.90935 -0.0281633 -0.22098 -5.73882 -1.08449 0.31866 -0.0691561 1.79028 1.8187 -1.79054
12.62 -0.0457688 -0.137306 -1.59828 -0.707302 -0.92604 -0.0457688 -0.227421 -5.59787 -1.13731 0.32205 -0.070479 1.79028 1.85208 -1.80631
12.64 -0.0633489 -0.190047 -1.59828 -0.707302 -0.942354 -0.0633489 -0.23392 -5.45438 -1.19005 0.324966 -0.0717449 1.79028 1.88471 -1.82136
12.66 -0.0808966 -0.24269 -1.59828 -0.707302 -0.958283 -0.0808966 -0.240468 -5.30847 -1.24269 0.327405 -0.072953 1.79028 1.91657 -1.83567
12.68 -0.098405 -0.295215 -1.59828 -0.707302 -0.973824 -0.098405 -0.247055 -5.16027 -1.29521 0.32936 -0.0741023 1.79028 1.94765 -1.84924
12.7 -0.115867 -0.347601 -1.59828 -0.707302 -0.988968 -0.115867 -0.253672 -5.00988 -1.3476 0.330827 -0.0751923 1.79028 1.97794 -1.86207
12.72 -0.133276 -0.399827 -1.59828 -0.707302 -1.00371 -0.133276 -0.260308 -4.85744 -1.39983 0.3318 -0.0762221 1.79028 2.00742 -1.87415
12.74 -0.150624 -0.451873 -1.59828 -0.707302 -1.01805 -0.150624 -0.266953 -4.70305 -1.45187 0.332276 -0.0771913 1.79028 2.0361 -1.88547
12.76 -0.167905 -0.503716 -1.59828 -0.707302 -1.03197 -0.167905 -0.273598 -4.54686 -1.50372 0.332251 -0.0780992 1.79028 2.06394 -1.89604
12.78 -0.185113 -0.555338 -1.59828 -0.707302 -1.04548 -0.185113 -0.280233 -4.38896 -1.55534 0.331723 -0.0789453 1.79028 2.09095 -1.90584
12.8 -0.202239 -0.606717 -1.59828 -0.707302 -1.05856 -0.202239 -0.286847 -4.22951 -1.60672 0.330689 -0.0797292 1.79028 2.11711 -1.91488
12.82 -0.219278 -0.657833 -1.59828 -0.707302 -1.07121 -0.219278 -0.29343 -4.06861 -1.65783 0.329148 -0.0804505 1.79028 2.14242 -1.92314
12.84 -0.236222 -0.708666 -1.59828 -0.707302 -1.08343 -0.236222 -0.299971 -3.90639 -1.70867 0.327099 -0.0811088 1.79028 2.16686 -1.93064
12.86 -0.253065 -0.759195 -1.59828 -0.707302 -1.09521 -0.253065 -0.306462 -3.74298 -1.75919 0.32454 -0.0817038 1.79028 2.19042 -1.93736
12.88 -0.2698 -0.8094 -1.59828 -0.707302 -1.10655 -0.2698 -0.312892 -3.57851 -1.8094 0.321472 -0.0822354 1.79028 2.2131 -1.9433
12.9 -0.28642 -0.859261 -1.59828 -0.707302 -1.11744 -0.28642 -0.31925 -3.4131 -1.85926 0.317895 -0.0827034 1.79028 2.23489 -1.94847
12.92 -0.30292 -0.908759 -1.59828 -0.707302 -1.12788 -0.30292 -0.325526 -3.24689 -1.90876 0.31381 -0.0831077 1.79028 2.25577 -1.95285
12.94 -0.319291 -0.957874 -1.59828 -0.707302 -1.13787 -0.319291 -0.33171 -3.07999 -1.95787 0.309219 -0.0834483 1.79028 2.27574 -1.95645
12.96 -0.335529 -1.00659 -1.59828 -0.707302 -1.1474 -0.335529 -0.337793 -2.91254 -2.00659 0.304124 -0.0837251 1.79028 2.29479 -1.95926
12.98 -0.351625 -1.05488 -1.59828 -0.707302 -1.15646 -0.351625 -0.343763 -2.74466 -2.05488 0.298528 -0.0839382 1.79028 2.31292 -1.9613
13 -0.367575 -1.10272 -1.59828 -0.707302 -1.16506 -0.367575 -0.349612 -2.57649 -2.10272 0.292433 -0.0840879 1.79028 2.33012 -1.96254
13.02 -0.383371 -1.15011 -1.59828 -0.707302 -1.17319 -0.383371 -0.355329 -2.40814 -2.15011 0.285844 -0.0841742 1.79028 2.34638 -1.963
13.04 -0.399008 -1.19702 -1.59828 -0.707302 -1.18084 -0.399008 -0.360904 -2.23975 -2.19702 0.278766 -0.0841974 1.79028 2.36169 -1.96268
13.06 -0.414479 -1.24344 -1.59828 -0.707302 -1.18803 -0.414479 -0.366328 -2.07143 -2.24344 0.271202 -0.0841578 1.79028 2.37605 -1.96157
13.08 -0.429778 -1.28933 -1.59828 -0.707302 -1.19473 -0.429778 -0.371591 -1.90332 -2.28933 0.263158 -0.0840559 1.79028 2.38946 -1.95968
13.1 -0.444899 -1.3347 -1.59828 -0.707302 -1.20095 -0.444899 -0.376684 -1.73553 -2.3347 0.254641 -0.083892 1.79028 2.4019 -1.95701
13.12 -0.459836 -1.37951 -1.59828 -0.707302 -1.20669 -0.459836 -0.381597 -1.5682 -2.37951 0.245657 -0.0836665 1.79028 2.41338 -1.95355
13.14 -0.474583 -1.42375 -1.59828 -0.707302 -1.21195 -0.474583 -0.386321 -1.40144 -2.42375 0.236212 -0.0833801 1.79028 2.4239 -1.94931
13.16 -0.489135 -1.46741 -1.59828 -0.707302 -1.21672 -0.489135 -0.390848 -1.23537 -2.46741 0.226314 -0.0830333 1.79028 2.43343 -1.9443
13.18 -0.503485 -1.51046 -1.59828 -0.707302 -1.221 -0.503485 -0.395167 -1.07012 -2.51046 0.215972 -0.0826268 1.79028 2.442 -1.93851
13.2 -0.517628 -1.55289 -1.59828 -0.707302 -1.22479 -0.517628 -0.399271 -0.905797 -2.55289 0.205193 -0.0821612 1.79028 2.44958 -1.93195
13.22 -0.531559 -1.59468 -1.59828 -0.707302 -1.22809 -0.531559 -0.403151 -0.742523 -2.59468 0.193986 -0.0816374 1.79028 2.45618 -1.92462
13.24 -0.545272 -1.63581 -1.59828 -0.707302 -1.23089 -0.545272 -0.406798 -0.580411 -2.63581 0.182362 -0.081056 1.79028 2.46179 -1.91652
13.26 -0.55876 -1.67628 -1.59828 -0.707302 -1.23321 -0.55876 -0.410205 -0.419575 -2.67628 0.17033 -0.080418 1.79028 2.46642 -1.90766
13.28 -0.572021 -1.71606 -1.59828 -0.707302 -1.23503 -0.572021 -0.413363 -0.260126 -2.71606 0.1579 -0.0797242 1.79028 2.47006 -1.89804
13.3 -0.585047 -1.75514 -1.59828 -0.707302 -1.23635 -0.585047 -0.416264 -0.102175 -2.75514 0.145084 -0.0789757 1.79028 2.47271 -1.88766
13.32 -0.597834 -1.7935 -1.59828 -0.707302 -1.23718 -0.597834 -0.418902 0.0541716 -2.7935 0.131891 -0.0781733 1.79028 2.47437 -1.87653
13.34 -0.610377 -1.83113 -1.59828 -0.707302 -1.23752 -0.610377 -0.421269 0.208808 -2.83113 0.118335 -0.0773182 1.79028 2.47504 -1.86466
