t 1 2 3 jL0300 4 5 6 7 jH0700 jyH0700 jV0400 
0 -1.4854 -1.4854 0.999658 -1.28762 1 0 0 2.74428 0 2.74428 -1.45667 
0.01 -1.53187 -1.53187 0.998972 -1.27763 1 0 6.93889e-018 2.78706 0 2.78706 -1.50943 
0.02 -1.57904 -1.57904 0.997941 -1.26765 1 0 6.93889e-018 2.83295 0 2.83295 -1.5653 
0.03 -1.62698 -1.62698 0.996563 -1.25768 1 0 1.04083e-017 2.88145 0 2.88145 -1.62377 
0.04 -1.67572 -1.67572 0.994835 -1.24773 1 0 1.04083e-017 2.93167 0 2.93167 -1.68393 
0.05 -1.72529 -1.72529 0.992756 -1.2378 1 0 6.93889e-018 2.98223 0 2.98223 -1.74443 
0.06 -1.77561 -1.77561 0.990322 -1.2279 1 0 6.93889e-018 3.03118 0 3.03118 -1.80328 
0.07 -1.82654 -1.82654 0.987534 -1.21803 1 0 6.93889e-018 3.07581 0 3.07581 -1.85778 
0.08 -1.87784 -1.87784 0.984391 -1.20818 1 0 6.93889e-018 3.11266 0 3.11266 -1.90447 
0.09 -1.92912 -1.92912 0.980896 -1.19837 1 0 6.93889e-018 3.1376 0 3.1376 -1.93923 
0.1 -1.97987 -1.97987 0.977054 -1.1886 1 0 6.93889e-018 3.14616 0 3.14616 -1.95756 
0.11 -2.02946 -2.02946 0.972873 -1.17887 1 0 6.93889e-018 3.13409 0 3.13409 -1.95521 
0.12 -2.07714 -2.07714 0.968365 -1.16919 1 0 6.93889e-018 3.09818 0 3.09818 -1.92899 
0.13 -2.12217 -2.12217 0.963547 -1.15955 1 0 6.93889e-018 3.03722 0 3.03722 -1.87767 
0.14 -2.16384 -2.16384 0.958439 -1.14997 1 0 6.93889e-018 2.95258 0 2.95258 -1.80261 
0.15 -2.20159 -2.20159 0.953063 -1.14044 1 0 6.93889e-018 2.84832 0 2.84832 -1.70788 
0.16 -2.23507 -2.23507 0.947445 -1.13097 1 0 6.93889e-018 2.73063 0 2.73063 -1.59966 
0.17 -2.26415 -2.26415 0.941608 -1.12155 1 0 6.93889e-018 2.6067 0 2.6067 -1.48515 
0.18 -2.28893 -2.28893 0.935579 -1.11219 1 0 6.93889e-018 2.48348 0 2.48348 -1.37129 
0.19 -2.3097 -2.3097 0.929378 -1.1029 1 0 6.93889e-018 2.36669 0 2.36669 -1.26379 
0.2 -2.32685 -2.32685 0.923029 -1.09367 1 0 6.93889e-018 2.26027 0 2.26027 -1.1666 
0.21 -2.34084 -2.34084 0.916547 -1.0845 1 0 6.93889e-018 2.16638 0 2.16638 -1.08187 
0.22 -2.35215 -2.35215 0.90995 -1.0754 1 0 6.93889e-018 2.08565 0 2.08565 -1.01025 
0.23 -2.36122 -2.36122 0.903249 -1.06637 1 0 6.93889e-018 2.01763 0 2.01763 -0.951262 
0.24 -2.36846 -2.36846 0.896457 -1.05741 1 0 6.93889e-018 1.96119 0 1.96119 -0.903782 
0.25 -2.37423 -2.37423 0.889581 -1.04851 1 0 6.93889e-018 1.91486 0 1.91486 -0.866344 
0.26 -2.37882 -2.37882 0.88263 -1.03968 1 0 6.93889e-018 1.87709 0 1.87709 -0.837404 
0.27 -2.38248 -2.38248 0.875609 -1.03093 1 0 6.93889e-018 1.84641 0 1.84641 -0.815484 
0.28 -2.3854 -2.3854 0.868523 -1.02224 1 0 6.93889e-018 1.82151 0 1.82151 -0.799262 
0.29 -2.38776 -2.38776 0.861377 -1.01363 1 0 6.93889e-018 1.80123 0 1.80123 -0.787595 
0.3 -2.38966 -2.38966 0.854173 -1.00509 1 0 6.93889e-018 1.78462 0 1.78462 -0.77953 
0.31 -2.39123 -2.39123 0.846915 -0.996619 1 0 6.93889e-018 1.7709 0 1.7709 -0.774284 
0.32 -2.39253 -2.39253 0.839605 -0.988223 1 0 6.93889e-018 1.75945 0 1.75945 -0.771226 
0.33 -2.39362 -2.39362 0.832245 -0.979901 1 0 6.93889e-018 1.74975 0 1.74975 -0.769854 
0.34 -2.39455 -2.39455 0.824837 -0.971652 1 0 6.93889e-018 1.74142 0 1.74142 -0.76977 
0.35 -2.39537 -2.39537 0.817383 -0.963478 1 0 6.93889e-018 1.73413 0 1.73413 -0.770656 
0.36 -2.39609 -2.39609 0.809884 -0.955379 1 0 6.93889e-018 1.72766 0 1.72766 -0.77228 
0.37 -2.39674 -2.39674 0.802341 -0.947356 1 0 6.93889e-018 1.7218 0 1.7218 -0.774445 
0.38 -2.39734 -2.39734 0.794756 -0.939408 1 0 6.93889e-018 1.71641 0 1.71641 -0.777005 
0.39 -2.39789 -2.39789 0.78713 -0.931537 1 0 6.93889e-018 1.71138 0 1.71138 -0.779845 
0.4 -2.39842 -2.39842 0.779464 -0.923743 1 0 6.93889e-018 1.70662 0 1.70662 -0.782879 
0.41 -2.39892 -2.39892 0.771758 -0.916025 1 0 6.93889e-018 1.70206 0 1.70206 -0.786038 
0.42 -2.3994 -2.3994 0.764016 -0.908385 1 0 6.93889e-018 1.69765 0 1.69765 -0.78927 
0.43 -2.39987 -2.39987 0.756236 -0.900822 1 0 6.93889e-018 1.69336 0 1.69336 -0.792535 
0.44 -2.40033 -2.40033 0.748421 -0.893338 1 0 6.93889e-018 1.68914 0 1.68914 -0.795803 
0.45 -2.40078 -2.40078 0.740571 -0.885933 1 0 6.93889e-018 1.68498 0 1.68498 -0.79905 
0.46 -2.40123 -2.40123 0.732687 -0.878606 1 0 6.93889e-018 1.68086 0 1.68086 -0.802259 
0.47 -2.40168 -2.40168 0.724771 -0.871358 1 0 6.93889e-018 1.67677 0 1.67677 -0.805415 
0.48 -2.40212 -2.40212 0.716822 -0.86419 1 0 6.93889e-018 1.6727 0 1.6727 -0.808508 
0.49 -2.40256 -2.40256 0.708843 -0.857101 1 0 6.93889e-018 1.66863 0 1.66863 -0.81153 
0.5 -2.403 -2.403 0.700835 -0.850093 1 0 6.93889e-018 1.66457 0 1.66457 -0.814475 
0.51 -2.40343 -2.40343 0.692797 -0.843165 1 0 6.93889e-018 1.6605 0 1.6605 -0.817338 
0.52 -2.40387 -2.40387 0.684731 -0.836318 1 0 6.93889e-018 1.65643 0 1.65643 -0.820116 
0.53 -2.40431 -2.40431 0.676639 -0.829551 1 0 6.93889e-018 1.65236 0 1.65236 -0.822807 
0.54 -2.40475 -2.40475 0.66852 -0.822866 1 0 6.93889e-018 1.64827 0 1.64827 -0.825408 
0.55 -2.40518 -2.40518 0.660377 -0.816262 1 0 6.93889e-018 1.64418 0 1.64418 -0.827918 
0.56 -2.40562 -2.40562 0.652209 -0.80974 1 0 6.93889e-018 1.64008 0 1.64008 -0.830336 
0.57 -2.40606 -2.40606 0.644018 -0.8033 1 0 6.93889e-018 1.63596 0 1.63596 -0.832661 
0.58 -2.4065 -2.4065 0.635805 -0.796942 1 0 6.93889e-018 1.63184 0 1.63184 -0.834894 
0.59 -2.40694 -2.40694 0.627571 -0.790666 1 0 6.93889e-018 1.6277 0 1.6277 -0.837033 
0.6 -2.40738 -2.40738 0.619316 -0.784473 1 0 6.93889e-018 1.62355 0 1.62355 -0.839078 
0.61 -2.40781 -2.40781 0.611042 -0.778363 1 0 6.93889e-018 1.61939 0 1.61939 -0.84103 
0.62 -2.40825 -2.40825 0.60275 -0.772335 1 0 6.93889e-018 1.61522 0 1.61522 -0.842889 
0.63 -2.40869 -2.40869 0.594439 -0.766391 1 0 6.93889e-018 1.61104 0 1.61104 -0.844654 
0.64 -2.40913 -2.40913 0.586112 -0.76053 1 0 6.93889e-018 1.60686 0 1.60686 -0.846326 
0.65 -2.40957 -2.40957 0.57777 -0.754752 1 0 6.93889e-018 1.60266 0 1.60266 -0.847905 
0.66 -2.41001 -2.41001 0.569412 -0.749058 1 0 6.93889e-018 1.59845 0 1.59845 -0.849391 
0.67 -2.41045 -2.41045 0.561041 -0.743447 1 0 6.93889e-018 1.59423 0 1.59423 -0.850785 
0.68 -2.41089 -2.41089 0.552657 -0.737921 1 0 6.93889e-018 1.59001 0 1.59001 -0.852087 
0.69 -2.41134 -2.41134 0.54426 -0.732478 1 0 6.93889e-018 1.58577 0 1.58577 -0.853296 
0.7 -2.41178 -2.41178 0.535853 -0.72712 1 0 6.93889e-018 1.58153 0 1.58153 -0.854415 
0.71 -2.41222 -2.41222 0.527435 -0.721845 1 0 6.93889e-018 1.57729 0 1.57729 -0.855442 
0.72 -2.41266 -2.41266 0.519007 -0.716655 1 0 6.93889e-018 1.57303 0 1.57303 -0.856378 
0.73 -2.4131 -2.4131 0.510571 -0.71155 1 0 6.93889e-018 1.56877 0 1.56877 -0.857224 
0.74 -2.41353 -2.41353 0.502128 -0.706528 1 0 6.93889e-018 1.56451 0 1.56451 -0.857979 
0.75 -2.41397 -2.41397 0.493677 -0.701592 1 0 6.93889e-018 1.56024 0 1.56024 -0.858645 
0.76 -2.41441 -2.41441 0.485221 -0.696739 1 0 6.93889e-018 1.55596 0 1.55596 -0.859222 
0.77 -2.41485 -2.41485 0.47676 -0.691972 1 0 6.93889e-018 1.55168 0 1.55168 -0.85971 
0.78 -2.41529 -2.41529 0.468295 -0.687289 1 0 6.93889e-018 1.5474 0 1.5474 -0.860109 
0.79 -2.41573 -2.41573 0.459826 -0.682691 1 0 6.93889e-018 1.54311 0 1.54311 -0.86042 
0.8 -2.41616 -2.41616 0.451355 -0.678177 1 0 6.93889e-018 1.53882 0 1.53882 -0.860644 
0.81 -2.4166 -2.4166 0.442883 -0.673748 1 0 6.93889e-018 1.53453 0 1.53453 -0.86078 
0.82 -2.41704 -2.41704 0.434409 -0.669404 1 0 6.93889e-018 1.53023 0 1.53023 -0.86083 
0.83 -2.41747 -2.41747 0.425936 -0.665145 1 0 6.93889e-018 1.52594 0 1.52594 -0.860793 
0.84 -2.4179 -2.4179 0.417464 -0.66097 1 0 6.93889e-018 1.52164 0 1.52164 -0.86067 
0.85 -2.41834 -2.41834 0.408994 -0.65688 1 0 6.93889e-018 1.51734 0 1.51734 -0.860462 
0.86 -2.41877 -2.41877 0.400527 -0.652875 1 0 6.93889e-018 1.51304 0 1.51304 -0.860169 
0.87 -2.4192 -2.4192 0.392063 -0.648954 1 0 6.93889e-018 1.50875 0 1.50875 -0.859792 
0.88 -2.41963 -2.41963 0.383603 -0.645118 1 0 6.93889e-018 1.50445 0 1.50445 -0.859331 
0.89 -2.42006 -2.42006 0.375148 -0.641367 1 0 6.93889e-018 1.50015 0 1.50015 -0.858786 
0.9 -2.42049 -2.42049 0.3667 -0.6377 1 0 6.93889e-018 1.49586 0 1.49586 -0.858158 
0.91 -2.42092 -2.42092 0.358258 -0.634117 1 0 6.93889e-018 1.49156 0 1.49156 -0.857448 
0.92 -2.42135 -2.42135 0.349824 -0.630619 1 0 6.93889e-018 1.48727 0 1.48727 -0.856655 
0.93 -2.42178 -2.42178 0.341398 -0.627205 1 0 6.93889e-018 1.48299 0 1.48299 -0.855781 
0.94 -2.4222 -2.4222 0.332982 -0.623875 1 0 6.93889e-018 1.4787 0 1.4787 -0.854826 
0.95 -2.42262 -2.42262 0.324575 -0.620629 1 0 6.93889e-018 1.47442 0 1.47442 -0.853791 
0.96 -2.42305 -2.42305 0.31618 -0.617468 1 0 6.93889e-018 1.47014 0 1.47014 -0.852676 
0.97 -2.42347 -2.42347 0.307796 -0.61439 1 0 6.93889e-018 1.46587 0 1.46587 -0.851481 
0.98 -2.42389 -2.42389 0.299424 -0.611395 1 0 6.93889e-018 1.4616 0 1.4616 -0.850207 
0.99 -2.42431 -2.42431 0.291065 -0.608485 1 0 6.93889e-018 1.45734 0 1.45734 -0.848855 
1 -2.42473 -2.42473 0.282721 -0.605658 1 0 6.93889e-018 1.45308 0 1.45308 -0.847425 
1.01 -2.42514 -2.42514 0.27439 -0.602914 1 0 6.93889e-018 1.44883 0 1.44883 -0.845918 
1.02 -2.42556 -2.42556 0.266076 -0.600253 1 0 6.93889e-018 1.44459 0 1.44459 -0.844335 
1.03 -2.42597 -2.42597 0.257777 -0.597675 1 0 6.93889e-018 1.44035 0 1.44035 -0.842675 
1.04 -2.42638 -2.42638 0.249496 -0.59518 1 0 6.93889e-018 1.43612 0 1.43612 -0.840939 
1.05 -2.42679 -2.42679 0.241232 -0.592768 1 0 6.93889e-018 1.4319 0 1.4319 -0.839129 
1.06 -2.4272 -2.4272 0.232986 -0.590438 1 0 6.93889e-018 1.42768 0 1.42768 -0.837244 
1.07 -2.42761 -2.42761 0.22476 -0.58819 1 0 6.93889e-018 1.42348 0 1.42348 -0.835285 
1.08 -2.42802 -2.42802 0.216553 -0.586025 1 0 6.93889e-018 1.41928 0 1.41928 -0.833253 
1.09 -2.42842 -2.42842 0.208367 -0.583941 1 0 6.93889e-018 1.41509 0 1.41509 -0.831148 
1.1 -2.42883 -2.42883 0.200202 -0.581939 1 0 6.93889e-018 1.41091 0 1.41091 -0.828972 
1.11 -2.42923 -2.42923 0.192059 -0.580019 1 0 6.93889e-018 1.40674 0 1.40674 -0.826723 
1.12 -2.42963 -2.42963 0.183939 -0.578179 1 0 6.93889e-018 1.40258 0 1.40258 -0.824404 
1.13 -2.43002 -2.43002 0.175842 -0.576421 1 0 6.93889e-018 1.39844 0 1.39844 -0.822015 
1.14 -2.43042 -2.43042 0.16777 -0.574743 1 0 6.93889e-018 1.3943 0 1.3943 -0.819555 
1.15 -2.43082 -2.43082 0.159722 -0.573146 1 0 6.93889e-018 1.39017 0 1.39017 -0.817027 
1.16 -2.43121 -2.43121 0.151699 -0.571629 1 0 6.93889e-018 1.38606 0 1.38606 -0.81443 
1.17 -2.4316 -2.4316 0.143703 -0.570192 1 0 6.93889e-018 1.38196 0 1.38196 -0.811766 
1.18 -2.43199 -2.43199 0.135733 -0.568834 1 0 6.93889e-018 1.37787 0 1.37787 -0.809034 
1.19 -2.43237 -2.43237 0.127791 -0.567557 1 0 6.93889e-018 1.37379 0 1.37379 -0.806235 
1.2 -2.43276 -2.43276 0.119876 -0.566358 1 0 6.93889e-018 1.36973 0 1.36973 -0.803371 
1.21 -2.43314 -2.43314 0.111991 -0.565238 1 0 6.93889e-018 1.36568 0 1.36568 -0.800441 
1.22 -2.43352 -2.43352 0.104134 -0.564197 1 0 6.93889e-018 1.36164 0 1.36164 -0.797447 
1.23 -2.4339 -2.4339 0.0963083 -0.563233 1 0 6.93889e-018 1.35762 0 1.35762 -0.794388 
1.24 -2.43428 -2.43428 0.0885126 -0.562348 1 0 6.93889e-018 1.35361 0 1.35361 -0.791266 
1.25 -2.43466 -2.43466 0.0807482 -0.561541 1 0 6.93889e-018 1.34962 0 1.34962 -0.788081 
1.26 -2.43503 -2.43503 0.0730156 -0.560811 1 0 6.93889e-018 1.34565 0 1.34565 -0.784835 
1.27 -2.4354 -2.4354 0.0653155 -0.560158 1 0 6.93889e-018 1.34168 0 1.34168 -0.781526 
1.28 -2.43577 -2.43577 0.0576485 -0.559581 1 0 6.93889e-018 1.33774 0 1.33774 -0.778157 
1.29 -2.43614 -2.43614 0.0500151 -0.559081 1 0 6.93889e-018 1.33381 0 1.33381 -0.774727 
1.3 -2.4365 -2.4365 0.0424159 -0.558657 1 0 6.93889e-018 1.3299 0 1.3299 -0.771238 
1.31 -2.43687 -2.43687 0.0348515 -0.558308 1 0 6.93889e-018 1.326 0 1.326 -0.767691 
1.32 -2.43723 -2.43723 0.0273226 -0.558035 1 0 6.93889e-018 1.32212 0 1.32212 -0.764085 
1.33 -2.43759 -2.43759 0.0198296 -0.557837 1 0 6.93889e-018 1.31826 0 1.31826 -0.760421 
1.34 -2.43794 -2.43794 0.0123731 -0.557713 1 0 6.93889e-018 1.31441 0 1.31441 -0.756701 
1.35 -2.4383 -2.4383 0.00495371 -0.557663 1 0 6.93889e-018 1.31059 0 1.31059 -0.752924 
1.36 -2.43865 -2.43865 -0.00242804 -0.557688 1 0 6.93889e-018 1.30678 0 1.30678 -0.749092 
1.37 -2.439 -2.439 -0.00977162 -0.557785 1 0 6.93889e-018 1.30299 0 1.30299 -0.745205 
1.38 -2.43935 -2.43935 -0.0170765 -0.557956 1 0 6.93889e-018 1.29922 0 1.29922 -0.741263 
1.39 -2.43969 -2.43969 -0.0243421 -0.5582 1 0 6.93889e-018 1.29547 0 1.29547 -0.737269 
1.4 -2.44004 -2.44004 -0.0315679 -0.558515 1 0 6.93889e-018 1.29174 0 1.29174 -0.733221 
1.41 -2.44038 -2.44038 -0.0387535 -0.558903 1 0 6.93889e-018 1.28802 0 1.28802 -0.729121 
1.42 -2.44072 -2.44072 -0.0458983 -0.559362 1 0 6.93889e-018 1.28433 0 1.28433 -0.72497 
1.43 -2.44105 -2.44105 -0.0530017 -0.559892 1 0 6.93889e-018 1.28066 0 1.28066 -0.720768 
1.44 -2.44139 -2.44139 -0.0600634 -0.560492 1 0 6.93889e-018 1.27701 0 1.27701 -0.716516 
1.45 -2.44172 -2.44172 -0.0670828 -0.561163 1 0 6.93889e-018 1.27338 0 1.27338 -0.712214 
1.46 -2.44205 -2.44205 -0.0740595 -0.561904 1 0 6.93889e-018 1.26977 0 1.26977 -0.707864 
1.47 -2.44237 -2.44237 -0.0809928 -0.562714 1 0 6.93889e-018 1.26618 0 1.26618 -0.703466 
1.48 -2.4427 -2.4427 -0.0878825 -0.563593 1 0 6.93889e-018 1.26261 0 1.26261 -0.69902 
1.49 -2.44302 -2.44302 -0.094728 -0.56454 1 0 6.93889e-018 1.25907 0 1.25907 -0.694528 
1.5 -2.44334 -2.44334 -0.101529 -0.565555 1 0 6.93889e-018 1.25554 0 1.25554 -0.68999 
1.51 -2.44365 -2.44365 -0.108285 -0.566638 1 0 6.93889e-018 1.25204 0 1.25204 -0.685406 
1.52 -2.44397 -2.44397 -0.114995 -0.567788 1 0 6.93889e-018 1.24857 0 1.24857 -0.680778 
1.53 -2.44428 -2.44428 -0.121659 -0.569005 1 0 6.93889e-018 1.24511 0 1.24511 -0.676106 
1.54 -2.44459 -2.44459 -0.128277 -0.570287 1 0 6.93889e-018 1.24168 0 1.24168 -0.671391 
1.55 -2.4449 -2.4449 -0.134848 -0.571636 1 0 6.93889e-018 1.23827 0 1.23827 -0.666633 
1.56 -2.4452 -2.4452 -0.141372 -0.57305 1 0 6.93889e-018 1.23488 0 1.23488 -0.661834 
1.57 -2.4455 -2.4455 -0.147849 -0.574528 1 0 6.93889e-018 1.23152 0 1.23152 -0.656993 
1.58 -2.4458 -2.4458 -0.154277 -0.576071 1 0 6.93889e-018 1.22818 0 1.22818 -0.652112 
1.59 -2.4461 -2.4461 -0.160657 -0.577677 1 0 6.93889e-018 1.22487 0 1.22487 -0.647192 
1.6 -2.4464 -2.4464 -0.166988 -0.579347 1 0 6.93889e-018 1.22158 0 1.22158 -0.642232 
1.61 -2.44669 -2.44669 -0.17327 -0.58108 1 0 6.93889e-018 1.21831 0 1.21831 -0.637234 
1.62 -2.44698 -2.44698 -0.179502 -0.582875 1 0 6.93889e-018 1.21507 0 1.21507 -0.632199 
1.63 -2.44726 -2.44726 -0.185684 -0.584732 1 0 6.93889e-018 1.21186 0 1.21186 -0.627126 
1.64 -2.44755 -2.44755 -0.191816 -0.58665 1 0 6.93889e-018 1.20867 0 1.20867 -0.622018 
1.65 -2.44783 -2.44783 -0.197898 -0.588629 1 0 6.93889e-018 1.2055 0 1.2055 -0.616873 
1.66 -2.44811 -2.44811 -0.203928 -0.590668 1 0 6.93889e-018 1.20236 0 1.20236 -0.611694 
1.67 -2.44839 -2.44839 -0.209907 -0.592767 1 0 6.93889e-018 1.19925 0 1.19925 -0.606481 
1.68 -2.44866 -2.44866 -0.215835 -0.594926 1 0 6.93889e-018 1.19616 0 1.19616 -0.601235 
1.69 -2.44893 -2.44893 -0.22171 -0.597143 1 0 6.93889e-018 1.1931 0 1.1931 -0.595956 
1.7 -2.4492 -2.4492 -0.227533 -0.599418 1 0 6.93889e-018 1.19006 0 1.19006 -0.590644 
1.71 -2.44946 -2.44946 -0.233304 -0.601751 1 0 6.93889e-018 1.18705 0 1.18705 -0.585302 
1.72 -2.44973 -2.44973 -0.239022 -0.604141 1 0 6.93889e-018 1.18407 0 1.18407 -0.579929 
1.73 -2.44999 -2.44999 -0.244686 -0.606588 1 0 6.93889e-018 1.18111 0 1.18111 -0.574525 
1.74 -2.45025 -2.45025 -0.250297 -0.609091 1 0 6.93889e-018 1.17818 0 1.17818 -0.569093 
1.75 -2.4505 -2.4505 -0.255854 -0.61165 1 0 6.93889e-018 1.17528 0 1.17528 -0.563632 
1.76 -2.45075 -2.45075 -0.261357 -0.614263 1 0 6.93889e-018 1.17241 0 1.17241 -0.558143 
1.77 -2.451 -2.451 -0.266806 -0.616931 1 0 6.93889e-018 1.16956 0 1.16956 -0.552628 
1.78 -2.45125 -2.45125 -0.2722 -0.619653 1 0 6.93889e-018 1.16674 0 1.16674 -0.547085 
1.79 -2.4515 -2.4515 -0.27754 -0.622429 1 0 6.93889e-018 1.16395 0 1.16395 -0.541517 
1.8 -2.45174 -2.45174 -0.282824 -0.625257 1 0 6.93889e-018 1.16118 0 1.16118 -0.535924 
1.81 -2.45198 -2.45198 -0.288053 -0.628138 1 0 6.93889e-018 1.15844 0 1.15844 -0.530306 
1.82 -2.45221 -2.45221 -0.293226 -0.63107 1 0 6.93889e-018 1.15573 0 1.15573 -0.524665 
1.83 -2.45245 -2.45245 -0.298343 -0.634053 1 0 6.93889e-018 1.15305 0 1.15305 -0.519001 
1.84 -2.45268 -2.45268 -0.303405 -0.637087 1 0 6.93889e-018 1.1504 0 1.1504 -0.513314 
1.85 -2.45291 -2.45291 -0.30841 -0.640171 1 0 6.93889e-018 1.14778 0 1.14778 -0.507606 
1.86 -2.45313 -2.45313 -0.313359 -0.643305 1 0 6.93889e-018 1.14518 0 1.14518 -0.501876 
1.87 -2.45336 -2.45336 -0.318251 -0.646487 1 0 6.93889e-018 1.14261 0 1.14261 -0.496127 
1.88 -2.45358 -2.45358 -0.323086 -0.649718 1 0 6.93889e-018 1.14008 0 1.14008 -0.490357 
1.89 -2.4538 -2.4538 -0.327864 -0.652997 1 0 6.93889e-018 1.13757 0 1.13757 -0.484569 
1.9 -2.45401 -2.45401 -0.332585 -0.656323 1 0 6.93889e-018 1.13509 0 1.13509 -0.478763 
1.91 -2.45422 -2.45422 -0.337249 -0.659695 1 0 6.93889e-018 1.13263 0 1.13263 -0.472939 
1.92 -2.45443 -2.45443 -0.341855 -0.663114 1 0 6.93889e-018 1.13021 0 1.13021 -0.467098 
1.93 -2.45464 -2.45464 -0.346403 -0.666578 1 0 6.93889e-018 1.12782 0 1.12782 -0.461241 
1.94 -2.45484 -2.45484 -0.350893 -0.670087 1 0 6.93889e-018 1.12545 0 1.12545 -0.455368 
1.95 -2.45505 -2.45505 -0.355326 -0.67364 1 0 6.93889e-018 1.12312 0 1.12312 -0.44948 
1.96 -2.45524 -2.45524 -0.3597 -0.677237 1 0 6.93889e-018 1.12082 0 1.12082 -0.443578 
1.97 -2.45544 -2.45544 -0.364016 -0.680877 1 0 6.93889e-018 1.11854 0 1.11854 -0.437663 
1.98 -2.45563 -2.45563 -0.368273 -0.68456 1 0 6.93889e-018 1.11629 0 1.11629 -0.431734 
1.99 -2.45582 -2.45582 -0.372472 -0.688285 1 0 6.93889e-018 1.11408 0 1.11408 -0.425793 
2 -2.45601 -2.45601 -0.376612 -0.692051 1 0 6.93889e-018 1.11189 0 1.11189 -0.419841 
2.01 -2.4562 -2.4562 -0.380693 -0.695858 1 0 6.93889e-018 1.10974 0 1.10974 -0.413878 
2.02 -2.45638 -2.45638 -0.384716 -0.699705 1 0 6.93889e-018 1.10761 0 1.10761 -0.407904 
2.03 -2.45656 -2.45656 -0.388679 -0.703592 1 0 6.93889e-018 1.10551 0 1.10551 -0.401921 
2.04 -2.45674 -2.45674 -0.392584 -0.707518 1 0 6.93889e-018 1.10345 0 1.10345 -0.395929 
2.05 -2.45691 -2.45691 -0.396429 -0.711482 1 0 6.93889e-018 1.10141 0 1.10141 -0.389928 
2.06 -2.45708 -2.45708 -0.400215 -0.715484 1 0 6.93889e-018 1.0994 0 1.0994 -0.38392 
2.07 -2.45725 -2.45725 -0.403941 -0.719523 1 0 6.93889e-018 1.09743 0 1.09743 -0.377904 
2.08 -2.45742 -2.45742 -0.407609 -0.723599 1 0 6.93889e-018 1.09548 0 1.09548 -0.371882 
2.09 -2.45758 -2.45758 -0.411216 -0.727712 1 0 6.93889e-018 1.09357 0 1.09357 -0.365854 
2.1 -2.45774 -2.45774 -0.414765 -0.731859 1 0 6.93889e-018 1.09168 0 1.09168 -0.359821 
2.11 -2.4579 -2.4579 -0.418254 -0.736042 1 0 6.93889e-018 1.08983 0 1.08983 -0.353784 
2.12 -2.45806 -2.45806 -0.421683 -0.740259 1 0 6.93889e-018 1.088 0 1.088 -0.347742 
2.13 -2.45821 -2.45821 -0.425052 -0.744509 1 0 6.93889e-018 1.08621 0 1.08621 -0.341698 
2.14 -2.45836 -2.45836 -0.428362 -0.748793 1 0 6.93889e-018 1.08444 0 1.08444 -0.33565 
2.15 -2.45851 -2.45851 -0.431613 -0.753109 1 0 6.93889e-018 1.08271 0 1.08271 -0.3296 
2.16 -2.45865 -2.45865 -0.434803 -0.757457 1 0 6.93889e-018 1.08101 0 1.08101 -0.323549 
2.17 -2.4588 -2.4588 -0.437934 -0.761836 1 0 6.93889e-018 1.07933 0 1.07933 -0.317497 
2.18 -2.45893 -2.45893 -0.441005 -0.766246 1 0 6.93889e-018 1.07769 0 1.07769 -0.311445 
2.19 -2.45907 -2.45907 -0.444017 -0.770687 1 0 6.93889e-018 1.07608 0 1.07608 -0.305393 
2.2 -2.45921 -2.45921 -0.446969 -0.775156 1 0 6.93889e-018 1.0745 0 1.0745 -0.299342 
2.21 -2.45934 -2.45934 -0.449861 -0.779655 1 0 6.93889e-018 1.07295 0 1.07295 -0.293293 
2.22 -2.45947 -2.45947 -0.452693 -0.784182 1 0 6.93889e-018 1.07143 0 1.07143 -0.287246 
2.23 -2.45959 -2.45959 -0.455466 -0.788736 1 0 6.93889e-018 1.06994 0 1.06994 -0.281201 
2.24 -2.45972 -2.45972 -0.458179 -0.793318 1 0 6.93889e-018 1.06848 0 1.06848 -0.27516 
2.25 -2.45984 -2.45984 -0.460833 -0.797927 1 0 6.93889e-018 1.06705 0 1.06705 -0.269123 
2.26 -2.45996 -2.45996 -0.463427 -0.802561 1 0 6.93889e-018 1.06565 0 1.06565 -0.26309 
2.27 -2.46007 -2.46007 -0.465962 -0.80722 1 0 6.93889e-018 1.06428 0 1.06428 -0.257062 
2.28 -2.46018 -2.46018 -0.468437 -0.811905 1 0 6.93889e-018 1.06294 0 1.06294 -0.25104 
2.29 -2.46029 -2.46029 -0.470853 -0.816613 1 0 6.93889e-018 1.06164 0 1.06164 -0.245024 
2.3 -2.4604 -2.4604 -0.47321 -0.821345 1 0 6.93889e-018 1.06036 0 1.06036 -0.239015 
2.31 -2.46051 -2.46051 -0.475508 -0.826101 1 0 6.93889e-018 1.05911 0 1.05911 -0.233013 
2.32 -2.46061 -2.46061 -0.477746 -0.830878 1 0 6.93889e-018 1.0579 0 1.0579 -0.227019 
2.33 -2.46071 -2.46071 -0.479925 -0.835677 1 0 6.93889e-018 1.05671 0 1.05671 -0.221033 
2.34 -2.46081 -2.46081 -0.482046 -0.840498 1 0 6.93889e-018 1.05555 0 1.05555 -0.215056 
2.35 -2.4609 -2.4609 -0.484107 -0.845339 1 0 6.93889e-018 1.05443 0 1.05443 -0.209089 
2.36 -2.461 -2.461 -0.48611 -0.8502 1 0 6.93889e-018 1.05333 0 1.05333 -0.203132 
2.37 -2.46108 -2.46108 -0.488054 -0.85508 1 0 6.93889e-018 1.05227 0 1.05227 -0.197186 
