t 1 2 3 jL0300 4 5 6 7 jH0700 jyH0700 jV0400 
32.3 -2.43948 -2.43948 0.000262925 -1.29767 1 0 6.93889e-018 1.29774 0 1.29774 -6.76484e-005 
32.31 -2.43948 -2.43948 0.000262234 -1.29767 1 0 6.93889e-018 1.29774 0 1.29774 -6.99527e-005 
32.32 -2.43948 -2.43948 0.000261521 -1.29767 1 0 6.93889e-018 1.29774 0 1.29774 -7.22381e-005 
32.33 -2.43948 -2.43948 0.000260786 -1.29766 1 0 6.93889e-018 1.29774 0 1.29774 -7.45046e-005 
32.34 -2.43948 -2.43948 0.000260028 -1.29766 1 0 6.93889e-018 1.29774 0 1.29774 -7.67521e-005 
32.35 -2.43948 -2.43948 0.000259249 -1.29766 1 0 6.93889e-018 1.29774 0 1.29774 -7.89804e-005 
32.36 -2.43948 -2.43948 0.000258448 -1.29766 1 0 6.93889e-018 1.29774 0 1.29774 -8.11893e-005 
32.37 -2.43948 -2.43948 0.000257625 -1.29765 1 0 6.93889e-018 1.29774 0 1.29774 -8.33789e-005 
32.38 -2.43948 -2.43948 0.000256781 -1.29765 1 0 6.93889e-018 1.29774 0 1.29774 -8.55488e-005 
32.39 -2.43948 -2.43948 0.000255916 -1.29765 1 0 6.93889e-018 1.29774 0 1.29774 -8.76992e-005 
32.4 -2.43948 -2.43948 0.000255029 -1.29765 1 0 6.93889e-018 1.29773 0 1.29773 -8.98297e-005 
32.41 -2.43948 -2.43948 0.000254122 -1.29764 1 0 6.93889e-018 1.29773 0 1.29773 -9.19404e-005 
32.42 -2.43948 -2.43948 0.000253195 -1.29764 1 0 6.93889e-018 1.29773 0 1.29773 -9.40311e-005 
32.43 -2.43948 -2.43948 0.000252246 -1.29764 1 0 6.93889e-018 1.29773 0 1.29773 -9.61017e-005 
32.44 -2.43948 -2.43948 0.000251278 -1.29764 1 0 6.93889e-018 1.29773 0 1.29773 -9.8152e-005 
32.45 -2.43948 -2.43948 0.00025029 -1.29763 1 0 6.93889e-018 1.29773 0 1.29773 -0.000100182 
32.46 -2.43948 -2.43948 0.000249282 -1.29763 1 0 6.93889e-018 1.29773 0 1.29773 -0.000102192 
32.47 -2.43948 -2.43948 0.000248254 -1.29763 1 0 6.93889e-018 1.29773 0 1.29773 -0.000104181 
32.48 -2.43948 -2.43948 0.000247207 -1.29763 1 0 6.93889e-018 1.29773 0 1.29773 -0.00010615 
32.49 -2.43948 -2.43948 0.000246141 -1.29762 1 0 6.93889e-018 1.29773 0 1.29773 -0.000108098 
32.5 -2.43948 -2.43948 0.000245055 -1.29762 1 0 6.93889e-018 1.29773 0 1.29773 -0.000110025 
32.51 -2.43948 -2.43948 0.000243951 -1.29762 1 0 6.93889e-018 1.29773 0 1.29773 -0.000111931 
32.52 -2.43948 -2.43948 0.000242828 -1.29762 1 0 6.93889e-018 1.29773 0 1.29773 -0.000113816 
32.53 -2.43949 -2.43949 0.000241687 -1.29761 1 0 6.93889e-018 1.29773 0 1.29773 -0.000115681 
32.54 -2.43949 -2.43949 0.000240528 -1.29761 1 0 6.93889e-018 1.29773 0 1.29773 -0.000117524 
32.55 -2.43949 -2.43949 0.000239351 -1.29761 1 0 6.93889e-018 1.29773 0 1.29773 -0.000119346 
32.56 -2.43949 -2.43949 0.000238156 -1.29761 1 0 6.93889e-018 1.29773 0 1.29773 -0.000121147 
32.57 -2.43949 -2.43949 0.000236944 -1.2976 1 0 6.93889e-018 1.29773 0 1.29773 -0.000122927 
32.58 -2.43949 -2.43949 0.000235714 -1.2976 1 0 6.93889e-018 1.29773 0 1.29773 -0.000124685 
32.59 -2.43949 -2.43949 0.000234467 -1.2976 1 0 6.93889e-018 1.29773 0 1.29773 -0.000126422 
32.6 -2.43949 -2.43949 0.000233203 -1.2976 1 0 6.93889e-018 1.29772 0 1.29772 -0.000128137 
32.61 -2.43949 -2.43949 0.000231923 -1.29759 1 0 6.93889e-018 1.29772 0 1.29772 -0.000129831 
32.62 -2.43949 -2.43949 0.000230626 -1.29759 1 0 6.93889e-018 1.29772 0 1.29772 -0.000131503 
32.63 -2.43949 -2.43949 0.000229313 -1.29759 1 0 6.93889e-018 1.29772 0 1.29772 -0.000133154 
32.64 -2.43949 -2.43949 0.000227984 -1.29759 1 0 6.93889e-018 1.29772 0 1.29772 -0.000134782 
32.65 -2.43949 -2.43949 0.000226638 -1.29758 1 0 6.93889e-018 1.29772 0 1.29772 -0.000136389 
32.66 -2.43949 -2.43949 0.000225278 -1.29758 1 0 6.93889e-018 1.29772 0 1.29772 -0.000137975 
32.67 -2.43949 -2.43949 0.000223902 -1.29758 1 0 6.93889e-018 1.29772 0 1.29772 -0.000139538 
32.68 -2.43949 -2.43949 0.00022251 -1.29758 1 0 6.93889e-018 1.29772 0 1.29772 -0.000141079 
32.69 -2.43949 -2.43949 0.000221104 -1.29758 1 0 6.93889e-018 1.29772 0 1.29772 -0.000142599 
32.7 -2.43949 -2.43949 0.000219683 -1.29757 1 0 6.93889e-018 1.29772 0 1.29772 -0.000144096 
32.71 -2.43949 -2.43949 0.000218248 -1.29757 1 0 6.93889e-018 1.29772 0 1.29772 -0.000145571 
32.72 -2.43949 -2.43949 0.000216798 -1.29757 1 0 6.93889e-018 1.29772 0 1.29772 -0.000147025 
32.73 -2.43949 -2.43949 0.000215334 -1.29757 1 0 6.93889e-018 1.29772 0 1.29772 -0.000148456 
32.74 -2.43949 -2.43949 0.000213856 -1.29757 1 0 6.93889e-018 1.29771 0 1.29771 -0.000149865 
32.75 -2.43949 -2.43949 0.000212365 -1.29756 1 0 6.93889e-018 1.29771 0 1.29771 -0.000151252 
32.76 -2.43949 -2.43949 0.00021086 -1.29756 1 0 6.93889e-018 1.29771 0 1.29771 -0.000152617 
32.77 -2.43949 -2.43949 0.000209341 -1.29756 1 0 6.93889e-018 1.29771 0 1.29771 -0.00015396 
32.78 -2.43949 -2.43949 0.00020781 -1.29756 1 0 6.93889e-018 1.29771 0 1.29771 -0.00015528 
32.79 -2.43949 -2.43949 0.000206266 -1.29755 1 0 6.93889e-018 1.29771 0 1.29771 -0.000156578 
32.8 -2.43949 -2.43949 0.00020471 -1.29755 1 0 6.93889e-018 1.29771 0 1.29771 -0.000157854 
32.81 -2.43949 -2.43949 0.000203141 -1.29755 1 0 6.93889e-018 1.29771 0 1.29771 -0.000159108 
32.82 -2.43949 -2.43949 0.00020156 -1.29755 1 0 6.93889e-018 1.29771 0 1.29771 -0.00016034 
32.83 -2.43949 -2.43949 0.000199967 -1.29755 1 0 6.93889e-018 1.29771 0 1.29771 -0.000161549 
32.84 -2.43949 -2.43949 0.000198362 -1.29754 1 0 6.93889e-018 1.29771 0 1.29771 -0.000162736 
32.85 -2.43949 -2.43949 0.000196746 -1.29754 1 0 6.93889e-018 1.29771 0 1.29771 -0.0001639 
32.86 -2.43949 -2.43949 0.000195119 -1.29754 1 0 6.93889e-018 1.29771 0 1.29771 -0.000165043 
32.87 -2.43949 -2.43949 0.000193481 -1.29754 1 0 6.93889e-018 1.2977 0 1.2977 -0.000166163 
32.88 -2.43949 -2.43949 0.000191831 -1.29754 1 0 6.93889e-018 1.2977 0 1.2977 -0.000167261 
32.89 -2.43949 -2.43949 0.000190172 -1.29753 1 0 6.93889e-018 1.2977 0 1.2977 -0.000168336 
32.9 -2.43949 -2.43949 0.000188501 -1.29753 1 0 6.93889e-018 1.2977 0 1.2977 -0.000169389 
32.91 -2.43949 -2.43949 0.000186821 -1.29753 1 0 6.93889e-018 1.2977 0 1.2977 -0.00017042 
32.92 -2.43949 -2.43949 0.000185131 -1.29753 1 0 6.93889e-018 1.2977 0 1.2977 -0.000171429 
32.93 -2.43949 -2.43949 0.000183431 -1.29753 1 0 6.93889e-018 1.2977 0 1.2977 -0.000172416 
32.94 -2.43949 -2.43949 0.000181721 -1.29753 1 0 6.93889e-018 1.2977 0 1.2977 -0.00017338 
32.95 -2.43949 -2.43949 0.000180003 -1.29752 1 0 6.93889e-018 1.2977 0 1.2977 -0.000174322 
32.96 -2.43949 -2.43949 0.000178275 -1.29752 1 0 6.93889e-018 1.2977 0 1.2977 -0.000175242 
32.97 -2.43949 -2.43949 0.000176538 -1.29752 1 0 6.93889e-018 1.2977 0 1.2977 -0.00017614 
32.98 -2.43949 -2.43949 0.000174793 -1.29752 1 0 6.93889e-018 1.2977 0 1.2977 -0.000177015 
32.99 -2.43949 -2.43949 0.000173039 -1.29752 1 0 6.93889e-018 1.29769 0 1.29769 -0.000177869 
33 -2.43949 -2.43949 0.000171278 -1.29752 1 0 6.93889e-018 1.29769 0 1.29769 -0.000178701 
33.01 -2.43949 -2.43949 0.000169508 -1.29751 1 0 6.93889e-018 1.29769 0 1.29769 -0.00017951 
33.02 -2.43949 -2.43949 0.00016773 -1.29751 1 0 6.93889e-018 1.29769 0 1.29769 -0.000180297 
33.03 -2.43949 -2.43949 0.000165945 -1.29751 1 0 6.93889e-018 1.29769 0 1.29769 -0.000181063 
33.04 -2.43949 -2.43949 0.000164153 -1.29751 1 0 6.93889e-018 1.29769 0 1.29769 -0.000181806 
33.05 -2.43949 -2.43949 0.000162353 -1.29751 1 0 6.93889e-018 1.29769 0 1.29769 -0.000182528 
33.06 -2.43949 -2.43949 0.000160547 -1.29751 1 0 6.93889e-018 1.29769 0 1.29769 -0.000183228 
33.07 -2.43949 -2.43949 0.000158734 -1.2975 1 0 6.93889e-018 1.29769 0 1.29769 -0.000183906 
33.08 -2.43949 -2.43949 0.000156914 -1.2975 1 0 6.93889e-018 1.29769 0 1.29769 -0.000184562 
33.09 -2.43949 -2.43949 0.000155088 -1.2975 1 0 6.93889e-018 1.29769 0 1.29769 -0.000185197 
33.1 -2.43949 -2.43949 0.000153256 -1.2975 1 0 6.93889e-018 1.29768 0 1.29768 -0.000185809 
33.11 -2.43949 -2.43949 0.000151419 -1.2975 1 0 6.93889e-018 1.29768 0 1.29768 -0.000186401 
33.12 -2.43949 -2.43949 0.000149575 -1.2975 1 0 6.93889e-018 1.29768 0 1.29768 -0.00018697 
33.13 -2.43949 -2.43949 0.000147727 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.000187518 
33.14 -2.43949 -2.43949 0.000145873 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.000188045 
33.15 -2.43949 -2.43949 0.000144014 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.00018855 
33.16 -2.43949 -2.43949 0.000142151 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.000189034 
33.17 -2.43949 -2.43949 0.000140282 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.000189497 
33.18 -2.43949 -2.43949 0.00013841 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.000189938 
33.19 -2.43949 -2.43949 0.000136533 -1.29749 1 0 6.93889e-018 1.29768 0 1.29768 -0.000190358 
33.2 -2.43949 -2.43949 0.000134653 -1.29748 1 0 6.93889e-018 1.29768 0 1.29768 -0.000190757 
33.21 -2.43949 -2.43949 0.000132769 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000191136 
33.22 -2.43949 -2.43949 0.000130881 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000191493 
33.23 -2.43949 -2.43949 0.00012899 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000191829 
33.24 -2.43949 -2.43949 0.000127096 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000192145 
33.25 -2.43949 -2.43949 0.000125198 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000192439 
33.26 -2.43949 -2.43949 0.000123299 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000192714 
33.27 -2.43949 -2.43949 0.000121396 -1.29748 1 0 6.93889e-018 1.29767 0 1.29767 -0.000192967 
33.28 -2.43949 -2.43949 0.000119492 -1.29747 1 0 6.93889e-018 1.29767 0 1.29767 -0.0001932 
33.29 -2.43949 -2.43949 0.000117585 -1.29747 1 0 6.93889e-018 1.29767 0 1.29767 -0.000193413 
33.3 -2.43949 -2.43949 0.000115677 -1.29747 1 0 6.93889e-018 1.29767 0 1.29767 -0.000193605 
33.31 -2.43949 -2.43949 0.000113767 -1.29747 1 0 6.93889e-018 1.29766 0 1.29766 -0.000193777 
33.32 -2.43949 -2.43949 0.000111855 -1.29747 1 0 6.93889e-018 1.29766 0 1.29766 -0.000193929 
33.33 -2.43949 -2.43949 0.000109942 -1.29747 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194061 
33.34 -2.43949 -2.43949 0.000108028 -1.29747 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194173 
33.35 -2.43949 -2.43949 0.000106113 -1.29747 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194265 
33.36 -2.43949 -2.43949 0.000104197 -1.29747 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194338 
33.37 -2.43949 -2.43949 0.000102281 -1.29746 1 0 6.93889e-018 1.29766 0 1.29766 -0.00019439 
33.38 -2.43949 -2.43949 0.000100364 -1.29746 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194423 
33.39 -2.43949 -2.43949 9.84477e-005 -1.29746 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194437 
33.4 -2.43949 -2.43949 9.65311e-005 -1.29746 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194431 
33.41 -2.43949 -2.43949 9.46148e-005 -1.29746 1 0 6.93889e-018 1.29766 0 1.29766 -0.000194405 
33.42 -2.43949 -2.43949 9.26989e-005 -1.29746 1 0 6.93889e-018 1.29765 0 1.29765 -0.000194361 
33.43 -2.43949 -2.43949 9.07836e-005 -1.29746 1 0 6.93889e-018 1.29765 0 1.29765 -0.000194298 
33.44 -2.43949 -2.43949 8.88692e-005 -1.29746 1 0 6.93889e-018 1.29765 0 1.29765 -0.000194215 
33.45 -2.43949 -2.43949 8.69558e-005 -1.29746 1 0 6.93889e-018 1.29765 0 1.29765 -0.000194114 
33.46 -2.43949 -2.43949 8.50435e-005 -1.29746 1 0 6.93889e-018 1.29765 0 1.29765 -0.000193994 
33.47 -2.43949 -2.43949 8.31327e-005 -1.29746 1 0 6.93889e-018 1.29765 0 1.29765 -0.000193855 
33.48 -2.43949 -2.43949 8.12234e-005 -1.29745 1 0 6.93889e-018 1.29765 0 1.29765 -0.000193697 
33.49 -2.43949 -2.43949 7.93158e-005 -1.29745 1 0 6.93889e-018 1.29765 0 1.29765 -0.000193522 
33.5 -2.43949 -2.43949 7.74102e-005 -1.29745 1 0 6.93889e-018 1.29765 0 1.29765 -0.000193327 
33.51 -2.43949 -2.43949 7.55067e-005 -1.29745 1 0 6.93889e-018 1.29765 0 1.29765 -0.000193115 
33.52 -2.43949 -2.43949 7.36054e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000192884 
33.53 -2.43949 -2.43949 7.17066e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000192636 
33.54 -2.43949 -2.43949 6.98105e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.00019237 
33.55 -2.43949 -2.43949 6.79171e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000192085 
33.56 -2.43949 -2.43949 6.60267e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000191784 
33.57 -2.43949 -2.43949 6.41395e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000191464 
33.58 -2.43949 -2.43949 6.22556e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000191128 
33.59 -2.43949 -2.43949 6.03752e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000190774 
33.6 -2.43949 -2.43949 5.84985e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000190403 
33.61 -2.43949 -2.43949 5.66256e-005 -1.29745 1 0 6.93889e-018 1.29764 0 1.29764 -0.000190015 
33.62 -2.43949 -2.43949 5.47567e-005 -1.29745 1 0 6.93889e-018 1.29763 0 1.29763 -0.00018961 
33.63 -2.43949 -2.43949 5.28919e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000189188 
33.64 -2.43949 -2.43949 5.10315e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.00018875 
33.65 -2.43949 -2.43949 4.91756e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000188295 
33.66 -2.43949 -2.43949 4.73243e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000187823 
33.67 -2.43949 -2.43949 4.54778e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000187336 
33.68 -2.43949 -2.43949 4.36364e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000186832 
33.69 -2.43949 -2.43949 4.18e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000186312 
33.7 -2.43949 -2.43949 3.99689e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000185777 
33.71 -2.43949 -2.43949 3.81433e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000185226 
33.72 -2.43949 -2.43949 3.63233e-005 -1.29744 1 0 6.93889e-018 1.29763 0 1.29763 -0.000184659 
33.73 -2.43949 -2.43949 3.4509e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000184077 
33.74 -2.43949 -2.43949 3.27006e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000183479 
33.75 -2.43949 -2.43949 3.08982e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000182866 
33.76 -2.43949 -2.43949 2.9102e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000182239 
33.77 -2.43949 -2.43949 2.73122e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000181596 
33.78 -2.4395 -2.4395 2.55289e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000180939 
33.79 -2.4395 -2.4395 2.37522e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000180267 
33.8 -2.4395 -2.4395 2.19823e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.00017958 
33.81 -2.4395 -2.4395 2.02192e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000178879 
33.82 -2.4395 -2.4395 1.84633e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000178164 
33.83 -2.4395 -2.4395 1.67145e-005 -1.29744 1 0 6.93889e-018 1.29762 0 1.29762 -0.000177435 
33.84 -2.4395 -2.4395 1.49731e-005 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000176692 
33.85 -2.4395 -2.4395 1.32391e-005 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000175936 
33.86 -2.4395 -2.4395 1.15127e-005 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000175166 
33.87 -2.4395 -2.4395 9.79404e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000174382 
33.88 -2.4395 -2.4395 8.08325e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000173585 
33.89 -2.4395 -2.4395 6.38045e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000172775 
33.9 -2.4395 -2.4395 4.68577e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000171951 
33.91 -2.4395 -2.4395 2.99933e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000171115 
33.92 -2.4395 -2.4395 1.32127e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000170267 
33.93 -2.4395 -2.4395 -3.48294e-007 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000169405 
33.94 -2.4395 -2.4395 -2.00924e-006 -1.29744 1 0 6.93889e-018 1.29761 0 1.29761 -0.000168532 
33.95 -2.4395 -2.4395 -3.66145e-006 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000167646 
33.96 -2.4395 -2.4395 -5.30481e-006 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000166747 
33.97 -2.4395 -2.4395 -6.93918e-006 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000165837 
33.98 -2.4395 -2.4395 -8.56447e-006 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000164916 
33.99 -2.4395 -2.4395 -1.01805e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000163982 
34 -2.4395 -2.4395 -1.17873e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000163037 
34.01 -2.4395 -2.4395 -1.33846e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000162081 
34.02 -2.4395 -2.4395 -1.49724e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000161113 
34.03 -2.4395 -2.4395 -1.65505e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000160134 
34.04 -2.4395 -2.4395 -1.81189e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000159145 
34.05 -2.4395 -2.4395 -1.96774e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000158145 
34.06 -2.4395 -2.4395 -2.1226e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000157134 
34.07 -2.4395 -2.4395 -2.27644e-005 -1.29744 1 0 6.93889e-018 1.2976 0 1.2976 -0.000156112 
34.08 -2.4395 -2.4395 -2.42927e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000155081 
34.09 -2.4395 -2.4395 -2.58108e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000154039 
34.1 -2.4395 -2.4395 -2.73184e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000152988 
34.11 -2.4395 -2.4395 -2.88156e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000151926 
34.12 -2.4395 -2.4395 -3.03022e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000150855 
34.13 -2.4395 -2.4395 -3.17782e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000149775 
34.14 -2.4395 -2.4395 -3.32434e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000148685 
34.15 -2.4395 -2.4395 -3.46978e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000147586 
34.16 -2.4395 -2.4395 -3.61413e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000146478 
34.17 -2.4395 -2.4395 -3.75737e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000145361 
34.18 -2.4395 -2.4395 -3.89951e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000144235 
34.19 -2.4395 -2.4395 -4.04052e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000143101 
34.2 -2.4395 -2.4395 -4.18041e-005 -1.29744 1 0 6.93889e-018 1.29759 0 1.29759 -0.000141958 
34.21 -2.4395 -2.4395 -4.31917e-005 -1.29744 1 0 6.93889e-018 1.29758 0 1.29758 -0.000140807 
34.22 -2.4395 -2.4395 -4.45678e-005 -1.29744 1 0 6.93889e-018 1.29758 0 1.29758 -0.000139648 
34.23 -2.4395 -2.4395 -4.59324e-005 -1.29744 1 0 6.93889e-018 1.29758 0 1.29758 -0.000138481 
34.24 -2.4395 -2.4395 -4.72855e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000137307 
34.25 -2.4395 -2.4395 -4.86269e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000136125 
34.26 -2.4395 -2.4395 -4.99565e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000134935 
34.27 -2.4395 -2.4395 -5.12743e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000133738 
34.28 -2.4395 -2.4395 -5.25803e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000132534 
34.29 -2.4395 -2.4395 -5.38744e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000131323 
34.3 -2.4395 -2.4395 -5.51564e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000130105 
34.31 -2.4395 -2.4395 -5.64263e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.00012888 
34.32 -2.4395 -2.4395 -5.76841e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000127649 
34.33 -2.4395 -2.4395 -5.89298e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000126411 
34.34 -2.4395 -2.4395 -6.01631e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000125168 
34.35 -2.4395 -2.4395 -6.13841e-005 -1.29745 1 0 6.93889e-018 1.29758 0 1.29758 -0.000123918 
34.36 -2.4395 -2.4395 -6.25928e-005 -1.29745 1 0 6.93889e-018 1.29757 0 1.29757 -0.000122662 
34.37 -2.4395 -2.4395 -6.3789e-005 -1.29745 1 0 6.93889e-018 1.29757 0 1.29757 -0.000121401 
34.38 -2.4395 -2.4395 -6.49727e-005 -1.29745 1 0 6.93889e-018 1.29757 0 1.29757 -0.000120134 
34.39 -2.4395 -2.4395 -6.61439e-005 -1.29745 1 0 6.93889e-018 1.29757 0 1.29757 -0.000118861 
34.4 -2.4395 -2.4395 -6.73025e-005 -1.29745 1 0 6.93889e-018 1.29757 0 1.29757 -0.000117584 
34.41 -2.4395 -2.4395 -6.84484e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000116301 
34.42 -2.4395 -2.4395 -6.95816e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000115013 
34.43 -2.4395 -2.4395 -7.07021e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000113721 
34.44 -2.4395 -2.4395 -7.18098e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000112423 
34.45 -2.4395 -2.4395 -7.29047e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000111122 
34.46 -2.4395 -2.4395 -7.39867e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000109815 
34.47 -2.4395 -2.4395 -7.50558e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000108505 
34.48 -2.4395 -2.4395 -7.61119e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000107191 
34.49 -2.4395 -2.4395 -7.7155e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000105873 
34.5 -2.4395 -2.4395 -7.81851e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000104551 
34.51 -2.4395 -2.4395 -7.92021e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000103225 
34.52 -2.4395 -2.4395 -8.0206e-005 -1.29746 1 0 6.93889e-018 1.29757 0 1.29757 -0.000101896 
34.53 -2.4395 -2.4395 -8.11968e-005 -1.29746 1 0 6.93889e-018 1.29756 0 1.29756 -0.000100563 
34.54 -2.4395 -2.4395 -8.21744e-005 -1.29746 1 0 6.93889e-018 1.29756 0 1.29756 -9.9228e-005 
34.55 -2.4395 -2.4395 -8.31388e-005 -1.29747 1 0 6.93889e-018 1.29756 0 1.29756 -9.78895e-005 
34.56 -2.4395 -2.4395 -8.409e-005 -1.29747 1 0 6.93889e-018 1.29756 0 1.29756 -9.65481e-005 
