t 1 jL1 2 jL2 3 jV0300 
2.207e-005 199.098 282.361 5028.75 -5.17039 10000 -282.361 
2.208e-005 -83.1826 282.17 5108.63 -4.8447 10000 -282.17 
2.209e-005 -365.11 281.684 5183.15 -4.5009 10000 -281.684 
2.21e-005 -646.388 280.903 5252 -4.13936 10000 -280.903 
2.211e-005 -926.725 279.829 5314.92 -3.76051 10000 -279.829 
2.212e-005 -1205.83 278.464 5371.63 -3.36477 10000 -278.464 
2.213e-005 -1483.4 276.808 5421.86 -2.95263 10000 -276.808 
2.214e-005 -1759.17 274.864 5465.35 -2.52459 10000 -274.864 
2.215e-005 -2032.83 272.634 5501.87 -2.0812 10000 -272.634 
2.216e-005 -2304.1 270.121 5531.15 -1.62301 10000 -270.121 
2.217e-005 -2572.71 267.328 5552.98 -1.15062 10000 -267.328 
2.218e-005 -2838.37 264.259 5567.13 -0.664644 10000 -264.259 
2.219e-005 -3100.82 260.916 5573.39 -0.165739 10000 -260.916 
2.22e-005 -3359.77 257.304 5571.56 0.345424 10000 -257.304 
2.221e-005 -3614.96 253.426 5561.45 0.868147 10000 -253.426 
2.222e-005 -3866.13 249.288 5542.88 1.40171 10000 -249.288 
2.223e-005 -4113.02 244.893 5515.68 1.94536 10000 -244.893 
2.224e-005 -4355.38 240.248 5479.7 2.49833 10000 -240.248 
2.225e-005 -4592.96 235.356 5434.8 3.05983 10000 -235.356 
2.226e-005 -4825.51 230.225 5380.84 3.62905 10000 -230.225 
2.227e-005 -5052.81 224.858 5317.71 4.20516 10000 -224.858 
2.228e-005 -5274.6 219.263 5245.31 4.78732 10000 -219.263 
2.229e-005 -5490.69 213.445 5163.56 5.37466 10000 -213.445 
2.23e-005 -5700.83 207.412 5072.36 5.9663 10000 -207.412 
2.231e-005 -5904.83 201.169 4971.67 6.56134 10000 -201.169 
2.232e-005 -6102.47 194.724 4861.43 7.15889 10000 -194.724 
2.233e-005 -6293.55 188.084 4741.62 7.75802 10000 -188.084 
2.234e-005 -6477.9 181.256 4612.21 8.35779 10000 -181.256 
2.235e-005 -6655.31 174.247 4473.21 8.95728 10000 -174.247 
2.236e-005 -6825.62 167.066 4324.63 9.55554 10000 -167.066 
2.237e-005 -6988.66 159.72 4166.49 10.1516 10000 -159.72 
2.238e-005 -7144.27 152.218 3998.84 10.7445 10000 -152.218 
2.239e-005 -7292.29 144.566 3821.74 11.3333 10000 -144.566 
2.24e-005 -7432.58 136.775 3635.26 11.9171 10000 -136.775 
2.241e-005 -7565.01 128.853 3439.5 12.4948 10000 -128.853 
2.242e-005 -7689.45 120.807 3234.55 13.0655 10000 -120.807 
2.243e-005 -7805.78 112.647 3020.54 13.6282 10000 -112.647 
2.244e-005 -7913.89 104.381 2797.6 14.182 10000 -104.381 
2.245e-005 -8013.68 96.0197 2565.89 14.7259 10000 -96.0197 
2.246e-005 -8105.05 87.5705 2325.57 15.2589 10000 -87.5705 
2.247e-005 -8187.94 79.0432 2076.82 15.7802 10000 -79.0432 
2.248e-005 -8262.26 70.4468 1819.85 16.2887 10000 -70.4468 
2.249e-005 -8327.95 61.7908 1554.85 16.7836 10000 -61.7908 
2.25e-005 -8384.96 53.0843 1282.07 17.264 10000 -53.0843 
2.251e-005 -8433.23 44.3367 1001.73 17.7289 10000 -44.3367 
2.252e-005 -8472.74 35.5575 714.102 18.1774 10000 -35.5575 
2.253e-005 -8503.46 26.756 419.445 18.6087 10000 -26.756 
2.254e-005 -8525.37 17.9417 118.044 19.022 10000 -17.9417 
2.255e-005 -8538.46 9.12391 -189.804 19.4164 10000 -9.12391 
2.256e-005 -8542.74 0.312142 -503.789 19.791 10000 -0.312142 
2.257e-005 -8538.21 -8.48426 -823.588 20.1451 10000 8.48426 
2.258e-005 -8524.9 -17.2559 -1148.87 20.4779 10000 17.2559 
2.259e-005 -8502.84 -25.9936 -1479.28 20.7887 10000 25.9936 
2.26e-005 -8472.06 -34.688 -1814.46 21.0767 10000 34.688 
2.261e-005 -8432.61 -43.3298 -2154.05 21.3412 10000 43.3298 
2.262e-005 -8384.56 -51.9101 -2497.66 21.5816 10000 51.9101 
2.263e-005 -8327.96 -60.4198 -2844.89 21.7972 10000 60.4198 
2.264e-005 -8262.9 -68.8499 -3195.36 21.9874 10000 68.8499 
2.265e-005 -8189.45 -77.1915 -3548.63 22.1517 10000 77.1915 
2.266e-005 -8107.72 -85.436 -3904.31 22.2893 10000 85.436 
2.267e-005 -8017.8 -93.5747 -4261.95 22.3999 10000 93.5747 
2.268e-005 -7919.8 -101.599 -4621.11 22.483 10000 101.599 
2.269e-005 -7813.84 -109.501 -4981.36 22.538 10000 109.501 
2.27e-005 -7700.06 -117.272 -5342.24 22.5646 10000 117.272 
2.271e-005 -7578.57 -124.904 -5703.29 22.5624 10000 124.904 
2.272e-005 -7449.54 -132.39 -6064.05 22.531 10000 132.39 
2.273e-005 -7313.11 -139.721 -6424.05 22.4701 10000 139.721 
2.274e-005 -7169.43 -146.89 -6782.82 22.3795 10000 146.89 
2.275e-005 -7018.67 -153.891 -7139.87 22.2588 10000 153.891 
2.276e-005 -6861.01 -160.714 -7494.72 22.108 10000 160.714 
2.277e-005 -6696.63 -167.355 -7846.89 21.9268 10000 167.355 
2.278e-005 -6525.71 -173.805 -8195.9 21.7152 10000 173.805 
2.279e-005 -6348.45 -180.059 -8541.25 21.473 10000 180.059 
2.28e-005 -6165.05 -186.111 -8882.46 21.2002 10000 186.111 
2.281e-005 -5975.71 -191.953 -9219.04 20.8969 10000 191.953 
2.282e-005 -5780.64 -197.581 -9550.49 20.563 10000 197.581 
2.283e-005 -5580.07 -202.989 -9876.33 20.1987 10000 202.989 
2.284e-005 -5374.21 -208.172 -10196.1 19.804 10000 208.172 
2.285e-005 -5163.29 -213.124 -10509.2 19.3792 10000 213.124 
2.286e-005 -4947.56 -217.841 -10815.3 18.9245 10000 217.841 
2.287e-005 -4727.23 -222.318 -11113.9 18.44 10000 222.318 
2.288e-005 -4502.56 -226.552 -11404.5 17.9262 10000 226.552 
2.289e-005 -4273.8 -230.537 -11686.6 17.3834 10000 230.537 
2.29e-005 -4041.19 -234.271 -11959.7 16.8119 10000 234.271 
2.291e-005 -3804.98 -237.75 -12223.4 16.2121 10000 237.75 
2.292e-005 -3565.44 -240.971 -12477.4 15.5846 10000 240.971 
2.293e-005 -3322.82 -243.931 -12721 14.9298 10000 243.931 
2.294e-005 -3077.38 -246.627 -12953.9 14.2482 10000 246.627 
2.295e-005 -2829.4 -249.058 -13175.7 13.5405 10000 249.058 
2.296e-005 -2579.13 -251.221 -13385.9 12.8072 10000 251.221 
2.297e-005 -2326.84 -253.115 -13584.2 12.0491 10000 253.115 
2.298e-005 -2072.81 -254.738 -13770.1 11.2668 10000 254.738 
2.299e-005 -1817.31 -256.089 -13943.3 10.4611 10000 256.089 
2.3e-005 -1560.61 -257.168 -14103.4 9.63266 10000 257.168 
2.301e-005 -1302.97 -257.973 -14250.1 8.78241 10000 257.973 
2.302e-005 -1044.68 -258.506 -14383 7.91114 10000 258.506 
2.303e-005 -786.012 -258.765 -14501.7 7.01975 10000 258.765 
2.304e-005 -527.232 -258.752 -14606.1 6.10913 10000 258.752 
2.305e-005 -268.614 -258.467 -14695.7 5.18025 10000 258.467 
2.306e-005 -10.4305 -257.911 -14770.2 4.23406 10000 257.911 
2.307e-005 247.049 -257.086 -14829.5 3.27159 10000 257.086 
2.308e-005 503.555 -255.992 -14873.3 2.29386 10000 255.992 
2.309e-005 758.821 -254.633 -14901.3 1.30195 10000 254.633 
2.31e-005 1012.58 -253.009 -14913.3 0.296933 10000 253.009 
2.311e-005 1264.58 -251.124 -14909.1 -0.720063 10000 251.124 
2.312e-005 1514.54 -248.981 -14888.6 -1.7479 10000 248.981 
2.313e-005 1762.22 -246.581 -14851.5 -2.78541 10000 246.581 
2.314e-005 2007.37 -243.929 -14797.7 -3.83141 10000 243.929 
2.315e-005 2249.72 -241.029 -14727.1 -4.8847 10000 241.029 
2.316e-005 2489.04 -237.883 -14639.7 -5.94404 10000 237.883 
2.317e-005 2725.08 -234.496 -14535.2 -7.0082 10000 234.496 
2.318e-005 2957.6 -230.873 -14413.7 -8.07591 10000 230.873 
2.319e-005 3186.38 -227.017 -14275.1 -9.14591 10000 227.017 
2.32e-005 3411.17 -222.935 -14119.3 -10.2169 10000 222.935 
2.321e-005 3631.75 -218.629 -13946.4 -11.2876 10000 218.629 
2.322e-005 3847.91 -214.107 -13756.4 -12.3567 10000 214.107 
2.323e-005 4059.43 -209.374 -13549.3 -13.4228 10000 209.374 
2.324e-005 4266.11 -204.434 -13325.2 -14.4847 10000 204.434 
2.325e-005 4467.73 -199.295 -13084.1 -15.541 10000 199.295 
2.326e-005 4664.11 -193.962 -12826.2 -16.5904 10000 193.962 
2.327e-005 4855.05 -188.441 -12551.6 -17.6316 10000 188.441 
2.328e-005 5040.37 -182.74 -12260.4 -18.6632 10000 182.74 
2.329e-005 5219.89 -176.864 -11952.8 -19.6839 10000 176.864 
2.33e-005 5393.44 -170.82 -11629 -20.6923 10000 170.82 
2.331e-005 5560.86 -164.617 -11289.1 -21.6872 10000 164.617 
2.332e-005 5722 -158.26 -10933.5 -22.6672 10000 158.26 
2.333e-005 5876.69 -151.757 -10562.3 -23.631 10000 151.757 
2.334e-005 6024.81 -145.116 -10175.9 -24.5774 10000 145.116 
2.335e-005 6166.21 -138.344 -9774.43 -25.5049 10000 138.344 
2.336e-005 6300.77 -131.448 -9358.34 -26.4125 10000 131.448 
2.337e-005 6428.37 -124.437 -8927.91 -27.2987 10000 124.437 
2.338e-005 6548.9 -117.319 -8483.5 -28.1624 10000 117.319 
2.339e-005 6662.26 -110.101 -8025.48 -29.0023 10000 110.101 
2.34e-005 6768.35 -102.792 -7554.23 -29.8173 10000 102.792 
2.341e-005 6867.08 -95.4001 -7070.18 -30.6061 10000 95.4001 
2.342e-005 6958.38 -87.9329 -6573.75 -31.3676 10000 87.9329 
2.343e-005 7042.17 -80.399 -6065.37 -32.1007 10000 80.399 
2.344e-005 7118.4 -72.8068 -5545.53 -32.8043 10000 72.8068 
2.345e-005 7187.01 -65.1647 -5014.7 -33.4772 10000 65.1647 
2.346e-005 7247.95 -57.481 -4473.38 -34.1184 10000 57.481 
2.347e-005 7301.19 -49.7641 -3922.09 -34.727 10000 49.7641 
2.348e-005 7346.7 -42.0226 -3361.35 -35.3019 10000 42.0226 
2.349e-005 7384.45 -34.2648 -2791.72 -35.8422 10000 34.2648 
2.35e-005 7414.45 -26.4991 -2213.75 -36.347 10000 26.4991 
2.351e-005 7436.68 -18.734 -1628.03 -36.8153 10000 18.734 
2.352e-005 7451.14 -10.9778 -1035.14 -37.2464 10000 10.9778 
2.353e-005 7457.86 -3.2388 -435.693 -37.6394 10000 3.2388 
2.354e-005 7456.86 4.47462 169.706 -37.9936 10000 -4.47462 
2.355e-005 7448.16 12.1543 780.424 -38.3082 10000 -12.1543 
2.356e-005 7431.8 19.792 1395.82 -38.5826 10000 -19.792 
2.357e-005 7407.83 27.3797 2015.26 -38.8162 10000 -27.3797 
2.358e-005 7376.3 34.9094 2638.06 -39.0083 10000 -34.9094 
2.359e-005 7337.28 42.3731 3263.57 -39.1584 10000 -42.3731 
2.36e-005 7290.84 49.7631 3891.11 -39.266 10000 -49.7631 
2.361e-005 7237.05 57.0716 4519.99 -39.3307 10000 -57.0716 
2.362e-005 7176 64.2911 5149.52 -39.352 10000 -64.2911 
2.363e-005 7107.78 71.414 5779.02 -39.3296 10000 -71.414 
2.364e-005 7032.5 78.4331 6407.77 -39.2633 10000 -78.4331 
2.365e-005 6950.25 85.3411 7035.06 -39.1526 10000 -85.3411 
2.366e-005 6861.17 92.131 7660.2 -38.9975 10000 -92.131 
2.367e-005 6765.36 98.796 8282.46 -38.7978 10000 -98.796 
2.368e-005 6662.96 105.329 8901.14 -38.5534 10000 -105.329 
2.369e-005 6554.1 111.724 9515.51 -38.2643 10000 -111.724 
2.37e-005 6438.93 117.975 10124.9 -37.9304 10000 -117.975 
2.371e-005 6317.59 124.074 10728.5 -37.5518 10000 -124.074 
2.372e-005 6190.23 130.017 11325.6 -37.1286 10000 -130.017 
2.373e-005 6057.02 135.797 11915.6 -36.661 10000 -135.797 
2.374e-005 5918.12 141.409 12497.8 -36.1492 10000 -141.409 
2.375e-005 5773.71 146.848 13071.3 -35.5935 10000 -146.848 
2.376e-005 5623.95 152.107 13635.6 -34.9942 10000 -152.107 
2.377e-005 5469.04 157.183 14189.9 -34.3517 10000 -157.183 
2.378e-005 5309.15 162.07 14733.6 -33.6664 10000 -162.07 
2.379e-005 5144.48 166.764 15265.9 -32.9388 10000 -166.764 
2.38e-005 4975.23 171.261 15786.2 -32.1695 10000 -171.261 
2.381e-005 4801.59 175.556 16293.8 -31.359 10000 -175.556 
2.382e-005 4623.77 179.647 16788.1 -30.508 10000 -179.647 
2.383e-005 4441.97 183.528 17268.5 -29.6171 10000 -183.528 
2.384e-005 4256.4 187.198 17734.2 -28.6872 10000 -187.198 
2.385e-005 4067.29 190.652 18184.7 -27.7189 10000 -190.652 
2.386e-005 3874.84 193.888 18619.4 -26.7133 10000 -193.888 
2.387e-005 3679.27 196.904 19037.7 -25.671 10000 -196.904 
2.388e-005 3480.82 199.697 19439 -24.5932 10000 -199.697 
2.389e-005 3279.69 202.265 19822.8 -23.4807 10000 -202.265 
2.39e-005 3076.12 204.606 20188.4 -22.3347 10000 -204.606 
2.391e-005 2870.33 206.719 20535.4 -21.1562 10000 -206.719 
2.392e-005 2662.55 208.603 20863.3 -19.9462 10000 -208.603 
2.393e-005 2453.02 210.256 21171.6 -18.7061 10000 -210.256 
2.394e-005 2241.97 211.677 21459.8 -17.437 10000 -211.677 
2.395e-005 2029.62 212.867 21727.4 -16.1401 10000 -212.867 
2.396e-005 1816.2 213.825 21974 -14.8167 10000 -213.825 
2.397e-005 1601.96 214.55 22199.2 -13.4682 10000 -214.55 
2.398e-005 1387.12 215.044 22402.7 -12.0959 10000 -215.044 
2.399e-005 1171.91 215.307 22584 -10.7012 10000 -215.307 
2.4e-005 956.568 215.34 22742.8 -9.2856 10000 -215.34 
2.401e-005 741.318 215.143 22878.7 -7.8505 10000 -215.143 
2.402e-005 526.39 214.718 22991.6 -6.39742 10000 -214.718 
2.403e-005 312.012 214.066 23081 -4.92788 10000 -214.066 
2.404e-005 98.4099 213.19 23146.8 -3.44343 10000 -213.19 
2.405e-005 -114.194 212.091 23188.8 -1.94564 10000 -212.091 
2.406e-005 -325.577 210.771 23206.6 -0.436124 10000 -210.771 
2.407e-005 -535.52 209.234 23200.2 1.0835 10000 -209.234 
2.408e-005 -743.808 207.482 23169.5 2.61159 10000 -207.482 
2.409e-005 -950.226 205.517 23114.2 4.14647 10000 -205.517 
2.41e-005 -1154.56 203.343 23034.3 5.68648 10000 -203.343 
2.411e-005 -1356.62 200.964 22929.7 7.22991 10000 -200.964 
2.412e-005 -1556.18 198.383 22800.4 8.77507 10000 -198.383 
2.413e-005 -1753.05 195.604 22646.4 10.3202 10000 -195.604 
2.414e-005 -1947.03 192.63 22467.7 11.8636 10000 -192.63 
2.415e-005 -2137.94 189.467 22264.4 13.4036 10000 -189.467 
2.416e-005 -2325.58 186.119 22036.4 14.9384 10000 -186.119 
2.417e-005 -2509.77 182.59 21783.9 16.4662 10000 -182.59 
2.418e-005 -2690.34 178.885 21507.1 17.9854 10000 -178.885 
2.419e-005 -2867.1 175.008 21206 19.4941 10000 -175.008 
2.42e-005 -3039.9 170.966 20880.9 20.9906 10000 -170.966 
2.421e-005 -3208.57 166.764 20532 22.4732 10000 -166.764 
2.422e-005 -3372.95 162.406 20159.5 23.9403 10000 -162.406 
2.423e-005 -3532.89 157.9 19763.7 25.3899 10000 -157.9 
2.424e-005 -3688.24 153.249 19344.8 26.8205 10000 -153.249 
2.425e-005 -3838.87 148.46 18903.3 28.2304 10000 -148.46 
2.426e-005 -3984.64 143.54 18439.3 29.6178 10000 -143.54 
2.427e-005 -4125.41 138.494 17953.4 30.9812 10000 -138.494 
2.428e-005 -4261.07 133.329 17445.9 32.3188 10000 -133.329 
2.429e-005 -4391.51 128.051 16917.3 33.6291 10000 -128.051 
2.43e-005 -4516.61 122.666 16367.9 34.9104 10000 -122.666 
2.431e-005 -4636.26 117.181 15798.3 36.1612 10000 -117.181 
2.432e-005 -4750.38 111.602 15208.9 37.3799 10000 -111.602 
2.433e-005 -4858.88 105.937 14600.4 38.565 10000 -105.937 
2.434e-005 -4961.66 100.191 13973.1 39.7151 10000 -100.191 
2.435e-005 -5058.66 94.3726 13327.9 40.8287 10000 -94.3726 
2.436e-005 -5149.8 88.4874 12665.1 41.9043 10000 -88.4874 
2.437e-005 -5235.02 82.5428 11985.4 42.9405 10000 -82.5428 
2.438e-005 -5314.27 76.5455 11289.6 43.9362 10000 -76.5455 
2.439e-005 -5387.49 70.5026 10578.2 44.8898 10000 -70.5026 
2.44e-005 -5454.65 64.421 9851.85 45.8002 10000 -64.421 
2.441e-005 -5515.72 58.3076 9111.36 46.6662 10000 -58.3076 
2.442e-005 -5570.65 52.1695 8357.42 47.4865 10000 -52.1695 
2.443e-005 -5619.43 46.0135 7590.77 48.2601 10000 -46.0135 
2.444e-005 -5662.06 39.8466 6812.16 48.9858 10000 -39.8466 
2.445e-005 -5698.51 33.6758 6022.36 49.6627 10000 -33.6758 
2.446e-005 -5728.79 27.5079 5222.17 50.2897 10000 -27.5079 
2.447e-005 -5752.91 21.3497 4412.4 50.8659 10000 -21.3497 
2.448e-005 -5770.88 15.208 3593.86 51.3905 10000 -15.208 
2.449e-005 -5782.72 9.08957 2767.39 51.8625 10000 -9.08957 
2.45e-005 -5788.46 3.00109 1933.83 52.2814 10000 -3.00109 
2.451e-005 -5788.13 -3.05087 1094.05 52.6462 10000 3.05087 
2.452e-005 -5781.77 -9.05978 248.906 52.9565 10000 9.05978 
2.453e-005 -5769.43 -15.0192 -600.715 53.2115 10000 15.0192 
2.454e-005 -5751.16 -20.9228 -1453.93 53.4108 10000 20.9228 
2.455e-005 -5727.02 -26.7644 -2309.83 53.5539 10000 26.7644 
2.456e-005 -5697.07 -32.5377 -3167.53 53.6403 10000 32.5377 
2.457e-005 -5661.39 -38.2369 -4026.11 53.6698 10000 38.2369 
2.458e-005 -5620.06 -43.856 -4884.66 53.6419 10000 43.856 
2.459e-005 -5573.15 -49.3891 -5742.25 53.5566 10000 49.3891 
2.46e-005 -5520.76 -54.8308 -6597.98 53.4136 10000 54.8308 
2.461e-005 -5462.98 -60.1754 -7450.9 53.2128 10000 60.1754 
2.462e-005 -5399.92 -65.4176 -8300.11 52.9543 10000 65.4176 
2.463e-005 -5331.66 -70.5522 -9144.67 52.6379 10000 70.5522 
2.464e-005 -5258.34 -75.5742 -9983.66 52.2639 10000 75.5742 
2.465e-005 -5180.06 -80.4786 -10816.2 51.8324 10000 80.4786 
2.466e-005 -5096.94 -85.2607 -11641.3 51.3436 10000 85.2607 
2.467e-005 -5009.11 -89.916 -12458 50.7977 10000 89.916 
2.468e-005 -4916.69 -94.4401 -13265.6 50.1952 10000 94.4401 
2.469e-005 -4819.83 -98.8288 -14063 49.5365 10000 98.8288 
2.47e-005 -4718.65 -103.078 -14849.3 48.8221 10000 103.078 
2.471e-005 -4613.3 -107.184 -15623.8 48.0524 10000 107.184 
2.472e-005 -4503.93 -111.143 -16385.4 47.2281 10000 111.143 
2.473e-005 -4390.68 -114.951 -17133.4 46.35 10000 114.951 
2.474e-005 -4273.7 -118.606 -17866.9 45.4186 10000 118.606 
2.475e-005 -4153.16 -122.104 -18585 44.4349 10000 122.104 
2.476e-005 -4029.21 -125.443 -19286.9 43.3996 10000 125.443 
2.477e-005 -3902 -128.619 -19971.8 42.3137 10000 128.619 
2.478e-005 -3771.72 -131.631 -20638.9 41.1782 10000 131.631 
2.479e-005 -3638.51 -134.475 -21287.4 39.9941 10000 134.475 
2.48e-005 -3502.55 -137.151 -21916.6 38.7626 10000 137.151 
2.481e-005 -3364 -139.655 -22525.6 37.4846 10000 139.655 
2.482e-005 -3223.05 -141.988 -23113.7 36.1616 10000 141.988 
2.483e-005 -3079.86 -144.146 -23680.4 34.7947 10000 144.146 
2.484e-005 -2934.61 -146.13 -24224.7 33.3853 10000 146.13 
2.485e-005 -2787.47 -147.937 -24746.2 31.9347 10000 147.937 
2.486e-005 -2638.62 -149.568 -25244.1 30.4443 10000 149.568 
2.487e-005 -2488.24 -151.021 -25717.8 28.9157 10000 151.021 
2.488e-005 -2336.5 -152.297 -26166.7 27.3503 10000 152.297 
2.489e-005 -2183.59 -153.395 -26590.3 25.7497 10000 153.395 
2.49e-005 -2029.67 -154.315 -26987.9 24.1155 10000 154.315 
2.491e-005 -1874.93 -155.058 -27359.1 22.4493 10000 155.058 
2.492e-005 -1719.55 -155.624 -27703.4 20.7529 10000 155.624 
2.493e-005 -1563.69 -156.014 -28020.3 19.028 10000 156.014 
2.494e-005 -1407.55 -156.228 -28309.4 17.2763 10000 156.228 
2.495e-005 -1251.28 -156.268 -28570.2 15.4996 10000 156.268 
2.496e-005 -1095.08 -156.135 -28802.4 13.6999 10000 156.135 
2.497e-005 -939.093 -155.831 -29005.6 11.8789 10000 155.831 
2.498e-005 -783.509 -155.357 -29179.5 10.0385 10000 155.357 
2.499e-005 -628.491 -154.715 -29323.8 8.18076 10000 154.715 
2.5e-005 -474.206 -153.908 -29438.2 6.30752 10000 153.908 
2.501e-005 -320.819 -152.936 -29522.6 4.4208 10000 152.936 
2.502e-005 -168.493 -151.804 -29576.6 2.52258 10000 151.804 
2.503e-005 -17.3852 -150.513 -29600.2 0.614882 10000 150.513 
2.504e-005 132.345 -149.067 -29593.2 -1.30026 10000 149.067 
2.505e-005 280.545 -147.468 -29555.5 -3.22079 10000 147.468 
2.506e-005 427.063 -145.719 -29487 -5.14466 10000 145.719 
2.507e-005 571.751 -143.823 -29387.8 -7.0698 10000 143.823 
2.508e-005 714.465 -141.785 -29257.7 -8.99412 10000 141.785 
2.509e-005 855.063 -139.607 -29096.9 -10.9155 10000 139.607 
2.51e-005 993.409 -137.293 -28905.4 -12.832 10000 137.293 
2.511e-005 1129.37 -134.848 -28683.2 -14.7413 10000 134.848 
2.512e-005 1262.81 -132.274 -28430.6 -16.6415 10000 132.274 
2.513e-005 1393.61 -129.576 -28147.7 -18.5305 10000 129.576 
2.514e-005 1521.65 -126.759 -27834.7 -20.4061 10000 126.759 
2.515e-005 1646.8 -123.827 -27491.8 -22.2664 10000 123.827 
2.516e-005 1768.96 -120.783 -27119.3 -24.1092 10000 120.783 
2.517e-005 1888.02 -117.633 -26717.5 -25.9325 10000 117.633 
2.518e-005 2003.88 -114.382 -26286.7 -27.7342 10000 114.382 
2.519e-005 2116.43 -111.033 -25827.3 -29.5125 10000 111.033 
2.52e-005 2225.57 -107.592 -25339.6 -31.2652 10000 107.592 
2.521e-005 2331.23 -104.064 -24824.2 -32.9904 10000 104.064 
2.522e-005 2433.32 -100.453 -24281.4 -34.6862 10000 100.453 
2.523e-005 2531.75 -96.7645 -23711.7 -36.3506 10000 96.7645 
2.524e-005 2626.45 -93.0037 -23115.7 -37.9818 10000 93.0037 
2.525e-005 2717.35 -89.1757 -22493.9 -39.5778 10000 89.1757 
2.526e-005 2804.39 -85.2856 -21846.9 -41.137 10000 85.2856 
2.527e-005 2887.51 -81.3384 -21175.2 -42.6574 10000 81.3384 
2.528e-005 2966.65 -77.3396 -20479.6 -44.1373 10000 77.3396 
2.529e-005 3041.77 -73.2942 -19760.7 -45.5751 10000 73.2942 
2.53e-005 3112.82 -69.2076 -19019.2 -46.969 10000 69.2076 
2.531e-005 3179.77 -65.0849 -18255.8 -48.3174 10000 65.0849 
2.532e-005 3242.57 -60.9316 -17471.2 -49.6188 10000 60.9316 
2.533e-005 3301.2 -56.7528 -16666.2 -50.8715 10000 56.7528 
2.534e-005 3355.65 -52.5538 -15841.6 -52.0742 10000 52.5538 
2.535e-005 3405.89 -48.3398 -14998.2 -53.2254 10000 48.3398 
2.536e-005 3451.9 -44.1161 -14136.9 -54.3237 10000 44.1161 
2.537e-005 3493.69 -39.8877 -13258.4 -55.3677 10000 39.8877 
2.538e-005 3531.26 -35.66 -12363.8 -56.3563 10000 35.66 
2.539e-005 3564.59 -31.4378 -11453.8 -57.2882 10000 31.4378 
2.54e-005 3593.71 -27.2265 -10529.4 -58.1622 10000 27.2265 
2.541e-005 3618.63 -23.0308 -9591.57 -58.9773 10000 23.0308 
2.542e-005 3639.36 -18.8557 -8641.21 -59.7324 10000 18.8557 
2.543e-005 3655.93 -14.7062 -7679.3 -60.4265 10000 14.7062 
2.544e-005 3668.37 -10.587 -6706.83 -61.0588 10000 10.587 
2.545e-005 3676.71 -6.5029 -5724.8 -61.6284 10000 6.5029 
2.546e-005 3680.99 -2.45844 -4734.21 -62.1345 10000 2.45844 
2.547e-005 3681.24 1.5418 -3736.08 -62.5764 10000 -1.5418 
2.548e-005 3677.52 5.49336 -2731.45 -62.9536 10000 -5.49336 
2.549e-005 3669.88 9.39189 -1721.36 -63.2654 10000 -9.39189 
2.55e-005 3658.37 13.2331 -706.867 -63.5113 10000 -13.2331 
2.551e-005 3643.05 17.0129 310.982 -63.6909 10000 -17.0129 
2.552e-005 3623.99 20.7273 1331.12 -63.8038 10000 -20.7273 
2.553e-005 3601.25 24.3723 2352.47 -63.8498 10000 -24.3723 
2.554e-005 3574.91 27.9441 3373.97 -63.8287 10000 -27.9441 
2.555e-005 3545.04 31.4391 4394.54 -63.7403 10000 -31.4391 
2.556e-005 3511.71 34.8537 5413.11 -63.5846 10000 -34.8537 
2.557e-005 3475.02 38.1846 6428.59 -63.3615 10000 -38.1846 
2.558e-005 3435.04 41.4285 7439.9 -63.0712 10000 -41.4285 
2.559e-005 3391.87 44.5823 8445.99 -62.7137 10000 -44.5823 
2.56e-005 3345.6 47.6429 9445.76 -62.2894 10000 -47.6429 
2.561e-005 3296.32 50.6076 10438.2 -61.7986 10000 -50.6076 
2.562e-005 3244.13 53.4736 11422.1 -61.2415 10000 -53.4736 
2.563e-005 3189.12 56.2385 12396.6 -60.6187 10000 -56.2385 
2.564e-005 3131.41 58.8998 13360.5 -59.9307 10000 -58.8998 
2.565e-005 3071.1 61.4554 14312.9 -59.1781 10000 -61.4554 
2.566e-005 3008.29 63.9031 15252.6 -58.3615 10000 -63.9031 
2.567e-005 2943.09 66.2412 16178.7 -57.4817 10000 -66.2412 
2.568e-005 2875.61 68.4677 17090.2 -56.5395 10000 -68.4677 
2.569e-005 2805.98 70.5812 17986.1 -55.5358 10000 -70.5812 
2.57e-005 2734.28 72.5802 18865.4 -54.4715 10000 -72.5802 
2.571e-005 2660.66 74.4634 19727.1 -53.3476 10000 -74.4634 
2.572e-005 2585.21 76.2299 20570.4 -52.1652 10000 -76.2299 
2.573e-005 2508.07 77.8785 21394.2 -50.9254 10000 -77.8785 
2.574e-005 2429.34 79.4087 22197.7 -49.6295 10000 -79.4087 
2.575e-005 2349.14 80.8197 22979.9 -48.2788 10000 -80.8197 
2.576e-005 2267.6 82.1112 23740.1 -46.8745 10000 -82.1112 
2.577e-005 2184.84 83.2829 24477.3 -45.4181 10000 -83.2829 
2.578e-005 2100.97 84.3346 25190.8 -43.9111 10000 -84.3346 
2.579e-005 2016.11 85.2665 25879.8 -42.3548 10000 -85.2665 
2.58e-005 1930.39 86.0786 26543.4 -40.751 10000 -86.0786 
2.581e-005 1843.92 86.7715 27181 -39.1012 10000 -86.7715 
2.582e-005 1756.82 87.3456 27791.7 -37.4072 10000 -87.3456 
2.583e-005 1669.21 87.8017 28375 -35.6706 10000 -87.8017 
2.584e-005 1581.22 88.1405 28930.2 -33.8932 10000 -88.1405 
