t 1 jL1 2 jL2 3 jV0300 
0 9999.9 1.0336 0.074554 -0.0465963 10000 -1.0336 
1e-008 9993.18 11.3666 4.91912 -0.512294 10000 -11.3666 
2e-008 9976.14 21.6863 17.206 -0.976837 10000 -21.6863 
3e-008 9948.78 31.9818 36.9081 -1.43926 10000 -31.9818 
4e-008 9911.16 42.2421 63.9833 -1.89862 10000 -42.2421 
5e-008 9863.29 52.4562 98.374 -2.35395 10000 -52.4562 
6e-008 9805.24 62.6132 140.007 -2.8043 10000 -62.6132 
7e-008 9737.08 72.7024 188.796 -3.24875 10000 -72.7024 
8e-008 9658.86 82.7129 244.637 -3.68636 10000 -82.7129 
9e-008 9570.68 92.6342 307.412 -4.11622 10000 -92.6342 
1e-007 9472.64 102.456 376.99 -4.53742 10000 -102.456 
1.1e-007 9364.83 112.167 453.224 -4.94906 10000 -112.167 
1.2e-007 9247.38 121.757 535.954 -5.35028 10000 -121.757 
1.3e-007 9120.41 131.217 625.006 -5.74021 10000 -131.217 
1.4e-007 8984.06 140.535 720.19 -6.11801 10000 -140.535 
1.5e-007 8838.46 149.703 821.307 -6.48286 10000 -149.703 
1.6e-007 8683.79 158.711 928.141 -6.83396 10000 -158.711 
1.7e-007 8520.21 167.548 1040.47 -7.17052 10000 -167.548 
1.8e-007 8347.88 176.206 1158.04 -7.49179 10000 -176.206 
1.9e-007 8167 184.675 1280.62 -7.79703 10000 -184.675 
2e-007 7977.76 192.947 1407.93 -8.08555 10000 -192.947 
2.1e-007 7780.36 201.012 1539.71 -8.35665 10000 -201.012 
2.2e-007 7575.01 208.863 1675.67 -8.60968 10000 -208.863 
2.3e-007 7361.94 216.49 1815.51 -8.84403 10000 -216.49 
2.4e-007 7141.36 223.887 1958.93 -9.05909 10000 -223.887 
2.5e-007 6913.52 231.044 2105.62 -9.2543 10000 -231.044 
2.6e-007 6678.65 237.955 2255.26 -9.42913 10000 -237.955 
2.7e-007 6437.01 244.612 2407.51 -9.58308 10000 -244.612 
2.8e-007 6188.86 251.009 2562.03 -9.71569 10000 -251.009 
2.9e-007 5934.46 257.139 2718.49 -9.82652 10000 -257.139 
3e-007 5674.08 262.994 2876.52 -9.91517 10000 -262.994 
3.1e-007 5407.99 268.57 3035.77 -9.98129 10000 -268.57 
3.2e-007 5136.49 273.86 3195.89 -10.0246 10000 -273.86 
3.3e-007 4859.85 278.86 3356.49 -10.0447 10000 -278.86 
3.4e-007 4578.38 283.563 3517.2 -10.0414 10000 -283.563 
3.5e-007 4292.37 287.965 3677.66 -10.0145 10000 -287.965 
3.6e-007 4002.13 292.061 3837.48 -9.96383 10000 -292.061 
3.7e-007 3707.96 295.848 3996.27 -9.88924 10000 -295.848 
3.8e-007 3410.18 299.321 4153.67 -9.79064 10000 -299.321 
3.9e-007 3109.09 302.478 4309.27 -9.66797 10000 -302.478 
4e-007 2805.03 305.314 4462.7 -9.52121 10000 -305.314 
4.1e-007 2498.31 307.827 4613.56 -9.3504 10000 -307.827 
4.2e-007 2189.25 310.015 4761.49 -9.15559 10000 -310.015 
4.3e-007 1878.18 311.876 4906.08 -8.93689 10000 -311.876 
4.4e-007 1565.44 313.407 5046.97 -8.69443 10000 -313.407 
4.5e-007 1251.34 314.608 5183.77 -8.42841 10000 -314.608 
4.6e-007 936.227 315.478 5316.11 -8.13905 10000 -315.478 
4.7e-007 620.427 316.015 5443.62 -7.8266 10000 -316.015 
4.8e-007 304.272 316.22 5565.92 -7.49137 10000 -316.22 
4.9e-007 -11.905 316.092 5682.67 -7.1337 10000 -316.092 
5e-007 -327.772 315.632 5793.49 -6.75398 10000 -315.632 
5.1e-007 -642.996 314.842 5898.05 -6.35261 10000 -314.842 
5.2e-007 -957.249 313.721 5996 -5.93006 10000 -313.721 
5.3e-007 -1270.2 312.272 6087.01 -5.48681 10000 -312.272 
5.4e-007 -1581.52 310.496 6170.75 -5.02339 10000 -310.496 
5.5e-007 -1890.89 308.396 6246.9 -4.54038 10000 -308.396 
5.6e-007 -2197.98 305.974 6315.15 -4.03837 10000 -305.974 
5.7e-007 -2502.47 303.233 6375.21 -3.51799 10000 -303.233 
5.8e-007 -2804.05 300.176 6426.79 -2.97992 10000 -300.176 
5.9e-007 -3102.4 296.807 6469.6 -2.42486 10000 -296.807 
6e-007 -3397.21 293.13 6503.39 -1.85354 10000 -293.13 
6.1e-007 -3688.17 289.149 6527.91 -1.26672 10000 -289.149 
6.2e-007 -3974.99 284.869 6542.9 -0.665202 10000 -284.869 
6.3e-007 -4257.37 280.295 6548.14 -0.0498089 10000 -280.295 
6.4e-007 -4535.01 275.431 6543.43 0.578608 10000 -275.431 
6.5e-007 -4807.64 270.283 6528.55 1.21917 10000 -270.283 
6.6e-007 -5074.96 264.858 6503.32 1.87097 10000 -264.858 
6.7e-007 -5336.7 259.161 6467.57 2.53309 10000 -259.161 
6.8e-007 -5592.61 253.199 6421.14 3.20456 10000 -253.199 
6.9e-007 -5842.41 246.978 6363.9 3.88442 10000 -246.978 
7e-007 -6085.84 240.505 6295.71 4.57167 10000 -240.505 
7.1e-007 -6322.68 233.788 6216.47 5.2653 10000 -233.788 
7.2e-007 -6552.66 226.834 6126.08 5.96428 10000 -226.834 
7.3e-007 -6775.56 219.651 6024.46 6.66755 10000 -219.651 
7.4e-007 -6991.16 212.247 5911.57 7.37406 10000 -212.247 
7.5e-007 -7199.23 204.63 5787.35 8.08273 10000 -204.63 
7.6e-007 -7399.58 196.808 5651.78 8.79247 10000 -196.808 
7.7e-007 -7591.99 188.79 5504.86 9.50218 10000 -188.79 
7.8e-007 -7776.28 180.584 5346.58 10.2108 10000 -180.584 
7.9e-007 -7952.27 172.201 5176.99 10.9171 10000 -172.201 
8e-007 -8119.78 163.649 4996.13 11.62 10000 -163.649 
8.1e-007 -8278.65 154.937 4804.05 12.3185 10000 -154.937 
8.2e-007 -8428.73 146.076 4600.85 13.0113 10000 -146.076 
8.3e-007 -8569.86 137.074 4386.63 13.6974 10000 -137.074 
8.4e-007 -8701.92 127.941 4161.49 14.3756 10000 -127.941 
8.5e-007 -8824.78 118.688 3925.58 15.0448 10000 -118.688 
8.6e-007 -8938.33 109.325 3679.05 15.7038 10000 -109.325 
8.7e-007 -9042.46 99.8613 3422.07 16.3516 10000 -99.8613 
8.8e-007 -9137.07 90.3076 3154.84 16.987 10000 -90.3076 
8.9e-007 -9222.09 80.6744 2877.55 17.609 10000 -80.6744 
9e-007 -9297.43 70.9719 2590.44 18.2165 10000 -70.9719 
9.1e-007 -9363.04 61.2107 2293.75 18.8083 10000 -61.2107 
9.2e-007 -9418.86 51.4013 1987.73 19.3834 10000 -51.4013 
9.3e-007 -9464.85 41.5543 1672.67 19.9408 10000 -41.5543 
9.4e-007 -9500.97 31.6803 1348.85 20.4793 10000 -31.6803 
9.5e-007 -9527.21 21.7898 1016.59 20.9982 10000 -21.7898 
9.6e-007 -9543.56 11.8936 676.21 21.4962 10000 -11.8936 
9.7e-007 -9550.01 2.00214 328.051 21.9724 10000 -2.00214 
9.8e-007 -9546.58 -7.87395 -27.53 22.426 10000 7.87395 
9.9e-007 -9533.29 -17.7241 -390.161 22.8559 10000 17.7241 
1e-006 -9510.16 -27.5379 -759.455 23.2613 10000 27.5379 
1.01e-006 -9477.25 -37.3049 -1135.01 23.6412 10000 37.3049 
1.02e-006 -9434.6 -47.0146 -1516.42 23.995 10000 47.0146 
1.03e-006 -9382.27 -56.6568 -1903.25 24.3216 10000 56.6568 
1.04e-006 -9320.35 -66.2213 -2295.06 24.6204 10000 66.2213 
1.05e-006 -9248.91 -75.6981 -2691.41 24.8906 10000 75.6981 
1.06e-006 -9168.04 -85.077 -3091.81 25.1314 10000 85.077 
1.07e-006 -9077.86 -94.3483 -3495.81 25.3423 10000 94.3483 
1.08e-006 -8978.47 -103.502 -3902.92 25.5225 10000 103.502 
1.09e-006 -8869.99 -112.529 -4312.63 25.6715 10000 112.529 
1.1e-006 -8752.56 -121.42 -4724.45 25.7886 10000 121.42 
1.11e-006 -8626.31 -130.165 -5137.85 25.8733 10000 130.165 
1.12e-006 -8491.41 -138.755 -5552.33 25.9252 10000 138.755 
1.13e-006 -8348.01 -147.182 -5967.34 25.9439 10000 147.182 
1.14e-006 -8196.27 -155.436 -6382.35 25.9288 10000 155.436 
1.15e-006 -8036.38 -163.51 -6796.82 25.8796 10000 163.51 
1.16e-006 -7868.52 -171.394 -7210.21 25.796 10000 171.394 
1.17e-006 -7692.88 -179.081 -7621.95 25.6778 10000 179.081 
1.18e-006 -7509.67 -186.564 -8031.49 25.5246 10000 186.564 
1.19e-006 -7319.09 -193.833 -8438.27 25.3364 10000 193.833 
1.2e-006 -7121.36 -200.883 -8841.74 25.1129 10000 200.883 
1.21e-006 -6916.7 -207.706 -9241.31 24.8541 10000 207.706 
1.22e-006 -6705.35 -214.294 -9636.44 24.56 10000 214.294 
1.23e-006 -6487.55 -220.643 -10026.5 24.2305 10000 220.643 
1.24e-006 -6263.53 -226.745 -10411.1 23.8656 10000 226.745 
1.25e-006 -6033.55 -232.594 -10789.4 23.4656 10000 232.594 
1.26e-006 -5797.86 -238.184 -11161.1 23.0305 10000 238.184 
1.27e-006 -5556.72 -243.511 -11525.5 22.5605 10000 243.511 
1.28e-006 -5310.41 -248.568 -11882.1 22.0558 10000 248.568 
1.29e-006 -5059.18 -253.352 -12230.3 21.5168 10000 253.352 
1.3e-006 -4803.33 -257.858 -12569.5 20.9439 10000 257.858 
1.31e-006 -4543.13 -262.081 -12899.4 20.3373 10000 262.081 
1.32e-006 -4278.86 -266.017 -13219.2 19.6975 10000 266.017 
1.33e-006 -4010.81 -269.664 -13528.4 19.025 10000 269.664 
1.34e-006 -3739.28 -273.018 -13826.7 18.3203 10000 273.018 
1.35e-006 -3464.55 -276.075 -14113.4 17.5841 10000 276.075 
1.36e-006 -3186.94 -278.834 -14388 16.8169 10000 278.834 
1.37e-006 -2906.73 -281.291 -14650.1 16.0193 10000 281.291 
1.38e-006 -2624.22 -283.446 -14899.2 15.1922 10000 283.446 
1.39e-006 -2339.73 -285.297 -15134.7 14.3363 10000 285.297 
1.4e-006 -2053.56 -286.842 -15356.4 13.4523 10000 286.842 
1.41e-006 -1766.01 -288.08 -15563.6 12.5412 10000 288.08 
1.42e-006 -1477.4 -289.011 -15756.1 11.6037 10000 289.011 
1.43e-006 -1188.02 -289.635 -15933.3 10.6409 10000 289.635 
1.44e-006 -898.184 -289.951 -16094.9 9.65371 10000 289.951 
1.45e-006 -608.202 -289.961 -16240.5 8.64313 10000 289.961 
1.46e-006 -318.378 -289.665 -16369.7 7.61022 10000 289.665 
1.47e-006 -29.0191 -289.064 -16482.2 6.55605 10000 289.064 
1.48e-006 259.572 -288.159 -16577.7 5.48175 10000 288.159 
1.49e-006 547.092 -286.953 -16655.8 4.38848 10000 286.953 
1.5e-006 833.241 -285.447 -16716.3 3.27743 10000 285.447 
1.51e-006 1117.72 -283.643 -16758.8 2.14982 10000 283.643 
1.52e-006 1400.23 -281.546 -16783.2 1.00689 10000 281.546 
1.53e-006 1680.49 -279.157 -16789.1 -0.150064 10000 279.157 
1.54e-006 1958.2 -276.479 -16776.4 -1.31974 10000 276.479 
1.55e-006 2233.07 -273.518 -16745 -2.50079 10000 273.518 
1.56e-006 2504.83 -270.276 -16694.5 -3.69187 10000 270.276 
1.57e-006 2773.19 -266.758 -16624.9 -4.89158 10000 266.758 
1.58e-006 3037.89 -262.968 -16536 -6.09852 10000 262.968 
1.59e-006 3298.65 -258.912 -16427.7 -7.31127 10000 258.912 
1.6e-006 3555.21 -254.594 -16300 -8.52838 10000 254.594 
1.61e-006 3807.3 -250.02 -16152.9 -9.74839 10000 250.02 
1.62e-006 4054.69 -245.195 -15986.1 -10.9698 10000 245.195 
1.63e-006 4297.12 -240.125 -15799.9 -12.1912 10000 240.125 
1.64e-006 4534.34 -234.817 -15594.1 -13.411 10000 234.817 
1.65e-006 4766.13 -229.277 -15368.8 -14.6277 10000 229.277 
1.66e-006 4992.26 -223.512 -15124.1 -15.8399 10000 223.512 
1.67e-006 5212.5 -217.528 -14860 -17.0459 10000 217.528 
1.68e-006 5426.63 -211.333 -14576.7 -18.2443 10000 211.333 
1.69e-006 5634.46 -204.934 -14274.3 -19.4336 10000 204.934 
1.7e-006 5835.79 -198.338 -13953 -20.6121 10000 198.338 
1.71e-006 6030.41 -191.553 -13612.9 -21.7785 10000 191.553 
1.72e-006 6218.14 -184.588 -13254.3 -22.9311 10000 184.588 
1.73e-006 6398.82 -177.449 -12877.4 -24.0684 10000 177.449 
1.74e-006 6572.27 -170.146 -12482.4 -25.189 10000 170.146 
1.75e-006 6738.32 -162.687 -12069.7 -26.2913 10000 162.687 
1.76e-006 6896.84 -155.08 -11639.4 -27.3739 10000 155.08 
1.77e-006 7047.67 -147.334 -11192.1 -28.4353 10000 147.334 
1.78e-006 7190.68 -139.458 -10728 -29.474 10000 139.458 
1.79e-006 7325.75 -131.46 -10247.4 -30.4886 10000 131.46 
1.8e-006 7452.76 -123.35 -9750.85 -31.4777 10000 123.35 
1.81e-006 7571.6 -115.138 -9238.71 -32.4399 10000 115.138 
1.82e-006 7682.17 -106.831 -8711.41 -33.3737 10000 106.831 
1.83e-006 7784.4 -98.4395 -8169.44 -34.2779 10000 98.4395 
1.84e-006 7878.18 -89.973 -7613.26 -35.1511 10000 89.973 
1.85e-006 7963.47 -81.4406 -7043.4 -35.9921 10000 81.4406 
1.86e-006 8040.19 -72.8518 -6460.38 -36.7995 10000 72.8518 
1.87e-006 8108.3 -64.2161 -5864.74 -37.5722 10000 64.2161 
1.88e-006 8167.74 -55.543 -5257.05 -38.3089 10000 55.543 
1.89e-006 8218.5 -46.842 -4637.9 -39.0085 10000 46.842 
1.9e-006 8260.55 -38.1226 -4007.89 -39.6699 10000 38.1226 
1.91e-006 8293.87 -29.3943 -3367.65 -40.2919 10000 29.3943 
1.92e-006 8318.47 -20.6666 -2717.81 -40.8736 10000 20.6666 
1.93e-006 8334.34 -11.949 -2059.02 -41.4138 10000 11.949 
1.94e-006 8341.5 -3.25086 -1391.96 -41.9118 10000 3.25086 
1.95e-006 8339.98 5.41848 -717.313 -42.3664 10000 -5.41848 
1.96e-006 8329.81 14.0497 -35.7785 -42.777 10000 -14.0497 
1.97e-006 8311.04 22.6336 651.931 -43.1426 10000 -22.6336 
1.98e-006 8283.71 31.1611 1345.09 -43.4625 10000 -31.1611 
1.99e-006 8247.89 39.623 2042.96 -43.7359 10000 -39.623 
2e-006 8203.64 48.0105 2744.78 -43.9623 10000 -48.0105 
2.01e-006 8151.06 56.3148 3449.82 -44.1409 10000 -56.3148 
2.02e-006 8090.22 64.527 4157.28 -44.2712 10000 -64.527 
2.03e-006 8021.22 72.6387 4866.4 -44.3527 10000 -72.6387 
2.04e-006 7944.17 80.6415 5576.39 -44.3849 10000 -80.6415 
2.05e-006 7859.18 88.527 6286.46 -44.3674 10000 -88.527 
2.06e-006 7766.38 96.2871 6995.82 -44.3 10000 -96.2871 
2.07e-006 7665.89 103.914 7703.65 -44.1822 10000 -103.914 
2.08e-006 7557.84 111.4 8409.15 -44.014 10000 -111.4 
2.09e-006 7442.4 118.737 9111.51 -43.795 10000 -118.737 
2.1e-006 7319.7 125.918 9809.92 -43.5252 10000 -125.918 
2.11e-006 7189.91 132.935 10503.6 -43.2046 10000 -132.935 
2.12e-006 7053.19 139.783 11191.6 -42.8331 10000 -139.783 
2.13e-006 6909.72 146.453 11873.3 -42.4109 10000 -146.453 
2.14e-006 6759.69 152.939 12547.8 -41.938 10000 -152.939 
2.15e-006 6603.27 159.236 13214.3 -41.4147 10000 -159.236 
2.16e-006 6440.66 165.337 13871.9 -40.8412 10000 -165.337 
2.17e-006 6272.06 171.236 14520 -40.2178 10000 -171.236 
2.18e-006 6097.68 176.927 15157.6 -39.5449 10000 -176.927 
2.19e-006 5917.72 182.405 15784 -38.8229 10000 -182.405 
2.2e-006 5732.41 187.666 16398.5 -38.0524 10000 -187.666 
2.21e-006 5541.95 192.703 17000.2 -37.2338 10000 -192.703 
2.22e-006 5346.58 197.514 17588.4 -36.3679 10000 -197.514 
2.23e-006 5146.53 202.092 18162.3 -35.4552 10000 -202.092 
2.24e-006 4942.03 206.435 18721.2 -34.4966 10000 -206.435 
2.25e-006 4733.32 210.539 19264.4 -33.4928 10000 -210.539 
2.26e-006 4520.64 214.399 19791.1 -32.4446 10000 -214.399 
2.27e-006 4304.23 218.014 20300.6 -31.353 10000 -218.014 
2.28e-006 4084.34 221.379 20792.4 -30.2189 10000 -221.379 
2.29e-006 3861.23 224.493 21265.6 -29.0434 10000 -224.493 
2.3e-006 3635.14 227.353 21719.6 -27.8276 10000 -227.353 
2.31e-006 3406.34 229.958 22153.9 -26.5725 10000 -229.958 
2.32e-006 3175.07 232.304 22567.7 -25.2793 10000 -232.304 
2.33e-006 2941.59 234.392 22960.5 -23.9493 10000 -234.392 
2.34e-006 2706.18 236.219 23331.7 -22.5838 10000 -236.219 
2.35e-006 2469.07 237.785 23680.8 -21.184 10000 -237.785 
2.36e-006 2230.55 239.09 24007.2 -19.7515 10000 -239.09 
2.37e-006 1990.87 240.133 24310.4 -18.2875 10000 -240.133 
2.38e-006 1750.28 240.914 24589.8 -16.7936 10000 -240.914 
2.39e-006 1509.06 241.433 24845.2 -15.2712 10000 -241.433 
2.4e-006 1267.46 241.692 25075.9 -13.722 10000 -241.692 
2.41e-006 1025.75 241.691 25281.7 -12.1475 10000 -241.691 
2.42e-006 784.182 241.431 25462 -10.5494 10000 -241.431 
2.43e-006 543.014 240.914 25616.5 -8.92922 10000 -240.914 
2.44e-006 302.504 240.141 25745 -7.28881 10000 -240.141 
2.45e-006 62.9068 239.115 25847 -5.62985 10000 -239.115 
2.46e-006 -175.527 237.838 25922.4 -3.95411 10000 -237.838 
2.47e-006 -412.546 236.313 25970.8 -2.26338 10000 -236.313 
2.48e-006 -647.905 234.541 25992 -0.559484 10000 -234.541 
2.49e-006 -881.358 232.528 25985.9 1.15573 10000 -232.528 
2.5e-006 -1112.67 230.275 25952.3 2.88039 10000 -230.275 
2.51e-006 -1341.59 227.787 25890.9 4.61262 10000 -227.787 
2.52e-006 -1567.9 225.067 25801.8 6.3505 10000 -225.067 
2.53e-006 -1791.37 222.12 25684.9 8.09211 10000 -222.12 
2.54e-006 -2011.76 218.949 25540.1 9.83551 10000 -218.949 
2.55e-006 -2228.86 215.56 25367.4 11.5787 10000 -215.56 
2.56e-006 -2442.46 211.958 25166.8 13.3199 10000 -211.958 
2.57e-006 -2652.34 208.147 24938.4 15.0569 10000 -208.147 
2.58e-006 -2858.29 204.132 24682.2 16.7879 10000 -204.132 
2.59e-006 -3060.12 199.92 24398.5 18.5108 10000 -199.92 
2.6e-006 -3257.64 195.515 24087.2 20.2237 10000 -195.515 
2.61e-006 -3450.64 190.924 23748.6 21.9246 10000 -190.924 
2.62e-006 -3638.96 186.153 23383 23.6116 10000 -186.153 
2.63e-006 -3822.4 181.207 22990.5 25.2826 10000 -181.207 
2.64e-006 -4000.81 176.094 22571.4 26.9358 10000 -176.094 
2.65e-006 -4174.02 170.819 22126 28.5691 10000 -170.819 
2.66e-006 -4341.86 165.39 21654.7 30.1807 10000 -165.39 
2.67e-006 -4504.2 159.813 21157.8 31.7686 10000 -159.813 
2.68e-006 -4660.88 154.095 20635.7 33.3309 10000 -154.095 
2.69e-006 -4811.76 148.243 20088.9 34.8657 10000 -148.243 
2.7e-006 -4956.73 142.266 19517.7 36.3713 10000 -142.266 
2.71e-006 -5095.65 136.168 18922.8 37.8457 10000 -136.168 
2.72e-006 -5228.41 129.959 18304.5 39.2871 10000 -129.959 
2.73e-006 -5354.91 123.646 17663.5 40.6939 10000 -123.646 
2.74e-006 -5475.04 117.236 17000.3 42.0641 10000 -117.236 
2.75e-006 -5588.71 110.737 16315.5 43.3962 10000 -110.737 
2.76e-006 -5695.83 104.157 15609.7 44.6884 10000 -104.157 
2.77e-006 -5796.33 97.5034 14883.6 45.9391 10000 -97.5034 
2.78e-006 -5890.15 90.7838 14137.9 47.1467 10000 -90.7838 
2.79e-006 -5977.21 84.0064 13373.3 48.3097 10000 -84.0064 
2.8e-006 -6057.46 77.1789 12590.4 49.4265 10000 -77.1789 
2.81e-006 -6130.87 70.3093 11790.1 50.4957 10000 -70.3093 
2.82e-006 -6197.38 63.4054 10973.2 51.5158 10000 -63.4054 
2.83e-006 -6256.98 56.4752 10140.3 52.4855 10000 -56.4752 
2.84e-006 -6309.63 49.5266 9292.39 53.4035 10000 -49.5266 
2.85e-006 -6355.33 42.5674 8430.25 54.2684 10000 -42.5674 
2.86e-006 -6394.07 35.6054 7554.75 55.0791 10000 -35.6054 
2.87e-006 -6425.85 28.6484 6666.76 55.8345 10000 -28.6484 
2.88e-006 -6450.67 21.7042 5767.19 56.5333 10000 -21.7042 
2.89e-006 -6468.57 14.7805 4856.93 57.1747 10000 -14.7805 
2.9e-006 -6479.55 7.88495 3936.93 57.7575 10000 -7.88495 
2.91e-006 -6483.66 1.02501 3008.13 58.281 10000 -1.02501 
2.92e-006 -6480.94 -5.7918 2071.47 58.7441 10000 5.7918 
2.93e-006 -6471.42 -12.5581 1127.95 59.1462 10000 12.5581 
2.94e-006 -6455.16 -19.2666 178.532 59.4866 10000 19.2666 
2.95e-006 -6432.24 -25.9102 -775.781 59.7644 10000 25.9102 
2.96e-006 -6402.71 -32.4817 -1733.99 59.9793 10000 32.4817 
2.97e-006 -6366.65 -38.9742 -2695.07 60.1306 10000 38.9742 
2.98e-006 -6324.14 -45.381 -3658.01 60.2179 10000 45.381 
2.99e-006 -6275.28 -51.6953 -4621.79 60.2408 10000 51.6953 
3e-006 -6220.16 -57.9106 -5585.36 60.199 10000 57.9106 
3.01e-006 -6158.88 -64.0206 -6547.69 60.0923 10000 64.0206 
3.02e-006 -6091.55 -70.019 -7507.74 59.9205 10000 70.019 
3.03e-006 -6018.29 -75.8998 -8464.47 59.6834 10000 75.8998 
3.04e-006 -5939.21 -81.657 -9416.83 59.3812 10000 81.657 
3.05e-006 -5854.45 -87.2851 -10363.8 59.0138 10000 87.2851 
3.06e-006 -5764.13 -92.7784 -11304.3 58.5813 10000 92.7784 
3.07e-006 -5668.39 -98.1316 -12237.3 58.084 10000 98.1316 
3.08e-006 -5567.39 -103.34 -13161.8 57.5222 10000 103.34 
3.09e-006 -5461.25 -108.397 -14076.7 56.8961 10000 108.397 
3.1e-006 -5350.15 -113.3 -14981.1 56.2061 10000 113.3 
3.11e-006 -5234.22 -118.044 -15873.8 55.4529 10000 118.044 
3.12e-006 -5113.65 -122.623 -16754 54.637 10000 122.623 
3.13e-006 -4988.58 -127.035 -17620.5 53.7589 10000 127.035 
3.14e-006 -4859.2 -131.275 -18472.5 52.8194 10000 131.275 
3.15e-006 -4725.68 -135.34 -19308.8 51.8193 10000 135.34 
3.16e-006 -4588.18 -139.226 -20128.7 50.7594 10000 139.226 
3.17e-006 -4446.9 -142.93 -20931.1 49.6406 10000 142.93 
3.18e-006 -4302.02 -146.449 -21715.1 48.464 10000 146.449 
3.19e-006 -4153.73 -149.78 -22479.7 47.2306 10000 149.78 
3.2e-006 -4002.2 -152.92 -23224.1 45.9415 10000 152.92 
3.21e-006 -3847.65 -155.869 -23947.4 44.598 10000 155.869 
3.22e-006 -3690.25 -158.623 -24648.8 43.2012 10000 158.623 
3.23e-006 -3530.2 -161.18 -25327.3 41.7525 10000 161.18 
3.24e-006 -3367.71 -163.54 -25982.2 40.2533 10000 163.54 
3.25e-006 -3202.96 -165.7 -26612.7 38.705 10000 165.7 
3.26e-006 -3036.17 -167.66 -27218 37.1091 10000 167.66 
3.27e-006 -2867.52 -169.42 -27797.4 35.4672 10000 169.42 
3.28e-006 -2697.23 -170.977 -28350.1 33.781 10000 170.977 
3.29e-006 -2525.49 -172.333 -28875.4 32.052 10000 172.333 
3.3e-006 -2352.51 -173.487 -29372.7 30.2821 10000 173.487 
3.31e-006 -2178.48 -174.439 -29841.4 28.4729 10000 174.439 
3.32e-006 -2003.61 -175.189 -30280.7 26.6264 10000 175.189 
3.33e-006 -1828.1 -175.739 -30690.2 24.7444 10000 175.739 
3.34e-006 -1652.16 -176.089 -31069.3 22.8289 10000 176.089 
3.35e-006 -1475.97 -176.239 -31417.5 20.8817 10000 176.239 
3.36e-006 -1299.74 -176.192 -31734.2 18.905 10000 176.192 
3.37e-006 -1123.66 -175.95 -32019.1 16.9007 10000 175.95 
3.38e-006 -947.938 -175.513 -32271.7 14.8709 10000 175.513 
3.39e-006 -772.756 -174.883 -32491.6 12.8178 10000 174.883 
3.4e-006 -598.308 -174.064 -32678.5 10.7436 10000 174.064 
3.41e-006 -424.783 -173.057 -32832 8.6503 10000 173.057 
3.42e-006 -252.367 -171.864 -32951.8 6.54027 10000 171.864 
3.43e-006 -81.2432 -170.49 -33037.8 4.41569 10000 170.49 
3.44e-006 88.4071 -168.937 -33089.6 2.27884 10000 168.937 
3.45e-006 256.407 -167.207 -33107.2 0.131983 10000 167.207 
3.46e-006 422.582 -165.305 -33090.4 -2.02257 10000 165.305 
3.47e-006 586.762 -163.234 -33039 -4.18249 10000 163.234 
3.48e-006 748.779 -160.998 -32953.1 -6.34547 10000 160.998 
3.49e-006 908.471 -158.6 -32832.5 -8.50915 10000 158.6 
3.5e-006 1065.68 -156.046 -32677.3 -10.6712 10000 156.046 
3.51e-006 1220.25 -153.338 -32487.6 -12.8292 10000 153.338 
3.52e-006 1372.03 -150.482 -32263.4 -14.9809 10000 150.482 
3.53e-006 1520.87 -147.482 -32004.8 -17.1239 10000 147.482 
3.54e-006 1666.64 -144.343 -31712 -19.2559 10000 144.343 
3.55e-006 1809.19 -141.07 -31385.3 -21.3744 10000 141.07 
3.56e-006 1948.4 -137.667 -31024.8 -23.4771 10000 137.667 
3.57e-006 2084.14 -134.14 -30630.8 -25.5618 10000 134.14 
3.58e-006 2216.28 -130.494 -30203.6 -27.6261 10000 130.494 
3.59e-006 2344.72 -126.734 -29743.6 -29.6677 10000 126.734 
3.6e-006 2469.33 -122.866 -29251.1 -31.6843 10000 122.866 
3.61e-006 2590.02 -118.895 -28726.6 -33.6736 10000 118.895 
3.62e-006 2706.69 -114.826 -28170.5 -35.6335 10000 114.826 
3.63e-006 2819.23 -110.667 -27583.4 -37.5617 10000 110.667 
3.64e-006 2927.57 -106.421 -26965.7 -39.4559 10000 106.421 
3.65e-006 3031.62 -102.096 -26318 -41.3142 10000 102.096 
3.66e-006 3131.3 -97.696 -25640.9 -43.1343 10000 97.696 
3.67e-006 3226.54 -93.2281 -24935 -44.9142 10000 93.2281 
3.68e-006 3317.29 -88.698 -24201.1 -46.6517 10000 88.698 
3.69e-006 3403.47 -84.1115 -23439.7 -48.345 10000 84.1115 
3.7e-006 3485.03 -79.4748 -22651.6 -49.9921 10000 79.4748 
3.71e-006 3561.93 -74.7937 -21837.6 -51.591 10000 74.7937 
3.72e-006 3634.14 -70.0745 -20998.4 -53.1399 10000 70.0745 
3.73e-006 3701.6 -65.323 -20135 -54.6369 10000 65.323 
3.74e-006 3764.3 -60.5453 -19248 -56.0804 10000 60.5453 
3.75e-006 3822.2 -55.7475 -18338.4 -57.4685 10000 55.7475 
3.76e-006 3875.31 -50.9355 -17407.1 -58.7997 10000 50.9355 
3.77e-006 3923.59 -46.1153 -16455.1 -60.0723 10000 46.1153 
3.78e-006 3967.05 -41.2928 -15483.1 -61.2849 10000 41.2928 
3.79e-006 4005.7 -36.4739 -14492.4 -62.4359 10000 36.4739 
3.8e-006 4039.52 -31.6644 -13483.7 -63.5239 10000 31.6644 
3.81e-006 4068.55 -26.8701 -12458.3 -64.5476 10000 26.8701 
