t 1 2 3 4 5 jL0400 6 7 8 jE0201 jH0801 jyH0801 jVX jV0600 
7.74 0 -2.01168 6.70023e-016 0.247631 -2.01168 -1.59394 1 0 1.14108 2.01168 0 -2.01168 1.14108 0.452857 
7.75 0 -2.00971 6.69366e-016 0.251518 -2.00971 -1.59142 1 0 1.14166 2.00971 0 -2.00971 1.14166 0.449759 
7.76 0 -2.00772 6.68705e-016 0.255369 -2.00772 -1.58887 1 0 1.14221 2.00772 0 -2.00772 1.14221 0.446655 
7.77 0 -2.00572 6.68039e-016 0.259184 -2.00572 -1.58628 1 0 1.14273 2.00572 0 -2.00572 1.14273 0.443547 
7.78 0 -2.0037 6.67368e-016 0.262964 -2.0037 -1.58365 1 0 1.14321 2.0037 0 -2.0037 1.14321 0.440435 
7.79 0 -2.00167 6.66692e-016 0.266708 -2.00167 -1.58098 1 0 1.14366 2.00167 0 -2.00167 1.14366 0.437321 
7.8 0 -1.99963 6.6601e-016 0.270416 -1.99963 -1.57828 1 0 1.14407 1.99963 0 -1.99963 1.14407 0.434203 
7.81 0 -1.99757 6.65324e-016 0.274088 -1.99757 -1.57554 1 0 1.14445 1.99757 0 -1.99757 1.14445 0.431085 
7.82 0 -1.99549 6.64633e-016 0.277724 -1.99549 -1.57276 1 0 1.14479 1.99549 0 -1.99549 1.14479 0.427965 
7.83 0 -1.9934 6.63936e-016 0.281324 -1.9934 -1.56995 1 0 1.1451 1.9934 0 -1.9934 1.1451 0.424846 
7.84 0 -1.99129 6.63233e-016 0.284887 -1.99129 -1.5671 1 0 1.14537 1.99129 0 -1.99129 1.14537 0.421728 
7.85 0 -1.98917 6.62526e-016 0.288415 -1.98917 -1.56421 1 0 1.1456 1.98917 0 -1.98917 1.1456 0.418611 
7.86 0 -1.98702 6.61812e-016 0.291906 -1.98702 -1.56129 1 0 1.1458 1.98702 0 -1.98702 1.1458 0.415498 
7.87 0 -1.98487 6.61093e-016 0.29536 -1.98487 -1.55834 1 0 1.14595 1.98487 0 -1.98487 1.14595 0.412387 
7.88 0 -1.98269 6.60368e-016 0.298778 -1.98269 -1.55535 1 0 1.14607 1.98269 0 -1.98269 1.14607 0.409281 
7.89 0 -1.98049 6.59637e-016 0.30216 -1.98049 -1.55233 1 0 1.14615 1.98049 0 -1.98049 1.14615 0.40618 
7.9 0 -1.97828 6.589e-016 0.305505 -1.97828 -1.54927 1 0 1.14619 1.97828 0 -1.97828 1.14619 0.403085 
7.91 0 -1.97605 6.58157e-016 0.308813 -1.97605 -1.54619 1 0 1.14619 1.97605 0 -1.97605 1.14619 0.399996 
7.92 0 -1.9738 6.57408e-016 0.312085 -1.9738 -1.54307 1 0 1.14615 1.9738 0 -1.9738 1.14615 0.396916 
7.93 0 -1.97153 6.56652e-016 0.31532 -1.97153 -1.53991 1 0 1.14607 1.97153 0 -1.97153 1.14607 0.393845 
7.94 0 -1.96924 6.5589e-016 0.318518 -1.96924 -1.53673 1 0 1.14594 1.96924 0 -1.96924 1.14594 0.390783 
7.95 0 -1.96693 6.55121e-016 0.32168 -1.96693 -1.53351 1 0 1.14578 1.96693 0 -1.96693 1.14578 0.387732 
7.96 0 -1.96461 6.54345e-016 0.324805 -1.96461 -1.53026 1 0 1.14557 1.96461 0 -1.96461 1.14557 0.384692 
7.97 0 -1.96226 6.53562e-016 0.327893 -1.96226 -1.52698 1 0 1.14532 1.96226 0 -1.96226 1.14532 0.381665 
7.98 0 -1.95988 6.52773e-016 0.330944 -1.95988 -1.52367 1 0 1.14502 1.95988 0 -1.95988 1.14502 0.378652 
7.99 0 -1.95749 6.51976e-016 0.333959 -1.95749 -1.52033 1 0 1.14468 1.95749 0 -1.95749 1.14468 0.375653 
8 0 -1.95508 6.51171e-016 0.336937 -1.95508 -1.51697 1 0 1.1443 1.95508 0 -1.95508 1.1443 0.37267 
8.01 0 -1.95264 6.5036e-016 0.339879 -1.95264 -1.51357 1 0 1.14386 1.95264 0 -1.95264 1.14386 0.369704 
8.02 0 -1.95018 6.4954e-016 0.342783 -1.95018 -1.51014 1 0 1.14338 1.95018 0 -1.95018 1.14338 0.366755 
8.03 0 -1.94769 6.48713e-016 0.345652 -1.94769 -1.50668 1 0 1.14286 1.94769 0 -1.94769 1.14286 0.363827 
8.04 0 -1.94519 6.47877e-016 0.348483 -1.94519 -1.5032 1 0 1.14228 1.94519 0 -1.94519 1.14228 0.360916 
8.05 0 -1.94265 6.47034e-016 0.351278 -1.94265 -1.49968 1 0 1.14166 1.94265 0 -1.94265 1.14166 0.358028 
8.06 0 -1.9401 6.46182e-016 0.354037 -1.9401 -1.49614 1 0 1.14098 1.9401 0 -1.9401 1.14098 0.355163 
8.07 0 -1.93751 6.45321e-016 0.356759 -1.93751 -1.49258 1 0 1.14026 1.93751 0 -1.93751 1.14026 0.352319 
8.08 0 -1.9349 6.44452e-016 0.359445 -1.9349 -1.48898 1 0 1.13948 1.9349 0 -1.9349 1.13948 0.349501 
8.09 0 -1.93226 6.43573e-016 0.362094 -1.93226 -1.48536 1 0 1.13865 1.93226 0 -1.93226 1.13865 0.346709 
8.1 0 -1.9296 6.42686e-016 0.364708 -1.9296 -1.48171 1 0 1.13777 1.9296 0 -1.9296 1.13777 0.343945 
8.11 0 -1.92691 6.41789e-016 0.367285 -1.92691 -1.47804 1 0 1.13683 1.92691 0 -1.92691 1.13683 0.341209 
8.12 0 -1.92418 6.40882e-016 0.369826 -1.92418 -1.47434 1 -2.77556e-017 1.13584 1.92418 0 -1.92418 1.13584 0.338504 
8.13 0 -1.92143 6.39966e-016 0.372332 -1.92143 -1.47062 1 0 1.13479 1.92143 0 -1.92143 1.13479 0.335827 
8.14 0 -1.91865 6.39039e-016 0.374801 -1.91865 -1.46687 1 0 1.13369 1.91865 0 -1.91865 1.13369 0.333185 
8.15 0 -1.91584 6.38102e-016 0.377235 -1.91584 -1.4631 1 0 1.13252 1.91584 0 -1.91584 1.13252 0.330576 
8.16 0 -1.91299 6.37155e-016 0.379633 -1.91299 -1.4593 1 0 1.1313 1.91299 0 -1.91299 1.1313 0.328002 
8.17 0 -1.91012 6.36197e-016 0.381996 -1.91012 -1.45548 1 0 1.13002 1.91012 0 -1.91012 1.13002 0.325466 
8.18 0 -1.90721 6.35227e-016 0.384323 -1.90721 -1.45164 1 0 1.12867 1.90721 0 -1.90721 1.12867 0.322968 
8.19 0 -1.90426 6.34247e-016 0.386616 -1.90426 -1.44777 1 0 1.12726 1.90426 0 -1.90426 1.12726 0.320509 
8.2 0 -1.90128 6.33254e-016 0.388873 -1.90128 -1.44388 1 0 1.12579 1.90128 0 -1.90128 1.12579 0.318093 
8.21 0 -1.89827 6.3225e-016 0.391095 -1.89827 -1.43997 1 2.77556e-017 1.12425 1.89827 0 -1.89827 1.12425 0.315719 
8.22 0 -1.89521 6.31233e-016 0.393283 -1.89521 -1.43604 1 0 1.12265 1.89521 0 -1.89521 1.12265 0.31339 
8.23 0 -1.89212 6.30203e-016 0.395436 -1.89212 -1.43209 1 0 1.12098 1.89212 0 -1.89212 1.12098 0.311105 
8.24 0 -1.88899 6.29161e-016 0.397554 -1.88899 -1.42811 1 0 1.11924 1.88899 0 -1.88899 1.11924 0.30887 
8.25 0 -1.88582 6.28106e-016 0.399639 -1.88582 -1.42411 1 0 1.11743 1.88582 0 -1.88582 1.11743 0.306685 
8.26 0 -1.88261 6.27037e-016 0.401689 -1.88261 -1.4201 1 2.77556e-017 1.11555 1.88261 0 -1.88261 1.11555 0.304549 
8.27 0 -1.87936 6.25954e-016 0.403706 -1.87936 -1.41606 1 0 1.11359 1.87936 0 -1.87936 1.11359 0.302468 
8.28 0 -1.87607 6.24856e-016 0.405689 -1.87607 -1.412 1 -2.77556e-017 1.11156 1.87607 0 -1.87607 1.11156 0.300444 
8.29 0 -1.87273 6.23744e-016 0.407638 -1.87273 -1.40793 1 0 1.10945 1.87273 0 -1.87273 1.10945 0.298475 
8.3 0 -1.86934 6.22617e-016 0.409555 -1.86934 -1.40383 1 0 1.10727 1.86934 0 -1.86934 1.10727 0.296564 
8.31 0 -1.86591 6.21474e-016 0.411439 -1.86591 -1.39972 1 0 1.105 1.86591 0 -1.86591 1.105 0.294713 
8.32 0 -1.86244 6.20316e-016 0.413289 -1.86244 -1.39558 1 -2.77556e-017 1.10266 1.86244 0 -1.86244 1.10266 0.292927 
8.33 0 -1.85891 6.19141e-016 0.415108 -1.85891 -1.39143 1 0 1.10023 1.85891 0 -1.85891 1.10023 0.291205 
8.34 0 -1.85533 6.17949e-016 0.416894 -1.85533 -1.38726 1 0 1.09772 1.85533 0 -1.85533 1.09772 0.28955 
8.35 0 -1.8517 6.1674e-016 0.418649 -1.8517 -1.38308 1 0 1.09511 1.8517 0 -1.8517 1.09511 0.287965 
8.36 0 -1.84802 6.15513e-016 0.420372 -1.84802 -1.37887 1 -2.77556e-017 1.09242 1.84802 0 -1.84802 1.09242 0.28645 
8.37 0 -1.84428 6.14269e-016 0.422063 -1.84428 -1.37465 1 0 1.08965 1.84428 0 -1.84428 1.08965 0.285007 
8.38 0 -1.84049 6.13005e-016 0.423724 -1.84049 -1.37042 1 0 1.08677 1.84049 0 -1.84049 1.08677 0.283642 
8.39 0 -1.83664 6.11723e-016 0.425353 -1.83664 -1.36616 1 -2.77556e-017 1.08381 1.83664 0 -1.83664 1.08381 0.282354 
8.4 0 -1.83273 6.1042e-016 0.426953 -1.83273 -1.36189 1 -2.77556e-017 1.08075 1.83273 0 -1.83273 1.08075 0.281145 
8.41 0 -1.82876 6.09098e-016 0.428522 -1.82876 -1.35761 1 0 1.07759 1.82876 0 -1.82876 1.07759 0.280019 
8.42 0 -1.82472 6.07755e-016 0.430062 -1.82472 -1.35331 1 0 1.07433 1.82472 0 -1.82472 1.07433 0.278977 
8.43 0 -1.82063 6.0639e-016 0.431572 -1.82063 -1.34899 1 0 1.07097 1.82063 0 -1.82063 1.07097 0.278021 
8.44 0 -1.81646 6.05004e-016 0.433053 -1.81646 -1.34466 1 0 1.06751 1.81646 0 -1.81646 1.06751 0.277155 
8.45 0 -1.81223 6.03595e-016 0.434505 -1.81223 -1.34032 1 0 1.06394 1.81223 0 -1.81223 1.06394 0.276381 
8.46 0 -1.80793 6.02163e-016 0.435929 -1.80793 -1.33596 1 0 1.06026 1.80793 0 -1.80793 1.06026 0.275702 
8.47 0 -1.80356 6.00707e-016 0.437326 -1.80356 -1.33158 1 0 1.05647 1.80356 0 -1.80356 1.05647 0.275118 
8.48 0 -1.79912 5.99227e-016 0.438694 -1.79912 -1.3272 1 0 1.05256 1.79912 0 -1.79912 1.05256 0.274633 
8.49 0 -1.7946 5.97722e-016 0.440036 -1.7946 -1.3228 1 0 1.04855 1.7946 0 -1.7946 1.04855 0.274249 
8.5 0 -1.79 5.96191e-016 0.441351 -1.79 -1.31838 1 0 1.04441 1.79 0 -1.79 1.04441 0.273968 
8.51 0 -1.78533 5.94634e-016 0.44264 -1.78533 -1.31396 1 0 1.04016 1.78533 0 -1.78533 1.04016 0.273793 
8.52 0 -1.78057 5.9305e-016 0.443902 -1.78057 -1.30952 1 0 1.03579 1.78057 0 -1.78057 1.03579 0.273726 
8.53 0 -1.77573 5.91438e-016 0.44514 -1.77573 -1.30507 1 0 1.0313 1.77573 0 -1.77573 1.0313 0.27377 
8.54 0 -1.77081 5.89798e-016 0.446353 -1.77081 -1.3006 1 0 1.02668 1.77081 0 -1.77081 1.02668 0.273926 
8.55 0 -1.7658 5.88128e-016 0.447541 -1.7658 -1.29613 1 0 1.02193 1.7658 0 -1.7658 1.02193 0.274196 
8.56 0 -1.76069 5.86429e-016 0.448705 -1.76069 -1.29164 1 0 1.01706 1.76069 0 -1.76069 1.01706 0.274583 
8.57 0 -1.7555 5.84699e-016 0.449846 -1.7555 -1.28714 1 0 1.01205 1.7555 0 -1.7555 1.01205 0.275088 
8.58 0 -1.75021 5.82938e-016 0.450964 -1.75021 -1.28263 1 0 1.00692 1.75021 0 -1.75021 1.00692 0.275714 
8.59 0 -1.74483 5.81145e-016 0.452059 -1.74483 -1.27811 1 0 1.00165 1.74483 0 -1.74483 1.00165 0.276463 
8.6 0 -1.73935 5.79319e-016 0.453133 -1.73935 -1.27358 1 0 0.996245 1.73935 0 -1.73935 0.996245 0.277335 
8.61 0 -1.73376 5.77459e-016 0.454185 -1.73376 -1.26904 1 0 0.990706 1.73376 0 -1.73376 0.990706 0.278333 
8.62 0 -1.72808 5.75565e-016 0.455217 -1.72808 -1.26449 1 0 0.985029 1.72808 0 -1.72808 0.985029 0.279457 
8.63 0 -1.72228 5.73635e-016 0.456228 -1.72228 -1.25992 1 0 0.979215 1.72228 0 -1.72228 0.979215 0.280709 
8.64 0 -1.71638 5.7167e-016 0.45722 -1.71638 -1.25535 1 0 0.973262 1.71638 0 -1.71638 0.973262 0.28209 
8.65 0 -1.71037 5.69668e-016 0.458193 -1.71037 -1.25077 1 0 0.96717 1.71037 0 -1.71037 0.96717 0.2836 
8.66 0 -1.70425 5.67629e-016 0.459147 -1.70425 -1.24618 1 0 0.960938 1.70425 0 -1.70425 0.960938 0.285241 
8.67 0 -1.69801 5.65552e-016 0.460084 -1.69801 -1.24158 1 0 0.954567 1.69801 0 -1.69801 0.954567 0.287011 
8.68 0 -1.69166 5.63435e-016 0.461003 -1.69166 -1.23697 1 0 0.948056 1.69166 0 -1.69166 0.948056 0.288911 
8.69 0 -1.68518 5.61279e-016 0.461906 -1.68518 -1.23235 1 0 0.941407 1.68518 0 -1.68518 0.941407 0.290941 
8.7 0 -1.67859 5.59083e-016 0.462793 -1.67859 -1.22772 1 0 0.93462 1.67859 0 -1.67859 0.93462 0.2931 
8.71 0 -1.67187 5.56846e-016 0.463665 -1.67187 -1.22308 1 0 0.927697 1.67187 0 -1.67187 0.927697 0.295387 
8.72 0 -1.66503 5.54567e-016 0.464522 -1.66503 -1.21844 1 0 0.920638 1.66503 0 -1.66503 0.920638 0.2978 
8.73 0 -1.65806 5.52246e-016 0.465365 -1.65806 -1.21379 1 0 0.913447 1.65806 0 -1.65806 0.913447 0.300338 
8.74 0 -1.65097 5.49882e-016 0.466194 -1.65097 -1.20912 1 0 0.906125 1.65097 0 -1.65097 0.906125 0.302998 
8.75 0 -1.64374 5.47475e-016 0.467011 -1.64374 -1.20445 1 0 0.898675 1.64374 0 -1.64374 0.898675 0.305778 
8.76 0 -1.63638 5.45023e-016 0.467817 -1.63638 -1.19977 1 0 0.891101 1.63638 0 -1.63638 0.891101 0.308674 
8.77 0 -1.62888 5.42528e-016 0.468611 -1.62888 -1.19509 1 0 0.883406 1.62888 0 -1.62888 0.883406 0.311683 
8.78 0 -1.62126 5.39987e-016 0.469394 -1.62126 -1.19039 1 0 0.875594 1.62126 0 -1.62126 0.875594 0.314801 
8.79 0 -1.61349 5.37401e-016 0.470168 -1.61349 -1.18569 1 0 0.867671 1.61349 0 -1.61349 0.867671 0.318023 
8.8 0 -1.60559 5.3477e-016 0.470932 -1.60559 -1.18098 1 0 0.85964 1.60559 0 -1.60559 0.85964 0.321343 
8.81 0 -1.59756 5.32093e-016 0.471688 -1.59756 -1.17627 1 0 0.851509 1.59756 0 -1.59756 0.851509 0.324758 
8.82 0 -1.58938 5.2937e-016 0.472437 -1.58938 -1.17154 1 0 0.843283 1.58938 0 -1.58938 0.843283 0.328259 
8.83 0 -1.58107 5.26602e-016 0.473178 -1.58107 -1.16681 1 0 0.834969 1.58107 0 -1.58107 0.834969 0.331842 
8.84 0 -1.57262 5.23787e-016 0.473913 -1.57262 -1.16207 1 0 0.826574 1.57262 0 -1.57262 0.826574 0.335498 
8.85 0 -1.56403 5.20925e-016 0.474642 -1.56403 -1.15733 1 0 0.818105 1.56403 0 -1.56403 0.818105 0.33922 
8.86 0 -1.5553 5.18018e-016 0.475366 -1.5553 -1.15257 1 0 0.809572 1.5553 0 -1.5553 0.809572 0.343 
8.87 0 -1.54643 5.15066e-016 0.476086 -1.54643 -1.14781 1 0 0.800981 1.54643 0 -1.54643 0.800981 0.346829 
8.88 0 -1.53743 5.12067e-016 0.476803 -1.53743 -1.14304 1 0 0.792344 1.53743 0 -1.53743 0.792344 0.350699 
8.89 0 -1.52829 5.09024e-016 0.477516 -1.52829 -1.13827 1 0 0.783667 1.52829 0 -1.52829 0.783667 0.3546 
8.9 0 -1.51902 5.05936e-016 0.478227 -1.51902 -1.13349 1 0 0.774963 1.51902 0 -1.51902 0.774963 0.358523 
8.91 0 -1.50962 5.02804e-016 0.478937 -1.50962 -1.1287 1 0 0.76624 1.50962 0 -1.50962 0.76624 0.362456 
8.92 0 -1.50009 4.99629e-016 0.479645 -1.50009 -1.1239 1 0 0.757508 1.50009 0 -1.50009 0.757508 0.366391 
8.93 0 -1.49042 4.96411e-016 0.480354 -1.49042 -1.1191 1 0 0.748779 1.49042 0 -1.49042 0.748779 0.370317 
8.94 0 -1.48064 4.93151e-016 0.481062 -1.48064 -1.11429 1 0 0.740063 1.48064 0 -1.48064 0.740063 0.374223 
8.95 0 -1.47073 4.89851e-016 0.481771 -1.47073 -1.10947 1 0 0.73137 1.47073 0 -1.47073 0.73137 0.378098 
8.96 0 -1.4607 4.86511e-016 0.482481 -1.4607 -1.10464 1 0 0.722712 1.4607 0 -1.4607 0.722712 0.381931 
8.97 0 -1.45055 4.83132e-016 0.483193 -1.45055 -1.09981 1 0 0.714099 1.45055 0 -1.45055 0.714099 0.385712 
8.98 0 -1.4403 4.79715e-016 0.483908 -1.4403 -1.09497 1 0 0.705542 1.4403 0 -1.4403 0.705542 0.38943 
8.99 0 -1.42993 4.76263e-016 0.484625 -1.42993 -1.09013 1 0 0.697051 1.42993 0 -1.42993 0.697051 0.393075 
9 0 -1.41946 4.72776e-016 0.485346 -1.41946 -1.08527 1 0 0.688636 1.41946 0 -1.41946 0.688636 0.396636 
9.01 0 -1.40889 4.69256e-016 0.486071 -1.40889 -1.08041 1 0 0.680308 1.40889 0 -1.40889 0.680308 0.400103 
9.02 0 -1.39823 4.65704e-016 0.486799 -1.39823 -1.07554 1 0 0.672076 1.39823 0 -1.39823 0.672076 0.403467 
9.03 0 -1.38747 4.62122e-016 0.487533 -1.38747 -1.07067 1 0 0.663949 1.38747 0 -1.38747 0.663949 0.406719 
9.04 0 -1.37663 4.58511e-016 0.488271 -1.37663 -1.06579 1 0 0.655936 1.37663 0 -1.37663 0.655936 0.409849 
9.05 0 -1.36571 4.54874e-016 0.489014 -1.36571 -1.0609 1 0 0.648045 1.36571 0 -1.36571 0.648045 0.41285 
9.06 0 -1.35472 4.51212e-016 0.489763 -1.35472 -1.056 1 0 0.640284 1.35472 0 -1.35472 0.640284 0.415713 
9.07 0 -1.34366 4.47527e-016 0.490518 -1.34366 -1.05109 1 0 0.632659 1.34366 0 -1.34366 0.632659 0.418433 
9.08 0 -1.33253 4.43821e-016 0.491279 -1.33253 -1.04618 1 0 0.625178 1.33253 0 -1.33253 0.625178 0.421002 
9.09 0 -1.32134 4.40096e-016 0.492045 -1.32134 -1.04126 1 0 0.617847 1.32134 0 -1.32134 0.617847 0.423413 
9.1 0 -1.31011 4.36354e-016 0.492819 -1.31011 -1.03633 1 0 0.610665 1.31011 0 -1.31011 0.610665 0.425666 
9.11 0 -1.29883 4.32596e-016 0.493598 -1.29883 -1.03139 1 0 0.603645 1.29883 0 -1.29883 0.603645 0.42775 
9.12 0 -1.2875 4.28824e-016 0.494385 -1.2875 -1.02645 1 0 0.596783 1.2875 0 -1.2875 0.596783 0.429668 
9.13 0 -1.27614 4.25041e-016 0.495178 -1.27614 -1.0215 1 0 0.590086 1.27614 0 -1.27614 0.590086 0.431413 
9.14 0 -1.26476 4.21248e-016 0.495978 -1.26476 -1.01654 1 0 0.583554 1.26476 0 -1.26476 0.583554 0.432985 
9.15 0 -1.25335 4.17448e-016 0.496784 -1.25335 -1.01157 1 0 0.57719 1.25335 0 -1.25335 0.57719 0.434382 
9.16 0 -1.24192 4.13641e-016 0.497597 -1.24192 -1.0066 1 0 0.570993 1.24192 0 -1.24192 0.570993 0.435603 
9.17 0 -1.23048 4.09831e-016 0.498417 -1.23048 -1.00161 1 0 0.564963 1.23048 0 -1.23048 0.564963 0.436648 
9.18 0 -1.21903 4.06018e-016 0.499244 -1.21903 -0.996619 1 0 0.5591 1.21903 0 -1.21903 0.5591 0.437519 
9.19 0 -1.20758 4.02205e-016 0.500077 -1.20758 -0.991618 1 0 0.553403 1.20758 0 -1.20758 0.553403 0.438216 
9.2 0 -1.19613 3.98393e-016 0.500916 -1.19613 -0.986609 1 0 0.547868 1.19613 0 -1.19613 0.547868 0.438741 
9.21 0 -1.1847 3.94583e-016 0.501761 -1.1847 -0.981592 1 0 0.542495 1.1847 0 -1.1847 0.542495 0.439097 
9.22 0 -1.17327 3.90778e-016 0.502613 -1.17327 -0.976565 1 0 0.537279 1.17327 0 -1.17327 0.537279 0.439286 
9.23 0 -1.16187 3.86979e-016 0.50347 -1.16187 -0.971531 1 0 0.532218 1.16187 0 -1.16187 0.532218 0.439313 
9.24 0 -1.15048 3.83187e-016 0.504332 -1.15048 -0.966487 1 0 0.527307 1.15048 0 -1.15048 0.527307 0.43918 
9.25 0 -1.13912 3.79404e-016 0.5052 -1.13912 -0.961435 1 0 0.522543 1.13912 0 -1.13912 0.522543 0.438893 
9.26 0 -1.1278 3.75631e-016 0.506073 -1.1278 -0.956375 1 0 0.51792 1.1278 0 -1.1278 0.51792 0.438455 
9.27 0 -1.1165 3.7187e-016 0.506951 -1.1165 -0.951305 1 0 0.513434 1.1165 0 -1.1165 0.513434 0.437872 
9.28 0 -1.10525 3.68121e-016 0.507833 -1.10525 -0.946227 1 0 0.509079 1.10525 0 -1.10525 0.509079 0.437148 
9.29 0 -1.09403 3.64385e-016 0.508719 -1.09403 -0.94114 1 0 0.504851 1.09403 0 -1.09403 0.504851 0.436289 
9.3 0 -1.08286 3.60665e-016 0.509609 -1.08286 -0.936044 1 0 0.500744 1.08286 0 -1.08286 0.500744 0.4353 
9.31 0 -1.07173 3.56959e-016 0.510502 -1.07173 -0.930939 1 0 0.496752 1.07173 0 -1.07173 0.496752 0.434186 
9.32 0 -1.06066 3.53271e-016 0.511399 -1.06066 -0.925825 1 0 0.49287 1.06066 0 -1.06066 0.49287 0.432954 
9.33 0 -1.04964 3.49599e-016 0.512297 -1.04964 -0.920702 1 0 0.489092 1.04964 0 -1.04964 0.489092 0.431609 
9.34 0 -1.03867 3.45946e-016 0.513199 -1.03867 -0.91557 1 0 0.485413 1.03867 0 -1.03867 0.485413 0.430157 
9.35 0 -1.02775 3.42311e-016 0.514101 -1.02775 -0.910429 1 0 0.481826 1.02775 0 -1.02775 0.481826 0.428602 
9.36 0 -1.0169 3.38695e-016 0.515006 -1.0169 -0.905279 1 0 0.478326 1.0169 0 -1.0169 0.478326 0.426952 
9.37 0 -1.0061 3.35099e-016 0.515911 -1.0061 -0.900119 1 0 0.474908 1.0061 0 -1.0061 0.474908 0.425212 
9.38 0 -0.995367 3.31524e-016 0.516817 -0.995367 -0.894951 1 0 0.471565 0.995367 0 -0.995367 0.471565 0.423386 
9.39 0 -0.984694 3.27969e-016 0.517723 -0.984694 -0.889774 1 0 0.468293 0.984694 0 -0.984694 0.468293 0.421481 
9.4 0 -0.974084 3.24435e-016 0.518629 -0.974084 -0.884588 1 0 0.465086 0.974084 0 -0.974084 0.465086 0.419501 
9.41 0 -0.963538 3.20923e-016 0.519534 -0.963538 -0.879392 1 0 0.46194 0.963538 0 -0.963538 0.46194 0.417453 
9.42 0 -0.953057 3.17432e-016 0.520439 -0.953057 -0.874188 1 0 0.458848 0.953057 0 -0.953057 0.458848 0.41534 
9.43 0 -0.94264 3.13962e-016 0.521341 -0.94264 -0.868975 1 0 0.455806 0.94264 0 -0.94264 0.455806 0.413169 
9.44 0 -0.932289 3.10515e-016 0.522242 -0.932289 -0.863752 1 0 0.45281 0.932289 0 -0.932289 0.45281 0.410943 
9.45 0 -0.922004 3.07089e-016 0.52314 -0.922004 -0.858521 1 0 0.449854 0.922004 0 -0.922004 0.449854 0.408667 
9.46 0 -0.911785 3.03685e-016 0.524036 -0.911785 -0.85328 1 0 0.446935 0.911785 0 -0.911785 0.446935 0.406346 
9.47 0 -0.901631 3.00304e-016 0.524928 -0.901631 -0.848031 1 0 0.444048 0.901631 0 -0.901631 0.444048 0.403983 
9.48 0 -0.891543 2.96944e-016 0.525816 -0.891543 -0.842773 1 0 0.441189 0.891543 0 -0.891543 0.441189 0.401584 
9.49 0 -0.881521 2.93605e-016 0.526701 -0.881521 -0.837506 1 0 0.438354 0.881521 0 -0.881521 0.438354 0.399152 
9.5 0 -0.871563 2.90289e-016 0.527581 -0.871563 -0.83223 1 0 0.43554 0.871563 0 -0.871563 0.43554 0.39669 
9.51 0 -0.86167 2.86994e-016 0.528456 -0.86167 -0.826946 1 0 0.432742 0.86167 0 -0.86167 0.432742 0.394203 
9.52 0 -0.851841 2.8372e-016 0.529326 -0.851841 -0.821652 1 0 0.429958 0.851841 0 -0.851841 0.429958 0.391694 
9.53 0 -0.842075 2.80467e-016 0.53019 -0.842075 -0.81635 1 0 0.427184 0.842075 0 -0.842075 0.427184 0.389166 
9.54 0 -0.832371 2.77235e-016 0.531048 -0.832371 -0.81104 1 0 0.424418 0.832371 0 -0.832371 0.424418 0.386622 
9.55 0 -0.82273 2.74024e-016 0.5319 -0.82273 -0.805721 1 0 0.421656 0.82273 0 -0.82273 0.421656 0.384065 
9.56 0 -0.813149 2.70833e-016 0.532745 -0.813149 -0.800393 1 0 0.418895 0.813149 0 -0.813149 0.418895 0.381499 
9.57 0 -0.803628 2.67662e-016 0.533583 -0.803628 -0.795058 1 0 0.416132 0.803628 0 -0.803628 0.416132 0.378925 
9.58 0 -0.794166 2.6451e-016 0.534413 -0.794166 -0.789714 1 0 0.413366 0.794166 0 -0.794166 0.413366 0.376347 
9.59 0 -0.784762 2.61378e-016 0.535235 -0.784762 -0.784361 1 0 0.410594 0.784762 0 -0.784762 0.410594 0.373767 
9.6 0 -0.775414 2.58265e-016 0.53605 -0.775414 -0.779001 1 0 0.407813 0.775414 0 -0.775414 0.407813 0.371188 
9.61 0 -0.766122 2.5517e-016 0.536855 -0.766122 -0.773632 1 0 0.405022 0.766122 0 -0.766122 0.405022 0.368611 
9.62 0 -0.756885 2.52093e-016 0.537652 -0.756885 -0.768256 1 0 0.402217 0.756885 0 -0.756885 0.402217 0.366038 
9.63 0 -0.7477 2.49034e-016 0.538439 -0.7477 -0.762871 1 0 0.399399 0.7477 0 -0.7477 0.399399 0.363473 
9.64 0 -0.738567 2.45992e-016 0.539217 -0.738567 -0.757479 1 0 0.396563 0.738567 0 -0.738567 0.396563 0.360916 
9.65 0 -0.729486 2.42967e-016 0.539986 -0.729486 -0.752079 1 0 0.39371 0.729486 0 -0.729486 0.39371 0.358369 
9.66 0 -0.720453 2.39959e-016 0.540744 -0.720453 -0.746672 1 0 0.390836 0.720453 0 -0.720453 0.390836 0.355835 
9.67 0 -0.711468 2.36966e-016 0.541492 -0.711468 -0.741257 1 0 0.387942 0.711468 0 -0.711468 0.387942 0.353315 
9.68 0 -0.70253 2.33989e-016 0.542229 -0.70253 -0.735835 1 0 0.385024 0.70253 0 -0.70253 0.385024 0.350811 
9.69 0 -0.693637 2.31028e-016 0.542956 -0.693637 -0.730405 1 0 0.382082 0.693637 0 -0.693637 0.382082 0.348323 
9.7 0 -0.684788 2.2808e-016 0.543671 -0.684788 -0.724968 1 0 0.379114 0.684788 0 -0.684788 0.379114 0.345854 
9.71 0 -0.675981 2.25147e-016 0.544375 -0.675981 -0.719525 1 0 0.376119 0.675981 0 -0.675981 0.376119 0.343405 
