t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 jE1600 17 jE0900 18 jE1800 19 jE1000 jE1100 jE1300 20 jE2000 21 jE1500 22 jF0007 23 jF0008 jO2201 jO2302 jV1716 jV1918 jV0600 jV1200 jV1400 jV2120 
0 9.94997 9.94997 57.716 2 111.252 10 57.716 2 17.7194 -0.875058 101.302 0.55 -3.06213e-006 0.55 0.59191 0.132666 0 1.13267 0 -0.132666 0 0.867334 0 0 0 -1.35069 0 -0.350692 0 111.252 2785.8 9.94997 -8.42086e-005 2785.8 -8.42086e-005 0 0 -2783.8 0 0 0 
0.02 7.3062 7.3062 62.2858 2 106.722 10 62.2858 2 10.7431 -0.999658 99.4159 0.6064 -2.71585e-006 0.4936 0.731471 0.097416 0 1.09742 0 -0.097416 0 0.902584 0 0 0 -1.32555 0 -0.325545 0 106.722 228.488 7.3062 1.71815e-005 228.488 1.71815e-005 0 0 -226.488 0 0 0 
0.04 7.03262 7.03262 65.7313 2 103.317 10 65.7313 2 10.15 -0.996304 96.2839 0.66191 -1.65904e-006 0.43809 0.903306 0.0937683 0 1.09377 0 -0.0937683 0 0.906232 0 0 0 -1.28379 0 -0.283785 0 103.317 172.277 7.03262 3.06868e-005 172.277 3.06868e-005 0 0 -170.277 0 0 0 
0.06 6.92461 6.92461 68.8093 2 100.279 10 68.8093 2 9.92188 -0.993963 93.3539 0.715656 6.17494e-006 0.384344 0.987257 0.0923282 0 1.09233 0 -0.0923281 0 0.907672 0 0 0 -1.24472 0 -0.244719 0 100.279 153.899 6.92461 0.000155005 153.899 0.000155005 0 0 -151.899 0 0 0 
0.08 6.82213 6.82212 71.5729 2.00001 97.5549 10 71.5729 2.00001 9.70858 -0.991193 90.7328 0.766789 1.72353e-005 0.333211 0.995825 0.0909618 0 1.09096 0 -0.0909616 0 0.909038 0 0 0 -1.20977 0 -0.209771 0 97.5549 138.181 6.82213 0.000168484 138.181 0.000168484 0 0 -136.181 0 0 0 
0.1 6.70993 6.70991 74.0272 2.00001 95.1407 10 74.0272 2.00001 9.47849 -0.987537 88.4308 0.814503 2.5175e-005 0.285497 0.952194 0.0894658 0 1.08947 0 -0.0894654 0 0.910535 0 0 0 -1.17908 0 -0.179077 0 95.1407 122.712 6.70993 7.22194e-005 122.712 7.22194e-005 0 0 -120.712 0 0 0 
0.12 6.58509 6.58506 76.1756 2.00001 93.0322 10 76.1756 2.00001 9.22667 -0.982686 86.4471 0.858046 2.80579e-005 0.241954 0.878443 0.0878011 0 1.0878 0 -0.0878008 0 0.912199 0 0 0 -1.15263 0 -0.152629 0 93.0322 107.424 6.58509 -1.99327e-005 107.424 -1.99327e-005 0 0 -105.424 0 0 0 
0.14 6.44496 6.44493 78.0239 2.00001 91.2239 10 78.0239 2.00001 8.94923 -0.976237 84.779 0.896731 2.81805e-005 0.203269 0.792753 0.0859328 0 1.08593 0 -0.0859325 0 0.914068 0 0 0 -1.13039 0 -0.130387 0 91.2239 92.4144 6.44496 -5.30246e-005 92.4144 -5.30246e-005 0 0 -90.4146 0 0 0 
0.16 6.28558 6.28555 79.5791 2 89.7087 10 79.5791 2 8.64026 -0.967578 83.4231 0.929948 2.8678e-005 0.170052 0.70882 0.0838077 0 1.08381 0 -0.0838073 0 0.916193 0 0 0 -1.11231 0 -0.112309 0 89.7087 77.7607 6.28558 -4.25738e-005 77.7607 -4.25738e-005 0 0 -75.7609 0 0 0 
0.18 6.1006 6.10057 80.8496 2 88.4782 10 80.8496 2 8.29033 -0.955712 82.3776 0.957172 3.09933e-005 0.142828 0.636305 0.0813413 0 1.08134 0 -0.0813409 0 0.918659 0 0 0 -1.09837 0 -0.0983691 0 88.4782 63.5229 6.1006 -2.25023e-005 63.5229 -2.25023e-005 0 0 -61.523 0 0 0 
0.2 5.87966 5.87962 81.845 2 87.5228 10 81.845 2 7.88436 -0.938896 81.6432 0.977975 3.38561e-005 0.122025 0.581723 0.0783954 0 1.0784 0 -0.078395 0 0.921605 0 0 0 -1.08858 0 -0.088576 0 87.5228 49.771 5.87966 -1.47718e-005 49.771 -1.47718e-005 0 0 -47.7711 0 0 0 
0.22 5.60495 5.60492 82.5777 2 86.8301 10 82.5777 2 7.3974 -0.91382 81.2252 0.992029 3.33352e-005 0.107971 0.549434 0.0747327 0 1.07473 0 -0.0747322 0 0.925268 0 0 0 -1.083 0 -0.0830025 0 86.8301 36.6359 5.60495 -2.66026e-005 36.6359 -2.66026e-005 0 0 -34.6359 0 0 0 
0.24 5.24387 5.24384 83.066 2 86.3819 10 83.066 2 6.78653 -0.873489 81.138 0.999112 2.46689e-005 0.100888 0.542596 0.0699182 0 1.06992 0 -0.0699179 0 0.930082 0 0 0 -1.08184 0 -0.0818405 0 86.3819 24.4115 5.24387 -5.55215e-005 24.4115 -5.55215e-005 0 0 -22.4115 0 0 0 
0.26 4.73267 4.73266 83.3414 2 86.1464 10 83.3414 2 5.9763 -0.801164 81.4137 0.999112 7.7499e-006 0.100888 0.564104 0.0631023 0 1.0631 0 -0.0631022 0 0.936898 0 0 0 -1.08552 0 -0.0855165 0 86.1464 13.7738 4.73267 -8.53461e-005 13.7738 -8.53461e-005 0 0 -11.7738 0 0 0 
0.28 3.9477 3.9477 83.4628 2 86.065 10 83.4628 2 4.85011 -0.652198 82.1173 0.992029 -3.56028e-006 0.107971 0.617284 0.0526359 0 1.05264 0 -0.052636 0 0.947364 0 0 0 -1.0949 0 -0.0948978 0 86.065 6.06825 3.9477 -5.83139e-005 6.06825 -5.83139e-005 0 0 -4.06837 0 0 0 
0.3 2.70304 2.70304 83.5145 2 86.0533 10 83.5145 2 3.33313 -0.309103 83.3503 0.977975 1.90927e-006 0.122025 0.703974 0.0360406 0 1.03604 0 -0.0360406 0 0.963959 0 0 0 -1.11134 0 -0.111337 0 86.0533 2.58577 2.70304 3.08692e-005 2.58577 3.08692e-005 0 0 -0.585942 0 0 0 
0.32 0.849324 0.849344 83.5547 2 86.0531 10 83.5547 2 1.6069 0.493687 85.2038 0.957172 -1.97806e-005 0.142828 0.816496 0.0113243 0 1.01132 0 -0.0113246 0 0.988675 0 0 0 -1.13605 0 -0.13605 0 86.0531 2.00939 0.849324 -0.00015291 2.00939 -0.00015291 0 0 -0.00959391 0 0 0 
0.34 -1.68472 -1.67524 83.5931 1.99839 86.0547 10 83.5931 1.99839 0.0842026 2.30359 87.7395 0.929948 -0.00948701 0.170052 0.929815 -0.022463 0 0.977537 0 0.0223365 0 1.02234 0 0 0 -1.16973 0 -0.169733 0 86.0547 1.91942 -1.68472 -0.0805232 1.91942 -0.0805232 0 0 0.0804514 0 0 0 
0.36 -4.74129 -4.17963 83.5205 1.88583 86.1673 10 83.5205 1.88583 -0.80254 5.16853 90.9086 0.896731 -0.561661 0.203269 0.99179 -0.0632173 0 0.936783 0 0.0557284 0 1.05573 0 0 0 -1.20463 0 -0.204626 0 86.1673 -3.62775 -4.74129 -5.62775 -3.62775 -5.62775 0 0 5.62773 0 0 0 
0.38 -7.82227 -5.3192 83.0691 1.39437 86.6587 10 83.0691 1.39437 -0.996481 6.91128 94.481 0.858046 -2.50307 0.241954 0.999617 -0.104297 0 0.895703 0 0.0709227 0 1.07092 0 0 0 -1.22637 0 -0.226373 0 86.6587 -22.5731 -7.82227 -24.5729 -22.5731 -24.5729 0 0 24.5731 0 0 0 
0.4 -10.9786 -5.80137 82.2366 0.521906 87.5312 10 82.2366 0.521906 -0.768862 7.74359 98.5099 0.814503 -5.17727 0.285497 0.987582 -0.146382 0 0.853618 0 0.0773515 0 1.07735 0 0 0 -1.24443 0 -0.244434 0 87.5312 -41.6234 -10.9786 -43.6234 -41.6234 -43.6234 0 0 43.6234 0 0 0 
0.42 -14.2887 -6.112 81.0301 -0.724552 88.7777 10 81.0301 -0.724552 -0.314311 8.31162 103.066 0.766789 -8.17666 0.333211 0.952926 -0.190515 0 0.809485 0 0.0814933 0 1.08149 0 0 0 -1.2652 0 -0.265196 0 88.7777 -60.3231 -14.2887 -62.3229 -60.3231 -62.3229 0 0 62.323 0 0 0 
0.44 -17.7491 -6.36302 79.4185 -2.37617 90.4293 10 79.4185 -2.37617 0.202445 8.7895 108.178 0.715656 -11.3861 0.384344 0.880956 -0.236655 0 0.763345 0 0.0848402 0 1.08484 0 0 0 -1.29056 0 -0.290564 0 90.4293 -80.5811 -17.7491 -82.5811 -80.5811 -82.5811 0 0 82.5809 0 0 0 
0.46 -21.3416 -6.57776 77.3668 -4.46787 92.521 10 77.3668 -4.46787 0.646015 9.21202 113.863 0.66191 -14.7638 0.43809 0.752438 -0.284554 0 0.715446 0 0.0877034 0 1.0877 0 0 0 -1.32132 0 -0.321317 0 92.521 -102.585 -21.3416 -104.585 -102.585 -104.585 0 0 104.585 0 0 0 
0.48 -25.0517 -6.76399 74.8479 -7.02684 95.08 10 74.8479 -7.02684 0.925202 9.58889 120.132 0.6064 -18.2878 0.4936 0.547457 -0.334023 0 0.665977 0 0.0901865 0 1.09019 0 0 0 -1.35792 0 -0.357919 0 95.08 -125.948 -25.0517 -127.948 -125.948 -127.948 0 0 127.948 0 0 0 
0.5 -28.8698 -6.92594 71.8456 -10.0691 98.1222 10 71.8456 -10.0691 0.997184 9.92467 126.992 0.55 -21.9438 0.55 0.25328 -0.38493 0 0.61507 0 0.0923459 0 1.09235 0 0 0 -1.40064 0 -0.400642 0 98.1222 -150.113 -28.8698 -152.113 -150.113 -152.113 0 0 152.113 0 0 0 
0.52 -32.7865 -7.06613 68.3578 -13.5968 101.65 10 68.3578 -13.5968 0.864013 10.2214 134.436 0.4936 -25.7204 0.6064 -0.121917 -0.437154 0 0.562846 0 0.0942151 0 1.09422 0 0 0 -1.44955 0 -0.449548 0 101.65 -174.387 -32.7865 -176.387 -174.387 -176.387 0 0 176.387 0 0 0 
0.54 -36.7889 -7.18572 64.4 -17.5947 105.648 10 64.4 -17.5947 0.565038 10.4792 142.437 0.43809 -29.6032 0.66191 -0.530843 -0.490519 0 0.509481 0 0.0958097 0 1.09581 0 0 0 -1.50445 0 -0.504447 0 105.648 -197.891 -36.7889 -199.891 -197.891 -199.891 0 0 199.891 0 0 0 
0.56 -40.8548 -7.28465 60.01 -22.0247 110.078 10 60.01 -22.0247 0.166355 10.6956 150.933 0.384344 -33.5701 0.715656 -0.872365 -0.54473 0 0.45527 0 0.0971286 0 1.09713 0 0 0 -1.56483 0 -0.564832 0 110.078 -219.5 -40.8548 -221.5 -219.5 -221.5 0 0 221.5 0 0 0 
0.58 -44.9476 -7.3616 55.2542 -26.8205 114.874 10 55.2542 -26.8205 -0.25286 10.8659 159.821 0.333211 -37.586 0.766789 -0.998392 -0.599301 0 0.400699 0 0.0981547 0 1.09815 0 0 0 -1.6298 0 -0.629803 0 114.874 -237.793 -44.9476 -239.793 -237.793 -239.793 0 0 239.793 0 0 0 
0.6 -49.0114 -7.41397 50.2334 -31.8812 119.934 10 50.2334 -31.8812 -0.616761 10.9829 168.946 0.285497 -41.5974 0.814503 -0.76767 -0.653485 0 0.346515 0 0.098853 0 1.09885 0 0 0 -1.69798 0 -0.697978 0 119.934 -251.036 -49.0114 -253.036 -251.036 -253.036 0 0 253.036 0 0 0 
0.62 -52.9668 -7.43765 45.0886 -37.0661 125.119 10 45.0886 -37.0661 -0.869588 11.036 178.086 0.241954 -45.5291 0.858046 -0.158806 -0.706224 0 0.293776 0 0.0991686 0 1.09917 0 0 0 -1.76742 0 -0.767425 0 125.119 -257.243 -52.9668 -259.243 -257.243 -259.243 0 0 259.243 0 0 0 
0.64 -56.7085 -7.4266 40.002 -42.1927 130.246 10 40.002 -42.1927 -0.988196 11.0112 186.954 0.203269 -49.282 0.896731 0.598627 -0.756114 0 0.243886 0 0.0990213 0 1.09902 0 0 0 -1.83563 0 -0.835632 0 130.246 -254.328 -56.7085 -256.328 -254.328 -256.328 0 0 256.328 0 0 0 
0.66 -60.1067 -7.37207 35.1943 -47.0404 135.094 10 35.1943 -47.0404 -0.985338 10.8892 195.2 0.170052 -52.7346 0.929948 0.999737 -0.801422 0 0.198578 0 0.0982943 0 1.09829 0 0 0 -1.89954 0 -0.899541 0 135.094 -240.388 -60.1067 -242.388 -240.388 -242.388 0 0 242.388 0 0 0 
0.68 -63.011 -7.26082 30.9122 -51.3625 139.416 10 30.9122 -51.3625 -0.901747 10.6432 202.427 0.142828 -55.7502 0.957172 0.497666 -0.840147 0 0.159853 0 0.096811 0 1.09681 0 0 0 -1.95569 0 -0.955686 0 139.416 -214.106 -63.011 -216.106 -214.106 -216.106 0 0 216.106 0 0 0 
0.7 -65.259 -7.0706 27.4078 -54.9068 142.96 10 27.4078 -54.9068 -0.790567 10.231 208.219 0.122025 -58.1884 0.977975 -1.02003 -0.87012 0 0.12988 0 0.0942746 0 1.09427 0 0 0 -2.00041 0 -1.00041 0 142.96 -175.216 -65.259 -177.216 -175.216 -177.216 0 0 177.216 0 0 0 
0.72 -66.6788 -6.75494 24.9085 -57.4462 145.494 10 24.9085 -57.4462 -0.702034 9.57036 212.173 0.107971 -59.9238 0.992029 -2.85503 -0.88905 0 0.11095 0 0.0900659 0 1.09007 0 0 0 -2.02999 0 -1.02999 0 145.494 -124.968 -66.6788 -126.968 -124.968 -126.968 0 0 126.71 0 0 0 
0.74 -67.0513 -6.18198 23.5794 -58.8153 146.843 10 23.5794 -58.8153 -0.676701 8.44313 213.894 0.100888 -60.8693 0.999112 -3.69592 -0.894018 0 0.105982 0 0.0824264 0 1.08243 0 0 0 -2.04034 0 -1.04034 0 146.843 -66.4544 -67.0513 -68.4544 -66.4544 -68.4544 0 0 67.4501 0 0 0 
0.76 -65.5436 -4.49948 23.4448 -58.9899 147.017 10 23.4448 -58.9899 -0.773886 5.6272 212.56 0.100888 -61.0441 0.999112 -2.16071 -0.873914 0 0.126086 0 0.059993 0 1.05999 0 0 0 -2.02021 0 -1.02021 0 147.017 -6.7305 -65.5436 -8.73049 -6.7305 -8.73049 0 0 8.67414 0 0 0 
0.78 -51.9703 9.50962 23.4848 -58.9899 147.017 10 23.4848 -58.9899 -0.817387 -0.912355 198.987 0.107971 -61.4799 0.992029 0.575958 -0.692938 0 0.307062 0 -0.126795 0 0.873205 0 0 0 -1.83343 0 -0.833427 0 147.017 1.99996 -51.9703 -4.39931e-005 1.99996 -4.39931e-005 0 0 -4.84832e-005 0 0 0 
0.8 -29.3804 32.983 23.5248 -58.9899 147.017 10 23.5248 -58.9899 0.99086 0.852641 176.397 0.122025 -62.3634 0.977975 -0.636565 -0.391739 0 0.608261 0 -0.439774 0 0.560226 0 0 0 -1.52045 0 -0.520448 0 147.017 2.0001 -29.3804 0.000122759 2.0001 0.000122759 0 0 -0.000170361 0 0 0 
0.82 -3.96775 59.7511 23.5648 -58.9899 147.017 10 23.5648 -58.9899 -0.656612 -0.990552 150.984 0.142828 -63.7188 0.957172 0.912743 -0.0529033 0 0.947097 0 -0.796681 0 0.203319 0 0 0 -1.16354 0 -0.16354 0 147.017 1.99997 -3.96775 2.64106e-005 1.99997 2.64106e-005 0 0 -0.000119854 0 0 0 
0.84 6.51604 72.1003 25.56 -58.9899 145.061 10 25.56 -58.9899 9.08927 -0.267415 138.545 0.170052 -65.5842 0.929948 -0.18917 0.0868805 0 1.08688 0 -0.961337 0 0.0386631 0 0 0 -0.972815 0 0.0271847 0 145.061 99.7605 6.51604 1.62159e-005 99.7605 1.62159e-005 0 0 -97.7606 0 0 0 
0.86 7.1093 75.1229 29.2911 -58.9899 141.37 10 29.2911 -58.9899 10.314 0.0114696 134.261 0.203269 -68.0136 0.896731 -0.73031 0.0947906 0 1.09479 0 -1.00164 0 -0.00163855 0 0 0 -0.883299 0 0.116701 0 141.37 186.556 7.1093 7.57424e-005 186.556 7.57424e-005 0 0 -184.556 0 0 0 
0.88 7.21673 78.2967 33.46 -58.9899 137.241 10 33.46 -58.9899 10.5467 0.302955 130.025 0.241954 -71.08 0.858046 -0.998163 0.0962231 0 1.09622 0 -1.04396 0 -0.0439561 0 0 0 -0.78593 0 0.21407 0 137.241 208.443 7.21673 -0.000195392 208.443 -0.000195392 0 0 -206.443 0 0 0 
0.9 7.26956 82.1494 37.8614 -58.9899 132.88 10 37.8614 -58.9899 10.6624 0.619648 125.61 0.285497 -74.8799 0.814503 -0.74125 0.0969275 0 1.09693 0 -1.09533 0 -0.0953256 0 0 0 -0.676408 0 0.323592 0 132.88 220.07 7.26956 0.000105742 220.07 0.000105742 0 0 -218.07 0 0 0 
0.92 7.29119 86.8305 42.3614 -58.9899 128.42 10 42.3614 -58.9899 10.71 0.89517 121.129 0.333211 -79.5393 0.766789 0.0902102 0.0972158 0 1.09722 0 -1.15774 0 -0.15774 0 0 0 -0.554526 0 0.445474 0 128.42 225.003 7.29119 0.00011101 225.003 0.00011101 0 0 -223.003 0 0 0 
0.94 7.28814 92.5105 46.8475 -58.9899 123.974 10 46.8475 -58.9899 10.7033 0.996901 116.686 0.384344 -85.2224 0.715656 0.929738 0.0971753 0 1.09718 0 -1.23347 0 -0.233473 0 0 0 -0.419512 0 0.580488 0 123.974 224.302 7.28814 -0.0001233 224.302 -0.0001233 0 0 -222.303 0 0 0 
0.96 7.26485 99.4071 51.2276 -58.9899 119.634 10 51.2276 -58.9899 10.652 0.732063 112.369 0.43809 -92.1422 0.66191 0.524175 0.0968646 0 1.09686 0 -1.32543 0 -0.325428 0 0 0 -0.269689 0 0.730311 0 119.634 219.008 7.26485 0.00011957 219.008 0.00011957 0 0 -217.009 0 0 0 
0.98 7.2246 107.802 55.4304 -58.9899 115.471 10 55.4304 -58.9899 10.5639 -0.0269912 108.246 0.4936 -100.577 0.6064 -0.998666 0.0963281 0 1.09633 0 -1.43735 0 -0.437355 0 0 0 -0.102258 0 0.897742 0 115.471 210.139 7.2246 -8.32256e-005 210.139 -8.32256e-005 0 0 -208.139 0 0 0 
1 7.09836 117.119 59.598 -58.5114 111.822 10 59.598 -58.5114 10.2905 -0.858603 104.724 0.55 -110.021 0.55 6.87476 0.0946448 0 1.09464 0 -1.56159 0 -0.561588 0 0 0 0.0706297 0 1.07063 0 111.822 208.377 7.09836 23.9236 208.377 23.9236 0 0 -182.453 0 0 0 
1.02 5.89091 118.265 65.6496 -53.4677 110.854 10 65.6496 -53.4677 7.90472 -0.917832 104.963 0.6064 -112.374 0.4936 10.9755 0.0785454 0 1.07855 0 -1.57686 0 -0.576862 0 0 0 0.0988092 0 1.09881 0 110.854 302.583 5.89091 252.187 302.583 252.187 0 0 -48.3962 0 0 0 
1.04 4.94882 118.107 71.8943 -47.5735 110.544 10 71.8943 -47.5735 6.31124 -0.910544 105.595 0.66191 -113.158 0.43809 11.3215 0.0659842 0 1.06598 0 -1.57476 0 -0.574762 0 0 0 0.100848 0 1.10085 0 110.544 312.233 4.94882 294.711 312.233 294.711 0 0 -15.5215 0 0 0 
1.06 4.29161 117.974 77.9459 -41.693 110.412 10 77.9459 -41.693 5.32649 -0.904148 106.121 0.715656 -113.682 0.384344 11.3163 0.0572214 0 1.05722 0 -1.57298 0 -0.572981 0 0 0 0.100817 0 1.10082 0 110.412 302.584 4.29161 294.024 302.584 294.024 0 0 -6.5604 0 0 0 
1.08 3.77229 117.875 83.7219 -36.0202 110.349 10 83.7219 -36.0202 4.61704 -0.899293 106.577 0.766789 -114.103 0.333211 11.2355 0.0502972 0 1.0503 0 -1.57167 0 -0.571666 0 0 0 0.100345 0 1.10034 0 110.349 288.8 3.77229 283.637 288.8 283.637 0 0 -3.1623 0 0 0 
1.1 3.33191 117.784 89.1392 -30.6756 110.316 10 89.1392 -30.6756 4.06038 -0.894711 106.985 0.814503 -114.452 0.285497 11.1029 0.0444255 0 1.04443 0 -1.57045 0 -0.57045 0 0 0 0.0995647 0 1.09956 0 110.316 270.865 3.33191 267.231 270.865 267.231 0 0 -1.63393 0 0 0 
1.12 2.94814 117.684 94.1117 -25.7608 110.299 10 94.1117 -25.7608 3.60738 -0.889602 107.351 0.858046 -114.736 0.241954 10.919 0.0393086 0 1.03931 0 -1.56912 0 -0.569122 0 0 0 0.0984726 0 1.09847 0 110.299 248.625 2.94814 245.74 248.625 245.74 0 0 -0.885262 0 0 0 
1.14 2.61286 117.566 98.5563 -21.3663 110.289 10 98.5563 -21.3663 3.2351 -0.883377 107.676 0.896731 -114.953 0.203269 10.6784 0.0348382 0 1.03484 0 -1.56754 0 -0.567541 0 0 0 0.0970249 0 1.09702 0 110.289 222.225 2.61286 219.725 222.225 219.725 0 0 -0.500796 0 0 0 
1.16 2.32358 117.418 102.396 -17.5721 110.283 10 102.396 -17.5721 2.93088 -0.875441 107.959 0.929948 -115.095 0.170052 10.3707 0.0309811 0 1.03098 0 -1.56558 0 -0.565578 0 0 0 0.0951415 0 1.09514 0 110.283 192.006 2.32358 189.709 192.006 189.709 0 0 -0.297058 0 0 0 
1.18 2.07958 117.23 105.566 -14.4467 110.279 10 105.566 -14.4467 2.68612 -0.864972 108.199 0.957172 -115.151 0.142828 9.97806 0.0277277 0 1.02773 0 -1.56307 0 -0.563072 0 0 0 0.0926848 0 1.09268 0 110.279 158.457 2.07958 156.27 158.457 156.27 0 0 -0.186237 0 0 0 
1.2 1.87968 116.982 108.009 -12.0453 110.277 10 108.009 -12.0453 2.49347 -0.850551 108.397 0.977975 -115.102 0.122025 9.46852 0.0250624 0 1.02506 0 -1.55975 0 -0.559754 0 0 0 0.0894004 0 1.0894 0 110.277 122.198 1.87968 120.074 122.198 120.074 0 0 -0.124367 0 0 0 
1.22 1.71998 116.63 109.69 -10.407 110.275 10 109.69 -10.407 2.34454 -0.829138 108.555 0.992029 -114.911 0.107971 8.77536 0.022933 0 1.02293 0 -1.55507 0 -0.555073 0 0 0 0.0847429 0 1.08474 0 110.275 84.003 1.71998 81.9143 84.003 81.9143 0 0 -0.0886444 0 0 0 
1.24 1.58801 116.061 110.589 -9.5489 110.273 10 110.589 -9.5489 2.22475 -0.791833 108.685 0.999112 -114.473 0.100888 7.71808 0.0211735 0 1.02117 0 -1.54747 0 -0.547474 0 0 0 0.0771611 0 1.07716 0 110.273 44.9698 1.58801 42.9036 44.9698 42.9036 0 0 -0.0661917 0 0 0 
1.26 1.41351 114.572 110.762 -9.41632 110.273 10 110.762 -9.41632 2.07082 -0.680922 108.859 0.999112 -113.158 0.100888 5.33743 0.0188467 0 1.01885 0 -1.52762 0 -0.527625 0 0 0 0.0573238 0 1.05732 0 110.273 8.67334 1.41351 6.62923 8.67334 6.62923 0 0 -0.0441477 0 0 0 
1.28 0.595805 106.331 110.802 -9.41632 110.272 10 110.802 -9.41632 1.41459 0.124513 109.677 0.992029 -105.735 0.107971 -0.650804 0.00794406 0 1.00794 0 -1.41775 0 -0.417748 0 0 0 -0.052552 0 0.947448 0 110.272 2.00399 0.595805 -1.93524e-005 2.00399 -1.93524e-005 0 0 -0.00405058 0 0 0 
1.3 -1.02119 92.5363 110.842 -9.41632 110.272 10 110.842 -9.41632 0.402587 0.996703 111.294 0.977975 -93.5575 0.122025 0.200611 -0.0136158 0 0.986384 0 -1.23382 0 -0.233818 0 0 0 -0.236482 0 0.763518 0 110.272 1.99998 -1.02119 -7.1883e-006 1.99998 -7.1883e-006 0 0 4.15189e-006 0 0 0 
1.32 -3.48183 76.4488 110.882 -9.41632 110.272 10 110.882 -9.41632 -0.540071 0.134819 113.754 0.957172 -79.9306 0.142828 0.799659 -0.0464244 0 0.953576 0 -1.01932 0 -0.0193174 0 0 0 -0.450982 0 0.549018 0 110.272 1.99971 -3.48183 -0.000162269 1.99971 -0.000162269 0 0 9.10776e-005 0 0 0 
1.34 -6.85505 60.2791 110.922 -9.41632 110.272 10 110.922 -9.41632 -0.992142 -0.982406 117.128 0.929948 -67.1341 0.170052 -0.690431 -0.0914007 0 0.908599 0 -0.803721 0 0.196279 0 0 0 -0.666579 0 0.333421 0 110.272 1.99994 -6.85505 0.000121041 1.99994 0.000121041 0 0 2.19313e-005 0 0 0 
1.36 -11.2383 44.9253 110.962 -9.41631 110.272 10 110.962 -9.41631 -0.738462 -0.250661 121.511 0.896731 -56.1636 0.203269 -0.785456 -0.149844 0 0.850156 0 -0.599004 0 0.400996 0 0 0 -0.871296 0 0.128704 0 110.272 2.00018 -11.2383 0.000193516 2.00018 0.000193516 0 0 -0.000180223 0 0 0 
1.38 -16.7632 30.4207 111.002 -9.41631 110.272 10 111.002 -9.41631 0.0596064 0.9672 127.036 0.858046 -47.1839 0.241954 0.437802 -0.223509 0 0.776491 0 -0.405609 0 0.594391 0 0 0 -1.06469 0 -0.0646908 0 110.272 1.99998 -16.7632 4.85344e-005 1.99998 4.85344e-005 0 0 -1.10772e-006 0 0 0 
1.4 -23.6035 16.384 111.042 -9.41631 110.272 10 111.042 -9.41631 0.840502 0.00319929 133.876 0.814503 -39.9876 0.285497 0.977756 -0.314714 0 0.685286 0 -0.218454 0 0.781546 0 0 0 -1.25185 0 -0.251846 0 110.272 1.99985 -23.6035 4.75856e-005 1.99985 4.75856e-005 0 0 9.77422e-005 0 0 0 
1.42 -31.9863 2.27526 111.082 -9.41631 110.272 10 111.082 -9.41631 0.906091 -0.157178 142.259 0.766789 -34.2615 0.333211 -0.0472921 -0.426484 0 0.573516 0 -0.0303368 0 0.969663 0 0 0 -1.43996 0 -0.439963 0 110.272 1.99989 -31.9863 4.75413e-005 1.99989 4.75413e-005 0 0 -1.34089e-005 0 0 0 
1.44 -39.1511 -6.13165 109.848 -10.6908 111.547 10 109.848 -10.6908 0.340012 8.34842 150.698 0.715656 -33.0194 0.384344 -0.889315 -0.522014 0 0.477986 0 0.0817553 0 1.08176 0 0 0 -1.56905 0 -0.569048 0 111.547 -61.725 -39.1511 -63.725 -61.725 -63.725 0 0 63.725 0 0 0 
1.46 -43.331 -6.98327 106.655 -13.9236 114.78 10 106.655 -13.9236 -0.0899681 10.0453 158.111 0.66191 -36.3478 0.43809 -1 -0.577747 0 0.422253 0 0.0931103 0 1.09311 0 0 0 -1.62351 0 -0.623507 0 114.78 -159.639 -43.331 -161.638 -159.639 -161.638 0 0 161.638 0 0 0 
1.48 -47.4229 -7.1727 102.751 -17.8675 118.724 10 102.751 -17.8675 -0.484586 10.4509 166.147 0.6064 -40.2502 0.4936 -0.873345 -0.632305 0 0.367695 0 0.095636 0 1.09564 0 0 0 -1.67862 0 -0.678618 0 118.724 -195.196 -47.4229 -197.196 -195.196 -197.196 0 0 197.196 0 0 0 
1.5 -51.7079 -7.31072 98.2403 -22.4184 123.275 10 98.2403 -22.4184 -0.802279 10.7531 174.982 0.55 -44.3971 0.55 -0.425798 -0.689438 0 0.310562 0 0.0974762 0 1.09748 0 0 0 -1.74114 0 -0.741137 0 123.275 -225.546 -51.7079 -227.546 -225.546 -227.546 0 0 227.546 0 0 0 
1.52 -56.1945 -7.43135 93.1288 -27.57 128.426 10 93.1288 -27.57 -0.979403 11.0218 184.621 0.4936 -48.7632 0.6064 0.336332 -0.74926 0 0.25074 0 0.0990847 0 1.09908 0 0 0 -1.81143 0 -0.811433 0 128.426 -255.578 -56.1945 -257.578 -255.578 -257.578 0 0 257.578 0 0 0 
1.54 -60.8674 -7.53585 87.4381 -33.3007 134.157 10 87.4381 -33.3007 -0.970424 11.2582 195.024 0.43809 -53.3315 0.66191 0.98307 -0.811565 0 0.188435 0 0.100478 0 1.10048 0 0 0 -1.88924 0 -0.889236 0 134.157 -284.535 -60.8674 -286.535 -284.535 -286.535 0 0 286.535 0 0 0 
1.56 -65.6963 -7.62305 81.2183 -39.5605 140.417 10 81.2183 -39.5605 -0.764707 11.4581 206.113 0.384344 -58.0733 0.715656 0.0331573 -0.875951 0 0.124049 0 0.101641 0 1.10164 0 0 0 -1.97386 0 -0.973863 0 140.417 -310.99 -65.6963 -312.99 -310.99 -312.99 0 0 312.99 0 0 0 
