t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 jE1600 17 jE0900 18 jE1800 19 jE1000 jE1100 jE1300 20 jE2000 21 jE1500 22 jF0007 23 jF0008 jO2201 jO2302 jV1716 jV1918 jV0600 jV1200 jV1400 jV2120 
6.86 1.01354 155.904 32.9242 -136.895 153.148 10 32.9242 -136.895 1.73673 -7.92848 152.134 0.203269 -154.89 0.896731 3.3916 0.0135139 0 1.01351 0 -2.07872 0 -1.07872 0 0 0 0.036749 0 1.03675 0 153.148 51.7911 1.01354 49.7756 51.7911 49.7756 0 0 -49.1495 0 0 0 
6.88 1.00421 156.883 38.1087 -131.751 150.242 10 38.1087 -131.751 1.72924 -9.83408 149.238 0.241954 -155.878 0.858046 9.3375 0.0133895 0 1.01339 0 -2.09177 0 -1.09177 0 0 0 0.0885374 0 1.08854 0 150.242 259.226 1.00421 257.211 259.226 257.211 0 0 -145.277 0 0 0 
6.9 -0.149705 156.224 44.5326 -125.367 148.828 10 44.5326 -125.367 0.903746 -8.52292 148.978 0.285497 -156.374 0.814503 10.9431 -0.00199606 0 0.998004 0 -2.08299 0 -1.08299 0 0 0 0.0986163 0 1.09862 0 148.828 321.194 -0.149705 319.194 321.194 319.194 0 0 -70.7213 0 0 0 
6.92 -1.1088 155.696 51.7036 -118.236 148.057 10 51.7036 -118.236 0.357541 -7.55605 149.166 0.333211 -156.804 0.766789 11.4944 -0.014784 0 0.985216 0 -2.07594 0 -1.07594 0 0 0 0.10185 0 1.10185 0 148.057 358.551 -1.1088 356.551 358.551 356.551 0 0 -38.5499 0 0 0 
6.94 -1.91412 155.325 59.4501 -110.529 147.562 10 59.4501 -110.529 -0.0140777 -6.92177 149.476 0.384344 -157.24 0.715656 11.7857 -0.0255216 0 0.974478 0 -2.07101 0 -1.07101 0 0 0 0.103518 0 1.10352 0 147.562 387.324 -1.91412 385.324 387.324 385.324 0 0 -24.762 0 0 0 
6.96 -2.63544 155.051 67.6451 -102.375 147.209 10 67.6451 -102.375 -0.286324 -6.47394 149.844 0.43809 -157.687 0.66191 11.9721 -0.0351393 0 0.964861 0 -2.06735 0 -1.06735 0 0 0 0.10457 0 1.10457 0 147.209 409.749 -2.63544 407.749 409.749 407.749 0 0 -17.6559 0 0 0 
6.98 -3.30767 154.834 76.1624 -93.8972 146.94 10 76.1624 -93.8972 -0.493292 -6.13224 150.248 0.4936 -158.142 0.6064 12.0941 -0.0441023 0 0.955898 0 -2.06446 0 -1.06446 0 0 0 0.105253 0 1.10525 0 146.94 425.864 -3.30767 423.864 425.864 423.864 0 0 -13.4163 0 0 0 
7 -3.94587 154.652 84.8707 -85.2289 146.728 10 84.8707 -85.2289 -0.651795 -5.85424 150.674 0.55 -158.598 0.55 12.1658 -0.0526116 0 0.947388 0 -2.06203 0 -1.06203 0 0 0 0.105653 0 1.10565 0 146.728 435.417 -3.94587 433.417 435.417 433.417 0 0 -10.6037 0 0 0 
7.02 -4.55514 154.492 93.634 -76.5055 146.556 10 93.634 -76.5055 -0.771634 -5.6158 151.112 0.6064 -159.047 0.4936 12.193 -0.0607352 0 0.939265 0 -2.05989 0 -1.05989 0 0 0 0.105804 0 1.1058 0 146.556 438.167 -4.55514 436.167 438.167 436.167 0 0 -8.58541 0 0 0 
7.04 -5.13543 154.344 102.313 -67.8665 146.415 10 102.313 -67.8665 -0.859679 -5.40197 151.551 0.66191 -159.48 0.43809 12.1778 -0.0684724 0 0.931528 0 -2.05793 0 -1.05793 0 0 0 0.105719 0 1.10572 0 146.415 433.954 -5.13543 431.954 433.954 431.954 0 0 -7.04756 0 0 0 
7.06 -5.684 154.204 110.768 -59.452 146.299 10 110.768 -59.452 -0.921523 -5.20262 151.983 0.715656 -159.888 0.384344 12.1201 -0.0757866 0 0.924213 0 -2.05605 0 -1.05605 0 0 0 0.105399 0 1.1054 0 146.299 422.724 -5.684 420.724 422.724 420.724 0 0 -5.81958 0 0 0 
7.08 -6.19675 154.065 118.859 -51.4011 146.203 10 118.859 -51.4011 -0.962129 -5.01016 152.4 0.766789 -160.262 0.333211 12.0185 -0.0826234 0 0.917377 0 -2.0542 0 -1.0542 0 0 0 0.104831 0 1.10483 0 146.203 404.545 -6.19675 402.545 404.545 402.545 0 0 -4.80196 0 0 0 
7.1 -6.66909 153.924 126.451 -43.8488 146.124 10 126.451 -43.8488 -0.986043 -4.81823 152.793 0.814503 -160.593 0.285497 11.8699 -0.0889213 0 0.911079 0 -2.05232 0 -1.05232 0 0 0 0.103995 0 1.104 0 146.124 379.614 -6.66909 377.614 379.614 377.614 0 0 -3.9335 0 0 0 
7.12 -7.09648 153.775 133.416 -36.9235 146.061 10 133.416 -36.9235 -0.997413 -4.62075 153.157 0.858046 -160.872 0.241954 11.6696 -0.0946197 0 0.90538 0 -2.05033 0 -1.05033 0 0 0 0.102857 0 1.10286 0 146.061 348.264 -7.09648 346.265 348.264 346.265 0 0 -3.1753 0 0 0 
7.14 -7.47489 153.613 139.635 -30.7442 146.011 10 139.635 -30.7442 -0.999948 -4.41103 153.486 0.896731 -161.088 0.203269 11.4101 -0.0996653 0 0.900335 0 -2.04817 0 -1.04817 0 0 0 0.101363 0 1.10136 0 146.011 310.966 -7.47489 308.966 310.966 308.966 0 0 -2.50236 0 0 0 
7.16 -7.80125 153.43 145.002 -25.4177 145.973 10 145.002 -25.4177 -0.996842 -4.18069 153.774 0.929948 -161.231 0.170052 11.0796 -0.104017 0 0.895983 0 -2.04573 0 -1.04573 0 0 0 0.0994267 0 1.09943 0 145.973 268.322 -7.80125 266.322 268.322 266.322 0 0 -1.89928 0 0 0 
7.18 -8.07387 153.214 149.423 -21.0363 145.946 10 149.423 -21.0363 -0.990721 -3.91763 154.02 0.957172 -161.288 0.142828 10.6589 -0.107652 0 0.892348 0 -2.04285 0 -1.04285 0 0 0 0.0969063 0 1.09691 0 145.946 221.069 -8.07387 219.07 221.069 219.07 0 0 -1.35815 0 0 0 
7.2 -8.29328 152.943 152.825 -17.6748 145.928 10 152.825 -17.6748 -0.98359 -3.60195 154.221 0.977975 -161.237 0.122025 10.1132 -0.110577 0 0.889423 0 -2.03925 0 -1.03925 0 0 0 0.0935373 0 1.09354 0 145.928 170.075 -8.29328 168.075 170.075 168.075 0 0 -0.878358 0 0 0 
7.22 -8.46389 152.575 155.152 -15.3875 145.919 10 155.152 -15.3875 -0.976745 -3.19434 154.383 0.992029 -161.039 0.107971 9.36962 -0.112852 0 0.887148 0 -2.03433 0 -1.03433 0 0 0 0.0887497 0 1.08875 0 145.919 116.368 -8.46389 114.368 116.368 114.368 0 0 -0.468505 0 0 0 
7.24 -8.60027 151.982 156.379 -14.2008 145.916 10 156.379 -14.2008 -0.970485 -2.59126 154.516 0.999112 -160.582 0.100888 8.22666 -0.11467 0 0.88533 0 -2.02643 0 -1.02643 0 0 0 0.0808854 0 1.08089 0 145.916 61.3327 -8.60027 59.3328 61.3327 59.3328 0 0 -0.153392 0 0 0 
7.26 -8.7904 150.306 156.569 -14.0509 145.916 10 156.569 -14.0509 -0.960631 -1.20637 154.706 0.999112 -159.096 0.100888 5.46783 -0.117205 0 0.882795 0 -2.00408 0 -1.00408 0 0 0 0.0585354 0 1.05854 0 145.916 9.49663 -8.7904 7.49675 9.49663 7.49675 0 0 -0.00116375 0 0 0 
7.28 -9.93527 138.724 156.609 -14.0509 145.916 10 156.609 -14.0509 -0.876389 0.733986 155.851 0.992029 -148.66 0.107971 -0.998691 -0.13247 0 0.86753 0 -1.84966 0 -0.849658 0 0 0 -0.0958834 0 0.904117 0 145.916 1.99997 -9.93527 -1.3735e-005 1.99997 -1.3735e-005 0 0 -0.000163861 0 0 0 
7.3 -12.2158 119.322 156.649 -14.0509 145.916 10 156.649 -14.0509 -0.61377 -0.959209 158.131 0.977975 -131.538 0.122025 0.980333 -0.162877 0 0.837123 0 -1.59097 0 -0.590965 0 0 0 -0.354577 0 0.645423 0 145.916 1.99998 -12.2158 6.83285e-005 1.99998 6.83285e-005 0 0 -2.99158e-005 0 0 0 
7.32 -15.6944 96.6848 156.689 -14.0509 145.916 10 156.689 -14.0509 -0.100772 0.885866 161.61 0.957172 -112.379 0.142828 -0.633785 -0.209259 0 0.790741 0 -1.28913 0 -0.289131 0 0 0 -0.65641 0 0.34359 0 145.916 1.99995 -15.6944 0.00010321 1.99995 0.00010321 0 0 -2.62014e-005 0 0 0 
7.34 -20.4686 73.9192 156.729 -14.0509 145.916 10 156.729 -14.0509 0.551968 -0.100704 166.384 0.929948 -94.3879 0.170052 -0.276752 -0.272915 0 0.727085 0 -0.98559 0 0.0144102 0 0 0 -0.959952 0 0.0400481 0 145.916 1.99987 -20.4686 -5.02537e-005 1.99987 -5.02537e-005 0 0 -6.99517e-005 0 0 0 
7.36 -26.6764 52.2873 156.769 -14.0509 145.916 10 156.769 -14.0509 0.982288 -0.834887 172.592 0.896731 -78.9638 0.203269 0.982708 -0.355686 0 0.644314 0 -0.697164 0 0.302836 0 0 0 -1.24838 0 -0.248377 0 145.916 1.99992 -26.6764 -3.77404e-005 1.99992 -3.77404e-005 0 0 3.865e-005 0 0 0 
7.38 -34.5043 31.8343 156.809 -14.0509 145.916 10 156.809 -14.0509 0.751933 0.913285 180.42 0.858046 -66.3386 0.241954 -0.640578 -0.460058 0 0.539942 0 -0.424458 0 0.575542 0 0 0 -1.52108 0 -0.521084 0 145.916 1.99989 -34.5043 8.31217e-005 1.99989 8.31217e-005 0 0 3.94413e-005 0 0 0 
7.4 -44.1986 12.0224 156.849 -14.0509 145.916 10 156.849 -14.0509 -0.178192 -0.639578 190.114 0.814503 -56.2209 0.285497 0.0384275 -0.589314 0 0.410686 0 -0.160298 0 0.839702 0 0 0 -1.78524 0 -0.785243 0 145.916 1.99981 -44.1986 -1.3129e-005 1.99981 -1.3129e-005 0 0 0.000110297 0 0 0 
7.42 -54.9539 -5.31351 156.399 -14.5407 146.404 10 156.399 -14.5407 -0.948224 6.9018 201.358 0.766789 -49.6404 0.333211 -2.34198 -0.732719 0 0.267281 0 0.0708467 0 1.07085 0 0 0 -2.0229 0 -1.0229 0 146.404 -22.4915 -54.9539 -24.4914 -22.4915 -24.4914 0 0 24.4031 0 0 0 
7.44 -60.7211 -6.87035 152.282 -18.6972 149.271 10 152.282 -18.6972 -0.973688 9.80857 209.992 0.715656 -53.8508 0.384344 -8.3671 -0.809615 0 0.190385 0 0.0916047 0 1.0916 0 0 0 -2.08189 0 -1.08189 0 149.271 -205.825 -60.7211 -207.825 -205.825 -207.825 0 0 143.378 0 0 0 
7.46 -67.1968 -6.35413 146.365 -24.6545 150.907 10 146.365 -24.6545 -0.666585 8.77228 218.103 0.66191 -60.8427 0.43809 -10.6431 -0.895958 0 0.104042 0 0.0847217 0 1.08472 0 0 0 -2.09681 0 -1.09681 0 150.907 -295.867 -67.1968 -297.867 -295.867 -297.867 0 0 81.77 0 0 0 
7.48 -74.4372 -5.82649 139.193 -31.8663 151.805 10 139.193 -31.8663 -0.0525032 7.78859 226.242 0.6064 -68.6107 0.4936 -11.4775 -0.992496 0 0.00750385 0 0.0776866 0 1.07769 0 0 0 -2.10175 0 -1.10175 0 151.805 -358.585 -74.4372 -360.585 -358.585 -360.585 0 0 44.9169 0 0 0 
7.5 -82.0796 -5.44968 130.953 -40.1465 152.381 10 130.953 -40.1465 0.614496 7.1307 234.46 0.55 -76.6299 0.55 -11.9422 -1.09439 0 -0.0943946 0 0.0726623 0 1.07266 0 0 0 -2.1044 0 -1.1044 0 152.381 -412.01 -82.0796 -414.01 -412.01 -414.01 0 0 28.7757 0 0 0 
7.52 -89.8716 -5.17328 121.778 -49.361 152.791 10 121.778 -49.361 0.984982 6.67089 242.663 0.4936 -84.6983 0.6064 -12.2638 -1.19829 0 -0.198288 0 0.068977 0 1.06898 0 0 0 -2.1062 0 -1.1062 0 152.791 -458.729 -89.8716 -460.729 -458.729 -460.729 0 0 20.5463 0 0 0 
7.54 -97.6236 -4.95516 111.841 -59.3382 153.104 10 111.841 -59.3382 0.839655 6.32124 250.728 0.43809 -92.6684 0.66191 -12.494 -1.30165 0 -0.301648 0 0.0660688 0 1.06607 0 0 0 -2.10746 0 -1.10746 0 153.104 -496.859 -97.6236 -498.858 -496.859 -498.858 0 0 15.6465 0 0 0 
7.56 -105.176 -4.77019 101.363 -69.856 153.352 10 101.363 -69.856 0.240656 6.03365 258.528 0.384344 -100.406 0.715656 -12.6465 -1.40235 0 -0.402347 0 0.0636025 0 1.0636 0 0 0 -2.10829 0 -1.10829 0 153.352 -523.891 -105.176 -525.891 -523.891 -525.891 0 0 12.358 0 0 0 
7.58 -112.386 -4.60289 90.6128 -80.6467 153.55 10 90.6128 -80.6467 -0.489303 5.78047 265.936 0.333211 -107.783 0.766789 -12.7244 -1.49848 0 -0.498476 0 0.0613719 0 1.06137 0 0 0 -2.10871 0 -1.10871 0 153.55 -537.535 -112.386 -539.534 -537.535 -539.534 0 0 9.94272 0 0 0 
7.6 -119.122 -4.44273 79.8929 -91.4066 153.711 10 79.8929 -91.4066 -0.952403 5.54414 272.833 0.285497 -114.679 0.814503 -12.7261 -1.58829 0 -0.588292 0 0.0592364 0 1.05924 0 0 0 -2.10872 0 -1.10872 0 153.711 -535.993 -119.122 -537.993 -535.993 -537.993 0 0 8.04283 0 0 0 
7.62 -125.264 -4.28133 69.5305 -101.809 153.841 10 69.5305 -101.809 -0.909435 5.31188 279.105 0.241954 -120.983 0.858046 -12.6471 -1.67019 0 -0.670191 0 0.0570844 0 1.05708 0 0 0 -2.10829 0 -1.10829 0 153.841 -518.122 -125.264 -520.122 -518.122 -520.122 0 0 6.46927 0 0 0 
7.64 -130.703 -4.11069 59.8598 -111.52 153.943 10 59.8598 -111.52 -0.410855 5.07264 284.646 0.203269 -126.593 0.896731 -12.4795 -1.74271 0 -0.742713 0 0.0548091 0 1.05481 0 0 0 -2.10738 0 -1.10738 0 153.943 -483.535 -130.703 -485.535 -483.535 -485.535 0 0 5.11548 0 0 0 
7.66 -135.34 -3.92143 51.2067 -120.213 154.021 10 51.2067 -120.213 0.258157 4.81479 289.362 0.170052 -131.419 0.929948 -12.2109 -1.80454 0 -0.80454 0 0.0522857 0 1.05229 0 0 0 -2.1059 0 -1.1059 0 154.021 -432.656 -135.34 -434.656 -432.656 -434.656 0 0 3.91915 0 0 0 
7.68 -139.086 -3.70027 43.872 -127.587 154.078 10 43.872 -127.587 0.77623 4.52324 293.164 0.142828 -135.386 0.957172 -11.8202 -1.85448 0 -0.85448 0 0.0493369 0 1.04934 0 0 0 -2.10371 0 -1.10371 0 154.078 -366.733 -139.086 -368.733 -366.733 -368.733 0 0 2.84674 0 0 0 
7.7 -141.857 -3.42465 38.116 -133.384 154.116 10 38.116 -133.384 0.988687 4.17428 295.973 0.122025 -138.432 0.977975 -11.269 -1.89143 0 -0.891428 0 0.045662 0 1.04566 0 0 0 -2.10054 0 -1.10054 0 154.116 -287.802 -141.857 -289.802 -287.802 -289.802 0 0 1.88435 0 0 0 
7.72 -143.564 -3.0476 34.143 -137.397 154.137 10 34.143 -137.397 0.975789 3.72198 297.701 0.107971 -140.517 0.992029 -10.4762 -1.91419 0 -0.914188 0 0.0406347 0 1.04063 0 0 0 -2.09579 0 -1.09579 0 154.137 -198.65 -143.564 -200.65 -198.65 -200.65 0 0 1.04155 0 0 0 
7.74 -144.054 -2.43346 32.0846 -139.495 154.144 10 32.0846 -139.495 0.94425 3.04461 298.198 0.100888 -141.621 0.999112 -9.2115 -1.92072 0 -0.920721 0 0.0324461 0 1.03245 0 0 0 -2.0877 0 -1.0877 0 154.144 -102.919 -144.054 -104.919 -102.919 -104.919 0 0 0.363668 0 0 0 
7.76 -142.343 -0.509706 31.912 -139.707 154.144 10 31.912 -139.707 0.9988 1.35149 296.487 0.100888 -141.833 0.999112 -5.85683 -1.89791 0 -0.897909 0 0.00679608 0 1.0068 0 0 0 -2.06205 0 -1.06205 0 154.144 -8.63044 -142.343 -10.6304 -8.63044 -10.6304 0 0 0.00285574 0 0 0 
7.78 -123.264 19.5817 31.952 -139.707 154.144 10 31.952 -139.707 -0.983616 0.446658 277.408 0.107971 -142.846 0.992029 0.139778 -1.64352 0 -0.643524 0 -0.26109 0 0.73891 0 0 0 -1.79416 0 -0.794165 0 154.144 1.99983 -123.264 -9.04135e-006 1.99983 -9.04135e-006 0 0 0.000135217 0 0 0 
7.8 -91.6424 53.2564 31.992 -139.707 154.144 10 31.992 -139.707 0.99999 -0.883195 245.787 0.122025 -144.899 0.977975 0.624633 -1.2219 0 -0.221899 0 -0.710086 0 0.289914 0 0 0 -1.34517 0 -0.345169 0 154.144 1.9999 -91.6424 -9.93991e-005 1.9999 -9.93991e-005 0 0 -2.35405e-005 0 0 0 
7.82 -56.123 91.9251 32.032 -139.707 154.144 10 32.032 -139.707 -0.977986 0.999744 210.267 0.142828 -148.048 0.957172 -0.931584 -0.748306 0 0.251694 0 -1.22567 0 -0.225668 0 0 0 -0.829586 0 0.170414 0 154.144 1.99978 -56.123 -7.08185e-005 1.99978 -7.08185e-005 0 0 0.000149026 0 0 0 
7.84 -22.6954 129.687 32.072 -139.708 154.144 10 32.072 -139.708 0.771306 -0.534187 176.839 0.170052 -152.382 0.929948 0.894283 -0.302605 0 0.697395 0 -1.72916 0 -0.729158 0 0 0 -0.326096 0 0.673904 0 154.144 1.99977 -22.6954 -3.62711e-005 1.99977 -3.62711e-005 0 0 6.34727e-005 0 0 0 
7.86 -0.733677 156.02 33.2537 -138.566 153.022 10 33.2537 -138.566 0.557091 -8.14055 153.755 0.203269 -156.754 0.896731 3.66492 -0.00978236 0 0.990218 0 -2.08027 0 -1.08027 0 0 0 0.0399771 0 1.03998 0 153.022 59.0855 -0.733677 57.0855 59.0855 57.0855 0 0 -56.1243 0 0 0 
7.88 -0.843274 156.866 38.5374 -133.322 150.166 10 38.5374 -133.322 0.496972 -9.80018 151.01 0.241954 -157.71 0.858046 9.45824 -0.0112437 0 0.988756 0 -2.09155 0 -1.09155 0 0 0 0.089333 0 1.08933 0 150.166 264.183 -0.843274 262.183 264.183 262.183 0 0 -142.763 0 0 0 
7.9 -1.99437 156.203 45.0468 -126.853 148.784 10 45.0468 -126.853 -0.047088 -8.48377 150.779 0.285497 -158.198 0.814503 10.9944 -0.0265916 0 0.973408 0 -2.08271 0 -1.08271 0 0 0 0.0989216 0 1.09892 0 148.784 325.473 -1.99437 323.473 325.473 323.473 0 0 -69.1007 0 0 0 
7.92 -2.9463 155.681 52.3058 -119.634 148.027 10 52.3058 -119.634 -0.387376 -7.53023 150.973 0.333211 -158.627 0.766789 11.5306 -0.039284 0 0.960716 0 -2.07575 0 -1.07575 0 0 0 0.102059 0 1.10206 0 148.027 362.949 -2.9463 360.949 362.949 360.949 0 0 -37.8899 0 0 0 
7.94 -3.74739 155.315 60.1454 -111.834 147.538 10 60.1454 -111.834 -0.606257 -6.90444 151.285 0.384344 -159.062 0.715656 11.8179 -0.0499652 0 0.950035 0 -2.07087 0 -1.07087 0 0 0 0.103701 0 1.1037 0 147.538 391.983 -3.74739 389.983 391.983 389.983 0 0 -24.4503 0 0 0 
7.96 -4.46643 155.044 68.4381 -103.581 147.188 10 68.4381 -103.581 -0.755991 -6.46155 151.654 0.43809 -159.51 0.66191 12.0028 -0.0595524 0 0.940448 0 -2.06725 0 -1.06725 0 0 0 0.104743 0 1.10474 0 147.188 414.635 -4.46643 412.635 414.635 412.635 0 0 -17.4858 0 0 0 
7.98 -5.13746 154.828 77.0563 -95.0031 146.922 10 77.0563 -95.0031 -0.859945 -6.12288 152.059 0.4936 -159.966 0.6064 12.1241 -0.0684994 0 0.931501 0 -2.06438 0 -1.06438 0 0 0 0.105421 0 1.10542 0 146.922 430.91 -5.13746 428.91 430.91 428.91 0 0 -13.313 0 0 0 
8 -5.77506 154.647 85.8672 -86.2322 146.711 10 85.8672 -86.2322 -0.929905 -5.84684 152.486 0.55 -160.422 0.55 12.1955 -0.0770008 0 0.922999 0 -2.06196 0 -1.06196 0 0 0 0.105818 0 1.10582 0 146.711 440.545 -5.77506 438.545 440.545 438.545 0 0 -10.5358 0 0 0 
8.02 -6.38408 154.488 94.7332 -77.4063 146.54 10 94.7332 -77.4063 -0.9731 -5.60972 152.924 0.6064 -160.872 0.4936 12.2223 -0.0851211 0 0.914879 0 -2.05983 0 -1.05983 0 0 0 0.105967 0 1.10597 0 146.54 443.298 -6.38408 441.298 443.298 441.298 0 0 -8.53812 0 0 0 
8.04 -6.96436 154.341 103.513 -68.6661 146.4 10 103.513 -68.6661 -0.994893 -5.3968 153.364 0.66191 -161.305 0.43809 12.2067 -0.0928581 0 0.907142 0 -2.05788 0 -1.05788 0 0 0 0.10588 0 1.10588 0 146.4 439.007 -6.96436 437.007 439.007 437.007 0 0 -7.01317 0 0 0 
8.06 -7.51304 154.201 112.066 -60.1537 146.284 10 112.066 -60.1537 -0.999831 -5.1981 153.797 0.715656 -161.714 0.384344 12.1486 -0.100174 0 0.899826 0 -2.05601 0 -1.05601 0 0 0 0.105557 0 1.10556 0 146.284 427.62 -7.51304 425.62 427.62 425.62 0 0 -5.79377 0 0 0 
8.08 -8.02599 154.062 120.25 -52.0096 146.188 10 120.25 -52.0096 -0.99202 -5.00611 154.214 0.766789 -162.088 0.333211 12.0466 -0.107013 0 0.892987 0 -2.05417 0 -1.05417 0 0 0 0.104988 0 1.10499 0 146.188 409.205 -8.02599 407.205 409.205 407.205 0 0 -4.78215 0 0 0 
8.1 -8.49857 153.921 127.929 -44.3703 146.11 10 127.929 -44.3703 -0.975218 -4.81452 154.609 0.814503 -162.42 0.285497 11.8975 -0.113314 0 0.886686 0 -2.05228 0 -1.05228 0 0 0 0.10415 0 1.10415 0 146.11 383.965 -8.49857 381.965 383.965 381.965 0 0 -3.91805 0 0 0 
8.12 -8.9262 153.772 134.974 -37.3656 146.047 10 134.974 -37.3656 -0.952815 -4.61726 154.973 0.858046 -162.699 0.241954 11.6965 -0.119016 0 0.880984 0 -2.0503 0 -1.0503 0 0 0 0.10301 0 1.10301 0 146.047 352.237 -8.9262 350.237 352.237 350.237 0 0 -3.16314 0 0 0 
8.14 -9.30486 153.61 141.264 -31.1156 145.997 10 141.264 -31.1156 -0.927777 -4.40769 155.302 0.896731 -162.915 0.203269 11.4362 -0.124065 0 0.875935 0 -2.04814 0 -1.04814 0 0 0 0.101514 0 1.10151 0 145.997 314.497 -9.30486 312.497 314.497 312.497 0 0 -2.49279 0 0 0 
8.16 -9.63143 153.427 146.691 -25.7285 145.959 10 146.691 -25.7285 -0.902586 -4.17742 155.59 0.929948 -163.059 0.170052 11.1048 -0.128419 0 0.871581 0 -2.0457 0 -1.0457 0 0 0 0.099576 0 1.09958 0 145.959 271.355 -9.63143 269.355 271.355 269.355 0 0 -1.89181 0 0 0 
8.18 -9.90425 153.211 151.162 -21.2974 145.932 10 151.162 -21.2974 -0.87918 -3.91439 155.836 0.957172 -163.115 0.142828 10.6831 -0.132057 0 0.867943 0 -2.04281 0 -1.04281 0 0 0 0.097053 0 1.09705 0 145.932 223.557 -9.90425 221.557 223.557 221.557 0 0 -1.35249 0 0 0 
8.2 -10.1238 152.94 154.602 -17.8979 145.914 10 154.602 -17.8979 -0.858884 -3.59865 156.038 0.977975 -163.064 0.122025 10.136 -0.134984 0 0.865016 0 -2.03921 0 -1.03921 0 0 0 0.0936806 0 1.09368 0 145.914 171.977 -10.1238 169.977 171.977 169.977 0 0 -0.874331 0 0 0 
8.22 -10.2946 152.572 156.955 -15.5848 145.905 10 156.955 -15.5848 -0.842254 -3.19091 156.2 0.992029 -162.866 0.107971 9.3906 -0.137261 0 0.862739 0 -2.03429 0 -1.03429 0 0 0 0.0888881 0 1.08889 0 145.905 117.653 -10.2946 115.653 117.653 115.653 0 0 -0.465998 0 0 0 
8.24 -10.4311 151.978 158.194 -14.3851 145.902 10 158.194 -14.3851 -0.828449 -2.58747 156.333 0.999112 -162.409 0.100888 8.24456 -0.139081 0 0.860919 0 -2.02637 0 -1.02637 0 0 0 0.0810138 0 1.08101 0 145.902 61.9831 -10.4311 59.9831 61.9831 59.9831 0 0 -0.152311 0 0 0 
8.26 -10.6218 150.295 158.385 -14.2346 145.902 10 158.385 -14.2346 -0.808434 -1.19902 156.524 0.999112 -160.917 0.100888 5.47218 -0.141624 0 0.858376 0 -2.00394 0 -1.00394 0 0 0 0.0585755 0 1.05858 0 145.902 9.52707 -10.6218 7.52707 9.52707 7.52707 0 0 -0.00121709 0 0 0 
8.28 -11.7796 138.581 158.425 -14.2346 145.902 10 158.425 -14.2346 -0.671227 0.716617 157.682 0.992029 -150.361 0.107971 -0.999735 -0.157062 0 0.842938 0 -1.84775 0 -0.847752 0 0 0 -0.0976089 0 0.902391 0 145.902 1.99993 -11.7796 -2.40049e-005 1.99993 -2.40049e-005 0 0 -0.000126551 0 0 0 
8.3 -14.0865 118.957 158.465 -14.2346 145.902 10 158.465 -14.2346 -0.344751 -0.94644 159.989 0.977975 -133.044 0.122025 0.987889 -0.18782 0 0.81218 0 -1.5861 0 -0.586095 0 0 0 -0.359266 0 0.640734 0 145.902 1.99987 -14.0865 6.38651e-005 1.99987 6.38651e-005 0 0 0.000105517 0 0 0 
8.32 -17.6055 96.06 158.505 -14.2346 145.902 10 158.505 -14.2346 0.182044 0.912438 163.508 0.957172 -113.665 0.142828 -0.679511 -0.23474 0 0.76526 0 -1.2808 0 -0.2808 0 0 0 -0.664561 0 0.335439 0 145.902 2.00009 -17.6055 0.00010713 2.00009 0.00010713 0 0 -0.000130447 0 0 0 
8.34 -22.4352 73.0329 158.545 -14.2346 145.902 10 158.545 -14.2346 0.749253 -0.182587 168.337 0.929948 -95.4681 0.170052 -0.197596 -0.299136 0 0.700864 0 -0.973772 0 0.026228 0 0 0 -0.971589 0 0.0284112 0 145.902 1.99981 -22.4352 -4.40606e-006 1.99981 -4.40606e-006 0 0 9.36025e-006 0 0 0 
8.36 -28.7154 51.1521 158.585 -14.2346 145.902 10 158.585 -14.2346 0.998389 -0.768484 174.617 0.896731 -79.8675 0.203269 0.956939 -0.382872 0 0.617128 0 -0.682028 0 0.317972 0 0 0 -1.26333 0 -0.263332 0 145.902 1.99991 -28.7154 -8.48026e-005 1.99991 -8.48026e-005 0 0 -1.39552e-006 0 0 0 
8.38 -36.6346 30.4633 158.625 -14.2346 145.902 10 158.625 -14.2346 0.578781 0.965931 182.537 0.858046 -67.0979 0.241954 -0.747755 -0.488461 0 0.511539 0 -0.406178 0 0.593822 0 0 0 -1.53918 0 -0.539183 0 145.902 1.99997 -36.6346 6.23888e-005 1.99997 6.23888e-005 0 0 2.03512e-005 0 0 0 
8.4 -46.442 10.4224 158.665 -14.2346 145.902 10 158.665 -14.2346 -0.396003 -0.829334 192.344 0.814503 -56.8644 0.285497 0.279267 -0.619226 0 0.380774 0 -0.138966 0 0.861034 0 0 0 -1.8064 0 -0.806395 0 145.902 1.99981 -46.442 3.56739e-007 1.99981 3.56739e-007 0 0 0.000187816 0 0 0 
8.42 -56.704 -5.6833 157.939 -15.0006 146.662 10 157.939 -15.0006 -0.988129 7.53431 203.366 0.766789 -51.0207 0.333211 -2.95312 -0.756053 0 0.243947 0 0.0757774 0 1.07578 0 0 0 -2.03127 0 -1.03127 0 146.662 -36.3031 -56.704 -38.3029 -36.3031 -38.3029 0 0 37.9936 0 0 0 
8.44 -62.4079 -6.84767 153.625 -19.3542 149.461 10 153.625 -19.3542 -0.924933 9.76144 211.869 0.715656 -55.5602 0.384344 -8.68442 -0.832105 0 0.167895 0 0.0913022 0 1.0913 0 0 0 -2.08411 0 -1.08411 0 149.461 -215.68 -62.4079 -217.679 -215.68 -217.679 0 0 139.949 0 0 0 
