t 1 2 3 jL1 jL2 jV0300 
2.65e-05 -1227.85 -944.455 10000 -19.2373 68.9718 19.2373
2.651e-05 -1207.95 -2047.72 10000 -20.4229 68.9283 20.4229
2.652e-05 -1186.91 -3149.65 10000 -21.5359 68.8126 21.5359
2.653e-05 -1164.8 -4249.09 10000 -22.5753 68.6248 22.5753
2.654e-05 -1141.69 -5344.9 10000 -23.5401 68.3651 23.5401
2.655e-05 -1117.65 -6435.92 10000 -24.4295 68.0336 24.4295
2.656e-05 -1092.77 -7521 10000 -25.2429 67.6307 25.2429
2.657e-05 -1067.11 -8599.02 10000 -25.9798 67.1567 25.9798
2.658e-05 -1040.76 -9668.83 10000 -26.6397 66.6122 26.6397
2.659e-05 -1013.8 -10729.3 10000 -27.2224 65.9977 27.2224
2.66e-05 -986.291 -11779.3 10000 -27.7278 65.3137 27.7278
2.661e-05 -958.322 -12817.8 10000 -28.1558 64.5611 28.1558
2.662e-05 -929.966 -13843.7 10000 -28.5067 63.7404 28.5067
2.663e-05 -901.303 -14855.8 10000 -28.7805 62.8527 28.7805
2.664e-05 -872.407 -15853.1 10000 -28.9779 61.8987 28.9779
2.665e-05 -843.357 -16834.6 10000 -29.0992 60.8796 29.0992
2.666e-05 -814.226 -17799.3 10000 -29.1451 59.7962 29.1451
2.667e-05 -785.091 -18746 10000 -29.1164 58.6498 29.1164
2.668e-05 -756.025 -19673.8 10000 -29.0139 57.4416 29.0139
2.669e-05 -727.101 -20581.8 10000 -28.8388 56.1728 28.8388
2.67e-05 -698.392 -21469 10000 -28.5922 54.8447 28.5922
2.671e-05 -669.968 -22334.4 10000 -28.2752 53.4587 28.2752
2.672e-05 -641.9 -23177.1 10000 -27.8893 52.0163 27.8893
2.673e-05 -614.254 -23996.2 10000 -27.4359 50.5191 27.4359
2.674e-05 -587.099 -24791 10000 -26.9167 48.9684 26.9167
2.675e-05 -560.498 -25560.4 10000 -26.3334 47.3661 26.3334
2.676e-05 -534.514 -26303.8 10000 -25.6877 45.7138 25.6877
2.677e-05 -509.21 -27020.3 10000 -24.9816 44.0132 24.9816
2.678e-05 -484.644 -27709.2 10000 -24.217 42.2661 24.217
2.679e-05 -460.874 -28369.8 10000 -23.3962 40.4744 23.3962
2.68e-05 -437.955 -29001.3 10000 -22.5212 38.64 22.5212
2.681e-05 -415.939 -29603.1 10000 -21.5943 36.7648 21.5943
2.682e-05 -394.878 -30174.5 10000 -20.618 34.8508 20.618
2.683e-05 -374.819 -30715 10000 -19.5946 32.9 19.5946
2.684e-05 -355.808 -31224 10000 -18.5268 30.9145 18.5268
2.685e-05 -337.888 -31700.9 10000 -17.417 28.8965 17.417
2.686e-05 -321.1 -32145.2 10000 -16.2679 26.8479 16.2679
2.687e-05 -305.482 -32556.6 10000 -15.0822 24.7711 15.0822
2.688e-05 -291.067 -32934.4 10000 -13.8628 22.6681 13.8628
2.689e-05 -277.89 -33278.4 10000 -12.6125 20.5414 12.6125
2.69e-05 -265.978 -33588.2 10000 -11.3341 18.393 11.3341
2.691e-05 -255.359 -33863.5 10000 -10.0305 16.2253 10.0305
2.692e-05 -246.056 -34103.9 10000 -8.70484 14.0407 8.70484
2.693e-05 -238.09 -34309.2 10000 -7.35998 11.8413 7.35998
2.694e-05 -231.477 -34479.2 10000 -5.99899 9.6296 5.99899
2.695e-05 -226.233 -34613.7 10000 -4.62493 7.4079 4.62493
2.696e-05 -222.368 -34712.6 10000 -3.24087 5.17856 3.24087
2.697e-05 -219.892 -34775.8 10000 -1.84992 2.94395 1.84992
2.698e-05 -218.809 -34803.3 10000 -0.455171 0.706459 0.455171
2.699e-05 -219.121 -34794.9 10000 0.940265 -1.53155 -0.940265
2.7e-05 -220.828 -34750.7 10000 2.33328 -3.76769 -2.33328
2.701e-05 -223.925 -34670.7 10000 3.72076 -5.9996 -3.72076
2.702e-05 -228.405 -34555.2 10000 5.09961 -8.22489 -5.09961
2.703e-05 -234.258 -34404 10000 6.46676 -10.4412 -6.46676
2.704e-05 -241.47 -34217.6 10000 7.81913 -12.6462 -7.81913
2.705e-05 -250.024 -33995.9 10000 9.15369 -14.8375 -9.15369
2.706e-05 -259.902 -33739.4 10000 10.4674 -17.0129 -10.4674
2.707e-05 -271.081 -33448.1 10000 11.7574 -19.1699 -11.7574
2.708e-05 -283.536 -33122.6 10000 13.0206 -21.3063 -13.0206
2.709e-05 -297.238 -32763.1 10000 14.2542 -23.4199 -14.2542
2.71e-05 -312.155 -32369.9 10000 15.4553 -25.5084 -15.4553
2.711e-05 -328.255 -31943.6 10000 16.6211 -27.5696 -16.6211
2.712e-05 -345.499 -31484.6 10000 17.749 -29.6013 -17.749
2.713e-05 -363.85 -30993.3 10000 18.8362 -31.6014 -18.8362
2.714e-05 -383.264 -30470.3 10000 19.8801 -33.5677 -19.8801
2.715e-05 -403.697 -29916.2 10000 20.8781 -35.4982 -20.8781
2.716e-05 -425.101 -29331.5 10000 21.8279 -37.3909 -21.8279
2.717e-05 -447.428 -28716.9 10000 22.7271 -39.2437 -22.7271
2.718e-05 -470.625 -28073 10000 23.5732 -41.0546 -23.5732
2.719e-05 -494.638 -27400.6 10000 24.3642 -42.8219 -24.3642
2.72e-05 -519.41 -26700.2 10000 25.0978 -44.5436 -25.0978
2.721e-05 -544.884 -25972.7 10000 25.7722 -46.2178 -25.7722
2.722e-05 -570.998 -25218.9 10000 26.3852 -47.843 -26.3852
2.723e-05 -597.691 -24439.4 10000 26.9351 -49.4173 -26.9351
2.724e-05 -624.899 -23635.3 10000 27.4202 -50.9391 -27.4202
2.725e-05 -652.555 -22807.3 10000 27.8389 -52.4069 -27.8389
2.726e-05 -680.592 -21956.3 10000 28.1895 -53.819 -28.1895
2.727e-05 -708.942 -21083.2 10000 28.4707 -55.174 -28.4707
2.728e-05 -737.535 -20188.9 10000 28.6813 -56.4706 -28.6813
2.729e-05 -766.298 -19274.4 10000 28.82 -57.7073 -28.82
2.73e-05 -795.16 -18340.7 10000 28.8858 -58.8829 -28.8858
2.731e-05 -824.048 -17388.7 10000 28.8778 -59.9962 -28.8778
2.732e-05 -852.887 -16419.4 10000 28.7952 -61.0461 -28.7952
2.733e-05 -881.601 -15433.9 10000 28.6372 -62.0314 -28.6372
2.734e-05 -910.116 -14433.2 10000 28.4033 -62.9511 -28.4033
2.735e-05 -938.355 -13418.4 10000 28.0931 -63.8044 -28.0931
2.736e-05 -966.242 -12390.5 10000 27.7063 -64.5903 -27.7063
2.737e-05 -993.699 -11350.7 10000 27.2427 -65.3081 -27.2427
2.738e-05 -1020.65 -10299.9 10000 26.7022 -65.9571 -26.7022
2.739e-05 -1047.02 -9239.44 10000 26.085 -66.5366 -26.085
2.74e-05 -1072.73 -8170.27 10000 25.3913 -67.0461 -25.3913
2.741e-05 -1097.7 -7093.58 10000 24.6214 -67.4851 -24.6214
2.742e-05 -1121.87 -6010.49 10000 23.7758 -67.8531 -23.7758
2.743e-05 -1145.14 -4922.13 10000 22.8551 -68.1499 -22.8551
2.744e-05 -1167.46 -3829.66 10000 21.8601 -68.3751 -21.8601
2.745e-05 -1188.73 -2734.21 10000 20.7916 -68.5287 -20.7916
2.746e-05 -1208.9 -1636.94 10000 19.6506 -68.6104 -19.6506
2.747e-05 -1227.89 -538.987 10000 18.4383 -68.6203 -18.4383
2.748e-05 -1245.63 558.488 10000 17.156 -68.5584 -17.156
2.749e-05 -1262.05 1654.34 10000 15.8049 -68.425 -15.8049
2.75e-05 -1277.08 2747.43 10000 14.3866 -68.22 -14.3866
2.751e-05 -1290.66 3836.62 10000 12.9028 -67.944 -12.9028
2.752e-05 -1302.71 4920.76 10000 11.3552 -67.5971 -11.3552
2.753e-05 -1313.19 5998.74 10000 9.7457 -67.1799 -9.7457
2.754e-05 -1322.02 7069.42 10000 8.07621 -66.6929 -8.07621
2.755e-05 -1329.15 8131.7 10000 6.34888 -66.1366 -6.34888
2.756e-05 -1334.53 9184.48 10000 4.56591 -65.5117 -4.56591
2.757e-05 -1338.09 10226.7 10000 2.72962 -64.8191 -2.72962
2.758e-05 -1339.78 11257.2 10000 0.842448 -64.0593 -0.842448
2.759e-05 -1339.56 12274.9 10000 -1.09309 -63.2334 1.09309
2.76e-05 -1337.38 13278.9 10000 -3.07438 -62.3423 3.07438
2.761e-05 -1333.2 14268.1 10000 -5.09868 -61.3871 5.09868
2.762e-05 -1326.97 15241.4 10000 -7.16318 -60.3687 7.16318
2.763e-05 -1318.65 16197.9 10000 -9.26499 -59.2884 9.26499
2.764e-05 -1308.22 17136.5 10000 -11.4011 -58.1474 11.4011
2.765e-05 -1295.62 18056.4 10000 -13.5685 -56.9469 13.5685
2.766e-05 -1280.85 18956.5 10000 -15.764 -55.6884 15.764
2.767e-05 -1263.87 19836 10000 -17.9844 -54.3731 17.9844
2.768e-05 -1244.65 20694 10000 -20.2263 -53.0027 20.2263
2.769e-05 -1223.18 21529.6 10000 -22.4866 -51.5786 22.4866
2.77e-05 -1199.45 22341.9 10000 -24.7617 -50.1024 24.7617
2.771e-05 -1173.43 23130.2 10000 -27.0483 -48.5757 27.0483
2.772e-05 -1145.12 23893.6 10000 -29.3427 -47.0003 29.3427
2.773e-05 -1114.51 24631.4 10000 -31.6415 -45.3778 31.6415
2.774e-05 -1081.61 25342.8 10000 -33.941 -43.71 33.941
2.775e-05 -1046.4 26027.2 10000 -36.2377 -41.9989 36.2377
2.776e-05 -1008.9 26683.8 10000 -38.5279 -40.2463 38.5279
2.777e-05 -969.12 27312 10000 -40.8079 -38.454 40.8079
2.778e-05 -927.065 27911.2 10000 -43.074 -36.6241 43.074
2.779e-05 -882.752 28480.9 10000 -45.3225 -34.7585 45.3225
2.78e-05 -836.203 29020.3 10000 -47.5498 -32.8594 47.5498
2.781e-05 -787.44 29529.1 10000 -49.752 -30.9287 49.752
2.782e-05 -736.49 30006.8 10000 -51.9254 -28.9685 51.9254
2.783e-05 -683.384 30452.8 10000 -54.0665 -26.9811 54.0665
2.784e-05 -628.157 30866.8 10000 -56.1713 -24.9685 56.1713
2.785e-05 -570.846 31248.4 10000 -58.2364 -22.9329 58.2364
2.786e-05 -511.494 31597.3 10000 -60.258 -20.8766 60.258
2.787e-05 -450.146 31913.1 10000 -62.2326 -18.8017 62.2326
2.788e-05 -386.851 32195.5 10000 -64.1565 -16.7105 64.1565
2.789e-05 -321.661 32444.4 10000 -66.0262 -14.6053 66.0262
2.79e-05 -254.634 32659.5 10000 -67.8381 -12.4883 67.8381
2.791e-05 -185.828 32840.6 10000 -69.589 -10.3617 69.589
2.792e-05 -115.306 32987.6 10000 -71.2753 -8.22794 71.2753
2.793e-05 -43.1344 33100.4 10000 -72.8937 -6.0892 72.8937
2.794e-05 30.6163 33179 10000 -74.4411 -3.94779 74.4411
2.795e-05 105.874 33223.3 10000 -75.9141 -1.806 75.9141
2.796e-05 182.562 33233.4 10000 -77.3097 0.333898 77.3097
2.797e-05 260.602 33209.2 10000 -78.6248 2.46962 78.6248
2.798e-05 339.911 33151 10000 -79.8566 4.5989 79.8566
2.799e-05 420.405 33058.7 10000 -81.0021 6.71948 81.0021
2.8e-05 501.995 32932.6 10000 -82.0586 8.82912 82.0586
2.801e-05 584.592 32772.9 10000 -83.0234 10.9256 83.0234
2.802e-05 668.102 32579.7 10000 -83.8941 13.0067 83.8941
2.803e-05 752.43 32353.5 10000 -84.6681 15.0702 84.6681
2.804e-05 837.478 32094.3 10000 -85.3432 17.114 85.3432
2.805e-05 923.145 31802.7 10000 -85.9171 19.1359 85.9171
2.806e-05 1009.33 31478.9 10000 -86.3877 21.1338 86.3877
2.807e-05 1095.93 31123.4 10000 -86.7531 23.1057 86.7531
2.808e-05 1182.83 30736.5 10000 -87.0114 25.0494 87.0114
2.809e-05 1269.93 30318.9 10000 -87.1609 26.9629 87.1609
2.81e-05 1357.13 29870.8 10000 -87.2002 28.8444 87.2002
2.811e-05 1444.3 29393 10000 -87.1276 30.6918 87.1276
2.812e-05 1531.33 28886 10000 -86.942 32.5032 86.942
2.813e-05 1618.12 28350.3 10000 -86.6423 34.2768 86.6423
2.814e-05 1704.54 27786.5 10000 -86.2273 36.0107 86.2273
2.815e-05 1790.49 27195.4 10000 -85.6963 37.7033 85.6963
2.816e-05 1875.83 26577.6 10000 -85.0485 39.3527 85.0485
2.817e-05 1960.47 25933.7 10000 -84.2835 40.9573 84.2835
2.818e-05 2044.28 25264.7 10000 -83.4008 42.5155 83.4008
2.819e-05 2127.14 24571.1 10000 -82.4002 44.0257 82.4002
2.82e-05 2208.93 23853.7 10000 -81.2816 45.4864 81.2816
2.821e-05 2289.55 23113.5 10000 -80.0452 46.8962 80.0452
2.822e-05 2368.86 22351.1 10000 -78.691 48.2537 78.691
2.823e-05 2446.75 21567.5 10000 -77.2196 49.5574 77.2196
2.824e-05 2523.1 20763.5 10000 -75.6316 50.8063 75.6316
2.825e-05 2597.81 19940.1 10000 -73.9275 51.999 73.9275
2.826e-05 2670.74 19098 10000 -72.1084 53.1344 72.1084
2.827e-05 2741.8 18238.3 10000 -70.1753 54.2114 70.1753
2.828e-05 2810.86 17361.9 10000 -68.1294 55.229 68.1294
2.829e-05 2877.81 16469.7 10000 -65.972 56.1863 65.972
2.83e-05 2942.54 15562.8 10000 -63.7047 57.0823 63.7047
2.831e-05 3004.95 14642 10000 -61.3292 57.9163 61.3292
2.832e-05 3064.92 13708.5 10000 -58.8474 58.6875 58.8474
2.833e-05 3122.36 12763.2 10000 -56.2612 59.3953 56.2612
2.834e-05 3177.15 11807.1 10000 -53.5728 60.039 53.5728
2.835e-05 3229.2 10841.3 10000 -50.7845 60.6181 50.7845
2.836e-05 3278.4 9866.81 10000 -47.8987 61.1321 47.8987
2.837e-05 3324.67 8884.66 10000 -44.9182 61.5807 44.9182
2.838e-05 3367.9 7895.91 10000 -41.8456 61.9635 41.8456
2.839e-05 3408.02 6901.62 10000 -38.6839 62.2803 38.6839
2.84e-05 3444.92 5902.85 10000 -35.4361 62.5309 35.4361
2.841e-05 3478.53 4900.64 10000 -32.1054 62.7152 32.1054
2.842e-05 3508.77 3896.07 10000 -28.6951 62.8333 28.6951
2.843e-05 3535.55 2890.2 10000 -25.2086 62.885 25.2086
2.844e-05 3558.81 1884.08 10000 -21.6496 62.8706 21.6496
2.845e-05 3578.47 878.766 10000 -18.0217 62.7903 18.0217
2.846e-05 3594.47 -124.68 10000 -14.3288 62.6442 14.3288
2.847e-05 3606.73 -1125.21 10000 -10.5748 62.4328 10.5748
2.848e-05 3615.22 -2121.79 10000 -6.76365 62.1563 6.76365
2.849e-05 3619.86 -3113.38 10000 -2.89965 61.8154 2.89965
2.85e-05 3620.61 -4098.94 10000 1.013 61.4105 -1.013
2.851e-05 3617.43 -5077.47 10000 4.96994 60.9423 -4.96994
2.852e-05 3610.26 -6047.96 10000 8.96672 60.4114 -8.96672
2.853e-05 3599.08 -7009.41 10000 12.9988 59.8185 -12.9988
2.854e-05 3583.85 -7960.83 10000 17.0616 59.1645 -17.0616
2.855e-05 3564.54 -8901.25 10000 21.1504 58.4502 -21.1504
2.856e-05 3541.13 -9829.73 10000 25.2604 57.6766 -25.2604
2.857e-05 3513.6 -10745.3 10000 29.3868 56.8447 -29.3868
2.858e-05 3481.94 -11647.1 10000 33.5247 55.9555 -33.5247
2.859e-05 3446.14 -12534.1 10000 37.6692 55.0101 -37.6692
2.86e-05 3406.19 -13405.5 10000 41.8152 54.0098 -41.8152
2.861e-05 3362.09 -14260.5 10000 45.9578 52.9557 -45.9578
2.862e-05 3313.86 -15098.1 10000 50.0919 51.8492 -50.0919
2.863e-05 3261.5 -15917.6 10000 54.2123 50.6915 -54.2123
2.864e-05 3205.03 -16718.1 10000 58.314 49.4842 -58.314
2.865e-05 3144.47 -17498.8 10000 62.3918 48.2285 -62.3918
2.866e-05 3079.85 -18259.1 10000 66.4405 46.926 -66.4405
2.867e-05 3011.2 -18998.1 10000 70.455 45.5784 -70.455
2.868e-05 2938.55 -19715.2 10000 74.4302 44.187 -74.4302
2.869e-05 2861.96 -20409.6 10000 78.3609 42.7536 -78.3609
2.87e-05 2781.46 -21080.8 10000 82.2419 41.2799 -82.2419
2.871e-05 2697.11 -21728 10000 86.0682 39.7674 -86.0682
2.872e-05 2608.96 -22350.7 10000 89.8347 38.2181 -89.8347
2.873e-05 2517.09 -22948.3 10000 93.5364 36.6336 -93.5364
2.874e-05 2421.55 -23520.2 10000 97.1681 35.0158 -97.1681
2.875e-05 2322.42 -24066 10000 100.725 33.3666 -100.725
2.876e-05 2219.77 -24585.1 10000 104.202 31.6877 -104.202
2.877e-05 2113.7 -25077.1 10000 107.595 29.9811 -107.595
2.878e-05 2004.28 -25541.6 10000 110.898 28.2488 -110.898
2.879e-05 1891.6 -25978.2 10000 114.108 26.4926 -114.108
2.88e-05 1775.78 -26386.4 10000 117.218 24.7146 -117.218
2.881e-05 1656.9 -26766.1 10000 120.226 22.9166 -120.226
2.882e-05 1535.07 -27116.8 10000 123.126 21.1008 -123.126
2.883e-05 1410.4 -27438.3 10000 125.914 19.2691 -125.914
2.884e-05 1283.01 -27730.4 10000 128.585 17.4236 -128.585
2.885e-05 1153.01 -27992.8 10000 131.137 15.5662 -131.137
2.886e-05 1020.52 -28225.5 10000 133.564 13.6991 -133.564
2.887e-05 885.685 -28428.2 10000 135.863 11.8243 -135.863
2.888e-05 748.619 -28600.8 10000 138.03 9.94371 -138.03
2.889e-05 609.461 -28743.3 10000 140.061 8.05953 -140.061
2.89e-05 468.347 -28855.7 10000 141.953 6.17375 -141.953
2.891e-05 325.42 -28937.9 10000 143.703 4.2884 -143.703
2.892e-05 180.822 -28989.9 10000 145.307 2.40552 -145.307
2.893e-05 34.7017 -29011.9 10000 146.763 0.527128 -146.763
2.894e-05 -112.791 -29003.8 10000 148.067 -1.34477 -148.067
2.895e-05 -261.503 -28965.9 10000 149.216 -3.20819 -149.216
2.896e-05 -411.278 -28898.2 10000 150.209 -5.06114 -150.209
2.897e-05 -561.959 -28801 10000 151.043 -6.90167 -151.043
2.898e-05 -713.385 -28674.5 10000 151.715 -8.72783 -151.715
2.899e-05 -865.393 -28518.9 10000 152.223 -10.5377 -152.223
2.9e-05 -1017.82 -28334.5 10000 152.566 -12.3294 -152.566
2.901e-05 -1170.5 -28121.7 10000 152.743 -14.1011 -152.743
2.902e-05 -1323.26 -27880.6 10000 152.75 -15.8509 -152.75
2.903e-05 -1475.93 -27611.8 10000 152.588 -17.577 -152.588
2.904e-05 -1628.35 -27315.5 10000 152.255 -19.2777 -152.255
2.905e-05 -1780.34 -26992.3 10000 151.75 -20.9512 -151.75
2.906e-05 -1931.73 -26642.6 10000 151.073 -22.5958 -151.073
2.907e-05 -2082.35 -26266.8 10000 150.222 -24.2098 -150.222
2.908e-05 -2232.03 -25865.5 10000 149.199 -25.7917 -149.199
2.909e-05 -2380.58 -25439.2 10000 148.001 -27.3398 -148.001
2.91e-05 -2527.84 -24988.4 10000 146.631 -28.8526 -146.631
2.911e-05 -2673.64 -24513.7 10000 145.087 -30.3286 -145.087
2.912e-05 -2817.8 -24015.7 10000 143.371 -31.7663 -143.371
2.913e-05 -2960.14 -23495.1 10000 141.484 -33.1644 -141.484
2.914e-05 -3100.51 -22952.5 10000 139.425 -34.5215 -139.425
2.915e-05 -3238.72 -22388.5 10000 137.197 -35.8363 -137.197
2.916e-05 -3374.62 -21803.9 10000 134.8 -37.1076 -134.8
2.917e-05 -3508.02 -21199.3 10000 132.236 -38.334 -132.236
2.918e-05 -3638.77 -20575.5 10000 129.508 -39.5146 -129.508
2.919e-05 -3766.7 -19933.2 10000 126.616 -40.6483 -126.616
2.92e-05 -3891.65 -19273.2 10000 123.564 -41.7339 -123.564
2.921e-05 -4013.46 -18596.3 10000 120.352 -42.7705 -120.352
2.922e-05 -4131.97 -17903.2 10000 116.985 -43.7572 -116.985
2.923e-05 -4247.03 -17194.8 10000 113.465 -44.6932 -113.465
2.924e-05 -4358.49 -16471.9 10000 109.794 -45.5776 -109.794
2.925e-05 -4466.2 -15735.2 10000 105.976 -46.4097 -105.976
2.926e-05 -4570.01 -14985.8 10000 102.015 -47.1889 -102.015
2.927e-05 -4669.78 -14224.3 10000 97.9128 -47.9145 -97.9128
2.928e-05 -4765.37 -13451.7 10000 93.6744 -48.5859 -93.6744
2.929e-05 -4856.65 -12668.8 10000 89.3034 -49.2027 -89.3034
2.93e-05 -4943.49 -11876.5 10000 84.8038 -49.7645 -84.8038
2.931e-05 -5025.76 -11075.8 10000 80.1799 -50.2708 -80.1799
2.932e-05 -5103.34 -10267.4 10000 75.4361 -50.7215 -75.4361
2.933e-05 -5176.12 -9452.31 10000 70.577 -51.1161 -70.577
2.934e-05 -5243.97 -8631.4 10000 65.6074 -51.4547 -65.6074
2.935e-05 -5306.79 -7805.57 10000 60.5321 -51.737 -60.5321
2.936e-05 -5364.49 -6975.71 10000 55.3561 -51.963 -55.3561
2.937e-05 -5416.95 -6142.74 10000 50.0848 -52.1327 -50.0848
2.938e-05 -5464.09 -5307.54 10000 44.7233 -52.2462 -44.7233
2.939e-05 -5505.83 -4471.02 10000 39.2773 -52.3036 -39.2773
2.94e-05 -5542.07 -3634.08 10000 33.7522 -52.3052 -33.7522
2.941e-05 -5572.75 -2797.59 10000 28.1538 -52.2512 -28.1538
2.942e-05 -5597.79 -1962.46 10000 22.488 -52.1419 -22.488
2.943e-05 -5617.14 -1129.57 10000 16.7607 -51.9777 -16.7607
2.944e-05 -5630.72 -299.774 10000 10.9779 -51.7591 -10.9779
2.945e-05 -5638.5 526.043 10000 5.14575 -51.4865 -5.14575
2.946e-05 -5640.41 1347.03 10000 -0.729424 -51.1605 0.729424
2.947e-05 -5636.44 2162.33 10000 -6.64135 -50.7817 6.64135
2.948e-05 -5626.53 2971.12 10000 -12.5836 -50.3509 12.5836
2.949e-05 -5610.66 3772.55 10000 -18.5498 -49.8686 18.5498
2.95e-05 -5588.83 4565.83 10000 -24.5333 -49.3358 24.5333
2.951e-05 -5561 5350.14 10000 -30.5275 -48.7532 30.5275
2.952e-05 -5527.17 6124.7 10000 -36.5259 -48.1217 36.5259
2.953e-05 -5487.35 6888.73 10000 -42.5217 -47.4423 42.5217
2.954e-05 -5441.53 7641.47 10000 -48.5083 -46.7159 48.5083
2.955e-05 -5389.74 8382.19 10000 -54.4789 -45.9436 54.4789
2.956e-05 -5331.98 9110.16 10000 -60.4268 -45.1265 60.4268
2.957e-05 -5268.3 9824.66 10000 -66.3451 -44.2657 66.3451
2.958e-05 -5198.72 10525 10000 -72.2273 -43.3623 72.2273
2.959e-05 -5123.27 11210.6 10000 -78.0664 -42.4176 78.0664
2.96e-05 -5042.02 11880.6 10000 -83.8558 -41.4328 83.8558
2.961e-05 -4955 12534.6 10000 -89.5887 -40.4093 89.5887
2.962e-05 -4862.29 13171.9 10000 -95.2585 -39.3483 95.2585
2.963e-05 -4763.95 13791.8 10000 -100.859 -38.2512 100.859
2.964e-05 -4660.04 14393.9 10000 -106.382 -37.1194 106.382
2.965e-05 -4550.66 14977.6 10000 -111.823 -35.9543 111.823
2.966e-05 -4435.89 15542.4 10000 -117.174 -34.7574 117.174
2.967e-05 -4315.82 16087.8 10000 -122.43 -33.5303 122.43
2.968e-05 -4190.54 16613.2 10000 -127.583 -32.2743 127.583
2.969e-05 -4060.18 17118.4 10000 -132.628 -30.9911 132.628
2.97e-05 -3924.83 17602.7 10000 -137.558 -29.6821 137.558
2.971e-05 -3784.61 18065.9 10000 -142.368 -28.3491 142.368
2.972e-05 -3639.66 18507.6 10000 -147.051 -26.9936 147.051
2.973e-05 -3490.1 18927.4 10000 -151.601 -25.6172 151.601
2.974e-05 -3336.06 19325.1 10000 -156.014 -24.2215 156.014
2.975e-05 -3177.68 19700.2 10000 -160.282 -22.8082 160.282
2.976e-05 -3015.12 20052.6 10000 -164.402 -21.379 164.402
2.977e-05 -2848.53 20381.9 10000 -168.367 -19.9355 168.367
2.978e-05 -2678.05 20688.1 10000 -172.172 -18.4795 172.172
2.979e-05 -2503.86 20970.9 10000 -175.813 -17.0125 175.813
2.98e-05 -2326.13 21230.1 10000 -179.284 -15.5363 179.284
2.981e-05 -2145.01 21465.6 10000 -182.581 -14.0525 182.581
2.982e-05 -1960.7 21677.4 10000 -185.7 -12.563 185.7
2.983e-05 -1773.37 21865.2 10000 -188.635 -11.0692 188.635
2.984e-05 -1583.21 22029.2 10000 -191.383 -9.57298 191.383
2.985e-05 -1390.41 22169.2 10000 -193.94 -8.07593 193.94
2.986e-05 -1195.15 22285.2 10000 -196.303 -6.57974 196.303
2.987e-05 -997.641 22377.4 10000 -198.467 -5.08606 198.467
2.988e-05 -798.078 22445.6 10000 -200.429 -3.59654 200.429
2.989e-05 -596.664 22490.1 10000 -202.187 -2.1128 202.187
2.99e-05 -393.608 22510.9 10000 -203.737 -0.636451 203.737
2.991e-05 -189.116 22508.2 10000 -205.077 0.830901 205.077
2.992e-05 16.5982 22482 10000 -206.204 2.28768 206.204
2.993e-05 223.321 22432.7 10000 -207.116 3.73234 207.116
2.994e-05 430.837 22360.4 10000 -207.81 5.16334 207.81
2.995e-05 638.927 22265.3 10000 -208.286 6.57917 208.286
2.996e-05 847.372 22147.7 10000 -208.542 7.97835 208.542
2.997e-05 1055.95 22007.8 10000 -208.576 9.35942 208.576
2.998e-05 1264.44 21846.1 10000 -208.388 10.721 208.388
2.999e-05 1472.62 21662.7 10000 -207.976 12.0616 207.976
3e-05 1680.27 21458.1 10000 -207.34 13.3799 207.34
3.001e-05 1887.15 21232.6 10000 -206.479 14.6746 206.479
3.002e-05 2093.05 20986.6 10000 -205.395 15.9444 205.395
3.003e-05 2297.75 20720.5 10000 -204.086 17.188 204.086
3.004e-05 2501.01 20434.8 10000 -202.554 18.4042 202.554
3.005e-05 2702.61 20129.8 10000 -200.798 19.5919 200.798
3.006e-05 2902.34 19806.1 10000 -198.821 20.7498 198.821
3.007e-05 3099.97 19464.1 10000 -196.623 21.8769 196.623
3.008e-05 3295.28 19104.4 10000 -194.205 22.9722 194.205
3.009e-05 3488.06 18727.5 10000 -191.57 24.0345 191.57
3.01e-05 3678.08 18333.8 10000 -188.719 25.063 188.719
3.011e-05 3865.13 17924 10000 -185.655 26.0568 185.655
3.012e-05 4049 17498.6 10000 -182.379 27.0148 182.379
3.013e-05 4229.48 17058.2 10000 -178.895 27.9363 178.895
3.014e-05 4406.36 16603.4 10000 -175.206 28.8206 175.206
3.015e-05 4579.44 16134.8 10000 -171.315 29.6668 171.315
3.016e-05 4748.53 15653 10000 -167.224 30.4744 167.224
3.017e-05 4913.41 15158.6 10000 -162.939 31.2426 162.939
3.018e-05 5073.9 14652.2 10000 -158.462 31.9708 158.462
3.019e-05 5229.81 14134.6 10000 -153.798 32.6586 153.798
3.02e-05 5380.96 13606.3 10000 -148.951 33.3054 148.951
3.021e-05 5527.16 13068 10000 -143.926 33.9108 143.926
3.022e-05 5668.24 12520.5 10000 -138.727 34.4744 138.727
3.023e-05 5804.03 11964.2 10000 -133.36 34.9959 133.36
3.024e-05 5934.36 11400 10000 -127.83 35.4749 127.83
3.025e-05 6059.08 10828.5 10000 -122.141 35.9114 122.141
3.026e-05 6178.02 10250.4 10000 -116.3 36.305 116.3
3.027e-05 6291.04 9666.4 10000 -110.312 36.6557 110.312
3.028e-05 6397.99 9077.14 10000 -104.184 36.9633 104.184
3.029e-05 6498.74 8483.35 10000 -97.9207 37.2279 97.9207
3.03e-05 6593.16 7885.69 10000 -91.5293 37.4494 91.5293
3.031e-05 6681.11 7284.87 10000 -85.0161 37.628 85.0161
3.032e-05 6762.49 6681.57 10000 -78.3876 37.7638 78.3876
3.033e-05 6837.18 6076.48 10000 -71.6506 37.8569 71.6506
