t 1 2 3 4 5 6 7 jL1 8 jL2 9 jE11 jO1 jV1 
4.04 0.76271 2.28813 1.86624 0.900551 1.34606 0.76271 0 0 0 0 1.28813 2.18266 -2.69212 1.92941 
4.06 0.774068 2.3222 1.86624 0.900551 1.34194 0.774068 0 0 0 0 1.3222 2.18266 -2.68387 1.90981 
4.08 0.785111 2.35533 1.86624 0.900551 1.33728 0.785111 0 0 0 0 1.35533 2.18266 -2.67455 1.88944 
4.1 0.795836 2.38751 1.86624 0.900551 1.33209 0.795836 0 0 0 0 1.38751 2.18266 -2.66417 1.86834 
4.12 0.806238 2.41872 1.86624 0.900551 1.32636 0.806238 0 0 0 0 1.41872 2.18266 -2.65273 1.84649 
4.14 0.816314 2.44894 1.86624 0.900551 1.32011 0.816314 0 0 0 0 1.44894 2.18266 -2.64023 1.82391 
4.16 0.82606 2.47818 1.86624 0.900551 1.31334 0.82606 0 0 0 0 1.47818 2.18266 -2.62667 1.80061 
4.18 0.835471 2.50641 1.86624 0.900551 1.30604 0.835471 0 0 0 0 1.50641 2.18266 -2.61208 1.77661 
4.2 0.844545 2.53363 1.86624 0.900551 1.29822 0.844545 0 0 0 0 1.53363 2.18266 -2.59644 1.7519 
4.22 0.853277 2.55983 1.86624 0.900551 1.28989 0.853277 0 0 0 0 1.55983 2.18266 -2.57978 1.7265 
4.24 0.861665 2.58499 1.86624 0.900551 1.28104 0.861665 0 0 0 0 1.58499 2.18266 -2.56209 1.70042 
4.26 0.869704 2.60911 1.86624 0.900551 1.27169 0.869704 0 0 0 0 1.60911 2.18266 -2.54338 1.67367 
4.28 0.877393 2.63218 1.86624 0.900551 1.26183 0.877393 0 0 0 0 1.63218 2.18266 -2.52366 1.64627 
4.3 0.884728 2.65418 1.86624 0.900551 1.25147 0.884728 0 0 0 0 1.65418 2.18266 -2.50294 1.61821 
4.32 0.891706 2.67512 1.86624 0.900551 1.24061 0.891706 0 0 0 0 1.67512 2.18266 -2.48123 1.58952 
4.34 0.898325 2.69497 1.86624 0.900551 1.22927 0.898325 0 0 0 0 1.69497 2.18266 -2.45853 1.56021 
4.36 0.904582 2.71375 1.86624 0.900551 1.21743 0.904582 0 0 0 0 1.71375 2.18266 -2.43486 1.53028 
4.38 0.910475 2.73142 1.86624 0.900551 1.20511 0.910475 0 0 0 0 1.73142 2.18266 -2.41023 1.49975 
4.4 0.916001 2.748 1.86624 0.900551 1.19232 0.916001 0 0 0 0 1.748 2.18266 -2.38464 1.46864 
4.42 0.921159 2.76348 1.86624 0.900551 1.17906 0.921159 0 0 0 0 1.76348 2.18266 -2.35811 1.43695 
4.44 0.925947 2.77784 1.86624 0.900551 1.16532 0.925947 0 0 0 0 1.77784 2.18266 -2.33065 1.4047 
4.46 0.930362 2.79109 1.86624 0.900551 1.15113 0.930362 0 0 0 0 1.79109 2.18266 -2.30227 1.3719 
4.48 0.934404 2.80321 1.86624 0.900551 1.13649 0.934404 0 0 0 0 1.80321 2.18266 -2.27297 1.33857 
4.5 0.93807 2.81421 1.86624 0.900551 1.12139 0.93807 0 0 0 0 1.81421 2.18266 -2.24278 1.30471 
4.52 0.94136 2.82408 1.86624 0.900551 1.10585 0.94136 0 0 0 0 1.82408 2.18266 -2.21171 1.27035 
4.54 0.944272 2.83282 1.86624 0.900551 1.08988 0.944272 0 0 0 0 1.83282 2.18266 -2.17976 1.23549 
4.56 0.946806 2.84042 1.86624 0.900551 1.07348 0.946806 0 0 0 0 1.84042 2.18266 -2.14696 1.20015 
4.58 0.948959 2.84688 1.86624 0.900551 1.05665 0.948959 0 0 0 0 1.84688 2.18266 -2.11331 1.16435 
4.6 0.950733 2.8522 1.86624 0.900551 1.03941 0.950733 0 0 0 0 1.8522 2.18266 -2.07882 1.12809 
4.62 0.952126 2.85638 1.86624 0.900551 1.02176 0.952126 0 0 0 0 1.85638 2.18266 -2.04352 1.0914 
4.64 0.953137 2.85941 1.86624 0.900551 1.00371 0.953137 0 0 0 0 1.85941 2.18266 -2.00742 1.05428 
4.66 0.953767 2.8613 1.86624 0.900551 0.985265 0.953767 0 0 0 0 1.8613 2.18266 -1.97053 1.01676 
4.68 0.954016 2.86205 1.86624 0.900551 0.966433 0.954016 0 0 0 0 1.86205 2.18266 -1.93287 0.978851 
4.7 0.953882 2.86165 1.86624 0.900551 0.947222 0.953882 0 0 0 0 1.86165 2.18266 -1.89444 0.940562 
4.72 0.953368 2.8601 1.86624 0.900551 0.92764 0.953368 0 0 0 0 1.8601 2.18266 -1.85528 0.901913 
4.74 0.952472 2.85742 1.86624 0.900551 0.907696 0.952472 0 0 0 0 1.85742 2.18266 -1.81539 0.862919 
4.76 0.951196 2.85359 1.86624 0.900551 0.887396 0.951196 0 0 0 0 1.85359 2.18266 -1.77479 0.823595 
4.78 0.94954 2.84862 1.86624 0.900551 0.866749 0.94954 0 0 0 0 1.84862 2.18266 -1.7335 0.783957 
4.8 0.947506 2.84252 1.86624 0.900551 0.845764 0.947506 0 0 0 0 1.84252 2.18266 -1.69153 0.744022 
4.82 0.945093 2.83528 1.86624 0.900551 0.824449 0.945093 0 0 0 0 1.83528 2.18266 -1.6489 0.703806 
4.84 0.942303 2.82691 1.86624 0.900551 0.802813 0.942303 0 0 0 0 1.82691 2.18266 -1.60563 0.663324 
4.86 0.939137 2.81741 1.86624 0.900551 0.780865 0.939137 0 0 0 0 1.81741 2.18266 -1.56173 0.622593 
4.88 0.935598 2.80679 1.86624 0.900551 0.758614 0.935598 0 0 0 0 1.80679 2.18266 -1.51723 0.581629 
4.9 0.931685 2.79506 1.86624 0.900551 0.736068 0.931685 0 0 0 0 1.79506 2.18266 -1.47214 0.54045 
4.92 0.927402 2.78221 1.86624 0.900551 0.713236 0.927402 0 0 0 0 1.78221 2.18266 -1.42647 0.49907 
4.94 0.92275 2.76825 1.86624 0.900551 0.690129 0.92275 0 0 0 0 1.76825 2.18266 -1.38026 0.457508 
4.96 0.91773 2.75319 1.86624 0.900551 0.666755 0.91773 0 0 0 0 1.75319 2.18266 -1.33351 0.415779 
4.98 0.912346 2.73704 1.86624 0.900551 0.643123 0.912346 0 0 0 0 1.73704 2.18266 -1.28625 0.373901 
5 0.906599 2.7198 1.86624 0.900551 0.619244 0.906599 0 0 0 0 1.7198 2.18266 -1.23849 0.33189 
5.02 0.900491 2.70147 1.86624 0.900551 0.595127 0.900491 0 0 0 0 1.70147 2.18266 -1.19025 0.289763 
5.04 0.894026 2.68208 1.86624 0.900551 0.570782 0.894026 0 0 0 0 1.68208 2.18266 -1.14156 0.247537 
5.06 0.887207 2.66162 1.86624 0.900551 0.546218 0.887207 0 0 0 0 1.66162 2.18266 -1.09244 0.205229 
5.08 0.880035 2.6401 1.86624 0.900551 0.521445 0.880035 0 0 0 0 1.6401 2.18266 -1.04289 0.162856 
5.1 0.872514 2.61754 1.86624 0.900551 0.496474 0.872514 0 0 0 0 1.61754 2.18266 -0.992948 0.120434 
5.12 0.864647 2.59394 1.86624 0.900551 0.471315 0.864647 0 0 0 0 1.59394 2.18266 -0.942629 0.0779817 
5.14 0.856438 2.56931 1.86624 0.900551 0.445977 0.856438 0 0 0 0 1.56931 2.18266 -0.891953 0.0355149 
5.16 0.84789 2.54367 1.86624 0.900551 0.42047 0.84789 0 0 0 0 1.54367 2.18266 -0.840941 -0.00694906 
5.18 0.839006 2.51702 1.86624 0.900551 0.394806 0.839006 0 0 0 0 1.51702 2.18266 -0.789613 -0.0493933 
5.2 0.82979 2.48937 1.86624 0.900551 0.368995 0.82979 0 0 0 0 1.48937 2.18266 -0.737989 -0.0918008 
5.22 0.820246 2.46074 1.86624 0.900551 0.343046 0.820246 0 0 0 0 1.46074 2.18266 -0.686091 -0.134155 
5.24 0.810378 2.43113 1.86624 0.900551 0.31697 0.810378 0 0 0 0 1.43113 2.18266 -0.63394 -0.176438 
5.26 0.80019 2.40057 1.86624 0.900551 0.290778 0.80019 0 0 0 0 1.40057 2.18266 -0.581556 -0.218634 
5.28 0.789685 2.36906 1.86624 0.900551 0.26448 0.789685 0 0 0 0 1.36906 2.18266 -0.52896 -0.260725 
5.3 0.77887 2.33661 1.86624 0.900551 0.238087 0.77887 0 0 0 0 1.33661 2.18266 -0.476174 -0.302696 
5.32 0.767747 2.30324 1.86624 0.900551 0.211609 0.767747 0 0 0 0 1.30324 2.18266 -0.423219 -0.344528 
5.34 0.756322 2.26897 1.86624 0.900551 0.185058 0.756322 0 0 0 0 1.26897 2.18266 -0.370115 -0.386206 
5.36 0.744599 2.2338 1.86624 0.900551 0.158443 0.744599 0 0 0 0 1.2338 2.18266 -0.316885 -0.427714 
5.38 0.732582 2.19775 1.86624 0.900551 0.131775 0.732582 0 0 0 0 1.19775 2.18266 -0.263549 -0.469033 
5.4 0.720278 2.16083 1.86624 0.900551 0.105065 0.720278 0 0 0 0 1.16083 2.18266 -0.21013 -0.510148 
5.42 0.707691 2.12307 1.86624 0.900551 0.0783237 0.707691 0 0 0 0 1.12307 2.18266 -0.156647 -0.551043 
5.44 0.694826 2.08448 1.86624 0.900551 0.051562 0.694826 0 0 0 0 1.08448 2.18266 -0.103124 -0.591702 
5.46 0.681688 2.04506 1.86624 0.900551 0.0247903 0.681688 0 0 0 0 1.04506 2.18266 -0.0495805 -0.632107 
5.48 0.668282 2.00485 1.86624 0.900551 -0.00198065 0.668282 0 0 0 0 1.00485 2.18266 0.00396129 -0.672244 
5.5 0.654615 1.96385 1.86624 0.900551 -0.0287401 0.654615 0 0 0 0 0.963846 2.18266 0.0574801 -0.712095 
5.52 0.640692 1.92208 1.86624 0.900551 -0.0554773 0.640692 0 0 0 0 0.922076 2.18266 0.110955 -0.751646 
5.54 0.626518 1.87955 1.86624 0.900551 -0.0821816 0.626518 0 0 0 0 0.879554 2.18266 0.164363 -0.790881 
5.56 0.612099 1.8363 1.86624 0.900551 -0.108842 0.612099 0 0 0 0 0.836297 2.18266 0.217685 -0.829784 
5.58 0.597441 1.79232 1.86624 0.900551 -0.135449 0.597441 0 0 0 0 0.792324 2.18266 0.270898 -0.868339 
5.6 0.58255 1.74765 1.86624 0.900551 -0.161991 0.58255 0 0 0 0 0.747651 2.18266 0.323982 -0.906532 
5.62 0.567433 1.7023 1.86624 0.900551 -0.188457 0.567433 0 0 0 0 0.702298 2.18266 0.376915 -0.944347 
5.64 0.552094 1.65628 1.86624 0.900551 -0.214838 0.552094 0 0 0 0 0.656282 2.18266 0.429676 -0.98177 
5.66 0.536541 1.60962 1.86624 0.900551 -0.241122 0.536541 0 0 0 0 0.609622 2.18266 0.482244 -1.01878 
5.68 0.520779 1.56234 1.86624 0.900551 -0.267299 0.520779 0 0 0 0 0.562338 2.18266 0.534598 -1.05538 
5.7 0.504816 1.51445 1.86624 0.900551 -0.293359 0.504816 0 0 0 0 0.514447 2.18266 0.586718 -1.09153 
5.72 0.488657 1.46597 1.86624 0.900551 -0.319291 0.488657 0 0 0 0 0.46597 2.18266 0.638582 -1.12724 
5.74 0.472309 1.41693 1.86624 0.900551 -0.345085 0.472309 0 0 0 0 0.416927 2.18266 0.69017 -1.16248 
5.76 0.455779 1.36734 1.86624 0.900551 -0.370731 0.455779 0 0 0 0 0.367336 2.18266 0.741462 -1.19724 
5.78 0.439073 1.31722 1.86624 0.900551 -0.396218 0.439073 0 0 0 0 0.317219 2.18266 0.792436 -1.23151 
5.8 0.422198 1.26659 1.86624 0.900551 -0.421537 0.422198 0 0 0 0 0.266594 2.18266 0.843073 -1.26527 
5.82 0.405161 1.21548 1.86624 0.900551 -0.446677 0.405161 0 0 0 0 0.215484 2.18266 0.893353 -1.29851 
5.84 0.387969 1.16391 1.86624 0.900551 -0.471628 0.387969 0 0 0 0 0.163908 2.18266 0.943256 -1.33123 
5.86 0.370629 1.11189 1.86624 0.900551 -0.496381 0.370629 0 0 0 0 0.111888 2.18266 0.992762 -1.36339 
5.88 0.353148 1.05944 1.86624 0.900551 -0.520925 0.353148 0 0 0 0 0.0594433 2.18266 1.04185 -1.395 
5.9 0.335532 1.0066 1.86624 0.900551 -0.545252 0.335532 0 0 0 0 0.00659629 2.18266 1.0905 -1.42604 
5.92 0.317789 0.953368 1.86624 0.900551 -0.56935 0.317789 0 0 0 0 -0.0466321 2.18266 1.1387 -1.45649 
5.94 0.299927 0.89978 1.86624 0.900551 -0.593211 0.299927 0 0 0 0 -0.10022 2.18266 1.18642 -1.48635 
5.96 0.281951 0.845853 1.86624 0.900551 -0.616826 0.281951 0 0 0 0 -0.154147 2.18266 1.23365 -1.5156 
5.98 0.26387 0.79161 1.86624 0.900551 -0.640184 0.26387 0 0 0 0 -0.20839 2.18266 1.28037 -1.54424 
6 0.245691 0.737072 1.86624 0.900551 -0.663278 0.245691 0 0 0 0 -0.262928 2.18266 1.32656 -1.57225 
6.02 0.22742 0.682261 1.86624 0.900551 -0.686096 0.22742 0 0 0 0 -0.317739 2.18266 1.37219 -1.59961 
6.04 0.209066 0.627199 1.86624 0.900551 -0.708632 0.209066 0 0 0 0 -0.372801 2.18266 1.41726 -1.62633 
6.06 0.190636 0.571908 1.86624 0.900551 -0.730875 0.190636 0 0 0 0 -0.428092 2.18266 1.46175 -1.65239 
6.08 0.172137 0.516411 1.86624 0.900551 -0.752816 0.172137 0 0 0 0 -0.483589 2.18266 1.50563 -1.67777 
6.1 0.153576 0.460729 1.86624 0.900551 -0.774448 0.153576 0 0 0 0 -0.539271 2.18266 1.5489 -1.70247 
6.12 0.134962 0.404886 1.86624 0.900551 -0.795762 0.134962 0 0 0 0 -0.595114 2.18266 1.59152 -1.72649 
6.14 0.116301 0.348903 1.86624 0.900551 -0.816749 0.116301 0 0 0 0 -0.651097 2.18266 1.6335 -1.7498 
6.16 0.0976009 0.292803 1.86624 0.900551 -0.837401 0.0976009 0 0 0 0 -0.707197 2.18266 1.6748 -1.7724 
6.18 0.0788694 0.236608 1.86624 0.900551 -0.85771 0.0788694 0 0 0 0 -0.763392 2.18266 1.71542 -1.79429 
6.2 0.0601137 0.180341 1.86624 0.900551 -0.877668 0.0601137 0 0 0 0 -0.819659 2.18266 1.75534 -1.81545 
6.22 0.0413415 0.124025 1.86624 0.900551 -0.897267 0.0413415 0 0 0 0 -0.875975 2.18266 1.79453 -1.83588 
6.24 0.0225603 0.067681 1.86624 0.900551 -0.9165 0.0225603 0 0 0 0 -0.932319 2.18266 1.833 -1.85556 
6.26 0.00377764 0.0113329 1.86624 0.900551 -0.935358 0.00377764 0 0 0 0 -0.988667 2.18266 1.87072 -1.87449 
6.28 -0.0149991 -0.0449972 1.86624 0.900551 -0.953835 -0.0149991 0 0 0 0 -1.045 2.18266 1.90767 -1.89267 
6.3 -0.0337623 -0.101287 1.86624 0.900551 -0.971923 -0.0337623 0 0 0 0 -1.10129 2.18266 1.94385 -1.91008 
6.32 -0.0525045 -0.157513 1.86624 0.900551 -0.989615 -0.0525045 0 0 0 0 -1.15751 2.18266 1.97923 -1.92672 
6.34 -0.0712182 -0.213655 1.86624 0.900551 -1.0069 -0.0712182 0 0 0 0 -1.21365 2.18266 2.01381 -1.94259 
6.36 -0.089896 -0.269688 1.86624 0.900551 -1.02378 -0.089896 0 0 0 0 -1.26969 2.18266 2.04757 -1.95767 
6.38 -0.10853 -0.325591 1.86624 0.900551 -1.04025 -0.10853 0 0 0 0 -1.32559 2.18266 2.0805 -1.97196 
6.4 -0.127114 -0.381341 1.86624 0.900551 -1.05629 -0.127114 0 0 0 0 -1.38134 2.18266 2.11258 -1.98546 
6.42 -0.145639 -0.436917 1.86624 0.900551 -1.0719 -0.145639 0 0 0 0 -1.43692 2.18266 2.1438 -1.99816 
6.44 -0.164099 -0.492296 1.86624 0.900551 -1.08708 -0.164099 0 0 0 0 -1.4923 2.18266 2.17416 -2.01006 
6.46 -0.182485 -0.547456 1.86624 0.900551 -1.10182 -0.182485 0 0 0 0 -1.54746 2.18266 2.20363 -2.02115 
6.48 -0.200792 -0.602375 1.86624 0.900551 -1.11611 -0.200792 0 0 0 0 -1.60237 2.18266 2.23221 -2.03142 
6.5 -0.21901 -0.657031 1.86624 0.900551 -1.12994 -0.21901 0 0 0 0 -1.65703 2.18266 2.25989 -2.04088 
6.52 -0.237134 -0.711402 1.86624 0.900551 -1.14333 -0.237134 0 0 0 0 -1.7114 2.18266 2.28665 -2.04952 
6.54 -0.255156 -0.765468 1.86624 0.900551 -1.15624 -0.255156 0 0 0 0 -1.76547 2.18266 2.31249 -2.05733 
6.56 -0.273068 -0.819205 1.86624 0.900551 -1.1687 -0.273068 0 0 0 0 -1.81921 2.18266 2.33739 -2.06432 
6.58 -0.290865 -0.872594 1.86624 0.900551 -1.18067 -0.290865 0 0 0 0 -1.87259 2.18266 2.36135 -2.07048 
6.6 -0.308537 -0.925612 1.86624 0.900551 -1.19218 -0.308537 0 0 0 0 -1.92561 2.18266 2.38435 -2.07582 
6.62 -0.32608 -0.978239 1.86624 0.900551 -1.2032 -0.32608 0 0 0 0 -1.97824 2.18266 2.40639 -2.08032 
6.64 -0.343485 -1.03045 1.86624 0.900551 -1.21373 -0.343485 0 0 0 0 -2.03045 2.18266 2.42747 -2.08398 
6.66 -0.360745 -1.08224 1.86624 0.900551 -1.22378 -0.360745 0 0 0 0 -2.08224 2.18266 2.44756 -2.08681 
6.68 -0.377855 -1.13356 1.86624 0.900551 -1.23333 -0.377855 0 0 0 -0 -2.13356 2.18266 2.46666 -2.08881 
6.7 -0.394806 -1.18442 1.86624 0.900551 -1.24239 -0.394806 0 0 0 -0 -2.18442 2.18266 2.48477 -2.08997 
6.72 -0.411593 -1.23478 1.86624 0.900551 -1.25094 -0.411593 0 0 0 -0 -2.23478 2.18266 2.50188 -2.09029 
6.74 -0.428209 -1.28463 1.86624 0.900551 -1.25899 -0.428209 0 0 0 -0 -2.28463 2.18266 2.51799 -2.08978 
6.76 -0.444647 -1.33394 1.86624 0.900551 -1.26654 -0.444647 0 0 0 -0 -2.33394 2.18266 2.53308 -2.08843 
6.78 -0.4609 -1.3827 1.86624 0.900551 -1.27357 -0.4609 0 0 0 -0 -2.3827 2.18266 2.54715 -2.08625 
6.8 -0.476963 -1.43089 1.86624 0.900551 -1.2801 -0.476963 0 0 0 -0 -2.43089 2.18266 2.56019 -2.08323 
6.82 -0.492829 -1.47849 1.86624 0.900551 -1.28611 -0.492829 0 0 0 -0 -2.47849 2.18266 2.57221 -2.07938 
6.84 -0.508491 -1.52547 1.86624 0.900551 -1.2916 -0.508491 0 0 0 -0 -2.52547 2.18266 2.5832 -2.07471 
6.86 -0.523943 -1.57183 1.86624 0.900551 -1.29657 -0.523943 0 0 0 -0 -2.57183 2.18266 2.59314 -2.0692 
6.88 -0.53918 -1.61754 1.86624 0.900551 -1.30102 -0.53918 0 0 0 -0 -2.61754 2.18266 2.60205 -2.06287 
6.9 -0.554195 -1.66259 1.86624 0.900551 -1.30496 -0.554195 0 0 0 -0 -2.66259 2.18266 2.60991 -2.05572 
6.92 -0.568983 -1.70695 1.86624 0.900551 -1.30836 -0.568983 0 0 0 -0 -2.70695 2.18266 2.61673 -2.04775 
6.94 -0.583537 -1.75061 1.86624 0.900551 -1.31125 -0.583537 0 0 0 -0 -2.75061 2.18266 2.6225 -2.03896 
6.96 -0.597852 -1.79356 1.86624 0.900551 -1.31361 -0.597852 0 0 0 -0 -2.79356 2.18266 2.62721 -2.02936 
6.98 -0.611923 -1.83577 1.86624 0.900551 -1.31544 -0.611923 0 0 0 -0 -2.83577 2.18266 2.63088 -2.01895 
7 -0.625743 -1.87723 1.86624 0.900551 -1.31674 -0.625743 0 0 0 -0 -2.87723 2.18266 2.63349 -2.00774 
7.02 -0.639307 -1.91792 1.86624 0.900551 -1.31752 -0.639307 0 0 0 -0 -2.91792 2.18266 2.63504 -1.99573 
7.04 -0.65261 -1.95783 1.86624 0.900551 -1.31777 -0.65261 0 0 0 -0 -2.95783 2.18266 2.63554 -1.98293 
7.06 -0.665647 -1.99694 1.86624 0.900551 -1.3175 -0.665647 0 0 0 -0 -2.99694 2.18266 2.63499 -1.96934 
7.08 -0.678413 -2.03524 1.86624 0.900551 -1.31669 -0.678413 0 0 0 -0 -3.03524 2.18266 2.63339 -1.95497 
7.1 -0.690902 -2.07271 1.86624 0.900551 -1.31536 -0.690902 0 0 0 -0 -3.07271 2.18266 2.63073 -1.93983 
7.12 -0.70311 -2.10933 1.86624 0.900551 -1.31351 -0.70311 0 0 0 -0 -3.10933 2.18266 2.62702 -1.92391 
7.14 -0.715032 -2.1451 1.86624 0.900551 -1.31113 -0.715032 0 0 0 -0 -3.1451 2.18266 2.62226 -1.90723 
7.16 -0.726663 -2.17999 1.86624 0.900551 -1.30823 -0.726663 0 0 0 -0 -3.17999 2.18266 2.61646 -1.8898 
7.18 -0.737999 -2.214 1.86624 0.900551 -1.30481 -0.737999 0 0 0 -0 -3.214 2.18266 2.60961 -1.87161 
7.2 -0.749036 -2.24711 1.86624 0.900551 -1.30086 -0.749036 0 0 0 -0 -3.24711 2.18266 2.60172 -1.85269 
7.22 -0.759769 -2.27931 1.86624 0.900551 -1.2964 -0.759769 0 0 0 -0 -3.27931 2.18266 2.5928 -1.83303 
7.24 -0.770193 -2.31058 1.86624 0.900551 -1.29142 -0.770193 0 0 0 -0 -3.31058 2.18266 2.58284 -1.81265 
7.26 -0.780305 -2.34092 1.86624 0.900551 -1.28593 -0.780305 0 0 0 -0 -3.34092 2.18266 2.57185 -1.79155 
7.28 -0.790102 -2.37031 1.86624 0.900551 -1.27992 -0.790102 0 0 0 -0 -3.37031 2.18266 2.55984 -1.76974 
7.3 -0.799578 -2.39874 1.86624 0.900551 -1.27341 -0.799578 0 0 0 -0 -3.39874 2.18266 2.54681 -1.74723 
7.32 -0.808731 -2.42619 1.86624 0.900551 -1.26638 -0.808731 0 0 0 -0 -3.42619 2.18266 2.53277 -1.72404 
7.34 -0.817557 -2.45267 1.86624 0.900551 -1.25886 -0.817557 0 0 0 -0 -3.45267 2.18266 2.51772 -1.70016 
7.36 -0.826053 -2.47816 1.86624 0.900551 -1.25083 -0.826053 0 0 0 -0 -3.47816 2.18266 2.50167 -1.67561 
7.38 -0.834215 -2.50264 1.86624 0.900551 -1.24231 -0.834215 0 0 0 -0 -3.50264 2.18266 2.48462 -1.65041 
7.4 -0.84204 -2.52612 1.86624 0.900551 -1.23329 -0.84204 0 0 0 -0 -3.52612 2.18266 2.46659 -1.62455 
7.42 -0.849525 -2.54858 1.86624 0.900551 -1.22379 -0.849525 0 0 0 -0 -3.54858 2.18266 2.44758 -1.59805 
7.44 -0.856668 -2.57 1.86624 0.900551 -1.2138 -0.856668 0 0 0 -0 -3.57 2.18266 2.4276 -1.57093 
7.46 -0.863465 -2.5904 1.86624 0.900551 -1.20333 -0.863465 0 0 0 -0 -3.5904 2.18266 2.40665 -1.54319 
7.48 -0.869914 -2.60974 1.86624 0.900551 -1.19238 -0.869914 0 0 0 -0 -3.60974 2.18266 2.38476 -1.51484 
7.5 -0.876013 -2.62804 1.86624 0.900551 -1.18096 -0.876013 0 0 0 -0 -3.62804 2.18266 2.36191 -1.4859 
7.52 -0.881759 -2.64528 1.86624 0.900551 -1.16907 -0.881759 0 0 0 -0 -3.64528 2.18266 2.33813 -1.45638 
7.54 -0.887151 -2.66145 1.86624 0.900551 -1.15672 -0.887151 0 0 0 -0 -3.66145 2.18266 2.31343 -1.42628 
7.56 -0.892185 -2.67656 1.86624 0.900551 -1.14391 -0.892185 0 0 0 -0 -3.67656 2.18266 2.28781 -1.39563 
7.58 -0.896861 -2.69058 1.86624 0.900551 -1.13064 -0.896861 0 0 0 -0 -3.69058 2.18266 2.26129 -1.36443 
7.6 -0.901176 -2.70353 1.86624 0.900551 -1.11694 -0.901176 0 0 0 -0 -3.70353 2.18266 2.23387 -1.3327 
7.62 -0.905129 -2.71539 1.86624 0.900551 -1.10279 -0.905129 0 0 0 -0 -3.71539 2.18266 2.20557 -1.30044 
7.64 -0.908719 -2.72616 1.86624 0.900551 -1.0882 -0.908719 0 0 0 -0 -3.72616 2.18266 2.1764 -1.26769 
7.66 -0.911944 -2.73583 1.86624 0.900551 -1.07319 -0.911944 0 0 0 -0 -3.73583 2.18266 2.14638 -1.23443 
7.68 -0.914803 -2.74441 1.86624 0.900551 -1.05775 -0.914803 0 0 0 -0 -3.74441 2.18266 2.1155 -1.2007 
7.7 -0.917295 -2.75188 1.86624 0.900551 -1.0419 -0.917295 0 0 0 -0 -3.75188 2.18266 2.08379 -1.1665 
7.72 -0.919419 -2.75826 1.86624 0.900551 -1.02563 -0.919419 0 0 0 -0 -3.75826 2.18266 2.05127 -1.13185 
7.74 -0.921175 -2.76352 1.86624 0.900551 -1.00897 -0.921175 0 0 0 -0 -3.76352 2.18266 2.01793 -1.09676 
7.76 -0.922562 -2.76769 1.86624 0.900551 -0.991901 -0.922562 0 0 0 -0 -3.76769 2.18266 1.9838 -1.06124 
7.78 -0.923579 -2.77074 1.86624 0.900551 -0.974447 -0.923579 0 0 0 -0 -3.77074 2.18266 1.94889 -1.02531 
7.8 -0.924227 -2.77268 1.86624 0.900551 -0.95661 -0.924227 0 0 0 -0 -3.77268 2.18266 1.91322 -0.988994 
7.82 -0.924505 -2.77351 1.86624 0.900551 -0.938398 -0.924505 0 0 0 -0 -3.77351 2.18266 1.8768 -0.952291 
7.84 -0.924413 -2.77324 1.86624 0.900551 -0.919818 -0.924413 0 0 0 -0 -3.77324 2.18266 1.83964 -0.915223 
7.86 -0.923951 -2.77185 1.86624 0.900551 -0.900877 -0.923951 0 0 0 -0 -3.77185 2.18266 1.80175 -0.877803 
7.88 -0.923121 -2.76936 1.86624 0.900551 -0.881584 -0.923121 0 0 0 -0 -3.76936 2.18266 1.76317 -0.840048 
7.9 -0.921921 -2.76576 1.86624 0.900551 -0.861946 -0.921921 0 0 0 -0 -3.76576 2.18266 1.72389 -0.801971 
7.92 -0.920353 -2.76106 1.86624 0.900551 -0.841972 -0.920353 0 0 0 -0 -3.76106 2.18266 1.68394 -0.76359 
7.94 -0.918418 -2.75526 1.86624 0.900551 -0.821668 -0.918418 0 0 0 -0 -3.75526 2.18266 1.64334 -0.724918 
7.96 -0.916117 -2.74835 1.86624 0.900551 -0.801044 -0.916117 0 0 0 -0 -3.74835 2.18266 1.60209 -0.685972 
7.98 -0.91345 -2.74035 1.86624 0.900551 -0.780109 -0.91345 0 0 0 -0 -3.74035 2.18266 1.56022 -0.646767 
8 -0.910419 -2.73126 1.86624 0.900551 -0.758869 -0.910419 0 0 0 -0 -3.73126 2.18266 1.51774 -0.607319 
8.02 -0.907025 -2.72108 1.86624 0.900551 -0.737335 -0.907025 0 0 0 -0 -3.72108 2.18266 1.47467 -0.567644 
8.04 -0.90327 -2.70981 1.86624 0.900551 -0.715514 -0.90327 0 0 0 -0 -3.70981 2.18266 1.43103 -0.527758 
8.06 -0.899155 -2.69747 1.86624 0.900551 -0.693416 -0.899155 0 0 0 -0 -3.69747 2.18266 1.38683 -0.487677 
8.08 -0.894683 -2.68405 1.86624 0.900551 -0.67105 -0.894683 0 0 0 -0 -3.68405 2.18266 1.3421 -0.447417 
8.1 -0.889854 -2.66956 1.86624 0.900551 -0.648424 -0.889854 0 0 0 -0 -3.66956 2.18266 1.29685 -0.406995 
8.12 -0.884672 -2.65402 1.86624 0.900551 -0.625549 -0.884672 0 0 0 -0 -3.65402 2.18266 1.2511 -0.366425 
8.14 -0.879138 -2.63741 1.86624 0.900551 -0.602432 -0.879138 0 0 0 -0 -3.63741 2.18266 1.20486 -0.325726 
8.16 -0.873254 -2.61976 1.86624 0.900551 -0.579083 -0.873254 0 0 0 -0 -3.61976 2.18266 1.15817 -0.284912 
