t 1 2 3 4 5 6 7 jL1 8 jL2 9 jE11 jO1 jV1 
8.18 -0.867024 -2.60107 1.86624 0.900551 -0.555512 -0.867024 0 0 0 -0 -3.60107 2.18266 1.11102 -0.244001 
8.2 -0.86045 -2.58135 1.86624 0.900551 -0.531729 -0.86045 0 0 0 -0 -3.58135 2.18266 1.06346 -0.203009 
8.22 -0.853534 -2.5606 1.86624 0.900551 -0.507743 -0.853534 0 0 0 -0 -3.5606 2.18266 1.01549 -0.161951 
8.24 -0.846279 -2.53884 1.86624 0.900551 -0.483563 -0.846279 0 0 0 -0 -3.53884 2.18266 0.967125 -0.120846 
8.26 -0.83869 -2.51607 1.86624 0.900551 -0.459199 -0.83869 0 0 0 -0 -3.51607 2.18266 0.918398 -0.0797085 
8.28 -0.830767 -2.4923 1.86624 0.900551 -0.434662 -0.830767 0 0 0 -0 -3.4923 2.18266 0.869323 -0.0385557 
8.3 -0.822516 -2.46755 1.86624 0.900551 -0.40996 -0.822516 0 0 0 0 -3.46755 2.18266 0.81992 0.00259604 
8.32 -0.81394 -2.44182 1.86624 0.900551 -0.385105 -0.81394 0 0 0 0 -3.44182 2.18266 0.770209 0.0437303 
8.34 -0.805041 -2.41512 1.86624 0.900551 -0.360105 -0.805041 0 0 0 0 -3.41512 2.18266 0.72021 0.0848307 
8.36 -0.795824 -2.38747 1.86624 0.900551 -0.334972 -0.795824 0 0 0 0 -3.38747 2.18266 0.669943 0.125881 
8.38 -0.786292 -2.35888 1.86624 0.900551 -0.309714 -0.786292 0 0 0 0 -3.35888 2.18266 0.619428 0.166864 
8.4 -0.77645 -2.32935 1.86624 0.900551 -0.284343 -0.77645 0 0 0 0 -3.32935 2.18266 0.568686 0.207764 
8.42 -0.766301 -2.2989 1.86624 0.900551 -0.258868 -0.766301 0 0 0 0 -3.2989 2.18266 0.517737 0.248565 
8.44 -0.75585 -2.26755 1.86624 0.900551 -0.2333 -0.75585 0 0 0 0 -3.26755 2.18266 0.466601 0.28925 
8.46 -0.745101 -2.2353 1.86624 0.900551 -0.207649 -0.745101 0 0 0 0 -3.2353 2.18266 0.415299 0.329803 
8.48 -0.734059 -2.20218 1.86624 0.900551 -0.181925 -0.734059 0 0 0 0 -3.20218 2.18266 0.363851 0.370208 
8.5 -0.722727 -2.16818 1.86624 0.900551 -0.156139 -0.722727 0 0 0 0 -3.16818 2.18266 0.312278 0.410449 
8.52 -0.711111 -2.13333 1.86624 0.900551 -0.130301 -0.711111 0 0 0 0 -3.13333 2.18266 0.260601 0.450509 
8.54 -0.699215 -2.09764 1.86624 0.900551 -0.104421 -0.699215 0 0 0 0 -3.09764 2.18266 0.208841 0.490374 
8.56 -0.687044 -2.06113 1.86624 0.900551 -0.0785089 -0.687044 0 0 0 0 -3.06113 2.18266 0.157018 0.530026 
8.58 -0.674604 -2.02381 1.86624 0.900551 -0.0525763 -0.674604 0 0 0 0 -3.02381 2.18266 0.105153 0.569451 
8.6 -0.661898 -1.9857 1.86624 0.900551 -0.026633 -0.661898 0 0 0 0 -2.9857 2.18266 0.0532661 0.608632 
8.62 -0.648933 -1.9468 1.86624 0.900551 -0.000689477 -0.648933 0 0 0 0 -2.9468 2.18266 0.00137895 0.647555 
8.64 -0.635714 -1.90714 1.86624 0.900551 0.025244 -0.635714 0 0 0 0 -2.90714 2.18266 -0.0504879 0.686202 
8.66 -0.622246 -1.86674 1.86624 0.900551 0.051157 -0.622246 0 0 0 0 -2.86674 2.18266 -0.102314 0.72456 
8.68 -0.608535 -1.8256 1.86624 0.900551 0.0770391 -0.608535 0 0 0 0 -2.8256 2.18266 -0.154078 0.762613 
8.7 -0.594585 -1.78376 1.86624 0.900551 0.10288 -0.594585 0 0 0 0 -2.78376 2.18266 -0.20576 0.800346 
8.72 -0.580404 -1.74121 1.86624 0.900551 0.12867 -0.580404 0 0 0 0 -2.74121 2.18266 -0.257339 0.837743 
8.74 -0.565996 -1.69799 1.86624 0.900551 0.154398 -0.565996 0 0 0 0 -2.69799 2.18266 -0.308795 0.874791 
8.76 -0.551368 -1.6541 1.86624 0.900551 0.180053 -0.551368 0 0 0 0 -2.6541 2.18266 -0.360107 0.911474 
8.78 -0.536525 -1.60957 1.86624 0.900551 0.205627 -0.536525 0 0 0 0 -2.60957 2.18266 -0.411254 0.947778 
8.8 -0.521473 -1.56442 1.86624 0.900551 0.231108 -0.521473 0 0 0 0 -2.56442 2.18266 -0.462216 0.983689 
8.82 -0.506219 -1.51866 1.86624 0.900551 0.256486 -0.506219 0 0 0 0 -2.51866 2.18266 -0.512973 1.01919 
8.84 -0.490769 -1.47231 1.86624 0.900551 0.281752 -0.490769 0 0 0 0 -2.47231 2.18266 -0.563504 1.05427 
8.86 -0.475128 -1.42538 1.86624 0.900551 0.306895 -0.475128 0 0 0 0 -2.42538 2.18266 -0.61379 1.08892 
8.88 -0.459304 -1.37791 1.86624 0.900551 0.331905 -0.459304 0 0 0 0 -2.37791 2.18266 -0.663811 1.12311 
8.9 -0.443302 -1.32991 1.86624 0.900551 0.356773 -0.443302 0 0 0 0 -2.32991 2.18266 -0.713546 1.15685 
8.92 -0.42713 -1.28139 1.86624 0.900551 0.381488 -0.42713 0 0 0 0 -2.28139 2.18266 -0.762976 1.19011 
8.94 -0.410793 -1.23238 1.86624 0.900551 0.40604 -0.410793 0 0 0 0 -2.23238 2.18266 -0.812081 1.22287 
8.96 -0.394299 -1.1829 1.86624 0.900551 0.430421 -0.394299 0 0 0 0 -2.1829 2.18266 -0.860842 1.25514 
8.98 -0.377653 -1.13296 1.86624 0.900551 0.454619 -0.377653 0 0 0 0 -2.13296 2.18266 -0.909239 1.28689 
9 -0.360864 -1.08259 1.86624 0.900551 0.478626 -0.360864 0 0 0 0 -2.08259 2.18266 -0.957253 1.31812 
9.02 -0.343936 -1.03181 1.86624 0.900551 0.502433 -0.343936 0 0 0 0 -2.03181 2.18266 -1.00487 1.3488 
9.04 -0.326878 -0.980634 1.86624 0.900551 0.526028 -0.326878 0 0 0 0 -1.98063 2.18266 -1.05206 1.37893 
9.06 -0.309696 -0.929088 1.86624 0.900551 0.549404 -0.309696 0 0 0 0 -1.92909 2.18266 -1.09881 1.4085 
9.08 -0.292397 -0.877192 1.86624 0.900551 0.572551 -0.292397 0 0 0 0 -1.87719 2.18266 -1.1451 1.4375 
9.1 -0.274988 -0.824965 1.86624 0.900551 0.59546 -0.274988 0 0 0 0 -1.82496 2.18266 -1.19092 1.46591 
9.12 -0.257476 -0.772429 1.86624 0.900551 0.618121 -0.257476 0 0 0 0 -1.77243 2.18266 -1.23624 1.49372 
9.14 -0.239868 -0.719605 1.86624 0.900551 0.640527 -0.239868 0 0 0 0 -1.71961 2.18266 -1.28105 1.52092 
9.16 -0.222172 -0.666515 1.86624 0.900551 0.662667 -0.222172 0 0 0 0 -1.66651 2.18266 -1.32533 1.54751 
9.18 -0.204393 -0.613179 1.86624 0.900551 0.684533 -0.204393 0 0 0 0 -1.61318 2.18266 -1.36907 1.57346 
9.2 -0.18654 -0.55962 1.86624 0.900551 0.706117 -0.18654 0 0 0 0 -1.55962 2.18266 -1.41223 1.59877 
9.22 -0.168619 -0.505858 1.86624 0.900551 0.72741 -0.168619 0 0 0 0 -1.50586 2.18266 -1.45482 1.62344 
9.24 -0.150639 -0.451916 1.86624 0.900551 0.748404 -0.150639 0 0 0 0 -1.45192 2.18266 -1.49681 1.64745 
9.26 -0.132605 -0.397814 1.86624 0.900551 0.76909 -0.132605 0 0 0 0 -1.39781 2.18266 -1.53818 1.67078 
9.28 -0.114525 -0.343575 1.86624 0.900551 0.78946 -0.114525 0 0 0 0 -1.34357 2.18266 -1.57892 1.69344 
9.3 -0.0964067 -0.28922 1.86624 0.900551 0.809506 -0.0964067 0 0 0 0 -1.28922 2.18266 -1.61901 1.71542 
9.32 -0.0782571 -0.234771 1.86624 0.900551 0.829221 -0.0782571 0 0 0 0 -1.23477 2.18266 -1.65844 1.7367 
9.34 -0.0600835 -0.180251 1.86624 0.900551 0.848596 -0.0600835 0 0 0 0 -1.18025 2.18266 -1.69719 1.75728 
9.36 -0.0418932 -0.125679 1.86624 0.900551 0.867624 -0.0418932 0 0 0 0 -1.12568 2.18266 -1.73525 1.77714 
9.38 -0.0236933 -0.07108 1.86624 0.900551 0.886298 -0.0236933 0 0 0 0 -1.07108 2.18266 -1.7726 1.79629 
9.4 -0.00549131 -0.0164739 1.86624 0.900551 0.90461 -0.00549131 0 0 0 0 -1.01647 2.18266 -1.80922 1.81471 
9.42 0.0127056 0.0381169 1.86624 0.900551 0.922553 0.0127056 0 0 0 0 -0.961883 2.18266 -1.84511 1.8324 
9.44 0.0308902 0.0926707 1.86624 0.900551 0.94012 0.0308902 0 0 0 0 -0.907329 2.18266 -1.88024 1.84935 
9.46 0.0490552 0.147166 1.86624 0.900551 0.957303 0.0490552 0 0 0 0 -0.852834 2.18266 -1.91461 1.86555 
9.48 0.0671933 0.20158 1.86624 0.900551 0.974098 0.0671933 0 0 0 0 -0.79842 2.18266 -1.9482 1.881 
9.5 0.0852972 0.255892 1.86624 0.900551 0.990496 0.0852972 0 0 0 0 -0.744108 2.18266 -1.98099 1.89569 
9.52 0.10336 0.31008 1.86624 0.900551 1.00649 0.10336 0 0 0 0 -0.68992 2.18266 -2.01298 1.90962 
9.54 0.121374 0.364122 1.86624 0.900551 1.02208 0.121374 0 0 0 0 -0.635878 2.18266 -2.04416 1.92278 
9.56 0.139332 0.417997 1.86624 0.900551 1.03725 0.139332 0 0 0 0 -0.582003 2.18266 -2.0745 1.93517 
9.58 0.157228 0.471683 1.86624 0.900551 1.052 0.157228 0 0 0 0 -0.528317 2.18266 -2.104 1.94677 
9.6 0.175053 0.52516 1.86624 0.900551 1.06632 0.175053 0 0 0 0 -0.47484 2.18266 -2.13265 1.9576 
9.62 0.192801 0.578404 1.86624 0.900551 1.08022 0.192801 0 0 0 0 -0.421596 2.18266 -2.16043 1.96763 
9.64 0.210466 0.631397 1.86624 0.900551 1.09367 0.210466 0 0 0 0 -0.368603 2.18266 -2.18734 1.97688 
9.66 0.228039 0.684116 1.86624 0.900551 1.10668 0.228039 0 0 0 0 -0.315884 2.18266 -2.21337 1.98533 
9.68 0.245513 0.73654 1.86624 0.900551 1.11925 0.245513 0 0 0 0 -0.26346 2.18266 -2.2385 1.99298 
9.7 0.262883 0.788648 1.86624 0.900551 1.13136 0.262883 0 0 0 0 -0.211352 2.18266 -2.26272 1.99984 
9.72 0.28014 0.840421 1.86624 0.900551 1.14301 0.28014 0 0 0 0 -0.159579 2.18266 -2.28603 2.00589 
9.74 0.297279 0.891837 1.86624 0.900551 1.15421 0.297279 0 0 0 0 -0.108163 2.18266 -2.30842 2.01114 
9.76 0.314292 0.942875 1.86624 0.900551 1.16493 0.314292 0 0 0 0 -0.0571249 2.18266 -2.32987 2.01558 
9.78 0.331172 0.993516 1.86624 0.900551 1.17519 0.331172 0 0 0 0 -0.00648368 2.18266 -2.35038 2.01921 
9.8 0.347913 1.04374 1.86624 0.900551 1.18497 0.347913 0 0 0 0 0.04374 2.18266 -2.36995 2.02204 
9.82 0.364509 1.09353 1.86624 0.900551 1.19428 0.364509 0 0 0 0 0.0935263 2.18266 -2.38856 2.02405 
9.84 0.380952 1.14286 1.86624 0.900551 1.2031 0.380952 0 0 0 0 0.142855 2.18266 -2.40621 2.02526 
9.86 0.397236 1.19171 1.86624 0.900551 1.21144 0.397236 0 0 0 0 0.191708 2.18266 -2.42289 2.02565 
9.88 0.413355 1.24006 1.86624 0.900551 1.2193 0.413355 0 0 0 0 0.240064 2.18266 -2.43859 2.02524 
9.9 0.429302 1.28791 1.86624 0.900551 1.22666 0.429302 0 0 0 0 0.287906 2.18266 -2.45331 2.02401 
9.92 0.445071 1.33521 1.86624 0.900551 1.23352 0.445071 0 0 0 0 0.335213 2.18266 -2.46705 2.02198 
9.94 0.460656 1.38197 1.86624 0.900551 1.2399 0.460656 0 0 0 0 0.381967 2.18266 -2.47979 2.01914 
9.96 0.47605 1.42815 1.86624 0.900551 1.24577 0.47605 0 0 0 0 0.42815 2.18266 -2.49154 2.01549 
9.98 0.491248 1.47374 1.86624 0.900551 1.25114 0.491248 0 0 0 0 0.473744 2.18266 -2.50228 2.01104 
10 0.506243 1.51873 1.86624 0.900551 1.25601 0.506243 0 0 0 0 0.51873 2.18266 -2.51203 2.00578 
10.02 0.52103 1.56309 1.86624 0.900551 1.26038 0.52103 0 0 0 0 0.563091 2.18266 -2.52076 1.99973 
10.04 0.535603 1.60681 1.86624 0.900551 1.26424 0.535603 0 0 0 0 0.606809 2.18266 -2.52848 1.99288 
10.06 0.549956 1.64987 1.86624 0.900551 1.26759 0.549956 0 0 0 0 0.649867 2.18266 -2.53519 1.98523 
10.08 0.564083 1.69225 1.86624 0.900551 1.27044 0.564083 0 0 0 0 0.692249 2.18266 -2.54088 1.97679 
10.1 0.577979 1.73394 1.86624 0.900551 1.27277 0.577979 0 0 0 0 0.733937 2.18266 -2.54555 1.96757 
10.12 0.591638 1.77491 1.86624 0.900551 1.2746 0.591638 0 0 0 0 0.774914 2.18266 -2.5492 1.95756 
10.14 0.605055 1.81517 1.86624 0.900551 1.27592 0.605055 0 0 0 0 0.815166 2.18266 -2.55184 1.94678 
10.16 0.618225 1.85468 1.86624 0.900551 1.27672 0.618225 0 0 0 0 0.854676 2.18266 -2.55345 1.93522 
10.18 0.631143 1.89343 1.86624 0.900551 1.27702 0.631143 0 0 0 0 0.893428 2.18266 -2.55404 1.92289 
10.2 0.643803 1.93141 1.86624 0.900551 1.2768 0.643803 0 0 0 0 0.931408 2.18266 -2.5536 1.9098 
10.22 0.6562 1.9686 1.86624 0.900551 1.27608 0.6562 0 0 0 0 0.968601 2.18266 -2.55215 1.89595 
10.24 0.66833 2.00499 1.86624 0.900551 1.27484 0.66833 0 0 0 0 1.00499 2.18266 -2.54968 1.88135 
10.26 0.680189 2.04057 1.86624 0.900551 1.27309 0.680189 0 0 0 0 1.04057 2.18266 -2.54619 1.866 
10.28 0.69177 2.07531 1.86624 0.900551 1.27084 0.69177 0 0 0 0 1.07531 2.18266 -2.54168 1.84991 
10.3 0.70307 2.10921 1.86624 0.900551 1.26808 0.70307 0 0 0 0 1.10921 2.18266 -2.53616 1.83309 
10.32 0.714085 2.14225 1.86624 0.900551 1.26481 0.714085 0 0 0 0 1.14225 2.18266 -2.52962 1.81554 
10.34 0.724809 2.17443 1.86624 0.900551 1.26104 0.724809 0 0 0 0 1.17443 2.18266 -2.52208 1.79727 
10.36 0.73524 2.20572 1.86624 0.900551 1.25676 0.73524 0 0 0 0 1.20572 2.18266 -2.51353 1.77829 
10.38 0.745372 2.23612 1.86624 0.900551 1.25199 0.745372 0 0 0 0 1.23612 2.18266 -2.50398 1.75861 
10.4 0.755202 2.26561 1.86624 0.900551 1.24672 0.755202 0 0 0 0 1.26561 2.18266 -2.49343 1.73823 
10.42 0.764727 2.29418 1.86624 0.900551 1.24095 0.764727 0 0 0 0 1.29418 2.18266 -2.48189 1.71716 
10.44 0.773941 2.32182 1.86624 0.900551 1.23468 0.773941 0 0 0 0 1.32182 2.18266 -2.46936 1.69542 
10.46 0.782843 2.34853 1.86624 0.900551 1.22793 0.782843 0 0 0 0 1.34853 2.18266 -2.45585 1.67301 
10.48 0.791428 2.37428 1.86624 0.900551 1.22068 0.791428 0 0 0 0 1.37428 2.18266 -2.44137 1.64994 
10.5 0.799693 2.39908 1.86624 0.900551 1.21295 0.799693 0 0 0 0 1.39908 2.18266 -2.42591 1.62622 
10.52 0.807636 2.42291 1.86624 0.900551 1.20474 0.807636 0 0 0 0 1.42291 2.18266 -2.40949 1.60185 
10.54 0.815252 2.44576 1.86624 0.900551 1.19605 0.815252 0 0 0 0 1.44576 2.18266 -2.39211 1.57686 
10.56 0.822539 2.46762 1.86624 0.900551 1.18689 0.822539 0 0 0 0 1.46762 2.18266 -2.37378 1.55124 
10.58 0.829494 2.48848 1.86624 0.900551 1.17726 0.829494 0 0 0 0 1.48848 2.18266 -2.35451 1.52502 
10.6 0.836115 2.50834 1.86624 0.900551 1.16715 0.836115 0 0 0 0 1.50834 2.18266 -2.33431 1.4982 
10.62 0.842399 2.5272 1.86624 0.900551 1.15659 0.842399 0 0 0 0 1.5272 2.18266 -2.31318 1.47078 
10.64 0.848343 2.54503 1.86624 0.900551 1.14557 0.848343 0 0 0 0 1.54503 2.18266 -2.29114 1.44279 
10.66 0.853946 2.56184 1.86624 0.900551 1.13409 0.853946 0 0 0 0 1.56184 2.18266 -2.26818 1.41424 
10.68 0.859205 2.57762 1.86624 0.900551 1.12217 0.859205 0 0 0 0 1.57762 2.18266 -2.24434 1.38513 
10.7 0.864119 2.59236 1.86624 0.900551 1.1098 0.864119 0 0 0 0 1.59236 2.18266 -2.2196 1.35548 
10.72 0.868685 2.60606 1.86624 0.900551 1.09699 0.868685 0 0 0 0 1.60606 2.18266 -2.19398 1.3253 
10.74 0.872902 2.61871 1.86624 0.900551 1.08375 0.872902 0 0 0 0 1.61871 2.18266 -2.1675 1.2946 
10.76 0.876768 2.6303 1.86624 0.900551 1.07008 0.876768 0 0 0 0 1.6303 2.18266 -2.14016 1.26339 
10.78 0.880282 2.64085 1.86624 0.900551 1.05599 0.880282 0 0 0 0 1.64085 2.18266 -2.11198 1.2317 
10.8 0.883443 2.65033 1.86624 0.900551 1.04148 0.883443 0 0 0 0 1.65033 2.18266 -2.08296 1.19952 
10.82 0.886249 2.65875 1.86624 0.900551 1.02656 0.886249 0 0 0 0 1.65875 2.18266 -2.05313 1.16688 
10.84 0.8887 2.6661 1.86624 0.900551 1.01124 0.8887 0 0 0 0 1.6661 2.18266 -2.02248 1.13378 
10.86 0.890795 2.67238 1.86624 0.900551 0.995518 0.890795 0 0 0 0 1.67238 2.18266 -1.99104 1.10024 
10.88 0.892532 2.6776 1.86624 0.900551 0.979405 0.892532 0 0 0 0 1.6776 2.18266 -1.95881 1.06628 
10.9 0.893912 2.68174 1.86624 0.900551 0.962907 0.893912 0 0 0 0 1.68174 2.18266 -1.92581 1.0319 
10.92 0.894934 2.6848 1.86624 0.900551 0.94603 0.894934 0 0 0 0 1.6848 2.18266 -1.89206 0.997126 
10.94 0.895598 2.68679 1.86624 0.900551 0.928781 0.895598 0 0 0 0 1.68679 2.18266 -1.85756 0.961965 
10.96 0.895903 2.68771 1.86624 0.900551 0.911169 0.895903 0 0 0 0 1.68771 2.18266 -1.82234 0.926435 
10.98 0.89585 2.68755 1.86624 0.900551 0.893199 0.89585 0 0 0 0 1.68755 2.18266 -1.7864 0.890548 
11 0.895439 2.68632 1.86624 0.900551 0.874879 0.895439 0 0 0 0 1.68632 2.18266 -1.74976 0.854319 
11.02 0.89467 2.68401 1.86624 0.900551 0.856216 0.89467 0 0 0 0 1.68401 2.18266 -1.71243 0.817763 
11.04 0.893543 2.68063 1.86624 0.900551 0.837219 0.893543 0 0 0 0 1.68063 2.18266 -1.67444 0.780895 
11.06 0.89206 2.67618 1.86624 0.900551 0.817894 0.89206 0 0 0 0 1.67618 2.18266 -1.63579 0.743729 
11.08 0.89022 2.67066 1.86624 0.900551 0.798251 0.89022 0 0 0 0 1.67066 2.18266 -1.5965 0.706281 
11.1 0.888026 2.66408 1.86624 0.900551 0.778296 0.888026 0 0 0 0 1.66408 2.18266 -1.55659 0.668565 
11.12 0.885477 2.65643 1.86624 0.900551 0.758037 0.885477 0 0 0 0 1.65643 2.18266 -1.51607 0.630597 
11.14 0.882575 2.64773 1.86624 0.900551 0.737484 0.882575 0 0 0 0 1.64773 2.18266 -1.47497 0.592392 
11.16 0.879322 2.63797 1.86624 0.900551 0.716644 0.879322 0 0 0 0 1.63797 2.18266 -1.43329 0.553966 
11.18 0.875718 2.62715 1.86624 0.900551 0.695526 0.875718 0 0 0 0 1.62715 2.18266 -1.39105 0.515333 
11.2 0.871765 2.6153 1.86624 0.900551 0.674138 0.871765 0 0 0 0 1.6153 2.18266 -1.34828 0.47651 
11.22 0.867466 2.6024 1.86624 0.900551 0.652489 0.867466 0 0 0 0 1.6024 2.18266 -1.30498 0.437512 
11.24 0.862821 2.58846 1.86624 0.900551 0.630588 0.862821 0 0 0 0 1.58846 2.18266 -1.26118 0.398355 
11.26 0.857833 2.5735 1.86624 0.900551 0.608443 0.857833 0 0 0 0 1.5735 2.18266 -1.21689 0.359054 
11.28 0.852504 2.55751 1.86624 0.900551 0.586065 0.852504 0 0 0 0 1.55751 2.18266 -1.17213 0.319625 
11.3 0.846837 2.54051 1.86624 0.900551 0.56346 0.846837 0 0 0 0 1.54051 2.18266 -1.12692 0.280084 
11.32 0.840833 2.5225 1.86624 0.900551 0.54064 0.840833 0 0 0 0 1.5225 2.18266 -1.08128 0.240446 
11.34 0.834495 2.50349 1.86624 0.900551 0.517612 0.834495 0 0 0 0 1.50349 2.18266 -1.03522 0.200729 
11.36 0.827827 2.48348 1.86624 0.900551 0.494387 0.827827 0 0 0 0 1.48348 2.18266 -0.988774 0.160947 
11.38 0.820829 2.46249 1.86624 0.900551 0.470973 0.820829 0 0 0 0 1.46249 2.18266 -0.941946 0.121117 
11.4 0.813507 2.44052 1.86624 0.900551 0.44738 0.813507 0 0 0 0 1.44052 2.18266 -0.894761 0.0812539 
11.42 0.805862 2.41759 1.86624 0.900551 0.423618 0.805862 0 0 0 0 1.41759 2.18266 -0.847237 0.0413745 
11.44 0.797898 2.39369 1.86624 0.900551 0.399696 0.797898 0 0 0 0 1.39369 2.18266 -0.799393 0.00149456 
11.46 0.789618 2.36885 1.86624 0.900551 0.375624 0.789618 0 0 0 0 1.36885 2.18266 -0.751248 -0.03837 
11.48 0.781026 2.34308 1.86624 0.900551 0.351411 0.781026 0 0 0 0 1.34308 2.18266 -0.702822 -0.0782034 
11.5 0.772125 2.31637 1.86624 0.900551 0.327068 0.772125 0 0 0 0 1.31637 2.18266 -0.654135 -0.11799 
11.52 0.762918 2.28876 1.86624 0.900551 0.302603 0.762918 0 0 0 0 1.28876 2.18266 -0.605206 -0.157713 
11.54 0.753411 2.26023 1.86624 0.900551 0.278027 0.753411 0 0 0 0 1.26023 2.18266 -0.556054 -0.197357 
11.56 0.743606 2.23082 1.86624 0.900551 0.25335 0.743606 0 0 0 0 1.23082 2.18266 -0.5067 -0.236906 
11.58 0.733507 2.20052 1.86624 0.900551 0.228581 0.733507 0 0 0 0 1.20052 2.18266 -0.457162 -0.276345 
11.6 0.723119 2.16936 1.86624 0.900551 0.203731 0.723119 0 0 0 0 1.16936 2.18266 -0.407462 -0.315657 
11.62 0.712447 2.13734 1.86624 0.900551 0.178809 0.712447 0 0 0 0 1.13734 2.18266 -0.357619 -0.354828 
11.64 0.701493 2.10448 1.86624 0.900551 0.153826 0.701493 0 0 0 0 1.10448 2.18266 -0.307652 -0.393841 
11.66 0.690264 2.07079 1.86624 0.900551 0.128791 0.690264 0 0 0 0 1.07079 2.18266 -0.257583 -0.432681 
11.68 0.678763 2.03629 1.86624 0.900551 0.103715 0.678763 0 0 0 0 1.03629 2.18266 -0.20743 -0.471332 
11.7 0.666995 2.00099 1.86624 0.900551 0.0786075 0.666995 0 0 0 0 1.00099 2.18266 -0.157215 -0.50978 
11.72 0.654965 1.9649 1.86624 0.900551 0.0534785 0.654965 0 0 0 0 0.964896 2.18266 -0.106957 -0.548008 
11.74 0.642679 1.92804 1.86624 0.900551 0.0283381 0.642679 0 0 0 0 0.928036 2.18266 -0.0566762 -0.586002 
11.76 0.63014 1.89042 1.86624 0.900551 0.00319644 0.63014 0 0 0 0 0.890419 2.18266 -0.00639289 -0.623747 
11.78 0.617354 1.85206 1.86624 0.900551 -0.0219364 0.617354 0 0 0 0 0.852062 2.18266 0.0438729 -0.661227 
11.8 0.604326 1.81298 1.86624 0.900551 -0.0470505 0.604326 0 0 0 0 0.812979 2.18266 0.094101 -0.698427 
11.82 0.591062 1.77319 1.86624 0.900551 -0.0721357 0.591062 0 0 0 0 0.773187 2.18266 0.144271 -0.735334 
11.84 0.577567 1.7327 1.86624 0.900551 -0.0971821 0.577567 0 0 0 0 0.732702 2.18266 0.194364 -0.771932 
11.86 0.563847 1.69154 1.86624 0.900551 -0.12218 0.563847 0 0 0 0 0.691541 2.18266 0.244359 -0.808206 
11.88 0.549906 1.64972 1.86624 0.900551 -0.147118 0.549906 0 0 0 0 0.649719 2.18266 0.294236 -0.844143 
11.9 0.535752 1.60725 1.86624 0.900551 -0.171988 0.535752 0 0 0 0 0.607255 2.18266 0.343976 -0.879728 
11.92 0.521388 1.56416 1.86624 0.900551 -0.196779 0.521388 0 0 0 0 0.564165 2.18266 0.393558 -0.914946 
11.94 0.506822 1.52047 1.86624 0.900551 -0.221482 0.506822 0 0 0 0 0.520467 2.18266 0.442963 -0.949785 
11.96 0.492059 1.47618 1.86624 0.900551 -0.246086 0.492059 0 0 0 0 0.476178 2.18266 0.492171 -0.984231 
11.98 0.477106 1.43132 1.86624 0.900551 -0.270582 0.477106 0 0 0 0 0.431317 2.18266 0.541163 -1.01827 
12 0.461967 1.3859 1.86624 0.900551 -0.294959 0.461967 0 0 0 0 0.385901 2.18266 0.589919 -1.05189 
12.02 0.44665 1.33995 1.86624 0.900551 -0.31921 0.44665 0 0 0 0 0.339949 2.18266 0.638419 -1.08507 
12.04 0.43116 1.29348 1.86624 0.900551 -0.343322 0.43116 0 0 0 0 0.29348 2.18266 0.686645 -1.11781 
12.06 0.415504 1.24651 1.86624 0.900551 -0.367288 0.415504 0 0 0 0 0.246513 2.18266 0.734577 -1.15008 
12.08 0.399689 1.19907 1.86624 0.900551 -0.391098 0.399689 0 0 0 0 0.199066 2.18266 0.782196 -1.18188 
12.1 0.383719 1.15116 1.86624 0.900551 -0.414741 0.383719 0 0 0 0 0.151158 2.18266 0.829483 -1.2132 
12.12 0.367603 1.10281 1.86624 0.900551 -0.43821 0.367603 0 0 0 0 0.102809 2.18266 0.87642 -1.24402 
12.14 0.351346 1.05404 1.86624 0.900551 -0.461494 0.351346 0 0 0 0 0.0540389 2.18266 0.922987 -1.27433 
12.16 0.334956 1.00487 1.86624 0.900551 -0.484583 0.334956 0 0 0 0 0.00486658 2.18266 0.969167 -1.30412 
12.18 0.318437 0.955312 1.86624 0.900551 -0.50747 0.318437 0 0 0 0 -0.0446879 2.18266 1.01494 -1.33338 
12.2 0.301799 0.905396 1.86624 0.900551 -0.530145 0.301799 0 0 0 0 -0.0946045 2.18266 1.06029 -1.36209 
12.22 0.285046 0.855137 1.86624 0.900551 -0.552599 0.285046 0 0 0 0 -0.144863 2.18266 1.1052 -1.39024 
12.24 0.268185 0.804556 1.86624 0.900551 -0.574823 0.268185 0 0 0 0 -0.195444 2.18266 1.14965 -1.41783 
12.26 0.251225 0.753674 1.86624 0.900551 -0.596808 0.251225 0 0 0 0 -0.246326 2.18266 1.19362 -1.44484 
12.28 0.23417 0.702511 1.86624 0.900551 -0.618546 0.23417 0 0 0 0 -0.297489 2.18266 1.23709 -1.47126 
12.3 0.217029 0.651088 1.86624 0.900551 -0.640027 0.217029 0 0 0 0 -0.348912 2.18266 1.28005 -1.49708 
12.32 0.199808 0.599425 1.86624 0.900551 -0.661245 0.199808 0 0 0 0 -0.400575 2.18266 1.32249 -1.5223 
12.34 0.182514 0.547543 1.86624 0.900551 -0.682189 0.182514 0 0 0 0 -0.452457 2.18266 1.36438 -1.54689 
12.36 0.165154 0.495462 1.86624 0.900551 -0.702852 0.165154 0 0 0 0 -0.504538 2.18266 1.4057 -1.57086 
12.38 0.147735 0.443205 1.86624 0.900551 -0.723226 0.147735 0 0 0 0 -0.556795 2.18266 1.44645 -1.59419 
12.4 0.130264 0.390791 1.86624 0.900551 -0.743303 0.130264 0 0 0 0 -0.609209 2.18266 1.48661 -1.61687 
