t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 jL0102 jE1000 jE1100 jE1200 jxH1300 jyH1300 jxH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
0.4786 -0.0131489 -0.00699075 -20.428 0 -1.0428 0 -1.0428 3.11394 1.31209 -2.0428 -2.0428 0.312093 0.00010428 0.00010428 0.000131489 0 0 0 0 0.00010428 0 0.00010428 -0.00020856 0.000131209 0 0 0
0.4788 -0.0131241 -0.00693501 -20.424 0 -1.0424 0 -1.0424 3.0893 1.30962 -2.0424 -2.0424 0.309623 0.00010424 0.00010424 0.000131241 0 0 0 0 0.00010424 0 0.00010424 -0.00020848 0.000130962 0 0 0
0.479 -0.0130992 -0.00687939 -20.42 0 -1.042 0 -1.042 3.06454 1.30714 -2.042 -2.042 0.307141 0.0001042 0.0001042 0.000130992 0 0 0 0 0.0001042 0 0.0001042 -0.0002084 0.000130714 0 0 0
0.4792 -0.0130742 -0.0068239 -20.416 0 -1.0416 0 -1.0416 3.03965 1.30465 -2.0416 -2.0416 0.304648 0.00010416 0.00010416 0.000130742 0 0 0 0 0.00010416 0 0.00010416 -0.00020832 0.000130465 0 0 0
0.4794 -0.0130491 -0.00676854 -20.412 0 -1.0412 0 -1.0412 3.01465 1.30214 -2.0412 -2.0412 0.302142 0.00010412 0.00010412 0.000130491 0 0 0 0 0.00010412 0 0.00010412 -0.00020824 0.000130214 0 0 0
0.4796 -0.0130239 -0.0067133 -20.408 0 -1.0408 0 -1.0408 2.98952 1.29962 -2.0408 -2.0408 0.299624 0.00010408 0.00010408 0.000130239 0 0 0 0 0.00010408 0 0.00010408 -0.00020816 0.000129962 0 0 0
0.4798 -0.0129985 -0.00665819 -20.404 0 -1.0404 0 -1.0404 2.96428 1.29709 -2.0404 -2.0404 0.297094 0.00010404 0.00010404 0.000129985 0 0 0 0 0.00010404 0 0.00010404 -0.00020808 0.000129709 0 0 0
0.48 -0.012973 -0.00660322 -20.4 0 -1.04 0 -1.04 2.93893 1.29455 -2.04 -2.04 0.294553 0.000104 0.000104 0.00012973 0 0 0 0 0.000104 0 0.000104 -0.000208 0.000129455 0 0 0
0.4802 -0.0129474 -0.00654838 -20.396 0 -1.0396 0 -1.0396 2.91345 1.292 -2.0396 -2.0396 0.292 0.00010396 0.00010396 0.000129474 0 0 0 0 0.00010396 0 0.00010396 -0.00020792 0.0001292 0 0 0
0.4804 -0.0129217 -0.00649368 -20.392 0 -1.0392 0 -1.0392 2.88786 1.28944 -2.0392 -2.0392 0.289436 0.00010392 0.00010392 0.000129217 0 0 0 0 0.00010392 0 0.00010392 -0.00020784 0.000128944 0 0 0
0.4806 -0.0128959 -0.00643912 -20.388 0 -1.0388 0 -1.0388 2.86216 1.28686 -2.0388 -2.0388 0.28686 0.00010388 0.00010388 0.000128959 0 0 0 0 0.00010388 0 0.00010388 -0.00020776 0.000128686 0 0 0
0.4808 -0.0128699 -0.0063847 -20.384 0 -1.0384 0 -1.0384 2.83634 1.28427 -2.0384 -2.0384 0.284273 0.00010384 0.00010384 0.000128699 0 0 0 0 0.00010384 0 0.00010384 -0.00020768 0.000128427 0 0 0
0.481 -0.0128439 -0.00633042 -20.38 0 -1.038 0 -1.038 2.81042 1.28167 -2.038 -2.038 0.281675 0.0001038 0.0001038 0.000128439 0 0 0 0 0.0001038 0 0.0001038 -0.0002076 0.000128167 0 0 0
0.4812 -0.0128177 -0.00627629 -20.376 0 -1.0376 0 -1.0376 2.78438 1.27907 -2.0376 -2.0376 0.279065 0.00010376 0.00010376 0.000128177 0 0 0 0 0.00010376 0 0.00010376 -0.00020752 0.000127907 0 0 0
0.4814 -0.0127914 -0.0062223 -20.372 0 -1.0372 0 -1.0372 2.75823 1.27645 -2.0372 -2.0372 0.276445 0.00010372 0.00010372 0.000127914 0 0 0 0 0.00010372 0 0.00010372 -0.00020744 0.000127645 0 0 0
0.4816 -0.0127651 -0.00616847 -20.368 0 -1.0368 0 -1.0368 2.73197 1.27381 -2.0368 -2.0368 0.273814 0.00010368 0.00010368 0.000127651 0 0 0 0 0.00010368 0 0.00010368 -0.00020736 0.000127381 0 0 0
0.4818 -0.0127386 -0.00611479 -20.364 0 -1.0364 0 -1.0364 2.70561 1.27117 -2.0364 -2.0364 0.271172 0.00010364 0.00010364 0.000127386 0 0 0 0 0.00010364 0 0.00010364 -0.00020728 0.000127117 0 0 0
0.482 -0.012712 -0.00606126 -20.36 0 -1.036 0 -1.036 2.67913 1.26852 -2.036 -2.036 0.26852 0.0001036 0.0001036 0.00012712 0 0 0 0 0.0001036 0 0.0001036 -0.0002072 0.000126852 0 0 0
0.4822 -0.0126853 -0.00600788 -20.356 0 -1.0356 0 -1.0356 2.65256 1.26586 -2.0356 -2.0356 0.265856 0.00010356 0.00010356 0.000126853 0 0 0 0 0.00010356 0 0.00010356 -0.00020712 0.000126586 0 0 0
0.4824 -0.0126584 -0.00595467 -20.352 0 -1.0352 0 -1.0352 2.62587 1.26318 -2.0352 -2.0352 0.263183 0.00010352 0.00010352 0.000126584 0 0 0 0 0.00010352 0 0.00010352 -0.00020704 0.000126318 0 0 0
0.4826 -0.0126315 -0.00590162 -20.348 0 -1.0348 0 -1.0348 2.59909 1.2605 -2.0348 -2.0348 0.260499 0.00010348 0.00010348 0.000126315 0 0 0 0 0.00010348 0 0.00010348 -0.00020696 0.00012605 0 0 0
0.4828 -0.0126045 -0.00584872 -20.344 0 -1.0344 0 -1.0344 2.5722 1.2578 -2.0344 -2.0344 0.257805 0.00010344 0.00010344 0.000126045 0 0 0 0 0.00010344 0 0.00010344 -0.00020688 0.00012578 0 0 0
0.483 -0.0125774 -0.005796 -20.34 0 -1.034 0 -1.034 2.54521 1.2551 -2.034 -2.034 0.2551 0.0001034 0.0001034 0.000125774 0 0 0 0 0.0001034 0 0.0001034 -0.0002068 0.00012551 0 0 0
0.4832 -0.0125501 -0.00574343 -20.336 0 -1.0336 0 -1.0336 2.51812 1.25239 -2.0336 -2.0336 0.252386 0.00010336 0.00010336 0.000125501 0 0 0 0 0.00010336 0 0.00010336 -0.00020672 0.000125239 0 0 0
0.4834 -0.0125228 -0.00569104 -20.332 0 -1.0332 0 -1.0332 2.49093 1.24966 -2.0332 -2.0332 0.249662 0.00010332 0.00010332 0.000125228 0 0 0 0 0.00010332 0 0.00010332 -0.00020664 0.000124966 0 0 0
0.4836 -0.0124954 -0.00563882 -20.328 0 -1.0328 0 -1.0328 2.46364 1.24693 -2.0328 -2.0328 0.246928 0.00010328 0.00010328 0.000124954 0 0 0 0 0.00010328 0 0.00010328 -0.00020656 0.000124693 0 0 0
0.4838 -0.0124679 -0.00558677 -20.324 0 -1.0324 0 -1.0324 2.43625 1.24418 -2.0324 -2.0324 0.244184 0.00010324 0.00010324 0.000124679 0 0 0 0 0.00010324 0 0.00010324 -0.00020648 0.000124418 0 0 0
0.484 -0.0124402 -0.00553489 -20.32 0 -1.032 0 -1.032 2.40877 1.24143 -2.032 -2.032 0.24143 0.0001032 0.0001032 0.000124402 0 0 0 0 0.0001032 0 0.0001032 -0.0002064 0.000124143 0 0 0
0.4842 -0.0124125 -0.0054832 -20.316 0 -1.0316 0 -1.0316 2.38119 1.23867 -2.0316 -2.0316 0.238667 0.00010316 0.00010316 0.000124125 0 0 0 0 0.00010316 0 0.00010316 -0.00020632 0.000123867 0 0 0
0.4844 -0.0123847 -0.00543167 -20.312 0 -1.0312 0 -1.0312 2.35352 1.2359 -2.0312 -2.0312 0.235895 0.00010312 0.00010312 0.000123847 0 0 0 0 0.00010312 0 0.00010312 -0.00020624 0.00012359 0 0 0
0.4846 -0.0123568 -0.00538034 -20.308 0 -1.0308 0 -1.0308 2.32576 1.23311 -2.0308 -2.0308 0.233114 0.00010308 0.00010308 0.000123568 0 0 0 0 0.00010308 0 0.00010308 -0.00020616 0.000123311 0 0 0
0.4848 -0.0123288 -0.00532918 -20.304 0 -1.0304 0 -1.0304 2.2979 1.23032 -2.0304 -2.0304 0.230323 0.00010304 0.00010304 0.000123288 0 0 0 0 0.00010304 0 0.00010304 -0.00020608 0.000123032 0 0 0
0.485 -0.0123007 -0.00527821 -20.3 0 -1.03 0 -1.03 2.26995 1.22752 -2.03 -2.03 0.227523 0.000103 0.000103 0.000123007 0 0 0 0 0.000103 0 0.000103 -0.000206 0.000122752 0 0 0
0.4852 -0.0122725 -0.00522742 -20.296 0 -1.0296 0 -1.0296 2.24192 1.22471 -2.0296 -2.0296 0.224714 0.00010296 0.00010296 0.000122725 0 0 0 0 0.00010296 0 0.00010296 -0.00020592 0.000122471 0 0 0
0.4854 -0.0122443 -0.00517682 -20.292 0 -1.0292 0 -1.0292 2.21379 1.2219 -2.0292 -2.0292 0.221897 0.00010292 0.00010292 0.000122443 0 0 0 0 0.00010292 0 0.00010292 -0.00020584 0.00012219 0 0 0
0.4856 -0.0122159 -0.00512641 -20.288 0 -1.0288 0 -1.0288 2.18558 1.21907 -2.0288 -2.0288 0.219071 0.00010288 0.00010288 0.000122159 0 0 0 0 0.00010288 0 0.00010288 -0.00020576 0.000121907 0 0 0
0.4858 -0.0121875 -0.0050762 -20.284 0 -1.0284 0 -1.0284 2.15728 1.21624 -2.0284 -2.0284 0.216236 0.00010284 0.00010284 0.000121875 0 0 0 0 0.00010284 0 0.00010284 -0.00020568 0.000121624 0 0 0
0.486 -0.0121589 -0.00502618 -20.28 0 -1.028 0 -1.028 2.1289 1.21339 -2.028 -2.028 0.213392 0.0001028 0.0001028 0.000121589 0 0 0 0 0.0001028 0 0.0001028 -0.0002056 0.000121339 0 0 0
0.4862 -0.0121303 -0.00497636 -20.276 0 -1.0276 0 -1.0276 2.10043 1.21054 -2.0276 -2.0276 0.21054 0.00010276 0.00010276 0.000121303 0 0 0 0 0.00010276 0 0.00010276 -0.00020552 0.000121054 0 0 0
0.4864 -0.0121016 -0.00492673 -20.272 0 -1.0272 0 -1.0272 2.07188 1.20768 -2.0272 -2.0272 0.20768 0.00010272 0.00010272 0.000121016 0 0 0 0 0.00010272 0 0.00010272 -0.00020544 0.000120768 0 0 0
0.4866 -0.0120728 -0.0048773 -20.268 0 -1.0268 0 -1.0268 2.04325 1.20481 -2.0268 -2.0268 0.204812 0.00010268 0.00010268 0.000120728 0 0 0 0 0.00010268 0 0.00010268 -0.00020536 0.000120481 0 0 0
0.4868 -0.012044 -0.00482808 -20.264 0 -1.0264 0 -1.0264 2.01453 1.20194 -2.0264 -2.0264 0.201936 0.00010264 0.00010264 0.00012044 0 0 0 0 0.00010264 0 0.00010264 -0.00020528 0.000120194 0 0 0
0.487 -0.012015 -0.00477906 -20.26 0 -1.026 0 -1.026 1.98574 1.19905 -2.026 -2.026 0.199052 0.0001026 0.0001026 0.00012015 0 0 0 0 0.0001026 0 0.0001026 -0.0002052 0.000119905 0 0 0
0.4872 -0.011986 -0.00473025 -20.256 0 -1.0256 0 -1.0256 1.95687 1.19616 -2.0256 -2.0256 0.19616 0.00010256 0.00010256 0.00011986 0 0 0 0 0.00010256 0 0.00010256 -0.00020512 0.000119616 0 0 0
0.4874 -0.0119569 -0.00468165 -20.252 0 -1.0252 0 -1.0252 1.92792 1.19326 -2.0252 -2.0252 0.19326 0.00010252 0.00010252 0.000119569 0 0 0 0 0.00010252 0 0.00010252 -0.00020504 0.000119326 0 0 0
0.4876 -0.0119277 -0.00463325 -20.248 0 -1.0248 0 -1.0248 1.8989 1.19035 -2.0248 -2.0248 0.190353 0.00010248 0.00010248 0.000119277 0 0 0 0 0.00010248 0 0.00010248 -0.00020496 0.000119035 0 0 0
0.4878 -0.0118985 -0.00458507 -20.244 0 -1.0244 0 -1.0244 1.8698 1.18744 -2.0244 -2.0244 0.187438 0.00010244 0.00010244 0.000118985 0 0 0 0 0.00010244 0 0.00010244 -0.00020488 0.000118744 0 0 0
0.488 -0.0118691 -0.0045371 -20.24 0 -1.024 0 -1.024 1.84062 1.18452 -2.024 -2.024 0.184516 0.0001024 0.0001024 0.000118691 0 0 0 0 0.0001024 0 0.0001024 -0.0002048 0.000118452 0 0 0
0.4882 -0.0118397 -0.00448935 -20.236 0 -1.0236 0 -1.0236 1.81138 1.18159 -2.0236 -2.0236 0.181587 0.00010236 0.00010236 0.000118397 0 0 0 0 0.00010236 0 0.00010236 -0.00020472 0.000118159 0 0 0
0.4884 -0.0118103 -0.00444181 -20.232 0 -1.0232 0 -1.0232 1.78206 1.17865 -2.0232 -2.0232 0.17865 0.00010232 0.00010232 0.000118103 0 0 0 0 0.00010232 0 0.00010232 -0.00020464 0.000117865 0 0 0
0.4886 -0.0117807 -0.0043945 -20.228 0 -1.0228 0 -1.0228 1.75267 1.17571 -2.0228 -2.0228 0.175707 0.00010228 0.00010228 0.000117807 0 0 0 0 0.00010228 0 0.00010228 -0.00020456 0.000117571 0 0 0
0.4888 -0.0117511 -0.0043474 -20.224 0 -1.0224 0 -1.0224 1.72321 1.17276 -2.0224 -2.0224 0.172756 0.00010224 0.00010224 0.000117511 0 0 0 0 0.00010224 0 0.00010224 -0.00020448 0.000117276 0 0 0
0.489 -0.0117214 -0.00430053 -20.22 0 -1.022 0 -1.022 1.69369 1.1698 -2.022 -2.022 0.169799 0.0001022 0.0001022 0.000117214 0 0 0 0 0.0001022 0 0.0001022 -0.0002044 0.00011698 0 0 0
0.4892 -0.0116917 -0.00425389 -20.216 0 -1.0216 0 -1.0216 1.6641 1.16684 -2.0216 -2.0216 0.166835 0.00010216 0.00010216 0.000116917 0 0 0 0 0.00010216 0 0.00010216 -0.00020432 0.000116684 0 0 0
0.4894 -0.0116619 -0.00420747 -20.212 0 -1.0212 0 -1.0212 1.63444 1.16386 -2.0212 -2.0212 0.163865 0.00010212 0.00010212 0.000116619 0 0 0 0 0.00010212 0 0.00010212 -0.00020424 0.000116386 0 0 0
0.4896 -0.011632 -0.00416128 -20.208 0 -1.0208 0 -1.0208 1.60472 1.16089 -2.0208 -2.0208 0.160888 0.00010208 0.00010208 0.00011632 0 0 0 0 0.00010208 0 0.00010208 -0.00020416 0.000116089 0 0 0
0.4898 -0.011602 -0.00411532 -20.204 0 -1.0204 0 -1.0204 1.57493 1.1579 -2.0204 -2.0204 0.157905 0.00010204 0.00010204 0.00011602 0 0 0 0 0.00010204 0 0.00010204 -0.00020408 0.00011579 0 0 0
0.49 -0.011572 -0.0040696 -20.2 0 -1.02 0 -1.02 1.54508 1.15492 -2.02 -2.02 0.154915 0.000102 0.000102 0.00011572 0 0 0 0 0.000102 0 0.000102 -0.000204 0.000115492 0 0 0
0.4902 -0.0115419 -0.00402411 -20.196 0 -1.0196 0 -1.0196 1.51518 1.15192 -2.0196 -2.0196 0.15192 0.00010196 0.00010196 0.000115419 0 0 0 0 0.00010196 0 0.00010196 -0.00020392 0.000115192 0 0 0
0.4904 -0.0115118 -0.00397885 -20.192 0 -1.0192 0 -1.0192 1.48521 1.14892 -2.0192 -2.0192 0.148919 0.00010192 0.00010192 0.000115118 0 0 0 0 0.00010192 0 0.00010192 -0.00020384 0.000114892 0 0 0
0.4906 -0.0114816 -0.00393383 -20.188 0 -1.0188 0 -1.0188 1.45518 1.14591 -2.0188 -2.0188 0.145911 0.00010188 0.00010188 0.000114816 0 0 0 0 0.00010188 0 0.00010188 -0.00020376 0.000114591 0 0 0
0.4908 -0.0114514 -0.00388906 -20.184 0 -1.0184 0 -1.0184 1.4251 1.1429 -2.0184 -2.0184 0.142899 0.00010184 0.00010184 0.000114514 0 0 0 0 0.00010184 0 0.00010184 -0.00020368 0.00011429 0 0 0
0.491 -0.0114211 -0.00384452 -20.18 0 -1.018 0 -1.018 1.39496 1.13988 -2.018 -2.018 0.13988 0.0001018 0.0001018 0.000114211 0 0 0 0 0.0001018 0 0.0001018 -0.0002036 0.000113988 0 0 0
0.4912 -0.0113907 -0.00380023 -20.176 0 -1.0176 0 -1.0176 1.36476 1.13686 -2.0176 -2.0176 0.136856 0.00010176 0.00010176 0.000113907 0 0 0 0 0.00010176 0 0.00010176 -0.00020352 0.000113686 0 0 0
0.4914 -0.0113603 -0.00375618 -20.172 0 -1.0172 0 -1.0172 1.33451 1.13383 -2.0172 -2.0172 0.133827 0.00010172 0.00010172 0.000113603 0 0 0 0 0.00010172 0 0.00010172 -0.00020344 0.000113383 0 0 0
0.4916 -0.0113298 -0.00371238 -20.168 0 -1.0168 0 -1.0168 1.30421 1.13079 -2.0168 -2.0168 0.130792 0.00010168 0.00010168 0.000113298 0 0 0 0 0.00010168 0 0.00010168 -0.00020336 0.000113079 0 0 0
0.4918 -0.0112993 -0.00366883 -20.164 0 -1.0164 0 -1.0164 1.27385 1.12775 -2.0164 -2.0164 0.127752 0.00010164 0.00010164 0.000112993 0 0 0 0 0.00010164 0 0.00010164 -0.00020328 0.000112775 0 0 0
0.492 -0.0112687 -0.00362553 -20.16 0 -1.016 0 -1.016 1.24345 1.12471 -2.016 -2.016 0.124707 0.0001016 0.0001016 0.000112687 0 0 0 0 0.0001016 0 0.0001016 -0.0002032 0.000112471 0 0 0
0.4922 -0.0112381 -0.00358249 -20.156 0 -1.0156 0 -1.0156 1.213 1.12166 -2.0156 -2.0156 0.121658 0.00010156 0.00010156 0.000112381 0 0 0 0 0.00010156 0 0.00010156 -0.00020312 0.000112166 0 0 0
0.4924 -0.0112074 -0.00353969 -20.152 0 -1.0152 0 -1.0152 1.18249 1.1186 -2.0152 -2.0152 0.118603 0.00010152 0.00010152 0.000112074 0 0 0 0 0.00010152 0 0.00010152 -0.00020304 0.00011186 0 0 0
0.4926 -0.0111767 -0.00349715 -20.148 0 -1.0148 0 -1.0148 1.15195 1.11554 -2.0148 -2.0148 0.115544 0.00010148 0.00010148 0.000111767 0 0 0 0 0.00010148 0 0.00010148 -0.00020296 0.000111554 0 0 0
0.4928 -0.0111459 -0.00345487 -20.144 0 -1.0144 0 -1.0144 1.12135 1.11248 -2.0144 -2.0144 0.112481 0.00010144 0.00010144 0.000111459 0 0 0 0 0.00010144 0 0.00010144 -0.00020288 0.000111248 0 0 0
0.493 -0.0111151 -0.00341285 -20.14 0 -1.014 0 -1.014 1.09072 1.10941 -2.014 -2.014 0.109413 0.0001014 0.0001014 0.000111151 0 0 0 0 0.0001014 0 0.0001014 -0.0002028 0.000110941 0 0 0
0.4932 -0.0110843 -0.00337109 -20.136 0 -1.0136 0 -1.0136 1.06004 1.10634 -2.0136 -2.0136 0.106341 0.00010136 0.00010136 0.000110843 0 0 0 0 0.00010136 0 0.00010136 -0.00020272 0.000110634 0 0 0
0.4934 -0.0110534 -0.00332959 -20.132 0 -1.0132 0 -1.0132 1.02931 1.10326 -2.0132 -2.0132 0.103264 0.00010132 0.00010132 0.000110534 0 0 0 0 0.00010132 0 0.00010132 -0.00020264 0.000110326 0 0 0
0.4936 -0.0110225 -0.00328836 -20.128 0 -1.0128 0 -1.0128 0.99855 1.10018 -2.0128 -2.0128 0.100184 0.00010128 0.00010128 0.000110225 0 0 0 0 0.00010128 0 0.00010128 -0.00020256 0.000110018 0 0 0
0.4938 -0.0109915 -0.00324739 -20.124 0 -1.0124 0 -1.0124 0.967747 1.0971 -2.0124 -2.0124 0.0970995 0.00010124 0.00010124 0.000109915 0 0 0 0 0.00010124 0 0.00010124 -0.00020248 0.00010971 0 0 0
0.494 -0.0109605 -0.00320669 -20.12 0 -1.012 0 -1.012 0.936907 1.09401 -2.012 -2.012 0.0940113 0.0001012 0.0001012 0.000109605 0 0 0 0 0.0001012 0 0.0001012 -0.0002024 0.000109401 0 0 0
0.4942 -0.0109294 -0.00316626 -20.116 0 -1.0116 0 -1.0116 0.906029 1.09092 -2.0116 -2.0116 0.0909195 0.00010116 0.00010116 0.000109294 0 0 0 0 0.00010116 0 0.00010116 -0.00020232 0.000109092 0 0 0
0.4944 -0.0108983 -0.00312609 -20.112 0 -1.0112 0 -1.0112 0.875115 1.08782 -2.0112 -2.0112 0.0878241 0.00010112 0.00010112 0.000108983 0 0 0 0 0.00010112 0 0.00010112 -0.00020224 0.000108782 0 0 0
0.4946 -0.0108672 -0.0030862 -20.108 0 -1.0108 0 -1.0108 0.844167 1.08473 -2.0108 -2.0108 0.0847253 0.00010108 0.00010108 0.000108672 0 0 0 0 0.00010108 0 0.00010108 -0.00020216 0.000108473 0 0 0
0.4948 -0.010836 -0.00304659 -20.104 0 -1.0104 0 -1.0104 0.813186 1.08162 -2.0104 -2.0104 0.0816232 0.00010104 0.00010104 0.00010836 0 0 0 0 0.00010104 0 0.00010104 -0.00020208 0.000108162 0 0 0
0.495 -0.0108049 -0.00300725 -20.1 0 -1.01 0 -1.01 0.782172 1.07852 -2.01 -2.01 0.078518 0.000101 0.000101 0.000108049 0 0 0 0 0.000101 0 0.000101 -0.000202 0.000107852 0 0 0
0.4952 -0.0107736 -0.00296818 -20.096 0 -1.0096 0 -1.0096 0.751128 1.07541 -2.0096 -2.0096 0.0754096 0.00010096 0.00010096 0.000107736 0 0 0 0 0.00010096 0 0.00010096 -0.00020192 0.000107541 0 0 0
0.4954 -0.0107424 -0.00292939 -20.092 0 -1.0092 0 -1.0092 0.720054 1.0723 -2.0092 -2.0092 0.0722983 0.00010092 0.00010092 0.000107424 0 0 0 0 0.00010092 0 0.00010092 -0.00020184 0.00010723 0 0 0
0.4956 -0.0107111 -0.00289089 -20.088 0 -1.0088 0 -1.0088 0.688951 1.06918 -2.0088 -2.0088 0.0691842 0.00010088 0.00010088 0.000107111 0 0 0 0 0.00010088 0 0.00010088 -0.00020176 0.000106918 0 0 0
0.4958 -0.0106798 -0.00285266 -20.084 0 -1.0084 0 -1.0084 0.657822 1.06607 -2.0084 -2.0084 0.0660674 0.00010084 0.00010084 0.000106798 0 0 0 0 0.00010084 0 0.00010084 -0.00020168 0.000106607 0 0 0
0.496 -0.0106485 -0.00281472 -20.08 0 -1.008 0 -1.008 0.626666 1.06295 -2.008 -2.008 0.0629481 0.0001008 0.0001008 0.000106485 0 0 0 0 0.0001008 0 0.0001008 -0.0002016 0.000106295 0 0 0
0.4962 -0.0106171 -0.00277706 -20.076 0 -1.0076 0 -1.0076 0.595486 1.05983 -2.0076 -2.0076 0.0598263 0.00010076 0.00010076 0.000106171 0 0 0 0 0.00010076 0 0.00010076 -0.00020152 0.000105983 0 0 0
0.4964 -0.0105857 -0.00273969 -20.072 0 -1.0072 0 -1.0072 0.564282 1.0567 -2.0072 -2.0072 0.0567022 0.00010072 0.00010072 0.000105857 0 0 0 0 0.00010072 0 0.00010072 -0.00020144 0.00010567 0 0 0
0.4966 -0.0105543 -0.0027026 -20.068 0 -1.0068 0 -1.0068 0.533056 1.05358 -2.0068 -2.0068 0.0535758 0.00010068 0.00010068 0.000105543 0 0 0 0 0.00010068 0 0.00010068 -0.00020136 0.000105358 0 0 0
0.4968 -0.0105229 -0.0026658 -20.064 0 -1.0064 0 -1.0064 0.501809 1.05045 -2.0064 -2.0064 0.0504474 0.00010064 0.00010064 0.000105229 0 0 0 0 0.00010064 0 0.00010064 -0.00020128 0.000105045 0 0 0
0.497 -0.0104914 -0.0026293 -20.06 0 -1.006 0 -1.006 0.470542 1.04732 -2.006 -2.006 0.0473171 0.0001006 0.0001006 0.000104914 0 0 0 0 0.0001006 0 0.0001006 -0.0002012 0.000104732 0 0 0
0.4972 -0.01046 -0.00259308 -20.056 0 -1.0056 0 -1.0056 0.439256 1.04418 -2.0056 -2.0056 0.0441849 0.00010056 0.00010056 0.0001046 0 0 0 0 0.00010056 0 0.00010056 -0.00020112 0.000104418 0 0 0
0.4974 -0.0104285 -0.00255716 -20.052 0 -1.0052 0 -1.0052 0.407953 1.04105 -2.0052 -2.0052 0.041051 0.00010052 0.00010052 0.000104285 0 0 0 0 0.00010052 0 0.00010052 -0.00020104 0.000104105 0 0 0
0.4976 -0.010397 -0.00252153 -20.048 0 -1.0048 0 -1.0048 0.376634 1.03792 -2.0048 -2.0048 0.0379156 0.00010048 0.00010048 0.00010397 0 0 0 0 0.00010048 0 0.00010048 -0.00020096 0.000103792 0 0 0
0.4978 -0.0103655 -0.0024862 -20.044 0 -1.0044 0 -1.0044 0.3453 1.03478 -2.0044 -2.0044 0.0347786 0.00010044 0.00010044 0.000103655 0 0 0 0 0.00010044 0 0.00010044 -0.00020088 0.000103478 0 0 0
0.498 -0.0103339 -0.00245116 -20.04 0 -1.004 0 -1.004 0.313953 1.03164 -2.004 -2.004 0.0316404 0.0001004 0.0001004 0.000103339 0 0 0 0 0.0001004 0 0.0001004 -0.0002008 0.000103164 0 0 0
0.4982 -0.0103024 -0.00241642 -20.036 0 -1.0036 0 -1.0036 0.282593 1.0285 -2.0036 -2.0036 0.0285009 0.00010036 0.00010036 0.000103024 0 0 0 0 0.00010036 0 0.00010036 -0.00020072 0.00010285 0 0 0
0.4984 -0.0102708 -0.00238198 -20.032 0 -1.0032 0 -1.0032 0.251222 1.02536 -2.0032 -2.0032 0.0253604 0.00010032 0.00010032 0.000102708 0 0 0 0 0.00010032 0 0.00010032 -0.00020064 0.000102536 0 0 0
0.4986 -0.0102393 -0.00234785 -20.028 0 -1.0028 0 -1.0028 0.219841 1.02222 -2.0028 -2.0028 0.0222188 0.00010028 0.00010028 0.000102393 0 0 0 0 0.00010028 0 0.00010028 -0.00020056 0.000102222 0 0 0
0.4988 -0.0102077 -0.00231401 -20.024 0 -1.0024 0 -1.0024 0.188451 1.01908 -2.0024 -2.0024 0.0190765 0.00010024 0.00010024 0.000102077 0 0 0 0 0.00010024 0 0.00010024 -0.00020048 0.000101908 0 0 0
0.499 -0.0101761 -0.00228048 -20.02 0 -1.002 0 -1.002 0.157054 1.01593 -2.002 -2.002 0.0159334 0.0001002 0.0001002 0.000101761 0 0 0 0 0.0001002 0 0.0001002 -0.0002004 0.000101593 0 0 0
0.4992 -0.0101445 -0.00224725 -20.016 0 -1.0016 0 -1.0016 0.12565 1.01279 -2.0016 -2.0016 0.0127898 0.00010016 0.00010016 0.000101445 0 0 0 0 0.00010016 0 0.00010016 -0.00020032 0.000101279 0 0 0
0.4994 -0.0101129 -0.00221433 -20.012 0 -1.0012 0 -1.0012 0.0942422 1.00965 -2.0012 -2.0012 0.00964565 0.00010012 0.00010012 0.000101129 0 0 0 0 0.00010012 0 0.00010012 -0.00020024 0.000100965 0 0 0
0.4996 -0.0100813 -0.00218172 -20.008 0 -1.0008 0 -1.0008 0.0628302 1.0065 -2.0008 -2.0008 0.00650119 0.00010008 0.00010008 0.000100813 0 0 0 0 0.00010008 0 0.00010008 -0.00020016 0.00010065 0 0 0
0.4998 -0.0100497 -0.00214942 -20.004 0 -1.0004 0 -1.0004 0.0314157 1.00336 -2.0004 -2.0004 0.00335651 0.00010004 0.00010004 0.000100497 0 0 0 0 0.00010004 0 0.00010004 -0.00020008 0.000100336 0 0 0
0.5 -0.0100181 -0.00211742 -20 0 -1 0 -1 3.52913e-12 1.00021 -2 -2 0.000211742 0.0001 0.0001 0.000100181 0 0 0 0 0.0001 0 0.0001 -0.0002 0.000100021 0 0 0
0.5002 -0.00998651 -0.00208574 -19.996 0 -0.9996 0 -0.9996 -0.0314157 0.997067 -1.9996 -1.9996 -0.002933 9.996e-05 9.996e-05 9.98651e-05 0 0 0 0 9.996e-05 0 9.996e-05 -0.00019992 9.97067e-05 0 0 0
0.5004 -0.00995491 -0.00205437 -19.992 0 -0.9992 0 -0.9992 -0.0628302 0.993922 -1.9992 -1.9992 -0.00607758 9.992e-05 9.992e-05 9.95491e-05 0 0 0 0 9.992e-05 0 9.992e-05 -0.00019984 9.93922e-05 0 0 0
0.5006 -0.00992331 -0.00202332 -19.988 0 -0.9988 0 -0.9988 -0.0942422 0.990778 -1.9988 -1.9988 -0.00922189 9.988e-05 9.988e-05 9.92331e-05 0 0 0 0 9.988e-05 0 9.988e-05 -0.00019976 9.90778e-05 0 0 0
