t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 jL0102 jE1000 jE1100 jE1200 jxH1300 jyH1300 jxH1400 jyH1400 jV0300 jV0800 jV0510 jV0711 jV0912 
0 -0.01001 -0.01001 -30 0 -2 0 -2 0 1.001 -3 -3 0.001001 0.0002 0.0002 0.0001001 0 0 0 0 0.0002 0 0.0002 -0.0004 0.0001001 0 0 0
0.0002 -0.0100103 -0.0100725 -29.996 0 -1.9996 0 -1.9996 0.0314157 1.00415 -2.9996 -2.9996 0.00414882 0.00019996 0.00019996 0.000100103 0 0 0 0 0.00019996 0 0.00019996 -0.00039992 0.000100415 0 0 0
0.0004 -0.010011 -0.0101965 -29.992 0 -1.9992 0 -1.9992 0.0628302 1.0073 -2.9992 -2.9992 0.00730267 0.00019992 0.00019992 0.00010011 0 0 0 0 0.00019992 0 0.00019992 -0.00039984 0.00010073 0 0 0
0.0006 -0.0100125 -0.0103808 -29.988 0 -1.9988 0 -1.9988 0.0942422 1.01046 -2.9988 -2.9988 0.0104623 0.00019988 0.00019988 0.000100125 0 0 0 0 0.00019988 0 0.00019988 -0.00039976 0.000101046 0 0 0
0.0008 -0.0100149 -0.0106236 -29.984 0 -1.9984 0 -1.9984 0.12565 1.01363 -2.9984 -2.9984 0.0136274 0.00019984 0.00019984 0.000100149 0 0 0 0 0.00019984 0 0.00019984 -0.00039968 0.000101363 0 0 0
0.001 -0.0100185 -0.0109225 -29.98 0 -1.998 0 -1.998 0.157054 1.0168 -2.998 -2.998 0.0167976 0.0001998 0.0001998 0.000100185 0 0 0 0 0.0001998 0 0.0001998 -0.0003996 0.00010168 0 0 0
0.0012 -0.0100235 -0.0112749 -29.976 0 -1.9976 0 -1.9976 0.188451 1.01997 -2.9976 -2.9976 0.0199726 0.00019976 0.00019976 0.000100235 0 0 0 0 0.00019976 0 0.00019976 -0.00039952 0.000101997 0 0 0
0.0014 -0.0100301 -0.0116777 -29.972 0 -1.9972 0 -1.9972 0.219841 1.02315 -2.9972 -2.9972 0.0231518 0.00019972 0.00019972 0.000100301 0 0 0 0 0.00019972 0 0.00019972 -0.00039944 0.000102315 0 0 0
0.0016 -0.0100385 -0.0121274 -29.968 0 -1.9968 0 -1.9968 0.251222 1.02633 -2.9968 -2.9968 0.0263349 0.00019968 0.00019968 0.000100385 0 0 0 0 0.00019968 0 0.00019968 -0.00039936 0.000102633 0 0 0
0.0018 -0.0100488 -0.0126203 -29.964 0 -1.9964 0 -1.9964 0.282593 1.02952 -2.9964 -2.9964 0.0295213 0.00019964 0.00019964 0.000100488 0 0 0 0 0.00019964 0 0.00019964 -0.00039928 0.000102952 0 0 0
0.002 -0.0100611 -0.0131523 -29.96 0 -1.996 0 -1.996 0.313953 1.03271 -2.996 -2.996 0.0327105 0.0001996 0.0001996 0.000100611 0 0 0 0 0.0001996 0 0.0001996 -0.0003992 0.000103271 0 0 0
0.0022 -0.0100757 -0.0137189 -29.956 0 -1.9956 0 -1.9956 0.3453 1.0359 -2.9956 -2.9956 0.0359019 0.00019956 0.00019956 0.000100757 0 0 0 0 0.00019956 0 0.00019956 -0.00039912 0.00010359 0 0 0
0.0024 -0.0100926 -0.0143156 -29.952 0 -1.9952 0 -1.9952 0.376634 1.03909 -2.9952 -2.9952 0.039095 0.00019952 0.00019952 0.000100926 0 0 0 0 0.00019952 0 0.00019952 -0.00039904 0.000103909 0 0 0
0.0026 -0.0101119 -0.0149376 -29.948 0 -1.9948 0 -1.9948 0.407953 1.04229 -2.9948 -2.9948 0.0422891 0.00019948 0.00019948 0.000101119 0 0 0 0 0.00019948 0 0.00019948 -0.00039896 0.000104229 0 0 0
0.0028 -0.0101337 -0.0155799 -29.944 0 -1.9944 0 -1.9944 0.439256 1.04548 -2.9944 -2.9944 0.0454836 0.00019944 0.00019944 0.000101337 0 0 0 0 0.00019944 0 0.00019944 -0.00039888 0.000104548 0 0 0
0.003 -0.010158 -0.0162375 -29.94 0 -1.994 0 -1.994 0.470542 1.04868 -2.994 -2.994 0.0486779 0.0001994 0.0001994 0.00010158 0 0 0 0 0.0001994 0 0.0001994 -0.0003988 0.000104868 0 0 0
0.0032 -0.0101849 -0.0169052 -29.936 0 -1.9936 0 -1.9936 0.501809 1.05187 -2.9936 -2.9936 0.0518714 0.00019936 0.00019936 0.000101849 0 0 0 0 0.00019936 0 0.00019936 -0.00039872 0.000105187 0 0 0
0.0034 -0.0102143 -0.0175778 -29.932 0 -1.9932 0 -1.9932 0.533056 1.05506 -2.9932 -2.9932 0.0550634 0.00019932 0.00019932 0.000102143 0 0 0 0 0.00019932 0 0.00019932 -0.00039864 0.000105506 0 0 0
0.0036 -0.0102463 -0.0182501 -29.928 0 -1.9928 0 -1.9928 0.564282 1.05825 -2.9928 -2.9928 0.0582532 0.00019928 0.00019928 0.000102463 0 0 0 0 0.00019928 0 0.00019928 -0.00039856 0.000105825 0 0 0
0.0038 -0.0102809 -0.0189172 -29.924 0 -1.9924 0 -1.9924 0.595486 1.06144 -2.9924 -2.9924 0.0614403 0.00019924 0.00019924 0.000102809 0 0 0 0 0.00019924 0 0.00019924 -0.00039848 0.000106144 0 0 0
0.004 -0.0103179 -0.0195738 -29.92 0 -1.992 0 -1.992 0.626666 1.06462 -2.992 -2.992 0.064624 0.0001992 0.0001992 0.000103179 0 0 0 0 0.0001992 0 0.0001992 -0.0003984 0.000106462 0 0 0
0.0042 -0.0103573 -0.0202152 -29.916 0 -1.9916 0 -1.9916 0.657822 1.0678 -2.9916 -2.9916 0.0678037 0.00019916 0.00019916 0.000103573 0 0 0 0 0.00019916 0 0.00019916 -0.00039832 0.00010678 0 0 0
0.0044 -0.0103991 -0.0208366 -29.912 0 -1.9912 0 -1.9912 0.688951 1.07098 -2.9912 -2.9912 0.0709788 0.00019912 0.00019912 0.000103991 0 0 0 0 0.00019912 0 0.00019912 -0.00039824 0.000107098 0 0 0
0.0046 -0.0104431 -0.0214334 -29.908 0 -1.9908 0 -1.9908 0.720054 1.07415 -2.9908 -2.9908 0.0741487 0.00019908 0.00019908 0.000104431 0 0 0 0 0.00019908 0 0.00019908 -0.00039816 0.000107415 0 0 0
0.0048 -0.0104891 -0.0220015 -29.904 0 -1.9904 0 -1.9904 0.751128 1.07731 -2.9904 -2.9904 0.0773129 0.00019904 0.00019904 0.000104891 0 0 0 0 0.00019904 0 0.00019904 -0.00039808 0.000107731 0 0 0
0.005 -0.0105371 -0.0225367 -29.9 0 -1.99 0 -1.99 0.782172 1.08047 -2.99 -2.99 0.0804709 0.000199 0.000199 0.000105371 0 0 0 0 0.000199 0 0.000199 -0.000398 0.000108047 0 0 0
0.0052 -0.0105869 -0.0230353 -29.896 0 -1.9896 0 -1.9896 0.813186 1.08362 -2.9896 -2.9896 0.0836221 0.00019896 0.00019896 0.000105869 0 0 0 0 0.00019896 0 0.00019896 -0.00039792 0.000108362 0 0 0
0.0054 -0.0106383 -0.023494 -29.892 0 -1.9892 0 -1.9892 0.844167 1.08677 -2.9892 -2.9892 0.0867661 0.00019892 0.00019892 0.000106383 0 0 0 0 0.00019892 0 0.00019892 -0.00039784 0.000108677 0 0 0
0.0056 -0.0106912 -0.0239097 -29.888 0 -1.9888 0 -1.9888 0.875115 1.0899 -2.9888 -2.9888 0.0899025 0.00019888 0.00019888 0.000106912 0 0 0 0 0.00019888 0 0.00019888 -0.00039776 0.00010899 0 0 0
0.0058 -0.0107453 -0.0242796 -29.884 0 -1.9884 0 -1.9884 0.906029 1.09303 -2.9884 -2.9884 0.0930308 0.00019884 0.00019884 0.000107453 0 0 0 0 0.00019884 0 0.00019884 -0.00039768 0.000109303 0 0 0
0.006 -0.0108005 -0.0246016 -29.88 0 -1.988 0 -1.988 0.936907 1.09615 -2.988 -2.988 0.0961508 0.0001988 0.0001988 0.000108005 0 0 0 0 0.0001988 0 0.0001988 -0.0003976 0.000109615 0 0 0
0.0062 -0.0108566 -0.0248736 -29.876 0 -1.9876 0 -1.9876 0.967747 1.09926 -2.9876 -2.9876 0.0992621 0.00019876 0.00019876 0.000108566 0 0 0 0 0.00019876 0 0.00019876 -0.00039752 0.000109926 0 0 0
0.0064 -0.0109133 -0.0250942 -29.872 0 -1.9872 0 -1.9872 0.99855 1.10236 -2.9872 -2.9872 0.102364 0.00019872 0.00019872 0.000109133 0 0 0 0 0.00019872 0 0.00019872 -0.00039744 0.000110236 0 0 0
0.0066 -0.0109705 -0.0252624 -29.868 0 -1.9868 0 -1.9868 1.02931 1.10546 -2.9868 -2.9868 0.105458 0.00019868 0.00019868 0.000109705 0 0 0 0 0.00019868 0 0.00019868 -0.00039736 0.000110546 0 0 0
0.0068 -0.0110279 -0.0253774 -29.864 0 -1.9864 0 -1.9864 1.06004 1.10854 -2.9864 -2.9864 0.108541 0.00019864 0.00019864 0.000110279 0 0 0 0 0.00019864 0 0.00019864 -0.00039728 0.000110854 0 0 0
0.007 -0.0110853 -0.0254391 -29.86 0 -1.986 0 -1.986 1.09072 1.11162 -2.986 -2.986 0.111616 0.0001986 0.0001986 0.000110853 0 0 0 0 0.0001986 0 0.0001986 -0.0003972 0.000111162 0 0 0
0.0072 -0.0111425 -0.0254476 -29.856 0 -1.9856 0 -1.9856 1.12135 1.11468 -2.9856 -2.9856 0.11468 0.00019856 0.00019856 0.000111425 0 0 0 0 0.00019856 0 0.00019856 -0.00039712 0.000111468 0 0 0
0.0074 -0.0111993 -0.0254037 -29.852 0 -1.9852 0 -1.9852 1.15195 1.11774 -2.9852 -2.9852 0.117735 0.00019852 0.00019852 0.000111993 0 0 0 0 0.00019852 0 0.00019852 -0.00039704 0.000111774 0 0 0
0.0076 -0.0112556 -0.0253081 -29.848 0 -1.9848 0 -1.9848 1.18249 1.12078 -2.9848 -2.9848 0.12078 0.00019848 0.00019848 0.000112556 0 0 0 0 0.00019848 0 0.00019848 -0.00039696 0.000112078 0 0 0
0.0078 -0.011311 -0.0251625 -29.844 0 -1.9844 0 -1.9844 1.213 1.12382 -2.9844 -2.9844 0.123816 0.00019844 0.00019844 0.00011311 0 0 0 0 0.00019844 0 0.00019844 -0.00039688 0.000112382 0 0 0
0.008 -0.0113654 -0.0249686 -29.84 0 -1.984 0 -1.984 1.24345 1.12684 -2.984 -2.984 0.126842 0.0001984 0.0001984 0.000113654 0 0 0 0 0.0001984 0 0.0001984 -0.0003968 0.000112684 0 0 0
0.0082 -0.0114186 -0.0247285 -29.836 0 -1.9836 0 -1.9836 1.27385 1.12986 -2.9836 -2.9836 0.129858 0.00019836 0.00019836 0.000114186 0 0 0 0 0.00019836 0 0.00019836 -0.00039672 0.000112986 0 0 0
0.0084 -0.0114705 -0.0244448 -29.832 0 -1.9832 0 -1.9832 1.30421 1.13287 -2.9832 -2.9832 0.132865 0.00019832 0.00019832 0.000114705 0 0 0 0 0.00019832 0 0.00019832 -0.00039664 0.000113287 0 0 0
0.0086 -0.0115209 -0.0241203 -29.828 0 -1.9828 0 -1.9828 1.33451 1.13586 -2.9828 -2.9828 0.135863 0.00019828 0.00019828 0.000115209 0 0 0 0 0.00019828 0 0.00019828 -0.00039656 0.000113586 0 0 0
0.0088 -0.0115697 -0.023758 -29.824 0 -1.9824 0 -1.9824 1.36476 1.13885 -2.9824 -2.9824 0.138852 0.00019824 0.00019824 0.000115697 0 0 0 0 0.00019824 0 0.00019824 -0.00039648 0.000113885 0 0 0
0.009 -0.0116166 -0.0233613 -29.82 0 -1.982 0 -1.982 1.39496 1.14183 -2.982 -2.982 0.141832 0.0001982 0.0001982 0.000116166 0 0 0 0 0.0001982 0 0.0001982 -0.0003964 0.000114183 0 0 0
0.0092 -0.0116617 -0.0229339 -29.816 0 -1.9816 0 -1.9816 1.4251 1.1448 -2.9816 -2.9816 0.144803 0.00019816 0.00019816 0.000116617 0 0 0 0 0.00019816 0 0.00019816 -0.00039632 0.00011448 0 0 0
0.0094 -0.0117048 -0.0224796 -29.812 0 -1.9812 0 -1.9812 1.45518 1.14777 -2.9812 -2.9812 0.147766 0.00019812 0.00019812 0.000117048 0 0 0 0 0.00019812 0 0.00019812 -0.00039624 0.000114777 0 0 0
0.0096 -0.0117459 -0.0220023 -29.808 0 -1.9808 0 -1.9808 1.48521 1.15072 -2.9808 -2.9808 0.150721 0.00019808 0.00019808 0.000117459 0 0 0 0 0.00019808 0 0.00019808 -0.00039616 0.000115072 0 0 0
0.0098 -0.0117847 -0.0215062 -29.804 0 -1.9804 0 -1.9804 1.51518 1.15367 -2.9804 -2.9804 0.153668 0.00019804 0.00019804 0.000117847 0 0 0 0 0.00019804 0 0.00019804 -0.00039608 0.000115367 0 0 0
0.01 -0.0118214 -0.0209954 -29.8 0 -1.98 0 -1.98 1.54508 1.15661 -2.98 -2.98 0.156608 0.000198 0.000198 0.000118214 0 0 0 0 0.000198 0 0.000198 -0.000396 0.000115661 0 0 0
0.0102 -0.0118559 -0.0204744 -29.796 0 -1.9796 0 -1.9796 1.57493 1.15954 -2.9796 -2.9796 0.159541 0.00019796 0.00019796 0.000118559 0 0 0 0 0.00019796 0 0.00019796 -0.00039592 0.000115954 0 0 0
0.0104 -0.0118881 -0.0199475 -29.792 0 -1.9792 0 -1.9792 1.60472 1.16247 -2.9792 -2.9792 0.162467 0.00019792 0.00019792 0.000118881 0 0 0 0 0.00019792 0 0.00019792 -0.00039584 0.000116247 0 0 0
0.0106 -0.0119182 -0.0194189 -29.788 0 -1.9788 0 -1.9788 1.63444 1.16539 -2.9788 -2.9788 0.165386 0.00019788 0.00019788 0.000119182 0 0 0 0 0.00019788 0 0.00019788 -0.00039576 0.000116539 0 0 0
0.0108 -0.0119459 -0.018893 -29.784 0 -1.9784 0 -1.9784 1.6641 1.1683 -2.9784 -2.9784 0.168299 0.00019784 0.00019784 0.000119459 0 0 0 0 0.00019784 0 0.00019784 -0.00039568 0.00011683 0 0 0
0.011 -0.0119716 -0.018374 -29.78 0 -1.978 0 -1.978 1.69369 1.17121 -2.978 -2.978 0.171206 0.0001978 0.0001978 0.000119716 0 0 0 0 0.0001978 0 0.0001978 -0.0003956 0.000117121 0 0 0
0.0112 -0.011995 -0.0178661 -29.776 0 -1.9776 0 -1.9776 1.72321 1.17411 -2.9776 -2.9776 0.174108 0.00019776 0.00019776 0.00011995 0 0 0 0 0.00019776 0 0.00019776 -0.00039552 0.000117411 0 0 0
0.0114 -0.0120165 -0.0173733 -29.772 0 -1.9772 0 -1.9772 1.75267 1.177 -2.9772 -2.9772 0.177004 0.00019772 0.00019772 0.000120165 0 0 0 0 0.00019772 0 0.00019772 -0.00039544 0.0001177 0 0 0
0.0116 -0.0120359 -0.0168993 -29.768 0 -1.9768 0 -1.9768 1.78206 1.1799 -2.9768 -2.9768 0.179896 0.00019768 0.00019768 0.000120359 0 0 0 0 0.00019768 0 0.00019768 -0.00039536 0.00011799 0 0 0
0.0118 -0.0120535 -0.016448 -29.764 0 -1.9764 0 -1.9764 1.81138 1.18278 -2.9764 -2.9764 0.182782 0.00019764 0.00019764 0.000120535 0 0 0 0 0.00019764 0 0.00019764 -0.00039528 0.000118278 0 0 0
0.012 -0.0120693 -0.0160227 -29.76 0 -1.976 0 -1.976 1.84062 1.18566 -2.976 -2.976 0.185665 0.0001976 0.0001976 0.000120693 0 0 0 0 0.0001976 0 0.0001976 -0.0003952 0.000118566 0 0 0
0.0122 -0.0120835 -0.0156266 -29.756 0 -1.9756 0 -1.9756 1.8698 1.18854 -2.9756 -2.9756 0.188542 0.00019756 0.00019756 0.000120835 0 0 0 0 0.00019756 0 0.00019756 -0.00039512 0.000118854 0 0 0
0.0124 -0.0120961 -0.0152626 -29.752 0 -1.9752 0 -1.9752 1.8989 1.19142 -2.9752 -2.9752 0.191416 0.00019752 0.00019752 0.000120961 0 0 0 0 0.00019752 0 0.00019752 -0.00039504 0.000119142 0 0 0
0.0126 -0.0121074 -0.0149334 -29.748 0 -1.9748 0 -1.9748 1.92792 1.19429 -2.9748 -2.9748 0.194285 0.00019748 0.00019748 0.000121074 0 0 0 0 0.00019748 0 0.00019748 -0.00039496 0.000119429 0 0 0
0.0128 -0.0121175 -0.0146413 -29.744 0 -1.9744 0 -1.9744 1.95687 1.19715 -2.9744 -2.9744 0.197151 0.00019744 0.00019744 0.000121175 0 0 0 0 0.00019744 0 0.00019744 -0.00039488 0.000119715 0 0 0
0.013 -0.0121266 -0.0143884 -29.74 0 -1.974 0 -1.974 1.98574 1.20001 -2.974 -2.974 0.200013 0.0001974 0.0001974 0.000121266 0 0 0 0 0.0001974 0 0.0001974 -0.0003948 0.000120001 0 0 0
0.0132 -0.0121348 -0.0141763 -29.736 0 -1.9736 0 -1.9736 2.01453 1.20287 -2.9736 -2.9736 0.202871 0.00019736 0.00019736 0.000121348 0 0 0 0 0.00019736 0 0.00019736 -0.00039472 0.000120287 0 0 0
0.0134 -0.0121422 -0.0140064 -29.732 0 -1.9732 0 -1.9732 2.04325 1.20573 -2.9732 -2.9732 0.205725 0.00019732 0.00019732 0.000121422 0 0 0 0 0.00019732 0 0.00019732 -0.00039464 0.000120573 0 0 0
0.0136 -0.0121491 -0.0138796 -29.728 0 -1.9728 0 -1.9728 2.07188 1.20858 -2.9728 -2.9728 0.208576 0.00019728 0.00019728 0.000121491 0 0 0 0 0.00019728 0 0.00019728 -0.00039456 0.000120858 0 0 0
0.0138 -0.0121557 -0.0137967 -29.724 0 -1.9724 0 -1.9724 2.10043 1.21142 -2.9724 -2.9724 0.211423 0.00019724 0.00019724 0.000121557 0 0 0 0 0.00019724 0 0.00019724 -0.00039448 0.000121142 0 0 0
0.014 -0.0121621 -0.0137578 -29.72 0 -1.972 0 -1.972 2.1289 1.21427 -2.972 -2.972 0.214265 0.0001972 0.0001972 0.000121621 0 0 0 0 0.0001972 0 0.0001972 -0.0003944 0.000121427 0 0 0
0.0142 -0.0121685 -0.013763 -29.716 0 -1.9716 0 -1.9716 2.15728 1.2171 -2.9716 -2.9716 0.217104 0.00019716 0.00019716 0.000121685 0 0 0 0 0.00019716 0 0.00019716 -0.00039432 0.00012171 0 0 0
0.0144 -0.012175 -0.0138117 -29.712 0 -1.9712 0 -1.9712 2.18558 1.21994 -2.9712 -2.9712 0.219939 0.00019712 0.00019712 0.00012175 0 0 0 0 0.00019712 0 0.00019712 -0.00039424 0.000121994 0 0 0
0.0146 -0.0121819 -0.0139033 -29.708 0 -1.9708 0 -1.9708 2.21379 1.22277 -2.9708 -2.9708 0.222769 0.00019708 0.00019708 0.000121819 0 0 0 0 0.00019708 0 0.00019708 -0.00039416 0.000122277 0 0 0
0.0148 -0.0121893 -0.0140367 -29.704 0 -1.9704 0 -1.9704 2.24192 1.2256 -2.9704 -2.9704 0.225595 0.00019704 0.00019704 0.000121893 0 0 0 0 0.00019704 0 0.00019704 -0.00039408 0.00012256 0 0 0
0.015 -0.0121973 -0.0142103 -29.7 0 -1.97 0 -1.97 2.26995 1.22842 -2.97 -2.97 0.228416 0.000197 0.000197 0.000121973 0 0 0 0 0.000197 0 0.000197 -0.000394 0.000122842 0 0 0
0.0152 -0.0122062 -0.0144226 -29.696 0 -1.9696 0 -1.9696 2.2979 1.23123 -2.9696 -2.9696 0.231232 0.00019696 0.00019696 0.000122062 0 0 0 0 0.00019696 0 0.00019696 -0.00039392 0.000123123 0 0 0
0.0154 -0.012216 -0.0146714 -29.692 0 -1.9692 0 -1.9692 2.32576 1.23404 -2.9692 -2.9692 0.234043 0.00019692 0.00019692 0.00012216 0 0 0 0 0.00019692 0 0.00019692 -0.00039384 0.000123404 0 0 0
0.0156 -0.0122269 -0.0149545 -29.688 0 -1.9688 0 -1.9688 2.35352 1.23685 -2.9688 -2.9688 0.236847 0.00019688 0.00019688 0.000122269 0 0 0 0 0.00019688 0 0.00019688 -0.00039376 0.000123685 0 0 0
0.0158 -0.0122391 -0.0152693 -29.684 0 -1.9684 0 -1.9684 2.38119 1.23965 -2.9684 -2.9684 0.239646 0.00019684 0.00019684 0.000122391 0 0 0 0 0.00019684 0 0.00019684 -0.00039368 0.000123965 0 0 0
0.016 -0.0122525 -0.0156131 -29.68 0 -1.968 0 -1.968 2.40877 1.24244 -2.968 -2.968 0.242438 0.0001968 0.0001968 0.000122525 0 0 0 0 0.0001968 0 0.0001968 -0.0003936 0.000124244 0 0 0
0.0162 -0.0122674 -0.0159828 -29.676 0 -1.9676 0 -1.9676 2.43625 1.24522 -2.9676 -2.9676 0.245223 0.00019676 0.00019676 0.000122674 0 0 0 0 0.00019676 0 0.00019676 -0.00039352 0.000124522 0 0 0
0.0164 -0.0122837 -0.0163754 -29.672 0 -1.9672 0 -1.9672 2.46364 1.248 -2.9672 -2.9672 0.248001 0.00019672 0.00019672 0.000122837 0 0 0 0 0.00019672 0 0.00019672 -0.00039344 0.0001248 0 0 0
0.0166 -0.0123017 -0.0167875 -29.668 0 -1.9668 0 -1.9668 2.49093 1.25077 -2.9668 -2.9668 0.250771 0.00019668 0.00019668 0.000123017 0 0 0 0 0.00019668 0 0.00019668 -0.00039336 0.000125077 0 0 0
0.0168 -0.0123212 -0.0172156 -29.664 0 -1.9664 0 -1.9664 2.51812 1.25353 -2.9664 -2.9664 0.253533 0.00019664 0.00019664 0.000123212 0 0 0 0 0.00019664 0 0.00019664 -0.00039328 0.000125353 0 0 0
0.017 -0.0123425 -0.0176564 -29.66 0 -1.966 0 -1.966 2.54521 1.25629 -2.966 -2.966 0.256286 0.0001966 0.0001966 0.000123425 0 0 0 0 0.0001966 0 0.0001966 -0.0003932 0.000125629 0 0 0
0.0172 -0.0123655 -0.0181061 -29.656 0 -1.9656 0 -1.9656 2.5722 1.25903 -2.9656 -2.9656 0.25903 0.00019656 0.00019656 0.000123655 0 0 0 0 0.00019656 0 0.00019656 -0.00039312 0.000125903 0 0 0
0.0174 -0.0123901 -0.0185611 -29.652 0 -1.9652 0 -1.9652 2.59909 1.26176 -2.9652 -2.9652 0.261765 0.00019652 0.00019652 0.000123901 0 0 0 0 0.00019652 0 0.00019652 -0.00039304 0.000126176 0 0 0
0.0176 -0.0124166 -0.0190177 -29.648 0 -1.9648 0 -1.9648 2.62587 1.26449 -2.9648 -2.9648 0.264489 0.00019648 0.00019648 0.000124166 0 0 0 0 0.00019648 0 0.00019648 -0.00039296 0.000126449 0 0 0
0.0178 -0.0124447 -0.0194725 -29.644 0 -1.9644 0 -1.9644 2.65256 1.2672 -2.9644 -2.9644 0.267203 0.00019644 0.00019644 0.000124447 0 0 0 0 0.00019644 0 0.00019644 -0.00039288 0.00012672 0 0 0
0.018 -0.0124745 -0.0199217 -29.64 0 -1.964 0 -1.964 2.67913 1.26991 -2.964 -2.964 0.269906 0.0001964 0.0001964 0.000124745 0 0 0 0 0.0001964 0 0.0001964 -0.0003928 0.000126991 0 0 0
0.0182 -0.0125059 -0.0203619 -29.636 0 -1.9636 0 -1.9636 2.70561 1.2726 -2.9636 -2.9636 0.272597 0.00019636 0.00019636 0.000125059 0 0 0 0 0.00019636 0 0.00019636 -0.00039272 0.00012726 0 0 0
0.0184 -0.0125389 -0.0207896 -29.632 0 -1.9632 0 -1.9632 2.73197 1.27528 -2.9632 -2.9632 0.275276 0.00019632 0.00019632 0.000125389 0 0 0 0 0.00019632 0 0.00019632 -0.00039264 0.000127528 0 0 0
0.0186 -0.0125734 -0.0212017 -29.628 0 -1.9628 0 -1.9628 2.75823 1.27794 -2.9628 -2.9628 0.277943 0.00019628 0.00019628 0.000125734 0 0 0 0 0.00019628 0 0.00019628 -0.00039256 0.000127794 0 0 0
0.0188 -0.0126093 -0.021595 -29.624 0 -1.9624 0 -1.9624 2.78438 1.2806 -2.9624 -2.9624 0.280597 0.00019624 0.00019624 0.000126093 0 0 0 0 0.00019624 0 0.00019624 -0.00039248 0.00012806 0 0 0
0.019 -0.0126466 -0.0219665 -29.62 0 -1.962 0 -1.962 2.81042 1.28324 -2.962 -2.962 0.283238 0.0001962 0.0001962 0.000126466 0 0 0 0 0.0001962 0 0.0001962 -0.0003924 0.000128324 0 0 0
0.0192 -0.0126851 -0.0223136 -29.616 0 -1.9616 0 -1.9616 2.83634 1.28587 -2.9616 -2.9616 0.285866 0.00019616 0.00019616 0.000126851 0 0 0 0 0.00019616 0 0.00019616 -0.00039232 0.000128587 0 0 0
0.0194 -0.0127248 -0.0226336 -29.612 0 -1.9612 0 -1.9612 2.86216 1.28848 -2.9612 -2.9612 0.288479 0.00019612 0.00019612 0.000127248 0 0 0 0 0.00019612 0 0.00019612 -0.00039224 0.000128848 0 0 0
0.0196 -0.0127654 -0.0229244 -29.608 0 -1.9608 0 -1.9608 2.88786 1.29108 -2.9608 -2.9608 0.291079 0.00019608 0.00019608 0.000127654 0 0 0 0 0.00019608 0 0.00019608 -0.00039216 0.000129108 0 0 0
0.0198 -0.0128069 -0.0231839 -29.604 0 -1.9604 0 -1.9604 2.91345 1.29366 -2.9604 -2.9604 0.293664 0.00019604 0.00019604 0.000128069 0 0 0 0 0.00019604 0 0.00019604 -0.00039208 0.000129366 0 0 0
0.02 -0.0128492 -0.0234102 -29.6 0 -1.96 0 -1.96 2.93893 1.29623 -2.96 -2.96 0.296234 0.000196 0.000196 0.000128492 0 0 0 0 0.000196 0 0.000196 -0.000392 0.000129623 0 0 0
0.0202 -0.012892 -0.023602 -29.596 0 -1.9596 0 -1.9596 2.96428 1.29879 -2.9596 -2.9596 0.298789 0.00019596 0.00019596 0.00012892 0 0 0 0 0.00019596 0 0.00019596 -0.00039192 0.000129879 0 0 0
0.0204 -0.0129353 -0.023758 -29.592 0 -1.9592 0 -1.9592 2.98952 1.30133 -2.9592 -2.9592 0.301328 0.00019592 0.00019592 0.000129353 0 0 0 0 0.00019592 0 0.00019592 -0.00039184 0.000130133 0 0 0
0.0206 -0.0129789 -0.0238773 -29.588 0 -1.9588 0 -1.9588 3.01465 1.30385 -2.9588 -2.9588 0.303853 0.00019588 0.00019588 0.000129789 0 0 0 0 0.00019588 0 0.00019588 -0.00039176 0.000130385 0 0 0
0.0208 -0.0130226 -0.0239593 -29.584 0 -1.9584 0 -1.9584 3.03965 1.30636 -2.9584 -2.9584 0.306361 0.00019584 0.00019584 0.000130226 0 0 0 0 0.00019584 0 0.00019584 -0.00039168 0.000130636 0 0 0
0.021 -0.0130664 -0.0240036 -29.58 0 -1.958 0 -1.958 3.06454 1.30885 -2.958 -2.958 0.308854 0.0001958 0.0001958 0.000130664 0 0 0 0 0.0001958 0 0.0001958 -0.0003916 0.000130885 0 0 0
0.0212 -0.01311 -0.0240103 -29.576 0 -1.9576 0 -1.9576 3.0893 1.31133 -2.9576 -2.9576 0.311331 0.00019576 0.00019576 0.0001311 0 0 0 0 0.00019576 0 0.00019576 -0.00039152 0.000131133 0 0 0
0.0214 -0.0131533 -0.0239796 -29.572 0 -1.9572 0 -1.9572 3.11394 1.31379 -2.9572 -2.9572 0.313792 0.00019572 0.00019572 0.000131533 0 0 0 0 0.00019572 0 0.00019572 -0.00039144 0.000131379 0 0 0
0.0216 -0.0131961 -0.023912 -29.568 0 -1.9568 0 -1.9568 3.13846 1.31624 -2.9568 -2.9568 0.316237 0.00019568 0.00019568 0.000131961 0 0 0 0 0.00019568 0 0.00019568 -0.00039136 0.000131624 0 0 0
0.0218 -0.0132384 -0.0238085 -29.564 0 -1.9564 0 -1.9564 3.16285 1.31867 -2.9564 -2.9564 0.318666 0.00019564 0.00019564 0.000132384 0 0 0 0 0.00019564 0 0.00019564 -0.00039128 0.000131867 0 0 0
0.022 -0.01328 -0.0236701 -29.56 0 -1.956 0 -1.956 3.18712 1.32108 -2.956 -2.956 0.321079 0.0001956 0.0001956 0.0001328 0 0 0 0 0.0001956 0 0.0001956 -0.0003912 0.000132108 0 0 0
