t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 jL0102 jE1400 jE1500 jE1600 jE0900 jE1800 jE1100 jE2000 jxH2100 jyH2100 jxH2200 jyH2200 jxH2300 jyH2300 jxH2400 jyH2400 jV0300 jV1200 jV0514 jV0715 jV1716 jV1918 jV1320 
0 -0.000100001 -0.000100001 -25 0 -1.5 0 -1.5 0 0 0 0 0 1.00001 -2.5 -2.5 -2.5 -1.5 -2.5 -1.5 1.00001e-05 1.5e-06 1.5e-06 0 0 1.00001e-06 0 0 0 0 0 0 0 0 1.5e-06 0 1.5e-06 0 0 0 0 -3e-06 1.00001e-06 0 0 0 0 0
0.0002 -0.000100003 -0.000100624 -24.997 0 -1.4997 0 -1.4997 0 0 0 0 0.0314157 1.00315 -2.4997 -2.4997 -2.4997 -1.4997 -2.4997 -1.4997 0.00315163 1.4997e-06 1.4997e-06 0 0 1.00003e-06 0 0 0 0 0 0 0 0 1.4997e-06 0 1.4997e-06 0 0 0 0 -2.9994e-06 1.00315e-06 0 0 0 0 0
0.0004 -0.000100011 -0.000101861 -24.994 0 -1.4994 0 -1.4994 0 0 0 0 0.0628302 1.00629 -2.4994 -2.4994 -2.4994 -1.4994 -2.4994 -1.4994 0.00629321 1.4994e-06 1.4994e-06 0 0 1.00011e-06 0 0 0 0 0 0 0 0 1.4994e-06 0 1.4994e-06 0 0 0 0 -2.9988e-06 1.00629e-06 0 0 0 0 0
0.0006 -0.000100026 -0.000103697 -24.991 0 -1.4991 0 -1.4991 0 0 0 0 0.0942422 1.00943 -2.4991 -2.4991 -2.4991 -1.4991 -2.4991 -1.4991 0.00943459 1.4991e-06 1.4991e-06 0 0 1.00026e-06 0 0 0 0 0 0 0 0 1.4991e-06 0 1.4991e-06 0 0 0 0 -2.9982e-06 1.00943e-06 0 0 0 0 0
0.0008 -0.00010005 -0.000106113 -24.988 0 -1.4988 0 -1.4988 0 0 0 0 0.12565 1.01258 -2.4988 -2.4988 -2.4988 -1.4988 -2.4988 -1.4988 0.0125757 1.4988e-06 1.4988e-06 0 0 1.0005e-06 0 0 0 0 0 0 0 0 1.4988e-06 0 1.4988e-06 0 0 0 0 -2.9976e-06 1.01258e-06 0 0 0 0 0
0.001 -0.000100086 -0.000109084 -24.985 0 -1.4985 0 -1.4985 0 0 0 0 0.157054 1.01572 -2.4985 -2.4985 -2.4985 -1.4985 -2.4985 -1.4985 0.0157163 1.4985e-06 1.4985e-06 0 0 1.00086e-06 0 0 0 0 0 0 0 0 1.4985e-06 0 1.4985e-06 0 0 0 0 -2.997e-06 1.01572e-06 0 0 0 0 0
0.0012 -0.000100136 -0.000112584 -24.982 0 -1.4982 0 -1.4982 0 0 0 0 0.188451 1.01886 -2.4982 -2.4982 -2.4982 -1.4982 -2.4982 -1.4982 0.0188563 1.4982e-06 1.4982e-06 0 0 1.00136e-06 0 0 0 0 0 0 0 0 1.4982e-06 0 1.4982e-06 0 0 0 0 -2.9964e-06 1.01886e-06 0 0 0 0 0
0.0014 -0.000100201 -0.000116581 -24.979 0 -1.4979 0 -1.4979 0 0 0 0 0.219841 1.022 -2.4979 -2.4979 -2.4979 -1.4979 -2.4979 -1.4979 0.0219957 1.4979e-06 1.4979e-06 0 0 1.00201e-06 0 0 0 0 0 0 0 0 1.4979e-06 0 1.4979e-06 0 0 0 0 -2.9958e-06 1.022e-06 0 0 0 0 0
0.0016 -0.000100284 -0.00012104 -24.976 0 -1.4976 0 -1.4976 0 0 0 0 0.251222 1.02513 -2.4976 -2.4976 -2.4976 -1.4976 -2.4976 -1.4976 0.0251343 1.4976e-06 1.4976e-06 0 0 1.00284e-06 0 0 0 0 0 0 0 0 1.4976e-06 0 1.4976e-06 0 0 0 0 -2.9952e-06 1.02513e-06 0 0 0 0 0
0.0018 -0.000100386 -0.000125922 -24.973 0 -1.4973 0 -1.4973 0 0 0 0 0.282593 1.02827 -2.4973 -2.4973 -2.4973 -1.4973 -2.4973 -1.4973 0.0282719 1.4973e-06 1.4973e-06 0 0 1.00386e-06 0 0 0 0 0 0 0 0 1.4973e-06 0 1.4973e-06 0 0 0 0 -2.9946e-06 1.02827e-06 0 0 0 0 0
0.002 -0.000100509 -0.000131185 -24.97 0 -1.497 0 -1.497 0 0 0 0 0.313953 1.03141 -2.497 -2.497 -2.497 -1.497 -2.497 -1.497 0.0314084 1.497e-06 1.497e-06 0 0 1.00509e-06 0 0 0 0 0 0 0 0 1.497e-06 0 1.497e-06 0 0 0 0 -2.994e-06 1.03141e-06 0 0 0 0 0
0.0022 -0.000100654 -0.000136787 -24.967 0 -1.4967 0 -1.4967 0 0 0 0 0.3453 1.03454 -2.4967 -2.4967 -2.4967 -1.4967 -2.4967 -1.4967 0.0345437 1.4967e-06 1.4967e-06 0 0 1.00654e-06 0 0 0 0 0 0 0 0 1.4967e-06 0 1.4967e-06 0 0 0 0 -2.9934e-06 1.03454e-06 0 0 0 0 0
0.0024 -0.000100821 -0.000142681 -24.964 0 -1.4964 0 -1.4964 0 0 0 0 0.376634 1.03768 -2.4964 -2.4964 -2.4964 -1.4964 -2.4964 -1.4964 0.0376777 1.4964e-06 1.4964e-06 0 0 1.00821e-06 0 0 0 0 0 0 0 0 1.4964e-06 0 1.4964e-06 0 0 0 0 -2.9928e-06 1.03768e-06 0 0 0 0 0
0.0026 -0.000101012 -0.000148818 -24.961 0 -1.4961 0 -1.4961 0 0 0 0 0.407953 1.04081 -2.4961 -2.4961 -2.4961 -1.4961 -2.4961 -1.4961 0.0408102 1.4961e-06 1.4961e-06 0 0 1.01012e-06 0 0 0 0 0 0 0 0 1.4961e-06 0 1.4961e-06 0 0 0 0 -2.9922e-06 1.04081e-06 0 0 0 0 0
0.0028 -0.000101228 -0.000155151 -24.958 0 -1.4958 0 -1.4958 0 0 0 0 0.439256 1.04394 -2.4958 -2.4958 -2.4958 -1.4958 -2.4958 -1.4958 0.0439411 1.4958e-06 1.4958e-06 0 0 1.01228e-06 0 0 0 0 0 0 0 0 1.4958e-06 0 1.4958e-06 0 0 0 0 -2.9916e-06 1.04394e-06 0 0 0 0 0
0.003 -0.000101469 -0.000161628 -24.955 0 -1.4955 0 -1.4955 0 0 0 0 0.470542 1.04707 -2.4955 -2.4955 -2.4955 -1.4955 -2.4955 -1.4955 0.0470703 1.4955e-06 1.4955e-06 0 0 1.01469e-06 0 0 0 0 0 0 0 0 1.4955e-06 0 1.4955e-06 0 0 0 0 -2.991e-06 1.04707e-06 0 0 0 0 0
0.0032 -0.000101734 -0.000168199 -24.952 0 -1.4952 0 -1.4952 0 0 0 0 0.501809 1.0502 -2.4952 -2.4952 -2.4952 -1.4952 -2.4952 -1.4952 0.0501977 1.4952e-06 1.4952e-06 0 0 1.01734e-06 0 0 0 0 0 0 0 0 1.4952e-06 0 1.4952e-06 0 0 0 0 -2.9904e-06 1.0502e-06 0 0 0 0 0
0.0034 -0.000102026 -0.000174812 -24.949 0 -1.4949 0 -1.4949 0 0 0 0 0.533056 1.05332 -2.4949 -2.4949 -2.4949 -1.4949 -2.4949 -1.4949 0.0533231 1.4949e-06 1.4949e-06 0 0 1.02026e-06 0 0 0 0 0 0 0 0 1.4949e-06 0 1.4949e-06 0 0 0 0 -2.9898e-06 1.05332e-06 0 0 0 0 0
0.0036 -0.000102342 -0.000181418 -24.946 0 -1.4946 0 -1.4946 0 0 0 0 0.564282 1.05645 -2.4946 -2.4946 -2.4946 -1.4946 -2.4946 -1.4946 0.0564463 1.4946e-06 1.4946e-06 0 0 1.02342e-06 0 0 0 0 0 0 0 0 1.4946e-06 0 1.4946e-06 0 0 0 0 -2.9892e-06 1.05645e-06 0 0 0 0 0
0.0038 -0.000102683 -0.000187965 -24.943 0 -1.4943 0 -1.4943 0 0 0 0 0.595486 1.05957 -2.4943 -2.4943 -2.4943 -1.4943 -2.4943 -1.4943 0.0595674 1.4943e-06 1.4943e-06 0 0 1.02683e-06 0 0 0 0 0 0 0 0 1.4943e-06 0 1.4943e-06 0 0 0 0 -2.9886e-06 1.05957e-06 0 0 0 0 0
0.004 -0.000103048 -0.000194406 -24.94 0 -1.494 0 -1.494 0 0 0 0 0.626666 1.06269 -2.494 -2.494 -2.494 -1.494 -2.494 -1.494 0.0626861 1.494e-06 1.494e-06 0 0 1.03048e-06 0 0 0 0 0 0 0 0 1.494e-06 0 1.494e-06 0 0 0 0 -2.988e-06 1.06269e-06 0 0 0 0 0
0.0042 -0.000103437 -0.000200691 -24.937 0 -1.4937 0 -1.4937 0 0 0 0 0.657822 1.0658 -2.4937 -2.4937 -2.4937 -1.4937 -2.4937 -1.4937 0.0658022 1.4937e-06 1.4937e-06 0 0 1.03437e-06 0 0 0 0 0 0 0 0 1.4937e-06 0 1.4937e-06 0 0 0 0 -2.9874e-06 1.0658e-06 0 0 0 0 0
0.0044 -0.000103849 -0.000206776 -24.934 0 -1.4934 0 -1.4934 0 0 0 0 0.688951 1.06892 -2.4934 -2.4934 -2.4934 -1.4934 -2.4934 -1.4934 0.0689158 1.4934e-06 1.4934e-06 0 0 1.03849e-06 0 0 0 0 0 0 0 0 1.4934e-06 0 1.4934e-06 0 0 0 0 -2.9868e-06 1.06892e-06 0 0 0 0 0
0.0046 -0.000104282 -0.000212617 -24.931 0 -1.4931 0 -1.4931 0 0 0 0 0.720054 1.07203 -2.4931 -2.4931 -2.4931 -1.4931 -2.4931 -1.4931 0.0720267 1.4931e-06 1.4931e-06 0 0 1.04282e-06 0 0 0 0 0 0 0 0 1.4931e-06 0 1.4931e-06 0 0 0 0 -2.9862e-06 1.07203e-06 0 0 0 0 0
0.0048 -0.000104736 -0.000218171 -24.928 0 -1.4928 0 -1.4928 0 0 0 0 0.751128 1.07513 -2.4928 -2.4928 -2.4928 -1.4928 -2.4928 -1.4928 0.0751346 1.4928e-06 1.4928e-06 0 0 1.04736e-06 0 0 0 0 0 0 0 0 1.4928e-06 0 1.4928e-06 0 0 0 0 -2.9856e-06 1.07513e-06 0 0 0 0 0
0.005 -0.000105209 -0.000223401 -24.925 0 -1.4925 0 -1.4925 0 0 0 0 0.782172 1.07824 -2.4925 -2.4925 -2.4925 -1.4925 -2.4925 -1.4925 0.0782396 1.4925e-06 1.4925e-06 0 0 1.05209e-06 0 0 0 0 0 0 0 0 1.4925e-06 0 1.4925e-06 0 0 0 0 -2.985e-06 1.07824e-06 0 0 0 0 0
0.0052 -0.000105699 -0.000228271 -24.922 0 -1.4922 0 -1.4922 0 0 0 0 0.813186 1.08134 -2.4922 -2.4922 -2.4922 -1.4922 -2.4922 -1.4922 0.0813414 1.4922e-06 1.4922e-06 0 0 1.05699e-06 0 0 0 0 0 0 0 0 1.4922e-06 0 1.4922e-06 0 0 0 0 -2.9844e-06 1.08134e-06 0 0 0 0 0
0.0054 -0.000106205 -0.000232748 -24.919 0 -1.4919 0 -1.4919 0 0 0 0 0.844167 1.08444 -2.4919 -2.4919 -2.4919 -1.4919 -2.4919 -1.4919 0.08444 1.4919e-06 1.4919e-06 0 0 1.06205e-06 0 0 0 0 0 0 0 0 1.4919e-06 0 1.4919e-06 0 0 0 0 -2.9838e-06 1.08444e-06 0 0 0 0 0
0.0056 -0.000106726 -0.000236804 -24.916 0 -1.4916 0 -1.4916 0 0 0 0 0.875115 1.08754 -2.4916 -2.4916 -2.4916 -1.4916 -2.4916 -1.4916 0.0875352 1.4916e-06 1.4916e-06 0 0 1.06726e-06 0 0 0 0 0 0 0 0 1.4916e-06 0 1.4916e-06 0 0 0 0 -2.9832e-06 1.08754e-06 0 0 0 0 0
0.0058 -0.000107258 -0.000240413 -24.913 0 -1.4913 0 -1.4913 0 0 0 0 0.906029 1.09063 -2.4913 -2.4913 -2.4913 -1.4913 -2.4913 -1.4913 0.0906269 1.4913e-06 1.4913e-06 0 0 1.07258e-06 0 0 0 0 0 0 0 0 1.4913e-06 0 1.4913e-06 0 0 0 0 -2.9826e-06 1.09063e-06 0 0 0 0 0
0.006 -0.000107801 -0.000243553 -24.91 0 -1.491 0 -1.491 0 0 0 0 0.936907 1.09372 -2.491 -2.491 -2.491 -1.491 -2.491 -1.491 0.093715 1.491e-06 1.491e-06 0 0 1.07801e-06 0 0 0 0 0 0 0 0 1.491e-06 0 1.491e-06 0 0 0 0 -2.982e-06 1.09372e-06 0 0 0 0 0
0.0062 -0.000108353 -0.000246207 -24.907 0 -1.4907 0 -1.4907 0 0 0 0 0.967747 1.0968 -2.4907 -2.4907 -2.4907 -1.4907 -2.4907 -1.4907 0.0967994 1.4907e-06 1.4907e-06 0 0 1.08353e-06 0 0 0 0 0 0 0 0 1.4907e-06 0 1.4907e-06 0 0 0 0 -2.9814e-06 1.0968e-06 0 0 0 0 0
0.0064 -0.000108911 -0.000248362 -24.904 0 -1.4904 0 -1.4904 0 0 0 0 0.99855 1.09988 -2.4904 -2.4904 -2.4904 -1.4904 -2.4904 -1.4904 0.0998798 1.4904e-06 1.4904e-06 0 0 1.08911e-06 0 0 0 0 0 0 0 0 1.4904e-06 0 1.4904e-06 0 0 0 0 -2.9808e-06 1.09988e-06 0 0 0 0 0
0.0066 -0.000109473 -0.000250008 -24.901 0 -1.4901 0 -1.4901 0 0 0 0 1.02931 1.10296 -2.4901 -2.4901 -2.4901 -1.4901 -2.4901 -1.4901 0.102956 1.4901e-06 1.4901e-06 0 0 1.09473e-06 0 0 0 0 0 0 0 0 1.4901e-06 0 1.4901e-06 0 0 0 0 -2.9802e-06 1.10296e-06 0 0 0 0 0
0.0068 -0.000110037 -0.000251139 -24.898 0 -1.4898 0 -1.4898 0 0 0 0 1.06004 1.10603 -2.4898 -2.4898 -2.4898 -1.4898 -2.4898 -1.4898 0.106029 1.4898e-06 1.4898e-06 0 0 1.10037e-06 0 0 0 0 0 0 0 0 1.4898e-06 0 1.4898e-06 0 0 0 0 -2.9796e-06 1.10603e-06 0 0 0 0 0
0.007 -0.000110602 -0.000251755 -24.895 0 -1.4895 0 -1.4895 0 0 0 0 1.09072 1.1091 -2.4895 -2.4895 -2.4895 -1.4895 -2.4895 -1.4895 0.109097 1.4895e-06 1.4895e-06 0 0 1.10602e-06 0 0 0 0 0 0 0 0 1.4895e-06 0 1.4895e-06 0 0 0 0 -2.979e-06 1.1091e-06 0 0 0 0 0
0.0072 -0.000111165 -0.000251858 -24.892 0 -1.4892 0 -1.4892 0 0 0 0 1.12135 1.11216 -2.4892 -2.4892 -2.4892 -1.4892 -2.4892 -1.4892 0.112161 1.4892e-06 1.4892e-06 0 0 1.11165e-06 0 0 0 0 0 0 0 0 1.4892e-06 0 1.4892e-06 0 0 0 0 -2.9784e-06 1.11216e-06 0 0 0 0 0
0.0074 -0.000111723 -0.000251456 -24.889 0 -1.4889 0 -1.4889 0 0 0 0 1.15195 1.11522 -2.4889 -2.4889 -2.4889 -1.4889 -2.4889 -1.4889 0.11522 1.4889e-06 1.4889e-06 0 0 1.11723e-06 0 0 0 0 0 0 0 0 1.4889e-06 0 1.4889e-06 0 0 0 0 -2.9778e-06 1.11522e-06 0 0 0 0 0
0.0076 -0.000112277 -0.000250557 -24.886 0 -1.4886 0 -1.4886 0 0 0 0 1.18249 1.11827 -2.4886 -2.4886 -2.4886 -1.4886 -2.4886 -1.4886 0.118275 1.4886e-06 1.4886e-06 0 0 1.12277e-06 0 0 0 0 0 0 0 0 1.4886e-06 0 1.4886e-06 0 0 0 0 -2.9772e-06 1.11827e-06 0 0 0 0 0
0.0078 -0.000112822 -0.000249178 -24.883 0 -1.4883 0 -1.4883 0 0 0 0 1.213 1.12132 -2.4883 -2.4883 -2.4883 -1.4883 -2.4883 -1.4883 0.121325 1.4883e-06 1.4883e-06 0 0 1.12822e-06 0 0 0 0 0 0 0 0 1.4883e-06 0 1.4883e-06 0 0 0 0 -2.9766e-06 1.12132e-06 0 0 0 0 0
0.008 -0.000113358 -0.000247336 -24.88 0 -1.488 0 -1.488 0 0 0 0 1.24345 1.12437 -2.488 -2.488 -2.488 -1.488 -2.488 -1.488 0.12437 1.488e-06 1.488e-06 0 0 1.13358e-06 0 0 0 0 0 0 0 0 1.488e-06 0 1.488e-06 0 0 0 0 -2.976e-06 1.12437e-06 0 0 0 0 0
0.0082 -0.000113883 -0.000245053 -24.877 0 -1.4877 0 -1.4877 0 0 0 0 1.27385 1.12741 -2.4877 -2.4877 -2.4877 -1.4877 -2.4877 -1.4877 0.12741 1.4877e-06 1.4877e-06 0 0 1.13883e-06 0 0 0 0 0 0 0 0 1.4877e-06 0 1.4877e-06 0 0 0 0 -2.9754e-06 1.12741e-06 0 0 0 0 0
0.0084 -0.000114394 -0.000242353 -24.874 0 -1.4874 0 -1.4874 0 0 0 0 1.30421 1.13044 -2.4874 -2.4874 -2.4874 -1.4874 -2.4874 -1.4874 0.130445 1.4874e-06 1.4874e-06 0 0 1.14394e-06 0 0 0 0 0 0 0 0 1.4874e-06 0 1.4874e-06 0 0 0 0 -2.9748e-06 1.13044e-06 0 0 0 0 0
0.0086 -0.000114892 -0.000239264 -24.871 0 -1.4871 0 -1.4871 0 0 0 0 1.33451 1.13347 -2.4871 -2.4871 -2.4871 -1.4871 -2.4871 -1.4871 0.133475 1.4871e-06 1.4871e-06 0 0 1.14892e-06 0 0 0 0 0 0 0 0 1.4871e-06 0 1.4871e-06 0 0 0 0 -2.9742e-06 1.13347e-06 0 0 0 0 0
0.0088 -0.000115374 -0.000235817 -24.868 0 -1.4868 0 -1.4868 0 0 0 0 1.36476 1.1365 -2.4868 -2.4868 -2.4868 -1.4868 -2.4868 -1.4868 0.1365 1.4868e-06 1.4868e-06 0 0 1.15374e-06 0 0 0 0 0 0 0 0 1.4868e-06 0 1.4868e-06 0 0 0 0 -2.9736e-06 1.1365e-06 0 0 0 0 0
0.009 -0.000115839 -0.000232044 -24.865 0 -1.4865 0 -1.4865 0 0 0 0 1.39496 1.13952 -2.4865 -2.4865 -2.4865 -1.4865 -2.4865 -1.4865 0.139519 1.4865e-06 1.4865e-06 0 0 1.15839e-06 0 0 0 0 0 0 0 0 1.4865e-06 0 1.4865e-06 0 0 0 0 -2.973e-06 1.13952e-06 0 0 0 0 0
0.0092 -0.000116285 -0.00022798 -24.862 0 -1.4862 0 -1.4862 0 0 0 0 1.4251 1.14253 -2.4862 -2.4862 -2.4862 -1.4862 -2.4862 -1.4862 0.142532 1.4862e-06 1.4862e-06 0 0 1.16285e-06 0 0 0 0 0 0 0 0 1.4862e-06 0 1.4862e-06 0 0 0 0 -2.9724e-06 1.14253e-06 0 0 0 0 0
0.0094 -0.000116713 -0.000223662 -24.859 0 -1.4859 0 -1.4859 0 0 0 0 1.45518 1.14554 -2.4859 -2.4859 -2.4859 -1.4859 -2.4859 -1.4859 0.14554 1.4859e-06 1.4859e-06 0 0 1.16713e-06 0 0 0 0 0 0 0 0 1.4859e-06 0 1.4859e-06 0 0 0 0 -2.9718e-06 1.14554e-06 0 0 0 0 0
0.0096 -0.000117121 -0.000219128 -24.856 0 -1.4856 0 -1.4856 0 0 0 0 1.48521 1.14854 -2.4856 -2.4856 -2.4856 -1.4856 -2.4856 -1.4856 0.148543 1.4856e-06 1.4856e-06 0 0 1.17121e-06 0 0 0 0 0 0 0 0 1.4856e-06 0 1.4856e-06 0 0 0 0 -2.9712e-06 1.14854e-06 0 0 0 0 0
0.0098 -0.000117509 -0.000214418 -24.853 0 -1.4853 0 -1.4853 0 0 0 0 1.51518 1.15154 -2.4853 -2.4853 -2.4853 -1.4853 -2.4853 -1.4853 0.151539 1.4853e-06 1.4853e-06 0 0 1.17509e-06 0 0 0 0 0 0 0 0 1.4853e-06 0 1.4853e-06 0 0 0 0 -2.9706e-06 1.15154e-06 0 0 0 0 0
0.01 -0.000117876 -0.000209573 -24.85 0 -1.485 0 -1.485 0 0 0 0 1.54508 1.15453 -2.485 -2.485 -2.485 -1.485 -2.485 -1.485 0.154529 1.485e-06 1.485e-06 0 0 1.17876e-06 0 0 0 0 0 0 0 0 1.485e-06 0 1.485e-06 0 0 0 0 -2.97e-06 1.15453e-06 0 0 0 0 0
0.0102 -0.000118221 -0.000204633 -24.847 0 -1.4847 0 -1.4847 0 0 0 0 1.57493 1.15751 -2.4847 -2.4847 -2.4847 -1.4847 -2.4847 -1.4847 0.157514 1.4847e-06 1.4847e-06 0 0 1.18221e-06 0 0 0 0 0 0 0 0 1.4847e-06 0 1.4847e-06 0 0 0 0 -2.9694e-06 1.15751e-06 0 0 0 0 0
0.0104 -0.000118546 -0.000199641 -24.844 0 -1.4844 0 -1.4844 0 0 0 0 1.60472 1.16049 -2.4844 -2.4844 -2.4844 -1.4844 -2.4844 -1.4844 0.160492 1.4844e-06 1.4844e-06 0 0 1.18546e-06 0 0 0 0 0 0 0 0 1.4844e-06 0 1.4844e-06 0 0 0 0 -2.9688e-06 1.16049e-06 0 0 0 0 0
0.0106 -0.000118849 -0.000194636 -24.841 0 -1.4841 0 -1.4841 0 0 0 0 1.63444 1.16346 -2.4841 -2.4841 -2.4841 -1.4841 -2.4841 -1.4841 0.163463 1.4841e-06 1.4841e-06 0 0 1.18849e-06 0 0 0 0 0 0 0 0 1.4841e-06 0 1.4841e-06 0 0 0 0 -2.9682e-06 1.16346e-06 0 0 0 0 0
0.0108 -0.000119131 -0.00018966 -24.838 0 -1.4838 0 -1.4838 0 0 0 0 1.6641 1.16643 -2.4838 -2.4838 -2.4838 -1.4838 -2.4838 -1.4838 0.166429 1.4838e-06 1.4838e-06 0 0 1.19131e-06 0 0 0 0 0 0 0 0 1.4838e-06 0 1.4838e-06 0 0 0 0 -2.9676e-06 1.16643e-06 0 0 0 0 0
0.011 -0.000119392 -0.000184753 -24.835 0 -1.4835 0 -1.4835 0 0 0 0 1.69369 1.16939 -2.4835 -2.4835 -2.4835 -1.4835 -2.4835 -1.4835 0.169387 1.4835e-06 1.4835e-06 0 0 1.19392e-06 0 0 0 0 0 0 0 0 1.4835e-06 0 1.4835e-06 0 0 0 0 -2.967e-06 1.16939e-06 0 0 0 0 0
0.0112 -0.000119634 -0.000179954 -24.832 0 -1.4832 0 -1.4832 0 0 0 0 1.72321 1.17234 -2.4832 -2.4832 -2.4832 -1.4832 -2.4832 -1.4832 0.172339 1.4832e-06 1.4832e-06 0 0 1.19634e-06 0 0 0 0 0 0 0 0 1.4832e-06 0 1.4832e-06 0 0 0 0 -2.9664e-06 1.17234e-06 0 0 0 0 0
0.0114 -0.000119855 -0.0001753 -24.829 0 -1.4829 0 -1.4829 0 0 0 0 1.75267 1.17528 -2.4829 -2.4829 -2.4829 -1.4829 -2.4829 -1.4829 0.175285 1.4829e-06 1.4829e-06 0 0 1.19855e-06 0 0 0 0 0 0 0 0 1.4829e-06 0 1.4829e-06 0 0 0 0 -2.9658e-06 1.17528e-06 0 0 0 0 0
0.0116 -0.000120058 -0.000170828 -24.826 0 -1.4826 0 -1.4826 0 0 0 0 1.78206 1.17822 -2.4826 -2.4826 -2.4826 -1.4826 -2.4826 -1.4826 0.178223 1.4826e-06 1.4826e-06 0 0 1.20058e-06 0 0 0 0 0 0 0 0 1.4826e-06 0 1.4826e-06 0 0 0 0 -2.9652e-06 1.17822e-06 0 0 0 0 0
0.0118 -0.000120244 -0.000166571 -24.823 0 -1.4823 0 -1.4823 0 0 0 0 1.81138 1.18115 -2.4823 -2.4823 -2.4823 -1.4823 -2.4823 -1.4823 0.181154 1.4823e-06 1.4823e-06 0 0 1.20244e-06 0 0 0 0 0 0 0 0 1.4823e-06 0 1.4823e-06 0 0 0 0 -2.9646e-06 1.18115e-06 0 0 0 0 0
0.012 -0.000120412 -0.000162562 -24.82 0 -1.482 0 -1.482 0 0 0 0 1.84062 1.18408 -2.482 -2.482 -2.482 -1.482 -2.482 -1.482 0.184079 1.482e-06 1.482e-06 0 0 1.20412e-06 0 0 0 0 0 0 0 0 1.482e-06 0 1.482e-06 0 0 0 0 -2.964e-06 1.18408e-06 0 0 0 0 0
0.0122 -0.000120565 -0.000158831 -24.817 0 -1.4817 0 -1.4817 0 0 0 0 1.8698 1.187 -2.4817 -2.4817 -2.4817 -1.4817 -2.4817 -1.4817 0.186995 1.4817e-06 1.4817e-06 0 0 1.20565e-06 0 0 0 0 0 0 0 0 1.4817e-06 0 1.4817e-06 0 0 0 0 -2.9634e-06 1.187e-06 0 0 0 0 0
0.0124 -0.000120704 -0.000155403 -24.814 0 -1.4814 0 -1.4814 0 0 0 0 1.8989 1.18991 -2.4814 -2.4814 -2.4814 -1.4814 -2.4814 -1.4814 0.189905 1.4814e-06 1.4814e-06 0 0 1.20704e-06 0 0 0 0 0 0 0 0 1.4814e-06 0 1.4814e-06 0 0 0 0 -2.9628e-06 1.18991e-06 0 0 0 0 0
0.0126 -0.00012083 -0.000152305 -24.811 0 -1.4811 0 -1.4811 0 0 0 0 1.92792 1.19281 -2.4811 -2.4811 -2.4811 -1.4811 -2.4811 -1.4811 0.192807 1.4811e-06 1.4811e-06 0 0 1.2083e-06 0 0 0 0 0 0 0 0 1.4811e-06 0 1.4811e-06 0 0 0 0 -2.9622e-06 1.19281e-06 0 0 0 0 0
0.0128 -0.000120945 -0.000149556 -24.808 0 -1.4808 0 -1.4808 0 0 0 0 1.95687 1.1957 -2.4808 -2.4808 -2.4808 -1.4808 -2.4808 -1.4808 0.195702 1.4808e-06 1.4808e-06 0 0 1.20945e-06 0 0 0 0 0 0 0 0 1.4808e-06 0 1.4808e-06 0 0 0 0 -2.9616e-06 1.1957e-06 0 0 0 0 0
0.013 -0.000121049 -0.000147176 -24.805 0 -1.4805 0 -1.4805 0 0 0 0 1.98574 1.19859 -2.4805 -2.4805 -2.4805 -1.4805 -2.4805 -1.4805 0.198589 1.4805e-06 1.4805e-06 0 0 1.21049e-06 0 0 0 0 0 0 0 0 1.4805e-06 0 1.4805e-06 0 0 0 0 -2.961e-06 1.19859e-06 0 0 0 0 0
0.0132 -0.000121145 -0.000145179 -24.802 0 -1.4802 0 -1.4802 0 0 0 0 2.01453 1.20147 -2.4802 -2.4802 -2.4802 -1.4802 -2.4802 -1.4802 0.201468 1.4802e-06 1.4802e-06 0 0 1.21145e-06 0 0 0 0 0 0 0 0 1.4802e-06 0 1.4802e-06 0 0 0 0 -2.9604e-06 1.20147e-06 0 0 0 0 0
0.0134 -0.000121235 -0.000143578 -24.799 0 -1.4799 0 -1.4799 0 0 0 0 2.04325 1.20434 -2.4799 -2.4799 -2.4799 -1.4799 -2.4799 -1.4799 0.204339 1.4799e-06 1.4799e-06 0 0 1.21235e-06 0 0 0 0 0 0 0 0 1.4799e-06 0 1.4799e-06 0 0 0 0 -2.9598e-06 1.20434e-06 0 0 0 0 0
0.0136 -0.000121319 -0.00014238 -24.796 0 -1.4796 0 -1.4796 0 0 0 0 2.07188 1.2072 -2.4796 -2.4796 -2.4796 -1.4796 -2.4796 -1.4796 0.207202 1.4796e-06 1.4796e-06 0 0 1.21319e-06 0 0 0 0 0 0 0 0 1.4796e-06 0 1.4796e-06 0 0 0 0 -2.9592e-06 1.2072e-06 0 0 0 0 0
0.0138 -0.0001214 -0.000141593 -24.793 0 -1.4793 0 -1.4793 0 0 0 0 2.10043 1.21006 -2.4793 -2.4793 -2.4793 -1.4793 -2.4793 -1.4793 0.210057 1.4793e-06 1.4793e-06 0 0 1.214e-06 0 0 0 0 0 0 0 0 1.4793e-06 0 1.4793e-06 0 0 0 0 -2.9586e-06 1.21006e-06 0 0 0 0 0
0.014 -0.000121479 -0.000141216 -24.79 0 -1.479 0 -1.479 0 0 0 0 2.1289 1.2129 -2.479 -2.479 -2.479 -1.479 -2.479 -1.479 0.212904 1.479e-06 1.479e-06 0 0 1.21479e-06 0 0 0 0 0 0 0 0 1.479e-06 0 1.479e-06 0 0 0 0 -2.958e-06 1.2129e-06 0 0 0 0 0
