t 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 jL0102 jE1400 jE1500 jE1600 jE0900 jE1800 jE1100 jE2000 jxH2100 jyH2100 jxH2200 jyH2200 jxH2300 jyH2300 jxH2400 jyH2400 jV0300 jV1200 jV0514 jV0715 jV1716 jV1918 jV1320 
0.6388 -0.000147115 -0.000174785 -15.418 0 -0.5418 0 -0.5418 0 0 0 0 4.69367 1.46938 -1.5418 -1.5418 -1.5418 -0.5418 -1.5418 -0.5418 0.469384 5.418e-07 5.418e-07 0 0 1.47115e-06 0 0 0 0 0 0 0 0 5.418e-07 0 5.418e-07 0 0 0 0 -1.0836e-06 1.46938e-06 0 0 0 0 0
0.639 -0.000147224 -0.000174428 -15.415 0 -0.5415 0 -0.5415 0 0 0 0 4.7044 1.47046 -1.5415 -1.5415 -1.5415 -0.5415 -1.5415 -0.5415 0.470458 5.415e-07 5.415e-07 0 0 1.47224e-06 0 0 0 0 0 0 0 0 5.415e-07 0 5.415e-07 0 0 0 0 -1.083e-06 1.47046e-06 0 0 0 0 0
0.6392 -0.000147331 -0.000174069 -15.412 0 -0.5412 0 -0.5412 0 0 0 0 4.71495 1.47151 -1.5412 -1.5412 -1.5412 -0.5412 -1.5412 -0.5412 0.471513 5.412e-07 5.412e-07 0 0 1.47331e-06 0 0 0 0 0 0 0 0 5.412e-07 0 5.412e-07 0 0 0 0 -1.0824e-06 1.47151e-06 0 0 0 0 0
0.6394 -0.000147436 -0.000173707 -15.409 0 -0.5409 0 -0.5409 0 0 0 0 4.72532 1.47255 -1.5409 -1.5409 -1.5409 -0.5409 -1.5409 -0.5409 0.472549 5.409e-07 5.409e-07 0 0 1.47436e-06 0 0 0 0 0 0 0 0 5.409e-07 0 5.409e-07 0 0 0 0 -1.0818e-06 1.47255e-06 0 0 0 0 0
0.6396 -0.000147539 -0.000173342 -15.406 0 -0.5406 0 -0.5406 0 0 0 0 4.73549 1.47357 -1.5406 -1.5406 -1.5406 -0.5406 -1.5406 -0.5406 0.473566 5.406e-07 5.406e-07 0 0 1.47539e-06 0 0 0 0 0 0 0 0 5.406e-07 0 5.406e-07 0 0 0 0 -1.0812e-06 1.47357e-06 0 0 0 0 0
0.6398 -0.00014764 -0.000172974 -15.403 0 -0.5403 0 -0.5403 0 0 0 0 4.74548 1.47457 -1.5403 -1.5403 -1.5403 -0.5403 -1.5403 -0.5403 0.474565 5.403e-07 5.403e-07 0 0 1.4764e-06 0 0 0 0 0 0 0 0 5.403e-07 0 5.403e-07 0 0 0 0 -1.0806e-06 1.47457e-06 0 0 0 0 0
0.64 -0.00014774 -0.000172604 -15.4 0 -0.54 0 -0.54 0 0 0 0 4.75528 1.47555 -1.54 -1.54 -1.54 -0.54 -1.54 -0.54 0.475546 5.4e-07 5.4e-07 0 0 1.4774e-06 0 0 0 0 0 0 0 0 5.4e-07 0 5.4e-07 0 0 0 0 -1.08e-06 1.47555e-06 0 0 0 0 0
0.6402 -0.000147837 -0.00017223 -15.397 0 -0.5397 0 -0.5397 0 0 0 0 4.7649 1.47651 -1.5397 -1.5397 -1.5397 -0.5397 -1.5397 -0.5397 0.476507 5.397e-07 5.397e-07 0 0 1.47837e-06 0 0 0 0 0 0 0 0 5.397e-07 0 5.397e-07 0 0 0 0 -1.0794e-06 1.47651e-06 0 0 0 0 0
0.6404 -0.000147933 -0.000171854 -15.394 0 -0.5394 0 -0.5394 0 0 0 0 4.77432 1.47745 -1.5394 -1.5394 -1.5394 -0.5394 -1.5394 -0.5394 0.477449 5.394e-07 5.394e-07 0 0 1.47933e-06 0 0 0 0 0 0 0 0 5.394e-07 0 5.394e-07 0 0 0 0 -1.0788e-06 1.47745e-06 0 0 0 0 0
0.6406 -0.000148027 -0.000171474 -15.391 0 -0.5391 0 -0.5391 0 0 0 0 4.78356 1.47837 -1.5391 -1.5391 -1.5391 -0.5391 -1.5391 -0.5391 0.478373 5.391e-07 5.391e-07 0 0 1.48027e-06 0 0 0 0 0 0 0 0 5.391e-07 0 5.391e-07 0 0 0 0 -1.0782e-06 1.47837e-06 0 0 0 0 0
0.6408 -0.000148119 -0.000171092 -15.388 0 -0.5388 0 -0.5388 0 0 0 0 4.79261 1.47928 -1.5388 -1.5388 -1.5388 -0.5388 -1.5388 -0.5388 0.479278 5.388e-07 5.388e-07 0 0 1.48119e-06 0 0 0 0 0 0 0 0 5.388e-07 0 5.388e-07 0 0 0 0 -1.0776e-06 1.47928e-06 0 0 0 0 0
0.641 -0.000148209 -0.000170707 -15.385 0 -0.5385 0 -0.5385 0 0 0 0 4.80147 1.48016 -1.5385 -1.5385 -1.5385 -0.5385 -1.5385 -0.5385 0.480164 5.385e-07 5.385e-07 0 0 1.48209e-06 0 0 0 0 0 0 0 0 5.385e-07 0 5.385e-07 0 0 0 0 -1.077e-06 1.48016e-06 0 0 0 0 0
0.6412 -0.000148297 -0.00017032 -15.382 0 -0.5382 0 -0.5382 0 0 0 0 4.81014 1.48103 -1.5382 -1.5382 -1.5382 -0.5382 -1.5382 -0.5382 0.481031 5.382e-07 5.382e-07 0 0 1.48297e-06 0 0 0 0 0 0 0 0 5.382e-07 0 5.382e-07 0 0 0 0 -1.0764e-06 1.48103e-06 0 0 0 0 0
0.6414 -0.000148383 -0.000169929 -15.379 0 -0.5379 0 -0.5379 0 0 0 0 4.81862 1.48188 -1.5379 -1.5379 -1.5379 -0.5379 -1.5379 -0.5379 0.481879 5.379e-07 5.379e-07 0 0 1.48383e-06 0 0 0 0 0 0 0 0 5.379e-07 0 5.379e-07 0 0 0 0 -1.0758e-06 1.48188e-06 0 0 0 0 0
0.6416 -0.000148467 -0.000169536 -15.376 0 -0.5376 0 -0.5376 0 0 0 0 4.82691 1.48271 -1.5376 -1.5376 -1.5376 -0.5376 -1.5376 -0.5376 0.482708 5.376e-07 5.376e-07 0 0 1.48467e-06 0 0 0 0 0 0 0 0 5.376e-07 0 5.376e-07 0 0 0 0 -1.0752e-06 1.48271e-06 0 0 0 0 0
0.6418 -0.00014855 -0.00016914 -15.373 0 -0.5373 0 -0.5373 0 0 0 0 4.83501 1.48352 -1.5373 -1.5373 -1.5373 -0.5373 -1.5373 -0.5373 0.483518 5.373e-07 5.373e-07 0 0 1.4855e-06 0 0 0 0 0 0 0 0 5.373e-07 0 5.373e-07 0 0 0 0 -1.0746e-06 1.48352e-06 0 0 0 0 0
0.642 -0.00014863 -0.000168741 -15.37 0 -0.537 0 -0.537 0 0 0 0 4.84292 1.48431 -1.537 -1.537 -1.537 -0.537 -1.537 -0.537 0.484308 5.37e-07 5.37e-07 0 0 1.4863e-06 0 0 0 0 0 0 0 0 5.37e-07 0 5.37e-07 0 0 0 0 -1.074e-06 1.48431e-06 0 0 0 0 0
0.6422 -0.000148709 -0.00016834 -15.367 0 -0.5367 0 -0.5367 0 0 0 0 4.85063 1.48508 -1.5367 -1.5367 -1.5367 -0.5367 -1.5367 -0.5367 0.48508 5.367e-07 5.367e-07 0 0 1.48709e-06 0 0 0 0 0 0 0 0 5.367e-07 0 5.367e-07 0 0 0 0 -1.0734e-06 1.48508e-06 0 0 0 0 0
0.6424 -0.000148785 -0.000167936 -15.364 0 -0.5364 0 -0.5364 0 0 0 0 4.85816 1.48583 -1.5364 -1.5364 -1.5364 -0.5364 -1.5364 -0.5364 0.485833 5.364e-07 5.364e-07 0 0 1.48785e-06 0 0 0 0 0 0 0 0 5.364e-07 0 5.364e-07 0 0 0 0 -1.0728e-06 1.48583e-06 0 0 0 0 0
0.6426 -0.00014886 -0.000167529 -15.361 0 -0.5361 0 -0.5361 0 0 0 0 4.86549 1.48657 -1.5361 -1.5361 -1.5361 -0.5361 -1.5361 -0.5361 0.486566 5.361e-07 5.361e-07 0 0 1.4886e-06 0 0 0 0 0 0 0 0 5.361e-07 0 5.361e-07 0 0 0 0 -1.0722e-06 1.48657e-06 0 0 0 0 0
0.6428 -0.000148933 -0.000167119 -15.358 0 -0.5358 0 -0.5358 0 0 0 0 4.87263 1.48728 -1.5358 -1.5358 -1.5358 -0.5358 -1.5358 -0.5358 0.48728 5.358e-07 5.358e-07 0 0 1.48933e-06 0 0 0 0 0 0 0 0 5.358e-07 0 5.358e-07 0 0 0 0 -1.0716e-06 1.48728e-06 0 0 0 0 0
0.643 -0.000149004 -0.000166707 -15.355 0 -0.5355 0 -0.5355 0 0 0 0 4.87958 1.48798 -1.5355 -1.5355 -1.5355 -0.5355 -1.5355 -0.5355 0.487975 5.355e-07 5.355e-07 0 0 1.49004e-06 0 0 0 0 0 0 0 0 5.355e-07 0 5.355e-07 0 0 0 0 -1.071e-06 1.48798e-06 0 0 0 0 0
0.6432 -0.000149072 -0.000166293 -15.352 0 -0.5352 0 -0.5352 0 0 0 0 4.88634 1.48865 -1.5352 -1.5352 -1.5352 -0.5352 -1.5352 -0.5352 0.488651 5.352e-07 5.352e-07 0 0 1.49072e-06 0 0 0 0 0 0 0 0 5.352e-07 0 5.352e-07 0 0 0 0 -1.0704e-06 1.48865e-06 0 0 0 0 0
0.6434 -0.000149139 -0.000165875 -15.349 0 -0.5349 0 -0.5349 0 0 0 0 4.8929 1.48931 -1.5349 -1.5349 -1.5349 -0.5349 -1.5349 -0.5349 0.489307 5.349e-07 5.349e-07 0 0 1.49139e-06 0 0 0 0 0 0 0 0 5.349e-07 0 5.349e-07 0 0 0 0 -1.0698e-06 1.48931e-06 0 0 0 0 0
0.6436 -0.000149204 -0.000165455 -15.346 0 -0.5346 0 -0.5346 0 0 0 0 4.89928 1.48994 -1.5346 -1.5346 -1.5346 -0.5346 -1.5346 -0.5346 0.489944 5.346e-07 5.346e-07 0 0 1.49204e-06 0 0 0 0 0 0 0 0 5.346e-07 0 5.346e-07 0 0 0 0 -1.0692e-06 1.48994e-06 0 0 0 0 0
0.6438 -0.000149267 -0.000165033 -15.343 0 -0.5343 0 -0.5343 0 0 0 0 4.90545 1.49056 -1.5343 -1.5343 -1.5343 -0.5343 -1.5343 -0.5343 0.490562 5.343e-07 5.343e-07 0 0 1.49267e-06 0 0 0 0 0 0 0 0 5.343e-07 0 5.343e-07 0 0 0 0 -1.0686e-06 1.49056e-06 0 0 0 0 0
0.644 -0.000149329 -0.000164608 -15.34 0 -0.534 0 -0.534 0 0 0 0 4.91144 1.49116 -1.534 -1.534 -1.534 -0.534 -1.534 -0.534 0.49116 5.34e-07 5.34e-07 0 0 1.49329e-06 0 0 0 0 0 0 0 0 5.34e-07 0 5.34e-07 0 0 0 0 -1.068e-06 1.49116e-06 0 0 0 0 0
0.6442 -0.000149388 -0.00016418 -15.337 0 -0.5337 0 -0.5337 0 0 0 0 4.91723 1.49174 -1.5337 -1.5337 -1.5337 -0.5337 -1.5337 -0.5337 0.491739 5.337e-07 5.337e-07 0 0 1.49388e-06 0 0 0 0 0 0 0 0 5.337e-07 0 5.337e-07 0 0 0 0 -1.0674e-06 1.49174e-06 0 0 0 0 0
0.6444 -0.000149445 -0.00016375 -15.334 0 -0.5334 0 -0.5334 0 0 0 0 4.92282 1.4923 -1.5334 -1.5334 -1.5334 -0.5334 -1.5334 -0.5334 0.492299 5.334e-07 5.334e-07 0 0 1.49445e-06 0 0 0 0 0 0 0 0 5.334e-07 0 5.334e-07 0 0 0 0 -1.0668e-06 1.4923e-06 0 0 0 0 0
0.6446 -0.0001495 -0.000163317 -15.331 0 -0.5331 0 -0.5331 0 0 0 0 4.92822 1.49284 -1.5331 -1.5331 -1.5331 -0.5331 -1.5331 -0.5331 0.492839 5.331e-07 5.331e-07 0 0 1.495e-06 0 0 0 0 0 0 0 0 5.331e-07 0 5.331e-07 0 0 0 0 -1.0662e-06 1.49284e-06 0 0 0 0 0
0.6448 -0.000149554 -0.000162882 -15.328 0 -0.5328 0 -0.5328 0 0 0 0 4.93343 1.49336 -1.5328 -1.5328 -1.5328 -0.5328 -1.5328 -0.5328 0.493359 5.328e-07 5.328e-07 0 0 1.49554e-06 0 0 0 0 0 0 0 0 5.328e-07 0 5.328e-07 0 0 0 0 -1.0656e-06 1.49336e-06 0 0 0 0 0
0.645 -0.000149605 -0.000162444 -15.325 0 -0.5325 0 -0.5325 0 0 0 0 4.93844 1.49386 -1.5325 -1.5325 -1.5325 -0.5325 -1.5325 -0.5325 0.49386 5.325e-07 5.325e-07 0 0 1.49605e-06 0 0 0 0 0 0 0 0 5.325e-07 0 5.325e-07 0 0 0 0 -1.065e-06 1.49386e-06 0 0 0 0 0
0.6452 -0.000149654 -0.000162004 -15.322 0 -0.5322 0 -0.5322 0 0 0 0 4.94326 1.49434 -1.5322 -1.5322 -1.5322 -0.5322 -1.5322 -0.5322 0.494342 5.322e-07 5.322e-07 0 0 1.49654e-06 0 0 0 0 0 0 0 0 5.322e-07 0 5.322e-07 0 0 0 0 -1.0644e-06 1.49434e-06 0 0 0 0 0
0.6454 -0.000149702 -0.000161561 -15.319 0 -0.5319 0 -0.5319 0 0 0 0 4.94788 1.4948 -1.5319 -1.5319 -1.5319 -0.5319 -1.5319 -0.5319 0.494804 5.319e-07 5.319e-07 0 0 1.49702e-06 0 0 0 0 0 0 0 0 5.319e-07 0 5.319e-07 0 0 0 0 -1.0638e-06 1.4948e-06 0 0 0 0 0
0.6456 -0.000149747 -0.000161116 -15.316 0 -0.5316 0 -0.5316 0 0 0 0 4.95231 1.49525 -1.5316 -1.5316 -1.5316 -0.5316 -1.5316 -0.5316 0.495247 5.316e-07 5.316e-07 0 0 1.49747e-06 0 0 0 0 0 0 0 0 5.316e-07 0 5.316e-07 0 0 0 0 -1.0632e-06 1.49525e-06 0 0 0 0 0
0.6458 -0.000149791 -0.000160669 -15.313 0 -0.5313 0 -0.5313 0 0 0 0 4.95654 1.49567 -1.5313 -1.5313 -1.5313 -0.5313 -1.5313 -0.5313 0.49567 5.313e-07 5.313e-07 0 0 1.49791e-06 0 0 0 0 0 0 0 0 5.313e-07 0 5.313e-07 0 0 0 0 -1.0626e-06 1.49567e-06 0 0 0 0 0
0.646 -0.000149832 -0.000160219 -15.31 0 -0.531 0 -0.531 0 0 0 0 4.96057 1.49607 -1.531 -1.531 -1.531 -0.531 -1.531 -0.531 0.496073 5.31e-07 5.31e-07 0 0 1.49832e-06 0 0 0 0 0 0 0 0 5.31e-07 0 5.31e-07 0 0 0 0 -1.062e-06 1.49607e-06 0 0 0 0 0
0.6462 -0.000149872 -0.000159767 -15.307 0 -0.5307 0 -0.5307 0 0 0 0 4.96441 1.49646 -1.5307 -1.5307 -1.5307 -0.5307 -1.5307 -0.5307 0.496457 5.307e-07 5.307e-07 0 0 1.49872e-06 0 0 0 0 0 0 0 0 5.307e-07 0 5.307e-07 0 0 0 0 -1.0614e-06 1.49646e-06 0 0 0 0 0
0.6464 -0.000149909 -0.000159312 -15.304 0 -0.5304 0 -0.5304 0 0 0 0 4.96806 1.49682 -1.5304 -1.5304 -1.5304 -0.5304 -1.5304 -0.5304 0.496822 5.304e-07 5.304e-07 0 0 1.49909e-06 0 0 0 0 0 0 0 0 5.304e-07 0 5.304e-07 0 0 0 0 -1.0608e-06 1.49682e-06 0 0 0 0 0
0.6466 -0.000149945 -0.000158855 -15.301 0 -0.5301 0 -0.5301 0 0 0 0 4.9715 1.49717 -1.5301 -1.5301 -1.5301 -0.5301 -1.5301 -0.5301 0.497166 5.301e-07 5.301e-07 0 0 1.49945e-06 0 0 0 0 0 0 0 0 5.301e-07 0 5.301e-07 0 0 0 0 -1.0602e-06 1.49717e-06 0 0 0 0 0
0.6468 -0.000149979 -0.000158396 -15.298 0 -0.5298 0 -0.5298 0 0 0 0 4.97476 1.49749 -1.5298 -1.5298 -1.5298 -0.5298 -1.5298 -0.5298 0.497491 5.298e-07 5.298e-07 0 0 1.49979e-06 0 0 0 0 0 0 0 0 5.298e-07 0 5.298e-07 0 0 0 0 -1.0596e-06 1.49749e-06 0 0 0 0 0
0.647 -0.00015001 -0.000157934 -15.295 0 -0.5295 0 -0.5295 0 0 0 0 4.97781 1.4978 -1.5295 -1.5295 -1.5295 -0.5295 -1.5295 -0.5295 0.497797 5.295e-07 5.295e-07 0 0 1.5001e-06 0 0 0 0 0 0 0 0 5.295e-07 0 5.295e-07 0 0 0 0 -1.059e-06 1.4978e-06 0 0 0 0 0
0.6472 -0.00015004 -0.00015747 -15.292 0 -0.5292 0 -0.5292 0 0 0 0 4.98067 1.49808 -1.5292 -1.5292 -1.5292 -0.5292 -1.5292 -0.5292 0.498083 5.292e-07 5.292e-07 0 0 1.5004e-06 0 0 0 0 0 0 0 0 5.292e-07 0 5.292e-07 0 0 0 0 -1.0584e-06 1.49808e-06 0 0 0 0 0
0.6474 -0.000150068 -0.000157004 -15.289 0 -0.5289 0 -0.5289 0 0 0 0 4.98333 1.49835 -1.5289 -1.5289 -1.5289 -0.5289 -1.5289 -0.5289 0.498349 5.289e-07 5.289e-07 0 0 1.50068e-06 0 0 0 0 0 0 0 0 5.289e-07 0 5.289e-07 0 0 0 0 -1.0578e-06 1.49835e-06 0 0 0 0 0
0.6476 -0.000150094 -0.000156536 -15.286 0 -0.5286 0 -0.5286 0 0 0 0 4.98579 1.4986 -1.5286 -1.5286 -1.5286 -0.5286 -1.5286 -0.5286 0.498595 5.286e-07 5.286e-07 0 0 1.50094e-06 0 0 0 0 0 0 0 0 5.286e-07 0 5.286e-07 0 0 0 0 -1.0572e-06 1.4986e-06 0 0 0 0 0
0.6478 -0.000150117 -0.000156065 -15.283 0 -0.5283 0 -0.5283 0 0 0 0 4.98806 1.49882 -1.5283 -1.5283 -1.5283 -0.5283 -1.5283 -0.5283 0.498822 5.283e-07 5.283e-07 0 0 1.50117e-06 0 0 0 0 0 0 0 0 5.283e-07 0 5.283e-07 0 0 0 0 -1.0566e-06 1.49882e-06 0 0 0 0 0
0.648 -0.000150139 -0.000155593 -15.28 0 -0.528 0 -0.528 0 0 0 0 4.99013 1.49903 -1.528 -1.528 -1.528 -0.528 -1.528 -0.528 0.499029 5.28e-07 5.28e-07 0 0 1.50139e-06 0 0 0 0 0 0 0 0 5.28e-07 0 5.28e-07 0 0 0 0 -1.056e-06 1.49903e-06 0 0 0 0 0
0.6482 -0.000150159 -0.000155118 -15.277 0 -0.5277 0 -0.5277 0 0 0 0 4.99201 1.49922 -1.5277 -1.5277 -1.5277 -0.5277 -1.5277 -0.5277 0.499216 5.277e-07 5.277e-07 0 0 1.50159e-06 0 0 0 0 0 0 0 0 5.277e-07 0 5.277e-07 0 0 0 0 -1.0554e-06 1.49922e-06 0 0 0 0 0
0.6484 -0.000150177 -0.00015464 -15.274 0 -0.5274 0 -0.5274 0 0 0 0 4.99368 1.49938 -1.5274 -1.5274 -1.5274 -0.5274 -1.5274 -0.5274 0.499384 5.274e-07 5.274e-07 0 0 1.50177e-06 0 0 0 0 0 0 0 0 5.274e-07 0 5.274e-07 0 0 0 0 -1.0548e-06 1.49938e-06 0 0 0 0 0
0.6486 -0.000150193 -0.000154161 -15.271 0 -0.5271 0 -0.5271 0 0 0 0 4.99516 1.49953 -1.5271 -1.5271 -1.5271 -0.5271 -1.5271 -0.5271 0.499532 5.271e-07 5.271e-07 0 0 1.50193e-06 0 0 0 0 0 0 0 0 5.271e-07 0 5.271e-07 0 0 0 0 -1.0542e-06 1.49953e-06 0 0 0 0 0
0.6488 -0.000150207 -0.00015368 -15.268 0 -0.5268 0 -0.5268 0 0 0 0 4.99645 1.49966 -1.5268 -1.5268 -1.5268 -0.5268 -1.5268 -0.5268 0.49966 5.268e-07 5.268e-07 0 0 1.50207e-06 0 0 0 0 0 0 0 0 5.268e-07 0 5.268e-07 0 0 0 0 -1.0536e-06 1.49966e-06 0 0 0 0 0
0.649 -0.000150219 -0.000153196 -15.265 0 -0.5265 0 -0.5265 0 0 0 0 4.99753 1.49977 -1.5265 -1.5265 -1.5265 -0.5265 -1.5265 -0.5265 0.499769 5.265e-07 5.265e-07 0 0 1.50219e-06 0 0 0 0 0 0 0 0 5.265e-07 0 5.265e-07 0 0 0 0 -1.053e-06 1.49977e-06 0 0 0 0 0
0.6492 -0.000150229 -0.00015271 -15.262 0 -0.5262 0 -0.5262 0 0 0 0 4.99842 1.49986 -1.5262 -1.5262 -1.5262 -0.5262 -1.5262 -0.5262 0.499857 5.262e-07 5.262e-07 0 0 1.50229e-06 0 0 0 0 0 0 0 0 5.262e-07 0 5.262e-07 0 0 0 0 -1.0524e-06 1.49986e-06 0 0 0 0 0
0.6494 -0.000150237 -0.000152222 -15.259 0 -0.5259 0 -0.5259 0 0 0 0 4.99911 1.49993 -1.5259 -1.5259 -1.5259 -0.5259 -1.5259 -0.5259 0.499926 5.259e-07 5.259e-07 0 0 1.50237e-06 0 0 0 0 0 0 0 0 5.259e-07 0 5.259e-07 0 0 0 0 -1.0518e-06 1.49993e-06 0 0 0 0 0
0.6496 -0.000150242 -0.000151733 -15.256 0 -0.5256 0 -0.5256 0 0 0 0 4.99961 1.49998 -1.5256 -1.5256 -1.5256 -0.5256 -1.5256 -0.5256 0.499976 5.256e-07 5.256e-07 0 0 1.50242e-06 0 0 0 0 0 0 0 0 5.256e-07 0 5.256e-07 0 0 0 0 -1.0512e-06 1.49998e-06 0 0 0 0 0
0.6498 -0.000150246 -0.000151241 -15.253 0 -0.5253 0 -0.5253 0 0 0 0 4.9999 1.50001 -1.5253 -1.5253 -1.5253 -0.5253 -1.5253 -0.5253 0.500005 5.253e-07 5.253e-07 0 0 1.50246e-06 0 0 0 0 0 0 0 0 5.253e-07 0 5.253e-07 0 0 0 0 -1.0506e-06 1.50001e-06 0 0 0 0 0
0.65 -0.000150248 -0.000150747 -15.25 0 -0.525 0 -0.525 0 0 0 0 5 1.50002 -1.525 -1.525 -1.525 -0.525 -1.525 -0.525 0.500015 5.25e-07 5.25e-07 0 0 1.50248e-06 0 0 0 0 0 0 0 0 5.25e-07 0 5.25e-07 0 0 0 0 -1.05e-06 1.50002e-06 0 0 0 0 0
0.6502 -0.000150248 -0.000150251 -15.247 0 -0.5247 0 -0.5247 0 0 0 0 4.9999 1.50001 -1.5247 -1.5247 -1.5247 -0.5247 -1.5247 -0.5247 0.500005 5.247e-07 5.247e-07 0 0 1.50248e-06 0 0 0 0 0 0 0 0 5.247e-07 0 5.247e-07 0 0 0 0 -1.0494e-06 1.50001e-06 0 0 0 0 0
0.6504 -0.000150246 -0.000149753 -15.244 0 -0.5244 0 -0.5244 0 0 0 0 4.99961 1.49998 -1.5244 -1.5244 -1.5244 -0.5244 -1.5244 -0.5244 0.499975 5.244e-07 5.244e-07 0 0 1.50246e-06 0 0 0 0 0 0 0 0 5.244e-07 0 5.244e-07 0 0 0 0 -1.0488e-06 1.49998e-06 0 0 0 0 0
0.6506 -0.000150243 -0.000149253 -15.241 0 -0.5241 0 -0.5241 0 0 0 0 4.99911 1.49993 -1.5241 -1.5241 -1.5241 -0.5241 -1.5241 -0.5241 0.499926 5.241e-07 5.241e-07 0 0 1.50243e-06 0 0 0 0 0 0 0 0 5.241e-07 0 5.241e-07 0 0 0 0 -1.0482e-06 1.49993e-06 0 0 0 0 0
0.6508 -0.000150237 -0.000148751 -15.238 0 -0.5238 0 -0.5238 0 0 0 0 4.99842 1.49986 -1.5238 -1.5238 -1.5238 -0.5238 -1.5238 -0.5238 0.499857 5.238e-07 5.238e-07 0 0 1.50237e-06 0 0 0 0 0 0 0 0 5.238e-07 0 5.238e-07 0 0 0 0 -1.0476e-06 1.49986e-06 0 0 0 0 0
0.651 -0.000150229 -0.000148248 -15.235 0 -0.5235 0 -0.5235 0 0 0 0 4.99753 1.49977 -1.5235 -1.5235 -1.5235 -0.5235 -1.5235 -0.5235 0.499768 5.235e-07 5.235e-07 0 0 1.50229e-06 0 0 0 0 0 0 0 0 5.235e-07 0 5.235e-07 0 0 0 0 -1.047e-06 1.49977e-06 0 0 0 0 0
0.6512 -0.000150219 -0.000147742 -15.232 0 -0.5232 0 -0.5232 0 0 0 0 4.99645 1.49966 -1.5232 -1.5232 -1.5232 -0.5232 -1.5232 -0.5232 0.49966 5.232e-07 5.232e-07 0 0 1.50219e-06 0 0 0 0 0 0 0 0 5.232e-07 0 5.232e-07 0 0 0 0 -1.0464e-06 1.49966e-06 0 0 0 0 0
0.6514 -0.000150207 -0.000147234 -15.229 0 -0.5229 0 -0.5229 0 0 0 0 4.99516 1.49953 -1.5229 -1.5229 -1.5229 -0.5229 -1.5229 -0.5229 0.499531 5.229e-07 5.229e-07 0 0 1.50207e-06 0 0 0 0 0 0 0 0 5.229e-07 0 5.229e-07 0 0 0 0 -1.0458e-06 1.49953e-06 0 0 0 0 0
0.6516 -0.000150193 -0.000146725 -15.226 0 -0.5226 0 -0.5226 0 0 0 0 4.99368 1.49938 -1.5226 -1.5226 -1.5226 -0.5226 -1.5226 -0.5226 0.499383 5.226e-07 5.226e-07 0 0 1.50193e-06 0 0 0 0 0 0 0 0 5.226e-07 0 5.226e-07 0 0 0 0 -1.0452e-06 1.49938e-06 0 0 0 0 0
0.6518 -0.000150177 -0.000146214 -15.223 0 -0.5223 0 -0.5223 0 0 0 0 4.99201 1.49922 -1.5223 -1.5223 -1.5223 -0.5223 -1.5223 -0.5223 0.499215 5.223e-07 5.223e-07 0 0 1.50177e-06 0 0 0 0 0 0 0 0 5.223e-07 0 5.223e-07 0 0 0 0 -1.0446e-06 1.49922e-06 0 0 0 0 0
0.652 -0.000150159 -0.000145701 -15.22 0 -0.522 0 -0.522 0 0 0 0 4.99013 1.49903 -1.522 -1.522 -1.522 -0.522 -1.522 -0.522 0.499028 5.22e-07 5.22e-07 0 0 1.50159e-06 0 0 0 0 0 0 0 0 5.22e-07 0 5.22e-07 0 0 0 0 -1.044e-06 1.49903e-06 0 0 0 0 0
0.6522 -0.00015014 -0.000145186 -15.217 0 -0.5217 0 -0.5217 0 0 0 0 4.98806 1.49882 -1.5217 -1.5217 -1.5217 -0.5217 -1.5217 -0.5217 0.498821 5.217e-07 5.217e-07 0 0 1.5014e-06 0 0 0 0 0 0 0 0 5.217e-07 0 5.217e-07 0 0 0 0 -1.0434e-06 1.49882e-06 0 0 0 0 0
0.6524 -0.000150118 -0.000144669 -15.214 0 -0.5214 0 -0.5214 0 0 0 0 4.98579 1.49859 -1.5214 -1.5214 -1.5214 -0.5214 -1.5214 -0.5214 0.498594 5.214e-07 5.214e-07 0 0 1.50118e-06 0 0 0 0 0 0 0 0 5.214e-07 0 5.214e-07 0 0 0 0 -1.0428e-06 1.49859e-06 0 0 0 0 0
0.6526 -0.000150094 -0.000144151 -15.211 0 -0.5211 0 -0.5211 0 0 0 0 4.98333 1.49835 -1.5211 -1.5211 -1.5211 -0.5211 -1.5211 -0.5211 0.498347 5.211e-07 5.211e-07 0 0 1.50094e-06 0 0 0 0 0 0 0 0 5.211e-07 0 5.211e-07 0 0 0 0 -1.0422e-06 1.49835e-06 0 0 0 0 0
0.6528 -0.000150068 -0.000143631 -15.208 0 -0.5208 0 -0.5208 0 0 0 0 4.98067 1.49808 -1.5208 -1.5208 -1.5208 -0.5208 -1.5208 -0.5208 0.498081 5.208e-07 5.208e-07 0 0 1.50068e-06 0 0 0 0 0 0 0 0 5.208e-07 0 5.208e-07 0 0 0 0 -1.0416e-06 1.49808e-06 0 0 0 0 0
0.653 -0.00015004 -0.000143109 -15.205 0 -0.5205 0 -0.5205 0 0 0 0 4.97781 1.4978 -1.5205 -1.5205 -1.5205 -0.5205 -1.5205 -0.5205 0.497795 5.205e-07 5.205e-07 0 0 1.5004e-06 0 0 0 0 0 0 0 0 5.205e-07 0 5.205e-07 0 0 0 0 -1.041e-06 1.4978e-06 0 0 0 0 0
