t 1 2 3 4 5 jL0400 6 7 jE0201 jF0507 jVX jV0600 
49.72 0 2.07261 0 -0.000531594 2.07261 1.10221 1 0 -2.07261 2.07261 -1.10278 0.00056657 
49.73 0 2.07261 0 -0.000526361 2.07261 1.10221 1 0 -2.07261 2.07261 -1.10278 0.00057034 
49.74 0 2.07261 0 -0.000521096 2.07261 1.1022 1 0 -2.07261 2.07261 -1.10278 0.000574044 
49.75 0 2.07261 0 -0.000515799 2.07261 1.1022 1 0 -2.07261 2.07261 -1.10277 0.000577679 
49.76 0 2.07261 0 -0.000510471 2.07261 1.10219 1 0 -2.07261 2.07261 -1.10277 0.000581246 
49.77 0 2.07261 0 -0.000505113 2.07261 1.10219 1 0 -2.07261 2.07261 -1.10277 0.000584746 
49.78 0 2.07261 0 -0.000499725 2.07261 1.10218 1 0 -2.07261 2.07261 -1.10277 0.000588176 
49.79 0 2.07262 0 -0.000494308 2.07262 1.10218 1 0 -2.07262 2.07262 -1.10277 0.000591539 
49.8 0 2.07262 0 -0.000488862 2.07262 1.10217 1 0 -2.07262 2.07262 -1.10277 0.000594832 
49.81 0 2.07262 0 -0.000483388 2.07262 1.10217 1 0 -2.07262 2.07262 -1.10276 0.000598058 
49.82 0 2.07262 0 -0.000477887 2.07262 1.10216 1 0 -2.07262 2.07262 -1.10276 0.000601214 
49.83 0 2.07262 0 -0.000472359 2.07262 1.10216 1 0 -2.07262 2.07262 -1.10276 0.000604303 
49.84 0 2.07262 0 -0.000466806 2.07262 1.10215 1 0 -2.07262 2.07262 -1.10276 0.000607321 
49.85 0 2.07263 0 -0.000461227 2.07263 1.10215 1 0 -2.07263 2.07263 -1.10276 0.000610273 
49.86 0 2.07263 0 -0.000455623 2.07263 1.10214 1 0 -2.07263 2.07263 -1.10276 0.000613155 
49.87 0 2.07263 0 -0.000449994 2.07263 1.10214 1 0 -2.07263 2.07263 -1.10275 0.000615968 
49.88 0 2.07263 0 -0.000444343 2.07263 1.10213 1 0 -2.07263 2.07263 -1.10275 0.000618712 
49.89 0 2.07263 0 -0.000438668 2.07263 1.10213 1 0 -2.07263 2.07263 -1.10275 0.000621387 
49.9 0 2.07263 0 -0.000432971 2.07263 1.10213 1 0 -2.07263 2.07263 -1.10275 0.000623993 
49.91 0 2.07264 0 -0.000427253 2.07264 1.10212 1 0 -2.07264 2.07264 -1.10275 0.00062653 
49.92 0 2.07264 0 -0.000421513 2.07264 1.10212 1 0 -2.07264 2.07264 -1.10275 0.000628998 
49.93 0 2.07264 0 -0.000415753 2.07264 1.10211 1 0 -2.07264 2.07264 -1.10274 0.000631399 
49.94 0 2.07264 0 -0.000409973 2.07264 1.10211 1 0 -2.07264 2.07264 -1.10274 0.000633729 
49.95 0 2.07264 0 -0.000404174 2.07264 1.10211 1 0 -2.07264 2.07264 -1.10274 0.000635991 
49.96 0 2.07265 0 -0.000398356 2.07265 1.1021 1 0 -2.07265 2.07265 -1.10274 0.000638183 
49.97 0 2.07265 0 -0.00039252 2.07265 1.1021 1 0 -2.07265 2.07265 -1.10274 0.000640308 
49.98 0 2.07265 0 -0.000386667 2.07265 1.10209 1 0 -2.07265 2.07265 -1.10274 0.000642363 
49.99 0 2.07265 0 -0.000380798 2.07265 1.10209 1 0 -2.07265 2.07265 -1.10273 0.000644349 
50 0 2.07265 0 -0.000374912 2.07265 1.10209 1 0 -2.07265 2.07265 -1.10273 0.000646267 
50.01 0 2.07265 0 -0.000369011 2.07265 1.10208 1 0 -2.07265 2.07265 -1.10273 0.000648116 
50.02 0 2.07266 0 -0.000363094 2.07266 1.10208 1 0 -2.07266 2.07266 -1.10273 0.000649896 
50.03 0 2.07266 0 -0.000357164 2.07266 1.10207 1 0 -2.07266 2.07266 -1.10273 0.000651607 
50.04 0 2.07266 0 -0.00035122 2.07266 1.10207 1 0 -2.07266 2.07266 -1.10272 0.000653251 
50.05 0 2.07266 0 -0.000345263 2.07266 1.10207 1 0 -2.07266 2.07266 -1.10272 0.000654826 
50.06 0 2.07266 0 -0.000339294 2.07266 1.10206 1 0 -2.07266 2.07266 -1.10272 0.000656333 
50.07 0 2.07267 0 -0.000333313 2.07267 1.10206 1 0 -2.07267 2.07267 -1.10272 0.000657771 
50.08 0 2.07267 0 -0.000327321 2.07267 1.10206 1 0 -2.07267 2.07267 -1.10272 0.000659142 
50.09 0 2.07267 0 -0.000321318 2.07267 1.10205 1 0 -2.07267 2.07267 -1.10272 0.000660444 
50.1 0 2.07267 0 -0.000315306 2.07267 1.10205 1 0 -2.07267 2.07267 -1.10271 0.000661679 
50.11 0 2.07267 0 -0.000309284 2.07267 1.10205 1 0 -2.07267 2.07267 -1.10271 0.000662846 
50.12 0 2.07268 0 -0.000303253 2.07268 1.10205 1 0 -2.07268 2.07268 -1.10271 0.000663945 
50.13 0 2.07268 0 -0.000297214 2.07268 1.10204 1 0 -2.07268 2.07268 -1.10271 0.000664976 
50.14 0 2.07268 0 -0.000291168 2.07268 1.10204 1 0 -2.07268 2.07268 -1.10271 0.00066594 
50.15 0 2.07268 0 -0.000285115 2.07268 1.10204 1 0 -2.07268 2.07268 -1.1027 0.000666837 
50.16 0 2.07268 0 -0.000279056 2.07268 1.10203 1 0 -2.07268 2.07268 -1.1027 0.000667667 
50.17 0 2.07269 0 -0.000272991 2.07269 1.10203 1 0 -2.07269 2.07269 -1.1027 0.00066843 
50.18 0 2.07269 0 -0.000266921 2.07269 1.10203 1 0 -2.07269 2.07269 -1.1027 0.000669126 
50.19 0 2.07269 0 -0.000260846 2.07269 1.10203 1 0 -2.07269 2.07269 -1.1027 0.000669756 
50.2 0 2.07269 0 -0.000254768 2.07269 1.10202 1 0 -2.07269 2.07269 -1.10269 0.000670318 
50.21 0 2.07269 -2.30115e-016 -0.000248686 2.07269 1.10202 1 0 -2.07269 2.07269 -1.10269 0.000670815 
50.22 0 2.0727 0 -0.000242602 2.0727 1.10202 1 0 -2.0727 2.0727 -1.10269 0.000671245 
50.23 0 2.0727 0 -0.000236516 2.0727 1.10202 1 0 -2.0727 2.0727 -1.10269 0.000671611 
50.24 0 2.0727 0 -0.000230428 2.0727 1.10201 1 0 -2.0727 2.0727 -1.10269 0.00067191 
50.25 0 2.0727 0 -0.000224339 2.0727 1.10201 1 0 -2.0727 2.0727 -1.10268 0.000672143 
50.26 0 2.0727 0 -0.00021825 2.0727 1.10201 1 0 -2.0727 2.0727 -1.10268 0.000672312 
50.27 0 2.07271 0 -0.000212161 2.07271 1.10201 1 0 -2.07271 2.07271 -1.10268 0.000672416 
50.28 0 2.07271 0 -0.000206073 2.07271 1.10201 1 0 -2.07271 2.07271 -1.10268 0.000672454 
50.29 0 2.07271 -2.30117e-016 -0.000199987 2.07271 1.102 1 0 -2.07271 2.07271 -1.10268 0.000672427 
50.3 0 2.07271 0 -0.000193902 2.07271 1.102 1 0 -2.07271 2.07271 -1.10267 0.000672337 
50.31 0 2.07271 -2.30117e-016 -0.00018782 2.07271 1.102 1 0 -2.07271 2.07271 -1.10267 0.000672181 
50.32 0 2.07272 0 -0.000181741 2.07272 1.102 1 0 -2.07272 2.07272 -1.10267 0.000671964 
50.33 0 2.07272 0 -0.000175666 2.07272 1.102 1 0 -2.07272 2.07272 -1.10267 0.000671681 
50.34 0 2.07272 0 -0.000169596 2.07272 1.10199 1 0 -2.07272 2.07272 -1.10267 0.000671335 
50.35 0 2.07272 0 -0.00016353 2.07272 1.10199 1 0 -2.07272 2.07272 -1.10266 0.000670926 
50.36 0 2.07272 0 -0.000157469 2.07272 1.10199 1 0 -2.07272 2.07272 -1.10266 0.000670454 
50.37 0 2.07273 0 -0.000151415 2.07273 1.10199 1 0 -2.07273 2.07273 -1.10266 0.000669919 
50.38 0 2.07273 0 -0.000145367 2.07273 1.10199 1 0 -2.07273 2.07273 -1.10266 0.000669322 
50.39 0 2.07273 0 -0.000139326 2.07273 1.10199 1 0 -2.07273 2.07273 -1.10266 0.000668662 
50.4 0 2.07273 0 -0.000133293 2.07273 1.10199 1 0 -2.07273 2.07273 -1.10265 0.000667942 
50.41 0 2.07273 0 -0.000127268 2.07273 1.10198 1 0 -2.07273 2.07273 -1.10265 0.000667159 
50.42 0 2.07274 0 -0.000121252 2.07274 1.10198 1 0 -2.07274 2.07274 -1.10265 0.000666314 
50.43 0 2.07274 0 -0.000115245 2.07274 1.10198 1 0 -2.07274 2.07274 -1.10265 0.00066541 
50.44 0 2.07274 0 -0.000109248 2.07274 1.10198 1 0 -2.07274 2.07274 -1.10264 0.000664444 
50.45 0 2.07274 0 -0.000103262 2.07274 1.10198 1 0 -2.07274 2.07274 -1.10264 0.000663419 
50.46 0 2.07275 0 -9.72864e-005 2.07275 1.10198 1 0 -2.07275 2.07275 -1.10264 0.000662332 
50.47 0 2.07275 0 -9.13223e-005 2.07275 1.10198 1 0 -2.07275 2.07275 -1.10264 0.000661187 
50.48 0 2.07275 0 -8.53702e-005 2.07275 1.10198 1 0 -2.07275 2.07275 -1.10264 0.00065998 
50.49 0 2.07275 0 -7.94307e-005 2.07275 1.10198 1 0 -2.07275 2.07275 -1.10263 0.000658716 
50.5 0 2.07275 0 -7.35042e-005 2.07275 1.10198 1 0 -2.07275 2.07275 -1.10263 0.000657394 
50.51 0 2.07276 0 -6.75914e-005 2.07276 1.10197 1 0 -2.07276 2.07276 -1.10263 0.000656011 
50.52 0 2.07276 0 -6.16926e-005 2.07276 1.10197 1 0 -2.07276 2.07276 -1.10263 0.000654573 
50.53 0 2.07276 0 -5.58084e-005 2.07276 1.10197 1 0 -2.07276 2.07276 -1.10263 0.000653074 
50.54 0 2.07276 0 -4.99394e-005 2.07276 1.10197 1 0 -2.07276 2.07276 -1.10262 0.00065152 
50.55 0 2.07276 0 -4.4086e-005 2.07276 1.10197 1 0 -2.07276 2.07276 -1.10262 0.000649908 
50.56 0 2.07277 0 -3.82488e-005 2.07277 1.10197 1 0 -2.07277 2.07277 -1.10262 0.000648239 
50.57 0 2.07277 0 -3.24283e-005 2.07277 1.10197 1 0 -2.07277 2.07277 -1.10262 0.000646514 
50.58 0 2.07277 0 -2.66249e-005 2.07277 1.10197 1 0 -2.07277 2.07277 -1.10262 0.000644732 
50.59 0 2.07277 0 -2.08391e-005 2.07277 1.10197 1 0 -2.07277 2.07277 -1.10261 0.000642896 
50.6 0 2.07277 0 -1.50715e-005 2.07277 1.10197 1 0 -2.07277 2.07277 -1.10261 0.000641004 
50.61 0 2.07278 0 -9.32255e-006 2.07278 1.10197 1 0 -2.07278 2.07278 -1.10261 0.000639057 
50.62 0 2.07278 0 -3.59271e-006 2.07278 1.10197 1 0 -2.07278 2.07278 -1.10261 0.000637056 
50.63 0 2.07278 0 2.11752e-006 2.07278 1.10197 1 0 -2.07278 2.07278 -1.10261 0.000635 
50.64 0 2.07278 0 7.80766e-006 2.07278 1.10197 1 0 -2.07278 2.07278 -1.1026 0.00063289 
50.65 0 2.07278 0 1.34772e-005 2.07278 1.10197 1 0 -2.07278 2.07278 -1.1026 0.000630728 
50.66 0 2.07279 0 1.91258e-005 2.07279 1.10197 1 0 -2.07279 2.07279 -1.1026 0.000628512 
50.67 0 2.07279 0 2.47528e-005 2.07279 1.10197 1 0 -2.07279 2.07279 -1.1026 0.000626243 
50.68 0 2.07279 -2.30126e-016 3.03579e-005 2.07279 1.10197 1 0 -2.07279 2.07279 -1.1026 0.000623923 
50.69 0 2.07279 0 3.59405e-005 2.07279 1.10197 1 0 -2.07279 2.07279 -1.10259 0.000621551 
50.7 0 2.0728 0 4.15003e-005 2.0728 1.10197 1 0 -2.0728 2.0728 -1.10259 0.000619127 
50.71 0 2.0728 0 4.70367e-005 2.0728 1.10197 1 0 -2.0728 2.0728 -1.10259 0.000616653 
50.72 0 2.0728 0 5.25493e-005 2.0728 1.10197 1 0 -2.0728 2.0728 -1.10259 0.000614128 
50.73 0 2.0728 0 5.80377e-005 2.0728 1.10197 1 0 -2.0728 2.0728 -1.10259 0.000611553 
50.74 0 2.0728 0 6.35014e-005 2.0728 1.10197 1 0 -2.0728 2.0728 -1.10258 0.000608927 
50.75 0 2.07281 0 6.894e-005 2.07281 1.10198 1 0 -2.07281 2.07281 -1.10258 0.000606254 
50.76 0 2.07281 0 7.4353e-005 2.07281 1.10198 1 0 -2.07281 2.07281 -1.10258 0.000603531 
50.77 0 2.07281 0 7.97401e-005 2.07281 1.10198 1 0 -2.07281 2.07281 -1.10258 0.000600759 
50.78 0 2.07281 -2.30128e-016 8.51007e-005 2.07281 1.10198 1 0 -2.07281 2.07281 -1.10258 0.000597939 
50.79 0 2.07281 0 9.04346e-005 2.07281 1.10198 1 0 -2.07281 2.07281 -1.10257 0.000595072 
50.8 0 2.07282 0 9.57411e-005 2.07282 1.10198 1 0 -2.07282 2.07282 -1.10257 0.000592159 
50.81 0 2.07282 0 0.00010102 2.07282 1.10198 1 0 -2.07282 2.07282 -1.10257 0.000589198 
50.82 0 2.07282 0 0.000106271 2.07282 1.10198 1 0 -2.07282 2.07282 -1.10257 0.000586192 
50.83 0 2.07282 0 0.000111493 2.07282 1.10198 1 0 -2.07282 2.07282 -1.10257 0.000583139 
50.84 0 2.07282 0 0.000116687 2.07282 1.10198 1 0 -2.07282 2.07282 -1.10256 0.000580041 
50.85 0 2.07283 0 0.000121851 2.07283 1.10199 1 0 -2.07283 2.07283 -1.10256 0.000576898 
50.86 0 2.07283 0 0.000126985 2.07283 1.10199 1 0 -2.07283 2.07283 -1.10256 0.00057371 
50.87 0 2.07283 0 0.00013209 2.07283 1.10199 1 0 -2.07283 2.07283 -1.10256 0.00057048 
50.88 0 2.07283 0 0.000137164 2.07283 1.10199 1 0 -2.07283 2.07283 -1.10256 0.000567205 
50.89 0 2.07283 0 0.000142207 2.07283 1.10199 1 0 -2.07283 2.07283 -1.10255 0.000563888 
50.9 0 2.07283 0 0.000147219 2.07283 1.10199 1 0 -2.07283 2.07283 -1.10255 0.000560528 
50.91 0 2.07284 0 0.0001522 2.07284 1.10199 1 0 -2.07284 2.07284 -1.10255 0.000557125 
50.92 0 2.07284 -2.30131e-016 0.000157148 2.07284 1.102 1 0 -2.07284 2.07284 -1.10255 0.000553681 
50.93 0 2.07284 0 0.000162064 2.07284 1.102 1 0 -2.07284 2.07284 -1.10255 0.000550197 
50.94 0 2.07284 0 0.000166948 2.07284 1.102 1 0 -2.07284 2.07284 -1.10255 0.000546672 
50.95 0 2.07284 0 0.000171798 2.07284 1.102 1 0 -2.07284 2.07284 -1.10254 0.000543106 
50.96 0 2.07285 0 0.000176615 2.07285 1.102 1 0 -2.07285 2.07285 -1.10254 0.0005395 
50.97 0 2.07285 0 0.000181399 2.07285 1.102 1 0 -2.07285 2.07285 -1.10254 0.000535856 
50.98 0 2.07285 0 0.000186148 2.07285 1.10201 1 0 -2.07285 2.07285 -1.10254 0.000532172 
50.99 0 2.07285 0 0.000190863 2.07285 1.10201 1 0 -2.07285 2.07285 -1.10254 0.000528451 
51 0 2.07285 0 0.000195543 2.07285 1.10201 1 0 -2.07285 2.07285 -1.10253 0.000524692 
51.01 0 2.07286 0 0.000200189 2.07286 1.10201 1 0 -2.07286 2.07286 -1.10253 0.000520896 
51.02 0 2.07286 0 0.000204798 2.07286 1.10201 1 0 -2.07286 2.07286 -1.10253 0.000517063 
51.03 0 2.07286 0 0.000209373 2.07286 1.10202 1 0 -2.07286 2.07286 -1.10253 0.000513193 
51.04 0 2.07286 0 0.000213911 2.07286 1.10202 1 0 -2.07286 2.07286 -1.10253 0.000509288 
51.05 0 2.07286 0 0.000218412 2.07286 1.10202 1 0 -2.07286 2.07286 -1.10253 0.000505348 
51.06 0 2.07286 0 0.000222878 2.07286 1.10202 1 0 -2.07286 2.07286 -1.10252 0.000501373 
51.07 0 2.07287 0 0.000227306 2.07287 1.10202 1 0 -2.07287 2.07287 -1.10252 0.000497363 
51.08 0 2.07287 0 0.000231697 2.07287 1.10203 1 0 -2.07287 2.07287 -1.10252 0.00049332 
51.09 0 2.07287 0 0.00023605 2.07287 1.10203 1 0 -2.07287 2.07287 -1.10252 0.000489244 
51.1 0 2.07287 0 0.000240366 2.07287 1.10203 1 0 -2.07287 2.07287 -1.10252 0.000485135 
51.11 0 2.07287 0 0.000244644 2.07287 1.10203 1 0 -2.07287 2.07287 -1.10252 0.000480994 
51.12 0 2.07287 0 0.000248883 2.07287 1.10204 1 0 -2.07287 2.07287 -1.10251 0.000476821 
51.13 0 2.07288 0 0.000253083 2.07288 1.10204 1 0 -2.07288 2.07288 -1.10251 0.000472617 
51.14 0 2.07288 0 0.000257245 2.07288 1.10204 1 0 -2.07288 2.07288 -1.10251 0.000468382 
51.15 0 2.07288 0 0.000261368 2.07288 1.10204 1 0 -2.07288 2.07288 -1.10251 0.000464117 
51.16 0 2.07288 0 0.000265451 2.07288 1.10205 1 0 -2.07288 2.07288 -1.10251 0.000459822 
51.17 0 2.07288 0 0.000269494 2.07288 1.10205 1 0 -2.07288 2.07288 -1.10251 0.000455498 
51.18 0 2.07288 0 0.000273498 2.07288 1.10205 1 0 -2.07288 2.07288 -1.1025 0.000451146 
51.19 0 2.07289 0 0.000277461 2.07289 1.10206 1 0 -2.07289 2.07289 -1.1025 0.000446765 
51.2 0 2.07289 0 0.000281384 2.07289 1.10206 1 0 -2.07289 2.07289 -1.1025 0.000442357 
51.21 0 2.07289 0 0.000285266 2.07289 1.10206 1 0 -2.07289 2.07289 -1.1025 0.000437922 
51.22 0 2.07289 0 0.000289108 2.07289 1.10206 1 0 -2.07289 2.07289 -1.1025 0.00043346 
51.23 0 2.07289 0 0.000292908 2.07289 1.10207 1 0 -2.07289 2.07289 -1.1025 0.000428973 
51.24 0 2.07289 0 0.000296667 2.07289 1.10207 1 0 -2.07289 2.07289 -1.10249 0.000424459 
51.25 0 2.0729 0 0.000300384 2.0729 1.10207 1 0 -2.0729 2.0729 -1.10249 0.000419921 
51.26 0 2.0729 0 0.00030406 2.0729 1.10208 1 0 -2.0729 2.0729 -1.10249 0.000415358 
51.27 0 2.0729 0 0.000307694 2.0729 1.10208 1 0 -2.0729 2.0729 -1.10249 0.000410772 
51.28 0 2.0729 0 0.000311285 2.0729 1.10208 1 0 -2.0729 2.0729 -1.10249 0.000406162 
51.29 0 2.0729 0 0.000314834 2.0729 1.10208 1 0 -2.0729 2.0729 -1.10249 0.000401529 
51.3 0 2.0729 0 0.000318341 2.0729 1.10209 1 0 -2.0729 2.0729 -1.10248 0.000396874 
51.31 0 2.0729 0 0.000321805 2.0729 1.10209 1 0 -2.0729 2.0729 -1.10248 0.000392196 
51.32 0 2.07291 0 0.000325226 2.07291 1.10209 1 0 -2.07291 2.07291 -1.10248 0.000387498 
51.33 0 2.07291 0 0.000328604 2.07291 1.1021 1 0 -2.07291 2.07291 -1.10248 0.000382779 
51.34 0 2.07291 -2.30139e-016 0.000331938 2.07291 1.1021 1 0 -2.07291 2.07291 -1.10248 0.000378039 
51.35 0 2.07291 0 0.000335229 2.07291 1.1021 1 0 -2.07291 2.07291 -1.10248 0.00037328 
51.36 0 2.07291 0 0.000338477 2.07291 1.10211 1 0 -2.07291 2.07291 -1.10248 0.000368501 
51.37 0 2.07291 0 0.00034168 2.07291 1.10211 1 0 -2.07291 2.07291 -1.10248 0.000363704 
51.38 0 2.07291 0 0.00034484 2.07291 1.10211 1 0 -2.07291 2.07291 -1.10247 0.000358889 
51.39 0 2.07292 0 0.000347956 2.07292 1.10212 1 0 -2.07292 2.07292 -1.10247 0.000354055 
51.4 0 2.07292 0 0.000351027 2.07292 1.10212 1 0 -2.07292 2.07292 -1.10247 0.000349205 
51.41 0 2.07292 0 0.000354054 2.07292 1.10213 1 0 -2.07292 2.07292 -1.10247 0.000344339 
51.42 0 2.07292 0 0.000357037 2.07292 1.10213 1 0 -2.07292 2.07292 -1.10247 0.000339456 
51.43 0 2.07292 0 0.000359975 2.07292 1.10213 1 0 -2.07292 2.07292 -1.10247 0.000334558 
51.44 0 2.07292 0 0.000362868 2.07292 1.10214 1 0 -2.07292 2.07292 -1.10247 0.000329645 
51.45 0 2.07292 0 0.000365717 2.07292 1.10214 1 0 -2.07292 2.07292 -1.10246 0.000324717 
51.46 0 2.07293 0 0.00036852 2.07293 1.10214 1 0 -2.07293 2.07293 -1.10246 0.000319775 
51.47 0 2.07293 0 0.000371278 2.07293 1.10215 1 0 -2.07293 2.07293 -1.10246 0.00031482 
51.48 0 2.07293 0 0.000373991 2.07293 1.10215 1 0 -2.07293 2.07293 -1.10246 0.000309852 
51.49 0 2.07293 0 0.000376659 2.07293 1.10215 1 0 -2.07293 2.07293 -1.10246 0.000304871 
51.5 0 2.07293 0 0.000379281 2.07293 1.10216 1 0 -2.07293 2.07293 -1.10246 0.000299879 
51.51 0 2.07293 0 0.000381858 2.07293 1.10216 1 0 -2.07293 2.07293 -1.10246 0.000294875 
51.52 0 2.07293 0 0.000384389 2.07293 1.10217 1 0 -2.07293 2.07293 -1.10246 0.00028986 
51.53 0 2.07293 0 0.000386875 2.07293 1.10217 1 0 -2.07293 2.07293 -1.10245 0.000284836 
51.54 0 2.07293 -2.30142e-016 0.000389314 2.07293 1.10217 1 0 -2.07293 2.07293 -1.10245 0.000279801 
51.55 0 2.07294 0 0.000391708 2.07294 1.10218 1 0 -2.07294 2.07294 -1.10245 0.000274757 
51.56 0 2.07294 0 0.000394056 2.07294 1.10218 1 0 -2.07294 2.07294 -1.10245 0.000269704 
51.57 0 2.07294 0 0.000396358 2.07294 1.10219 1 0 -2.07294 2.07294 -1.10245 0.000264643 
51.58 0 2.07294 0 0.000398614 2.07294 1.10219 1 0 -2.07294 2.07294 -1.10245 0.000259574 
51.59 0 2.07294 0 0.000400824 2.07294 1.10219 1 0 -2.07294 2.07294 -1.10245 0.000254498 
51.6 0 2.07294 0 0.000402988 2.07294 1.1022 1 0 -2.07294 2.07294 -1.10245 0.000249416 
51.61 0 2.07294 0 0.000405105 2.07294 1.1022 1 0 -2.07294 2.07294 -1.10245 0.000244327 
51.62 0 2.07294 0 0.000407177 2.07294 1.10221 1 0 -2.07294 2.07294 -1.10245 0.000239232 
51.63 0 2.07294 0 0.000409202 2.07294 1.10221 1 0 -2.07294 2.07294 -1.10244 0.000234132 
51.64 0 2.07295 0 0.000411181 2.07295 1.10221 1 0 -2.07295 2.07295 -1.10244 0.000229028 
51.65 0 2.07295 -2.30143e-016 0.000413113 2.07295 1.10222 1 0 -2.07295 2.07295 -1.10244 0.000223919 
51.66 0 2.07295 0 0.000414999 2.07295 1.10222 1 0 -2.07295 2.07295 -1.10244 0.000218807 
51.67 0 2.07295 0 0.000416839 2.07295 1.10223 1 0 -2.07295 2.07295 -1.10244 0.000213692 
51.68 0 2.07295 0 0.000418632 2.07295 1.10223 1 0 -2.07295 2.07295 -1.10244 0.000208573 
51.69 0 2.07295 0 0.000420379 2.07295 1.10223 1 0 -2.07295 2.07295 -1.10244 0.000203453 
51.7 0 2.07295 0 0.00042208 2.07295 1.10224 1 0 -2.07295 2.07295 -1.10244 0.000198331 
51.71 0 2.07295 0 0.000423734 2.07295 1.10224 1 0 -2.07295 2.07295 -1.10244 0.000193208 
51.72 0 2.07295 0 0.000425342 2.07295 1.10225 1 0 -2.07295 2.07295 -1.10244 0.000188084 
51.73 0 2.07295 0 0.000426903 2.07295 1.10225 1 0 -2.07295 2.07295 -1.10243 0.00018296 
51.74 0 2.07295 0 0.000428418 2.07295 1.10226 1 0 -2.07295 2.07295 -1.10243 0.000177837 
51.75 0 2.07296 0 0.000429887 2.07296 1.10226 1 0 -2.07296 2.07296 -1.10243 0.000172713 
51.76 0 2.07296 0 0.000431309 2.07296 1.10226 1 0 -2.07296 2.07296 -1.10243 0.000167592 
51.77 0 2.07296 0 0.000432685 2.07296 1.10227 1 0 -2.07296 2.07296 -1.10243 0.000162472 
51.78 0 2.07296 0 0.000434015 2.07296 1.10227 1 0 -2.07296 2.07296 -1.10243 0.000157355 
51.79 0 2.07296 0 0.000435298 2.07296 1.10228 1 0 -2.07296 2.07296 -1.10243 0.00015224 
51.8 0 2.07296 0 0.000436535 2.07296 1.10228 1 0 -2.07296 2.07296 -1.10243 0.000147129 
51.81 0 2.07296 0 0.000437726 2.07296 1.10229 1 0 -2.07296 2.07296 -1.10243 0.000142021 
51.82 0 2.07296 0 0.000438871 2.07296 1.10229 1 0 -2.07296 2.07296 -1.10243 0.000136917 
51.83 0 2.07296 0 0.00043997 2.07296 1.1023 1 0 -2.07296 2.07296 -1.10243 0.000131818 
51.84 0 2.07296 0 0.000441023 2.07296 1.1023 1 0 -2.07296 2.07296 -1.10243 0.000126725 
51.85 0 2.07296 -2.30145e-016 0.000442029 2.07296 1.1023 1 0 -2.07296 2.07296 -1.10243 0.000121636 
51.86 0 2.07296 0 0.00044299 2.07296 1.10231 1 0 -2.07296 2.07296 -1.10243 0.000116554 
51.87 0 2.07296 0 0.000443905 2.07296 1.10231 1 0 -2.07296 2.07296 -1.10242 0.000111478 
51.88 0 2.07297 0 0.000444775 2.07297 1.10232 1 0 -2.07297 2.07297 -1.10242 0.00010641 
51.89 0 2.07297 0 0.000445598 2.07297 1.10232 1 0 -2.07297 2.07297 -1.10242 0.000101349 
51.9 0 2.07297 0 0.000446376 2.07297 1.10233 1 0 -2.07297 2.07297 -1.10242 9.62954e-005 
51.91 0 2.07297 0 0.000447109 2.07297 1.10233 1 0 -2.07297 2.07297 -1.10242 9.12506e-005 
51.92 0 2.07297 0 0.000447796 2.07297 1.10234 1 0 -2.07297 2.07297 -1.10242 8.62147e-005 
51.93 0 2.07297 0 0.000448438 2.07297 1.10234 1 0 -2.07297 2.07297 -1.10242 8.1188e-005 
51.94 0 2.07297 0 0.000449034 2.07297 1.10234 1 0 -2.07297 2.07297 -1.10242 7.6171e-005 
51.95 0 2.07297 0 0.000449586 2.07297 1.10235 1 0 -2.07297 2.07297 -1.10242 7.11643e-005 
51.96 0 2.07297 -2.30146e-016 0.000450092 2.07297 1.10235 1 0 -2.07297 2.07297 -1.10242 6.61681e-005 
51.97 0 2.07297 0 0.000450553 2.07297 1.10236 1 0 -2.07297 2.07297 -1.10242 6.11831e-005 
51.98 0 2.07297 0 0.00045097 2.07297 1.10236 1 0 -2.07297 2.07297 -1.10242 5.62095e-005 
51.99 0 2.07297 -2.30146e-016 0.000451342 2.07297 1.10237 1 0 -2.07297 2.07297 -1.10242 5.1248e-005 
52 0 2.07297 0 0.000451669 2.07297 1.10237 1 0 -2.07297 2.07297 -1.10242 4.62987e-005 
52.01 0 2.07297 0 0.000451952 2.07297 1.10238 1 0 -2.07297 2.07297 -1.10242 4.13624e-005 
52.02 0 2.07297 0 0.000452191 2.07297 1.10238 1 0 -2.07297 2.07297 -1.10242 3.64392e-005 
52.03 0 2.07297 0 0.000452385 2.07297 1.10238 1 0 -2.07297 2.07297 -1.10242 3.15297e-005 
52.04 0 2.07297 0 0.000452535 2.07297 1.10239 1 0 -2.07297 2.07297 -1.10242 2.66343e-005 
52.05 0 2.07297 0 0.000452642 2.07297 1.10239 1 0 -2.07297 2.07297 -1.10242 2.17535e-005 
52.06 0 2.07297 0 0.000452704 2.07297 1.1024 1 0 -2.07297 2.07297 -1.10242 1.68875e-005 
52.07 0 2.07297 0 0.000452723 2.07297 1.1024 1 0 -2.07297 2.07297 -1.10242 1.20369e-005 
52.08 0 2.07297 0 0.000452699 2.07297 1.10241 1 0 -2.07297 2.07297 -1.10241 7.20208e-006 
52.09 0 2.07297 0 0.000452631 2.07297 1.10241 1 0 -2.07297 2.07297 -1.10241 2.3834e-006 
52.1 0 2.07297 0 0.00045252 2.07297 1.10242 1 0 -2.07297 2.07297 -1.10241 -2.4187e-006 
52.11 0 2.07298 0 0.000452366 2.07298 1.10242 1 0 -2.07298 2.07298 -1.10241 -7.20383e-006 
