t 1 2 3 4 5 jL0400 6 7 jE0201 jF0507 jVX jV0600 
35.56 0 2.07039 0 -0.00756229 2.07039 1.10705 1 0 -2.07039 2.07039 -1.10492 -0.00212363 
35.57 0 2.07038 0 -0.00757903 2.07038 1.10697 1 0 -2.07038 2.07038 -1.10494 -0.00203667 
35.58 0 2.07037 0 -0.00759499 2.07037 1.1069 1 0 -2.07037 2.07037 -1.10495 -0.00194982 
35.59 0 2.07036 0 -0.00761017 2.07036 1.10682 1 0 -2.07036 2.07036 -1.10496 -0.00186308 
35.6 0 2.07035 0 -0.00762457 2.07035 1.10674 1 0 -2.07035 2.07035 -1.10497 -0.00177646 
35.61 0 2.07034 0 -0.00763818 2.07034 1.10667 1 0 -2.07034 2.07034 -1.10498 -0.00168997 
35.62 0 2.07033 0 -0.00765102 2.07033 1.10659 1 0 -2.07033 2.07033 -1.10499 -0.00160361 
35.63 0 2.07032 0 -0.00766308 2.07032 1.10651 1 0 -2.07032 2.07032 -1.105 -0.00151739 
35.64 0 2.07031 0 -0.00767437 2.07031 1.10644 1 0 -2.07031 2.07031 -1.10501 -0.00143133 
35.65 0 2.0703 0 -0.00768488 2.0703 1.10636 1 0 -2.0703 2.0703 -1.10502 -0.00134542 
35.66 0 2.07029 0 -0.00769462 2.07029 1.10628 1 0 -2.07029 2.07029 -1.10502 -0.00125968 
35.67 0 2.07028 0 -0.00770359 2.07028 1.10621 1 0 -2.07028 2.07028 -1.10503 -0.00117411 
35.68 0 2.07027 0 -0.00771179 2.07027 1.10613 1 0 -2.07027 2.07027 -1.10504 -0.00108873 
35.69 0 2.07026 0 -0.00771923 2.07026 1.10605 1 0 -2.07026 2.07026 -1.10505 -0.00100353 
35.7 0 2.07025 0 -0.00772589 2.07025 1.10598 1 0 -2.07025 2.07025 -1.10506 -0.000918526 
35.71 0 2.07025 0 -0.0077318 2.07025 1.1059 1 0 -2.07025 2.07025 -1.10506 -0.000833728 
35.72 0 2.07024 0 -0.00773694 2.07024 1.10582 1 0 -2.07024 2.07024 -1.10507 -0.00074914 
35.73 0 2.07023 0 -0.00774133 2.07023 1.10574 1 0 -2.07023 2.07023 -1.10508 -0.000664772 
35.74 0 2.07022 0 -0.00774496 2.07022 1.10567 1 0 -2.07022 2.07022 -1.10508 -0.000580628 
35.75 0 2.07022 0 -0.00774784 2.07022 1.10559 1 0 -2.07022 2.07022 -1.10509 -0.000496718 
35.76 0 2.07021 0 -0.00774996 2.07021 1.10551 1 0 -2.07021 2.07021 -1.1051 -0.000413048 
35.77 0 2.0702 0 -0.00775134 2.0702 1.10543 1 0 -2.0702 2.0702 -1.1051 -0.000329626 
35.78 0 2.0702 0 -0.00775196 2.0702 1.10536 1 0 -2.0702 2.0702 -1.10511 -0.000246457 
35.79 0 2.07019 0 -0.00775185 2.07019 1.10528 1 0 -2.07019 2.07019 -1.10511 -0.000163551 
35.8 0 2.07019 0 -0.00775099 2.07019 1.1052 1 0 -2.07019 2.07019 -1.10512 -8.09131e-005 
35.81 0 2.07018 0 -0.00774939 2.07018 1.10512 1 0 -2.07018 2.07018 -1.10512 1.44905e-006 
35.82 0 2.07018 0 -0.00774705 2.07018 1.10505 1 0 -2.07018 2.07018 -1.10513 8.35286e-005 
35.83 0 2.07017 -2.29835e-016 -0.00774399 2.07017 1.10497 1 0 -2.07017 2.07017 -1.10513 0.000165319 
35.84 0 2.07017 0 -0.00774019 2.07017 1.10489 1 0 -2.07017 2.07017 -1.10514 0.000246813 
35.85 0 2.07016 0 -0.00773566 2.07016 1.10481 1 0 -2.07016 2.07016 -1.10514 0.000328003 
35.86 0 2.07016 0 -0.00773041 2.07016 1.10474 1 0 -2.07016 2.07016 -1.10514 0.000408884 
35.87 0 2.07016 0 -0.00772443 2.07016 1.10466 1 0 -2.07016 2.07016 -1.10515 0.000489448 
35.88 0 2.07015 0 -0.00771774 2.07015 1.10458 1 0 -2.07015 2.07015 -1.10515 0.000569689 
35.89 0 2.07015 0 -0.00771033 2.07015 1.1045 1 0 -2.07015 2.07015 -1.10515 0.000649599 
35.9 0 2.07015 0 -0.0077022 2.07015 1.10443 1 0 -2.07015 2.07015 -1.10516 0.000729174 
35.91 0 2.07015 0 -0.00769337 2.07015 1.10435 1 0 -2.07015 2.07015 -1.10516 0.000808407 
35.92 0 2.07014 0 -0.00768383 2.07014 1.10427 1 0 -2.07014 2.07014 -1.10516 0.000887289 
35.93 0 2.07014 0 -0.00767359 2.07014 1.1042 1 0 -2.07014 2.07014 -1.10516 0.000965818 
35.94 0 2.07014 0 -0.00766265 2.07014 1.10412 1 0 -2.07014 2.07014 -1.10516 0.00104398 
35.95 0 2.07014 0 -0.00765101 2.07014 1.10404 1 0 -2.07014 2.07014 -1.10517 0.00112178 
35.96 0 2.07014 0 -0.00763869 2.07014 1.10397 1 0 -2.07014 2.07014 -1.10517 0.0011992 
35.97 0 2.07014 0 -0.00762567 2.07014 1.10389 1 0 -2.07014 2.07014 -1.10517 0.00127624 
35.98 0 2.07014 0 -0.00761196 2.07014 1.10382 1 0 -2.07014 2.07014 -1.10517 0.0013529 
35.99 0 2.07014 0 -0.00759758 2.07014 1.10374 1 0 -2.07014 2.07014 -1.10517 0.00142916 
36 0 2.07014 -2.29831e-016 -0.00758252 2.07014 1.10366 1 0 -2.07014 2.07014 -1.10517 0.00150503 
36.01 0 2.07014 0 -0.00756678 2.07014 1.10359 1 0 -2.07014 2.07014 -1.10517 0.00158049 
36.02 0 2.07014 -2.29831e-016 -0.00755037 2.07014 1.10351 1 0 -2.07014 2.07014 -1.10517 0.00165554 
36.03 0 2.07014 0 -0.0075333 2.07014 1.10344 1 0 -2.07014 2.07014 -1.10517 0.00173017 
36.04 0 2.07014 0 -0.00751556 2.07014 1.10336 1 0 -2.07014 2.07014 -1.10517 0.00180438 
36.05 0 2.07014 0 -0.00749717 2.07014 1.10329 1 0 -2.07014 2.07014 -1.10516 0.00187817 
36.06 0 2.07014 0 -0.00747812 2.07014 1.10321 1 0 -2.07014 2.07014 -1.10516 0.00195152 
36.07 0 2.07014 0 -0.00745842 2.07014 1.10314 1 0 -2.07014 2.07014 -1.10516 0.00202443 
36.08 0 2.07015 0 -0.00743807 2.07015 1.10306 1 0 -2.07015 2.07015 -1.10516 0.00209689 
36.09 0 2.07015 0 -0.00741708 2.07015 1.10299 1 0 -2.07015 2.07015 -1.10516 0.00216891 
36.1 0 2.07015 0 -0.00739546 2.07015 1.10291 1 0 -2.07015 2.07015 -1.10516 0.00224047 
36.11 0 2.07015 0 -0.0073732 2.07015 1.10284 1 0 -2.07015 2.07015 -1.10515 0.00231157 
36.12 0 2.07016 0 -0.00735031 2.07016 1.10277 1 0 -2.07016 2.07016 -1.10515 0.00238221 
36.13 0 2.07016 0 -0.00732679 2.07016 1.10269 1 0 -2.07016 2.07016 -1.10515 0.00245238 
36.14 0 2.07016 0 -0.00730266 2.07016 1.10262 1 0 -2.07016 2.07016 -1.10514 0.00252206 
36.15 0 2.07017 0 -0.00727791 2.07017 1.10255 1 0 -2.07017 2.07017 -1.10514 0.00259127 
36.16 0 2.07017 0 -0.00725255 2.07017 1.10248 1 0 -2.07017 2.07017 -1.10514 0.00265999 
36.17 0 2.07017 0 -0.00722658 2.07017 1.1024 1 0 -2.07017 2.07017 -1.10513 0.00272822 
36.18 0 2.07018 0 -0.00720001 2.07018 1.10233 1 0 -2.07018 2.07018 -1.10513 0.00279596 
36.19 0 2.07018 0 -0.00717284 2.07018 1.10226 1 0 -2.07018 2.07018 -1.10512 0.00286319 
36.2 0 2.07019 -2.29837e-016 -0.00714507 2.07019 1.10219 1 0 -2.07019 2.07019 -1.10512 0.00292992 
36.21 0 2.07019 0 -0.00711672 2.07019 1.10212 1 0 -2.07019 2.07019 -1.10511 0.00299613 
36.22 0 2.0702 0 -0.00708779 2.0702 1.10205 1 0 -2.0702 2.0702 -1.10511 0.00306184 
36.23 0 2.0702 0 -0.00705827 2.0702 1.10198 1 0 -2.0702 2.0702 -1.1051 0.00312702 
36.24 0 2.07021 0 -0.00702819 2.07021 1.10191 1 0 -2.07021 2.07021 -1.1051 0.00319168 
36.25 0 2.07022 0 -0.00699753 2.07022 1.10184 1 0 -2.07022 2.07022 -1.10509 0.00325581 
36.26 0 2.07022 0 -0.00696631 2.07022 1.10177 1 0 -2.07022 2.07022 -1.10509 0.00331941 
36.27 0 2.07023 0 -0.00693453 2.07023 1.1017 1 0 -2.07023 2.07023 -1.10508 0.00338247 
36.28 0 2.07024 0 -0.00690219 2.07024 1.10163 1 0 -2.07024 2.07024 -1.10507 0.00344499 
36.29 0 2.07024 0 -0.00686931 2.07024 1.10156 1 0 -2.07024 2.07024 -1.10507 0.00350696 
36.3 0 2.07025 0 -0.00683588 2.07025 1.10149 1 0 -2.07025 2.07025 -1.10506 0.00356838 
36.31 0 2.07026 0 -0.00680191 2.07026 1.10142 1 0 -2.07026 2.07026 -1.10505 0.00362925 
36.32 0 2.07027 0 -0.0067674 2.07027 1.10135 1 0 -2.07027 2.07027 -1.10504 0.00368956 
36.33 0 2.07027 0 -0.00673237 2.07027 1.10129 1 0 -2.07027 2.07027 -1.10504 0.00374932 
36.34 0 2.07028 0 -0.00669681 2.07028 1.10122 1 0 -2.07028 2.07028 -1.10503 0.0038085 
36.35 0 2.07029 0 -0.00666074 2.07029 1.10115 1 0 -2.07029 2.07029 -1.10502 0.00386712 
36.36 0 2.0703 0 -0.00662415 2.0703 1.10109 1 0 -2.0703 2.0703 -1.10501 0.00392516 
36.37 0 2.07031 0 -0.00658705 2.07031 1.10102 1 0 -2.07031 2.07031 -1.105 0.00398263 
36.38 0 2.07032 0 -0.00654945 2.07032 1.10096 1 0 -2.07032 2.07032 -1.105 0.00403951 
36.39 0 2.07033 0 -0.00651136 2.07033 1.10089 1 0 -2.07033 2.07033 -1.10499 0.00409582 
36.4 0 2.07034 0 -0.00647277 2.07034 1.10083 1 0 -2.07034 2.07034 -1.10498 0.00415154 
36.41 0 2.07035 0 -0.00643369 2.07035 1.10076 1 0 -2.07035 2.07035 -1.10497 0.00420666 
36.42 0 2.07036 0 -0.00639413 2.07036 1.1007 1 0 -2.07036 2.07036 -1.10496 0.0042612 
36.43 0 2.07037 0 -0.0063541 2.07037 1.10063 1 0 -2.07037 2.07037 -1.10495 0.00431513 
36.44 0 2.07038 0 -0.0063136 2.07038 1.10057 1 0 -2.07038 2.07038 -1.10494 0.00436847 
36.45 0 2.07039 0 -0.00627263 2.07039 1.10051 1 0 -2.07039 2.07039 -1.10493 0.0044212 
36.46 0 2.0704 0 -0.0062312 2.0704 1.10045 1 0 -2.0704 2.0704 -1.10492 0.00447333 
36.47 0 2.07041 0 -0.00618932 2.07041 1.10038 1 0 -2.07041 2.07041 -1.10491 0.00452484 
36.48 0 2.07042 0 -0.00614699 2.07042 1.10032 1 0 -2.07042 2.07042 -1.1049 0.00457575 
36.49 0 2.07043 0 -0.00610421 2.07043 1.10026 1 0 -2.07043 2.07043 -1.10489 0.00462604 
36.5 0 2.07044 0 -0.006061 2.07044 1.1002 1 0 -2.07044 2.07044 -1.10488 0.00467571 
36.51 0 2.07045 0 -0.00601736 2.07045 1.10014 1 0 -2.07045 2.07045 -1.10487 0.00472476 
36.52 0 2.07046 0 -0.00597329 2.07046 1.10008 1 0 -2.07046 2.07046 -1.10485 0.00477319 
36.53 0 2.07048 0 -0.0059288 2.07048 1.10002 1 0 -2.07048 2.07048 -1.10484 0.004821 
36.54 0 2.07049 0 -0.0058839 2.07049 1.09996 1 0 -2.07049 2.07049 -1.10483 0.00486817 
36.55 0 2.0705 0 -0.00583859 2.0705 1.09991 1 0 -2.0705 2.0705 -1.10482 0.00491472 
36.56 0 2.07051 0 -0.00579288 2.07051 1.09985 1 0 -2.07051 2.07051 -1.10481 0.00496063 
36.57 0 2.07053 0 -0.00574676 2.07053 1.09979 1 0 -2.07053 2.07053 -1.1048 0.0050059 
36.58 0 2.07054 0 -0.00570026 2.07054 1.09973 1 0 -2.07054 2.07054 -1.10478 0.00505055 
36.59 0 2.07055 0 -0.00565337 2.07055 1.09968 1 0 -2.07055 2.07055 -1.10477 0.00509455 
36.6 0 2.07057 0 -0.00560611 2.07057 1.09962 1 0 -2.07057 2.07057 -1.10476 0.00513791 
36.61 0 2.07058 0 -0.00555846 2.07058 1.09956 1 0 -2.07058 2.07058 -1.10475 0.00518063 
36.62 0 2.07059 0 -0.00551045 2.07059 1.09951 1 0 -2.07059 2.07059 -1.10473 0.0052227 
36.63 0 2.07061 0 -0.00546208 2.07061 1.09945 1 0 -2.07061 2.07061 -1.10472 0.00526413 
36.64 0 2.07062 0 -0.00541335 2.07062 1.0994 1 0 -2.07062 2.07062 -1.10471 0.0053049 
36.65 0 2.07063 0 -0.00536428 2.07063 1.09935 1 0 -2.07063 2.07063 -1.10469 0.00534503 
36.66 0 2.07065 0 -0.00531485 2.07065 1.09929 1 0 -2.07065 2.07065 -1.10468 0.0053845 
36.67 0 2.07066 -2.2989e-016 -0.00526509 2.07066 1.09924 1 0 -2.07066 2.07066 -1.10466 0.00542332 
36.68 0 2.07068 0 -0.005215 2.07068 1.09919 1 0 -2.07068 2.07068 -1.10465 0.00546149 
36.69 0 2.07069 0 -0.00516458 2.07069 1.09914 1 0 -2.07069 2.07069 -1.10464 0.005499 
36.7 0 2.07071 -2.29895e-016 -0.00511383 2.07071 1.09909 1 0 -2.07071 2.07071 -1.10462 0.00553584 
36.71 0 2.07072 0 -0.00506278 2.07072 1.09904 1 0 -2.07072 2.07072 -1.10461 0.00557204 
36.72 0 2.07074 0 -0.00501141 2.07074 1.09899 1 0 -2.07074 2.07074 -1.10459 0.00560756 
36.73 0 2.07075 0 -0.00495975 2.07075 1.09894 1 0 -2.07075 2.07075 -1.10458 0.00564243 
36.74 0 2.07077 0 -0.00490778 2.07077 1.09889 1 0 -2.07077 2.07077 -1.10456 0.00567664 
36.75 0 2.07078 0 -0.00485553 2.07078 1.09884 1 0 -2.07078 2.07078 -1.10455 0.00571018 
36.76 0 2.0708 0 -0.00480299 2.0708 1.09879 1 0 -2.0708 2.0708 -1.10453 0.00574305 
36.77 0 2.07082 0 -0.00475017 2.07082 1.09874 1 0 -2.07082 2.07082 -1.10452 0.00577526 
36.78 0 2.07083 0 -0.00469708 2.07083 1.0987 1 0 -2.07083 2.07083 -1.1045 0.00580681 
36.79 0 2.07085 0 -0.00464372 2.07085 1.09865 1 0 -2.07085 2.07085 -1.10449 0.00583768 
36.8 0 2.07086 0 -0.0045901 2.07086 1.0986 1 0 -2.07086 2.07086 -1.10447 0.00586789 
36.81 0 2.07088 0 -0.00453623 2.07088 1.09856 1 0 -2.07088 2.07088 -1.10446 0.00589743 
36.82 0 2.0709 0 -0.0044821 2.0709 1.09851 1 0 -2.0709 2.0709 -1.10444 0.0059263 
36.83 0 2.07091 0 -0.00442774 2.07091 1.09847 1 0 -2.07091 2.07091 -1.10442 0.0059545 
36.84 0 2.07093 0 -0.00437314 2.07093 1.09843 1 0 -2.07093 2.07093 -1.10441 0.00598203 
36.85 0 2.07095 0 -0.00431831 2.07095 1.09838 1 0 -2.07095 2.07095 -1.10439 0.00600889 
36.86 0 2.07097 0 -0.00426325 2.07097 1.09834 1 0 -2.07097 2.07097 -1.10437 0.00603508 
36.87 0 2.07098 0 -0.00420798 2.07098 1.0983 1 0 -2.07098 2.07098 -1.10436 0.00606059 
36.88 0 2.071 0 -0.00415249 2.071 1.09826 1 0 -2.071 2.071 -1.10434 0.00608544 
36.89 0 2.07102 0 -0.0040968 2.07102 1.09821 1 0 -2.07102 2.07102 -1.10432 0.00610962 
36.9 0 2.07103 0 -0.00404091 2.07103 1.09817 1 0 -2.07103 2.07103 -1.10431 0.00613312 
36.91 0 2.07105 0 -0.00398482 2.07105 1.09813 1 0 -2.07105 2.07105 -1.10429 0.00615596 
36.92 0 2.07107 0 -0.00392855 2.07107 1.0981 1 0 -2.07107 2.07107 -1.10427 0.00617811 
36.93 0 2.07109 0 -0.00387209 2.07109 1.09806 1 0 -2.07109 2.07109 -1.10426 0.00619961 
36.94 0 2.07111 0 -0.00381546 2.07111 1.09802 1 0 -2.07111 2.07111 -1.10424 0.00622043 
36.95 0 2.07112 0 -0.00375866 2.07112 1.09798 1 0 -2.07112 2.07112 -1.10422 0.00624058 
36.96 0 2.07114 0 -0.00370169 2.07114 1.09794 1 0 -2.07114 2.07114 -1.1042 0.00626006 
36.97 0 2.07116 0 -0.00364457 2.07116 1.09791 1 0 -2.07116 2.07116 -1.10419 0.00627887 
36.98 0 2.07118 0 -0.00358729 2.07118 1.09787 1 0 -2.07118 2.07118 -1.10417 0.00629701 
36.99 0 2.0712 0 -0.00352987 2.0712 1.09784 1 0 -2.0712 2.0712 -1.10415 0.00631448 
37 0 2.07122 0 -0.00347231 2.07122 1.0978 1 0 -2.07122 2.07122 -1.10413 0.00633128 
37.01 0 2.07123 0 -0.00341461 2.07123 1.09777 1 0 -2.07123 2.07123 -1.10411 0.00634741 
37.02 0 2.07125 0 -0.00335679 2.07125 1.09773 1 0 -2.07125 2.07125 -1.1041 0.00636289 
37.03 0 2.07127 0 -0.00329885 2.07127 1.0977 1 0 -2.07127 2.07127 -1.10408 0.00637769 
37.04 0 2.07129 0 -0.00324079 2.07129 1.09767 1 0 -2.07129 2.07129 -1.10406 0.00639182 
37.05 0 2.07131 0 -0.00318262 2.07131 1.09764 1 0 -2.07131 2.07131 -1.10404 0.0064053 
37.06 0 2.07133 0 -0.00312434 2.07133 1.09761 1 0 -2.07133 2.07133 -1.10402 0.00641812 
37.07 0 2.07135 0 -0.00306597 2.07135 1.09757 1 0 -2.07135 2.07135 -1.104 0.00643027 
37.08 0 2.07137 0 -0.00300751 2.07137 1.09754 1 0 -2.07137 2.07137 -1.10399 0.00644176 
37.09 0 2.07139 0 -0.00294896 2.07139 1.09752 1 0 -2.07139 2.07139 -1.10397 0.00645258 
37.1 0 2.07141 0 -0.00289033 2.07141 1.09749 1 0 -2.07141 2.07141 -1.10395 0.00646275 
37.11 0 2.07143 0 -0.00283162 2.07143 1.09746 1 0 -2.07143 2.07143 -1.10393 0.00647227 
37.12 0 2.07144 -2.29977e-016 -0.00277285 2.07144 1.09743 1 0 -2.07144 2.07144 -1.10391 0.00648112 
37.13 0 2.07146 0 -0.00271402 2.07146 1.0974 1 0 -2.07146 2.07146 -1.10389 0.00648932 
37.14 0 2.07148 0 -0.00265513 2.07148 1.09738 1 0 -2.07148 2.07148 -1.10387 0.00649688 
37.15 0 2.0715 0 -0.00259618 2.0715 1.09735 1 0 -2.0715 2.0715 -1.10385 0.00650378 
37.16 0 2.07152 0 -0.0025372 2.07152 1.09733 1 0 -2.07152 2.07152 -1.10384 0.00651002 
37.17 0 2.07154 0 -0.00247817 2.07154 1.0973 1 0 -2.07154 2.07154 -1.10382 0.00651562 
37.18 0 2.07156 0 -0.00241911 2.07156 1.09728 1 0 -2.07156 2.07156 -1.1038 0.00652058 
37.19 0 2.07158 0 -0.00236003 2.07158 1.09725 1 0 -2.07158 2.07158 -1.10378 0.00652488 
37.2 0 2.0716 0 -0.00230092 2.0716 1.09723 1 0 -2.0716 2.0716 -1.10376 0.00652855 
37.21 0 2.07162 0 -0.00224179 2.07162 1.09721 1 0 -2.07162 2.07162 -1.10374 0.00653158 
37.22 0 2.07164 0 -0.00218266 2.07164 1.09719 1 0 -2.07164 2.07164 -1.10372 0.00653396 
37.23 0 2.07166 0 -0.00212352 2.07166 1.09716 1 0 -2.07166 2.07166 -1.1037 0.00653571 
37.24 0 2.07168 0 -0.00206438 2.07168 1.09714 1 0 -2.07168 2.07168 -1.10368 0.00653682 
37.25 0 2.0717 0 -0.00200525 2.0717 1.09712 1 0 -2.0717 2.0717 -1.10366 0.0065373 
37.26 0 2.07172 0 -0.00194614 2.07172 1.0971 1 0 -2.07172 2.07172 -1.10364 0.00653715 
37.27 0 2.07174 0 -0.00188704 2.07174 1.09709 1 0 -2.07174 2.07174 -1.10362 0.00653637 
37.28 0 2.07176 0 -0.00182796 2.07176 1.09707 1 0 -2.07176 2.07176 -1.1036 0.00653497 
37.29 0 2.07178 0 -0.00176891 2.07178 1.09705 1 0 -2.07178 2.07178 -1.10358 0.00653293 
37.3 0 2.0718 0 -0.0017099 2.0718 1.09703 1 0 -2.0718 2.0718 -1.10356 0.00653027 
37.31 0 2.07182 0 -0.00165093 2.07182 1.09702 1 0 -2.07182 2.07182 -1.10354 0.00652701 
37.32 0 2.07185 0 -0.00159201 2.07185 1.097 1 0 -2.07185 2.07185 -1.10352 0.00652312 
37.33 0 2.07187 0 -0.00153313 2.07187 1.09698 1 0 -2.07187 2.07187 -1.1035 0.00651862 
37.34 0 2.07189 0 -0.00147432 2.07189 1.09697 1 0 -2.07189 2.07189 -1.10348 0.0065135 
37.35 0 2.07191 0 -0.00141556 2.07191 1.09696 1 0 -2.07191 2.07191 -1.10346 0.00650778 
37.36 0 2.07193 0 -0.00135687 2.07193 1.09694 1 0 -2.07193 2.07193 -1.10344 0.00650144 
37.37 0 2.07195 0 -0.00129826 2.07195 1.09693 1 0 -2.07195 2.07195 -1.10342 0.00649452 
37.38 0 2.07197 0 -0.00123973 2.07197 1.09692 1 0 -2.07197 2.07197 -1.1034 0.00648698 
37.39 0 2.07199 0 -0.00118128 2.07199 1.0969 1 0 -2.07199 2.07199 -1.10338 0.00647885 
37.4 0 2.07201 0 -0.00112292 2.07201 1.09689 1 0 -2.07201 2.07201 -1.10336 0.00647012 
37.41 0 2.07203 0 -0.00106465 2.07203 1.09688 1 0 -2.07203 2.07203 -1.10334 0.0064608 
37.42 0 2.07205 0 -0.00100648 2.07205 1.09687 1 0 -2.07205 2.07205 -1.10332 0.00645088 
37.43 0 2.07207 0 -0.000948422 2.07207 1.09686 1 0 -2.07207 2.07207 -1.1033 0.00644039 
37.44 0 2.07209 0 -0.000890471 2.07209 1.09685 1 0 -2.07209 2.07209 -1.10328 0.00642931 
37.45 0 2.07211 0 -0.000832636 2.07211 1.09685 1 0 -2.07211 2.07211 -1.10326 0.00641764 
37.46 0 2.07213 -2.30053e-016 -0.000774922 2.07213 1.09684 1 0 -2.07213 2.07213 -1.10324 0.0064054 
37.47 0 2.07215 0 -0.000717333 2.07215 1.09683 1 0 -2.07215 2.07215 -1.10322 0.00639259 
37.48 0 2.07217 0 -0.000659875 2.07217 1.09682 1 0 -2.07217 2.07217 -1.1032 0.0063792 
37.49 0 2.07219 0 -0.000602554 2.07219 1.09682 1 0 -2.07219 2.07219 -1.10318 0.00636526 
37.5 0 2.07221 0 -0.000545373 2.07221 1.09681 1 0 -2.07221 2.07221 -1.10316 0.00635074 
37.51 0 2.07223 0 -0.000488338 2.07223 1.09681 1 0 -2.07223 2.07223 -1.10314 0.00633567 
37.52 0 2.07225 0 -0.000431455 2.07225 1.0968 1 0 -2.07225 2.07225 -1.10312 0.00632003 
37.53 0 2.07227 0 -0.000374727 2.07227 1.0968 1 0 -2.07227 2.07227 -1.1031 0.00630385 
37.54 0 2.07229 0 -0.000318161 2.07229 1.0968 1 0 -2.07229 2.07229 -1.10308 0.00628711 
37.55 0 2.07231 0 -0.00026176 2.07231 1.09679 1 0 -2.07231 2.07231 -1.10306 0.00626982 
37.56 0 2.07233 0 -0.000205529 2.07233 1.09679 1 0 -2.07233 2.07233 -1.10304 0.00625199 
37.57 0 2.07236 0 -0.000149474 2.07236 1.09679 1 0 -2.07236 2.07236 -1.10302 0.00623363 
37.58 0 2.07238 0 -9.35999e-005 2.07238 1.09679 1 0 -2.07238 2.07238 -1.103 0.00621472 
37.59 0 2.0724 0 -3.79102e-005 2.0724 1.09679 1 0 -2.0724 2.0724 -1.10298 0.00619529 
37.6 0 2.07242 0 1.75898e-005 2.07242 1.09679 1 0 -2.07242 2.07242 -1.10296 0.00617531 
37.61 0 2.07244 0 7.28954e-005 2.07244 1.09679 1 0 -2.07244 2.07244 -1.10295 0.00615482 
37.62 0 2.07246 -2.30089e-016 0.000128002 2.07246 1.09679 1 0 -2.07246 2.07246 -1.10293 0.00613382 
37.63 0 2.07248 -2.30091e-016 0.000182905 2.07248 1.09679 1 0 -2.07248 2.07248 -1.10291 0.00611229 
37.64 0 2.0725 0 0.0002376 2.0725 1.0968 1 0 -2.0725 2.0725 -1.10289 0.00609025 
37.65 0 2.07252 0 0.000292082 2.07252 1.0968 1 0 -2.07252 2.07252 -1.10287 0.00606769 
37.66 0 2.07254 0 0.000346347 2.07254 1.0968 1 0 -2.07254 2.07254 -1.10285 0.00604465 
37.67 0 2.07256 0 0.00040039 2.07256 1.09681 1 0 -2.07256 2.07256 -1.10283 0.00602109 
37.68 0 2.07258 0 0.000454207 2.07258 1.09681 1 0 -2.07258 2.07258 -1.10281 0.00599703 
37.69 0 2.0726 0 0.000507794 2.0726 1.09682 1 0 -2.0726 2.0726 -1.10279 0.00597248 
37.7 0 2.07262 0 0.000561146 2.07262 1.09682 1 0 -2.07262 2.07262 -1.10277 0.00594744 
37.71 0 2.07264 0 0.000614258 2.07264 1.09683 1 0 -2.07264 2.07264 -1.10275 0.00592193 
37.72 0 2.07265 0 0.000667128 2.07265 1.09683 1 0 -2.07265 2.07265 -1.10273 0.00589591 
37.73 0 2.07267 0 0.000719749 2.07267 1.09684 1 0 -2.07267 2.07267 -1.10271 0.00586944 
37.74 0 2.07269 0 0.000772119 2.07269 1.09685 1 0 -2.07269 2.07269 -1.10269 0.00584248 
37.75 0 2.07271 0 0.000824233 2.07271 1.09686 1 0 -2.07271 2.07271 -1.10267 0.00581507 
37.76 0 2.07273 0 0.000876086 2.07273 1.09687 1 0 -2.07273 2.07273 -1.10265 0.00578718 
37.77 0 2.07275 0 0.000927675 2.07275 1.09688 1 0 -2.07275 2.07275 -1.10263 0.00575884 
37.78 0 2.07277 0 0.000978996 2.07277 1.09689 1 0 -2.07277 2.07277 -1.10262 0.00573004 
37.79 0 2.07279 0 0.00103004 2.07279 1.0969 1 0 -2.07279 2.07279 -1.1026 0.00570079 
37.8 0 2.07281 0 0.00108082 2.07281 1.09691 1 0 -2.07281 2.07281 -1.10258 0.00567109 
37.81 0 2.07283 0 0.00113131 2.07283 1.09692 1 0 -2.07283 2.07283 -1.10256 0.00564095 
37.82 0 2.07285 0 0.00118152 2.07285 1.09693 1 0 -2.07285 2.07285 -1.10254 0.00561037 
37.83 0 2.07287 0 0.00123144 2.07287 1.09694 1 0 -2.07287 2.07287 -1.10252 0.00557936 
37.84 0 2.07289 0 0.00128107 2.07289 1.09695 1 0 -2.07289 2.07289 -1.1025 0.00554792 
37.85 0 2.0729 0 0.0013304 2.0729 1.09697 1 0 -2.0729 2.0729 -1.10248 0.00551606 
37.86 0 2.07292 0 0.00137943 2.07292 1.09698 1 0 -2.07292 2.07292 -1.10247 0.00548378 
37.87 0 2.07294 0 0.00142816 2.07294 1.097 1 0 -2.07294 2.07294 -1.10245 0.00545108 
37.88 0 2.07296 0 0.00147659 2.07296 1.09701 1 0 -2.07296 2.07296 -1.10243 0.00541797 
37.89 0 2.07298 0 0.0015247 2.07298 1.09703 1 0 -2.07298 2.07298 -1.10241 0.00538446 
37.9 0 2.073 0 0.0015725 2.073 1.09704 1 0 -2.073 2.073 -1.10239 0.00535055 
37.91 0 2.07302 0 0.00161999 2.07302 1.09706 1 0 -2.07302 2.07302 -1.10237 0.00531624 
37.92 0 2.07303 0 0.00166715 2.07303 1.09707 1 0 -2.07303 2.07303 -1.10236 0.00528153 
37.93 0 2.07305 0 0.00171399 2.07305 1.09709 1 0 -2.07305 2.07305 -1.10234 0.00524645 
37.94 0 2.07307 0 0.0017605 2.07307 1.09711 1 0 -2.07307 2.07307 -1.10232 0.00521097 
