t 1 2 3 jV0200 jV0300 
0.00271 5.80985 0.728969 -0.260842 0 0 
0.002715 5.78911 0.790155 -0.266902 0 0 
0.00272 5.76954 0.844328 -0.272952 0 0 
0.002725 5.75142 0.891007 -0.278991 0 0 
0.00273 5.735 0.929776 -0.285019 0 0 
0.002735 5.72052 0.960294 -0.291036 0 0 
0.00274 5.70822 0.982287 -0.297042 0 0 
0.002745 5.69831 0.995562 -0.303035 0 0 
0.00275 5.69098 1 -0.309017 0 0 
0.002755 5.68641 0.995562 -0.314987 0 0 
0.00276 5.68474 0.982287 -0.320944 0 0 
0.002765 5.68609 0.960294 -0.326888 0 0 
0.00277 5.69055 0.929776 -0.33282 0 0 
0.002775 5.69818 0.891007 -0.338738 0 0 
0.00278 5.70901 0.844328 -0.344643 0 0 
0.002785 5.72302 0.790155 -0.350534 0 0 
0.00279 5.74019 0.728969 -0.356412 0 0 
0.002795 5.76042 0.661312 -0.362275 0 0 
0.0028 5.78362 0.587785 -0.368125 0 0 
0.002805 5.80964 0.509041 -0.373959 0 0 
0.00281 5.8383 0.425779 -0.379779 0 0 
0.002815 5.86939 0.338738 -0.385584 0 0 
0.00282 5.90267 0.24869 -0.391374 0 0 
0.002825 5.93787 0.156434 -0.397148 0 0 
0.00283 5.9747 0.0627905 -0.402906 0 0 
0.002835 6.01284 -0.0314108 -0.408649 0 0 
0.00284 6.05194 -0.125333 -0.414376 0 0 
0.002845 6.09164 -0.218143 -0.420086 0 0 
0.00285 6.13157 -0.309017 -0.425779 0 0 
0.002855 6.17135 -0.397148 -0.431456 0 0 
0.00286 6.21058 -0.481754 -0.437116 0 0 
0.002865 6.24887 -0.562083 -0.442758 0 0 
0.00287 6.28581 -0.637424 -0.448383 0 0 
0.002875 6.32102 -0.707107 -0.45399 0 0 
0.00288 6.35411 -0.770513 -0.45958 0 0 
0.002885 6.38472 -0.827081 -0.465151 0 0 
0.00289 6.41248 -0.876307 -0.470704 0 0 
0.002895 6.43707 -0.917755 -0.476238 0 0 
0.0029 6.45817 -0.951057 -0.481754 0 0 
0.002905 6.47552 -0.975917 -0.48725 0 0 
0.00291 6.48884 -0.992115 -0.492727 0 0 
0.002915 6.49794 -0.999507 -0.498185 0 0 
0.00292 6.50263 -0.998027 -0.503623 0 0 
0.002925 6.50277 -0.987688 -0.509041 0 0 
0.00293 6.49828 -0.968583 -0.51444 0 0 
0.002935 6.48909 -0.940881 -0.519817 0 0 
0.00294 6.47519 -0.904827 -0.525175 0 0 
0.002945 6.45663 -0.860742 -0.530511 0 0 
0.00295 6.43349 -0.809017 -0.535827 0 0 
0.002955 6.4059 -0.750111 -0.541121 0 0 
0.00296 6.37403 -0.684547 -0.546394 0 0 
0.002965 6.33811 -0.612907 -0.551646 0 0 
0.00297 6.29839 -0.535827 -0.556876 0 0 
0.002975 6.25518 -0.45399 -0.562083 0 0 
0.00298 6.20883 -0.368125 -0.567269 0 0 
0.002985 6.1597 -0.278991 -0.572432 0 0 
0.00299 6.10823 -0.187381 -0.577573 0 0 
0.002995 6.05484 -0.0941083 -0.58269 0 0 
0.003 6 -7.19853e-013 -0.587785 0 0 
0.003005 5.94421 0.0941083 -0.592857 0 0 
0.00301 5.88796 0.187381 -0.597905 0 0 
0.003015 5.83179 0.278991 -0.60293 0 0 
0.00302 5.77621 0.368125 -0.60793 0 0 
0.003025 5.72175 0.45399 -0.612907 0 0 
0.00303 5.66893 0.535827 -0.61786 0 0 
0.003035 5.61829 0.612907 -0.622788 0 0 
0.00304 5.57032 0.684547 -0.627691 0 0 
0.003045 5.5255 0.750111 -0.63257 0 0 
0.00305 5.48431 0.809017 -0.637424 0 0 
0.003055 5.44719 0.860742 -0.642253 0 0 
0.00306 5.41453 0.904827 -0.647056 0 0 
0.003065 5.3867 0.940881 -0.651834 0 0 
0.00307 5.36404 0.968583 -0.656586 0 0 
0.003075 5.34683 0.987688 -0.661312 0 0 
0.00308 5.3353 0.998027 -0.666012 0 0 
0.003085 5.32965 0.999507 -0.670686 0 0 
0.00309 5.32999 0.992115 -0.675333 0 0 
0.003095 5.33642 0.975917 -0.679953 0 0 
0.0031 5.34896 0.951057 -0.684547 0 0 
0.003105 5.36756 0.917755 -0.689114 0 0 
0.00311 5.39215 0.876307 -0.693653 0 0 
0.003115 5.42256 0.827081 -0.698165 0 0 
0.00312 5.4586 0.770513 -0.70265 0 0 
0.003125 5.5 0.707107 -0.707107 0 0 
0.00313 5.54645 0.637424 -0.711536 0 0 
0.003135 5.59758 0.562083 -0.715936 0 0 
0.00314 5.65299 0.481754 -0.720309 0 0 
0.003145 5.71221 0.397148 -0.724653 0 0 
0.00315 5.77474 0.309017 -0.728969 0 0 
0.003155 5.84005 0.218143 -0.733255 0 0 
0.00316 5.90757 0.125333 -0.737513 0 0 
0.003165 5.9767 0.0314108 -0.741742 0 0 
0.00317 6.04684 -0.0627905 -0.745941 0 0 
0.003175 6.11734 -0.156434 -0.750111 0 0 
0.00318 6.18757 -0.24869 -0.754251 0 0 
0.003185 6.25689 -0.338738 -0.758362 0 0 
0.00319 6.32463 -0.425779 -0.762443 0 0 
0.003195 6.39018 -0.509041 -0.766493 0 0 
0.0032 6.4529 -0.587785 -0.770513 0 0 
0.003205 6.51219 -0.661312 -0.774503 0 0 
0.00321 6.56747 -0.728969 -0.778462 0 0 
0.003215 6.61821 -0.790155 -0.782391 0 0 
0.00322 6.66389 -0.844328 -0.786288 0 0 
0.003225 6.70403 -0.891007 -0.790155 0 0 
0.00323 6.73823 -0.929776 -0.79399 0 0 
0.003235 6.76612 -0.960294 -0.797794 0 0 
0.00324 6.78737 -0.982287 -0.801567 0 0 
0.003245 6.80173 -0.995562 -0.805308 0 0 
0.00325 6.80902 -1 -0.809017 0 0 
0.003255 6.80909 -0.995562 -0.812694 0 0 
0.00326 6.80188 -0.982287 -0.816339 0 0 
0.003265 6.78739 -0.960294 -0.819952 0 0 
0.00327 6.7657 -0.929776 -0.823533 0 0 
0.003275 6.73693 -0.891007 -0.827081 0 0 
0.00328 6.7013 -0.844328 -0.830596 0 0 
0.003285 6.65905 -0.790155 -0.834078 0 0 
0.00329 6.61053 -0.728969 -0.837528 0 0 
0.003295 6.55613 -0.661312 -0.840945 0 0 
0.0033 6.49628 -0.587785 -0.844328 0 0 
0.003305 6.4315 -0.509041 -0.847678 0 0 
0.00331 6.36234 -0.425779 -0.850994 0 0 
0.003315 6.28938 -0.338738 -0.854277 0 0 
0.00332 6.21326 -0.24869 -0.857527 0 0 
0.003325 6.13465 -0.156434 -0.860742 0 0 
0.00333 6.05425 -0.0627905 -0.863923 0 0 
0.003335 5.97276 0.0314108 -0.867071 0 0 
0.00334 5.89094 0.125333 -0.870184 0 0 
0.003345 5.8095 0.218143 -0.873262 0 0 
0.00335 5.72921 0.309017 -0.876307 0 0 
0.003355 5.65078 0.397148 -0.879316 0 0 
0.00336 5.57495 0.481754 -0.882291 0 0 
0.003365 5.50243 0.562083 -0.885231 0 0 
0.00337 5.43388 0.637424 -0.888136 0 0 
0.003375 5.36996 0.707107 -0.891007 0 0 
0.00338 5.31128 0.770513 -0.893841 0 0 
0.003385 5.25841 0.827081 -0.896641 0 0 
0.00339 5.21185 0.876307 -0.899405 0 0 
0.003395 5.17206 0.917755 -0.902134 0 0 
0.0034 5.13946 0.951057 -0.904827 0 0 
0.003405 5.11437 0.975917 -0.907484 0 0 
0.00341 5.09707 0.992115 -0.910106 0 0 
0.003415 5.08776 0.999507 -0.912692 0 0 
0.00342 5.08656 0.998027 -0.915241 0 0 
0.003425 5.09354 0.987688 -0.917755 0 0 
0.00343 5.10868 0.968583 -0.920232 0 0 
0.003435 5.13187 0.940881 -0.922673 0 0 
0.00344 5.16297 0.904827 -0.925077 0 0 
0.003445 5.20171 0.860742 -0.927445 0 0 
0.00345 5.2478 0.809017 -0.929776 0 0 
0.003455 5.30084 0.750111 -0.932071 0 0 
0.00346 5.36041 0.684547 -0.934329 0 0 
0.003465 5.42598 0.612907 -0.93655 0 0 
0.00347 5.497 0.535827 -0.938734 0 0 
0.003475 5.57285 0.45399 -0.940881 0 0 
0.00348 5.65286 0.368125 -0.942991 0 0 
0.003485 5.73634 0.278991 -0.945063 0 0 
0.00349 5.82253 0.187381 -0.947098 0 0 
0.003495 5.91068 0.0941083 -0.949096 0 0 
0.0035 6 1.10747e-012 -0.951057 0 0 
0.003505 6.08968 -0.0941083 -0.952979 0 0 
0.00351 6.17892 -0.187381 -0.954865 0 0 
0.003515 6.26691 -0.278991 -0.956712 0 0 
0.00352 6.35286 -0.368125 -0.958522 0 0 
0.003525 6.43596 -0.45399 -0.960294 0 0 
0.00353 6.51548 -0.535827 -0.962028 0 0 
0.003535 6.59067 -0.612907 -0.963724 0 0 
0.00354 6.66085 -0.684547 -0.965382 0 0 
0.003545 6.72536 -0.750111 -0.967001 0 0 
0.00355 6.7836 -0.809017 -0.968583 0 0 
0.003555 6.83503 -0.860742 -0.970127 0 0 
0.00356 6.87916 -0.904827 -0.971632 0 0 
0.003565 6.91557 -0.940881 -0.973099 0 0 
0.00357 6.94391 -0.968583 -0.974527 0 0 
0.003575 6.9639 -0.987688 -0.975917 0 0 
0.00358 6.97534 -0.998027 -0.977268 0 0 
0.003585 6.9781 -0.999507 -0.978581 0 0 
0.00359 6.97213 -0.992115 -0.979855 0 0 
0.003595 6.95746 -0.975917 -0.981091 0 0 
0.0036 6.93421 -0.951057 -0.982287 0 0 
0.003605 6.90256 -0.917755 -0.983445 0 0 
0.00361 6.86278 -0.876307 -0.984564 0 0 
0.003615 6.81521 -0.827081 -0.985645 0 0 
0.00362 6.76025 -0.770513 -0.986686 0 0 
0.003625 6.6984 -0.707107 -0.987688 0 0 
0.00363 6.63019 -0.637424 -0.988652 0 0 
0.003635 6.55622 -0.562083 -0.989576 0 0 
0.00364 6.47716 -0.481754 -0.990461 0 0 
0.003645 6.3937 -0.397148 -0.991308 0 0 
0.00365 6.30658 -0.309017 -0.992115 0 0 
0.003655 6.21659 -0.218143 -0.992883 0 0 
0.00366 6.12453 -0.125333 -0.993611 0 0 
0.003665 6.03123 -0.0314108 -0.994301 0 0 
0.00367 5.93753 0.0627905 -0.994951 0 0 
0.003675 5.84426 0.156434 -0.995562 0 0 
0.00368 5.75227 0.24869 -0.996134 0 0 
0.003685 5.66239 0.338738 -0.996666 0 0 
0.00369 5.57543 0.425779 -0.997159 0 0 
0.003695 5.49217 0.509041 -0.997613 0 0 
0.0037 5.41337 0.587785 -0.998027 0 0 
0.003705 5.33975 0.661312 -0.998402 0 0 
0.00371 5.27195 0.728969 -0.998737 0 0 
0.003715 5.21061 0.790155 -0.999033 0 0 
0.00372 5.15627 0.844328 -0.999289 0 0 
0.003725 5.10943 0.891007 -0.999507 0 0 
0.00373 5.07052 0.929776 -0.999684 0 0 
0.003735 5.03988 0.960294 -0.999822 0 0 
0.00374 5.01779 0.982287 -0.999921 0 0 
0.003745 5.00446 0.995562 -0.99998 0 0 
0.00375 5 1 -1 0 0 
0.003755 5.00446 0.995562 -0.99998 0 0 
0.00376 5.01779 0.982287 -0.999921 0 0 
0.003765 5.03988 0.960294 -0.999822 0 0 
0.00377 5.07052 0.929776 -0.999684 0 0 
0.003775 5.10943 0.891007 -0.999507 0 0 
0.00378 5.15627 0.844328 -0.999289 0 0 
0.003785 5.21061 0.790155 -0.999033 0 0 
0.00379 5.27195 0.728969 -0.998737 0 0 
0.003795 5.33975 0.661312 -0.998402 0 0 
0.0038 5.41337 0.587785 -0.998027 0 0 
0.003805 5.49217 0.509041 -0.997613 0 0 
0.00381 5.57543 0.425779 -0.997159 0 0 
0.003815 5.66239 0.338738 -0.996666 0 0 
0.00382 5.75227 0.24869 -0.996134 0 0 
0.003825 5.84426 0.156434 -0.995562 0 0 
0.00383 5.93753 0.0627905 -0.994951 0 0 
0.003835 6.03123 -0.0314108 -0.994301 0 0 
0.00384 6.12453 -0.125333 -0.993611 0 0 
0.003845 6.21659 -0.218143 -0.992883 0 0 
0.00385 6.30658 -0.309017 -0.992115 0 0 
0.003855 6.3937 -0.397148 -0.991308 0 0 
0.00386 6.47716 -0.481754 -0.990461 0 0 
0.003865 6.55622 -0.562083 -0.989576 0 0 
0.00387 6.63019 -0.637424 -0.988652 0 0 
0.003875 6.6984 -0.707107 -0.987688 0 0 
0.00388 6.76025 -0.770513 -0.986686 0 0 
0.003885 6.81521 -0.827081 -0.985645 0 0 
0.00389 6.86278 -0.876307 -0.984564 0 0 
0.003895 6.90256 -0.917755 -0.983445 0 0 
0.0039 6.93421 -0.951057 -0.982287 0 0 
0.003905 6.95746 -0.975917 -0.981091 0 0 
0.00391 6.97213 -0.992115 -0.979855 0 0 
0.003915 6.9781 -0.999507 -0.978581 0 0 
0.00392 6.97534 -0.998027 -0.977268 0 0 
0.003925 6.9639 -0.987688 -0.975917 0 0 
0.00393 6.94391 -0.968583 -0.974527 0 0 
0.003935 6.91557 -0.940881 -0.973099 0 0 
0.00394 6.87916 -0.904827 -0.971632 0 0 
0.003945 6.83503 -0.860742 -0.970127 0 0 
0.00395 6.7836 -0.809017 -0.968583 0 0 
0.003955 6.72536 -0.750111 -0.967001 0 0 
0.00396 6.66085 -0.684547 -0.965382 0 0 
0.003965 6.59067 -0.612907 -0.963724 0 0 
0.00397 6.51548 -0.535827 -0.962028 0 0 
0.003975 6.43596 -0.45399 -0.960294 0 0 
0.00398 6.35286 -0.368125 -0.958522 0 0 
0.003985 6.26691 -0.278991 -0.956712 0 0 
0.00399 6.17892 -0.187381 -0.954865 0 0 
0.003995 6.08968 -0.0941083 -0.952979 0 0 
0.004 6 -1.49508e-012 -0.951057 0 0 
0.004005 5.91068 0.0941083 -0.949096 0 0 
0.00401 5.82253 0.187381 -0.947098 0 0 
0.004015 5.73634 0.278991 -0.945063 0 0 
0.00402 5.65286 0.368125 -0.942991 0 0 
0.004025 5.57285 0.45399 -0.940881 0 0 
0.00403 5.497 0.535827 -0.938734 0 0 
0.004035 5.42598 0.612907 -0.93655 0 0 
0.00404 5.36041 0.684547 -0.934329 0 0 
0.004045 5.30084 0.750111 -0.932071 0 0 
0.00405 5.2478 0.809017 -0.929776 0 0 
0.004055 5.20171 0.860742 -0.927445 0 0 
0.00406 5.16297 0.904827 -0.925077 0 0 
0.004065 5.13187 0.940881 -0.922673 0 0 
0.00407 5.10868 0.968583 -0.920232 0 0 
0.004075 5.09354 0.987688 -0.917755 0 0 
0.00408 5.08656 0.998027 -0.915241 0 0 
0.004085 5.08776 0.999507 -0.912692 0 0 
0.00409 5.09707 0.992115 -0.910106 0 0 
0.004095 5.11437 0.975917 -0.907484 0 0 
0.0041 5.13946 0.951057 -0.904827 0 0 
0.004105 5.17206 0.917755 -0.902134 0 0 
0.00411 5.21185 0.876307 -0.899405 0 0 
0.004115 5.25841 0.827081 -0.896641 0 0 
0.00412 5.31128 0.770513 -0.893841 0 0 
0.004125 5.36996 0.707107 -0.891007 0 0 
0.00413 5.43388 0.637424 -0.888136 0 0 
0.004135 5.50243 0.562083 -0.885231 0 0 
0.00414 5.57495 0.481754 -0.882291 0 0 
0.004145 5.65078 0.397148 -0.879316 0 0 
0.00415 5.72921 0.309017 -0.876307 0 0 
0.004155 5.8095 0.218143 -0.873262 0 0 
0.00416 5.89094 0.125333 -0.870184 0 0 
0.004165 5.97276 0.0314108 -0.867071 0 0 
0.00417 6.05425 -0.0627905 -0.863923 0 0 
0.004175 6.13465 -0.156434 -0.860742 0 0 
0.00418 6.21326 -0.24869 -0.857527 0 0 
0.004185 6.28938 -0.338738 -0.854277 0 0 
0.00419 6.36234 -0.425779 -0.850994 0 0 
0.004195 6.4315 -0.509041 -0.847678 0 0 
0.0042 6.49628 -0.587785 -0.844328 0 0 
0.004205 6.55613 -0.661312 -0.840945 0 0 
0.00421 6.61053 -0.728969 -0.837528 0 0 
0.004215 6.65905 -0.790155 -0.834078 0 0 
0.00422 6.7013 -0.844328 -0.830596 0 0 
0.004225 6.73693 -0.891007 -0.827081 0 0 
0.00423 6.7657 -0.929776 -0.823533 0 0 
0.004235 6.78739 -0.960294 -0.819952 0 0 
0.00424 6.80188 -0.982287 -0.816339 0 0 
0.004245 6.80909 -0.995562 -0.812694 0 0 
0.00425 6.80902 -1 -0.809017 0 0 
0.004255 6.80173 -0.995562 -0.805308 0 0 
0.00426 6.78737 -0.982287 -0.801567 0 0 
0.004265 6.76612 -0.960294 -0.797794 0 0 
0.00427 6.73823 -0.929776 -0.79399 0 0 
0.004275 6.70403 -0.891007 -0.790155 0 0 
0.00428 6.66389 -0.844328 -0.786288 0 0 
0.004285 6.61821 -0.790155 -0.782391 0 0 
0.00429 6.56747 -0.728969 -0.778462 0 0 
0.004295 6.51219 -0.661312 -0.774503 0 0 
0.0043 6.4529 -0.587785 -0.770513 0 0 
0.004305 6.39018 -0.509041 -0.766493 0 0 
0.00431 6.32463 -0.425779 -0.762443 0 0 
0.004315 6.25689 -0.338738 -0.758362 0 0 
0.00432 6.18757 -0.24869 -0.754251 0 0 
0.004325 6.11734 -0.156434 -0.750111 0 0 
0.00433 6.04684 -0.0627905 -0.745941 0 0 
0.004335 5.9767 0.0314108 -0.741742 0 0 
0.00434 5.90757 0.125333 -0.737513 0 0 
0.004345 5.84005 0.218143 -0.733255 0 0 
0.00435 5.77474 0.309017 -0.728969 0 0 
0.004355 5.71221 0.397148 -0.724653 0 0 
0.00436 5.65299 0.481754 -0.720309 0 0 
0.004365 5.59758 0.562083 -0.715936 0 0 
0.00437 5.54645 0.637424 -0.711536 0 0 
0.004375 5.5 0.707107 -0.707107 0 0 
0.00438 5.4586 0.770513 -0.70265 0 0 
0.004385 5.42256 0.827081 -0.698165 0 0 
0.00439 5.39215 0.876307 -0.693653 0 0 
0.004395 5.36756 0.917755 -0.689114 0 0 
0.0044 5.34896 0.951057 -0.684547 0 0 
0.004405 5.33642 0.975917 -0.679953 0 0 
0.00441 5.32999 0.992115 -0.675333 0 0 
0.004415 5.32965 0.999507 -0.670686 0 0 
0.00442 5.3353 0.998027 -0.666012 0 0 
0.004425 5.34683 0.987688 -0.661312 0 0 
0.00443 5.36404 0.968583 -0.656586 0 0 
0.004435 5.3867 0.940881 -0.651834 0 0 
0.00444 5.41453 0.904827 -0.647056 0 0 
0.004445 5.44719 0.860742 -0.642253 0 0 
0.00445 5.48431 0.809017 -0.637424 0 0 
0.004455 5.5255 0.750111 -0.63257 0 0 
0.00446 5.57032 0.684547 -0.627691 0 0 
0.004465 5.61829 0.612907 -0.622788 0 0 
0.00447 5.66893 0.535827 -0.61786 0 0 
0.004475 5.72175 0.45399 -0.612907 0 0 
0.00448 5.77621 0.368125 -0.60793 0 0 
0.004485 5.83179 0.278991 -0.60293 0 0 
0.00449 5.88796 0.187381 -0.597905 0 0 
0.004495 5.94421 0.0941083 -0.592857 0 0 
0.0045 6 1.86848e-012 -0.587785 0 0 
0.004505 6.05484 -0.0941083 -0.58269 0 0 
0.00451 6.10823 -0.187381 -0.577573 0 0 
0.004515 6.1597 -0.278991 -0.572432 0 0 
0.00452 6.20883 -0.368125 -0.567269 0 0 
0.004525 6.25518 -0.45399 -0.562083 0 0 
0.00453 6.29839 -0.535827 -0.556876 0 0 
0.004535 6.33811 -0.612907 -0.551646 0 0 
0.00454 6.37403 -0.684547 -0.546394 0 0 
0.004545 6.4059 -0.750111 -0.541121 0 0 
0.00455 6.43349 -0.809017 -0.535827 0 0 
0.004555 6.45663 -0.860742 -0.530511 0 0 
0.00456 6.47519 -0.904827 -0.525175 0 0 
0.004565 6.48909 -0.940881 -0.519817 0 0 
0.00457 6.49828 -0.968583 -0.51444 0 0 
0.004575 6.50277 -0.987688 -0.509041 0 0 
0.00458 6.50263 -0.998027 -0.503623 0 0 
0.004585 6.49794 -0.999507 -0.498185 0 0 
0.00459 6.48884 -0.992115 -0.492727 0 0 
0.004595 6.47552 -0.975917 -0.48725 0 0 
0.0046 6.45817 -0.951057 -0.481754 0 0 
0.004605 6.43707 -0.917755 -0.476238 0 0 
0.00461 6.41248 -0.876307 -0.470704 0 0 
0.004615 6.38472 -0.827081 -0.465151 0 0 
0.00462 6.35411 -0.770513 -0.45958 0 0 
0.004625 6.32102 -0.707107 -0.45399 0 0 
0.00463 6.28581 -0.637424 -0.448383 0 0 
0.004635 6.24887 -0.562083 -0.442758 0 0 
0.00464 6.21058 -0.481754 -0.437116 0 0 
0.004645 6.17135 -0.397148 -0.431456 0 0 
0.00465 6.13157 -0.309017 -0.425779 0 0 
0.004655 6.09164 -0.218143 -0.420086 0 0 
0.00466 6.05194 -0.125333 -0.414376 0 0 
0.004665 6.01284 -0.0314108 -0.408649 0 0 
0.00467 5.9747 0.0627905 -0.402906 0 0 
0.004675 5.93787 0.156434 -0.397148 0 0 
0.00468 5.90267 0.24869 -0.391374 0 0 
0.004685 5.86939 0.338738 -0.385584 0 0 
0.00469 5.8383 0.425779 -0.379779 0 0 
0.004695 5.80964 0.509041 -0.373959 0 0 
0.0047 5.78362 0.587785 -0.368125 0 0 
0.004705 5.76042 0.661312 -0.362275 0 0 
0.00471 5.74019 0.728969 -0.356412 0 0 
0.004715 5.72302 0.790155 -0.350534 0 0 
0.00472 5.70901 0.844328 -0.344643 0 0 
0.004725 5.69818 0.891007 -0.338738 0 0 
0.00473 5.69055 0.929776 -0.33282 0 0 
0.004735 5.68609 0.960294 -0.326888 0 0 
0.00474 5.68474 0.982287 -0.320944 0 0 
0.004745 5.68641 0.995562 -0.314987 0 0 
0.00475 5.69098 1 -0.309017 0 0 
0.004755 5.69831 0.995562 -0.303035 0 0 
0.00476 5.70822 0.982287 -0.297042 0 0 
0.004765 5.72052 0.960294 -0.291036 0 0 
0.00477 5.735 0.929776 -0.285019 0 0 
0.004775 5.75142 0.891007 -0.278991 0 0 
0.00478 5.76954 0.844328 -0.272952 0 0 
0.004785 5.78911 0.790155 -0.266902 0 0 
0.00479 5.80985 0.728969 -0.260842 0 0 
0.004795 5.83152 0.661312 -0.254771 0 0 
0.0048 5.85382 0.587785 -0.24869 0 0 
0.004805 5.87651 0.509041 -0.242599 0 0 
0.00481 5.8993 0.425779 -0.236499 0 0 
0.004815 5.92196 0.338738 -0.230389 0 0 
0.00482 5.94423 0.24869 -0.224271 0 0 
0.004825 5.96587 0.156434 -0.218143 0 0 
0.00483 5.98669 0.0627905 -0.212007 0 0 
0.004835 6.00647 -0.0314108 -0.205863 0 0 
0.00484 6.02503 -0.125333 -0.19971 0 0 
0.004845 6.04222 -0.218143 -0.193549 0 0 
0.00485 6.0579 -0.309017 -0.187381 0 0 
0.004855 6.07197 -0.397148 -0.181206 0 0 
0.00486 6.08432 -0.481754 -0.175023 0 0 
0.004865 6.0949 -0.562083 -0.168833 0 0 
0.00487 6.10367 -0.637424 -0.162637 0 0 
0.004875 6.11062 -0.707107 -0.156434 0 0 
0.00488 6.11575 -0.770513 -0.150226 0 0 
0.004885 6.11911 -0.827081 -0.144011 0 0 
0.00489 6.12075 -0.876307 -0.13779 0 0 
0.004895 6.12074 -0.917755 -0.131564 0 0 
0.0049 6.1192 -0.951057 -0.125333 0 0 
0.004905 6.11623 -0.975917 -0.119097 0 0 
0.00491 6.11197 -0.992115 -0.112856 0 0 
0.004915 6.10656 -0.999507 -0.106611 0 0 
0.00492 6.10016 -0.998027 -0.100362 0 0 
0.004925 6.09295 -0.987688 -0.0941083 0 0 
0.00493 6.08509 -0.968583 -0.0878512 0 0 
0.004935 6.07677 -0.940881 -0.0815906 0 0 
0.00494 6.06816 -0.904827 -0.0753268 0 0 
0.004945 6.05944 -0.860742 -0.06906 0 0 
0.00495 6.0508 -0.809017 -0.0627905 0 0 
0.004955 6.0424 -0.750111 -0.0565185 0 0 
0.00496 6.03439 -0.684547 -0.0502443 0 0 
0.004965 6.02695 -0.612907 -0.0439681 0 0 
0.00497 6.0202 -0.535827 -0.0376902 0 0 
0.004975 6.01426 -0.45399 -0.0314108 0 0 
0.00498 6.00925 -0.368125 -0.0251301 0 0 
0.004985 6.00526 -0.278991 -0.0188484 0 0 
0.00499 6.00235 -0.187381 -0.012566 0 0 
0.004995 6.00059 -0.0941083 -0.00628314 0 0 
0.005 6 -2.25609e-012 -1.50347e-013 0 0 
