t 1 2 3 4 5 6 jO0300 jO0600 jV0200 
1.36e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.361e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.362e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.363e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.364e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.365e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.366e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.367e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.368e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.369e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.37e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.371e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.372e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.373e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.374e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.375e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.376e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.377e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.378e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.379e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.38e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.381e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.382e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.383e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.384e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.385e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.386e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.387e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.388e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.389e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.39e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.391e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.392e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.393e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.394e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.395e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.396e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.397e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.398e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.399e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.4e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.401e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.402e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.403e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.404e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.405e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.406e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.407e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.408e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.409e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.41e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.411e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.412e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.413e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.414e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.415e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.416e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.417e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.418e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.419e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.42e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.421e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.422e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.423e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.424e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.425e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.426e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.427e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.428e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.429e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.43e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.431e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.432e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.433e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.434e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.435e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.436e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.437e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.438e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.439e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.44e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.441e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.442e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.443e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.444e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.445e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.446e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.447e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.448e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.449e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.45e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.451e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.452e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.453e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.454e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.455e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.456e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.457e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.458e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.459e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.46e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.461e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.462e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.463e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.464e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.465e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.466e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.467e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.468e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.469e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.47e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.471e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.472e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.473e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.474e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.475e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.476e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.477e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.478e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.479e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.48e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.481e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.482e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.483e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.484e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.485e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.486e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.487e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.488e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.489e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.49e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.491e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.492e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.493e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.494e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.495e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.496e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.497e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.498e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.499e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.5e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.501e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.502e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.503e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.504e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.505e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.506e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.507e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.508e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.509e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.51e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.511e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.512e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.513e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.514e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.515e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.516e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.517e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.518e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.519e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.52e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.521e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.522e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.523e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.524e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.525e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.526e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.527e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.528e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.529e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.53e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.531e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.532e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.533e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.534e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.535e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.536e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.537e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.538e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.539e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.54e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.541e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.542e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.543e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.544e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.545e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.546e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.547e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.548e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.549e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.55e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.551e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.552e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.553e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.554e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.555e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.556e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.557e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.558e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.559e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.56e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.561e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.562e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.563e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.564e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.565e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.566e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.567e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.568e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.569e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.57e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.571e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.572e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.573e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.574e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.575e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.576e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.577e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.578e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.579e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.58e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.581e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.582e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.583e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.584e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.585e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.586e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.587e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.588e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.589e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.59e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.591e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.592e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.593e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.594e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.595e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.596e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.597e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.598e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.599e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.6e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.601e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.602e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.603e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.604e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.605e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.606e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.607e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.608e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.609e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.61e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.611e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.612e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.613e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.614e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.615e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.616e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.617e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.618e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.619e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.62e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.621e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.622e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.623e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.624e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.625e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.626e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.627e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.628e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.629e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.63e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.631e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.632e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.633e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.634e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.635e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.636e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.637e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.638e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.639e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.64e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.641e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.642e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.643e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.644e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.645e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.646e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.647e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.648e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.649e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.65e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.651e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.652e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.653e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.654e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.655e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.656e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.657e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.658e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.659e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.66e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.661e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
1.662e-05 1.38778e-16 1 -1 -0.5 -0.5 -2 1.5 1.5 -2.5
