t 1 2 3 4 5 6 7 8 9 10 11 12 13 jE1000 jE0800 jE1200 jE0900 jF0602 jF0102 jV1110 jV0700 jV1312 jV0400 
0.00644 9.99987e-06 0.998317 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0998307 1.09983 -0.900156 0.0998437 0 0 0 0 9.98307e-10 -9.00156e-09 0 -9.81486e-05 0 -0.000900178
0.00646 9.99987e-06 0.996396 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0996386 1.09964 -0.900348 0.0996516 0 0 0 0 9.96386e-10 -9.00348e-09 0 -9.60358e-05 0 -0.00090037
0.00648 9.99987e-06 0.994517 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0994507 1.09945 -0.900536 0.0994637 0 0 0 0 9.94507e-10 -9.00536e-09 0 -9.39685e-05 0 -0.000900558
0.0065 9.99987e-06 0.992678 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0992668 1.09927 -0.90072 0.0992798 0 0 0 0 9.92668e-10 -9.0072e-09 0 -9.19457e-05 0 -0.000900742
0.00652 9.99987e-06 0.975223 9.99987e-06 10 9.99988 9.99988 0.084 0 0 0.0975213 1.09752 -0.902466 0.0975343 0 0 0 0 9.75213e-10 -9.02466e-09 0 -7.27453e-05 0 -0.000902488
0.00654 9.99987e-06 0.958144 9.99987e-06 10 9.99988 9.99988 0.068 0 0 0.0958134 1.09581 -0.904174 0.0958264 0 0 0 0 9.58134e-10 -9.04174e-09 0 -5.39582e-05 0 -0.000904196
0.00656 9.99987e-06 0.941432 9.99987e-06 10 9.99988 9.99988 0.052 0 0 0.0941422 1.09414 -0.905845 0.0941552 0 0 0 0 9.41422e-10 -9.05845e-09 0 -3.55756e-05 0 -0.000905867
0.00658 9.99987e-06 0.925081 9.99987e-06 10 9.99988 9.99988 0.036 0 0 0.0925071 1.09251 -0.90748 0.0925201 0 0 0 0 9.25071e-10 -9.0748e-09 0 -1.75886e-05 0 -0.000907502
0.0066 9.99987e-06 0.909081 9.99987e-06 10 9.99988 9.99988 0.02 0 0 0.0909071 1.09091 -0.90908 0.0909201 0 0 0 0 9.09071e-10 -9.0908e-09 0 1.1125e-08 0 -0.000909102
0.00662 9.99987e-06 0.893425 9.99987e-06 10 9.99988 9.99988 0.004 0 0 0.0893415 1.08934 -0.910645 0.0893545 0 0 0 0 8.93415e-10 -9.10645e-09 0 1.7232e-05 0 -0.000910667
0.00664 9.99987e-06 0.878107 9.99987e-06 10 9.99988 9.99988 -0.012 0 0 0.0878097 1.08781 -0.912177 0.0878227 0 0 0 0 8.78097e-10 -9.12177e-09 0 3.40822e-05 0 -0.000912199
0.00666 9.99987e-06 0.863118 9.99987e-06 10 9.99988 9.99988 -0.028 0 0 0.0863108 1.08631 -0.913676 0.0863238 0 0 0 0 8.63108e-10 -9.13676e-09 0 5.05697e-05 0 -0.000913698
0.00668 9.99987e-06 0.848453 9.99987e-06 10 9.99988 9.99988 -0.044 0 0 0.0848443 1.08484 -0.915143 0.0848573 0 0 0 0 8.48443e-10 -9.15143e-09 0 6.67022e-05 0 -0.000915165
0.0067 9.99987e-06 0.834102 9.99987e-06 10 9.99988 9.99988 -0.06 0 0 0.0834092 1.08341 -0.916578 0.0834222 0 0 0 0 8.34092e-10 -9.16578e-09 0 8.24875e-05 0 -0.0009166
0.00672 9.99987e-06 0.820061 9.99987e-06 10 9.99988 9.99988 -0.076 0 0 0.0820051 1.08201 -0.917982 0.0820181 0 0 0 0 8.20051e-10 -9.17982e-09 0 9.7933e-05 0 -0.000918004
0.00674 9.99987e-06 0.806322 9.99987e-06 10 9.99988 9.99988 -0.092 0 0 0.0806312 1.08063 -0.919356 0.0806442 0 0 0 0 8.06312e-10 -9.19356e-09 0 0.000113046 0 -0.000919378
0.00676 9.99987e-06 0.800706 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0800696 1.08007 -0.919917 0.0800826 0 0 0 0 8.00696e-10 -9.19917e-09 0 0.000119223 0 -0.000919939
0.00678 9.99987e-06 0.803039 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0803029 1.0803 -0.919684 0.0803159 0 0 0 0 8.03029e-10 -9.19684e-09 0 0.000116657 0 -0.000919706
0.0068 9.99987e-06 0.805322 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0805312 1.08053 -0.919456 0.0805442 0 0 0 0 8.05312e-10 -9.19456e-09 0 0.000114145 0 -0.000919478
0.00682 9.99987e-06 0.807556 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0807546 1.08075 -0.919232 0.0807676 0 0 0 0 8.07546e-10 -9.19232e-09 0 0.000111688 0 -0.000919254
0.00684 9.99987e-06 0.809742 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0809732 1.08097 -0.919014 0.0809862 0 0 0 0 8.09732e-10 -9.19014e-09 0 0.000109284 0 -0.000919036
0.00686 9.99987e-06 0.81188 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.081187 1.08119 -0.9188 0.0812 0 0 0 0 8.1187e-10 -9.188e-09 0 0.000106932 0 -0.000918822
0.00688 9.99987e-06 0.813973 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0813963 1.0814 -0.918591 0.0814093 0 0 0 0 8.13963e-10 -9.18591e-09 0 0.00010463 0 -0.000918613
0.0069 9.99987e-06 0.816021 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0816011 1.0816 -0.918386 0.0816141 0 0 0 0 8.16011e-10 -9.18386e-09 0 0.000102377 0 -0.000918408
0.00692 9.99987e-06 0.818024 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0818014 1.0818 -0.918186 0.0818144 0 0 0 0 8.18014e-10 -9.18186e-09 0 0.000100174 0 -0.000918208
0.00694 9.99987e-06 0.819984 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0819974 1.082 -0.91799 0.0820104 0 0 0 0 8.19974e-10 -9.1799e-09 0 9.80172e-05 0 -0.000918012
0.00696 9.99987e-06 0.821903 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0821893 1.08219 -0.917798 0.0822023 0 0 0 0 8.21893e-10 -9.17798e-09 0 9.59072e-05 0 -0.00091782
0.00698 9.99987e-06 0.823779 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0823769 1.08238 -0.91761 0.0823899 0 0 0 0 8.23769e-10 -9.1761e-09 0 9.38427e-05 0 -0.000917632
0.007 9.99987e-06 0.825616 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0825606 1.08256 -0.917426 0.0825736 0 0 0 0 8.25606e-10 -9.17426e-09 0 9.18226e-05 0 -0.000917448
0.00702 9.99987e-06 0.843068 9.99987e-06 10 9.99988 9.99988 -0.084 0 0 0.0843058 1.08431 -0.915681 0.0843188 0 0 0 0 8.43058e-10 -9.15681e-09 0 7.26248e-05 0 -0.000915703
0.00704 9.99987e-06 0.860145 9.99987e-06 10 9.99988 9.99988 -0.068 0 0 0.0860135 1.08601 -0.913973 0.0860265 0 0 0 0 8.60135e-10 -9.13973e-09 0 5.38404e-05 0 -0.000913995
0.00706 9.99987e-06 0.876854 9.99987e-06 10 9.99988 9.99988 -0.052 0 0 0.0876844 1.08768 -0.912303 0.0876974 0 0 0 0 8.76844e-10 -9.12303e-09 0 3.54602e-05 0 -0.000912325
0.00708 9.99987e-06 0.893204 9.99987e-06 10 9.99988 9.99988 -0.036 0 0 0.0893194 1.08932 -0.910668 0.0893324 0 0 0 0 8.93194e-10 -9.10668e-09 0 1.74758e-05 0 -0.00091069
0.0071 9.99987e-06 0.909201 9.99987e-06 10 9.99988 9.99988 -0.02 0 0 0.0909191 1.09092 -0.909068 0.0909321 0 0 0 0 9.09191e-10 -9.09068e-09 0 -1.21566e-07 0 -0.00090909
0.00712 9.99987e-06 0.924855 9.99987e-06 10 9.99988 9.99988 -0.004 0 0 0.0924845 1.09248 -0.907503 0.0924975 0 0 0 0 9.24845e-10 -9.07503e-09 0 -1.73401e-05 0 -0.000907525
0.00714 9.99987e-06 0.940171 9.99987e-06 10 9.99988 9.99988 0.012 0 0 0.0940161 1.09402 -0.905971 0.0940291 0 0 0 0 9.40161e-10 -9.05971e-09 0 -3.41879e-05 0 -0.000905993
0.00716 9.99987e-06 0.955157 9.99987e-06 10 9.99988 9.99988 0.028 0 0 0.0955147 1.09551 -0.904472 0.0955277 0 0 0 0 9.55147e-10 -9.04472e-09 0 -5.06731e-05 0 -0.000904494
0.00718 9.99987e-06 0.969821 9.99987e-06 10 9.99988 9.99988 0.044 0 0 0.0969811 1.09698 -0.903006 0.0969941 0 0 0 0 9.69811e-10 -9.03006e-09 0 -6.68035e-05 0 -0.000903028
0.0072 9.99987e-06 0.98417 9.99987e-06 10 9.99988 9.99988 0.06 0 0 0.098416 1.09842 -0.901571 0.098429 0 0 0 0 9.8416e-10 -9.01571e-09 0 -8.25866e-05 0 -0.000901593
0.00722 9.99987e-06 0.998209 9.99987e-06 10 9.99988 9.99988 0.076 0 0 0.0998199 1.09982 -0.900167 0.0998329 0 0 0 0 9.98199e-10 -9.00167e-09 0 -9.80299e-05 0 -0.000900189
0.00724 9.99987e-06 1.01195 9.99987e-06 10 9.99988 9.99988 0.092 0 0 0.101194 1.10119 -0.898793 0.101207 0 0 0 0 1.01194e-09 -8.98793e-09 0 -0.000113141 0 -0.000898815
0.00726 9.99987e-06 1.01756 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101755 1.10175 -0.898232 0.101768 0 0 0 0 1.01755e-09 -8.98232e-09 0 -0.000119316 0 -0.000898254
0.00728 9.99987e-06 1.01522 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101521 1.10152 -0.898466 0.101534 0 0 0 0 1.01521e-09 -8.98466e-09 0 -0.000116747 0 -0.000898488
0.0073 9.99987e-06 1.01294 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101293 1.10129 -0.898694 0.101306 0 0 0 0 1.01293e-09 -8.98694e-09 0 -0.000114234 0 -0.000898716
0.00732 9.99987e-06 1.0107 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101069 1.10107 -0.898918 0.101082 0 0 0 0 1.01069e-09 -8.98918e-09 0 -0.000111775 0 -0.00089894
0.00734 9.99987e-06 1.00852 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100851 1.10085 -0.899136 0.100864 0 0 0 0 1.00851e-09 -8.99136e-09 0 -0.000109369 0 -0.000899158
0.00736 9.99987e-06 1.00638 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100637 1.10064 -0.89935 0.10065 0 0 0 0 1.00637e-09 -8.9935e-09 0 -0.000107015 0 -0.000899372
0.00738 9.99987e-06 1.00428 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100427 1.10043 -0.89956 0.10044 0 0 0 0 1.00427e-09 -8.9956e-09 0 -0.000104711 0 -0.000899582
0.0074 9.99987e-06 1.00223 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100222 1.10022 -0.899765 0.100235 0 0 0 0 1.00222e-09 -8.99765e-09 0 -0.000102457 0 -0.000899787
0.00742 9.99987e-06 1.00023 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100022 1.10002 -0.899965 0.100035 0 0 0 0 1.00022e-09 -8.99965e-09 0 -0.000100252 0 -0.000899987
0.00744 9.99987e-06 0.998267 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0998257 1.09983 -0.900161 0.0998387 0 0 0 0 9.98257e-10 -9.00161e-09 0 -9.80935e-05 0 -0.000900183
0.00746 9.99987e-06 0.996347 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0996337 1.09963 -0.900353 0.0996467 0 0 0 0 9.96337e-10 -9.00353e-09 0 -9.59819e-05 0 -0.000900375
0.00748 9.99987e-06 0.994469 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0994459 1.09945 -0.900541 0.0994589 0 0 0 0 9.94459e-10 -9.00541e-09 0 -9.39157e-05 0 -0.000900563
0.0075 9.99987e-06 0.992631 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0992621 1.09926 -0.900725 0.0992751 0 0 0 0 9.92621e-10 -9.00725e-09 0 -9.18941e-05 0 -0.000900747
0.00752 9.99987e-06 0.975177 9.99987e-06 10 9.99988 9.99988 0.084 0 0 0.0975167 1.09752 -0.90247 0.0975297 0 0 0 0 9.75167e-10 -9.0247e-09 0 -7.26948e-05 0 -0.000902492
0.00754 9.99987e-06 0.958099 9.99987e-06 10 9.99988 9.99988 0.068 0 0 0.0958089 1.09581 -0.904178 0.0958219 0 0 0 0 9.58089e-10 -9.04178e-09 0 -5.39088e-05 0 -0.0009042
0.00756 9.99987e-06 0.941388 9.99987e-06 10 9.99988 9.99988 0.052 0 0 0.0941378 1.09414 -0.905849 0.0941508 0 0 0 0 9.41378e-10 -9.05849e-09 0 -3.55272e-05 0 -0.000905871
0.00758 9.99987e-06 0.925038 9.99987e-06 10 9.99988 9.99988 0.036 0 0 0.0925028 1.0925 -0.907484 0.0925158 0 0 0 0 9.25028e-10 -9.07484e-09 0 -1.75413e-05 0 -0.000907506
0.0076 9.99987e-06 0.909039 9.99987e-06 10 9.99988 9.99988 0.02 0 0 0.0909029 1.0909 -0.909084 0.0909159 0 0 0 0 9.09029e-10 -9.09084e-09 0 5.7466e-08 0 -0.000909106
0.00762 9.99987e-06 0.893384 9.99987e-06 10 9.99988 9.99988 0.004 0 0 0.0893374 1.08934 -0.91065 0.0893504 0 0 0 0 8.93374e-10 -9.1065e-09 0 1.72774e-05 0 -0.000910672
0.00764 9.99987e-06 0.878067 9.99987e-06 10 9.99988 9.99988 -0.012 0 0 0.0878057 1.08781 -0.912181 0.0878187 0 0 0 0 8.78057e-10 -9.12181e-09 0 3.41266e-05 0 -0.000912203
0.00766 9.99987e-06 0.863079 9.99987e-06 10 9.99988 9.99988 -0.028 0 0 0.0863069 1.08631 -0.91368 0.0863199 0 0 0 0 8.63069e-10 -9.1368e-09 0 5.06131e-05 0 -0.000913702
0.00768 9.99987e-06 0.848414 9.99987e-06 10 9.99988 9.99988 -0.044 0 0 0.0848404 1.08484 -0.915147 0.0848534 0 0 0 0 8.48404e-10 -9.15147e-09 0 6.67447e-05 0 -0.000915169
0.0077 9.99987e-06 0.834064 9.99987e-06 10 9.99988 9.99988 -0.06 0 0 0.0834054 1.08341 -0.916582 0.0834184 0 0 0 0 8.34054e-10 -9.16582e-09 0 8.25291e-05 0 -0.000916604
0.00772 9.99987e-06 0.820024 9.99987e-06 10 9.99988 9.99988 -0.076 0 0 0.0820014 1.082 -0.917986 0.0820144 0 0 0 0 8.20014e-10 -9.17986e-09 0 9.79736e-05 0 -0.000918008
0.00774 9.99987e-06 0.806286 9.99987e-06 10 9.99988 9.99988 -0.092 0 0 0.0806276 1.08063 -0.919359 0.0806406 0 0 0 0 8.06276e-10 -9.19359e-09 0 0.000113086 0 -0.000919381
0.00776 9.99987e-06 0.800671 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0800661 1.08007 -0.919921 0.0800791 0 0 0 0 8.00661e-10 -9.19921e-09 0 0.000119262 0 -0.000919943
0.00778 9.99987e-06 0.803005 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0802995 1.0803 -0.919688 0.0803125 0 0 0 0 8.02995e-10 -9.19688e-09 0 0.000116695 0 -0.00091971
0.0078 9.99987e-06 0.805288 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0805278 1.08053 -0.919459 0.0805408 0 0 0 0 8.05278e-10 -9.19459e-09 0 0.000114183 0 -0.000919481
0.00782 9.99987e-06 0.807523 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0807513 1.08075 -0.919236 0.0807643 0 0 0 0 8.07513e-10 -9.19236e-09 0 0.000111725 0 -0.000919258
0.00784 9.99987e-06 0.809709 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0809699 1.08097 -0.919017 0.0809829 0 0 0 0 8.09699e-10 -9.19017e-09 0 0.00010932 0 -0.000919039
0.00786 9.99987e-06 0.811849 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0811839 1.08118 -0.918803 0.0811969 0 0 0 0 8.11839e-10 -9.18803e-09 0 0.000106966 0 -0.000918825
0.00788 9.99987e-06 0.813942 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0813932 1.08139 -0.918594 0.0814062 0 0 0 0 8.13932e-10 -9.18594e-09 0 0.000104664 0 -0.000918616
0.0079 9.99987e-06 0.81599 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.081598 1.0816 -0.918389 0.081611 0 0 0 0 8.1598e-10 -9.18389e-09 0 0.000102411 0 -0.000918411
0.00792 9.99987e-06 0.817994 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0817984 1.0818 -0.918189 0.0818114 0 0 0 0 8.17984e-10 -9.18189e-09 0 0.000100206 0 -0.000918211
0.00794 9.99987e-06 0.819955 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0819945 1.08199 -0.917992 0.0820075 0 0 0 0 8.19945e-10 -9.17992e-09 0 9.80492e-05 0 -0.000918014
0.00796 9.99987e-06 0.821874 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0821864 1.08219 -0.917801 0.0821994 0 0 0 0 8.21864e-10 -9.17801e-09 0 9.59385e-05 0 -0.000917823
0.00798 9.99987e-06 0.823752 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0823742 1.08237 -0.917613 0.0823872 0 0 0 0 8.23742e-10 -9.17613e-09 0 9.38733e-05 0 -0.000917635
0.008 9.99987e-06 0.825589 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0825579 1.08256 -0.917429 0.0825709 0 0 0 0 8.25579e-10 -9.17429e-09 0 9.18526e-05 0 -0.000917451
0.00802 9.99987e-06 0.843042 9.99987e-06 10 9.99988 9.99988 -0.084 0 0 0.0843032 1.0843 -0.915684 0.0843162 0 0 0 0 8.43032e-10 -9.15684e-09 0 7.26542e-05 0 -0.000915706
0.00804 9.99987e-06 0.860119 9.99987e-06 10 9.99988 9.99988 -0.068 0 0 0.0860109 1.08601 -0.913976 0.0860239 0 0 0 0 8.60109e-10 -9.13976e-09 0 5.38691e-05 0 -0.000913998
0.00806 9.99987e-06 0.876829 9.99987e-06 10 9.99988 9.99988 -0.052 0 0 0.0876819 1.08768 -0.912305 0.0876949 0 0 0 0 8.76819e-10 -9.12305e-09 0 3.54883e-05 0 -0.000912327
0.00808 9.99987e-06 0.893179 9.99987e-06 10 9.99988 9.99988 -0.036 0 0 0.0893169 1.08932 -0.91067 0.0893299 0 0 0 0 8.93169e-10 -9.1067e-09 0 1.75032e-05 0 -0.000910692
0.0081 9.99987e-06 0.909177 9.99987e-06 10 9.99988 9.99988 -0.02 0 0 0.0909167 1.09092 -0.90907 0.0909297 0 0 0 0 9.09167e-10 -9.0907e-09 0 -9.46696e-08 0 -0.000909092
0.00812 9.99987e-06 0.924831 9.99987e-06 10 9.99988 9.99988 -0.004 0 0 0.0924821 1.09248 -0.907505 0.0924951 0 0 0 0 9.24821e-10 -9.07505e-09 0 -1.73138e-05 0 -0.000907527
0.00814 9.99987e-06 0.940147 9.99987e-06 10 9.99988 9.99988 0.012 0 0 0.0940137 1.09401 -0.905973 0.0940267 0 0 0 0 9.40137e-10 -9.05973e-09 0 -3.41622e-05 0 -0.000905995
0.00816 9.99987e-06 0.955134 9.99987e-06 10 9.99988 9.99988 0.028 0 0 0.0955124 1.09551 -0.904475 0.0955254 0 0 0 0 9.55124e-10 -9.04475e-09 0 -5.06479e-05 0 -0.000904497
0.00818 9.99987e-06 0.969799 9.99987e-06 10 9.99988 9.99988 0.044 0 0 0.0969789 1.09698 -0.903008 0.0969919 0 0 0 0 9.69789e-10 -9.03008e-09 0 -6.67788e-05 0 -0.00090303
0.0082 9.99987e-06 0.984148 9.99987e-06 10 9.99988 9.99988 0.06 0 0 0.0984138 1.09841 -0.901573 0.0984268 0 0 0 0 9.84138e-10 -9.01573e-09 0 -8.25624e-05 0 -0.000901595
0.00822 9.99987e-06 0.998188 9.99987e-06 10 9.99988 9.99988 0.076 0 0 0.0998178 1.09982 -0.900169 0.0998308 0 0 0 0 9.98178e-10 -9.00169e-09 0 -9.80063e-05 0 -0.000900191
0.00824 9.99987e-06 1.01193 9.99987e-06 10 9.99988 9.99988 0.092 0 0 0.101192 1.10119 -0.898795 0.101205 0 0 0 0 1.01192e-09 -8.98795e-09 0 -0.000113118 0 -0.000898817
0.00826 9.99987e-06 1.01754 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101753 1.10175 -0.898234 0.101766 0 0 0 0 1.01753e-09 -8.98234e-09 0 -0.000119293 0 -0.000898256
0.00828 9.99987e-06 1.0152 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101519 1.10152 -0.898468 0.101532 0 0 0 0 1.01519e-09 -8.98468e-09 0 -0.000116725 0 -0.00089849
0.0083 9.99987e-06 1.01292 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101291 1.10129 -0.898696 0.101304 0 0 0 0 1.01291e-09 -8.98696e-09 0 -0.000114213 0 -0.000898718
0.00832 9.99987e-06 1.01069 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.101068 1.10107 -0.898919 0.101081 0 0 0 0 1.01068e-09 -8.98919e-09 0 -0.000111754 0 -0.000898941
0.00834 9.99987e-06 1.0085 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100849 1.10085 -0.899138 0.100862 0 0 0 0 1.00849e-09 -8.99138e-09 0 -0.000109348 0 -0.00089916
0.00836 9.99987e-06 1.00636 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100635 1.10063 -0.899352 0.100648 0 0 0 0 1.00635e-09 -8.99352e-09 0 -0.000106994 0 -0.000899374
0.00838 9.99987e-06 1.00426 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100425 1.10043 -0.899562 0.100438 0 0 0 0 1.00425e-09 -8.99562e-09 0 -0.000104691 0 -0.000899584
0.0084 9.99987e-06 1.00222 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.100221 1.10022 -0.899766 0.100234 0 0 0 0 1.00221e-09 -8.99766e-09 0 -0.000102438 0 -0.000899788
0.00842 9.99987e-06 1.00021 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.10002 1.10002 -0.899967 0.100033 0 0 0 0 1.0002e-09 -8.99967e-09 0 -0.000100233 0 -0.000899989
0.00844 9.99987e-06 0.99825 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.099824 1.09982 -0.900163 0.099837 0 0 0 0 9.9824e-10 -9.00163e-09 0 -9.80749e-05 0 -0.000900185
0.00846 9.99987e-06 0.996331 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0996321 1.09963 -0.900355 0.0996451 0 0 0 0 9.96321e-10 -9.00355e-09 0 -9.59637e-05 0 -0.000900377
0.00848 9.99987e-06 0.994453 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0994443 1.09944 -0.900543 0.0994573 0 0 0 0 9.94443e-10 -9.00543e-09 0 -9.38979e-05 0 -0.000900565
0.0085 9.99987e-06 0.992615 9.99987e-06 10 9.99988 9.99988 0.1 0 0 0.0992605 1.09926 -0.900726 0.0992735 0 0 0 0 9.92605e-10 -9.00726e-09 0 -9.18766e-05 0 -0.000900748
0.00852 9.99987e-06 0.975162 9.99987e-06 10 9.99988 9.99988 0.084 0 0 0.0975152 1.09752 -0.902472 0.0975282 0 0 0 0 9.75152e-10 -9.02472e-09 0 -7.26777e-05 0 -0.000902494
0.00854 9.99987e-06 0.958084 9.99987e-06 10 9.99988 9.99988 0.068 0 0 0.0958074 1.09581 -0.90418 0.0958204 0 0 0 0 9.58074e-10 -9.0418e-09 0 -5.38921e-05 0 -0.000904202
0.00856 9.99987e-06 0.941374 9.99987e-06 10 9.99988 9.99988 0.052 0 0 0.0941364 1.09414 -0.905851 0.0941494 0 0 0 0 9.41364e-10 -9.05851e-09 0 -3.55109e-05 0 -0.000905873
0.00858 9.99987e-06 0.925023 9.99987e-06 10 9.99988 9.99988 0.036 0 0 0.0925013 1.0925 -0.907486 0.0925143 0 0 0 0 9.25013e-10 -9.07486e-09 0 -1.75253e-05 0 -0.000907508
0.0086 9.99987e-06 0.909024 9.99987e-06 10 9.99988 9.99988 0.02 0 0 0.0909014 1.0909 -0.909086 0.0909144 0 0 0 0 9.09014e-10 -9.09086e-09 0 7.30767e-08 0 -0.000909108
0.00862 9.99987e-06 0.89337 9.99987e-06 10 9.99988 9.99988 0.004 0 0 0.089336 1.08934 -0.910651 0.089349 0 0 0 0 8.9336e-10 -9.10651e-09 0 1.72926e-05 0 -0.000910673
0.00864 9.99987e-06 0.878053 9.99987e-06 10 9.99988 9.99988 -0.012 0 0 0.0878043 1.0878 -0.912183 0.0878173 0 0 0 0 8.78043e-10 -9.12183e-09 0 3.41415e-05 0 -0.000912205
0.00866 9.99987e-06 0.863066 9.99987e-06 10 9.99988 9.99988 -0.028 0 0 0.0863056 1.08631 -0.913681 0.0863186 0 0 0 0 8.63056e-10 -9.13681e-09 0 5.06277e-05 0 -0.000913703
0.00868 9.99987e-06 0.848401 9.99987e-06 10 9.99988 9.99988 -0.044 0 0 0.0848391 1.08484 -0.915148 0.0848521 0 0 0 0 8.48391e-10 -9.15148e-09 0 6.6759e-05 0 -0.00091517
0.0087 9.99987e-06 0.834052 9.99987e-06 10 9.99988 9.99988 -0.06 0 0 0.0834042 1.0834 -0.916583 0.0834172 0 0 0 0 8.34042e-10 -9.16583e-09 0 8.25431e-05 0 -0.000916605
0.00872 9.99987e-06 0.820012 9.99987e-06 10 9.99988 9.99988 -0.076 0 0 0.0820002 1.082 -0.917987 0.0820132 0 0 0 0 8.20002e-10 -9.17987e-09 0 9.79873e-05 0 -0.000918009
0.00874 9.99987e-06 0.806273 9.99987e-06 10 9.99988 9.99988 -0.092 0 0 0.0806263 1.08063 -0.919361 0.0806393 0 0 0 0 8.06263e-10 -9.19361e-09 0 0.000113099 0 -0.000919383
0.00876 9.99987e-06 0.800659 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0800649 1.08006 -0.919922 0.0800779 0 0 0 0 8.00649e-10 -9.19922e-09 0 0.000119275 0 -0.000919944
0.00878 9.99987e-06 0.802993 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0802983 1.0803 -0.919689 0.0803113 0 0 0 0 8.02983e-10 -9.19689e-09 0 0.000116708 0 -0.000919711
0.0088 9.99987e-06 0.805277 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0805267 1.08053 -0.91946 0.0805397 0 0 0 0 8.05267e-10 -9.1946e-09 0 0.000114195 0 -0.000919482
0.00882 9.99987e-06 0.807512 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0807502 1.08075 -0.919237 0.0807632 0 0 0 0 8.07502e-10 -9.19237e-09 0 0.000111737 0 -0.000919259
0.00884 9.99987e-06 0.809698 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0809688 1.08097 -0.919018 0.0809818 0 0 0 0 8.09688e-10 -9.19018e-09 0 0.000109332 0 -0.00091904
0.00886 9.99987e-06 0.811838 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0811828 1.08118 -0.918804 0.0811958 0 0 0 0 8.11828e-10 -9.18804e-09 0 0.000106978 0 -0.000918826
0.00888 9.99987e-06 0.813931 9.99987e-06 10 9.99988 9.99988 -0.1 0 0 0.0813921 1.08139 -0.918595 0.0814051 0 0 0 0 8.13921e-10 -9.18595e-09 0 0.000104675 0 -0.000918617
