t 1 2 3 jL0200 4 5 6 jE0601 jVX jV0400 
36.11 0 -0.00737433 2.07015 1.10283 1 0 -1.10515 0 -1.10515 0.00231952 
36.12 0 -0.00735137 2.07015 1.10276 1 0 -1.10515 0 -1.10515 0.00239014 
36.13 0 -0.00732779 2.07016 1.10269 1 0 -1.10515 0 -1.10515 0.00246029 
36.14 0 -0.00730358 2.07016 1.10261 1 0 -1.10514 0 -1.10514 0.00252996 
36.15 0 -0.00727876 2.07017 1.10254 1 0 -1.10514 0 -1.10514 0.00259915 
36.16 0 -0.00725333 2.07017 1.10247 1 0 -1.10514 0 -1.10514 0.00266786 
36.17 0 -0.00722729 2.07017 1.1024 1 0 -1.10513 0 -1.10513 0.00273607 
36.18 0 -0.00720065 2.07018 1.10232 1 0 -1.10513 0 -1.10513 0.00280379 
36.19 0 -0.00717341 2.07018 1.10225 1 0 -1.10512 0 -1.10512 0.002871 
36.2 0 -0.00714557 2.07019 1.10218 1 0 -1.10512 0 -1.10512 0.00293771 
36.21 0 -0.00711715 2.07019 1.10211 1 0 -1.10511 0 -1.10511 0.00300391 
36.22 0 -0.00708815 2.0702 1.10204 1 0 -1.10511 0 -1.10511 0.00306959 
36.23 0 -0.00705857 2.0702 1.10197 1 0 -1.1051 0 -1.1051 0.00313475 
36.24 0 -0.00702841 2.07021 1.1019 1 0 -1.1051 0 -1.1051 0.00319939 
36.25 0 -0.00699768 2.07022 1.10183 1 0 -1.10509 0 -1.10509 0.0032635 
36.26 0 -0.00696639 2.07022 1.10176 1 0 -1.10509 0 -1.10509 0.00332707 
36.27 0 -0.00693454 2.07023 1.10169 1 0 -1.10508 0 -1.10508 0.00339011 
36.28 0 -0.00690214 2.07024 1.10162 1 0 -1.10507 0 -1.10507 0.0034526 
36.29 0 -0.00686918 2.07024 1.10155 1 0 -1.10507 0 -1.10507 0.00351455 
36.3 0 -0.00683569 2.07025 1.10148 1 0 -1.10506 0 -1.10506 0.00357595 
36.31 0 -0.00680165 2.07026 1.10142 1 0 -1.10505 0 -1.10505 0.00363679 
36.32 0 -0.00676708 2.07027 1.10135 1 0 -1.10504 0 -1.10504 0.00369708 
36.33 0 -0.00673198 2.07027 1.10128 1 0 -1.10504 0 -1.10504 0.0037568 
36.34 0 -0.00669636 2.07028 1.10121 1 0 -1.10503 0 -1.10503 0.00381596 
36.35 0 -0.00666022 2.07029 1.10115 1 0 -1.10502 0 -1.10502 0.00387454 
36.36 0 -0.00662356 2.0703 1.10108 1 0 -1.10501 0 -1.10501 0.00393256 
36.37 0 -0.0065864 2.07031 1.10101 1 0 -1.105 0 -1.105 0.00399 
36.38 0 -0.00654873 2.07032 1.10095 1 0 -1.105 0 -1.105 0.00404685 
36.39 0 -0.00651057 2.07033 1.10088 1 0 -1.10499 0 -1.10499 0.00410312 
36.4 0 -0.00647192 2.07034 1.10082 1 0 -1.10498 0 -1.10498 0.00415881 
36.41 0 -0.00643277 2.07035 1.10076 1 0 -1.10497 0 -1.10497 0.0042139 
36.42 0 -0.00639315 2.07036 1.10069 1 0 -1.10496 0 -1.10496 0.0042684 
36.43 0 -0.00635305 2.07037 1.10063 1 0 -1.10495 0 -1.10495 0.0043223 
36.44 0 -0.00631249 2.07038 1.10056 1 0 -1.10494 0 -1.10494 0.0043756 
36.45 0 -0.00627145 2.07039 1.1005 1 0 -1.10493 0 -1.10493 0.0044283 
36.46 0 -0.00622996 2.0704 1.10044 1 0 -1.10492 0 -1.10492 0.00448039 
36.47 0 -0.00618802 2.07041 1.10038 1 0 -1.10491 0 -1.10491 0.00453187 
36.48 0 -0.00614562 2.07042 1.10032 1 0 -1.1049 0 -1.1049 0.00458274 
36.49 0 -0.00610279 2.07043 1.10026 1 0 -1.10489 0 -1.10489 0.00463299 
36.5 0 -0.00605951 2.07044 1.10019 1 0 -1.10488 0 -1.10488 0.00468263 
36.51 0 -0.00601581 2.07045 1.10013 1 0 -1.10487 0 -1.10487 0.00473164 
36.52 0 -0.00597168 2.07046 1.10007 1 0 -1.10485 0 -1.10485 0.00478003 
36.53 0 -0.00592713 2.07048 1.10002 1 0 -1.10484 0 -1.10484 0.0048278 
36.54 0 -0.00588217 2.07049 1.09996 1 0 -1.10483 0 -1.10483 0.00487493 
36.55 0 -0.0058368 2.0705 1.0999 1 0 -1.10482 0 -1.10482 0.00492144 
36.56 0 -0.00579103 2.07051 1.09984 1 0 -1.10481 0 -1.10481 0.00496731 
36.57 0 -0.00574486 2.07053 1.09978 1 0 -1.1048 0 -1.1048 0.00501255 
36.58 0 -0.00569829 2.07054 1.09973 1 0 -1.10478 0 -1.10478 0.00505715 
36.59 0 -0.00565135 2.07055 1.09967 1 0 -1.10477 0 -1.10477 0.00510111 
36.6 0 -0.00560402 2.07057 1.09961 1 0 -1.10476 0 -1.10476 0.00514443 
36.61 0 -0.00555632 2.07058 1.09956 1 0 -1.10474 0 -1.10474 0.0051871 
36.62 0 -0.00550826 2.07059 1.0995 1 0 -1.10473 0 -1.10473 0.00522913 
36.63 0 -0.00545983 2.07061 1.09945 1 0 -1.10472 0 -1.10472 0.00527051 
36.64 0 -0.00541104 2.07062 1.09939 1 0 -1.10471 0 -1.10471 0.00531124 
36.65 0 -0.00536191 2.07064 1.09934 1 0 -1.10469 0 -1.10469 0.00535132 
36.66 0 -0.00531243 2.07065 1.09929 1 0 -1.10468 0 -1.10468 0.00539075 
36.67 0 -0.00526261 2.07066 1.09923 1 0 -1.10466 0 -1.10466 0.00542952 
36.68 0 -0.00521246 2.07068 1.09918 1 0 -1.10465 0 -1.10465 0.00546764 
36.69 0 -0.00516199 2.07069 1.09913 1 0 -1.10464 0 -1.10464 0.0055051 
36.7 0 -0.00511119 2.07071 1.09908 1 0 -1.10462 0 -1.10462 0.0055419 
36.71 0 -0.00506008 2.07072 1.09903 1 0 -1.10461 0 -1.10461 0.00557805 
36.72 0 -0.00500867 2.07074 1.09898 1 0 -1.10459 0 -1.10459 0.00561353 
36.73 0 -0.00495695 2.07075 1.09893 1 0 -1.10458 0 -1.10458 0.00564835 
36.74 0 -0.00490493 2.07077 1.09888 1 0 -1.10456 0 -1.10456 0.0056825 
36.75 0 -0.00485262 2.07079 1.09883 1 0 -1.10455 0 -1.10455 0.00571599 
36.76 0 -0.00480003 2.0708 1.09878 1 0 -1.10453 0 -1.10453 0.00574882 
36.77 0 -0.00474716 2.07082 1.09874 1 0 -1.10452 0 -1.10452 0.00578098 
36.78 0 -0.00469402 2.07083 1.09869 1 0 -1.1045 0 -1.1045 0.00581247 
36.79 0 -0.00464061 2.07085 1.09864 1 0 -1.10449 0 -1.10449 0.0058433 
36.8 0 -0.00458694 2.07087 1.0986 1 0 -1.10447 0 -1.10447 0.00587346 
36.81 0 -0.00453302 2.07088 1.09855 1 0 -1.10445 0 -1.10445 0.00590294 
36.82 0 -0.00447885 2.0709 1.09851 1 0 -1.10444 0 -1.10444 0.00593176 
36.83 0 -0.00442444 2.07092 1.09846 1 0 -1.10442 0 -1.10442 0.00595991 
36.84 0 -0.00436979 2.07093 1.09842 1 0 -1.10441 0 -1.10441 0.00598739 
36.85 0 -0.00431491 2.07095 1.09838 1 0 -1.10439 0 -1.10439 0.0060142 
36.86 0 -0.00425981 2.07097 1.09833 1 0 -1.10437 0 -1.10437 0.00604033 
36.87 0 -0.00420449 2.07098 1.09829 1 0 -1.10436 0 -1.10436 0.0060658 
36.88 0 -0.00414896 2.071 1.09825 1 0 -1.10434 0 -1.10434 0.00609059 
36.89 0 -0.00409322 2.07102 1.09821 1 0 -1.10432 0 -1.10432 0.00611471 
36.9 0 -0.00403728 2.07104 1.09817 1 0 -1.10431 0 -1.10431 0.00613816 
36.91 0 -0.00398115 2.07105 1.09813 1 0 -1.10429 0 -1.10429 0.00616094 
36.92 0 -0.00392484 2.07107 1.09809 1 0 -1.10427 0 -1.10427 0.00618304 
36.93 0 -0.00386834 2.07109 1.09805 1 0 -1.10426 0 -1.10426 0.00620448 
36.94 0 -0.00381166 2.07111 1.09801 1 0 -1.10424 0 -1.10424 0.00622524 
36.95 0 -0.00375482 2.07113 1.09798 1 0 -1.10422 0 -1.10422 0.00624533 
36.96 0 -0.00369781 2.07114 1.09794 1 0 -1.1042 0 -1.1042 0.00626476 
36.97 0 -0.00364065 2.07116 1.0979 1 0 -1.10419 0 -1.10419 0.00628351 
36.98 0 -0.00358333 2.07118 1.09787 1 0 -1.10417 0 -1.10417 0.00630159 
36.99 0 -0.00352587 2.0712 1.09783 1 0 -1.10415 0 -1.10415 0.00631901 
37 0 -0.00346827 2.07122 1.0978 1 0 -1.10413 0 -1.10413 0.00633575 
37.01 0 -0.00341053 2.07124 1.09776 1 0 -1.10411 0 -1.10411 0.00635183 
37.02 0 -0.00335267 2.07125 1.09773 1 0 -1.1041 0 -1.1041 0.00636724 
37.03 0 -0.00329469 2.07127 1.0977 1 0 -1.10408 0 -1.10408 0.00638199 
37.04 0 -0.00323659 2.07129 1.09766 1 0 -1.10406 0 -1.10406 0.00639607 
37.05 0 -0.00317839 2.07131 1.09763 1 0 -1.10404 0 -1.10404 0.00640949 
37.06 0 -0.00312008 2.07133 1.0976 1 0 -1.10402 0 -1.10402 0.00642224 
37.07 0 -0.00306167 2.07135 1.09757 1 0 -1.104 0 -1.104 0.00643433 
37.08 0 -0.00300317 2.07137 1.09754 1 0 -1.10399 0 -1.10399 0.00644576 
37.09 0 -0.00294459 2.07139 1.09751 1 0 -1.10397 0 -1.10397 0.00645653 
37.1 0 -0.00288592 2.07141 1.09748 1 0 -1.10395 0 -1.10395 0.00646664 
37.11 0 -0.00282719 2.07143 1.09745 1 0 -1.10393 0 -1.10393 0.00647609 
37.12 0 -0.00276838 2.07145 1.09743 1 0 -1.10391 0 -1.10391 0.00648489 
37.13 0 -0.00270952 2.07147 1.0974 1 0 -1.10389 0 -1.10389 0.00649303 
37.14 0 -0.00265059 2.07149 1.09737 1 0 -1.10387 0 -1.10387 0.00650052 
37.15 0 -0.00259162 2.07151 1.09735 1 0 -1.10385 0 -1.10385 0.00650736 
37.16 0 -0.0025326 2.07152 1.09732 1 0 -1.10383 0 -1.10383 0.00651355 
37.17 0 -0.00247355 2.07154 1.0973 1 0 -1.10381 0 -1.10381 0.00651909 
37.18 0 -0.00241446 2.07156 1.09727 1 0 -1.1038 0 -1.1038 0.00652398 
37.19 0 -0.00235534 2.07158 1.09725 1 0 -1.10378 0 -1.10378 0.00652823 
37.2 0 -0.00229621 2.0716 1.09722 1 0 -1.10376 0 -1.10376 0.00653183 
37.21 0 -0.00223705 2.07162 1.0972 1 0 -1.10374 0 -1.10374 0.0065348 
37.22 0 -0.00217789 2.07164 1.09718 1 0 -1.10372 0 -1.10372 0.00653712 
37.23 0 -0.00211873 2.07166 1.09716 1 0 -1.1037 0 -1.1037 0.00653881 
37.24 0 -0.00205956 2.07168 1.09714 1 0 -1.10368 0 -1.10368 0.00653986 
37.25 0 -0.00200041 2.0717 1.09712 1 0 -1.10366 0 -1.10366 0.00654028 
37.26 0 -0.00194126 2.07172 1.0971 1 0 -1.10364 0 -1.10364 0.00654007 
37.27 0 -0.00188214 2.07175 1.09708 1 0 -1.10362 0 -1.10362 0.00653923 
37.28 0 -0.00182304 2.07177 1.09706 1 0 -1.1036 0 -1.1036 0.00653776 
37.29 0 -0.00176397 2.07179 1.09704 1 0 -1.10358 0 -1.10358 0.00653567 
37.3 0 -0.00170493 2.07181 1.09703 1 0 -1.10356 0 -1.10356 0.00653295 
37.31 0 -0.00164594 2.07183 1.09701 1 0 -1.10354 0 -1.10354 0.00652962 
37.32 0 -0.00158699 2.07185 1.097 1 0 -1.10352 0 -1.10352 0.00652567 
37.33 0 -0.0015281 2.07187 1.09698 1 0 -1.1035 0 -1.1035 0.0065211 
37.34 0 -0.00146926 2.07189 1.09697 1 0 -1.10348 0 -1.10348 0.00651593 
37.35 0 -0.00141048 2.07191 1.09695 1 0 -1.10346 0 -1.10346 0.00651014 
37.36 0 -0.00135178 2.07193 1.09694 1 0 -1.10344 0 -1.10344 0.00650375 
37.37 0 -0.00129315 2.07195 1.09692 1 0 -1.10342 0 -1.10342 0.00649675 
37.38 0 -0.00123459 2.07197 1.09691 1 0 -1.1034 0 -1.1034 0.00648916 
37.39 0 -0.00117613 2.07199 1.0969 1 0 -1.10338 0 -1.10338 0.00648096 
37.4 0 -0.00111775 2.07201 1.09689 1 0 -1.10336 0 -1.10336 0.00647217 
37.41 0 -0.00105946 2.07203 1.09688 1 0 -1.10334 0 -1.10334 0.00646279 
37.42 0 -0.00100128 2.07205 1.09687 1 0 -1.10332 0 -1.10332 0.00645281 
37.43 0 -0.000943204 2.07207 1.09686 1 0 -1.1033 0 -1.1033 0.00644225 
37.44 0 -0.000885238 2.07209 1.09685 1 0 -1.10328 0 -1.10328 0.00643111 
37.45 0 -0.000827388 2.07211 1.09684 1 0 -1.10326 0 -1.10326 0.00641939 
37.46 0 -0.00076966 2.07213 1.09683 1 0 -1.10324 0 -1.10324 0.00640709 
37.47 0 -0.000712057 2.07215 1.09683 1 0 -1.10322 0 -1.10322 0.00639421 
37.48 0 -0.000654587 2.07217 1.09682 1 0 -1.1032 0 -1.1032 0.00638077 
37.49 0 -0.000597252 2.07219 1.09682 1 0 -1.10318 0 -1.10318 0.00636676 
37.5 0 -0.00054006 2.07221 1.09681 1 0 -1.10316 0 -1.10316 0.00635218 
37.51 0 -0.000483014 2.07223 1.0968 1 0 -1.10314 0 -1.10314 0.00633704 
37.52 0 -0.00042612 2.07226 1.0968 1 0 -1.10312 0 -1.10312 0.00632135 
37.53 0 -0.000369382 2.07228 1.0968 1 0 -1.1031 0 -1.1031 0.0063051 
37.54 0 -0.000312805 2.0723 1.09679 1 0 -1.10308 0 -1.10308 0.0062883 
37.55 0 -0.000256395 2.07232 1.09679 1 0 -1.10306 0 -1.10306 0.00627095 
37.56 0 -0.000200156 2.07234 1.09679 1 0 -1.10304 0 -1.10304 0.00625307 
37.57 0 -0.000144093 2.07236 1.09679 1 0 -1.10302 0 -1.10302 0.00623464 
37.58 0 -8.82113e-005 2.07238 1.09679 1 0 -1.103 0 -1.103 0.00621567 
37.59 0 -3.25146e-005 2.0724 1.09679 1 0 -1.10298 0 -1.10298 0.00619618 
37.6 0 2.29918e-005 2.07242 1.09679 1 0 -1.10296 0 -1.10296 0.00617615 
37.61 0 7.83033e-005 2.07244 1.09679 1 0 -1.10294 0 -1.10294 0.0061556 
37.62 0 0.000133415 2.07246 1.09679 1 0 -1.10292 0 -1.10292 0.00613453 
37.63 0 0.000188323 2.07248 1.09679 1 0 -1.1029 0 -1.1029 0.00611294 
37.64 0 0.000243022 2.0725 1.09679 1 0 -1.10288 0 -1.10288 0.00609084 
37.65 0 0.000297508 2.07252 1.0968 1 0 -1.10286 0 -1.10286 0.00606823 
37.66 0 0.000351776 2.07254 1.0968 1 0 -1.10284 0 -1.10284 0.00604511 
37.67 0 0.000405822 2.07256 1.0968 1 0 -1.10283 0 -1.10283 0.0060215 
37.68 0 0.000459642 2.07258 1.09681 1 0 -1.10281 0 -1.10281 0.00599738 
37.69 0 0.00051323 2.0726 1.09681 1 0 -1.10279 0 -1.10279 0.00597278 
37.7 0 0.000566583 2.07262 1.09682 1 0 -1.10277 0 -1.10277 0.00594768 
37.71 0 0.000619696 2.07264 1.09683 1 0 -1.10275 0 -1.10275 0.0059221 
37.72 0 0.000672565 2.07266 1.09683 1 0 -1.10273 0 -1.10273 0.00589604 
37.73 0 0.000725186 2.07268 1.09684 1 0 -1.10271 0 -1.10271 0.0058695 
37.74 0 0.000777555 2.0727 1.09685 1 0 -1.10269 0 -1.10269 0.00584249 
37.75 0 0.000829667 2.07272 1.09686 1 0 -1.10267 0 -1.10267 0.00581501 
37.76 0 0.000881518 2.07273 1.09686 1 0 -1.10265 0 -1.10265 0.00578707 
37.77 0 0.000933105 2.07275 1.09687 1 0 -1.10263 0 -1.10263 0.00575866 
37.78 0 0.000984423 2.07277 1.09688 1 0 -1.10261 0 -1.10261 0.00572981 
37.79 0 0.00103547 2.07279 1.09689 1 0 -1.10259 0 -1.10259 0.0057005 
37.8 0 0.00108624 2.07281 1.0969 1 0 -1.10258 0 -1.10258 0.00567075 
37.81 0 0.00113672 2.07283 1.09692 1 0 -1.10256 0 -1.10256 0.00564055 
37.82 0 0.00118693 2.07285 1.09693 1 0 -1.10254 0 -1.10254 0.00560992 
37.83 0 0.00123684 2.07287 1.09694 1 0 -1.10252 0 -1.10252 0.00557885 
37.84 0 0.00128646 2.07289 1.09695 1 0 -1.1025 0 -1.1025 0.00554736 
37.85 0 0.00133579 2.07291 1.09697 1 0 -1.10248 0 -1.10248 0.00551544 
37.86 0 0.00138482 2.07293 1.09698 1 0 -1.10246 0 -1.10246 0.0054831 
37.87 0 0.00143354 2.07294 1.09699 1 0 -1.10245 0 -1.10245 0.00545035 
37.88 0 0.00148196 2.07296 1.09701 1 0 -1.10243 0 -1.10243 0.00541719 
37.89 0 0.00153006 2.07298 1.09702 1 0 -1.10241 0 -1.10241 0.00538362 
37.9 0 0.00157786 2.073 1.09704 1 0 -1.10239 0 -1.10239 0.00534965 
37.91 0 0.00162533 2.07302 1.09706 1 0 -1.10237 0 -1.10237 0.00531528 
37.92 0 0.00167248 2.07304 1.09707 1 0 -1.10235 0 -1.10235 0.00528053 
37.93 0 0.00171931 2.07305 1.09709 1 0 -1.10234 0 -1.10234 0.00524539 
37.94 0 0.00176581 2.07307 1.09711 1 0 -1.10232 0 -1.10232 0.00520986 
37.95 0 0.00181198 2.07309 1.09713 1 0 -1.1023 0 -1.1023 0.00517396 
37.96 0 0.00185782 2.07311 1.09715 1 0 -1.10228 0 -1.10228 0.00513769 
37.97 0 0.00190331 2.07313 1.09716 1 0 -1.10227 0 -1.10227 0.00510105 
37.98 0 0.00194847 2.07314 1.09718 1 0 -1.10225 0 -1.10225 0.00506404 
37.99 0 0.00199328 2.07316 1.0972 1 0 -1.10223 0 -1.10223 0.00502668 
38 0 0.00203775 2.07318 1.09722 1 0 -1.10221 0 -1.10221 0.00498897 
38.01 0 0.00208186 2.0732 1.09724 1 0 -1.1022 0 -1.1022 0.0049509 
38.02 0 0.00212562 2.07321 1.09727 1 0 -1.10218 0 -1.10218 0.0049125 
38.03 0 0.00216903 2.07323 1.09729 1 0 -1.10216 0 -1.10216 0.00487375 
38.04 0 0.00221208 2.07325 1.09731 1 0 -1.10214 0 -1.10214 0.00483468 
38.05 0 0.00225476 2.07326 1.09733 1 0 -1.10213 0 -1.10213 0.00479527 
38.06 0 0.00229708 2.07328 1.09736 1 0 -1.10211 0 -1.10211 0.00475554 
38.07 0 0.00233903 2.0733 1.09738 1 0 -1.10209 0 -1.10209 0.00471549 
38.08 0 0.00238061 2.07331 1.0974 1 0 -1.10208 0 -1.10208 0.00467513 
38.09 0 0.00242182 2.07333 1.09743 1 0 -1.10206 0 -1.10206 0.00463446 
38.1 0 0.00246265 2.07335 1.09745 1 0 -1.10204 0 -1.10204 0.00459349 
38.11 0 0.0025031 2.07336 1.09748 1 0 -1.10203 0 -1.10203 0.00455222 
38.12 0 0.00254317 2.07338 1.0975 1 0 -1.10201 0 -1.10201 0.00451066 
38.13 0 0.00258286 2.0734 1.09753 1 0 -1.102 0 -1.102 0.0044688 
38.14 0 0.00262216 2.07341 1.09755 1 0 -1.10198 0 -1.10198 0.00442667 
38.15 0 0.00266108 2.07343 1.09758 1 0 -1.10196 0 -1.10196 0.00438425 
38.16 0 0.0026996 2.07344 1.09761 1 0 -1.10195 0 -1.10195 0.00434157 
38.17 0 0.00273773 2.07346 1.09763 1 0 -1.10193 0 -1.10193 0.00429861 
38.18 0 0.00277546 2.07348 1.09766 1 0 -1.10192 0 -1.10192 0.00425539 
38.19 0 0.0028128 2.07349 1.09769 1 0 -1.1019 0 -1.1019 0.00421192 
38.2 0 0.00284974 2.07351 1.09772 1 0 -1.10189 0 -1.10189 0.00416819 
38.21 0 0.00288627 2.07352 1.09775 1 0 -1.10187 0 -1.10187 0.00412421 
38.22 0 0.0029224 2.07354 1.09778 1 0 -1.10186 0 -1.10186 0.00407999 
38.23 0 0.00295812 2.07355 1.09781 1 0 -1.10184 0 -1.10184 0.00403553 
38.24 0 0.00299344 2.07357 1.09784 1 0 -1.10183 0 -1.10183 0.00399085 
38.25 0 0.00302834 2.07358 1.09787 1 0 -1.10181 0 -1.10181 0.00394593 
38.26 0 0.00306284 2.0736 1.0979 1 0 -1.1018 0 -1.1018 0.00390079 
38.27 0 0.00309691 2.07361 1.09793 1 0 -1.10178 0 -1.10178 0.00385544 
38.28 0 0.00313058 2.07362 1.09796 1 0 -1.10177 0 -1.10177 0.00380987 
38.29 0 0.00316382 2.07364 1.09799 1 0 -1.10176 0 -1.10176 0.0037641 
38.3 0 0.00319665 2.07365 1.09802 1 0 -1.10174 0 -1.10174 0.00371812 
38.31 0 0.00322905 2.07367 1.09806 1 0 -1.10173 0 -1.10173 0.00367195 
38.32 0 0.00326103 2.07368 1.09809 1 0 -1.10171 0 -1.10171 0.00362559 
38.33 0 0.00329259 2.07369 1.09812 1 0 -1.1017 0 -1.1017 0.00357904 
38.34 0 0.00332372 2.07371 1.09815 1 0 -1.10169 0 -1.10169 0.00353231 
38.35 0 0.00335442 2.07372 1.09819 1 0 -1.10167 0 -1.10167 0.00348541 
38.36 0 0.00338469 2.07373 1.09822 1 0 -1.10166 0 -1.10166 0.00343833 
38.37 0 0.00341454 2.07375 1.09826 1 0 -1.10165 0 -1.10165 0.00339109 
38.38 0 0.00344395 2.07376 1.09829 1 0 -1.10163 0 -1.10163 0.00334369 
38.39 0 0.00347293 2.07377 1.09833 1 0 -1.10162 0 -1.10162 0.00329613 
38.4 0 0.00350147 2.07379 1.09836 1 0 -1.10161 0 -1.10161 0.00324843 
38.41 0 0.00352958 2.0738 1.0984 1 0 -1.1016 0 -1.1016 0.00320058 
38.42 0 0.00355725 2.07381 1.09843 1 0 -1.10158 0 -1.10158 0.00315259 
38.43 0 0.00358449 2.07382 1.09847 1 0 -1.10157 0 -1.10157 0.00310446 
38.44 0 0.00361128 2.07383 1.0985 1 0 -1.10156 0 -1.10156 0.00305621 
38.45 0 0.00363764 2.07385 1.09854 1 0 -1.10155 0 -1.10155 0.00300783 
38.46 0 0.00366355 2.07386 1.09858 1 0 -1.10154 0 -1.10154 0.00295933 
38.47 0 0.00368902 2.07387 1.09861 1 0 -1.10152 0 -1.10152 0.00291071 
38.48 0 0.00371405 2.07388 1.09865 1 0 -1.10151 0 -1.10151 0.00286199 
38.49 0 0.00373864 2.07389 1.09869 1 0 -1.1015 0 -1.1015 0.00281317 
38.5 0 0.00376278 2.0739 1.09873 1 0 -1.10149 0 -1.10149 0.00276424 
38.51 0 0.00378647 2.07392 1.09876 1 0 -1.10148 0 -1.10148 0.00271522 
38.52 0 0.00380972 2.07393 1.0988 1 0 -1.10147 0 -1.10147 0.00266611 
38.53 0 0.00383252 2.07394 1.09884 1 0 -1.10146 0 -1.10146 0.00261692 
38.54 0 0.00385488 2.07395 1.09888 1 0 -1.10145 0 -1.10145 0.00256765 
38.55 0 0.00387678 2.07396 1.09892 1 0 -1.10144 0 -1.10144 0.0025183 
38.56 0 0.00389824 2.07397 1.09896 1 0 -1.10142 0 -1.10142 0.00246889 
38.57 0 0.00391925 2.07398 1.099 1 0 -1.10141 0 -1.10141 0.00241941 
38.58 0 0.00393981 2.07399 1.09903 1 0 -1.1014 0 -1.1014 0.00236988 
38.59 0 0.00395992 2.074 1.09907 1 0 -1.10139 0 -1.10139 0.00232029 
38.6 0 0.00397958 2.07401 1.09911 1 0 -1.10138 0 -1.10138 0.00227065 
38.61 0 0.00399879 2.07402 1.09915 1 0 -1.10137 0 -1.10137 0.00222097 
38.62 0 0.00401755 2.07403 1.09919 1 0 -1.10137 0 -1.10137 0.00217125 
38.63 0 0.00403586 2.07404 1.09923 1 0 -1.10136 0 -1.10136 0.00212149 
38.64 0 0.00405371 2.07405 1.09927 1 0 -1.10135 0 -1.10135 0.00207171 
38.65 0 0.00407112 2.07406 1.09932 1 0 -1.10134 0 -1.10134 0.0020219 
38.66 0 0.00408807 2.07407 1.09936 1 0 -1.10133 0 -1.10133 0.00197207 
38.67 0 0.00410457 2.07407 1.0994 1 0 -1.10132 0 -1.10132 0.00192223 
38.68 0 0.00412062 2.07408 1.09944 1 0 -1.10131 0 -1.10131 0.00187238 
38.69 0 0.00413622 2.07409 1.09948 1 0 -1.1013 0 -1.1013 0.00182252 
38.7 0 0.00415137 2.0741 1.09952 1 0 -1.10129 0 -1.10129 0.00177266 
38.71 0 0.00416606 2.07411 1.09956 1 0 -1.10129 0 -1.10129 0.00172281 
38.72 0 0.00418031 2.07412 1.09961 1 0 -1.10128 0 -1.10128 0.00167297 
38.73 0 0.0041941 2.07412 1.09965 1 0 -1.10127 0 -1.10127 0.00162314 
38.74 0 0.00420744 2.07413 1.09969 1 0 -1.10126 0 -1.10126 0.00157333 
38.75 0 0.00422033 2.07414 1.09973 1 0 -1.10125 0 -1.10125 0.00152355 
38.76 0 0.00423278 2.07415 1.09977 1 0 -1.10125 0 -1.10125 0.00147379 
38.77 0 0.00424477 2.07415 1.09982 1 0 -1.10124 0 -1.10124 0.00142407 
38.78 0 0.00425631 2.07416 1.09986 1 0 -1.10123 0 -1.10123 0.00137438 
38.79 0 0.00426741 2.07417 1.0999 1 0 -1.10123 0 -1.10123 0.00132474 
38.8 0 0.00427805 2.07417 1.09994 1 0 -1.10122 0 -1.10122 0.00127514 
38.81 0 0.00428825 2.07418 1.09999 1 0 -1.10121 0 -1.10121 0.0012256 
38.82 0 0.004298 2.07419 1.10003 1 0 -1.10121 0 -1.10121 0.00117611 
38.83 0 0.00430731 2.07419 1.10007 1 0 -1.1012 0 -1.1012 0.00112668 
38.84 0 0.00431617 2.0742 1.10012 1 0 -1.10119 0 -1.10119 0.00107732 
38.85 0 0.00432458 2.07421 1.10016 1 0 -1.10119 0 -1.10119 0.00102803 
38.86 0 0.00433255 2.07421 1.1002 1 0 -1.10118 0 -1.10118 0.000978812 
38.87 0 0.00434008 2.07422 1.10025 1 0 -1.10118 0 -1.10118 0.000929674 
38.88 0 0.00434716 2.07422 1.10029 1 0 -1.10117 0 -1.10117 0.00088062 
38.89 0 0.0043538 2.07423 1.10033 1 0 -1.10116 0 -1.10116 0.000831653 
38.9 0 0.00436 2.07423 1.10038 1 0 -1.10116 0 -1.10116 0.000782779 
38.91 0 0.00436576 2.07424 1.10042 1 0 -1.10115 0 -1.10115 0.000734001 
38.92 0 0.00437108 2.07424 1.10046 1 0 -1.10115 0 -1.10115 0.000685324 
38.93 0 0.00437596 2.07425 1.10051 1 0 -1.10114 0 -1.10114 0.000636752 
38.94 0 0.00438041 2.07425 1.10055 1 0 -1.10114 0 -1.10114 0.00058829 
38.95 0 0.00438442 2.07426 1.1006 1 0 -1.10114 0 -1.10114 0.000539941 
38.96 0 0.00438799 2.07426 1.10064 1 0 -1.10113 0 -1.10113 0.000491711 
38.97 0 0.00439113 2.07427 1.10068 1 0 -1.10113 0 -1.10113 0.000443603 
38.98 0 0.00439384 2.07427 1.10073 1 0 -1.10112 0 -1.10112 0.000395621 
38.99 0 0.00439612 2.07427 1.10077 1 0 -1.10112 0 -1.10112 0.00034777 
39 0 0.00439797 2.07428 1.10082 1 0 -1.10112 0 -1.10112 0.000300053 
39.01 0 0.00439939 2.07428 1.10086 1 0 -1.10111 0 -1.10111 0.000252476 
39.02 0 0.00440038 2.07429 1.1009 1 0 -1.10111 0 -1.10111 0.000205041 
39.03 0 0.00440094 2.07429 1.10095 1 0 -1.10111 0 -1.10111 0.000157753 
39.04 0 0.00440109 2.07429 1.10099 1 0 -1.1011 0 -1.1011 0.000110616 
