t 1 2 3 jL0200 4 5 6 jE0601 jVX jV0400 
15.67 0 -0.180621 2.01157 1.2798 1 0 -1.14111 0 -1.14111 -0.13869 
15.68 0 -0.181739 2.01077 1.27798 1 0 -1.14135 0 -1.14135 -0.136631 
15.69 0 -0.182837 2.00997 1.27616 1 0 -1.14159 0 -1.14159 -0.134569 
15.7 0 -0.183915 2.00917 1.27432 1 0 -1.14181 0 -1.14181 -0.132502 
15.71 0 -0.184972 2.00838 1.27247 1 0 -1.14204 0 -1.14204 -0.130432 
15.72 0 -0.18601 2.00758 1.27061 1 0 -1.14225 0 -1.14225 -0.128358 
15.73 0 -0.187029 2.00679 1.26874 1 0 -1.14246 0 -1.14246 -0.12628 
15.74 0 -0.188027 2.00601 1.26686 1 0 -1.14266 0 -1.14266 -0.124199 
15.75 0 -0.189005 2.00522 1.26497 1 0 -1.14285 0 -1.14285 -0.122115 
15.76 0 -0.189963 2.00444 1.26307 1 0 -1.14304 0 -1.14304 -0.120028 
15.77 0 -0.190902 2.00367 1.26116 1 0 -1.14322 0 -1.14322 -0.117937 
15.78 0 -0.19182 2.00289 1.25924 1 0 -1.1434 0 -1.1434 -0.115844 
15.79 0 -0.192718 2.00212 1.25731 1 0 -1.14356 0 -1.14356 -0.113748 
15.8 0 -0.193597 2.00135 1.25538 1 0 -1.14373 0 -1.14373 -0.11165 
15.81 0 -0.194455 2.00059 1.25343 1 0 -1.14388 0 -1.14388 -0.109549 
15.82 0 -0.195294 1.99983 1.25148 1 0 -1.14403 0 -1.14403 -0.107445 
15.83 0 -0.196113 1.99907 1.24952 1 0 -1.14418 0 -1.14418 -0.105339 
15.84 0 -0.196911 1.99832 1.24755 1 0 -1.14432 0 -1.14432 -0.103231 
15.85 0 -0.19769 1.99757 1.24557 1 0 -1.14445 0 -1.14445 -0.101122 
15.86 0 -0.198449 1.99682 1.24359 1 0 -1.14458 0 -1.14458 -0.0990097 
15.87 0 -0.199188 1.99608 1.2416 1 0 -1.1447 0 -1.1447 -0.0968962 
15.88 0 -0.199907 1.99534 1.2396 1 0 -1.14482 0 -1.14482 -0.0947809 
15.89 0 -0.200607 1.99461 1.23759 1 0 -1.14493 0 -1.14493 -0.0926642 
15.9 0 -0.201286 1.99388 1.23558 1 0 -1.14503 0 -1.14503 -0.090546 
15.91 0 -0.201945 1.99315 1.23356 1 0 -1.14513 0 -1.14513 -0.0884265 
15.92 0 -0.202585 1.99243 1.23153 1 0 -1.14523 0 -1.14523 -0.0863057 
15.93 0 -0.203205 1.99172 1.2295 1 0 -1.14532 0 -1.14532 -0.0841839 
15.94 0 -0.203805 1.99101 1.22746 1 0 -1.1454 0 -1.1454 -0.0820611 
15.95 0 -0.204385 1.9903 1.22542 1 0 -1.14548 0 -1.14548 -0.0799374 
15.96 0 -0.204946 1.9896 1.22337 1 0 -1.14556 0 -1.14556 -0.0778129 
15.97 0 -0.205487 1.9889 1.22131 1 0 -1.14563 0 -1.14563 -0.0756877 
15.98 0 -0.206008 1.98821 1.21925 1 0 -1.14569 0 -1.14569 -0.073562 
15.99 0 -0.20651 1.98752 1.21719 1 0 -1.14575 0 -1.14575 -0.0714358 
16 0 -0.206991 1.98684 1.21512 1 0 -1.14581 0 -1.14581 -0.0693092 
16.01 0 -0.207454 1.98616 1.21304 1 0 -1.14586 0 -1.14586 -0.0671823 
16.02 0 -0.207896 1.98549 1.21097 1 0 -1.14591 0 -1.14591 -0.0650553 
16.03 0 -0.208319 1.98483 1.20888 1 0 -1.14595 0 -1.14595 -0.0629282 
16.04 0 -0.208723 1.98417 1.20679 1 0 -1.14599 0 -1.14599 -0.0608011 
16.05 0 -0.209107 1.98352 1.2047 1 0 -1.14603 0 -1.14603 -0.0586741 
16.06 0 -0.209472 1.98287 1.20261 1 0 -1.14606 0 -1.14606 -0.0565473 
16.07 0 -0.209817 1.98223 1.20051 1 0 -1.14609 0 -1.14609 -0.0544208 
16.08 0 -0.210143 1.98159 1.19841 1 0 -1.14611 0 -1.14611 -0.0522947 
16.09 0 -0.21045 1.98096 1.1963 1 0 -1.14614 0 -1.14614 -0.050169 
16.1 0 -0.210737 1.98034 1.1942 1 0 -1.14615 0 -1.14615 -0.0480439 
16.11 0 -0.211005 1.97972 1.19209 1 0 -1.14617 0 -1.14617 -0.0459195 
16.12 0 -0.211254 1.97911 1.18997 1 0 -1.14618 0 -1.14618 -0.0437958 
16.13 0 -0.211484 1.97851 1.18786 1 0 -1.14619 0 -1.14619 -0.0416729 
16.14 0 -0.211694 1.97791 1.18574 1 0 -1.14619 0 -1.14619 -0.0395509 
16.15 0 -0.211886 1.97732 1.18362 1 0 -1.14619 0 -1.14619 -0.0374299 
16.16 0 -0.212058 1.97674 1.1815 1 0 -1.14619 0 -1.14619 -0.03531 
16.17 0 -0.212212 1.97617 1.17938 1 0 -1.14619 0 -1.14619 -0.0331912 
16.18 0 -0.212346 1.9756 1.17726 1 0 -1.14618 0 -1.14618 -0.0310736 
16.19 0 -0.212462 1.97504 1.17513 1 0 -1.14618 0 -1.14618 -0.0289573 
16.2 0 -0.212559 1.97448 1.17301 1 0 -1.14617 0 -1.14617 -0.0268425 
16.21 0 -0.212637 1.97394 1.17088 1 0 -1.14615 0 -1.14615 -0.0247291 
16.22 0 -0.212696 1.9734 1.16875 1 0 -1.14614 0 -1.14614 -0.0226172 
16.23 0 -0.212737 1.97287 1.16663 1 0 -1.14612 0 -1.14612 -0.0205069 
16.24 0 -0.212759 1.97235 1.1645 1 0 -1.1461 0 -1.1461 -0.0183984 
16.25 0 -0.212763 1.97183 1.16237 1 0 -1.14608 0 -1.14608 -0.0162916 
16.26 0 -0.212748 1.97133 1.16024 1 0 -1.14606 0 -1.14606 -0.0141867 
16.27 0 -0.212714 1.97083 1.15812 1 0 -1.14603 0 -1.14603 -0.0120837 
16.28 0 -0.212663 1.97034 1.15599 1 0 -1.14601 0 -1.14601 -0.00998267 
16.29 0 -0.212592 1.96986 1.15386 1 0 -1.14598 0 -1.14598 -0.00788373 
16.3 0 -0.212504 1.96939 1.15174 1 0 -1.14595 0 -1.14595 -0.00578694 
16.31 0 -0.212397 1.96892 1.14962 1 0 -1.14592 0 -1.14592 -0.00369237 
16.32 0 -0.212273 1.96847 1.14749 1 0 -1.14589 0 -1.14589 -0.00160009 
16.33 0 -0.21213 1.96803 1.14537 1 0 -1.14586 0 -1.14586 0.000489824 
16.34 0 -0.211969 1.96759 1.14325 1 0 -1.14583 0 -1.14583 0.0025773 
16.35 0 -0.21179 1.96716 1.14113 1 0 -1.1458 0 -1.1458 0.00466226 
16.36 0 -0.211593 1.96675 1.13902 1 0 -1.14576 0 -1.14576 0.00674463 
16.37 0 -0.211379 1.96634 1.1369 1 0 -1.14573 0 -1.14573 0.00882434 
16.38 0 -0.211146 1.96594 1.13479 1 0 -1.14569 0 -1.14569 0.0109013 
16.39 0 -0.210896 1.96555 1.13268 1 0 -1.14566 0 -1.14566 0.0129755 
16.4 0 -0.210629 1.96517 1.13058 1 0 -1.14562 0 -1.14562 0.0150468 
16.41 0 -0.210344 1.96481 1.12847 1 0 -1.14559 0 -1.14559 0.0171151 
16.42 0 -0.210041 1.96445 1.12637 1 0 -1.14555 0 -1.14555 0.0191804 
16.43 0 -0.209721 1.9641 1.12428 1 0 -1.14552 0 -1.14552 0.0212425 
16.44 0 -0.209383 1.96376 1.12218 1 0 -1.14548 0 -1.14548 0.0233015 
16.45 0 -0.209029 1.96344 1.12009 1 0 -1.14545 0 -1.14545 0.0253572 
16.46 0 -0.208657 1.96312 1.11801 1 0 -1.14542 0 -1.14542 0.0274095 
16.47 0 -0.208267 1.96282 1.11592 1 0 -1.14538 0 -1.14538 0.0294585 
16.48 0 -0.207861 1.96252 1.11384 1 0 -1.14535 0 -1.14535 0.0315039 
16.49 0 -0.207438 1.96224 1.11177 1 0 -1.14532 0 -1.14532 0.0335457 
16.5 0 -0.206998 1.96197 1.1097 1 0 -1.14528 0 -1.14528 0.0355839 
16.51 0 -0.206541 1.96171 1.10763 1 0 -1.14525 0 -1.14525 0.0376182 
16.52 0 -0.206068 1.96146 1.10557 1 0 -1.14522 0 -1.14522 0.0396487 
16.53 0 -0.205577 1.96122 1.10352 1 0 -1.14519 0 -1.14519 0.0416753 
16.54 0 -0.20507 1.961 1.10147 1 0 -1.14517 0 -1.14517 0.0436979 
16.55 0 -0.204547 1.96078 1.09942 1 0 -1.14514 0 -1.14514 0.0457163 
16.56 0 -0.204007 1.96058 1.09738 1 0 -1.14511 0 -1.14511 0.0477306 
16.57 0 -0.20345 1.96039 1.09535 1 0 -1.14509 0 -1.14509 0.0497405 
16.58 0 -0.202878 1.96021 1.09332 1 0 -1.14506 0 -1.14506 0.0517461 
16.59 0 -0.202289 1.96005 1.0913 1 0 -1.14504 0 -1.14504 0.0537471 
16.6 0 -0.201684 1.95989 1.08928 1 0 -1.14502 0 -1.14502 0.0557436 
16.61 0 -0.201063 1.95975 1.08727 1 0 -1.145 0 -1.145 0.0577353 
16.62 0 -0.200426 1.95962 1.08526 1 0 -1.14499 0 -1.14499 0.0597223 
16.63 0 -0.199773 1.95951 1.08327 1 0 -1.14497 0 -1.14497 0.0617043 
16.64 0 -0.199105 1.95941 1.08128 1 0 -1.14496 0 -1.14496 0.0636813 
16.65 0 -0.19842 1.95932 1.07929 1 0 -1.14494 0 -1.14494 0.0656531 
16.66 0 -0.19772 1.95924 1.07731 1 0 -1.14493 0 -1.14493 0.0676197 
16.67 0 -0.197004 1.95918 1.07534 1 0 -1.14492 0 -1.14492 0.0695809 
16.68 0 -0.196273 1.95912 1.07338 1 0 -1.14492 0 -1.14492 0.0715366 
16.69 0 -0.195527 1.95909 1.07143 1 0 -1.14491 0 -1.14491 0.0734866 
16.7 0 -0.194765 1.95906 1.06948 1 0 -1.14491 0 -1.14491 0.0754309 
16.71 0 -0.193988 1.95905 1.06754 1 0 -1.14491 0 -1.14491 0.0773695 
16.72 0 -0.193196 1.95906 1.06561 1 0 -1.14491 0 -1.14491 0.0793017 
16.73 0 -0.192389 1.95907 1.06368 1 0 -1.14491 0 -1.14491 0.0812279 
16.74 0 -0.191567 1.9591 1.06177 1 0 -1.14491 0 -1.14491 0.0831479 
16.75 0 -0.19073 1.95915 1.05986 1 0 -1.14492 0 -1.14492 0.0850613 
16.76 0 -0.189878 1.95921 1.05796 1 0 -1.14493 0 -1.14493 0.0869682 
16.77 0 -0.189012 1.95928 1.05607 1 0 -1.14494 0 -1.14494 0.0888683 
16.78 0 -0.188131 1.95936 1.05419 1 0 -1.14495 0 -1.14495 0.0907614 
16.79 0 -0.187236 1.95946 1.05232 1 0 -1.14496 0 -1.14496 0.0926475 
16.8 0 -0.186326 1.95958 1.05045 1 0 -1.14498 0 -1.14498 0.0945264 
16.81 0 -0.185402 1.95971 1.0486 1 0 -1.145 0 -1.145 0.0963978 
16.82 0 -0.184463 1.95985 1.04676 1 0 -1.14502 0 -1.14502 0.0982616 
16.83 0 -0.183511 1.96001 1.04492 1 0 -1.14504 0 -1.14504 0.100118 
16.84 0 -0.182544 1.96018 1.04309 1 0 -1.14506 0 -1.14506 0.101966 
16.85 0 -0.181564 1.96036 1.04128 1 0 -1.14508 0 -1.14508 0.103806 
16.86 0 -0.18057 1.96056 1.03947 1 0 -1.14511 0 -1.14511 0.105637 
16.87 0 -0.179562 1.96078 1.03768 1 0 -1.14514 0 -1.14514 0.10746 
16.88 0 -0.17854 1.96101 1.03589 1 0 -1.14517 0 -1.14517 0.109275 
16.89 0 -0.177505 1.96125 1.03412 1 0 -1.1452 0 -1.1452 0.11108 
16.9 0 -0.176456 1.96151 1.03235 1 0 -1.14523 0 -1.14523 0.112876 
16.91 0 -0.175394 1.96178 1.0306 1 0 -1.14526 0 -1.14526 0.114663 
16.92 0 -0.174319 1.96207 1.02886 1 0 -1.1453 0 -1.1453 0.116441 
16.93 0 -0.17323 1.96237 1.02712 1 0 -1.14533 0 -1.14533 0.118208 
16.94 0 -0.172129 1.96269 1.0254 1 0 -1.14537 0 -1.14537 0.119966 
16.95 0 -0.171015 1.96302 1.02369 1 0 -1.1454 0 -1.1454 0.121713 
16.96 0 -0.169888 1.96337 1.02199 1 0 -1.14544 0 -1.14544 0.123449 
16.97 0 -0.168748 1.96373 1.02031 1 0 -1.14548 0 -1.14548 0.125175 
16.98 0 -0.167595 1.9641 1.01863 1 0 -1.14552 0 -1.14552 0.12689 
16.99 0 -0.16643 1.96449 1.01697 1 0 -1.14556 0 -1.14556 0.128594 
17 0 -0.165253 1.9649 1.01531 1 0 -1.1456 0 -1.1456 0.130286 
17.01 0 -0.164063 1.96532 1.01367 1 0 -1.14564 0 -1.14564 0.131966 
17.02 0 -0.162861 1.96575 1.01204 1 0 -1.14568 0 -1.14568 0.133634 
17.03 0 -0.161647 1.9662 1.01043 1 0 -1.14572 0 -1.14572 0.13529 
17.04 0 -0.160421 1.96666 1.00882 1 0 -1.14576 0 -1.14576 0.136933 
17.05 0 -0.159183 1.96714 1.00723 1 0 -1.14579 0 -1.14579 0.138564 
17.06 0 -0.157933 1.96763 1.00565 1 0 -1.14583 0 -1.14583 0.140181 
17.07 0 -0.156672 1.96813 1.00408 1 0 -1.14587 0 -1.14587 0.141785 
17.08 0 -0.155399 1.96865 1.00253 1 0 -1.14591 0 -1.14591 0.143375 
17.09 0 -0.154115 1.96919 1.00099 1 0 -1.14594 0 -1.14594 0.144951 
17.1 0 -0.152819 1.96973 0.999461 1 0 -1.14597 0 -1.14597 0.146512 
17.11 0 -0.151513 1.97029 0.997946 1 0 -1.14601 0 -1.14601 0.148059 
17.12 0 -0.150195 1.97087 0.996444 1 0 -1.14604 0 -1.14604 0.149591 
17.13 0 -0.148866 1.97146 0.994956 1 0 -1.14606 0 -1.14606 0.151108 
17.14 0 -0.147526 1.97206 0.99348 1 0 -1.14609 0 -1.14609 0.152609 
17.15 0 -0.146176 1.97267 0.992019 1 0 -1.14611 0 -1.14611 0.154095 
17.16 0 -0.144815 1.9733 0.990571 1 0 -1.14613 0 -1.14613 0.155564 
17.17 0 -0.143444 1.97394 0.989136 1 0 -1.14615 0 -1.14615 0.157017 
17.18 0 -0.142062 1.9746 0.987716 1 0 -1.14617 0 -1.14617 0.158452 
17.19 0 -0.14067 1.97526 0.986309 1 0 -1.14618 0 -1.14618 0.159871 
17.2 0 -0.139268 1.97594 0.984916 1 0 -1.14619 0 -1.14619 0.161272 
17.21 0 -0.137856 1.97664 0.983538 1 0 -1.14619 0 -1.14619 0.162656 
17.22 0 -0.136435 1.97734 0.982173 1 0 -1.14619 0 -1.14619 0.164021 
17.23 0 -0.135003 1.97806 0.980823 1 0 -1.14619 0 -1.14619 0.165368 
17.24 0 -0.133562 1.97879 0.979488 1 0 -1.14618 0 -1.14618 0.166696 
17.25 0 -0.132112 1.97953 0.978166 1 0 -1.14617 0 -1.14617 0.168005 
17.26 0 -0.130652 1.98028 0.97686 1 0 -1.14616 0 -1.14616 0.169295 
17.27 0 -0.129183 1.98104 0.975568 1 0 -1.14613 0 -1.14613 0.170565 
17.28 0 -0.127705 1.98182 0.974291 1 0 -1.14611 0 -1.14611 0.171815 
17.29 0 -0.126218 1.9826 0.973029 1 0 -1.14607 0 -1.14607 0.173045 
17.3 0 -0.124723 1.9834 0.971782 1 0 -1.14604 0 -1.14604 0.174254 
17.31 0 -0.123218 1.98421 0.970549 1 0 -1.14599 0 -1.14599 0.175442 
17.32 0 -0.121706 1.98502 0.969332 1 0 -1.14594 0 -1.14594 0.176609 
17.33 0 -0.120185 1.98585 0.968131 1 0 -1.14588 0 -1.14588 0.177754 
17.34 0 -0.118656 1.98669 0.966944 1 0 -1.14582 0 -1.14582 0.178878 
17.35 0 -0.117118 1.98754 0.965773 1 0 -1.14575 0 -1.14575 0.179979 
17.36 0 -0.115573 1.98839 0.964617 1 0 -1.14567 0 -1.14567 0.181058 
17.37 0 -0.11402 1.98926 0.963477 1 0 -1.14559 0 -1.14559 0.182114 
17.38 0 -0.11246 1.99013 0.962352 1 0 -1.1455 0 -1.1455 0.183147 
17.39 0 -0.110892 1.99102 0.961243 1 0 -1.1454 0 -1.1454 0.184157 
17.4 0 -0.109317 1.99191 0.96015 1 0 -1.14529 0 -1.14529 0.185143 
17.41 0 -0.107734 1.99281 0.959073 1 0 -1.14518 0 -1.14518 0.186105 
17.42 0 -0.106145 1.99371 0.958011 1 0 -1.14505 0 -1.14505 0.187044 
17.43 0 -0.104549 1.99463 0.956966 1 0 -1.14492 0 -1.14492 0.187958 
17.44 0 -0.102946 1.99555 0.955936 1 0 -1.14478 0 -1.14478 0.188847 
17.45 0 -0.101337 1.99648 0.954923 1 0 -1.14463 0 -1.14463 0.189712 
17.46 0 -0.0997209 1.99741 0.953926 1 0 -1.14448 0 -1.14448 0.190552 
17.47 0 -0.098099 1.99835 0.952945 1 0 -1.14431 0 -1.14431 0.191366 
17.48 0 -0.0964711 1.9993 0.95198 1 0 -1.14414 0 -1.14414 0.192155 
17.49 0 -0.0948374 2.00025 0.951032 1 0 -1.14395 0 -1.14395 0.192919 
17.5 0 -0.0931979 2.00121 0.9501 1 0 -1.14376 0 -1.14376 0.193657 
17.51 0 -0.0915529 2.00217 0.949184 1 0 -1.14355 0 -1.14355 0.194368 
17.52 0 -0.0899025 2.00314 0.948285 1 0 -1.14334 0 -1.14334 0.195054 
17.53 0 -0.088247 2.00412 0.947403 1 0 -1.14312 0 -1.14312 0.195714 
17.54 0 -0.0865864 2.00509 0.946537 1 0 -1.14288 0 -1.14288 0.196347 
17.55 0 -0.084921 2.00607 0.945688 1 0 -1.14264 0 -1.14264 0.196953 
17.56 0 -0.0832508 2.00706 0.944855 1 0 -1.14239 0 -1.14239 0.197533 
17.57 0 -0.0815762 2.00805 0.944039 1 0 -1.14213 0 -1.14213 0.198086 
17.58 0 -0.0798973 2.00904 0.94324 1 0 -1.14185 0 -1.14185 0.198612 
17.59 0 -0.0782142 2.01003 0.942458 1 0 -1.14157 0 -1.14157 0.199111 
17.6 0 -0.0765271 2.01103 0.941693 1 0 -1.14128 0 -1.14128 0.199584 
17.61 0 -0.0748362 2.01202 0.940945 1 0 -1.14097 0 -1.14097 0.200029 
17.62 0 -0.0731417 2.01302 0.940213 1 0 -1.14066 0 -1.14066 0.200447 
17.63 0 -0.0714438 2.01403 0.939499 1 0 -1.14034 0 -1.14034 0.200838 
17.64 0 -0.0697426 2.01503 0.938801 1 0 -1.14 0 -1.14 0.201201 
17.65 0 -0.0680383 2.01603 0.938121 1 0 -1.13966 0 -1.13966 0.201538 
17.66 0 -0.0663312 2.01704 0.937458 1 0 -1.1393 0 -1.1393 0.201847 
17.67 0 -0.0646213 2.01804 0.936812 1 0 -1.13894 0 -1.13894 0.202129 
17.68 0 -0.0629089 2.01905 0.936182 1 0 -1.13857 0 -1.13857 0.202384 
17.69 0 -0.0611942 2.02005 0.93557 1 0 -1.13818 0 -1.13818 0.202612 
17.7 0 -0.0594773 2.02105 0.934976 1 0 -1.13779 0 -1.13779 0.202813 
17.71 0 -0.0577584 2.02206 0.934398 1 0 -1.13738 0 -1.13738 0.202986 
17.72 0 -0.0560378 2.02306 0.933838 1 0 -1.13697 0 -1.13697 0.203133 
17.73 0 -0.0543155 2.02406 0.933295 1 0 -1.13655 0 -1.13655 0.203253 
17.74 0 -0.0525919 2.02506 0.932769 1 0 -1.13611 0 -1.13611 0.203346 
17.75 0 -0.050867 2.02606 0.93226 1 0 -1.13567 0 -1.13567 0.203412 
17.76 0 -0.0491411 2.02705 0.931769 1 0 -1.13522 0 -1.13522 0.203452 
17.77 0 -0.0474144 2.02805 0.931294 1 0 -1.13476 0 -1.13476 0.203465 
17.78 0 -0.045687 2.02904 0.930838 1 0 -1.13429 0 -1.13429 0.203452 
17.79 0 -0.0439591 2.03002 0.930398 1 0 -1.13381 0 -1.13381 0.203413 
17.8 0 -0.042231 2.03101 0.929976 1 0 -1.13332 0 -1.13332 0.203348 
17.81 0 -0.0405028 2.03199 0.929571 1 0 -1.13283 0 -1.13283 0.203257 
17.82 0 -0.0387747 2.03297 0.929183 1 0 -1.13232 0 -1.13232 0.20314 
17.83 0 -0.0370469 2.03394 0.928812 1 0 -1.13181 0 -1.13181 0.202997 
17.84 0 -0.0353196 2.03492 0.928459 1 0 -1.13129 0 -1.13129 0.20283 
17.85 0 -0.033593 2.03588 0.928123 1 0 -1.13076 0 -1.13076 0.202637 
17.86 0 -0.0318673 2.03685 0.927805 1 0 -1.13022 0 -1.13022 0.202419 
17.87 0 -0.0301426 2.0378 0.927503 1 0 -1.12968 0 -1.12968 0.202176 
17.88 0 -0.0284192 2.03876 0.927219 1 0 -1.12913 0 -1.12913 0.201909 
17.89 0 -0.0266972 2.03971 0.926952 1 0 -1.12857 0 -1.12857 0.201617 
17.9 0 -0.0249768 2.04065 0.926702 1 0 -1.128 0 -1.128 0.201301 
17.91 0 -0.0232583 2.04159 0.92647 1 0 -1.12743 0 -1.12743 0.200962 
17.92 0 -0.0215418 2.04252 0.926254 1 0 -1.12685 0 -1.12685 0.200598 
17.93 0 -0.0198274 2.04345 0.926056 1 0 -1.12627 0 -1.12627 0.200212 
17.94 0 -0.0181155 2.04437 0.925875 1 0 -1.12568 0 -1.12568 0.199802 
17.95 0 -0.0164061 2.04529 0.925711 1 0 -1.12508 0 -1.12508 0.199369 
17.96 0 -0.0146995 2.0462 0.925564 1 0 -1.12448 0 -1.12448 0.198913 
17.97 0 -0.0129959 2.04711 0.925434 1 0 -1.12387 0 -1.12387 0.198435 
17.98 0 -0.0112953 2.04801 0.925321 1 0 -1.12326 0 -1.12326 0.197935 
17.99 0 -0.00959811 2.0489 0.925225 1 0 -1.12264 0 -1.12264 0.197413 
18 0 -0.0079044 2.04979 0.925146 1 0 -1.12202 0 -1.12202 0.196869 
18.01 0 -0.00621437 2.05067 0.925084 1 0 -1.12139 0 -1.12139 0.196304 
18.02 0 -0.0045282 2.05154 0.925038 1 0 -1.12076 0 -1.12076 0.195718 
18.03 0 -0.00284609 2.05241 0.92501 1 0 -1.12012 0 -1.12012 0.195111 
18.04 0 -0.0011682 2.05327 0.924998 1 0 -1.11948 0 -1.11948 0.194483 
18.05 0 0.000505283 2.05413 0.925003 1 0 -1.11884 0 -1.11884 0.193835 
18.06 0 0.00217418 2.05497 0.925025 1 0 -1.11819 0 -1.11819 0.193167 
18.07 0 0.00383831 2.05581 0.925063 1 0 -1.11754 0 -1.11754 0.192479 
18.08 0 0.00549751 2.05665 0.925118 1 0 -1.11689 0 -1.11689 0.191771 
18.09 0 0.00715158 2.05748 0.92519 1 0 -1.11623 0 -1.11623 0.191045 
18.1 0 0.00880037 2.0583 0.925278 1 0 -1.11558 0 -1.11558 0.190299 
18.11 0 0.0104437 2.05911 0.925382 1 0 -1.11492 0 -1.11492 0.189534 
18.12 0 0.0120814 2.05991 0.925503 1 0 -1.11425 0 -1.11425 0.188752 
18.13 0 0.0137133 2.06071 0.92564 1 0 -1.11359 0 -1.11359 0.187951 
18.14 0 0.0153392 2.0615 0.925794 1 0 -1.11293 0 -1.11293 0.187132 
18.15 0 0.016959 2.06229 0.925963 1 0 -1.11226 0 -1.11226 0.186295 
18.16 0 0.0185725 2.06307 0.926149 1 0 -1.11159 0 -1.11159 0.185441 
18.17 0 0.0201795 2.06384 0.926351 1 0 -1.11092 0 -1.11092 0.18457 
18.18 0 0.0217799 2.0646 0.926569 1 0 -1.11025 0 -1.11025 0.183682 
18.19 0 0.0233734 2.06535 0.926802 1 0 -1.10958 0 -1.10958 0.182777 
18.2 0 0.0249601 2.0661 0.927052 1 0 -1.10891 0 -1.10891 0.181856 
18.21 0 0.0265396 2.06684 0.927317 1 0 -1.10824 0 -1.10824 0.180919 
18.22 0 0.0281118 2.06758 0.927598 1 0 -1.10756 0 -1.10756 0.179966 
18.23 0 0.0296766 2.0683 0.927895 1 0 -1.10689 0 -1.10689 0.178998 
18.24 0 0.0312338 2.06902 0.928208 1 0 -1.10622 0 -1.10622 0.178014 
18.25 0 0.0327833 2.06973 0.928535 1 0 -1.10555 0 -1.10555 0.177015 
18.26 0 0.0343249 2.07044 0.928879 1 0 -1.10488 0 -1.10488 0.176001 
18.27 0 0.0358585 2.07114 0.929237 1 0 -1.10421 0 -1.10421 0.174973 
18.28 0 0.0373839 2.07183 0.929611 1 0 -1.10354 0 -1.10354 0.17393 
18.29 0 0.038901 2.07251 0.93 1 0 -1.10287 0 -1.10287 0.172873 
18.3 0 0.0404095 2.07318 0.930404 1 0 -1.10221 0 -1.10221 0.171803 
18.31 0 0.0419095 2.07385 0.930823 1 0 -1.10154 0 -1.10154 0.170718 
18.32 0 0.0434007 2.07451 0.931257 1 0 -1.10088 0 -1.10088 0.169621 
18.33 0 0.0448831 2.07517 0.931706 1 0 -1.10022 0 -1.10022 0.16851 
18.34 0 0.0463564 2.07582 0.93217 1 0 -1.09956 0 -1.09956 0.167386 
18.35 0 0.0478205 2.07646 0.932648 1 0 -1.0989 0 -1.0989 0.166249 
18.36 0 0.0492753 2.07709 0.933141 1 0 -1.09824 0 -1.09824 0.1651 
18.37 0 0.0507207 2.07771 0.933648 1 0 -1.09759 0 -1.09759 0.163939 
18.38 0 0.0521566 2.07833 0.934169 1 0 -1.09694 0 -1.09694 0.162766 
18.39 0 0.0535827 2.07894 0.934705 1 0 -1.09629 0 -1.09629 0.16158 
18.4 0 0.054999 2.07955 0.935255 1 0 -1.09564 0 -1.09564 0.160384 
18.41 0 0.0564054 2.08015 0.935819 1 0 -1.09499 0 -1.09499 0.159175 
18.42 0 0.0578018 2.08074 0.936397 1 0 -1.09435 0 -1.09435 0.157956 
18.43 0 0.0591879 2.08132 0.936989 1 0 -1.09371 0 -1.09371 0.156726 
18.44 0 0.0605638 2.0819 0.937595 1 0 -1.09308 0 -1.09308 0.155485 
18.45 0 0.0619292 2.08247 0.938214 1 0 -1.09245 0 -1.09245 0.154233 
18.46 0 0.0632841 2.08303 0.938847 1 0 -1.09182 0 -1.09182 0.152971 
18.47 0 0.0646283 2.08359 0.939493 1 0 -1.09119 0 -1.09119 0.151699 
18.48 0 0.0659618 2.08414 0.940153 1 0 -1.09057 0 -1.09057 0.150417 
18.49 0 0.0672844 2.08469 0.940826 1 0 -1.08995 0 -1.08995 0.149125 
18.5 0 0.068596 2.08522 0.941512 1 0 -1.08934 0 -1.08934 0.147823 
18.51 0 0.0698965 2.08575 0.942211 1 0 -1.08872 0 -1.08872 0.146513 
18.52 0 0.0711859 2.08628 0.942922 1 0 -1.08812 0 -1.08812 0.145193 
18.53 0 0.072464 2.0868 0.943647 1 0 -1.08751 0 -1.08751 0.143864 
18.54 0 0.0737306 2.08731 0.944384 1 0 -1.08691 0 -1.08691 0.142527 
18.55 0 0.0749858 2.08781 0.945134 1 0 -1.08631 0 -1.08631 0.14118 
18.56 0 0.0762294 2.08831 0.945897 1 0 -1.08572 0 -1.08572 0.139826 
18.57 0 0.0774614 2.08881 0.946671 1 0 -1.08513 0 -1.08513 0.138463 
18.58 0 0.0786815 2.08929 0.947458 1 0 -1.08455 0 -1.08455 0.137092 
18.59 0 0.0798898 2.08977 0.948257 1 0 -1.08397 0 -1.08397 0.135714 
18.6 0 0.0810862 2.09025 0.949068 1 0 -1.0834 0 -1.0834 0.134328 
18.61 0 0.0822705 2.09071 0.94989 1 0 -1.08282 0 -1.08282 0.132934 
18.62 0 0.0834426 2.09118 0.950725 1 0 -1.08226 0 -1.08226 0.131533 
18.63 0 0.0846026 2.09163 0.951571 1 0 -1.0817 0 -1.0817 0.130126 
18.64 0 0.0857503 2.09208 0.952428 1 0 -1.08114 0 -1.08114 0.128711 
18.65 0 0.0868856 2.09252 0.953297 1 0 -1.08059 0 -1.08059 0.127289 
