t 1 jV1 2 jL1 3 jL2 
0.00905 3.09017 -0.00118593 1.90424 0.00118593 1.90424 -0.00190424 
0.00906 3.68125 -0.00149206 2.18919 0.00149206 2.18919 -0.00218919 
0.00907 4.25779 -0.00179232 2.46548 0.00179232 2.46548 -0.00246548 
0.00908 4.81754 -0.00208552 2.73202 0.00208552 2.73202 -0.00273202 
0.00909 5.35827 -0.00237051 2.98776 0.00237051 2.98776 -0.00298776 
0.0091 5.87785 -0.00264616 3.2317 0.00264616 3.2317 -0.0032317 
0.00911 6.37424 -0.00291138 3.46286 0.00291138 3.46286 -0.00346286 
0.00912 6.84547 -0.00316513 3.68034 0.00316513 3.68034 -0.00368034 
0.00913 7.28969 -0.0034064 3.88328 0.0034064 3.88328 -0.00388328 
0.00914 7.70513 -0.00363425 4.07088 0.00363425 4.07088 -0.00407088 
0.00915 8.09017 -0.00384777 4.2424 0.00384777 4.2424 -0.0042424 
0.00916 8.44328 -0.00404613 4.39715 0.00404613 4.39715 -0.00439715 
0.00917 8.76307 -0.00422853 4.53454 0.00422853 4.53454 -0.00453454 
0.00918 9.04827 -0.00439425 4.65402 0.00439425 4.65402 -0.00465402 
0.00919 9.29776 -0.00454266 4.75511 0.00454266 4.75511 -0.00475511 
0.0092 9.51057 -0.00467315 4.83742 0.00467315 4.83742 -0.00483742 
0.00921 9.68583 -0.00478521 4.90062 0.00478521 4.90062 -0.00490062 
0.00922 9.82287 -0.0048784 4.94447 0.0048784 4.94447 -0.00494447 
0.00923 9.92115 -0.00495236 4.96879 0.00495236 4.96879 -0.00496879 
0.00924 9.98027 -0.00500679 4.97348 0.00500679 4.97348 -0.00497348 
0.00925 10 -0.00504147 4.95853 0.00504147 4.95853 -0.00495853 
0.00926 9.98027 -0.00505628 4.92399 0.00505628 4.92399 -0.00492399 
0.00927 9.92115 -0.00505114 4.87001 0.00505114 4.87001 -0.00487001 
0.00928 9.82287 -0.00502608 4.79679 0.00502608 4.79679 -0.00479679 
0.00929 9.68583 -0.00498121 4.70463 0.00498121 4.70463 -0.00470463 
0.0093 9.51057 -0.00491669 4.59388 0.00491669 4.59388 -0.00459388 
0.00931 9.29776 -0.00483278 4.46499 0.00483278 4.46499 -0.00446499 
0.00932 9.04827 -0.00472981 4.31846 0.00472981 4.31846 -0.00431846 
0.00933 8.76307 -0.00460819 4.15487 0.00460819 4.15487 -0.00415487 
0.00934 8.44328 -0.0044684 3.97487 0.0044684 3.97487 -0.00397487 
0.00935 8.09017 -0.004311 3.77917 0.004311 3.77917 -0.00377917 
0.00936 7.70513 -0.00413659 3.56855 0.00413659 3.56855 -0.00356855 
0.00937 7.28969 -0.00394587 3.34382 0.00394587 3.34382 -0.00334382 
0.00938 6.84547 -0.00373959 3.10588 0.00373959 3.10588 -0.00310588 
0.00939 6.37424 -0.00351857 2.85567 0.00351857 2.85567 -0.00285567 
0.0094 5.87785 -0.00328368 2.59417 0.00328368 2.59417 -0.00259417 
0.00941 5.35827 -0.00303584 2.32243 0.00303584 2.32243 -0.00232243 
0.00942 4.81754 -0.00277604 2.0415 0.00277604 2.0415 -0.0020415 
0.00943 4.25779 -0.00250529 1.7525 0.00250529 1.7525 -0.0017525 
0.00944 3.68125 -0.00222467 1.45657 0.00222467 1.45657 -0.00145657 
0.00945 3.09017 -0.00193529 1.15488 0.00193529 1.15488 -0.00115488 
0.00946 2.4869 -0.00163828 0.84862 0.00163828 0.84862 -0.00084862 
0.00947 1.87381 -0.00133482 0.538994 0.00133482 0.538994 -0.000538994 
0.00948 1.25333 -0.0010261 0.227228 0.0010261 0.227228 -0.000227228 
0.00949 0.627905 -0.000713355 -0.0854496 0.000713355 -0.0854496 8.54496e-005 
0.0095 1.90303e-011 -0.000397803 -0.397803 0.000397803 -0.397803 0.000397803 
0.00951 -0.627905 -8.06956e-005 -0.708601 8.06956e-005 -0.708601 0.000708601 
0.00952 -1.25333 0.000236717 -1.01662 -0.000236717 -1.01662 0.00101662 
0.00953 -1.87381 0.000553182 -1.32063 -0.000553182 -1.32063 0.00132063 
0.00954 -2.4869 0.00086745 -1.61945 -0.00086745 -1.61945 0.00161945 
0.00955 -3.09017 0.00117828 -1.91189 -0.00117828 -1.91189 0.00191189 
0.00956 -3.68125 0.00148445 -2.1968 -0.00148445 -2.1968 0.0021968 
0.00957 -4.25779 0.00178475 -2.47305 -0.00178475 -2.47305 0.00247305 
0.00958 -4.81754 0.00207799 -2.73955 -0.00207799 -2.73955 0.00273955 
0.00959 -5.35827 0.00236301 -2.99526 -0.00236301 -2.99526 0.00299526 
0.0096 -5.87785 0.0026387 -3.23915 -0.0026387 -3.23915 0.00323915 
0.00961 -6.37424 0.00290396 -3.47028 -0.00290396 -3.47028 0.00347028 
0.00962 -6.84547 0.00315775 -3.68772 -0.00315775 -3.68772 0.00368772 
0.00963 -7.28969 0.00339906 -3.89063 -0.00339906 -3.89063 0.00389063 
0.00964 -7.70513 0.00362694 -4.07819 -0.00362694 -4.07819 0.00407819 
0.00965 -8.09017 0.0038405 -4.24967 -0.0038405 -4.24967 0.00424967 
0.00966 -8.44328 0.00403889 -4.40439 -0.00403889 -4.40439 0.00440439 
0.00967 -8.76307 0.00422133 -4.54174 -0.00422133 -4.54174 0.00454174 
0.00968 -9.04827 0.00438709 -4.66118 -0.00438709 -4.66118 0.00466118 
0.00969 -9.29776 0.00453553 -4.76224 -0.00453553 -4.76224 0.00476224 
0.0097 -9.51057 0.00466605 -4.84451 -0.00466605 -4.84451 0.00484451 
0.00971 -9.68583 0.00477815 -4.90768 -0.00477815 -4.90768 0.00490768 
0.00972 -9.82287 0.00487138 -4.95149 -0.00487138 -4.95149 0.00495149 
0.00973 -9.92115 0.00494537 -4.97577 -0.00494537 -4.97577 0.00497577 
0.00974 -9.98027 0.00499984 -4.98043 -0.00499984 -4.98043 0.00498043 
0.00975 -10 0.00503455 -4.96545 -0.00503455 -4.96545 0.00496545 
0.00976 -9.98027 0.00504939 -4.93088 -0.00504939 -4.93088 0.00493088 
0.00977 -9.92115 0.00504429 -4.87686 -0.00504429 -4.87686 0.00487686 
0.00978 -9.82287 0.00501927 -4.80361 -0.00501927 -4.80361 0.00480361 
0.00979 -9.68583 0.00497443 -4.71141 -0.00497443 -4.71141 0.00471141 
0.0098 -9.51057 0.00490994 -4.60063 -0.00490994 -4.60063 0.00460063 
0.00981 -9.29776 0.00482606 -4.4717 -0.00482606 -4.4717 0.0044717 
0.00982 -9.04827 0.00472313 -4.32514 -0.00472313 -4.32514 0.00432514 
0.00983 -8.76307 0.00460155 -4.16152 -0.00460155 -4.16152 0.00416152 
0.00984 -8.44328 0.00446179 -3.98149 -0.00446179 -3.98149 0.00398149 
0.00985 -8.09017 0.00430441 -3.78576 -0.00430441 -3.78576 0.00378576 
0.00986 -7.70513 0.00413004 -3.57509 -0.00413004 -3.57509 0.00357509 
0.00987 -7.28969 0.00393935 -3.35033 -0.00393935 -3.35033 0.00335033 
0.00988 -6.84547 0.00373311 -3.11236 -0.00373311 -3.11236 0.00311236 
0.00989 -6.37424 0.00351212 -2.86212 -0.00351212 -2.86212 0.00286212 
0.0099 -5.87785 0.00327726 -2.60059 -0.00327726 -2.60059 0.00260059 
0.00991 -5.35827 0.00302945 -2.32881 -0.00302945 -2.32881 0.00232881 
0.00992 -4.81754 0.00276968 -2.04786 -0.00276968 -2.04786 0.00204786 
0.00993 -4.25779 0.00249897 -1.75883 -0.00249897 -1.75883 0.00175883 
0.00994 -3.68125 0.00221838 -1.46287 -0.00221838 -1.46287 0.00146287 
0.00995 -3.09017 0.00192903 -1.16114 -0.00192903 -1.16114 0.00116114 
0.00996 -2.4869 0.00163205 -0.854849 -0.00163205 -0.854849 0.000854849 
0.00997 -1.87381 0.00132862 -0.545193 -0.00132862 -0.545193 0.000545193 
0.00998 -1.25333 0.00101994 -0.233395 -0.00101994 -0.233395 0.000233395 
0.00999 -0.627905 0.000707218 0.0793129 -0.000707218 0.0793129 -7.93129e-005 
0.01 -2.0346e-011 0.000391697 0.391697 -0.000391697 0.391697 -0.000391697 
